bouncycastle	bcprov-jdk12	140		368ad02ad6a0e9945698acf36b935b0f3a947bc7
io.protostuff	protostuff-api	1.3.3		e9d581a10e93be77f8a584f6dd7eb54415e31213
io.protostuff	protostuff-api	1.3.4		d44e193d298357b4059f55541b258d8c06e666e9
io.protostuff	protostuff-api	1.3.5		915b79bc1305020af3a3aa3a951001359100efd9
io.protostuff	protostuff-api	1.3.6		dce6109a281b77fec3bd1536ec28aa5a87db11f1
io.protostuff	protostuff-api	1.3.7		b9604ad0176e3905b7064353dcb68e1976c96ded
io.protostuff	protostuff-api	1.3.8		e369cc9449a8391d43aff200ce4389536b464953
io.protostuff	protostuff-api	1.4.0		b138a5921f310cb23e57fdcab86668185fb1f12e
io.protostuff	protostuff-api	1.4.1		6ae33e07381d1b515439431d498935acac6079b4
io.protostuff	protostuff-api	1.4.2		bc7c862c8cf4c6d4edd1b001dd3bc9ca99d0f495
io.protostuff	protostuff-api	1.4.3		55e2f623656b79b4440142d5580d1dacbf9bfba9
io.protostuff	protostuff-api	1.4.4		3ef467baf69b9d6bd1f52a3e917dd3df41b11474
io.protostuff	protostuff-api	1.5.0		007af0350ee91e75ca711234b59390691d7678e0
io.protostuff	protostuff-api	1.5.1		74ed8cbdd6e51e92c5aa1fb2166d04c3bc0a341e
io.protostuff	protostuff-api	1.5.2		f2dc3ffe7c3061e9db4d4df984d62a67736c3da5
io.protostuff	protostuff-api	1.5.3		99583ff46dbbe6541be0c8f1762bdf551f84adcc
io.protostuff	protostuff-api	1.5.4		c99fbe4f614d07dc6aec567d07a0de9e02609c1e
io.protostuff	protostuff-api	1.5.5		88105cf96503fefa8392e9a9c11f184388d95770
io.protostuff	protostuff-api	1.5.6		45cfff0bb2151970dbea703d13c4d9505c1553c4
io.protostuff	protostuff-api	1.5.9		91f8cefbb3567b6d07c5478284c64d392aa477da
io.protostuff	protostuff-api	1.6.0		7b2ba34bda15ce22a26c30162cd252f9d416e8c0
io.protostuff	protostuff-api	1.6.1		f8b194b1334a79155d67ad42ff88a6810bea4a85
io.protostuff	protostuff-api	1.6.2		2acf55f86d3a489c81d1c35ad250e6c052719382
io.protostuff	protostuff-api	1.7.0		671f2108f75747a386466ced29a771a92731b7fc
io.protostuff	protostuff-api	1.7.1		d26d357ef7ec8e7861f3ec6a6300ffb8149078d8
io.protostuff	protostuff-api	1.7.2		eb013a6a8ca7d1417721dd87cc0202d313b41416
io.protostuff	protostuff-api	1.7.3		a3b0d8b3c938ca8609bcc3f00dbcbd96e1fafcbc
io.protostuff	protostuff-api	1.7.4		abb163b83ffa8383863f664eb6f46644086b21ec
io.protostuff	protostuff-api	1.8.0		71935cebb92e55cb3ca888a5a757fd213e0876e3
is.cir	ciris-circe_3	2.0.0		21aae7736f785c34c89a34fd636b69e0b27a2186
is.cir	ciris-circe_3	2.0.0-RC4		3b101325b062078bdcfdf40f747d2bbfcef703b0
is.cir	ciris-circe_3	2.0.1		7444ed09a120352e2c608a2327bab25abdd823c9
is.cir	ciris-circe_3	2.1.0		d2cd424ffba69b4e18cee82f06a74dd62f726b3d
is.cir	ciris-circe_3	2.1.1		7228a89a14607880c44178907c9dbb9108031b22
is.cir	ciris-circe_3	2.2.0		86acab0580227c553a1d08ce32579d91600ce1bd
is.cir	ciris-circe_3	2.2.1		ae878ea36cc194e10ba2155fb35f409eed67b9ee
is.cir	ciris-circe_3	2.3.0		0bf949d6917c59e7a982c4e2d6bd89096de70b62
is.cir	ciris-circe_3	2.3.1		fd30c4896da0d41532414587be4f23d5617eb5ee
is.cir	ciris-circe_3	2.3.2		9fdb8388e668a1f9146c6844aaa7c1206758ac36
is.cir	ciris-circe_3	2.3.3		d6012de339e5e484a43c9cbda31d1780b25261a8
is.cir	ciris-circe_3	2.4.0		f50d988ef051fe01db722a360fcee1999ed8197f
is.cir	ciris-circe_3	3.0.0		e0495e4ffac3a66a7220150761400175f7f336f7
is.cir	ciris-circe_3	3.0.0-RC1		8b9d0d5ebc5c343c3f69fb5fc79ce75b0f9d27ff
is.cir	ciris-circe_3	3.1.0		67882016a53c526f1c35932160ac8a684df9be3b
is.cir	ciris-circe_3	3.2.0		522d2848de29eb25c15977ab64d8904c0754b125
is.cir	ciris-circe_3	3.3.0		ec113bf1cd087962d4ff55de0d9d73284086ecc5
is.cir	ciris-circe_3	3.4.0		e70e56dad57a7a63e45b7164a64cbac68e1762d5
is.cir	ciris-circe_3	3.5.0		df79e8f5c1524a496b7537112e82e2f9a5018410
is.cir	ciris-circe_3	3.6.0		a6fa4d98ac014e2d00e5c561e228072403381657
is.cir	ciris-circe_3	3.7.0		17baa7fe0538d956cb2b79912755a16a9f291b7c
is.cir	ciris-circe_3	3.8.0		61b4af00572aa901e18cb05097582f9bf7ab428e
it.tidalwave.northernwind	it-tidalwave-northernwind-frontend-core	1.0.0		f40a2968633799d3a4e7599fd54dec9e409067bb
it.unibo.collektive	collektive-stdlib-watchosx64	22.0.0		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.0.0	metadata	183d556ae37ff026320d6b3c1b52dcb9a3370640
it.unibo.collektive	collektive-stdlib-watchosx64	22.0.1		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.0.1	metadata	8a1a96eba6efee21ce2fb6b136049374b5731c71
it.unibo.collektive	collektive-stdlib-watchosx64	22.1.0		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.1.0	metadata	33f49d3cec1d745a97a89381d17f58d638b76ac7
it.unibo.collektive	collektive-stdlib-watchosx64	22.2.0		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.2.0	metadata	6002dadecf1a43ce25a07cdbe6ce6df4a9c26cae
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.0		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.0	metadata	dbfb8c5d3a3ccac8a1b18625f377b2dd5fe34d0f
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.1		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.1	metadata	d3558c88d33d53312a595df710b7372f9895fdd1
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.2		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	22.3.2	metadata	e1c0ccf1af3c827ef78b1526deff2b55da160a34
it.unibo.collektive	collektive-stdlib-watchosx64	23.0.3		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	23.0.3	metadata	855db10b6e68607c7d6bcc9c9f61284e4f30fc1f
it.unibo.collektive	collektive-stdlib-watchosx64	23.0.4		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	23.0.4	metadata	53b359f240a07ef81b83630b26929c5748e81cc5
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.0		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.0	metadata	ca03da7125707ecc558a5059f9137eef61513fa4
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.1		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.1	metadata	afa3420115bc0e0ede8c94ea11b7fa196847028e
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.2		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.2	metadata	650944bbce72d5307ee37137a081ed64ae571975
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.3		N/A
it.unibo.collektive	collektive-stdlib-watchosx64	24.0.3	metadata	140c10bc3c866c50ce8d01aa89277c966ee286ba
john-test	batik-ext	1.5		b16aa3e1d48da195c6810fce7cf988f41d4cfbc1
john-test	batik-ext	1.6		7f6ad5c298de4f24b9a104b721e86798f5e2216c
li.rudin.core	core-security-impl	1.8		47f5180004ae73230a6d4ef727d248c2b715456d
net.liftweb	lift-jta_2.8.1	2.2		42a5b766524a1fccac5991346a542a2de16840a4
net.liftweb	lift-jta_2.8.1	2.2-RC1		77a01733a38e55bb1df794f1e50e519b0ef91fbc
net.liftweb	lift-jta_2.8.1	2.2-RC2		3c1dd0b7e0f4766e6d2c43c6337c1c42c9718291
net.liftweb	lift-jta_2.8.1	2.2-RC3		868faa7355d10b9afe54e7d416150cd005d52dec
net.liftweb	lift-jta_2.8.1	2.2-RC4		9ab8195b374e02f118d91fbc04efacda412b4233
net.liftweb	lift-jta_2.8.1	2.2-RC5		b5a44bb7555d822ad69bda5d6cc4b0087e1a9e67
net.liftweb	lift-jta_2.8.1	2.2-RC6		085d8878d9fa186cc13fbdbb2179afbe6852b703
net.liftweb	lift-jta_2.8.1	2.3		0aac558ca0444da075bed92a672b7aff757562f1
net.liftweb	lift-jta_2.8.1	2.3-M1		73316ef1d449d93233b74c38c3d26d890daf6375
net.liftweb	lift-jta_2.8.1	2.3-RC1		e646a2252faef89d058c987e2188bac355a0d74f
net.liftweb	lift-jta_2.8.1	2.3-RC2		923cbef2917529bd6493f5fe6246a2272db1da13
net.liftweb	lift-jta_2.8.1	2.3-RC3		c7a92e1d740d585e3561bff022ddd73f9eadb289
net.liftweb	lift-jta_2.8.1	2.3-RC4		ed9a985188cece52d0bcf8843cc7f6924fed6364
net.liftweb	lift-jta_2.8.1	2.3-RC5		1d5fb32cb7d4a3ec5a4bdc3564dc0ed461645910
net.liftweb	lift-jta_2.8.1	2.4		1af02da40f679f9563e1e60451fcba4246b1cd52
net.liftweb	lift-jta_2.8.1	2.4-M1		c14b5053bc79b39fca3e6453fc4bda7e860ea056
net.liftweb	lift-jta_2.8.1	2.4-M2		934fcc790b77f7b4ceb1a432b1776ad32d513d9a
net.liftweb	lift-jta_2.8.1	2.4-M3		993e496a2573a36c3c70ac6530d670383f790221
net.liftweb	lift-jta_2.8.1	2.4-M4		3ce1a7850af0c7f8ccc242dc65dd1507c2dbb0b0
net.liftweb	lift-jta_2.8.1	2.4-M5		71340c10c7d34b039da538d7690ad0acf847110b
net.liftweb	lift-jta_2.8.1	2.4-RC1		23d01b66783ebe88042215c1bc3f9011cbd4570a
net.sf.okapi.filters	okapi-filter-mosestext	0.35		437d17250bb811d563bf2247fcde66746f121681
net.sf.okapi.filters	okapi-filter-mosestext	0.36		8f99ef00e55120f166c4515df5f72fa1782da183
net.sf.okapi.filters	okapi-filter-mosestext	0.37		93f13c837e38ca9a50797f7c72974e8036a62bf2
net.sf.okapi.filters	okapi-filter-mosestext	0.38		1e8ab675a010a04c00a182c9349c0f264ebb1f5d
net.sf.okapi.filters	okapi-filter-mosestext	1.39.0		f51411b191b254cb998ea674e1e34bd69a1cb5c2
net.sf.okapi.filters	okapi-filter-mosestext	1.40.0		863aba7d204e8cae24372bbd6e720ec4cbb0a821
net.sf.okapi.filters	okapi-filter-mosestext	1.41.0		64ffd1f866c588f7ee0c669018e523eb1efd20ff
net.sf.okapi.filters	okapi-filter-mosestext	1.42.0		c22236937bd720662137d2ca7483a91f1c60e000
net.sf.okapi.filters	okapi-filter-mosestext	1.43.0		e8ca649a1d8eb7566eb0b0a6d9fdcc26d1bbe21a
net.sf.okapi.filters	okapi-filter-mosestext	1.44.0		929f8b3356f9e609c435a73c3dc68b01f234d228
net.sf.okapi.filters	okapi-filter-mosestext	1.45.0		2c15cb7eb5e9755c2d1f15154f7a6525cb118e45
net.sf.okapi.filters	okapi-filter-mosestext	1.46.0		31f409d8d406520ad9c4f0947a27a5b4244201dd
net.sf.okapi.filters	okapi-filter-mosestext	1.47.0		04fca051c6d4b6d50260b23daf7d7c0cc7c61032
org.ak80	sota	0.1.0-beta1		c494f9472f235712e83c08eb3ab396bd88626afc
org.ak80	sota	0.1.0-beta2		f04fc56041d2123f168457a936748853378e9e53
org.apache.directory.server	apacheds-server-xml	1.5.1		38eadc9fc1e785a35657978162cf68745abb69b0
org.apache.directory.server	apacheds-server-xml	1.5.2		fa02c61dc14cc2682dc90bf270481009994b89a0
org.apache.directory.server	apacheds-server-xml	1.5.3		28747999c90f674f5da07d509f3d114d317c3ffd
org.apache.directory.server	apacheds-server-xml	1.5.4		bb74748c4d38d11506279167553f4b79f4b2a89c
org.apache.directory.server	apacheds-server-xml	1.5.5		754b5168a57d58936465372fd666304c25146763
org.apache.directory.server	apacheds-server-xml	1.5.6		64f80e0cc0cc2124620ef60ecc40342582cbdc05
org.apache.directory.server	apacheds-server-xml	1.5.7		2320462d4f279d9562e421aaa67d227686603f93
org.apache.inlong	tubemq-client	0.10.0-incubating		8c099eb45f6538a1c7236dbec53095f8365d696a
org.apache.inlong	tubemq-client	0.11.0-incubating		cc9ac2b9c14212b807f709d6dde37c4b6129469d
org.apache.inlong	tubemq-client	0.12.0-incubating		0dd9373c17ae55946c8a699577439bb34fa09e53
org.apache.inlong	tubemq-client	0.9.0-incubating		3aa75b90619bcf76a4e61dd97f0a7e657659fadb
org.apache.inlong	tubemq-client	1.0.0-incubating		22c50d474f5f0230b9f44b983811266ae0589303
org.apache.inlong	tubemq-client	1.1.0-incubating		8dfa1e59e4028f53b481c0607c9f6b1d27dee6ae
org.apache.inlong	tubemq-client	1.10.0		c3803ba7e6bd740cc4ee38a4e5f2958de926e0dd
org.apache.inlong	tubemq-client	1.11.0		820d27aa1bc4463cfd6123b3ef32c14cdc0c5b71
org.apache.inlong	tubemq-client	1.12.0		3409fca9ca9bd478dc735ee6ae1d523fc447c8d0
org.apache.inlong	tubemq-client	1.13.0		79dbc741ac6786b898dddf4dccda80637aa4429d
org.apache.inlong	tubemq-client	1.2.0-incubating		93d8336adcf88647714faa3df2a88f76f8fd98ea
org.apache.inlong	tubemq-client	1.3.0		997da0afee07ea6868ba003f2dbdb81b9d0f6f14
org.apache.inlong	tubemq-client	1.4.0		f8c5b0773e05f96b984e695416421bfe67fda22d
org.apache.inlong	tubemq-client	1.5.0		0a0f33898df4aa75d63884ba0c721d4148aeaec2
org.apache.inlong	tubemq-client	1.6.0		e2d10e3425d7d1d75816cc57198c53adf22e6f8f
org.apache.inlong	tubemq-client	1.7.0		0c3eea1dbfabdcc791111f2da446d63bad55dec1
org.apache.inlong	tubemq-client	1.9.0		70e70722418dedd5960ed5c3040a22c0167eaa7c
org.apache.inlong	tubemq-client	2.0.0		863cf7d28f5723e252fedd53fff8c7ae21a4e669
org.apache.inlong	tubemq-client	2.1.0		058bd042c2d6fa6f30e7989206adf211ee16adfb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.0.4.RELEASE_1		dba08934246e97a38056ad07eecdc29ddde5afa0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.0.5.RELEASE_1		d014271d45a6a94e1d2b618632ef0bd3ec0808f0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.0.6.RELEASE_1		6d5ab4109fe53a213fe9b4271101172e98e11637
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.0.7.RELEASE_1		ae49c5bda78090f87dfc5149035b0ac655b173cf
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.0.8.RELEASE_1		169a5e996dd535708664bbee7eca35a5060ed922
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.10.RELEASE_1		c01820c933247efb75868cfb9c3507a1a54ee0db
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.2.RELEASE_1		ad665e9d566a97593af71d18b95e249c0b564676
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.2.RELEASE_2		889f56619f6c045765f867a433d0e8287caa63ab
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.3.RELEASE_1		6933364d48c9b597d76f4cdaa7d36783bd6f41cd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.4.RELEASE_1		5b9160633c9265edbffcbfba5e52958582127372
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.1.5.RELEASE_1		0ffe655f692b027d4163097b21fa45617622d43a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.2.1.RELEASE_1		2550ae11066eb8b2c6b01fd09c10c12c55ac328a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.2.1.RELEASE_2		3d77bd4e55d381d3dee79dcdcedb4a22a2887b0d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.3.0.RELEASE_1		6f49b3e0ca9da0de2f503420fb95468e00bca5e9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.3.1.RELEASE_1		c892207725becc933122f5fdbb2a8ebfe925e074
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.3.2.RELEASE_1		ec51c904ebec10b3099cd3674eb63e373a6cfcec
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.3.3.RELEASE_1		60a087bb25e731be9c3931aeca60deaf2eaa422c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.3.3.RELEASE_2		ad8df79d79568d9f7c83e43e8de359c81c058daf
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.4.1_1		98ddef4b0e2b8642e01bf257e256e3ff3ad42333
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.4.2_1		4c104966e7ef7b564c39c043a154833db07d66fe
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.4.5_1		744cb4cdb51756449222e80cdc53d7ccbcca5f05
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.4.6_1		bb1123a87dc658c5c1cbe21c159f7519d2a4389a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.5.0_1		e6dae4cd7485b3971bb4a41b058b422180a21710
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.5.0_2		8eff706aa62f1dbc13d9b36b7ff5f04dda5c850a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.5.1_1		889ea647e8bf5e6c7727e6515423a5c8602a272e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.5.2_1		f216cff897598a38bc5d65aa1ca35b47d85d68e9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.5.3_1		f325c69335f94eb8d20467b077100136a16fb9fb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.6.0_1		00e5d8eacb919368fb537ad96c66f58ae5dd2d0b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.6.1_1		b6728e231819a093d53c439a093a57a89f0c12c3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.6.2_1		4ac4fd2a831ea8ad24a5a93c6788e946f6974e6e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.6.3_1		2e115aac53d1fc21ee6c38e4b98e209266542fda
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.12_1		6fd1864a368cabd16d0e201b2f7b34f7fb0beb0b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.12_2		798f86fec26586c6fbfae869a14cedf0fe8b85e5
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.12_3		9380c4ea9a63e396c12f9ffa7d791cc29322887e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.1_1		bc064ae3cce87d84ae55fc00b301d2bb2f243ccd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.2_1		8fa679be3c79bdfc27440206c9b7f1c22e6e8ef5
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.3_1		40ec3d822be424ca87dc85f90e825003ad538283
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.7.5_1		ad26ef680e220511c4e9d0510ce85fed7ef1c7a7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.0_1		89547c102294bffc2697332f2770e98ff22a7b11
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.14_1		dff85f4b52c3970522be5b8d0c966bda4625545e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.15_1		4470c1fb0e3cd4fa37fd05ed5edeab53c1a37e14
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.1_1		987b86ca4edc652cccffe232b8520b14cc24cf0d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.4_1		5150ebe4b3e26b06e6f99a64be3f346420b662b2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.6_1		f375b26166c6f495ef4ba51cbb29a2f83a35b49d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.7_1		1bd7caadfb63d505edb485758c99fcad7a056c8c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	5.8.7_2		5149ce2bf8ba9213dd257d7b1fab48df9f47ffe6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.0.0_1		d9cfadfcfa08e0f3ffd54f731a1a9dac2b036172
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.0.1_1		69c5e947e239234a73ab33c9b2c232415c67f29b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.0.2_1		894b692b3368073caeb81283b01671ca0d4445c7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.0.3_1		2fbbb45873d9d48e8cf5c72154c18c8612b76d09
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.0.5_1		d8dcc2e7113bf766adc9cf2aae7aad3ec6bd3eae
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.1_1		063ca3daacb3efeed25e143d2df13583e2a62184
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.3_1		4973c2d45a1dc3ed6783d895d82fe44f4901cb22
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.4_1		88991f608535d891a3dcd21f19c4a62f3e8addfc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.5_1		941126a81871aa0017e78caceba1f6adcaa38b32
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.5_2		11543dcb270787dc8826bf275711748b00ced91c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.9_1		b79722fd8b8bcdb2c1fb42c875e36a3fa14f8f46
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.1.9_2		fd36001f022feced12b31fb74a447ce8a70926c8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.2.0_1		38f47ca811a22341a6844ceaadc50f5a780c3d4f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.2.1_1		d2bdf3c5226cf2392a21c22935bdf7e41af0965b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.2.4_1		215388ca1725f6b005ca21469aaa2b7e95748440
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.2.6_1		1d5f3e8c0c9da23d87ac5572539e56392aec86d3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.2.7_1		e299c3affe8e28371a9452b7f2c54ba04a5ee5ab
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.3.3_1		fe63ea2d1be20dbdb282dd7fa863e1b89244753b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-messaging	6.3.4_1		870bceac9c32853bd04b9e22279c7da764d6cc1a
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.4.0		40ea76698395fdc97d150ebf9432e4582ea154a6
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.4.1		9b291f0597f2548821eca1aca1893869d561cbc3
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.4.2		d42aaf21c278d1043ade0246f5dccdecb675b675
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.4.3		4ae202d53623186ee9076c4432bb0ab684f5fa7e
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.5.0		5cf6ae6dbc7fbcd6d82b0cf451e06aa7a65c0b67
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.5.1		fa6697a090ed51c9f9f7776d149ff8f3c826428e
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.6.0		da901a9558b1e086fcbe2c41bd81d41ab86b655f
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.6.1		ca16135eb59e3d647e007c2c725d33dfc6d4cc71
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.7.0		a6f74cad49e1b73552f6aa50580fa1a32de4332c
org.apache.shenyu	shenyu-spring-boot-starter-sync-data-zookeeper	2.7.0.1		2d5fcf67b005795eb6521c89f23c0ec06f03bc89
org.apache.tinkerpop	gremlin-groovy	3.0.0-incubating		a2e090c8797fbf6677e4519212ccc6314202a2b2
org.apache.tinkerpop	gremlin-groovy	3.0.0.M8-incubating		abc5aa474d6ffc6f7c89c8e1fd77b375225d1c56
org.apache.tinkerpop	gremlin-groovy	3.0.0.M9-incubating		b4420fc0b8adb1f139fee1ae337681736f7f0178
org.apache.tinkerpop	gremlin-groovy	3.0.1-incubating		a3c858fd020afc005040d240df4026e35a01ceef
org.apache.tinkerpop	gremlin-groovy	3.0.2-incubating		4b2994bcba3c59f2334f9e499927553da6c58f6d
org.apache.tinkerpop	gremlin-groovy	3.1.0-incubating		7e1639a0d294538c85789a7b6fe8dbceb5d6c0c4
org.apache.tinkerpop	gremlin-groovy	3.1.1-incubating		5eb582b29f9b700961992891469a72e68ffc6679
org.apache.tinkerpop	gremlin-groovy	3.1.2-incubating		08adfd6bb0f7df598488e95d062d5dae9ab8d1ff
org.apache.tinkerpop	gremlin-groovy	3.1.3		e77ea20b7c4ab650428fee710929c1c1070c43ed
org.apache.tinkerpop	gremlin-groovy	3.1.4		d315446657309dfbfca0559796e8fba0f2b8d6a2
org.apache.tinkerpop	gremlin-groovy	3.1.5		4813c97f4824530620783ffbbc505d8d020bc85b
org.apache.tinkerpop	gremlin-groovy	3.1.6		b678e32fd83c1169e746cda727c1a4c6af228508
org.apache.tinkerpop	gremlin-groovy	3.1.7		4a255986a87d1c43c2d31e4e330c8213e5ec12e7
org.apache.tinkerpop	gremlin-groovy	3.1.8		f4c8c362b73c4693fb3220aa53413be89d915e07
org.apache.tinkerpop	gremlin-groovy	3.2.0-incubating		7caf97414438e8af81751b82a0ee655348f63f3b
org.apache.tinkerpop	gremlin-groovy	3.2.1		d978d7d86a26a6ba95be4f37103e5d2b12db46b3
org.apache.tinkerpop	gremlin-groovy	3.2.10		780c2153f17fa4ea7af7f268f12a95dda5790c82
org.apache.tinkerpop	gremlin-groovy	3.2.11		4b5ff834fb88b6c7290cac2556cbf38ad30bfb99
org.apache.tinkerpop	gremlin-groovy	3.2.2		ff900dc37acc5de7546269eefcac38885b78b98c
org.apache.tinkerpop	gremlin-groovy	3.2.3		148e4b502d4ff1a436026a94db37c22fcdadc4d3
org.apache.tinkerpop	gremlin-groovy	3.2.4		028adcc3bb6baaca23adf723db66baa9100a09da
org.apache.tinkerpop	gremlin-groovy	3.2.5		37daed4307b17ba997f3fdb10a2cd435d01c4e47
org.apache.tinkerpop	gremlin-groovy	3.2.6		285ed3a1ba8b75a4a8a66dcf2afe55c9be0121d6
org.apache.tinkerpop	gremlin-groovy	3.2.7		c7c13b27e7ea51a03cb8b6844152532e9e645c69
