app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.23		87cef802d993efe39e89b68f7b820517b7026f3f
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.24		a6804e546f54e9b984bb9a1bcc406405716150dc
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.25		50c6544ab1185da6cf8635fd40c4a3000dae6180
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.26		cad65375754a5be8b88c627e7c63d6724cb22600
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.27		35b0b816e884ba4bbe4fcd0f581117d7e880e83c
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.28		cf52af14e12c8b568e1112b6147f8e98a9dfb844
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.29		4407bad037234b4ecf620d9aabb55068f519cc42
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.30		9f201250eb7b3b78c44b83287c519f9a279a726e
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.31		ce3adb4698372791f9674c2eb21a43b5889179ef
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.32		0c477d2d695f0e5206edcc0960e0796e404b5213
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.33		55792031fd3773ef8b4853dc0cda4ab09e2c6de2
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.34		4c86eedca3a6ce3658098d189f5e6ccaccad0224
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.35		93e944d8ec49505a02bc612b105fe68d1986d527
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.36		612eef5373029d2b67cdfc510a26cd3cca8853d8
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.37		6e752dc615e698071d0d416564378c75b4d3b088
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.38		177f3abbbf0702d81a224848b526290da229a17c
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.39		725f13e3f54a6915582f8dda5e74631f8ebf800c
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.40		dd7d12eb16b0353f161ad2f9043a0eea049995af
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.41		7de94741b388c0aea048d48fb1ec358a629715d0
org.mobicents.resources	restcomm-slee-ra-tcap-events	2.8.42		b8fe53c6429d1e841a8a6120bf18e8c97f18acb3
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.43		b87e21093ccbc40da2b7ef36a58aa6b75c88555d
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.44		7cac116def2e5ad7fa7e1eda33573037f10e5dc2
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.45		f15a02fd854569cd9bd95faffb390a18bc98dbaf
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.50		ec13b6ec55d83f3da6e9c5ce97a745f87eb02b80
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.51		107abe28bd5534096887f20355176edaa5096e3c
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.52		18300c821aeaff60e78bad0ab32174e737fbf68f
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.53		3022c35f58c9f82f600557bc5e8776f3d9f1f576
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.54		0a367d4fae365f77de74dbc2966a80c402de3125
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.0.55		48de5379397e31a5e80adb61979f64df1d7a5c35
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.1		d3bff6348795f4beafff12d8067cf420668025a5
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.13		7ee4041193635f83765b34615023dae066742740
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.2		3b4a6c034741f88e749369826fd265351534930a
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.57		0af896e69dcb2d2324eb5d82dfe849b3a8c9cbe1
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.6		66caa2d24af4072121295bce73ba80e04fac2cb6
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.7		efed7951c96b6ec5da2763e6701c03208a4e7abc
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.1.8		46bee88d2dc63b51ba2ce04d5f392d12527d3116
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.2.59		c39f405dfdadbf5fc7ddf9c2fc8ae21e90353525
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.2.61		f66232ae8b1ee0568d289ee6fe2d41402132324a
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.2.62		c822b5b6537785ad308430ae8b1a36842be8fc5f
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.2.63		b6be7c0d41e56dd7566f1f82f439bf3e9f802612
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.2.64		64662150670e4912f06f84dcf2a005f3a5cd9f77
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.65		d32183e08ced829abed78c9564b761277eac6fab
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.67		2a29461057e409f79900acbb3a32f2ad16cfca97
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.68		955045c25adacdcd97bc62f3e668eff8477b2362
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.70		584297c4ec494700e0233ca385a6009832671b39
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.71		6563e74f7e7ab983372b4f829412dfbeffc24fb1
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.72		cfdc272a9a3b566b4294d3ad30c4503020cd0f6a
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.3.80		6b876101cd3ae7f0768587ac26449f7598fc23bc
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-17		941886e98463014c2d1595af07580d6442b417eb
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-177		ad18f85b8a9e3a742805182ef27d27d58b91dde3
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-55		d4715ffbe1ec69394b08ffe2f8c4e950425e0d00
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-70		98a217bdf6b480be9667a987e71a96ec1147da7a
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-71		1a5384c481fec005901870229af2651e0e5c8594
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-79		4d0022121d61989c7c939a2218c8e9f34092ba5e
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-91		90a195cc7f3cba9169946dc5dd25db615696d7b6
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.0-97		472f0ac6693bec56820efb862623ecc62a08d456
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.74		0461ba7d7ec28453388521ba05f27963adba86fc
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.75		0b94306c378917cd9941326bbffb9a9cb719a9a4
org.mobicents.resources	restcomm-slee-ra-tcap-events	7.4.76		8c43933b91a7a918be6d6c6445f4d3d1e896d8dc
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.0-44		88a103a98a66f5a71c4409c23b2eb5292c44e308
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.0-56		2b597a28bedb0e2a23611b2827c7a2bc00a7cb1a
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.14		c6616e8a8c051f8b3f23fd08ff851acf47c08dbb
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.15		8cfc54dca08b15d26c569b21c56711e2d09aba94
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.16		643fc6a6849e6bbdd48c45d2783fed1c628606a2
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.17		8bf62d2e48689a96353edff85702e40867757e17
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.18		65a7de84806b4f4768b60a9d0f813b3e56f6e803
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.19		ee18e1f145233afc7e4d298c1a869e090e6daaa4
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.20		b9cfbd2dc971db82e631e22dabf94983c965b5c8
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.21		c5a6ce4f4b24f9e5ae1782ad38689037c436f4dc
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.22		e410402943b3fcbd783c7c98322b5734a9a8329d
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.24		656b9d6a774ff0aa96a03928182b04bca640738f
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.25		52290b29e87c41dfa995b06bc8eea7fee60e63fd
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.26		0ad501680063085040de0207d0b538dd19aef70e
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.27		e32dcc2960837b1d5800ba09cf3e0719e96beac2
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.28		ebfb53802480a71be6d79f41005b9ee23093e7a2
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.29		e0e11728423aac45c681842e30524a9ba5eb7f15
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.30		895f8ad9611e3bdb54c15f56715fe64da2ff6ac2
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.31		b2f6985493026b6d0560e9f1b1192a208cd4b44f
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.35		bc5ecad005c469b82317dcc8635c5234dfdc2565
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.37		1081df6ad5bd3d4cfc3144e8f171a4d25282d947
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.0.39		3ef5e4dc48f79d76fca9efa28a71fe13ff51b331
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.10		ba9d25a7b0f1ae01c294930da5cf917f6f94c6e8
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.11		fe72cfff1272c5e9408824130bd6420ce9311cb6
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.13		7c3f4a6b65dc0865082afd5790a48155e3b734be
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.2		094368a796ad9b98d8507df1c896e3eb11fe8b09
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.7		e6316915f88008a207248c77c59357d50e9e9a08
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.8		150eef34fdb70fdf1e4c62afd42343d1bc046d4b
org.mobicents.resources	restcomm-slee-ra-tcap-events	8.1.9		f14b423c57a461c88b8b846c163285ff9a7efd21
org.mvnpm	reftools	1.1.9		b285d7b553469a67f0652ed48f11f9aae8a09602
org.opencms.modules	org.opencms.ade.editprovider	8.0.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.0.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.0.3		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.0.4		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.5.0		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.5.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.5.1.0.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.5.1.0.1	client	14a1e6dbda5ca4633961498d9a923b866c9f91ec
org.opencms.modules	org.opencms.ade.editprovider	8.5.1.0.1	client-sources	448219dcb5cc9a8d2b0bbd570faf43bfbec25208
org.opencms.modules	org.opencms.ade.editprovider	8.5.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.editprovider	8.5.2	client	aad24666f99f3443d9134b251f262cee388fae05
org.opencms.modules	org.opencms.ade.editprovider	8.5.2	client-sources	cf5d917ed3fc03a16541b2400214cff8f63187b3
org.openmole	container_2.12	1.0		1ef9607081f09a812e333ca1239cb1f779beb589
org.openmole	container_2.12	1.1		8f51f0d13cd59a763840ad23e4d0aff56d901c7d
org.openmole	container_2.12	1.10		218d991f44614f78379e854e7ac476b7e92f011b
org.openmole	container_2.12	1.11		282dc0d0f1b1243252407554c829173a9bf84fef
org.openmole	container_2.12	1.12		6cff2726d528dfd4944f1219000ad7e9b5b793cf
org.openmole	container_2.12	1.13		619f956d20873e3d3b3f450948c0d7f0ef69c8ac
org.openmole	container_2.12	1.14		b662596fb4c7f153e86b373becdaba1b27c56dd9
org.openmole	container_2.12	1.15		a37ca44c5f6b19bc1464545bf2e0fe92a0008160
org.openmole	container_2.12	1.16		7cbdcd1a9d352a186fdeb77d6c7c77acf0da6c43
org.openmole	container_2.12	1.2		0e61e5fcbd679b9adef029c39c2775a452d51d4b
org.openmole	container_2.12	1.3		94e387d8467e5fc482885fce9dcafba8560fab48
org.openmole	container_2.12	1.4		00cd31c7e536563788f00204576782954f43c70a
org.openmole	container_2.12	1.5		2084447fd76501aca142c6b869e4f39eaadf84b3
org.openmole	container_2.12	1.6		26bd359f7da7a8fbd6c65247f2a9e0e021af9339
org.openmole	container_2.12	1.7		fdf9b41c429e7eb36b02830196db431777ccc3cd
org.openmole	container_2.12	1.8		db7205d6ea25b12db1bca51278c7fa7e1a30187c
org.openmole	container_2.12	1.9		d3a9dc08fe941c137ffb18da6a9a09e14a31c85b
org.phoebus	app-display-editor	4.6.7		7ac5a4ce6cef298fa435c844cf4cf5d0301dc208
org.phoebus	app-display-editor	4.7.0		f1f3da40ccbbc3d03a11ac5f539d81b6e1afd237
org.phoebus	app-display-editor	4.7.1		353e420396f114e315aefdd7a443e3b5b4cb8e6d
org.phoebus	app-display-editor	4.7.2		d1b81a3c2875d8c64a56e8d351d9caa3260ab9c3
org.phoebus	app-display-editor	4.7.3		60d3a24e812b442cfd5f9868c65e0f2166d66af9
org.phoebus	app-display-editor	4.7.4		135fe3b7e8087e2d6b98a62ccdd3166dadfe852c
org.phoebus	app-display-editor	5.0.0		191d1a4bd9ab0d1cab4007bdf3045c60cee17898
org.rhq	rhq-scripting-javascript	4.10.0		f512de2d1887d6ef2c8392a710aca03122d705b7
org.rhq	rhq-scripting-javascript	4.11.0		d7e0e2c69fcf2da06cb90f5d28d285a0c7afd332
org.rhq	rhq-scripting-javascript	4.12.0		057ce8178713cf436cbef1e4567238342ab02964
org.rhq	rhq-scripting-javascript	4.13.0		380ac4e74b9fb8ae7eaa9677b415611f68ef9a9e
org.rhq	rhq-scripting-javascript	4.5.1		a01b71d194ca7de29fef2b932f595f67300f7aa6
org.rhq	rhq-scripting-javascript	4.6.0		8e6568816a7d367462612b881b2fffabca4e093b
org.rhq	rhq-scripting-javascript	4.7.0		52df7e02f8440f195406a307b5e27a4b94c61876
org.rhq	rhq-scripting-javascript	4.8.0		d344c52ea15c568ce283e248bd19f39c846a40aa
org.rhq	rhq-scripting-javascript	4.9.0		663db2da181bd5e38d20f92fc758c969dea71250
org.scalameta	mtags_3.2.1-RC1-bin-20220801-775f9ce-NIGHTLY	0.11.8		90706c0760557bfadaa3b6ff891dbc45ac3b3d30
org.scalatest	scalatest-featurespec_native0.4_3	3.2.12		cbc1051775a6f0f7d44475172e35f048b89735d0
org.scalatest	scalatest-featurespec_native0.4_3	3.2.13		95a26dec10462e22e49b42aeb5c1ba6d040486e6
org.scalatest	scalatest-featurespec_native0.4_3	3.2.14		e5b36c4e5b83b61ae6d99d955961a6e0fdd3e2b6
org.scalatest	scalatest-featurespec_native0.4_3	3.2.15		4bc199cc2ea82b49b66d5b52f0edc70c965b22b7
org.scalatest	scalatest-featurespec_native0.4_3	3.2.16		b0861d03fab7e637c6d40428c50386c50ec47c35
org.scalatest	scalatest-featurespec_native0.4_3	3.2.17		a99766c036149468225adb6b5c5fb06ad143a0d4
org.scalatest	scalatest-featurespec_native0.4_3	3.2.18		9e50029613cd2b846baeeddf4900ab70a8af68aa
org.scalatest	scalatest-featurespec_native0.4_3	3.3.0-SNAP4		07929f1985fd62814e39dea2ea5d5333d65baf24
org.scalatest	scalatest-featurespec_native0.4_3	3.3.0-alpha.1		79c6356a7af395a987f40f6ae50f747c11d34f3b
org.slick2d	slick2d-packulike	1.0.0		c5374d380f91a99c8fc2d3101fb457fc59bb76ac
org.slick2d	slick2d-packulike	1.0.1		92c127d9f7205c4761f8e60c3b974064f2401004
org.slick2d	slick2d-packulike	1.0.2		4e3dd976b3f5df6671811a6d578b9042047a80a1
org.tpolecat	skunk-refined_3	0.6.0		f01128648b56e602b860bb0f7a5e64c21a37234f
org.tpolecat	skunk-refined_3	0.6.1		e5cc929c93a30ac7592c1616f75ad76985c9f462
org.tpolecat	skunk-refined_3	0.6.2		5f51c83d41b5ddc07e7d753691784acdd0ec22e2
org.tpolecat	skunk-refined_3	0.6.3		e731cf19d25766904c77e322cebceacd8ec7794d
org.tpolecat	skunk-refined_3	0.6.4		d694d99a1f1c7069115cfe51dbdbb2805915fbab
org.tpolecat	skunk-refined_3	1.0.0-M1		778766b3aaa61ab03edea9e72dd4817e9112c36c
org.tpolecat	skunk-refined_3	1.0.0-M10		f0a480ee2f856f203656db7836ae0f7d95574d5a
org.tpolecat	skunk-refined_3	1.0.0-M4		f058259d8251b30f2498c436bae9478fb60bf43f
org.tpolecat	skunk-refined_3	1.0.0-M5		b79dda36cb9433ace30e9cbbb2e577ef79803267
org.tpolecat	skunk-refined_3	1.0.0-M6		ded092598f6151ff199c5ae94f5682b9fec54fff
org.tpolecat	skunk-refined_3	1.0.0-M7		c21dc6ecf6eb89b45d9bcd857758748a7265b427
org.tpolecat	skunk-refined_3	1.0.0-M8		343939f98c8d41034143d8c7c9ce645ee87f9579
org.tpolecat	skunk-refined_3	1.0.0-M9		0f7966ad460217d578a713a120047de3daecdceb
org.tpolecat	skunk-refined_3	1.1.0-M2		711c254213fc0197b37e96de06b359b7c0f6da69
org.tpolecat	skunk-refined_3	1.1.0-M3		13b5462d14a46df11e9d1d6d0288cef98e7b41b1
org.typelevel	catalysts-checklite_sjs0.6_2.13.0-M3	0.6		9dac809ed92093d19060a92056c31ed1315548d9
org.webjars.npm	babel__plugin-transform-classes	7.10.4		5160a6a2583b9504373361f24447eee275ff8974
org.webjars.npm	babel__plugin-transform-classes	7.12.1		ee482bc56b2c77892df9897e55ef0988e1cf7cec
org.webjars.npm	babel__plugin-transform-classes	7.14.5		409d58a80b8397b7a559937eb4113fa0f096a93d
org.webjars.npm	babel__plugin-transform-classes	7.17.12		4285f51fc5f3078e554532b97f8b0ffd8797053a
org.webjars.npm	babel__plugin-transform-classes	7.21.0		207ab99ca8a72fc2590784334da812457aedde7a
org.webjars.npm	babel__plugin-transform-classes	7.4.4		bda0c07439a9858ec493f0e8b97c45c3283cb5f1
org.webjars.npm	babel__plugin-transform-classes	7.5.5		0df9030de97d95212566f8243434912e882e2ec5
org.webjars.npm	babel__plugin-transform-classes	7.8.3		8051dc3680c02e6678a742f8b8fe8f8aef2b6f83
org.webjars.npm	babel__plugin-transform-classes	7.9.5		a93590669965e652d5eab86d901b4143ce2288ed
org.webjars.npm	babel__plugin-transform-classes	8.0.0-alpha.6		5321c8efafc9021c68483d8e1bd7485aaf69be06
org.webjars.npm	nifty-magic-check	2.6.0		1d200c087a4525ca451431b0601bda8fc59b0925
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha1		014fe7e744aa2938d018f4998a9e96a34da13f5e
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha2		789157d18434f3ce5f80e88bee8044962170a63f
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha3		ef536e5fa9b4a647f76e58f8ea1ec8d8d3282685
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha4		f3b9a275ed85539bc90dc071f13cea9868e80c08
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha5		5f4d80f48eb3c90d321169b1e959b51058db92d8
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Alpha6		17429eae421ee0cb55b67a016f59fa41dae8c388
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Beta1		c4a0e458510f16ecc56f73e059ca5d1680e0fec1
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Beta2		07b26efd2066a6b145ba9d98348f49d84fea6e42
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.CR1		af3e356ff679524a497154e93c7a3c5e37929ea8
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.CR2		6c3d199635f361d50ca8f7605b1543ae8d9d0766
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.CR3		6d9fabe78f5db2f0e5354fa6352e219b2d3b767c
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.CR4		0e224ec04c5987b8b289a8bbdb26a1739a17539b
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.CR5		40999f95b8d454a55168aef09fe2951e497d8d07
org.wildfly	wildfly-clustering-web-infinispan	10.0.0.Final		3c8b5ae71f5f98a266ccb74046a00274c4c174c0
org.wildfly	wildfly-clustering-web-infinispan	10.1.0.CR1		87aac5671b8cf29f8e09475014ede066cacd9a16
org.wildfly	wildfly-clustering-web-infinispan	10.1.0.Final		73c0ef82d71eb1efac43959671e91f341ab48ef0
org.wildfly	wildfly-clustering-web-infinispan	11.0.0.Alpha1		46aaddc3f599247d70444025aae9e1497f7d4e51
org.wildfly	wildfly-clustering-web-infinispan	11.0.0.Beta1		0fdff37b8d0cc2a19263b62a3663b1bcd0ce4aea
org.wildfly	wildfly-clustering-web-infinispan	11.0.0.CR1		2ff41bafe42dade75d052985f606051ca3c48104
org.wildfly	wildfly-clustering-web-infinispan	11.0.0.Final		b6e1c7cf15c900ada0cd37efcfbfab47a8915b30
org.wildfly	wildfly-clustering-web-infinispan	12.0.0.Beta1		90ea8ad426ff2939fa1d391301e302e6cb437957
org.wildfly	wildfly-clustering-web-infinispan	12.0.0.CR1		8964f181389298a9e006d691f9ff57caa8b60a31
org.wildfly	wildfly-clustering-web-infinispan	12.0.0.Final		15a3a914a663a0cd01e7f543eb0c084d77e9597b
org.wildfly	wildfly-clustering-web-infinispan	13.0.0.Beta1		9fcd5393321b5b3dea3ab7ffffb491a74d3d20c3
org.wildfly	wildfly-clustering-web-infinispan	13.0.0.Final		d382faf52ea851f165c755f3e79d0eb71e974179
org.wildfly	wildfly-clustering-web-infinispan	14.0.0.Beta1		9bad0ca9a92aede5c263fe31ecb6007dd42e6d5c
org.wildfly	wildfly-clustering-web-infinispan	14.0.0.Beta2		5062641d716abfcabf4efaed06e6ea959d7851c5
org.wildfly	wildfly-clustering-web-infinispan	14.0.0.Final		c5f9128adebb2ef7aaf222238219e5b2e6949b07
org.wildfly	wildfly-clustering-web-infinispan	14.0.1.Final		d445631e932f2df9c580b0db52f8953699122db3
org.wildfly	wildfly-clustering-web-infinispan	15.0.0.Beta1		f722a0a2c806865e086fb020c0218dd8b8a6f7c3
org.wildfly	wildfly-clustering-web-infinispan	15.0.0.Final		47d0239417def05fc2fd36e995bf28e748ae7ffe
org.wildfly	wildfly-clustering-web-infinispan	15.0.1.Final		d966d370f2d4a6d2c7a1ca20598e3ef38a9c1533
org.wildfly	wildfly-clustering-web-infinispan	16.0.0.Beta1		ba3c4f19888da5b246bfcfc0a58340c3bce05497
org.wildfly	wildfly-clustering-web-infinispan	16.0.0.Final		4753c9e1f0661c1e6d7751c3bfb75e69e3ff4f50
org.wildfly	wildfly-clustering-web-infinispan	17.0.0.Alpha1		b0e5cb4d212d5c12cef90af3e33331801e4fea61
org.wildfly	wildfly-clustering-web-infinispan	17.0.0.Beta1		fef7bd4273c916d22e4bca9091a821ffa753523e
org.wildfly	wildfly-clustering-web-infinispan	17.0.0.Final		31deac19dd9e43e0cc88f492dfe8ff191d5e3a67
org.wildfly	wildfly-clustering-web-infinispan	17.0.1.Final		1d6ba9d26d79928a4a181f41c913a0abab9e54a0
org.wildfly	wildfly-clustering-web-infinispan	18.0.0.Beta1		a1e8ff58a81f9d3c08922724d5baa751b5780d75
org.wildfly	wildfly-clustering-web-infinispan	18.0.0.Final		840a33e413fb9132e9c61f7b9ac44a45d133ff8f
org.wildfly	wildfly-clustering-web-infinispan	18.0.1.Final		a59b8426777935e4a8c97b161f126f5f8602f3a3
org.wildfly	wildfly-clustering-web-infinispan	19.0.0.Beta1		ce0ba7e272bd4dea7e08bd3d03f4fe60c3d10832
org.wildfly	wildfly-clustering-web-infinispan	19.0.0.Beta2		42726e970f44adb896066d9c38b4c1170a86d1d1
org.wildfly	wildfly-clustering-web-infinispan	19.0.0.Beta3		f0c336b157cc672b197a98972694ae021a60942a
org.wildfly	wildfly-clustering-web-infinispan	19.0.0.Final		fbe29c523ec68283ccb739c2e6733f6fe2da173a
org.wildfly	wildfly-clustering-web-infinispan	19.1.0.Final		a952478c87aeecbabd7e9eb8575a0f09e8039b6f
org.wildfly	wildfly-clustering-web-infinispan	20.0.0.Beta1		b1c6f6261d38ccc8b364be30c87fe8626bc78b5a
org.wildfly	wildfly-clustering-web-infinispan	20.0.0.Final		233100df190ab2cd508a9fdf6f9b1cdef7b9e5b8
org.wildfly	wildfly-clustering-web-infinispan	20.0.1.Final		e8c016b5b4a332d51d4309c71376d9aaf9284b61
org.wildfly	wildfly-clustering-web-infinispan	21.0.0.Beta1		21ddefac2eba8cf9ad209a253e47b9859050fd38
org.wildfly	wildfly-clustering-web-infinispan	21.0.0.Final		1df1263d486b81b625460b8648a4b0a4a00f3b2a
org.wildfly	wildfly-clustering-web-infinispan	21.0.1.Final		b1aaa8a137bc3f3914f83c4b4d6ee52d28709efe
org.wildfly	wildfly-clustering-web-infinispan	21.0.2.Final		16f8f66dc7920765afe6fd1b44b511609d319385
org.wildfly	wildfly-clustering-web-infinispan	22.0.0.Alpha1		4bf46ecb817567463ab424505a48c868cd1eeae5
org.wildfly	wildfly-clustering-web-infinispan	22.0.0.Beta1		6dd05a57ff4324ca104eeb236d0e4f8aaa6a29ce
org.wildfly	wildfly-clustering-web-infinispan	22.0.0.Final		a8f6419f6154a2af819bb0fe6300fdbcba2965d5
org.wildfly	wildfly-clustering-web-infinispan	22.0.1.Final		99fe0e87355289ef5eaad883268752e75d15b533
org.wildfly	wildfly-clustering-web-infinispan	23.0.0.Beta1		96847b321d4e879682c1a77ef96a9c7920af47dc
org.wildfly	wildfly-clustering-web-infinispan	23.0.0.Final		b28dbf3a8b44b773324e3d269f269d1b3e95d714
org.wildfly	wildfly-clustering-web-infinispan	23.0.1.Final		48537b70684afbac3f248e581097b2b6e4f23f5d
org.wildfly	wildfly-clustering-web-infinispan	23.0.2.Final		592b708b1342e8db475d5eeeef65a21e5d88b06a
org.wildfly	wildfly-clustering-web-infinispan	24.0.0.Beta1		e2487bc67af9ee135a0362e1c592e868671737ca
org.wildfly	wildfly-clustering-web-infinispan	24.0.0.Final		49393655dc47051f23f4860802c13e1b73740ef2
org.wildfly	wildfly-clustering-web-infinispan	24.0.1.Final		87713ac437bbd8600b5192a01e1cd9cdded65569
org.wildfly	wildfly-clustering-web-infinispan	25.0.0.Beta1		25de87666183dec08877a77aae01152a9c233d52
org.wildfly	wildfly-clustering-web-infinispan	25.0.0.Final		2860251398727438b5089ec5580c70812bff21ea
org.wildfly	wildfly-clustering-web-infinispan	25.0.1.Final		2d009c0b9d8115671f7a1b10a8d26f418654170d
org.wildfly	wildfly-clustering-web-infinispan	26.0.0.Beta1		432224a7bc57edbe18b34802449afc9d79a6f575
org.wildfly	wildfly-clustering-web-infinispan	26.0.0.Final		8afa2f32198b932ad60c441b1663433fd3b60136
