au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-app-derby	2.0		N/A
io.quarkiverse.artemis	quarkus-artemis-jms-deployment	3.7.1		6b8ba187d300d6902f81aa7dc7ac06200bd5b1dd
io.quarkiverse.artemis	quarkus-artemis-jms-deployment	3.7.2		a286632daf5551cd91cd6d43e67dd917a6669438
io.quarkiverse.artemis	quarkus-artemis-jms-deployment	3.8.0		ae9ad65f35fff16e799522d91dbbaa936129543c
net.exoego	aws-sdk-scalajs-facade-apigateway-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0		72d2128eb783f7ae591009e2dc264c56fded8eeb
net.exoego	aws-sdk-scalajs-facade-apigateway-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0		76ea0354404945488cebd6efc3e0b18e284b7a5d
net.imadz	bcel	0.6.0		797b6004b0c533c4392267808ecef95a8c89907d
nl.mirila.settings	mirila-settings-etcd	1.1.2		0eee3ca8bb5be6dd4dd5daaf8b2c487185701f2a
nl.mirila.settings	mirila-settings-etcd	1.1.3		5d2e1cf3640f1fc1f1a36eaa1750eaadd23136f3
nl.mirila.settings	mirila-settings-etcd	1.4.0		d99f520969e53bab81b329770f836a137fdd92b9
nl.mirila.settings	mirila-settings-etcd	1.4.1		d6366d326cd2080e0b0988553694b8a5ca6eb8c8
nl.mirila.settings	mirila-settings-etcd	2.0.0		d0d49f68ee4cf869ce59a6271f3326fd190182d2
nl.mirila.settings	mirila-settings-etcd	2.1.0		176f0ddd2c905a9365e3fc3d522b38670b0ca939
nl.mirila.settings	mirila-settings-etcd	2.3.0		14edecb0c6ea08043fa15c46370ed9b1282cc5ca
nl.mirila.settings	mirila-settings-etcd	2.3.1		94e3dad931bef3a637a50aaec421b3c9e223d886
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230601		d8bf3c63c9223db40f981fd2567447dec4fa4d93
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230603		f12b7ff70d6d8d3e3ec2fd251009e03ccd0cf0b3
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230606		abdd1f82d9fd75adb62281bc879d63341ad73f69
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230611		95b7304e07db70ecca911de8d1fe1a1cd0cd6cae
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230615		015af18a3ce485747611ff82c7389184ac6a66c6
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230616		f42c830dbe7c798c2fb49818c13888787480d3fb
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230619		03716aed192dde46a69766bf8790d792ea42d697
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230621		55f7cab3f90a6ef09dbdc16acf012272e7ea7d03
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230625		367f7da503e9e56a5c5de2d9fbfdec5475d301d8
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230627		64521ad3d0cd030e288165170d9d23c20f5cd495
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230628		c138f67f5aa8316e4c2e4de324afd6d4520fc6d0
org.anyline	anyline-data-jdbc-cudb	8.6.3-20230630		008fbd35428e4b2c95bec69104f1390982f6213b
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230703		c1205dea0c630886496e5c78483f1787d3c016a0
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230705		123dbbe8b9225acac6ea857d90e2590c80a32f64
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230707		80f392bdf9055e47156c98fdfd250937997bb461
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230708		ea02cfb240b17878ada5d8d613db14740d6f9171
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230710		95cf1abd19d0b1ffeaf6e8ab6badfc88c862e6a3
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230715		06bb7f79c107bbe786acc531af38fe2e2d43aa94
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230717		c37cfca1c915706160bfb680bb7922e983f3d87d
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230719		b5b9df9f209d012f9e47ec0620203d23aa380a2f
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230720		765251834582372b149212d38486a64745641d6d
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230721		985ec0bbe46332c457a33b70eb9e8b70778479a4
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230725		8f282f9c762ccc9635e57f651f1c95cfc46b65e7
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230729		8fb6f84cfdde075629c418b2acdce73b494ae45c
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230812		f3b437d0deadb8dde3ee44272996df19b7907b9d
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230815		386f186bc88a6cffb0b78f41bb87d4edb337f735
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230818		3a23b910d49801b80baf79de7c0252774ceb2d9b
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230825		46762c4bede76be91dca38114e65699442ba2fba
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230903		bbb1f9a49ce7b1f789256736a7d2828784445114
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230905		1e3a149e40097ab14ef538f27b4e8b98b1d4dffb
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230916		b417f4adcaa87774854cea5511dddcc41b4c0aef
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230917		fec54fdf59b0a1a730c29a10692e029bfc1c5a70
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230918		187fe725fa3558b7be7a5722789fd7ee89008d0b
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230919		6de660e7902b33b3670df9bebd2c5993f39484ca
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230920		37e9005bbed917d91d0ff53e171991a4697ca2ff
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230922		a745b048a8519939ac553b4a68eb73cfe0eb2a02
org.anyline	anyline-data-jdbc-cudb	8.6.5-20230927		fa5c175d81c66bd96b1a4449ffbb77c4d268abe6
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231001		30cafe813aa1bb0d36cacde16c00bd7ba4e9d36b
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231010		7e3ccafefe59399cc1706316af3cad0dfe900758
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231011		d3bc89dca5e272b4298c64ae08621856f96fd247
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231013		0c1c367f5308d747053e596253d5e221578ad839
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231020		00c4dfa3b6179f56457832a787f1453ed4d7ce60
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231021		13b88bf075626f6cd56732ce4486f42fad488856
org.anyline	anyline-data-jdbc-cudb	8.6.5-20231023		1872afbf723436f1939806b5bc4f57b6abffcdb8
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230712		9b8138272e03c2dfbe71279b4006c75d5be5246c
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230718		7e59ddf488be9bb9ffde381f6bcbfb6637e4e111
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230720		fe1f3c63b577d9cac52fdb48bd03b877ebac26f9
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230721		732cb0ada60c9a6db95217569ba191092d14cc7f
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230722		32722e4362e67ffefcdda42b95ecb90cd5602a86
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230723		23f6c9ab484b08df7d0f1b88d8f7d6892d3d50af
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230725		03dba8551e4531cdb81b481eba8625faf4e713ce
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230812		0035df0f886f13d3d873d190397b8f118581bb23
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230815		5f9eacffa441453fb6b0a9bdca1b6e56af22c23c
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230818		9909b3b542ea1aca8a1755820bc03eed926fd9d1
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230825		306ce82d08bffef6d407842cf521dda3d4e9c4f3
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230903		ae53ec4ebd5d4a1386685b5425deeed956efaefb
org.anyline	anyline-data-jdbc-cudb	8.6.5-jdk17-20230917		043779cb4e4956427d860de77c60c6209e2497d7
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231105		04ffa150bc4e1a50923339b08f942f4ec2b74a1c
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231107		2a767dfb90ac12b581685f0e15b76bc6d7ac45d6
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231108		ed88a45ec2abb4994be7e3caed3d56c031508e1c
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231111		3ef3f0166e0fbaca8ff26c48b8d23a9e339ec066
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231117		877359f59372378c6d1e3e77ea6ddf1b2e5f36eb
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231120		95927a24d0104c784d644bdd797db152471f424b
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231130		6a2ca654a30317f595258c4bb910bf11b4b79b2b
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231207		48603fbc79fd62016644abfd70b7252394672e83
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231209		ae1bb1feb0896724bf229ec561b4ce0fc8e0190f
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231210		33d61624e8bbbd52918b791b948a12eb47664c79
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231211		bfa36135f0f1cae58c6ac1a1280f527e888a2dac
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231212		4df6f52c61acdcaf2046e890245c36add1b4621f
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231215		91a7211852bc013f1120d8d38b5e479f6462a101
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231221		8f306c3fdde8fc5a115cfc41ec457d080438d3d5
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231222		aa28781292e9ee72da2a1693fe7e157042a52717
org.anyline	anyline-data-jdbc-cudb	8.7.1-20231223		fd952bf88e7f12a82961683a839d1de447ff1fe2
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240101		a70af3c5c2e8acbd6e74e8cff674d20ec74cb917
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240103		6428d13ab3e653645fc205edafec1bb986f1e363
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240105		cf1816b3d1c1bc4dbedf496da6c09d1c10069047
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240108		2b1669912f306488a2b9e4c6314c6c461fee42d0
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240109		929e3612387167256b6027dc06e22be2e1fa5d50
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240120		ca472accebc216ad3ce40b4d0eef31523c913fb1
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240122		9efede580a73cc2caf344b37dbe794bcc0e42a1a
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240123		6b64976279b6882af6ceeab835bf72c50530ff50
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240125		4c21edfd5cc28838635c73a09b40b4c2aedd6c01
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240127		7a8ec84de56b4e3dea0a2b656a9da86164aad0ef
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240131		a1c490c1a4bce3eb30f0cbfd16e274cd44048e87
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240202		e8d2ded1c23811ee65f9467f37da0666dcb65997
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240207		23b8cdc23b70af86573efe69bf3501d66eac7bea
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240218		4db168b6f4c5f85ea1b9d1dfda85ff886af4992d
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240223		7889ebf93d00b4be8507b505c4d2c105cc6f1ac6
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240301		d4878ac0abf2131c67a9bcebf5371ead5fe72bfe
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240302		8b7077d1b99a26c6b5c9895f96cd551c83c7ea74
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240313		db6501c99ea43bcefe2328f8da41764f42296c1e
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240315		3b7d10adc72291357dcbb7cf04aba9446647d101
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240320		1f815f2182e49810b91580af1b55dd096fa336ff
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240321		545f6628aad5dc1c6b3932d0fa889c1d2e9e09ff
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240323		6edc6e79ec94ec235b09f937d0a64f8115d859a4
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240325		990bc966da5ece17499928afbe54cccd29c13401
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240327		3cc6d6dace4f6bb40763c0697992de60eab4f07e
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240329		6a7418fecdc14a44bd6a5676869aa98c11ac14a1
org.anyline	anyline-data-jdbc-cudb	8.7.1-202404110		782631fd8c22761010728d68992f89701fce19e9
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240412		f3e6f96f0a18e26e534460edab5a90865127515a
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240415		55347b69e20b237aaaddbb33d5cb7aa77e724e52
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240416		19080d87ccd63a15d291f449d8ef19084f38f489
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240419		26801f69b27fc9aa9d8921f48c8592c0b8dc2ff3
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240505		e5769b55abdebbd8a3599f92df1543d608a5429c
org.anyline	anyline-data-jdbc-cudb	8.7.1-20240508		eafee1d2f00169a395302769af2f9b8d6bfeb8eb
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231108		407998ec49e3fa0d73fa414211004cd0a5e4ed75
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231115		7a8bd967db41335a95f0c5679287e31c376d1886
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231209		dcaedd4ee498712da0e2a225731049e34e25bc42
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231210		d2a77b9e9fff21406d5d32dadd67202632115abc
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231215		8bef9ae1d0e0a96b60c798b256b915f66b2effa7
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231222		f4444d82c818472a0aba3f12865e90d3e6ca8375
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20231223		be9e176c83285f7cfdc0c488c93d5a8838a2b1b3
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20232101		3e1961014645db5174600392c4f6bc761aa51814
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240101		cacfaf76cd5d0f34e04ab6691f44c491921b51e9
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240105		6d9ae91dbb58e175b76013698a5e79158bc116d1
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240109		b6f56e26082eedf98860805f24d56d6bc531450d
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240122		1fc4a5a9e4fea939faf88e04d1ce52e8014cfb5a
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240123		dd3b81b41c6dca8e270a2ba2a3c8ab8f69a070c8
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240125		d31e223bdab4e76733057f98939f8be024e98e83
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240221		2203afe776daa23bc1f58a381435936a3a5e8ecf
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240301		38ec2fd82e5bcfa204020a8beb87df7c6e3b2ebe
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240321		858511bca314a14146496c09845cca731caf326f
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240329		d85b3b5125614f34a3b0d63dc6cd60905ea3e479
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240415		ddfeec7c49b5d221bb8b93af2a8d881d92a70a61
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240416		6725752a009236f38882b71732927ebfa7994001
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240419		37b4b68e3393f4afa543d4f5c06b7b19b9c369e6
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240505		980027bf2e3d0f5858e5c6f41328dffef4bf5496
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk17-20240508		471cd9d7de4008aebb89fc0b4ad2de94006bda86
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20231215		d2d9e2f422a156df0f1e5d091766214aabcc43f9
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20231222		a6454f4ef10864a345454cf939506bf8454cf60e
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20231223		ca49324e81b4be3b6fcde0160caee640e857de3e
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240105		77013b9ed2c83929eb2fce3d0b61975388d71aeb
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240109		e46e80f1346e6fc95010e03ac82c9bbda8ab8975
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240122		b056094ca809800cef37271e76631102c4b37905
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240123		7beb3b352161208b21c1b1669ef9f30080d984a6
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240125		e0a7995ef2069eedede4bba78a61045ea75a1ec7
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240220		59551849c04d867e5f9708999f057f09a64c13d0
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240221		ef60b42ab33bae9c9bd3bc0b1a7ebdb7e8f24abf
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240301		dacd009c41b2b2426738b24424ad4d7a2f4c5d03
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240321		1bc4e094587c08e20793a95329f67789cc29d21a
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240329		c6d3e6066ad4c965ad389f7226e847dbf165c3cb
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240412		17deba86eed9e88a68aa04d1ec9d7c54a2ee7ea6
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240415		988bd4864641404a1c835f1f7159c38fcae1bd69
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240416		bc9b6120fc9aba633b97521e2858f4db727cb52d
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240425		a419e155b6bf14cfd91d8cedfeb3bcbf4e91e32d
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240426		710514b509bb4385fe1bd53ce303eea466ed4cfc
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240505		3d2f6cecdf203d4f85e1955c57c4300f6d7976a4
org.anyline	anyline-data-jdbc-cudb	8.7.1-jdk21-20240508		1a7d8f7d9ac36851c51a45a801a827257eb08b10
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240411		97cbef5aff4010b80660577e499d5fcf735bc172
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240415		920a7a66e26fb074ee69c91beefb72690c12bd4e
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240416		c5a1633a1ee4491b63fa0733efd69c2c3a5576d3
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240423		d19c50a580a2e7e1ee97eb71ed288fb8d03f3f00
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240430		d229ccd6bcc84d66746c0f5ca56fda3955e91a15
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240501		777ac36bacd050d6079d07c499d96756045fb087
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240505		bf860c3e5e2de049e2e30ae0bff69bb0c2bc5760
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240506		c69dabf576d4c770a362567cdabdb82776b266cc
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240508		a1f1fcff1f2baa463a90344b455383090b24f7d1
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240509		7251e0ff4226776730ae8b7485d5747c2ee9a21b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240511		c5e0d9740a6eeb986c11f9b3b3afdf3f4bd54125
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240515		fac5b353ed2fcaa20ef4f137a7242fb08b691c6f
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240516		7f342192fe40fa2e89fd6fcba80bcee770663547
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240518		ea75c8187f8098aa0639052e0878e1f7793ff2dd
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240520		91e8ee1a437ae7850fdd9dc9936c13e18fb48870
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240521		75a442c89313b3485f4cca52e325657badea8107
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240522		7b979ca938b0639ed9c576d72e65c6cf4e79f31b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240523		1d20d8e853dafc648c079a602332562433a1137b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240528		b4e857b60cb069c5b32023525e8d47b4302e7078
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240529		9a5103122d249252c29ad3d3e767ad20149b0dd6
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240530		5033f37e36fff443ed9c7e1c313bbc15ed5454fe
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240606		94a28105a0a45b4c3fa47763ef0e371dddca2118
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240607		2bf54861db70e8946b2844d2e984cc50d6b722b9
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240611		39eb1b2bb55698d2e1871a6a9cf30ffd3d9846d9
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240612		d816e81bdb4e51e8fb1c270ff23b6bb33337685a
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240613		1d4ec70ca967764dfe267390f6533223731885cb
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240616		59508666ddbd1185db33a701c2d7739d045aa061
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240617		3858e88d2876b7a5a746fe7b5a6867c52e95cd44
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240618		4a5a2e14fb07013d3d8feb102b7ae6010683d8c7
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240619		a457771a168c8a1e08eca8e3b03ffeed131263ef
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240620		dff9eab1b0cc0ac4a555c1703bf9e62d25d71881
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240621		0147e508d90c9d862f3991113560ca5a18768cda
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240622		9ea68b7ea06ebbf6137fc743831c6a5f62da06dc
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240623		ab223618daa1d7649f99be8c1da00bc1190de23c
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240626		7d31ace793ea7361eb8518497f62ff89b6f732ef
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240627		6831e4b735b416209ccd81c2dda49a01702f383f
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240629		3f322e5a0351ed94832fdad2e18f874451dd80ea
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240701		c37977f16c68f24363273a4108fe780a550733d6
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240702		f52e9e964af565e858857540619a27856dd4409e
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240703		ab0d5470da462d591c5048852fe5cc967c05d2ea
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240705		a5b39f955647d281ec0212f165091f8952853892
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240706		3767cd41f0af77572a359230f5ed1b2655b7568a
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240707		e1e0fc87498e83967fde38cc4aab94f0f7947b89
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240708		61ac69278dd88499246f29827b89220473b7fc2a
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240709		6917ea546133e8a6c38c04fac2af02bdb940b3d5
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240710		b45d86beb894ef4e26af4025480429e2003dc55b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240711		d9f79729a663eaf9028c5fda839d85fc393353a6
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240712		9747672090104e6a881960e585e7fda9f818ec4c
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240715		e4df2e509f9fcc4ed8040e544df18e3c01cdc98d
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240716		7d12b89ef680bf1530dd4cd92aebc174d0d721b5
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240717		08726ae073e9f2bf9103300f5f7bd760a1ea8eb7
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240718		fc30e3cdea0eb1b849a92ec9c8e6fee97b32994b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240719		60e6bd08c3318e54f4b2d375bd3678fdb6079fb6
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240720		b0eba3a2eca5c0a48037cf184025083555eda701
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240722		aa4f2114605867e218b1bff6a6aefe2e41ca9ce1
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240726		cb7e992547219aef1b372d1e2b5ecddae0d52f0b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240727		8db68610c6fab7393934b75c83ee886c2753a960
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240728		7406fd957d2114550c48ebec567d9ae47be88769
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240730		f802fcfc4b1e32f4a4f02e944f6a8866e7fd90fa
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240801		0d66d45fa32070c58caef5e650ad465b5fcbac4e
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240803		c1e11adae37cc4fa4625339b5d585aac72d3ecaf
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240805		a228051a518302e7c0b927f8a4dc2c2809b1592c
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240807		a33103fdd7a35439f09b16f0297e61c5022c1548
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240808		b74cea2b114309ee1c8ad11cd2c8f2dc4f0a424c
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240809		2218c6c63ee057029ebd04ba02808e14510f6153
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240810		68e7b4beb60572b1aa9a8922ec1b34fe1e0b0a24
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240815		ed6977e03b79607d42fa26c029c675a2e3537557
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240819		5b5a17595466275e5ef81a2633f69689d6ace15f
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240823		8fda6d3e9a70db8690a652b785b27608329fa2ab
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240825		4570a02d6af4b27c1630a4db5ecdca3009f555f3
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240830		12853fb7bde6ad1bac486a60d2630b17b30b1c24
