br.com.onges	DBRepository	1.0		52a3d6e46756c7c4c30d185e3a7ca4f0b48ca194
com.tencentcloudapi	tencentcloud-sdk-java-tbaas	3.1.891		94c829b3bd1ef8b07aeddb50744841be0da3bd1f
com.tencentcloudapi	tencentcloud-sdk-java-tbaas	3.1.893		c55cb0be77754bb92b2eaa7ad30a9b980547249d
com.tencentcloudapi	tencentcloud-sdk-java-tbaas	3.1.911		f68263de19d7421486d74877840d67a9293d7f3e
com.tencentcloudapi	tencentcloud-sdk-java-tbaas	3.1.913		1f2dfc6da86f079bed07b8cc7107fc03e7229d34
com.twitter	finagle-kestrel_2.12	6.41.0		0a03f6f9eabd0ce2a59ebdb2a280436d4f02b167
com.twitter	finagle-kestrel_2.12	6.42.0		1a3d06ab58b238a247b6c0d53c070a62b25dff8e
com.twitter	finagle-kestrel_2.12	6.43.0		08a7607d6c7f040653fda2e84249213b3dc6e0d9
com.twitter	finagle-kestrel_2.12	6.44.0		4249c01b262a7f1d9c74044c5c7063fb8d3a3cd6
com.vaadin	vaadin-crud-flow	1.0.0		2a054f6e3dfe1857cebab04089cd4c4945f80910
com.vaadin	vaadin-crud-flow	1.0.1		1df921782925010891a387674f36c1a9dc3ba8b2
com.vaadin	vaadin-crud-flow	1.0.2		ae463fc29d3124c342c5731ab5e6a484e75f5a96
com.vaadin	vaadin-crud-flow	1.0.3		393be5b204f058736d93e99fe1bfa9bac816a36c
com.vaadin	vaadin-crud-flow	1.1.0		1192efbc261252413ccad963d95fd07b8ab55118
com.vaadin	vaadin-crud-flow	1.1.1		9d0ffad99ec2b7bbda1db58d9b9fc6e52f7c9594
com.vaadin	vaadin-crud-flow	14.10.0		82d77d783664e7c05d1021ff2b80fcca7d901b0d
com.vaadin	vaadin-crud-flow	14.10.1		08c98c2f11ea9ac31ff7c53f0b1a8eba1c4d9e66
com.vaadin	vaadin-crud-flow	14.10.10		57a085ab24b2a7385e4017a28bd10fdc8e2eec8b
com.vaadin	vaadin-crud-flow	14.10.11		306c927bb1191d6b082e5291cb73164c0e669246
com.vaadin	vaadin-crud-flow	14.10.12		bb08791c3b715e784399dfbad6876978bab10d0c
com.vaadin	vaadin-crud-flow	14.10.2		15b5d91b1b6435aca4226d41d73b8ca63ad234af
com.vaadin	vaadin-crud-flow	14.10.3		75f85dda3c401e54cd1bcbaae5329569ed2e35e9
com.vaadin	vaadin-crud-flow	14.10.4		73226ec6488ef5245c1d0dedcb5ccab7ace1d4c0
com.vaadin	vaadin-crud-flow	14.10.5		ec5e0243d7425182425928ddacaf9f3b073151d7
com.vaadin	vaadin-crud-flow	14.10.6		67ddda6130adfcb6879032f326f33401fd4d9e04
com.vaadin	vaadin-crud-flow	14.10.7		47096cfc04de59730d3916a102e64b7b024992a7
com.vaadin	vaadin-crud-flow	14.10.8		ddd632749a91196a92a689395a5a1f28f0d00330
com.vaadin	vaadin-crud-flow	14.10.9		3cd1ae07c29cf7f928840dd9d03b05eab1654106
com.vaadin	vaadin-crud-flow	14.11.0		6682a241f1f04d572028b753171052d876cf1787
com.vaadin	vaadin-crud-flow	14.11.1		ba07125d87e485dbadb5d3ff18cd6d04ab510bbb
com.vaadin	vaadin-crud-flow	14.11.10		ed60cc93bdf33b4662c7d55e901d152b4bc053d4
com.vaadin	vaadin-crud-flow	14.11.11		d7809101bc0417e3397faa4ca7d7f228b3fcd088
com.vaadin	vaadin-crud-flow	14.11.12		afa099c169da7c69190f972f270449292fdb3d09
com.vaadin	vaadin-crud-flow	14.11.13		9885c9cd764e1df54d4c00379dfe979bfc71f364
com.vaadin	vaadin-crud-flow	14.11.2		3ec6aab375a8fc3f6d4ec7e55176b05e45448725
com.vaadin	vaadin-crud-flow	14.11.3		9be1064beb09a9820d3778dadfc5d518ee7bf1c0
com.vaadin	vaadin-crud-flow	14.11.4		9c7c8eda45d34427c3137545ef76fc215e96b13b
com.vaadin	vaadin-crud-flow	14.11.5		c00d5b457c7fad4bbf0e4be2dc66881ff9b84dee
com.vaadin	vaadin-crud-flow	14.11.6		15e43039584958178c2dbcc97b459a75e7cbb4fa
com.vaadin	vaadin-crud-flow	14.11.7		927613e15ca1bf59322a7de2bd95c374f3134b0f
com.vaadin	vaadin-crud-flow	14.11.8		269096551ebacca59cf97442c4a1cf41c75ce1eb
com.vaadin	vaadin-crud-flow	14.11.9		83d63b1626fa8cc2e5199da64762bfc2c79495e7
com.vaadin	vaadin-crud-flow	14.12.0		8373174cbe763fe5a375d07d04d50d63f909ba5b
com.vaadin	vaadin-crud-flow	14.12.1		31348f2dfca3446ed7e7bc2ff7855e32073ccbe3
com.vaadin	vaadin-crud-flow	14.12.2		c83fe682f29d99a2357b68e9885cd297f9676200
com.vaadin	vaadin-crud-flow	14.12.3		740780a3f0df47f84349d9a5113283ea8d59cda9
com.vaadin	vaadin-crud-flow	14.12.4		b029e5bbf84059151cf9e07411f2df66cd3bd48d
com.vaadin	vaadin-crud-flow	14.12.5		3ef377beac92f19fe3c23584922a269db0017c91
com.vaadin	vaadin-crud-flow	14.12.6		2c7c00ad7bb57982e798b30aa339ffb2104ea331
com.vaadin	vaadin-crud-flow	14.12.7		60ace39eb0705fca600a21a1354c93064feed1f3
com.vaadin	vaadin-crud-flow	14.12.8		7e9077c8ca9f321e82bde746502eeea3ac03b223
com.vaadin	vaadin-crud-flow	14.5.0		c686a175ada626b016e5a7109b880e1682fdd2de
com.vaadin	vaadin-crud-flow	14.5.1		b2fd70b0f930b05776deedd4276c6faac5bef041
com.vaadin	vaadin-crud-flow	14.5.2		5502674ab5b16b360bbb9861f4a3912c2be347d2
com.vaadin	vaadin-crud-flow	14.5.3		cd3bf0fc439dc4dff18d541ab3d12d160d461ddd
com.vaadin	vaadin-crud-flow	14.5.4		99ed733314019cd8186dde821ff31b6b7887ff5e
com.vaadin	vaadin-crud-flow	14.5.5		91129c98ccf6ad542e9f2d3ccb87475f20f5349c
com.vaadin	vaadin-crud-flow	14.6.0		10402e67a72049a950e069aa9b4c0f579348ebe8
com.vaadin	vaadin-crud-flow	14.6.1		0b0c0a11e02ca113d43a8c72179e6553dcc56d1c
com.vaadin	vaadin-crud-flow	14.6.2		e3e2af3a5d09190c5c3d8857c99ca85619edf69e
com.vaadin	vaadin-crud-flow	14.6.3		7c951b07b79a6b3acd0bc4df16300d033b45bedf
com.vaadin	vaadin-crud-flow	14.6.4		9e96541c0c604ee8e318da921e23b9b46a48f8ee
com.vaadin	vaadin-crud-flow	14.6.5		7b14c51328c130198de5386213fe109dccf8a17c
com.vaadin	vaadin-crud-flow	14.6.6		0bf72ba1cd9b5037172343247397cb7b3bde7e67
com.vaadin	vaadin-crud-flow	14.6.7		b94000a4dfba307bafb4d9d47931848d488eecae
com.vaadin	vaadin-crud-flow	14.6.8		53fe0369337c8b180b54a106934c65eada3aea59
com.vaadin	vaadin-crud-flow	14.6.9		d37adc7fc855cebe54cff471cb71762b5f76c0a7
com.vaadin	vaadin-crud-flow	14.7.0		0fa1ff86ce7b97ee330cd70509c3d4f12a0f3aac
com.vaadin	vaadin-crud-flow	14.7.1		e86eb48390dbeb8c5719a8d3ab64bc8149bd05e7
com.vaadin	vaadin-crud-flow	14.7.2		94e820629ebf1aa638097d4461b753a99d442983
com.vaadin	vaadin-crud-flow	14.7.3		54efacdab6681bd7d03c2a0f2c65fe504512508b
com.vaadin	vaadin-crud-flow	14.7.4		e57f60118fe60a18e340d206b381145c9030ebef
com.vaadin	vaadin-crud-flow	14.7.5		1654638e4a7e428e9a4ba90a6e6ede170e96fdd7
com.vaadin	vaadin-crud-flow	14.7.6		b84d1381896d0e1675a413c0c95898794fe76ea8
com.vaadin	vaadin-crud-flow	14.7.7		c3f37a3a78a53b866d9bc423f5db209bcff46a7c
com.vaadin	vaadin-crud-flow	14.7.8		355777dc3c9f240a6ccd0b734c936f2e767291bc
com.vaadin	vaadin-crud-flow	14.8.0		997f9866f70ba42be375388cc14dcd496cd06dd7
com.vaadin	vaadin-crud-flow	14.8.1		5081f556c33d0a29a900747785bfc086bf725642
com.vaadin	vaadin-crud-flow	14.8.10		0124ed6ec4acaf1efb7e7edf352f231fb1cc328d
com.vaadin	vaadin-crud-flow	14.8.11		ffe3e3926842c1b15deb74a0047511b5702577d6
com.vaadin	vaadin-crud-flow	14.8.12		a841921fb2cfa5c4516b03cc7cc99f697f3f1f82
com.vaadin	vaadin-crud-flow	14.8.13		773d6265d3e594ef783f093a0ddea4f8d4898b69
com.vaadin	vaadin-crud-flow	14.8.14		ee89fa7f591a55cbae718fe312b9a5c2d7d24097
com.vaadin	vaadin-crud-flow	14.8.15		7641d86e0ab8c2442864b5d520e3ade471d32fff
com.vaadin	vaadin-crud-flow	14.8.16		44a05317a59970bd49b4efa619f0cbf0284aaf6e
com.vaadin	vaadin-crud-flow	14.8.17		956ff9b28b84b8e5ba08a88bfae4cfe41c82ad48
com.vaadin	vaadin-crud-flow	14.8.18		5650f5c695603013cb30fa8d9ff4f123b392a5e3
com.vaadin	vaadin-crud-flow	14.8.19		f746df3d8cceb6a994aac642b844a7fd815432a7
com.vaadin	vaadin-crud-flow	14.8.2		4e08f8459890c9bad0a4f6714e752f578519c233
com.vaadin	vaadin-crud-flow	14.8.20		a8ce870f8880f0d9d2cca6ada1891c2da15dde6c
com.vaadin	vaadin-crud-flow	14.8.3		51489df8466fc5a61eb2e9d4778b324eaa90ead4
com.vaadin	vaadin-crud-flow	14.8.4		3f43fdf55c372bc851a2c42d7ac8e0f3b475c1c0
com.vaadin	vaadin-crud-flow	14.8.5		ff17a697d1699ffed8af5d32a1c5a9a9d55fdf6e
com.vaadin	vaadin-crud-flow	14.8.6		fd8d41bc6fabd4c137b5ad593ee3f23105ee84b2
com.vaadin	vaadin-crud-flow	14.8.7		c1a0728f961b32bb63bb4c4c3be09b73ba98a52b
com.vaadin	vaadin-crud-flow	14.8.8		9a507297437c13789035415e76a3ceb9e0067f49
com.vaadin	vaadin-crud-flow	14.8.9		1ccba3376f80b5de0b699b42aeaed4e72c87f583
com.vaadin	vaadin-crud-flow	14.9.0		be838783e0e016f3d56ed61b47c7f8be068e2a13
com.vaadin	vaadin-crud-flow	14.9.1		50a32d2578e62e8c4b07676a53421d753077882e
com.vaadin	vaadin-crud-flow	14.9.2		243500bd9ac8d23e714ad35ae7384bc646def108
com.vaadin	vaadin-crud-flow	14.9.3		8cf12af12a3b75fa0be2e70ad82375e438f983b8
com.vaadin	vaadin-crud-flow	14.9.4		25e8dd6e3db38cfda1fbea6bb5ecb64ff32a939c
com.vaadin	vaadin-crud-flow	14.9.5		67e3df078613a43927d32c3aa4727dc8d4e13e61
com.vaadin	vaadin-crud-flow	14.9.6		a693a51789d5813d59a97387bdcfc3740da40b92
com.vaadin	vaadin-crud-flow	14.9.7		bca0991e19f29b04b41112110b22e79c8cb0f714
com.vaadin	vaadin-crud-flow	14.9.8		99dad68c93707c7154fa7eb991243883131c4078
com.vaadin	vaadin-crud-flow	18.0.0		c222a3d0a82b24f948c1c35c7c1328a8aeaa77cc
com.vaadin	vaadin-crud-flow	18.0.1		a91289eea68a47e3c3795803e363e7e2f5482446
com.vaadin	vaadin-crud-flow	18.0.2		eb776c9b238583992aeef3543f702cd75605f582
com.vaadin	vaadin-crud-flow	18.0.3		3f0b283a1287ac3c73e3e03f36f569d26e2a611e
com.vaadin	vaadin-crud-flow	18.0.4		d62cd68c38fc0a7fbe7f23e109e66abf984393e9
com.vaadin	vaadin-crud-flow	18.0.5		9775e9742dd12f107bebe3a9f1ebab4053dfa0f7
com.vaadin	vaadin-crud-flow	18.0.6		bb17543c93386bae3dc0d7fe41530fdb0e631f8c
com.vaadin	vaadin-crud-flow	18.0.7		17e36cdc2a9af32d21a74134e971d3a80bf1e7de
com.vaadin	vaadin-crud-flow	19.0.0		cce08de6bd50c388c6d0cb55105017f89a59da77
com.vaadin	vaadin-crud-flow	19.0.1		f84f250358eb6e1f6e4f9e5cf22b5dc21184bc72
com.vaadin	vaadin-crud-flow	19.0.2		a8dd915e66e51868004f466363c17e089fe380cc
com.vaadin	vaadin-crud-flow	19.0.3		c6cb3864b2b6e46e14d914c7c75b40a8b76c9f6a
com.vaadin	vaadin-crud-flow	19.0.4		7040fcf59e8fb4dc8d913c0163eac286eff7e3e1
com.vaadin	vaadin-crud-flow	19.0.5		84f62ef29be91d9906d0f77f98433436871a7fed
com.vaadin	vaadin-crud-flow	19.0.6		fa3c79f82e7c4accffff389dcd9816544dec4c38
com.vaadin	vaadin-crud-flow	19.0.7		80a53b5e9f6ad9cbcb04201b2870a33eb1a0ca0e
com.vaadin	vaadin-crud-flow	19.0.8		eabe0a06cff495d2fa6c43df0c5ff385cad3109d
com.vaadin	vaadin-crud-flow	19.0.9		184fe9ad48a2b78644c1293531a5ed3c21370454
com.vaadin	vaadin-crud-flow	2.0.0		17c74f2aad8c0503e6f70a7a22015f1c9fd08c16
com.vaadin	vaadin-crud-flow	2.0.1		9943b9448aca7c85d6cde4f03b51ba7b5038e009
com.vaadin	vaadin-crud-flow	2.1.0		caa89f12645732b4b7f8089a0807f964a2c60a9a
com.vaadin	vaadin-crud-flow	2.1.2		82a564cdfc358e3fe477f1ab06f6d9e1afd7dd7a
com.vaadin	vaadin-crud-flow	2.1.3		247e1ae217e7d9f03df26f56247e67e381318d00
com.vaadin	vaadin-crud-flow	2.2.0		b1418737fda3c0b7dd0ffe8111ea9c04ad5116b2
com.vaadin	vaadin-crud-flow	2.3.0		9058c3f6b0474a01e91deedc3e52833f1661bca7
com.vaadin	vaadin-crud-flow	2.3.1		e39cfb045ea66a899e00a34bdb5f93bc41719aa0
com.vaadin	vaadin-crud-flow	2.3.2		e6676211520641b5eff6d9130312df2f5aecf12a
com.vaadin	vaadin-crud-flow	2.3.3		53055f628471c2730ad614fee61cecb5d2ba4d9d
com.vaadin	vaadin-crud-flow	2.3.4		e02b1a3e5ac40fe2f8d7862f483baebc5d4a20a3
com.vaadin	vaadin-crud-flow	2.3.5		2fe76c6d5c6194356e5b94e3ada24b35374ed0d1
com.vaadin	vaadin-crud-flow	2.3.6		fecc968be33745de03e8dc55f9dbf7179ded8cc4
com.vaadin	vaadin-crud-flow	2.3.7		f0b39b7bc19699ed46177dd53a00b000a42b0563
com.vaadin	vaadin-crud-flow	20.0.0		425ee338dcf2f008f4ff92e48732626a2f86110b
com.vaadin	vaadin-crud-flow	20.0.1		2438e20eb08ce0b17a331c93d8e9ddc1196b3073
com.vaadin	vaadin-crud-flow	20.0.2		f3d44cde41019c7937090214ffb4eed7d0da1d26
com.vaadin	vaadin-crud-flow	20.0.3		9c594ac195f65979a42e58178029d1d02bc0b330
com.vaadin	vaadin-crud-flow	20.0.4		1210b67acf0da16019a5aea169b930f7f4f7f2b0
com.vaadin	vaadin-crud-flow	20.0.5		a40314741af69ee0290789c242ba1f4ae1f28725
com.vaadin	vaadin-crud-flow	20.0.6		f167688e6722b6eba6a9d66abf5b99842c46e732
com.vaadin	vaadin-crud-flow	20.0.7		990bb88dc649336d970bb5a43b47c29611ccd35f
com.vaadin	vaadin-crud-flow	20.0.8		305ee364ee799fd044ade1ab59313d32af408aa8
com.vaadin	vaadin-crud-flow	21.0.0		44d4c30f093fee15d59dd70811628181f37be487
com.vaadin	vaadin-crud-flow	21.0.1		8dd2a874ffd52cf0e36f05bedc0e83f3db6ca2f8
com.vaadin	vaadin-crud-flow	21.0.2		738254153c90f4195ef29f555f5357d566f89a9d
com.vaadin	vaadin-crud-flow	21.0.3		eb19e2c081a1558c77d38159ba10c51f9d0e8e27
com.vaadin	vaadin-crud-flow	21.0.4		948bedcec0f69d98ee5d3824c42e42b513c0334f
com.vaadin	vaadin-crud-flow	21.0.5		a9f5937d5ab81b6acae3760d2864e22fa0d3eec1
com.vaadin	vaadin-crud-flow	21.0.6		618a0b4e24893fa4ad5db709df61e1b43d461823
com.vaadin	vaadin-crud-flow	21.0.7		639d2b8f08a9aec192dfa76999ee27a1d123011b
com.vaadin	vaadin-crud-flow	21.0.8		cd672cf89cbae80a7b0f03eda374ba2fbfcb20e7
com.vaadin	vaadin-crud-flow	21.0.9		54c7bbf5c7e1be9cd14574c892f20e07b0b36eee
com.vaadin	vaadin-crud-flow	22.0.0		10e52267911fe123c3dc77b8a2a58e424ae845b5
com.vaadin	vaadin-crud-flow	22.0.1		a3bc618626a2fe56ec4a3dad4fd3948697fdbb01
com.vaadin	vaadin-crud-flow	22.0.10		8cdb39d7184af2be61e787e40fbfa937c8ebfbe2
com.vaadin	vaadin-crud-flow	22.0.11		e6812992b7dc73cd56f54adb43718bc0f3c23560
com.vaadin	vaadin-crud-flow	22.0.12		e2ba1194a1763bf46f35e4c0280c0ce94dcb8c23
com.vaadin	vaadin-crud-flow	22.0.13		96fdeb508d08ed1aebb7a336fbb4f2ee5fc38fe6
com.vaadin	vaadin-crud-flow	22.0.14		fe4f3f383adda981852269a39b4a9bff45031f80
com.vaadin	vaadin-crud-flow	22.0.15		a5e42463d1b313af71c6d4e50d462d8308d4a7a9
com.vaadin	vaadin-crud-flow	22.0.16		fcb403ae0c1ef674b7d6685a51ae8a999ed71b99
com.vaadin	vaadin-crud-flow	22.0.17		f414308221bd6f17362652da3526576341fb61f0
com.vaadin	vaadin-crud-flow	22.0.18		4e373b7b982f6ca46c2d686b5edda7b1d32e0a47
com.vaadin	vaadin-crud-flow	22.0.19		54682e322d1bece7a7662b57c2b5dea83e8489be
com.vaadin	vaadin-crud-flow	22.0.2		f0e86da2993cb18446e65062bc753adfaa8474fb
com.vaadin	vaadin-crud-flow	22.0.20		c9641647bf49c9e4276cb2495f48b24f5bf50b76
com.vaadin	vaadin-crud-flow	22.0.21		0b7a9308d106d42d60676c8949f6ba31c42d558c
com.vaadin	vaadin-crud-flow	22.0.22		56229cc39c2bf7c44c29af4655aa06a90a94a96c
com.vaadin	vaadin-crud-flow	22.0.23		0ffc0cd557a337a427d819ef424e5876b30d0356
com.vaadin	vaadin-crud-flow	22.0.24		cf9ee53357913b11f76af9d3ec95a90632a5bb11
com.vaadin	vaadin-crud-flow	22.0.25		bbb5b18f28ec93c37b3aac4d1a92147efeef302b
com.vaadin	vaadin-crud-flow	22.0.26		77010b810683af9185e3399178851d424e4a3753
com.vaadin	vaadin-crud-flow	22.0.27		9e48613836cf562874e353e829d1c74defa79ca9
com.vaadin	vaadin-crud-flow	22.0.28		01c9d2e884d3fd18a7bc1ad3cd9822ed1d087274
com.vaadin	vaadin-crud-flow	22.0.3		1a180bcd2520e2325596cde68542e18fe66b2100
com.vaadin	vaadin-crud-flow	22.0.4		db82325f55e9ad904fa3ff6455caa503224e1588
com.vaadin	vaadin-crud-flow	22.0.5		b49e30c7811bbdade3bea02876873c6cdd3dc14e
com.vaadin	vaadin-crud-flow	22.0.6		ffc4080b2591f9f8feec90876ecd5c206c0d37c8
com.vaadin	vaadin-crud-flow	22.0.7		2e545f2748fdfbc157656fa43b17cd4f518c5ba8
com.vaadin	vaadin-crud-flow	22.0.8		78dac9c22edf5eeefc9d1dc82efb7b5699800807
com.vaadin	vaadin-crud-flow	22.0.9		e66841ce233a7d800235e2ae400115b589ced429
com.vaadin	vaadin-crud-flow	22.1.0		863c7260f48df4fe4fe67d83bf8e08d34c18d237
com.vaadin	vaadin-crud-flow	22.1.1		9556fe653b4fe850779232b9a2d815222527be90
com.vaadin	vaadin-crud-flow	22.1.2		709f23208d1346181fdfeb78959fd1d9dac037b0
com.vaadin	vaadin-crud-flow	22.1.3		8c098ef60eae535fb73ae6ed143b43ce37061121
com.vaadin	vaadin-crud-flow	22.1.4		fef6a810b3fd9e740ccfded0038d61acb3ef2007
com.vaadin	vaadin-crud-flow	22.1.5		7906b8dfd3c2e294924ffa5b13c33505f760c4bd
com.vaadin	vaadin-crud-flow	22.1.6		b86b794bbfb35dec779142d7edf79f73d3c89a98
com.vaadin	vaadin-crud-flow	22.2.0		4632b3b2c10d9e1a7736a366041cc96602cfa663
com.vaadin	vaadin-crud-flow	22.2.1		bb3861ab2cc6277a77f2472b3f645e737a67c970
com.vaadin	vaadin-crud-flow	22.2.2		2b305e80c27e3d64244d55ec74757d6fec87d0e9
com.vaadin	vaadin-crud-flow	23.0.0		bb8232bc6fbff929ebda0c66c85a47092798c7a7
com.vaadin	vaadin-crud-flow	23.0.1		2ccc9becd4e1407ffc9a25e140a46819ddccf83b
com.vaadin	vaadin-crud-flow	23.0.10		c153e158fbb16b2bf93ebfac92ecc2f1f8215f9d
com.vaadin	vaadin-crud-flow	23.0.11		c47e1e6858242f3f3ec8d8c6c151e1986449a23e
com.vaadin	vaadin-crud-flow	23.0.12		e4b19a84b581f66221ab8c2a36444713150a8046
com.vaadin	vaadin-crud-flow	23.0.13		9d3d8ae8470a935e75834d82da8ad48814e10176
com.vaadin	vaadin-crud-flow	23.0.14		6e6599ce7d1cc952ced61e8148485547a80baa50
com.vaadin	vaadin-crud-flow	23.0.15		83f8b4051d48aeec02c7c165bd31e8e870497d10
com.vaadin	vaadin-crud-flow	23.0.16		ed8b2d0f37273b649f4c8909d463f9bf81880cff
com.vaadin	vaadin-crud-flow	23.0.2		c217b8f2f0d0e93d34224448dde59bb228dc820c
com.vaadin	vaadin-crud-flow	23.0.3		a9ca6152e15b7f02652f9c51fbea2e52e33a2a94
com.vaadin	vaadin-crud-flow	23.0.4		4e2666db95b6743a135a002c5c7843e049233442
com.vaadin	vaadin-crud-flow	23.0.5		82ce206c0d8c1996d944f1f1a599cb16fd5c4af5
com.vaadin	vaadin-crud-flow	23.0.6		4bb469262f8f2fd0ecdd1287d12e246d6fa02985
com.vaadin	vaadin-crud-flow	23.0.7		764382554ef95f67af35d3c67824a47721692e3a
com.vaadin	vaadin-crud-flow	23.0.8		54c2bf0248e47b880c4004bfd2f9139bf8b010c2
com.vaadin	vaadin-crud-flow	23.0.9		f6fc687675f17d225510c3189e6ca17aed72c9a2
com.vaadin	vaadin-crud-flow	23.1.0		90fe2b9ddab799e7410afeedc261dc457a2a7589
com.vaadin	vaadin-crud-flow	23.1.1		1439f6d7697752d63829c142156eb50e8b05dfec
com.vaadin	vaadin-crud-flow	23.1.10		6006784dddf033491abc4eab6c7e70ff10e27842
com.vaadin	vaadin-crud-flow	23.1.11		f06a95f94f8b1cb8306947466badd779f6a6cdbb
com.vaadin	vaadin-crud-flow	23.1.12		76000c3ed2742df8c502db4bd76d4bee766ffdb3
com.vaadin	vaadin-crud-flow	23.1.13		59de56232e83465cc3829c9b312871ba1a0da510
com.vaadin	vaadin-crud-flow	23.1.14		e1716524ba1fc4e54044b7f5275a19bc161d8a8b
com.vaadin	vaadin-crud-flow	23.1.15		687669ce2028baf11e745701b3b5ac0066c37697
com.vaadin	vaadin-crud-flow	23.1.16		d6d4c6b461675bd1a94d07d725b99a48b64e9b24
com.vaadin	vaadin-crud-flow	23.1.17		f8a5ff80be9b037d8261ad8f2166ae5b6be7ffe8
com.vaadin	vaadin-crud-flow	23.1.2		b0b49495fd76b4f0ed780a9cbb314ed20a1e4d6c
com.vaadin	vaadin-crud-flow	23.1.3		ccff223d6ad6b4fe8c4a5b6e21b4b22c49ddd78a
com.vaadin	vaadin-crud-flow	23.1.4		ad8cd5e716edd8f31aff88296f943ab815b8bbe2
com.vaadin	vaadin-crud-flow	23.1.5		757b931a4f697a9af4a1ccaaebffdfb98ba00872
com.vaadin	vaadin-crud-flow	23.1.6		b284f996a584b1f4cd6f6f3802ed1437583cadc3
com.vaadin	vaadin-crud-flow	23.1.7		6dc77fe46d8f46f9c5b7bce1c71373b8d34c0b8e
com.vaadin	vaadin-crud-flow	23.1.8		a1f768a8f5aa34ccd3e12d3adf91a24d709b0329
com.vaadin	vaadin-crud-flow	23.1.9		f02e5be1a0c1f553b527dc40834c7bc6a5505836
com.vaadin	vaadin-crud-flow	23.2.0		ac7b694c20b945b1e0bf8cd3827a5d99eba8e612
com.vaadin	vaadin-crud-flow	23.2.1		d21c127db5a02c0074cb4dd45386f123b4d6b80d
com.vaadin	vaadin-crud-flow	23.2.10		5da1741d39949b77b77ef79387134260bf034fb2
com.vaadin	vaadin-crud-flow	23.2.11		4f9bdea770f38c498eddcf4977f5e7ba112eafb0
com.vaadin	vaadin-crud-flow	23.2.12		cd25889f9122181c175274d3abb42431bbf9109d
com.vaadin	vaadin-crud-flow	23.2.13		a38873d2c8c9951c6cbddb014f6b77d669517aa9
com.vaadin	vaadin-crud-flow	23.2.14		8605a7a396379d8e58331e74984cb0a465fa015b
com.vaadin	vaadin-crud-flow	23.2.15		ba48b803e3a4fa0fa7f0bdb093684e4d9969e487
com.vaadin	vaadin-crud-flow	23.2.16		5362d1d09bd1d5a6185ddfdecce3e88494fc9b94
com.vaadin	vaadin-crud-flow	23.2.17		f71d955a40b1f13519e85a96f09b10d05d5f3ec0
com.vaadin	vaadin-crud-flow	23.2.2		de0a4a30fb067d8d49748178646356905e716035
com.vaadin	vaadin-crud-flow	23.2.3		cb1abce6d928de774cb851e9386398a93f253529
com.vaadin	vaadin-crud-flow	23.2.4		341e078de0caa1a4d40e995111400be807767227
com.vaadin	vaadin-crud-flow	23.2.5		a6f51214b19ee6b2936c907f1e9fa420d981c52d
com.vaadin	vaadin-crud-flow	23.2.6		21b33c78410bc252993a752089a73d775930ca72
com.vaadin	vaadin-crud-flow	23.2.7		a7788f28a722a4059c17de7e2aba50226e3b34b8
com.vaadin	vaadin-crud-flow	23.2.8		78ff80a8edf1485579eb655224dc825dd2213841
com.vaadin	vaadin-crud-flow	23.2.9		cf5f001a97eb6b8d12addf93045f2235a294c345
com.vaadin	vaadin-crud-flow	23.3.0		4114c1b123ab56a6c59ddfd3b02220d651076def
com.vaadin	vaadin-crud-flow	23.3.1		d97ec0324ec73fc82b3a985ff9582dd23cf9103b
com.vaadin	vaadin-crud-flow	23.3.10		ad7615fb18839e1c9f3464f39615765279c55b91
com.vaadin	vaadin-crud-flow	23.3.11		eb88ac4ad60e6e8c00352a1703e4d9a7c37962fc
com.vaadin	vaadin-crud-flow	23.3.12		6d7029708ca1b53e0a51b468fd018bd41a5f4074
com.vaadin	vaadin-crud-flow	23.3.13		711ac6e132f94043152defacaf6753734fbc026c
com.vaadin	vaadin-crud-flow	23.3.14		e4712f843cf3e3df42b19a950879ab39960d470c
com.vaadin	vaadin-crud-flow	23.3.15		152589b1a78d213cb1d9ba64f0b55e3ed123db85
com.vaadin	vaadin-crud-flow	23.3.16		29655625c4359221dc572080876a0e11873c2d41
com.vaadin	vaadin-crud-flow	23.3.17		5c1034d8e3cf6addcf230604760fe004e4d35df8
com.vaadin	vaadin-crud-flow	23.3.18		fff7367f76096fcc3182ea684fbda87e06772c54
com.vaadin	vaadin-crud-flow	23.3.19		45e7c865daa4ccbb872240b4ec01b4877bb141f5
com.vaadin	vaadin-crud-flow	23.3.2		662b9fa3e5808ee8ec37581835401261339aa89d
com.vaadin	vaadin-crud-flow	23.3.20		d5dd240e3e56739343178d9e80e1412438cca4b0
com.vaadin	vaadin-crud-flow	23.3.21		874224b42affd32d2ad7304731edab02dad41d0f
com.vaadin	vaadin-crud-flow	23.3.22		14b35df97f89ada403ee3e4baecf052ce71100bd
com.vaadin	vaadin-crud-flow	23.3.23		005d41910d37fcb12385fe19313c94cf51a650f3
com.vaadin	vaadin-crud-flow	23.3.24		88507d773c34e1cb94abde06e2a1e8a814e0c502
com.vaadin	vaadin-crud-flow	23.3.25		cd754f54af9d5ca794459e233bfb0627c7296994
com.vaadin	vaadin-crud-flow	23.3.26		4d83b343dcd5c5a487cf7e6b857579e54796b985
com.vaadin	vaadin-crud-flow	23.3.27		bbb458888ea4899b8fe59a4a6c1b6f81821ced6d
com.vaadin	vaadin-crud-flow	23.3.28		c71e535b4bc126254159408453afee105c844102
