cn.org.awcp	awcp-unit	1.0-RELEASE		N/A
org.molgenis	molgenis-data-semanticsearch	1.12.0		b16996e585095bf44904c1874dd9461f5e81cf79
org.molgenis	molgenis-data-semanticsearch	1.12.1		1bb61f6e923185672b8d63063b5afd76fc403ae7
org.molgenis	molgenis-data-semanticsearch	1.12.2		22945644143385e33150f32729adb04fdd30f276
org.molgenis	molgenis-data-semanticsearch	1.13.0		32e5dc2ce3a9baac38f7db7361ffddb1342b0d2c
org.molgenis	molgenis-data-semanticsearch	1.14.0		c49949053a96578b63fc262be01933aa65d378f7
org.molgenis	molgenis-data-semanticsearch	1.14.1		659c87688e53504f5a482895ff3f93a3c4b24e78
org.molgenis	molgenis-data-semanticsearch	1.15.0		3545e0874acb121a4b14937f91104f323abf3419
org.molgenis	molgenis-data-semanticsearch	1.16.0		4f47afde3c0ee5956b93ec411a5d8c7bea03ce47
org.molgenis	molgenis-data-semanticsearch	1.16.1		d2f3ed2a35cb0994b233371375c89d8d924bdc03
org.molgenis	molgenis-data-semanticsearch	1.16.2		5690a968c509013e7b0289625efa00efe7aadd69
org.molgenis	molgenis-data-semanticsearch	1.16.3		b415c04d6eb67cd6365228a7bf7f837e68760b42
org.molgenis	molgenis-data-semanticsearch	1.17.0		a69a17a714329e2a0e573bfbda4104afcb13498d
org.molgenis	molgenis-data-semanticsearch	1.17.1		e68032da6f86fd7e5aeb77e9f449b87114f06f48
org.molgenis	molgenis-data-semanticsearch	1.18.0		9350292b05b0df129e23143d0be0054bc50ff03e
org.molgenis	molgenis-data-semanticsearch	1.19.0		d20756efb04e05469d7def03556c32751367e0bd
org.molgenis	molgenis-data-semanticsearch	1.21.0		839759126d703d5f5dec8065c4f6176fade4471d
org.molgenis	molgenis-data-semanticsearch	1.21.1		6be197c3787238c62d2bfefb2adcafd212fdb4d8
org.molgenis	molgenis-data-semanticsearch	1.21.2		2543587c79cf01551156c7330063a7963a429966
org.molgenis	molgenis-data-semanticsearch	1.21.3		73dda51c565c1f3d429a8fd5c80b89195e1a56e2
org.molgenis	molgenis-data-semanticsearch	1.21.4		0355d7b9f221788b6df8bcf2375f04040c426625
org.molgenis	molgenis-data-semanticsearch	1.21.5		e2f43a031b36729ea6871ca77fcb8d4c63fd2521
org.molgenis	molgenis-data-semanticsearch	1.3.0		0fe079ff5a62b03ddcd3cece3b8166b21eed9481
org.molgenis	molgenis-data-semanticsearch	1.4.0		17913b8283ba481c7b914fb1a613f48b9546c1c8
org.molgenis	molgenis-data-semanticsearch	1.4.1		bbe48d85add29fda668f026fad45716db921fc4c
org.molgenis	molgenis-data-semanticsearch	1.4.2		3a8b324e49e82e3020f862396b635be52ca06294
org.molgenis	molgenis-data-semanticsearch	1.4.3		171186c258b705a65e14bbe09114ce76e71bf58e
org.molgenis	molgenis-data-semanticsearch	1.4.4		a5f4edee822429582a83bbdf3e394f94c099c7f2
org.molgenis	molgenis-data-semanticsearch	1.5.0		329ae4efb3eb861e9de9d1ef0e49f734ec9b7691
org.molgenis	molgenis-data-semanticsearch	1.6.0		4f7e5c7d5c91343651a9b52b182e5aa5d4896644
org.molgenis	molgenis-data-semanticsearch	1.6.1		6fc4ba3521aa389c7c6010b4a67bbc6b507c8584
org.molgenis	molgenis-data-semanticsearch	1.7.0		e75a9cfc6bf79b15a7b111b6988c5a3f6b9efc99
org.molgenis	molgenis-data-semanticsearch	1.8.0		79fb0a659ebe5e75d578bc5ec32b2c25f34645d9
org.molgenis	molgenis-data-semanticsearch	1.8.1		e537890e35b40c0f3486258840dbcce0c132e569
org.molgenis	molgenis-data-semanticsearch	1.8.2		6c9f04e14f69d17697dd4bc9d86833410d398ff2
org.molgenis	molgenis-data-semanticsearch	1.8.3		d70ed8bf7603f227f8e4044a2026af5e36d7a465
org.molgenis	molgenis-data-semanticsearch	1.9.0		8dffb55bb773f44aa016072177e78e2eba24b248
org.molgenis	molgenis-data-semanticsearch	1.9.1		97dd2ccab28e447947b88211097bbd8f735c9934
org.molgenis	molgenis-data-semanticsearch	2.0.0		c6d63ea5aea596ca4355fb455165061b6bd53bce
org.molgenis	molgenis-data-semanticsearch	2.0.1		f1f54b21bcee04df932579bbef317fbfcd097a9d
org.molgenis	molgenis-data-semanticsearch	2.1.0		89f12e79b541bac2f501255e2952f2558b73f170
org.molgenis	molgenis-data-semanticsearch	3.0.0		f45c4c762c59ea8008262e00693c97cd5164a3ec
org.molgenis	molgenis-data-semanticsearch	3.0.1		d33705b3c9a12f20ac73789797727268f8247214
org.molgenis	molgenis-data-semanticsearch	3.0.2		8621b4a2b124be61cb920afdf03cc58c37c36e5a
org.molgenis	molgenis-data-semanticsearch	4.0.0		9dff4f9ffcc1e5883b0fdcdac4961515fc804be7
org.molgenis	molgenis-data-semanticsearch	4.1.0		911d74ea8621a206446d60cc42e40ca188797ca7
org.noear	solon.test	1.12.0		1a840d7c4dc393fecd90b1a9d7a21eae0b5e30f5
org.noear	solon.test	1.12.0-RC		c7c4066bd204a95968fc19c14ea272aed658451a
org.noear	solon.test	1.12.1		04f78ed807cc366ab5b5965f061eec1d178bdd4f
org.noear	solon.test	1.12.1-M1		4c0d03e98a827a20cbebd3ef48e743b1e45897a8
org.noear	solon.test	1.12.1-M2		26d6c4783483eb81c5462978ab75f0658bc3573b
org.noear	solon.test	1.12.1-M3		48c18e826dbc3c2d81d5f589edbb0b675b6b5090
org.noear	solon.test	1.12.1-M4		9e0469996e74b01dcf591cf19cbf1cfde234ac25
org.noear	solon.test	1.12.1-M5		cff83b26d5f5cbaca3ed466b83b46bfdd55106b5
org.noear	solon.test	1.12.2		a56e92597698c0f8261592641f40ce3ad8befeeb
org.noear	solon.test	1.12.2-M1		8e118ead2beb520be456e4566e4df8058af34b5c
org.noear	solon.test	1.12.2-M2		6ac5f5f0367c586b039d25ba75c87381a79fb7be
org.noear	solon.test	1.12.3		b4d68ffffef170796cb9c977e256081f5643169e
org.noear	solon.test	1.12.3-M1		90c203e4597a331390eb22314f610676d27dcd26
org.noear	solon.test	1.12.3-M2		d81df8de38040eaa2e5e86c4ddd0e621378894a3
org.noear	solon.test	1.12.3-M3		21b26a457d9ccdb0de4a32134789b8af320017f7
org.noear	solon.test	1.12.3-M4		309972acc77c9f345d969d1c4a89f03f2760dde6
org.noear	solon.test	1.12.3-M5		44acedad521e85dd8c5628a46241a09e5cd864f3
org.noear	solon.test	1.12.3-M6		54320b2c9ef2e38884068ed3602d92c7290245b9
org.noear	solon.test	1.12.4		58e91bc8d205799552be1e0a501cce3cd94c29d1
org.noear	solon.test	2.0.0		685ad4c9e1242da77c55d77cb6b805a1ec880700
org.noear	solon.test	2.0.0-M1		d89f712e37ffd4b2d0d1318fb74369e07c893a90
org.noear	solon.test	2.0.0-RC		04fc8d62857e66551605847edc8d3bb5a9ced1c2
org.noear	solon.test	2.0.1-M1		41387371abb55b3578fa3c88a75ad19158d5df8b
org.noear	solon.test	2.0.1-M2		dc9efdbac36f51f98c1eec0ac6b1f16b1b6ca54c
org.noear	solon.test	2.1.0		93da2c105e0c650f4acb79a7bc50d1b4740e1c8e
org.noear	solon.test	2.1.1		9f28bc73317f868c13fa6ec670843ba0732d4d8d
org.noear	solon.test	2.1.1-M1		3d1839c4e9e37de8207dacf6607b5d2d7d827d69
org.noear	solon.test	2.1.2		e828d90d219182b3e30f9e01dec09447965f3651
org.noear	solon.test	2.1.3		ede5040e07c38fbcaf1f413e9f5d482acef13ee3
org.noear	solon.test	2.1.3-M1		589d2d5bccce731076364f22d58a00aac8c0fa6b
org.noear	solon.test	2.1.3-M2		add5b878d4b42db670c2a4939ba4998a446f56ed
org.noear	solon.test	2.1.3-M3		e9177b3bd2a03af6a8ca2caae3025a20f679b615
org.noear	solon.test	2.1.4		54bbf62b11b5034ae94347a4ea76e16f4ceee8e4
org.noear	solon.test	2.1.4-M1		6b0ad66c20a870bdbee7667c0da3619efdb582cd
org.noear	solon.test	2.1.4-M2		f9cbdb841d9a34deeda003111c0463e68d106a74
org.noear	solon.test	2.2.0		1ad980365213f7b158ea94bab371ae2a498ab347
org.noear	solon.test	2.2.0-M1		c330cfd6adddccdbb983b3e99c21fae8824fa180
org.noear	solon.test	2.2.0-M2		7e6f86b52d0b7a0f8ba41c5425d226010153f84c
org.noear	solon.test	2.2.0-RC		57ffd3bd09bee5dcbde23fabbb046e8a2dc8c76b
org.noear	solon.test	2.2.1		7a4309721062d5df6a43e37f31f5121294325057
org.noear	solon.test	2.2.10		d796b5923e3e4ee3712aed6c5326070a5257fa02
org.noear	solon.test	2.2.11		06aa783a64b81d34b55164c2705b7916e4b8c752
org.noear	solon.test	2.2.11-M1		54556b16ea388f1e1859e670353c289c646cad1f
org.noear	solon.test	2.2.12		06b81d75b521e844330a7b74dd2663a0eb7fd226
org.noear	solon.test	2.2.13		84c936e2fc660e97b6b95a6ef878afbd659bf2aa
org.noear	solon.test	2.2.14		bf9aaf9b8eee1e2ace9865a232e9d9db02b16674
org.noear	solon.test	2.2.15		7459821668e7330027d0b980e0f0a608fa3e2558
org.noear	solon.test	2.2.16		c60bfb5dd94dfbb28ee09bb176ce0e8dd070e79a
org.noear	solon.test	2.2.17		0892d25dc5ef4fba00eef01310fd40c81e302f72
org.noear	solon.test	2.2.18		d39869b7b9a91b01d1145f5729990e50ed36fa05
org.noear	solon.test	2.2.19		3b989b96151ca96b0e93fe8ec11f98c28998eb10
org.noear	solon.test	2.2.2		2d56ff80c0e5ba2150555dc33b39e6a722a5ac34
org.noear	solon.test	2.2.20		50565425aa698ab10765c903d264442f17e4ebe0
org.noear	solon.test	2.2.3		db4dbf82904789f185903d30691024e898bc8272
org.noear	solon.test	2.2.3-M1		1a9dde8f9b5fd8b11e5f928aa1409b2538c4a04b
org.noear	solon.test	2.2.4		4f4aa136c28b775aaa05d7080ee0454f8d2fe1c1
org.noear	solon.test	2.2.4-M1		dfee8874a5a0f239d1b332e41981598c76e174e0
org.noear	solon.test	2.2.5		53778198146fa38229a9f83e19f3e330cf65ef74
org.noear	solon.test	2.2.6		10cf36321fd55d9e25817ee4ca46af5084adbbf7
org.noear	solon.test	2.2.7		deca73ec2ffddee1fab99e2eecd68d3cf76897a6
org.noear	solon.test	2.2.8		bc064951104c96cd64448dcec911223c73720426
org.noear	solon.test	2.2.9		9bae377852ff1613d20e5f357025e851307deac0
org.noear	solon.test	2.3.0		2ea134f07d72a43d5860861876d6b107c72cc0a4
org.noear	solon.test	2.3.0-M1		b5328e7672376648ce8aacd4d464f38c1e8b27dc
org.noear	solon.test	2.3.0-M2		0d5a7365c95e715ba588212e61db14514fb6b78d
org.noear	solon.test	2.3.1		35a13656e9514863044165e229ef052d823a4951
org.noear	solon.test	2.3.1-M1		0dfc47f926856efc9a4abf33a7ce7425d42711d6
org.noear	solon.test	2.3.1-M2		ff1ba30a62a66efe822ac80aee9918c8eee403b6
org.noear	solon.test	2.3.2		12159b7dff911d7d30c3730706e6df44d149f0d8
org.noear	solon.test	2.3.3		538db8de6cef1359ccc163296b3a1ec11387ea23
org.noear	solon.test	2.3.3-M1		cd4720d4c86d20a7130842b6d378f969a473bc83
org.noear	solon.test	2.3.3-M2		26bc2b03366d48581427c5e11062802e7decbc20
org.noear	solon.test	2.3.3-M3		2cd5791343e165830b36e7fdce87760b334844e0
org.noear	solon.test	2.3.4		093820a0a860a9a8beee8929d74df0cdffd70032
org.noear	solon.test	2.3.4-M1		744459ad47aab7b8e198513ef013b1f57a67b3f0
org.noear	solon.test	2.3.4-M2		afd228ff0857d69aa41eff9afbb26d2430cfb800
org.noear	solon.test	2.3.4-M3		531f2feaebbf196f7ed3cede89b049937d8f030d
org.noear	solon.test	2.3.5		2cc3cecdaaafbefb2f76b5c399946178db34d473
org.noear	solon.test	2.3.5-M1		239dae4873d5265a852df5792f65d2877cb1b02f
org.noear	solon.test	2.3.6		1c1855ab482d5f392d16abf500c94f6d9e7292a6
org.noear	solon.test	2.3.7		e8f4cf13f3d767d2c9c26d7fc8030e37a9b60ae4
org.noear	solon.test	2.3.7-M1		6205fa983d222e0e1ab168d9c800cc5e34258b4b
org.noear	solon.test	2.3.8		c1a19908920250697bc9c07004f60de9b1d4a9e8
org.noear	solon.test	2.3.8-M1		ad751243da7e8c9a679dfcb31cdc7fe898a37b7c
org.noear	solon.test	2.3.8-M2		138ee4b7384c551210194e8f8f1a07d806223716
org.noear	solon.test	2.3.9-M1		aa7541e3fdb01715784ccf7e8be8bb41b1d87529
org.noear	solon.test	2.4.0		f7fd3be7d7b7fbfd022ff7c6ad5efd4a21d1a498
org.noear	solon.test	2.4.0-M1		6254b2d99e30ebb5309cea8ea288478ee519c3ac
org.noear	solon.test	2.4.0-RC		f245810f88a1aee68a78928888b5125304e10e33
org.noear	solon.test	2.4.0-RC2		e34cea320855ca6c4364c43758aab3eff4cbe635
org.noear	solon.test	2.4.1		c039b907d6d1394af1f14b0744d0298a6c907e88
org.noear	solon.test	2.4.1-M1		ff266925cb3bfd496e52cdb5a66c0c1bb07f3262
org.noear	solon.test	2.4.1-M2		ff68e28180b3340ae9cb57e23bbfc1a63d613790
org.noear	solon.test	2.4.2		955dd339fb6551c3b63adf882d6432e493f10ec4
org.noear	solon.test	2.4.2-M1		5859e2d65fa40b117aad9033ca48b7eac417c579
org.noear	solon.test	2.4.2-M2		1966e8c1f64e28689e5c27da8c5db342332d9b5d
org.noear	solon.test	2.4.2-M3		78ffaddacb53a2267d8981a936ff91b0de935da9
org.noear	solon.test	2.4.3		ea85b466ae96a2ace172067fd5bd1a64489c5839
org.noear	solon.test	2.4.3-M1		7365550fbb4e281dcaff365bbf4b3236eb396333
org.noear	solon.test	2.4.3-M2		195776a1b43a0a6319c645fcbc931e9c2c64d2c9
org.noear	solon.test	2.4.3-M3		07b3e72672384a73c70a442759b68ed9605854e4
org.noear	solon.test	2.4.3-M4		8a52d27d33b8feeaf41458df95a4e02c1ad3e4c1
org.noear	solon.test	2.4.4		0c66ec2866da3325ff8f8a8442ccea9fd5e502d7
org.noear	solon.test	2.4.4-M1		f0d8d39fd61771e13b966972123f7f6bbdd158fe
org.noear	solon.test	2.4.4-M2		98a40e33ade510ed92c11a796779127aab7cf509
org.noear	solon.test	2.4.4-M3		1274b21676b64e88866d9a48da552dfccd3d33c4
org.noear	solon.test	2.4.4-M4		3e9f2a1310ac80a98d5e8eda3305d56852449202
org.noear	solon.test	2.4.4-M5		07659d360e942e4e1cc94c541e9f0a8a729290cc
org.noear	solon.test	2.4.4-beta1		c43be6bf1d49a30ce228b9f3434c22b25426b8d0
org.noear	solon.test	2.4.5		53c44b450b8cb12010990dcb23b3ec0505797365
org.noear	solon.test	2.4.6		8f0ddbff2c2922b198a161b9d63700617fee7534
org.noear	solon.test	2.4.6-M1		05e42ba87bb6db977a075083a63e26db0aaca6ce
org.noear	solon.test	2.4.6-M2		c8555a8ca99d8d8166fa50c840a4505ed8b18c0f
org.noear	solon.test	2.4.6-M3		1825f3aa1d2a6068a23661a861abc4b74d90e464
org.noear	solon.test	2.4.6-M4		6dd076b63e4499287e329b1b9e602fe6f1af931c
org.noear	solon.test	2.4.6-M5		acfd46b598b4329c97cf41601b6c8a3c4d6a5772
org.noear	solon.test	2.4.6-M6		2055670a855c322a72615ef609d22321a14d6a6b
org.noear	solon.test	2.4.6-M7		3c317166bf97a4723b7261b4d0f4cb85c366245b
org.noear	solon.test	2.4.6-M8		0c9fb58014cc2659003864dc2971fd0fcd0b87f2
org.noear	solon.test	2.5.0		40f71be1b2dd6f2fcc272f51274122cee1f1cb81
org.noear	solon.test	2.5.0-M1		d6cec01781fdfd4438e7dbbf94e68f129b252a32
org.noear	solon.test	2.5.1		7814cf4e8bbaef143ccee5b40a5fda4c5f04c137
org.noear	solon.test	2.5.10		90e79ad6c93b6e634ee9a8bf9e4386e3b8d651ce
org.noear	solon.test	2.5.11		90abbfb8faf6fa93c0d15e5ebf2b930dffb049ac
org.noear	solon.test	2.5.11-M1		61583096c51a56d85288158c6b24f42a09f3ece4
org.noear	solon.test	2.5.11-M2		6a4fd6e11aedd9b5be2fad42537711c6369d1e11
org.noear	solon.test	2.5.11-M3		d2c080b6aa0c2422fcfdf7dd49e04dc75625c42f
org.noear	solon.test	2.5.11-M4		9fceecfff8ca6642eae4607251445b9b5e2fe8cf
org.noear	solon.test	2.5.12		57d23235c0b2291abcfc3f745cbe77ccc1bf8d62
org.noear	solon.test	2.5.12-M1		810372579fabcacf4a082de7caf6a050a264d7c9
org.noear	solon.test	2.5.12-M2		bb06928782cf1bd3a935ba69569fa15fc3ebb97e
org.noear	solon.test	2.5.12-M3		b122a582031c1670dae8aa1f72cacfcc9c1edb9d
org.noear	solon.test	2.5.2		c33f417e83a054e8e4567397d32b8893c45bc05e
org.noear	solon.test	2.5.3		f0753cfe7a3347ce60b4ec9e62a4b405f3b8b54e
org.noear	solon.test	2.5.4		c5a3bd9ec70d62f81493ad5f652e9b696202e9b5
org.noear	solon.test	2.5.4-M1		e8c678da39ece04b8731f706cf2ea5e9301ecd55
org.noear	solon.test	2.5.4-M2		d33cadd77a79ab1d58ff77980b7520bc333ecc4b
org.noear	solon.test	2.5.5		8733d9e04b2f61cc27614398062436d67671e3ca
org.noear	solon.test	2.5.5-M1		45d01e7b041c43d01cff0c62840860d12769d1a7
org.noear	solon.test	2.5.5-M2		9ffe6e9318ba707a51556f0193264f30e32ce06c
org.noear	solon.test	2.5.5-M3		7ac91962c47e14320a1c1fadbe90c585cee05bbf
org.noear	solon.test	2.5.5-M4		ed2951e3c6188c94dd118ae90cd8ba9346dd2b68
org.noear	solon.test	2.5.5-M5		e859f0282c4d702917eefff6cad873eb8e2c9522
org.noear	solon.test	2.5.5-M6		6956e184c6e6c13c64501a8101273be2b14f8c41
org.noear	solon.test	2.5.6		4c7190f55cb5f7d4c6b7e428c0ff1a708535f24d
org.noear	solon.test	2.5.6-M1		d309e460943951e6b9925dfebab25694b44b52e1
org.noear	solon.test	2.5.7		58b3ba140c7a095d4f7fb55861788b91c36a4fd8
org.noear	solon.test	2.5.7-M1		9fd5244224aabe5530d23e7e54ba2ed397467ffc
org.noear	solon.test	2.5.7-M2		380d7a8c7ec8d0021a3492fa94bf0b7a3dcb9084
org.noear	solon.test	2.5.7-M3		cd1c851a38a844453ad7037a9bbc14bce014989a
org.noear	solon.test	2.5.7-M4		837eb3a711b43558830e245ea9f9926dbb3585f8
org.noear	solon.test	2.5.7-M5		adba2dd7aa0c42196734e8d64f358f791f9b9dee
org.noear	solon.test	2.5.7-R1		28618f53de1b852a13b21effcd754f636e6a98e4
org.noear	solon.test	2.5.8		2b91438658b7175f6591f22b229a834cec4d38ed
org.noear	solon.test	2.5.9		6cd0b4cef1582bc7d6a30f6bbba11249de7b0de9
org.noear	solon.test	2.5.9-M1		6bcc9b43cf49b5799e2e162456118e55253a6f1a
org.noear	solon.test	2.5.9-M2		23c5ef1637ba869984aa03946402a985b872e81e
org.noear	solon.test	2.5.9-M3		fcc09527256d80336439c171d18ca1ef43aa1baa
org.noear	solon.test	2.5.9-M4		8d5029f195b87ad20fa39299751fa73563eca389
org.noear	solon.test	2.5.9-M5		3e1c803a919213d71364b4bbedaf14de7e763dcd
org.noear	solon.test	2.5.9-M6		cd07fddc470771ca7211894bd0ccbe5ca0d35d3b
org.noear	solon.test	2.5.9-M7		9c4717a9db73903e1f18dc90bb6021d417f6897e
org.noear	solon.test	2.6.0		fce3b091966d72c5f39924fa4157831a8b9babf0
org.noear	solon.test	2.6.0-M1		6066c9b38a12562ed590269883805f91542d07cd
org.noear	solon.test	2.6.0-M2		74a78f1a90f1e3ff59d180ef41d9f51cebd8295c
org.noear	solon.test	2.6.0-M3		64a6fa7b40a5b30a8c124ffd3f508f0b4593c12b
org.noear	solon.test	2.6.1		378d83cbe5ba0fb605877c870dcb69e65949a5a3
org.noear	solon.test	2.6.1-M1		94b834f6a06ff6c103ece5fcb9d67bd351500b84
org.noear	solon.test	2.6.1-M2		b5297bf8c91638a5c676f6ad24b301d1723f7596
org.noear	solon.test	2.6.1-M3		d04ff3806b255bf0e824d8f0cdb3fd1d2ba4a719
org.noear	solon.test	2.6.2		65ac592f75b0cb3f9b2ad5c8661abeb311711305
org.noear	solon.test	2.6.2-M1		bd23592b10841ddec4323756e1fc9bbb7bd61e80
org.noear	solon.test	2.6.2-M2		e51b4bafdefd819ef6a53c94de64fc44215c2d05
org.noear	solon.test	2.6.3		5a3b12dab28959a4812a2319b65b1ed367c9b87a
org.noear	solon.test	2.6.3-M1		4fdf2bf490f388ef1fc35828ed3fb1822dca7c68
org.noear	solon.test	2.6.4		6a49509ad1db4b527bc563b126ccddc3473d07d6
org.noear	solon.test	2.6.4-M1		8c2503521d46aeb63b544b44b215787a0f1c09c9
org.noear	solon.test	2.6.5		7864dae9af70d64f50311bfdb923ea5fa668ba29
org.noear	solon.test	2.6.5-M1		da38e8e66dde5b9019a8de7d141cdc0c01d19da0
org.noear	solon.test	2.6.5-M2		1a58f66e5e5aa5f3493f515df5244e9075b716aa
org.noear	solon.test	2.6.5-M3		d23eaaf6561b48aac5ec3763315c67cab42e3f2f
org.noear	solon.test	2.6.6		bb28789fbccdb05398cdbe4c292d0e9828b126f5
org.noear	solon.test	2.6.6-M1		6fd6538189a58285a41b1aa227e9ec8c32512784
org.noear	solon.test	2.6.6-M3		4337530b7caed193e0fe66c914d037275a811868
org.noear	solon.test	2.7.0		6defd053ded2eca25d03930275a830a9d11f42b7
org.noear	solon.test	2.7.0-M1		0f717cdc5357627a4c2cfa885fdd68fd7295450d
org.noear	solon.test	2.7.0-M2		348a76e5b3405c8e48dcd04080318684651057a0
org.noear	solon.test	2.7.1		6c27bfea237e6a432872844080b7c4b57caf6dbd
org.noear	solon.test	2.7.1-M1		702a6dca14ed94bed7a61d4b29448edccb07f1e2
org.noear	solon.test	2.7.1-M2		99a37984c88f1cce4a45ca74bbef6c7092826ba1
org.noear	solon.test	2.7.2		436d06541b9f934b35bbffbaf3cf89dba9fca4b4
org.noear	solon.test	2.7.2-M1		3acdbd1fa7bd5909b848077442a9d9b70a78202a
org.noear	solon.test	2.7.2-M2		5ae08299948154638514ecd87d7b9127b6345687
org.noear	solon.test	2.7.3		63257ecef09d6040e45aad695505011fdd4cb50b
org.noear	solon.test	2.7.3-M1		1ae6a8df84f61b8328004babf93f463446390890
org.noear	solon.test	2.7.3-M2		21bbe290b5d80cfe9278115a2028fdaaf0dc3304
org.noear	solon.test	2.7.3-M3		2ceb55700768c524b62f21552b75cec7449801f1
org.noear	solon.test	2.7.4		9a33e25512c506fc5aad3868138c3a2f67919eac
org.noear	solon.test	2.7.4-M1		8bcfab9041542453e70084ca2b984040b8bde4c3
org.noear	solon.test	2.7.4-M2		f59cf95099da979afc330d0b90e1bfbba45ee304
org.noear	solon.test	2.7.4-M3		fd5ebac82da9d510567faa7846362563a725d13e
org.noear	solon.test	2.7.4-M4		3237a386c1fb3ecee17e54ec42320810c9a7038f
org.noear	solon.test	2.7.4-M5		65bf4f0e79df87984767eecb7842b1a163fbbb99
org.noear	solon.test	2.7.5		7b5683e3f7efbac21004dee031b0562fb9198edb
org.noear	solon.test	2.7.6		bfe29fe3f4d7e12becc7a3f8c28065dbe3ea9706
org.noear	solon.test	2.7.6-M1		7121fd6dfce5df375c1725da653ab04fb8aa39c1
org.noear	solon.test	2.7.6-M2		c4714f292b08c2b1d31a71987d340d2b30b48afc
org.noear	solon.test	2.7.6-M3		e04de63c25646b70e6d8e990c7ddb1f2efc1449e
org.noear	solon.test	2.7.6-M4		d3d417f0e7ed77cc3efa5d4d6a3d0be27293a9cf
org.noear	solon.test	2.7.6-M5		903eb157a2e02f32d8e49ee8b75394b462cbabed
org.noear	solon.test	2.7.6-M6		abaff713747a0297256e0dc9601354bae9cb7c58
org.noear	solon.test	2.7.6-M7		83896c343fe92821e60bd72712489912eb65a2e3
org.noear	solon.test	2.8.0		f0cc74ba9cf8760823cf90356fe9d922e9608410
org.noear	solon.test	2.8.0-M1		588800ce603ddde03028568f9c26be974ba2b765
org.noear	solon.test	2.8.0-M2		248833f5348a28f26dd3c101bfc96ba7cbbd509d
org.noear	solon.test	2.8.0-M3		84317280d4d1b9443d204dcce0337127ee5584af
org.noear	solon.test	2.8.0-M4		59f37df5d5e0b9efbd37182082c79469d55a93ba
org.noear	solon.test	2.8.0-M5		0aad6db15f74bbf98996f6cfa86eb7be1123429e
org.noear	solon.test	2.8.0-M6		cd1dc85e28cb7ea5ce6dd4b2795988458b5dfedf
org.noear	solon.test	2.8.0-M7		7b50b97b09dca142a0dd8dbec3f66df9467c76d8
org.noear	solon.test	2.8.1		af40b4b9b50cb521807645d3a04c95e499960a2b
org.noear	solon.test	2.8.1-M1		6fa79bd45102265279c7cc807850dd130367903f
org.noear	solon.test	2.8.1-M2		1d842a04c976e0e6d85e77fe05642927f35172f1
org.noear	solon.test	2.8.1-M3		25e6daf7d6d612b5d7a35eda62617b2dbc48a94a
org.noear	solon.test	2.8.1-M4		c3c61109f06071297e321c024626c133f98df024
org.noear	solon.test	2.8.1-M5		d57e2c77f5a41ad38ce058474f0b23d92c983c9a
org.noear	solon.test	2.8.1-M6		3a7a46bd59efaf2d1bb31eed39e5ed72c119ebe1
org.noear	solon.test	2.8.2		b0f85b9e496922ac3b519063e6dadbbb88e1b0f1
org.noear	solon.test	2.8.3		302eafbe60fba20de1a1ab54c0db0ab5e8c785ab
org.noear	solon.test	2.8.4		562156b5fbcba74afd30546d6fe76dcc6b72027a
org.noear	solon.test	2.8.4-M1		867847b9bc1ad4e05de441c76f416f3a88b96e7d
org.noear	solon.test	2.8.4-M2		27d5108af61ecd94c84099d6505585870b5fdda6
org.noear	solon.test	2.8.5		1dec4bfe38cc4cd61ae9054838370ea2db208792
org.noear	solon.test	2.8.5-M1		df4439a28d397ca8c819a3380e1bdc2be14ec1b4
org.noear	solon.test	2.8.5-M2		bfdabbd14ec58d6ed80334c73dc5bf3e460d8a4c
org.noear	solon.test	2.8.5-M3		028b74ad11c11668e11cc93fc1d11134a0a835d8
org.noear	solon.test	2.8.5-M4		b16d0b4e6f82c934e415eb0c872a26cdf128dcee
org.noear	solon.test	2.8.5-M5		85c2face96d8d69792eb0457677061846c28e5a8
org.noear	solon.test	2.8.5-RC		aeb57ed59b493ffbb5be060bb1fdbfdb9bbb4c24
org.noear	solon.test	2.8.6		af7f91a3f1f9d5988fdd2306dd9c542823536567
org.noear	solon.test	2.8.6-M1		83d07f4f8728536f5d66f0b684153679392c5cf9
org.noear	solon.test	2.8.6-M2		fdc5859fe0c70c05b7e09296278ce95c5550142c
org.noear	solon.test	2.8.6-M3		4be4393bc6c27f28da6d1c1739064a0f0443c2c7
org.noear	solon.test	2.9.0		054760670b6ef5a605f61c1f7021eb3fa2b94987
org.noear	solon.test	2.9.0-M1		9c4b905ecc056c1f0d1da329638ca60185621b87
org.noear	solon.test	2.9.0-M10		430e4438d7c9e984832b15fd6df4fc420c499eb9
org.noear	solon.test	2.9.0-M11		5dac08cd95a7bf820183551760b293b7f6d7fa9d
org.noear	solon.test	2.9.0-M2		6aed74a5ca660b896c6a19a218e47d8831023ecb
org.noear	solon.test	2.9.0-M3		154e55fbe489cbef71431eee6fefcd8afd00888a
org.noear	solon.test	2.9.0-M4		aacf881ca9f7e3db53f38b7372497e682b31990e
org.noear	solon.test	2.9.0-M5		c3e0a120dad445119d42efcf5f2d12431de9a348
org.noear	solon.test	2.9.0-M6		1a542b39f34c83523c07ab8469f2f5c0dcc4e344
org.noear	solon.test	2.9.0-M7		4289d42599085a4a361a0c3f9c10bbe06fcf79f7
org.noear	solon.test	2.9.0-M8		beb87f80633c20c95e69a24edbc8bffd162ff43c
