activation	activation	1.0.2		N/A
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE130		839a511ee91468fead070566fe2670fb8e21b94f
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE140		724e4119281842a579cc3e15a80674f5cecb3000
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE150		770a72af4b1fc8b062881bd7da2419738a0d4f88
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE160		216c9aec5a6950c3c245d4e7046ae1fa6ea471e5
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE170		410f65d1532fea07a5109ae2e0a6a9fdaa9b4536
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE180		7da2f046df7932a155d82d930369ff29b0fc16c1
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE190		4ef94ea7b137e0454cef6b73e6a1f329bfb4308d
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE200		ee50923131505b7545df8f3e773ddde2cdf99b09
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE210		c4af83caf08b4248e549942c30a669c5ced60dec
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE220		bbf7e7391fd72c6989a1ae01dcaaf8a172655b56
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE230		d848a88a95fb306d5f83594505b3b65dcf55ccf0
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE240		2dc8ab88d6ceef18232320991e63b06ea0cda7ac
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE250		d2a1ba24f8fcc4e890b5a1ea2c1edb3befca92ad
org.netbeans.api	org-netbeans-modules-java-hints-test	RELEASE90		e1081284c2428232b06d6661a65834340be5b879
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.2		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.3		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.4		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.5		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.6		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.7		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.8		N/A
org.objectweb.fractal.bf.examples	fractal-bf-examples-parent	0.9		N/A
org.openrewrite	rewrite-java-11	2.0.0		28f10e1e60a8592d13b021de4de9a8d60473b07c
org.openrewrite	rewrite-java-11	2.0.0-rc.10		5f081ff9fc5fe084abbcfd6bf0ad6579b13ae62d
org.openrewrite	rewrite-java-11	2.0.0-rc.11		34f8177f2ebe01f64c9ac21b3d80a29625310b9e
org.openrewrite	rewrite-java-11	2.0.0-rc.12		4da0d778e4effba126424fef2d72a0a68dcd5dfb
org.openrewrite	rewrite-java-11	2.0.1		a395ff431a4e0f58b3b100306a700f0824ad02f8
org.openrewrite	rewrite-java-11	2.1.0-rc.3		d37ed2a4128f632f0cd75680cca98b410985802c
org.openrewrite	rewrite-java-11	2.2.0		45f70d7d49e8934e0fa1552a4efd908ddb631463
org.openrewrite	rewrite-java-11	3.0.0		7a00ab6a543dccadd8e63378d00291f7da80f26c
org.openrewrite	rewrite-java-11	3.0.1		2c4f93346a998910112fb14095b96d97950c6e10
org.openrewrite	rewrite-java-11	3.0.2		dcf2a98381f1e818eba244c6966e6d76ab0825b9
org.openrewrite	rewrite-java-11	3.0.3		07d91a1862b4468f94087084f264bb14b365dacf
org.openrewrite	rewrite-java-11	4.0.0		97dae17c66a012f7179060a82b5ad0aeb7602e3d
org.openrewrite	rewrite-java-11	4.0.1		7f482e1c1680fbcee09f642f15b3240c2cd35305
org.openrewrite	rewrite-java-11	4.1.0		2daeb05bfd714bc299cc90bbec6e334141ce43ce
org.openrewrite	rewrite-java-11	4.1.1		32fb5dd09d63e45233191bfd7acb74989959b07e
org.openrewrite	rewrite-java-11	4.1.2		1169212f58b2d32458afac74a51333e62da229e3
org.openrewrite	rewrite-java-11	4.2.0		fb26a333bbceeeb49a82b4ae9c868a7b5a936212
org.openrewrite	rewrite-java-11	4.2.1		28f6cf4c5596c1d5d1048032a5a77aa55416a4d1
org.openrewrite	rewrite-java-11	5.0.0		52c3770b8e36ec7f6f4f00964ed664550712f0b5
org.openrewrite	rewrite-java-11	5.1.0		26d9d33cb7bd00c5b7b35b95785e14a45dfb90b4
org.openrewrite	rewrite-java-11	5.2.0		ed783d0e9f0a0e24176b974e2cff2b2318e3b9e4
org.openrewrite	rewrite-java-11	5.3.0		e316c580f0a81ede7662af757e3ab49ce6f53b0c
org.openrewrite	rewrite-java-11	5.3.1		912b55555e2a7b6100d618ff98bbb900c32041f7
org.openrewrite	rewrite-java-11	5.4.0		fdeef89f14e82034287b3be56b0547c38341e6f2
org.openrewrite	rewrite-java-11	5.4.1		e1d9f782ce58243e3df9d782b680926df7ff9dc7
org.openrewrite	rewrite-java-11	5.4.2		bd41ebf56379318c91b11b7d0dd7ddf692b821a7
org.openrewrite	rewrite-java-11	5.4.3		dae3dfb008f049e2a2dcb43b3898762b7c4208d0
org.openrewrite	rewrite-java-11	5.4.4		d1b9db644e4ff6e42e3a9989b6328096ffa08175
org.openrewrite	rewrite-java-11	5.5.0		c25342a3124acc0f99ee6444bb3e37bef1f6888c
org.openrewrite	rewrite-java-11	5.5.1		ac7dab8ebc911cd23a1c02a26ec6e1ca61ee6b72
org.openrewrite	rewrite-java-11	5.5.2		e7be699f3a8d743d4417e85d40aa33781403e363
org.openrewrite	rewrite-java-11	5.5.3		5efa848840ccf273f3ba7d883c995d674c52972a
org.openrewrite	rewrite-java-11	5.5.4		19c199a444e3e721e2e788d98cc1a7f50a243734
org.openrewrite	rewrite-java-11	6.0.0		095f9b6e1b5c80e468cf084b5a3ed2d700b46375
org.openrewrite	rewrite-java-11	6.0.1		c1a3c0caf1b110fce8033b1f5dcf65624596aeab
org.openrewrite	rewrite-java-11	6.1.0		31a88ba14f576d5b1773772283afe632d6d56948
org.openrewrite	rewrite-java-11	6.1.1		44f64dd272ab8ca322edc857561dacb7b67af228
org.openrewrite	rewrite-java-11	6.1.10		4d3c57dc2131c80459205c14556ddf8885d1bd13
org.openrewrite	rewrite-java-11	6.1.11		f9ee833fa8fd17ef7665aad75141b7d63d513112
org.openrewrite	rewrite-java-11	6.1.12		5cdac39859d8772628499cffd2940d171089a07e
org.openrewrite	rewrite-java-11	6.1.13		10d78412974eefc226d35459ccb926122d302aa0
org.openrewrite	rewrite-java-11	6.1.14		7920411e1a5631241335186a079a6ad278f2df0f
org.openrewrite	rewrite-java-11	6.1.15		dac2515ec17acb90a44b0d215035e7577d573678
org.openrewrite	rewrite-java-11	6.1.16		493ec9864e4579526e09adc1d2292da79136acd0
org.openrewrite	rewrite-java-11	6.1.17		8da1b75dfbb34cbfd8619e83f5b69354c01e04a1
org.openrewrite	rewrite-java-11	6.1.18		6a5e88dbca1479a525488db9367d56cca56bfefd
org.openrewrite	rewrite-java-11	6.1.19		6b2e7c2f7a91b3669224d4197ca08d16bb32fd87
org.openrewrite	rewrite-java-11	6.1.2		9922322f88163e9625c234e54be1bb882b7521ff
org.openrewrite	rewrite-java-11	6.1.20		3bd188f41b0374b5ceffd5a3e06594e54834996c
org.openrewrite	rewrite-java-11	6.1.21		d4e4fa53e1c3799ea55e07e97e43ae9a431dc136
org.openrewrite	rewrite-java-11	6.1.3		a30e254472229f637a9012f828158b73194d0b3a
org.openrewrite	rewrite-java-11	6.1.5		278ebb3b64384d60a5770c65c0c2a7204d44ee49
org.openrewrite	rewrite-java-11	6.1.6		4b7a9bf463554d3939fecea23c4053c2f78680e4
org.openrewrite	rewrite-java-11	6.1.7		dc9f85d31e6fa81ddd2aec5ec5db2f3643f79a26
org.openrewrite	rewrite-java-11	6.1.8		87c08c45cc0ef95583ad05464716db859bd46dfb
org.openrewrite	rewrite-java-11	6.1.9		f2335acb68a1429fa6e38701bcf5166bf8037f23
org.openrewrite	rewrite-java-11	7.0.0		280f1cb1340e159b3f4db82dc29a899193c6a07d
org.openrewrite	rewrite-java-11	7.0.0-rc.3		09565170175ecc994731fd8f21b47affa37ea411
org.openrewrite	rewrite-java-11	7.0.0-rc.4		77fc9b9414fce0e70b5dc8ff1a8eb1baf25ce8f6
org.openrewrite	rewrite-java-11	7.0.0-rc.5		310b90f1180fe1778ca4c16928ce3066e5737319
org.openrewrite	rewrite-java-11	7.0.0-rc.6		6e9a4860ad27ef734c6b10907b4ca78397f351d9
org.openrewrite	rewrite-java-11	7.0.0-rc.7		a7f5130a91b691f849a79c4aa46175b919eb4500
org.openrewrite	rewrite-java-11	7.0.0-rc.8		dd81ddc392ace6d975444c6b56c91d210e85e15b
org.openrewrite	rewrite-java-11	7.0.0-rc.9		2bdd44325bc5286ccc70a050b7d9de53d934d846
org.openrewrite	rewrite-java-11	7.0.1		32c7e059a86d47f296f747f9dc0f9c3e34cbde3c
org.openrewrite	rewrite-java-11	7.1.0		8b4b3913e7e80a575429d65c7187e7f9c92400de
org.openrewrite	rewrite-java-11	7.10.0		52a9c5ac1917b4ce9d0bed78ef75ce217ec5fcdc
org.openrewrite	rewrite-java-11	7.11.0		bd47b2c7099ff09a1fa7e48ccb23bf644e2ac66c
org.openrewrite	rewrite-java-11	7.11.1		3cac47db60fd71fb6901e48f10a8b39b3bf5cbe4
org.openrewrite	rewrite-java-11	7.11.1	noexamples	bfe95cd6a4f4658d4a859e41b4f4a488232df80d
org.openrewrite	rewrite-java-11	7.12.0		cfef51db704897b436c75dc29fba9a7d22928e96
org.openrewrite	rewrite-java-11	7.13.0		044ce3af3b9d27ff71a295ec9ebcc0d174faca2d
org.openrewrite	rewrite-java-11	7.14.0		00bcfab9e86af73e47cc7dfeb20108b342e2d8f7
org.openrewrite	rewrite-java-11	7.15.0		c760117639ce4d604554042ade8a7827df5a7951
org.openrewrite	rewrite-java-11	7.15.1		5264b840938aa992494f430e916d6031e0b662ad
org.openrewrite	rewrite-java-11	7.16.0		bd08f744635f542c9748b531f1232def9c833ff1
org.openrewrite	rewrite-java-11	7.16.2		649323aeeb64fefa72e84befda0ac7399c7894f6
org.openrewrite	rewrite-java-11	7.16.3		503b3c4cfdbe81eefb5d7319437c0c6ce4adc4ea
org.openrewrite	rewrite-java-11	7.17.0		f7b591214fa873fef6a61e62faada90bb555c2ae
org.openrewrite	rewrite-java-11	7.17.1		1cb97d76a831cde5d2ae352f8fb77e65a07f7ac4
org.openrewrite	rewrite-java-11	7.17.2		bd10d983e0a40aa92be1d56933e7a34acd192727
org.openrewrite	rewrite-java-11	7.17.3		9d0f64adc13b413d5e332269e7f70cbf9bacf0a4
org.openrewrite	rewrite-java-11	7.18.0		f4be39f90c652780d64dbb4c0a9fe508441f4ddb
org.openrewrite	rewrite-java-11	7.18.1		a19448c7238c6f54201097a7005bf2b9714d3f77
org.openrewrite	rewrite-java-11	7.18.2		7ff20c5c4edcd0647b2ce060fddb7403a918c4e4
org.openrewrite	rewrite-java-11	7.19.0		235c7b841388638685efbfcbdf0d1786f8f30cbf
org.openrewrite	rewrite-java-11	7.2.0		6a9a69313272722f6228ac91532fdd55704476d6
org.openrewrite	rewrite-java-11	7.2.1		1baa9c132bb20b26d3184a80bee1535265584692
org.openrewrite	rewrite-java-11	7.2.2		514bbdedc48e1f715e3a6db6464b91edd51425de
org.openrewrite	rewrite-java-11	7.20.0		0f7a4a58e6458d39cf7f406c19ccc344176b5792
org.openrewrite	rewrite-java-11	7.21.0		aebd2aca850662ae978851b8927666873ca81898
org.openrewrite	rewrite-java-11	7.21.1		3ccc00df33b82e1122eb724bb7c74cbf34cd9be5
org.openrewrite	rewrite-java-11	7.21.3		9a904677590c2db96f89a567aac87aa24e7ef29d
org.openrewrite	rewrite-java-11	7.22.0		cdc23fd3ad35c91b939cd9b4bbe1a1fc4b85a5ad
org.openrewrite	rewrite-java-11	7.23.0		eb89d9254c7a9a0251d835e2d665124817e4a9f9
org.openrewrite	rewrite-java-11	7.24.0		65f3ddf4b108bc7c92cb46858bb1a5c669021a7f
org.openrewrite	rewrite-java-11	7.24.1		200d0c0c90f5919cc336a784f3f6183e79d83fdb
org.openrewrite	rewrite-java-11	7.24.2		4994611df02cea7f15fd32794f030199f064814f
org.openrewrite	rewrite-java-11	7.25.0		aa93496f369273e4af9af86fdeba47284a27726d
org.openrewrite	rewrite-java-11	7.26.0		07590734292c9276333de56fe87c5f398b3b9a36
org.openrewrite	rewrite-java-11	7.26.1		78d02858d85675cea384f1e5c59b6687cdb1c02c
org.openrewrite	rewrite-java-11	7.26.2		aa1b25bcaba3e1e63354eaa77759e3ffc0e65090
org.openrewrite	rewrite-java-11	7.26.3		0938bbf5bda3afdc97365ab8934961ee53e269c9
org.openrewrite	rewrite-java-11	7.27.0		adc5edbe7711f197a8def6e4e5f23930aaf656fa
org.openrewrite	rewrite-java-11	7.27.1		ce4017eb7c3c7be60d86083a98bb73c8b1ccfcfc
org.openrewrite	rewrite-java-11	7.27.2		03c3740320e815eb1da1f177e92aad64392a537a
org.openrewrite	rewrite-java-11	7.27.3		58b20cd0e6824abea664f28badea4fc1a8b7ba14
org.openrewrite	rewrite-java-11	7.28.0		fd3c82e7c6f59efadd4b636028c75bb4c86879b4
org.openrewrite	rewrite-java-11	7.29.0		886b26f8372ccec852c7b55e33a3790e0d0e0705
org.openrewrite	rewrite-java-11	7.3.0		bc04ee892e81863281ac5a70f2779a43df9dd921
org.openrewrite	rewrite-java-11	7.30.0		2ba34ef617fc1684d70f9b629092e4c2ff4ab374
org.openrewrite	rewrite-java-11	7.30.1		8856645bcc7780081bc2293edfb4d2d2d52ff020
org.openrewrite	rewrite-java-11	7.31.0		ea8b570705c6f97a78a7d69c061bd0f78b1276fa
org.openrewrite	rewrite-java-11	7.32.0		2bd9bd15a4e3e7bc7de27fb6db3fa084a359fcee
org.openrewrite	rewrite-java-11	7.32.1		7697cb3553b84856758e4c556981be9aace75f9b
org.openrewrite	rewrite-java-11	7.33.0		b4be24d481e52d3457e33ccc4d6762024445fb19
org.openrewrite	rewrite-java-11	7.34.0		05308dcc5ce66a6c52350f9c8465fe2e7d406442
org.openrewrite	rewrite-java-11	7.34.1		3813e14c002c70c3c0bda667e908d66826010f22
org.openrewrite	rewrite-java-11	7.34.2		d3b737c2cdcc8d0bd04fd8574fdc8be1ac08f383
org.openrewrite	rewrite-java-11	7.34.3		0aef4d976879af6167e56e0f799da0a6ae4d5702
org.openrewrite	rewrite-java-11	7.35.0		e298e878deb793cc8b2885683c35a5aa934bea1a
org.openrewrite	rewrite-java-11	7.36.0		fc0a7748b98648ac4180f6ae476d32b409d254b9
org.openrewrite	rewrite-java-11	7.36.1		b1717ba974122e45e6ed27758cdcfbc457f5582b
org.openrewrite	rewrite-java-11	7.37.0		f37b0519f8967a842d0aef87690d3364fa4f9542
org.openrewrite	rewrite-java-11	7.37.1		c5baad9a9e3a93b5ae0ef9d444f5aca85fe167be
org.openrewrite	rewrite-java-11	7.37.2		b6e150f82072134cb98a9fdb17608456856e3572
org.openrewrite	rewrite-java-11	7.37.3		c9054a76d817b6e9309195cbee256d03d57c898c
org.openrewrite	rewrite-java-11	7.38.0		7f48596737cf7d5a12b2b8febfc45bb562dee6ae
org.openrewrite	rewrite-java-11	7.39.0		edf8a94f9e0b85f38f9f70bb8d1ab0ca0b04b87d
org.openrewrite	rewrite-java-11	7.39.1		9fda3f01992b0191fe12bd6f7c15182e99b89013
org.openrewrite	rewrite-java-11	7.4.0		91760ce54cc613eb8581f41dbfd94e7d01d7c58a
org.openrewrite	rewrite-java-11	7.40.0		38bd49711461913a605703ade52ae5bc0490b49e
org.openrewrite	rewrite-java-11	7.40.1		001432c491521404dab6e978707f9ae68853a04f
org.openrewrite	rewrite-java-11	7.40.2		e4bf2443a6973295ee23db750957074157c04094
org.openrewrite	rewrite-java-11	7.40.3		b991d413a6e4d08493a6d0d373dee1b7b48dffc9
org.openrewrite	rewrite-java-11	7.40.4		a6cb862d4374a39d259bb246585a4c14753f6671
org.openrewrite	rewrite-java-11	7.40.5		e65c3e8074e0c1cbd476d5c797c98254a183babb
org.openrewrite	rewrite-java-11	7.40.6		49c9ae1bd3755215b2175b2d9c2118f3a3019c2b
org.openrewrite	rewrite-java-11	7.40.7		d5fac368ef5dd77da039aea04327a67146ee6a34
org.openrewrite	rewrite-java-11	7.40.8		03671fad41a3a2b0c40031ded5f4359e1c9d1cd1
org.openrewrite	rewrite-java-11	7.5.0		16067f5bde0deba5be661c78f70a284429ebf5b1
org.openrewrite	rewrite-java-11	7.6.0		74f88b769f039301ed833b7fb1cee2858f8db070
org.openrewrite	rewrite-java-11	7.7.0		0edd1544f0f986af44b9daac142afff37900695a
org.openrewrite	rewrite-java-11	7.8.0		988aeba1100c9da356663910e59cf5db62798371
org.openrewrite	rewrite-java-11	7.8.1		e45566295881690b0acb025782951fe68e85f235
org.openrewrite	rewrite-java-11	7.9.0		5333354a14fe082cf3a42cd929e17ddc6f20b044
org.openrewrite	rewrite-java-11	8.0.0		402e18499e3ab16842dfcae1843be64e0e105269
org.openrewrite	rewrite-java-11	8.1.0		b835ba5fbabbdeeda84dcd619e8ee1c413cf4441
org.openrewrite	rewrite-java-11	8.1.1		7d2c277536bf46356ed9ae7ab6eedbd363bb0f44
org.openrewrite	rewrite-java-11	8.1.10		0bc6b310a05cc1438b15e45851f24ee00b40a209
org.openrewrite	rewrite-java-11	8.1.11		cb0d9f7b2f7a2e4b820687206678f49cefa1ee17
org.openrewrite	rewrite-java-11	8.1.12		792a2285564f8b4b2896f3d957ec1e3dc4027bcf
org.openrewrite	rewrite-java-11	8.1.13		1cc446e6bf2069ad53bfb5e71604be5ae0f92313
org.openrewrite	rewrite-java-11	8.1.14		4e2395e2839e8421a087c96683562944184552e9
org.openrewrite	rewrite-java-11	8.1.15		96680e45f7a8fb87c65c27c8d77189fa2e955094
org.openrewrite	rewrite-java-11	8.1.2		d77542a629e2fec3f4ee2742a14807f2b19ac7ea
org.openrewrite	rewrite-java-11	8.1.3		457daaf9433b927cf2ddb8a6ff1b80245a29d35a
org.openrewrite	rewrite-java-11	8.1.4		424aff361198b772ca49d9183379043207c32a31
org.openrewrite	rewrite-java-11	8.1.5		53d7b32399c535f61c666aa4ddb204b0e8b681ae
org.openrewrite	rewrite-java-11	8.1.6		8542160c674c3cd04a2a468230d6bab704140fcd
org.openrewrite	rewrite-java-11	8.1.7		82a19fb7bd61041ab3c61a99ee28504449e9de16
org.openrewrite	rewrite-java-11	8.1.8		070aaff94f892e50f7c54a0df2bd57623285d113
org.openrewrite	rewrite-java-11	8.1.9		7f3bb33d110438eb376a3c861ce8ba80e6876b97
org.openrewrite	rewrite-java-11	8.10.0		c5baa065c08e6de75dfab5e3ebbdec4e47362a26
org.openrewrite	rewrite-java-11	8.10.1		e484afb38faa471395595f8699d5e76ac5e1fbca
org.openrewrite	rewrite-java-11	8.11.0		35bdeddfd618caaf2ceb6b004e1c09b66b724cb4
org.openrewrite	rewrite-java-11	8.11.1		82b1dff6e7f17d6c8411499ee2f95627c5bc08e5
org.openrewrite	rewrite-java-11	8.11.2		d99e8f5a4d69b301d8e8d770ae58f396e9d073cc
org.openrewrite	rewrite-java-11	8.11.3		9374c2ba508edbdd4555754be8dd001ef5614b9f
org.openrewrite	rewrite-java-11	8.11.4		8a9044e73616ad428ee2427d79a040d285dcc260
org.openrewrite	rewrite-java-11	8.11.5		97a9ef79668f4e54326e32fbde3deb55d5998ba4
org.openrewrite	rewrite-java-11	8.12.0		955c3f8c69a5418523506a531aea70ff8d82dd79
org.openrewrite	rewrite-java-11	8.13.0		4afcef977a30d941dfe7e8b64be0467efe96c91d
org.openrewrite	rewrite-java-11	8.13.1		0bac7788c379f6d66118cfb1a5480be94a187e16
org.openrewrite	rewrite-java-11	8.13.2		4db914cbc63e3b405af0644a01723387081916f3
org.openrewrite	rewrite-java-11	8.13.3		e95c3f4e4d9158caee2f7d550cbf3c45b61c0a08
org.openrewrite	rewrite-java-11	8.13.4		a7f056a1d0f56e60aa2b13e0545ed72e735979b2
org.openrewrite	rewrite-java-11	8.13.5		fd8f5445fd33214a9981bcec6ef05fd74300c62d
org.openrewrite	rewrite-java-11	8.13.6		4fc13e111ce7b2b5bc783caf0aba80d4ea918685
org.openrewrite	rewrite-java-11	8.13.7		d0b734585560e2e91ca4c800faa2649a9ff0d44b
org.openrewrite	rewrite-java-11	8.13.8		55358877cc3667b4b48d4963394a6b89bc1eddc3
org.openrewrite	rewrite-java-11	8.14.0		05b67e847020bc16f4f64b6d0d3f81eb952e9d89
org.openrewrite	rewrite-java-11	8.14.1		56f7a457aed94459d42d159ff32fa533e59d9b96
org.openrewrite	rewrite-java-11	8.14.2		909d855475db7e4a7546c36302e50dc407fd05b8
org.openrewrite	rewrite-java-11	8.14.3		b3df1eccd6f75e0a90377075df825d5fd1fcad8a
org.openrewrite	rewrite-java-11	8.14.4		9671920861c347d67985bddb9dbca7ea04211e15
org.openrewrite	rewrite-java-11	8.15.0		7028df4f40ed916a62f91511f4e1a00a9c8896b0
org.openrewrite	rewrite-java-11	8.15.1		59366187f2b536968ef1ac0828cacd583d9e3bb0
org.openrewrite	rewrite-java-11	8.15.2		3a01fc4f7f59602fc8c96829a4b9b31697637937
org.openrewrite	rewrite-java-11	8.16.0		ec246d77a961b7585ae363e5a75241bcadc122de
org.openrewrite	rewrite-java-11	8.17.0		4597637c86e14df7b5ad775b4210f274cb43547d
org.openrewrite	rewrite-java-11	8.17.1		a1071d1ecef3a15fa99f62f227765697a95b8bd8
org.openrewrite	rewrite-java-11	8.18.0		deed6baffa14719eb41ece4c8a99ae77e68459b8
org.openrewrite	rewrite-java-11	8.18.1		2e8cda5765f67d5e8122625b8fb2a1341da3ffc8
org.openrewrite	rewrite-java-11	8.18.2		ce87af3fb38bdd3f5e5a077adb89169a72a2a847
org.openrewrite	rewrite-java-11	8.19.0		05a6e9c47deb0ffbc58a631d16079b5b9a1ce124
org.openrewrite	rewrite-java-11	8.2.0		3f0f4fbe7987fed4272eb27cc428b28fb414c5df
org.openrewrite	rewrite-java-11	8.20.0		af687fdc6757bd1b79ab29a696093487bed4673e
org.openrewrite	rewrite-java-11	8.21.0		3329d59d31fb28fed0d1de14ce4f723774ab1bd5
org.openrewrite	rewrite-java-11	8.22.0		016d84ad904e519b3df5f4b102409ab1c3e7caa4
org.openrewrite	rewrite-java-11	8.23.0		c91210a2c8dfae1ef77f1649c112134492e2c61b
org.openrewrite	rewrite-java-11	8.23.1		c189e4ee926703fb2a8dcf0d5cfefffacb3d882b
org.openrewrite	rewrite-java-11	8.23.2		fce4fd42d45763635abfeefa52ddded3907e318e
org.openrewrite	rewrite-java-11	8.23.3		a8ec7a19dc7f1c6c7d54d336e0241434d147f76a
org.openrewrite	rewrite-java-11	8.24.0		96ba3fd8eca088e2262651c259cb3038298210fe
org.openrewrite	rewrite-java-11	8.25.0		e30d2e88f88d200ca00550d973f50ada00c9e0a4
org.openrewrite	rewrite-java-11	8.26.0		b131cc2e55890dfba10055cfc83d87ad6eb92f7a
org.openrewrite	rewrite-java-11	8.27.0		51c84c1aa52af97ab5f032440bad010302164539
org.openrewrite	rewrite-java-11	8.27.1		ff909d5d07bc1e2adce81255a28591ae5b4bb281
org.openrewrite	rewrite-java-11	8.27.2		38f86a71e6bd5dfa4b9f124d899ddad3d63a00ce
org.openrewrite	rewrite-java-11	8.27.3		6853cadf61af3356c1a920c9813ce4aa76e2a842
org.openrewrite	rewrite-java-11	8.27.4		3b98a610f960c6ff589011986f2a4b1ff4fdd007
org.openrewrite	rewrite-java-11	8.28.0		a37a636bbcd30975628501c66d7b40fd6fc9cc78
org.openrewrite	rewrite-java-11	8.28.1		69ba421123357164d063463dfd14167ed4ec79d4
org.openrewrite	rewrite-java-11	8.29.0		4613e40355441975fc742e1d480248d773851a12
org.openrewrite	rewrite-java-11	8.3.0		d23d173f32719a50e0243ab83f162dbcfe3d7b8c
org.openrewrite	rewrite-java-11	8.30.0		d168e7149c7174468ce81a18d6a1ceac5f74d9de
org.openrewrite	rewrite-java-11	8.31.1		78d17ea521a081f830d99c7031907be70a732981
org.openrewrite	rewrite-java-11	8.32.0		d95cc9115b02480842a0211e81b27913ab4d9808
org.openrewrite	rewrite-java-11	8.32.1		b3901ff94387ed74baa780fdb746a594b5b39bb4
org.openrewrite	rewrite-java-11	8.33.0		b4972755177881d18a8ef3005aac4c82b2d9a7e7
org.openrewrite	rewrite-java-11	8.33.1		aaad702e22c9e37a4857fa8b0646b24b58bfa5cf
org.openrewrite	rewrite-java-11	8.33.2		f6d4ca693447975e557e37d0b86495d5befddeba
org.openrewrite	rewrite-java-11	8.33.3		6902839b8ba93b652cb63186fff6ca40b09ebffa
org.openrewrite	rewrite-java-11	8.33.4		58f3373a754979ba51ceddc8a67f2ffd6e96f8b5
org.openrewrite	rewrite-java-11	8.33.5		6e69b7fd1f1d781f641d94d29056ee1be53a433d
org.openrewrite	rewrite-java-11	8.33.6		2bc9e2ce6d8f99ff26e81f799f56f403681950c1
org.openrewrite	rewrite-java-11	8.33.7		6c442bd1dbb76eb405261af63c4b4c9e0b19d482
org.openrewrite	rewrite-java-11	8.33.8		79848cbc457ee2f32660cb20c5fb741795778ec7
org.openrewrite	rewrite-java-11	8.34.0		e2f8615aad1374ba7bdf969ee16e4370f00dbdde
org.openrewrite	rewrite-java-11	8.34.1		cf8f2a030db4e9775570680fc20261634d40ee4a
org.openrewrite	rewrite-java-11	8.34.2		cc9fd495bc07cf06fb69cb1e81548104f3d0c057
org.openrewrite	rewrite-java-11	8.34.3		0addff0060d650f29a9187aa409aaa3541b50b9e
org.openrewrite	rewrite-java-11	8.34.4		296b9d7d3ad747af8bd76f2afcf0f30d90a21a52
org.openrewrite	rewrite-java-11	8.35.0		4d324e1be5b8b4c409f84b53e6416030b35d108d
org.openrewrite	rewrite-java-11	8.35.1		ece95b21567809558000b16f642eb22ce9aa97d8
org.openrewrite	rewrite-java-11	8.35.2		95116012186640d28dd67fea8cf9b197af590854
org.openrewrite	rewrite-java-11	8.35.3		022a305b89f244580ae5d4f5de8d9aa67f91cea3
org.openrewrite	rewrite-java-11	8.35.4		264ea8439a11b7611040bf13d0cc6d514f0ed6fb
org.openrewrite	rewrite-java-11	8.36.0		949336d955103669843803f11010fa1e6db480e4
org.openrewrite	rewrite-java-11	8.37.0		9b8e9d6277702eb8dde45f95b2343d9343053127
org.openrewrite	rewrite-java-11	8.37.1		6f4a6b6262b44be4ae68e0eba06fa90c7f551167
org.openrewrite	rewrite-java-11	8.37.2		5e222243f456c11da64eba45e4a5fa713f9d3ed6
org.openrewrite	rewrite-java-11	8.37.3		aab3e77049697ff10fd1d945a5e958ffabeede72
org.openrewrite	rewrite-java-11	8.37.4		de8b2423134ade4eb8fbf9286979df9edf4d1e90
org.openrewrite	rewrite-java-11	8.38.0		9b27cae07b2f3e4427986255641478b969653063
org.openrewrite	rewrite-java-11	8.38.1		c61eea5bdcbee171f9d294231b6a455e0ff3de24
org.openrewrite	rewrite-java-11	8.38.2		17b81643ace5a2df683e9a50fc52b44fbc60f2a2
org.openrewrite	rewrite-java-11	8.38.3		a74fcebea6b775dc3c7ac7824a072b283b1e8694
org.openrewrite	rewrite-java-11	8.39.0		122f269e07e73cdf0373d4334493dd1f76e79b33
org.openrewrite	rewrite-java-11	8.4.0		01c5867c6308a214478aa0083f7d79dc1cc89c35
org.openrewrite	rewrite-java-11	8.4.1		01b817f8529212ab938b3323e9fc00183060caa9
org.openrewrite	rewrite-java-11	8.4.2		6045751a45346adc30571631d94d8f27b671b056
org.openrewrite	rewrite-java-11	8.40.0		50ddba0e7d4555c8f75dcad2765e9e5a73a5dc6c
