ch.exense	script-dev	3.6.1		N/A
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0		05ef8f6fce147cb229135f1691e14a016b205a10
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0-M1		f0e69019067f869ff95c7c855ebac0ffb51c98e3
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0-M2		e6aa431d2ebd96fbfa9dfb1133048c6378d24bbf
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0-M3		c627d54db1cfa931645ad5d95962b74c3a1775d6
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0-RC1		13873921fc8ed655201558acd03d737fe493596e
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.0-RC2		030a907372caed98fdfa5f82423b89e5d84c12bc
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.1		669637a7d6384adf834303991ef2a2ded5acdfd5
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.1-RC1		00a57cf8034c10550a8643743d05dce3133239f1
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.1-RC2		8c36a0f55b9754d973923e4e2c7749fe37cd1379
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.2		dcae9bd4b84df35f66e0f839e0dd91d1fd650e13
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.2-RC1		dc2a0592c3e79fee74ba2deb23d66340c885f014
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.2-RC2		e24fef0be1a865e60b33ee004f11903b214439db
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.3		52ee2d4a64362ef85790c72eb9d28cb1a04aa8c6
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.3-RC1		485062f70776a75b4f89d6234824c5d22a129032
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.3-RC2		7d604fb9712de7b558570408b5c95b1501066665
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.4		621f5976242276886a341182a89befd4d9cba053
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.4-RC1		d8211db60b34199b846fb1ba9e4d6894d202c4c4
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.5		8b339e729cfcf14870f334a736f41f7239c237da
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.5-RC1		37d5ae9440e370cdeae5fe9775e25925f3592a65
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.5-RC2		11c727766f8dcc5d2b4e33cea04cad903bad827a
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.5-RC3		0ff7f248d6c75974f963bbc578b2646caa3c5433
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.6		8d07d1a0dbaadebe97212c5778091bed2a46cbd8
org.eclipse.persistence	org.eclipse.persistence.jpars	4.0.6-RC1		8984f178e27b5c3dd1dd9d5ea9d977ab18c04d17
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B01		80ab3f310a5a1557156fb09fe92faab453906a55
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B02		44666a4f2a860b07c5a9f33d766444876073826e
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B03		cfc1f48cfa21f316f7afdfb7974154488c16b06f
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B04		de73d55e133bb6e1ad3574fa0b392b59014b5985
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B05		1ef02d29e58340231ed7a6e90f441e8229024e25
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B06		7f8fff55cec9c806237ae0433337fb104b660656
org.eclipse.persistence	org.eclipse.persistence.jpars	5.0.0-B07		f50fe8fe970718df325dabe52a925f3efe77a01e
org.jboss.errai	errai-jpa-demo-grocery-list	2.1.0.Beta1		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.1.0.CR1		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.1.0.CR2		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.1.0.Final		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.1.1.Final		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.2.0.CR1		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.3.0.CR1		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.3.0.Final		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.3.1.Final		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	2.3.2.Final		N/A
org.jboss.errai	errai-jpa-demo-grocery-list	3.0.0.20130604-M1		N/A
org.jboss.resteasy	resteasy-jdk-http	2.3.10.Final		3ae4cfac753dca3e0768c0f5ebce6bfe560670a7
org.jboss.resteasy	resteasy-jdk-http	2.3.3.Final		e9d0772124383f64704b1212f54727d4dd3884b5
org.jboss.resteasy	resteasy-jdk-http	2.3.4.Final		ba278f10c0f73908dca0a650040008bfab6c7e78
org.jboss.resteasy	resteasy-jdk-http	2.3.5.Final		a4a8f3b6e42c28ebcdc1a646f30a4f681711319d
org.jboss.resteasy	resteasy-jdk-http	2.3.6.Final		74080031abb4758891e883347977a511426b8306
org.jboss.resteasy	resteasy-jdk-http	2.3.7.Final		30f422ca6142b920dbbaddd4179b7b7242c3159c
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-1		069500a09303ee5a39ff96ca1d4eb7e1d487f470
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-2		3fe5a74619266d40d2a1be489f5afc8a09b4b85d
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-3		f13ac98e34b09340e6eccf7c2aebb8c9ec6a1a78
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-4		d987f45b57dd3792dba830de7d2bab2a64b32a5f
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-5		a7b75eb22b24f2cb4dd56d935c8e74dd57f5939d
org.jboss.resteasy	resteasy-jdk-http	3.0-beta-6		9d12231d4881432cb957e4f243e56e198e20d9a2
org.jboss.resteasy	resteasy-jdk-http	3.0-rc-1		19f99ba29687bc261f60e7353a8f44de301ef2b9
org.jboss.resteasy	resteasy-jdk-http	3.0.0.Final		b18b63b96165ad9a9980bbde4dc1337f9c969778
org.jboss.resteasy	resteasy-jdk-http	3.0.1.Final		4013659dab37ddf68c0f3d532f176814f9cdf25f
org.jboss.resteasy	resteasy-jdk-http	3.0.10.Final		b8aa30c65ee8c7d85b0abed47df25a201cabd9db
org.jboss.resteasy	resteasy-jdk-http	3.0.11.Final		91524dcabc320249453fefdbd76be5e3df5604b5
org.jboss.resteasy	resteasy-jdk-http	3.0.12.Final		3b5624fa1ad68895c84f43bf02904d0bc0894e21
org.jboss.resteasy	resteasy-jdk-http	3.0.13.Final		94d819ccf42bb6d6e548a1b7050f4b7dd353f906
org.jboss.resteasy	resteasy-jdk-http	3.0.14.Final		49ef6bf5914b3aaee0e3ad22a49548415af008d4
org.jboss.resteasy	resteasy-jdk-http	3.0.15.Final		36bf5568f2bb29708ebe9c7c0768eb51602803e0
org.jboss.resteasy	resteasy-jdk-http	3.0.16.Final		f7d9bc94bdbc93988033ead8564c4502ce9ed794
org.jboss.resteasy	resteasy-jdk-http	3.0.17.Final		eb3fd1017b990f9be9ac8ae16447701e54edd25c
org.jboss.resteasy	resteasy-jdk-http	3.0.18.Final		15625c79a1ee12d89886c2d34acf0b5a7ca87fde
org.jboss.resteasy	resteasy-jdk-http	3.0.19.Final		6f9f6b894ce846a9020aa167db3325ce990ba425
org.jboss.resteasy	resteasy-jdk-http	3.0.2.Final		15c81d7148fb6e7c9e647b002bb8ab038a617078
org.jboss.resteasy	resteasy-jdk-http	3.0.20.Final		6f8eda4768c9d2dbaf05aac95fe5a8cb6a066565
org.jboss.resteasy	resteasy-jdk-http	3.0.21.Final		90d4400c2d395eb12b52efecb2e6697051a10a18
org.jboss.resteasy	resteasy-jdk-http	3.0.22.Final		f764a8e946686439b5415b2959c4c6d1d1b5c621
org.jboss.resteasy	resteasy-jdk-http	3.0.23.Final		2443a8d54982853ea6d0ec11d144634a926faa2a
org.jboss.resteasy	resteasy-jdk-http	3.0.24.Final		b876b60b2ef4e1b27c97a3e63bbf0c91464e1872
org.jboss.resteasy	resteasy-jdk-http	3.0.26.Final		142d94cf20066a45fa9a3144c9210f100edd641a
org.jboss.resteasy	resteasy-jdk-http	3.0.3.Final		7adb80a59f423cd375d6449efb8c1530bd786418
org.jboss.resteasy	resteasy-jdk-http	3.0.4.Final		859d78a72eb35fffa9b813ecad1f9fbf90940732
org.jboss.resteasy	resteasy-jdk-http	3.0.5.Final		aabeabd06aeb6b8cc1d69c5cc6c52715d025bf3d
org.jboss.resteasy	resteasy-jdk-http	3.0.6.Final		f2aeb7fea7d841a04f83770337a9fddac4597236
org.jboss.resteasy	resteasy-jdk-http	3.0.7.Final		1904e5c2046828aaca1b740f21c261021f81339b
org.jboss.resteasy	resteasy-jdk-http	3.0.8.Final		5079a9fcaf6154b1d21a7c1fd5b8a1a253a76497
org.jboss.resteasy	resteasy-jdk-http	3.0.9.Final		f66a9e08fd3031726a22477d27c421ccc2b97be4
org.jboss.resteasy	resteasy-jdk-http	3.1.0.Beta1		2216a1508d21e44d6cfe8a6dd674b260bae2fed6
org.jboss.resteasy	resteasy-jdk-http	3.1.0.Beta2		866a8403d70d857fa55a439fec03791d85701911
org.jboss.resteasy	resteasy-jdk-http	3.1.0.CR1		4897aba49d30bd6b9c952b4678e41d9efaa8dc2e
org.jboss.resteasy	resteasy-jdk-http	3.1.0.CR2		025e81141eab3ae4913fb12e1cebc388acbd5bb0
org.jboss.resteasy	resteasy-jdk-http	3.1.0.CR3		1be112eb3dab76cab631cb13420dc758e6af592b
org.jboss.resteasy	resteasy-jdk-http	3.1.0.Final		5592c4458f2530acbf66656b58d5c40750344bdf
org.jboss.resteasy	resteasy-jdk-http	3.1.1.Final		f87535520dfe660560e343bf01aff263299ae0d0
org.jboss.resteasy	resteasy-jdk-http	3.1.2.Final		11fa36d96d9f3213e321bc6015a51e38a6239489
org.jboss.resteasy	resteasy-jdk-http	3.1.3.Final		ae86c257cf96505ae25ca7a63ef3b399918da8a9
org.jboss.resteasy	resteasy-jdk-http	3.1.4.Final		b7a30615745034ec4e6070a932208211339e260d
org.jboss.resteasy	resteasy-jdk-http	3.10.0.Final		1c132b0ba4dafee140c1e11bc3ebbc36a00bc7d9
org.jboss.resteasy	resteasy-jdk-http	3.11.0.Final		dae98e02ee7d0dd51f01101e7c79d45960f1bf56
org.jboss.resteasy	resteasy-jdk-http	3.11.1.Final		9cd19a420f8b29c0dbab7134c19bcf9039ef4d6d
org.jboss.resteasy	resteasy-jdk-http	3.11.2.Final		3e383047f6323e913838d592eae930a36050c413
org.jboss.resteasy	resteasy-jdk-http	3.11.3.Final		2b9004631ec32544a523407659274654f653edfd
org.jboss.resteasy	resteasy-jdk-http	3.11.4.Final		a666d0561c91335e21acf593bb346558dcca8e16
org.jboss.resteasy	resteasy-jdk-http	3.11.5.Final		50491c36e2ff3e098e0621252998604a4add1a74
org.jboss.resteasy	resteasy-jdk-http	3.12.0.Final		567a0efdb1ab74808af47e43400529802fcae7f5
org.jboss.resteasy	resteasy-jdk-http	3.12.1.Final		27f404c9aa351b588722188fca4cc459dc9b850b
org.jboss.resteasy	resteasy-jdk-http	3.13.0.Final		5f63312fddc819b2af0d18fd856a015b4cffe8e4
org.jboss.resteasy	resteasy-jdk-http	3.13.1.Final		c32719f5fc75d054798929c28223276d3abf72a0
org.jboss.resteasy	resteasy-jdk-http	3.13.2.Final		3a7e907d40fb27682cbc75fdf0fc07006415b47c
org.jboss.resteasy	resteasy-jdk-http	3.14.0.Final		b1ffb83f262a0a142ab1a42e90f8433196689119
org.jboss.resteasy	resteasy-jdk-http	3.15.0.Alpha1		391082195f4be2c87aea2ead6c666a1a486d4df0
org.jboss.resteasy	resteasy-jdk-http	3.15.0.Final		12e1622b2ab40a3ddc997a79c4f138a0c9e382b8
org.jboss.resteasy	resteasy-jdk-http	3.15.1.Final		1e7dc8e9d6814c63bd87f68c77b08ae57598548c
org.jboss.resteasy	resteasy-jdk-http	3.15.2.Final		91a6ce068d7fdbe875b333bddf04e920908e9536
org.jboss.resteasy	resteasy-jdk-http	3.15.3.Final		cf160f9fa95ea6ebf75e367c8e3a925fc6513b28
org.jboss.resteasy	resteasy-jdk-http	3.15.6.Final		e07ca7f8b305fee85bdcb6c231442f6b115061c2
org.jboss.resteasy	resteasy-jdk-http	3.5.0.CR1		496c610f08b3fbabe5b48cd137a62efc4066ef1b
org.jboss.resteasy	resteasy-jdk-http	3.5.0.CR2		183e79ab840d28bfd9c7ae4b63b52d68c7089f0e
org.jboss.resteasy	resteasy-jdk-http	3.5.0.CR3		e5bb456ef6edf3b065b52880256ec4600b022a3e
org.jboss.resteasy	resteasy-jdk-http	3.5.0.CR4		0c2a7189d537a1d2cb460a59ad15233fd4ba01a7
org.jboss.resteasy	resteasy-jdk-http	3.5.0.Final		60bae4851542ee65f2f37331048a25d3f3ddea1f
org.jboss.resteasy	resteasy-jdk-http	3.5.1.Final		f916599fc1fd37e2af557015de3750a2075cab0b
org.jboss.resteasy	resteasy-jdk-http	3.6.0.CR1		0ac1fa459fda5225bf6344ee2abb5dd8d1d1820f
org.jboss.resteasy	resteasy-jdk-http	3.6.0.Final		36311a79a48db3d10ea349248d971f0c8dd4d6e1
org.jboss.resteasy	resteasy-jdk-http	3.6.1.Final		58fc509a8058019deab2cbf2012ed16f9f330444
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP1		324083d8eb42169f5bab441f9af692340e2bd600
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP2		d0bebf8f228e071672f846e45372b77fa7a67d9f
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP3		fb4fb2385d3a2c8f6a2205a2c26bedbec735085d
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP5		dc11c1dcd3a25730e2950baadd888cd75686411a
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP6		b06dbcf0becfb19138757affec48d8ca4b9c60b7
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP7		95795675972a9d06977a7115a5e2e892c99b8753
org.jboss.resteasy	resteasy-jdk-http	3.6.1.SP8		d774ff0fe8cdb22ae7b68615a99e9c382309637b
org.jboss.resteasy	resteasy-jdk-http	3.6.2.Final		d1c69b14be190972c9786874fb0f0dfe6be223ee
org.jboss.resteasy	resteasy-jdk-http	3.6.3.Final		31e7a15d97b09dab51ab71a19bd240af7af966b7
org.jboss.resteasy	resteasy-jdk-http	3.6.3.SP1		4464cb9f1b877f252bd8df17735553064e74f333
org.jboss.resteasy	resteasy-jdk-http	3.7.0.Final		6a92a466f57493317425a0669f7c19ee23dabc6f
org.jboss.resteasy	resteasy-jdk-http	3.8.0.Final		b0bab1e05e01ff3f80666e2a21689c81e611e62e
org.jboss.resteasy	resteasy-jdk-http	3.8.1.Final		6d728cba816f8f4f1d03b8d58b9376d5c46d732f
org.jboss.resteasy	resteasy-jdk-http	3.9.0.Final		22a38580b2300bbb8c509c31a848bd2f05213616
org.jboss.resteasy	resteasy-jdk-http	3.9.1.Final		710a90cdd32a30595db031e1a8f5cc8bc0ba29f6
org.jboss.resteasy	resteasy-jdk-http	3.9.2.Final		4461c6812a85e1cf24e0f8545272155e1a37ad52
org.jboss.resteasy	resteasy-jdk-http	3.9.3.Final		f43d961ad25d6ab23c2929b066db0fe7c16c2f7d
org.jboss.resteasy	resteasy-jdk-http	3.9.3.SP1		3e6d04fc54e51d67bb5f3d6243d5299486030cdf
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta1		ac8a3338c3246f4022eb110808a297f924b0c906
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta2		0b923b6e33bc02f838d07b84fc8081e46c05b0ca
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta3		c6642dc7253fac36572faf516e53b3bc571d5809
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta4		e7133044ffeaa8954a72a327d7ed5dcc4b95a6b8
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta5		6339ffd8b212b40b26e9ee8a37b48ecc81e822ba
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta6		042fa67ba547e19476cc7e0dbc364bcefc933e17
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta7		cfbb4865a6564729671a67290146775c623234b0
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Beta8		ecf0e1b785a31bb2682004d17464ab1709e31c7d
org.jboss.resteasy	resteasy-jdk-http	4.0.0.CR1		449d0b9713321de6fba2607f133bed0620a93982
org.jboss.resteasy	resteasy-jdk-http	4.0.0.CR2		9d23e6270344b1b2338db632edd172fa46792124
org.jboss.resteasy	resteasy-jdk-http	4.0.0.CR3		e1594055401bac3cac9dd4eac7eaa861110daec1
org.jboss.resteasy	resteasy-jdk-http	4.0.0.Final		a0e5f78bdb0e943b59773248dc937b0d019f8722
org.jboss.resteasy	resteasy-jdk-http	4.1.0.Final		95878b59795cbc9a6da983a344aefadecb97e528
org.jboss.resteasy	resteasy-jdk-http	4.1.1.Final		517e28f2b07491e3cf1d6a6e9303498e4c95c567
org.jboss.resteasy	resteasy-jdk-http	4.2.0.Final		e12b9a251de8efd83e0c0973072266ed7dbc7a41
org.jboss.resteasy	resteasy-jdk-http	4.3.0.Final		1934041e3a2e5125ef8e8baddbf77f543260e938
org.jboss.resteasy	resteasy-jdk-http	4.3.1.Final		42a7319d80d077fcdc61a5dcde94d0a0f6bd4e6a
org.jboss.resteasy	resteasy-jdk-http	4.4.0.CR1		0dc14880a9d48f0e4e123addaa01d22e41efcc7f
org.jboss.resteasy	resteasy-jdk-http	4.4.0.Final		2a8f535440903bc29eaa9921b79edd71d0bb23d1
org.jboss.resteasy	resteasy-jdk-http	4.4.1.Final		7afa4094a641d968be879d91677eb7dd7dd51c53
org.jboss.resteasy	resteasy-jdk-http	4.4.2.Final		b9e0e27593611d91084114472b39aa865a99f60e
org.jboss.resteasy	resteasy-jdk-http	4.4.3.Final		a81900230f3fbee89d76fe0eaa8e12b2dce96235
org.jboss.resteasy	resteasy-jdk-http	4.5.0.Final		86fab46063d7fb5934e4b5acd34079fe06aa8697
org.jboss.resteasy	resteasy-jdk-http	4.5.1.Final		eacc6b613d61a782c04eeaf3a160fb445893cbd6
org.jboss.resteasy	resteasy-jdk-http	4.5.10.Final		f30ded6aaf57f99e9a4f44375e6fe7cd540c3f2c
org.jboss.resteasy	resteasy-jdk-http	4.5.11.Final		1c6ed34eda868bd27d6825d8142be0905a91f4c3
org.jboss.resteasy	resteasy-jdk-http	4.5.12.Beta1		91fcf95be24296c7b27f539438ab3f9b32195d56
org.jboss.resteasy	resteasy-jdk-http	4.5.12.Final		ba4e10a2c15f295cdc8c4c0712f1c1c72d1a2482
org.jboss.resteasy	resteasy-jdk-http	4.5.2.Final		699061524b6fd59e916acab2061f06a7181e5351
org.jboss.resteasy	resteasy-jdk-http	4.5.3.Final		39a768245497c6560da8ae35f5b16a7aed2c1b8b
org.jboss.resteasy	resteasy-jdk-http	4.5.4.Final		3038205ee21cfd373b6327a8ff1777310487b262
org.jboss.resteasy	resteasy-jdk-http	4.5.5.Final		4ff58b21b5e418ee9e1d57602237af7a00e5ba1f
org.jboss.resteasy	resteasy-jdk-http	4.5.6.Final		785535d3e719bfbbb8ebb827cb44e06e318ae977
org.jboss.resteasy	resteasy-jdk-http	4.5.7.Final		5ca83a7617aa343e42c3f9477f3a5ea614547968
org.jboss.resteasy	resteasy-jdk-http	4.5.8.Final		1ab18cd777a0e4c60a5909d45abfbb6e41ed4698
org.jboss.resteasy	resteasy-jdk-http	4.5.8.SP1		1b8acfd1b4d4989eb9caf5942337213f77739d51
org.jboss.resteasy	resteasy-jdk-http	4.5.9.Final		73248bf93b62e72fd4efd22d81a03b0fec3c0ea2
org.jboss.resteasy	resteasy-jdk-http	4.6.0.Final		0c268fc2641c4c065ac450823a87c80a0cb614d7
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Alpha1		aefed638a3bb0b0af8a36c11b6e29a52abb72ecb
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta1		960dbbe41f42340c09b99e1a0988cea967fe797b
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta2		10320ce5a7345f71f00672a2d803b63b3d61a565
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta3		a03f7a11748ffcb0592bd749f32e82498e53a46a
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta5		beccd30cc431cc92950150f0b5cfa09c76b6b4d1
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta6		0763d002b28f7f95193a33f6fea9738f55426d80
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta7		9ba1b4a49866fa2331d8c538c3620c3088bcacac
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta8		8076597197a9b31013b97eeb3bbfce3bb9295ecf
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Beta9		f3cba728ded1aae9d8aa462bc4a0813c6c11bef2
org.jboss.resteasy	resteasy-jdk-http	4.6.1.Final		d64ef11c90b99fc003ae77713cf598dfb5f30e0a
org.jboss.resteasy	resteasy-jdk-http	4.6.2.Final		135e3aa2b04433dfc1874e059f3c228ea8d241d4
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Beta1		80fca69087aff7e31245b4d59d44a5ed42b51c95
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Beta2		6a197529975ed37dc721de587fc5154fcc6fec5f
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Beta3		14cdadc46e804296f7ea7160f53be8ed6d9459bd
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Beta6		c2064d3353f8553e0a35f93c7e32cd4cc64507c7
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Beta7		8038065a247c6a9fcd16ce6bfa165b0d90b9f18a
org.jboss.resteasy	resteasy-jdk-http	4.7.0.Final		d6ca465b2c554f6d7c20d55beb0344707bfecf11
org.jboss.resteasy	resteasy-jdk-http	4.7.1.Final		f8c38fe1b0da1cce64c4a8aece9e16acd0e70ccb
org.jboss.resteasy	resteasy-jdk-http	4.7.10.Final		51dd1a19b2291d8587da12eca1d1b22562a9d401
org.jboss.resteasy	resteasy-jdk-http	4.7.2.Final		341ca0d10ef425f16148483c10f752142bdf0a82
org.jboss.resteasy	resteasy-jdk-http	4.7.3.Final		5eb4179120036d251e980d70e3637a00754d2c5c
org.jboss.resteasy	resteasy-jdk-http	4.7.4.Final		10c83df92c9611786f22e66e8871b05800db9e07
org.jboss.resteasy	resteasy-jdk-http	4.7.5.Final		adfdec3c4bacef5bfa69350444b2d0d81c6790d3
org.jboss.resteasy	resteasy-jdk-http	4.7.6.Final		a9e2e72b52a1e8f33afdd14a9978f5bbd5cbf5de
org.jboss.resteasy	resteasy-jdk-http	4.7.7.Final		f8cf9b1e396d5476d0be317c78a1b7212fa0cf81
org.jboss.resteasy	resteasy-jdk-http	4.7.8.Final		9711de1f6dad075fa0cf51cbc3b470526cb7ba69
org.jboss.resteasy	resteasy-jdk-http	4.7.9.Final		ad409728293990277f911eb2904912cdfaf4339c
org.jboss.resteasy	resteasy-jdk-http	5.0.0.Alpha1		c43b10e7974eb5e7e4fb9dd901f9477f3cdfce9f
org.jboss.resteasy	resteasy-jdk-http	5.0.0.Beta1		a4f32352834c835ab797b3b381f438d401194e55
org.jboss.resteasy	resteasy-jdk-http	5.0.0.Beta2		4433b25def9ea681f3fafa7b9463d0d0f6c4acd5
org.jboss.resteasy	resteasy-jdk-http	5.0.0.Beta3		2a1d4d1ccb504dc1298ac0e88a4746b05bb6cdee
org.jboss.resteasy	resteasy-jdk-http	5.0.0.Final		0fadc1256638368db2f56e87a06f4e17c63e2bce
org.jboss.resteasy	resteasy-jdk-http	5.0.1.Final		e9d4f7b2fc9fb9d6b77775d217555797c233bf3f
org.jboss.resteasy	resteasy-jdk-http	5.0.10.Final		754ae43755dd9f330fd17d302e2172f38b71c8ca
org.jboss.resteasy	resteasy-jdk-http	5.0.2.Final		044143131dbe722677c989b61fc3671406493ae6
org.jboss.resteasy	resteasy-jdk-http	5.0.3.Final		2d25477597bf7b1e8ab2cb6475787d139b6825d3
org.jboss.resteasy	resteasy-jdk-http	5.0.4.Final		3b8fad4fee093ec4a1fcc3ad87f2c4b343e6db27
org.jboss.resteasy	resteasy-jdk-http	5.0.5.Final		f8181a0823cc2e2f1075ef9b2ff1a4bc38aa8dac
org.jboss.resteasy	resteasy-jdk-http	5.0.6.Final		cff4180de298faa5ed76a3ab11cd285b7fde9283
org.jboss.resteasy	resteasy-jdk-http	5.0.7.Final		76729abd6dfd391a9fc00ade1158a3b17ff67f88
org.jboss.resteasy	resteasy-jdk-http	5.0.8.Final		9d022881f34619609ab9bb6bc5dc1a9b09739621
org.jboss.resteasy	resteasy-jdk-http	5.0.9.Final		3aa3d83d57e54a1e6c0491f7e453722c461a91ca
org.jboss.resteasy	resteasy-jdk-http	6.0.0.Beta1		001782bceb48f8cb8c933b75093646bcc3005ff6
org.jboss.resteasy	resteasy-jdk-http	6.0.0.Final		b86f4e80ba466905820ed6b92f2f72031c29e639
org.jboss.resteasy	resteasy-jdk-http	6.0.1.Final		de81d3bce979b925ad776672013e8308071dfbd3
org.jboss.resteasy	resteasy-jdk-http	6.0.2.Final		b168b826caab3c27dafa61d4b7741119c01fe67c
org.jboss.resteasy	resteasy-jdk-http	6.0.3.Final		a8dc05fc3256acd118dfbd1f7879f6eb326fde58
org.jboss.resteasy	resteasy-jdk-http	6.1.0.Alpha1		07750495337f33e87a82246c42405c69566f9b6e
org.jboss.resteasy	resteasy-jdk-http	6.1.0.Beta1		0a2004dd6d2b604f7a35b6808833a22158e308a9
org.jboss.resteasy	resteasy-jdk-http	6.1.0.Beta2		2dd809b9d7b9229c1f4ff9f9b43ee3ce25a7f285
org.jboss.resteasy	resteasy-jdk-http	6.1.0.Beta3		b4a1584c029c424001be7520f98f59cbd0ccba01
org.jboss.resteasy	resteasy-jdk-http	6.1.0.Final		3c1f8babd2ce861b9990bd40f10e3a213aecce63
org.jboss.resteasy	resteasy-jdk-http	6.2.0.Beta1		279a3c04fdf686314c18a1c5e2cae054f41229fe
org.jboss.resteasy	resteasy-jdk-http	6.2.0.Final		584c24e670388c74315f077873a247d02c708423
org.jboss.resteasy	resteasy-jdk-http	6.2.1.Final		42ae10e583bc7170aacd1d2e690a1575015721ed
org.jboss.resteasy	resteasy-jdk-http	6.2.10.Final		ecf01c80bf822abbad747304455c234c70862ad9
org.jboss.resteasy	resteasy-jdk-http	6.2.11.Final		75aa8e05e2e8b8c6d1f144229c030c7749a8c82f
org.jboss.resteasy	resteasy-jdk-http	6.2.12.Final		9c1befaaca175e356f4ec8d746106d5317b32188
org.jboss.resteasy	resteasy-jdk-http	6.2.2.Final		3cdcfc401d3bda6d55f65b5fd6b282a8e027ef67
org.jboss.resteasy	resteasy-jdk-http	6.2.3.Final		18309a6c3c0b961cc58506676921626d086ad6f7
org.jboss.resteasy	resteasy-jdk-http	6.2.4.Final		df837a39a231104cecf726b66f04ed2e2f3947f9
org.jboss.resteasy	resteasy-jdk-http	6.2.5.Final		384447dfe4bb3da27ad2ba4f65f0bf1f7f5b240b
org.jboss.resteasy	resteasy-jdk-http	6.2.6.Final		64088618580e356888f91e5366ab99d8180781ee
org.jboss.resteasy	resteasy-jdk-http	6.2.7.Final		74ac98a52cd1abf2ec583720b8a3fd9610fae6e6
org.jboss.resteasy	resteasy-jdk-http	6.2.8.Final		36704e9b2b5c36a1da505b6b5e667563cc7e96cf
org.jboss.resteasy	resteasy-jdk-http	6.2.9.Final		2038843b9950d9f622f25fbaa5447d297624fca6
