ca.gosyer	accompanist-placeholder-material3-android-debug	0.30.1		N/A
io.kform	kform-core-jvm	0.21.0		a7ffb51dfd97bb0defd87388c161da40eb074b16
io.kform	kform-core-jvm	0.21.1		f15107b97d1083bec87348edbb42708dfc1cd782
io.kform	kform-core-jvm	0.21.10		ccd2247f4e9ff8abe6b26b893abe982490b590a7
io.kform	kform-core-jvm	0.21.11		75d109af27274d04186c2c1cdf8633703e8bac45
io.kform	kform-core-jvm	0.21.2		34c03b00ad12a365853dbeb377675122f3f03368
io.kform	kform-core-jvm	0.21.3		34c03b00ad12a365853dbeb377675122f3f03368
io.kform	kform-core-jvm	0.21.4		34c03b00ad12a365853dbeb377675122f3f03368
io.kform	kform-core-jvm	0.21.5		d06ca4ba55d93506dd99b46dc3b98bd55b64d25c
io.kform	kform-core-jvm	0.21.6		d06ca4ba55d93506dd99b46dc3b98bd55b64d25c
io.kform	kform-core-jvm	0.21.7		d06ca4ba55d93506dd99b46dc3b98bd55b64d25c
io.kform	kform-core-jvm	0.21.8		d06ca4ba55d93506dd99b46dc3b98bd55b64d25c
io.kform	kform-core-jvm	0.21.9		f6189998d8260bc4650eea59ce35c25872019c39
io.kform	kform-core-jvm	0.22.0		5a3e134573f08463009be9dea57f5afcfe27662a
io.kform	kform-core-jvm	0.23.0		6d9425ac1843ca7d22e85e5b6f56d585ab1ca701
io.kform	kform-core-jvm	0.23.0-rc.1		5a3e134573f08463009be9dea57f5afcfe27662a
io.kform	kform-core-jvm	0.23.0-rc.2		5a3e134573f08463009be9dea57f5afcfe27662a
io.kform	kform-core-jvm	0.23.0-rc.3		5a3e134573f08463009be9dea57f5afcfe27662a
io.kform	kform-core-jvm	0.23.0-rc.4		68e991914ab0f0f0a55b063d0fc1caf04d390282
io.kform	kform-core-jvm	0.23.0-rc.5		f13235d9e1ba1e6fcb9b0e4a69c858d9161494a6
io.kform	kform-core-jvm	0.23.0-rc.6		480546fc94db5894c547bea5718b56da1fc52c6c
io.kform	kform-core-jvm	0.23.0-rc.7		e167844307a23a5986ba26573c64ef2f7fff6659
io.kform	kform-core-jvm	0.23.0-rc.8		6d9425ac1843ca7d22e85e5b6f56d585ab1ca701
io.kform	kform-core-jvm	0.23.1		c7168f46690ba539029db6de96671293f5f5cf86
io.kform	kform-core-jvm	0.23.2		c7168f46690ba539029db6de96671293f5f5cf86
io.kform	kform-core-jvm	0.24.0		c7168f46690ba539029db6de96671293f5f5cf86
io.kform	kform-core-jvm	0.24.1		c7168f46690ba539029db6de96671293f5f5cf86
io.kform	kform-core-jvm	0.24.2		c7168f46690ba539029db6de96671293f5f5cf86
io.kform	kform-core-jvm	0.24.3		a19e2164e8103c5851f23785a7d77aab4fd0ba7f
io.kform	kform-core-jvm	0.24.4		a7c9cdab0373176206141b8d218b6134f524c2b7
io.kform	kform-core-jvm	0.24.5		139be20aa7b9ff8c44c833e9669dd3adc3a8750f
io.kform	kform-core-jvm	0.24.6		139be20aa7b9ff8c44c833e9669dd3adc3a8750f
io.kform	kform-core-jvm	0.24.7		139be20aa7b9ff8c44c833e9669dd3adc3a8750f
io.kform	kform-core-jvm	0.25.0		8378274a4a5f7f56ff16a21a4415aef70ee5344b
io.kform	kform-core-jvm	0.25.1		8378274a4a5f7f56ff16a21a4415aef70ee5344b
io.kform	kform-core-jvm	0.25.1-RC.1		8378274a4a5f7f56ff16a21a4415aef70ee5344b
io.kform	kform-core-jvm	0.25.2		8378274a4a5f7f56ff16a21a4415aef70ee5344b
io.kform	kform-core-jvm	0.25.3		31fd5c993a097374feede39ed6a40dbade9320b8
io.kform	kform-core-jvm	0.25.4		31fd5c993a097374feede39ed6a40dbade9320b8
io.kform	kform-core-jvm	0.25.5		31fd5c993a097374feede39ed6a40dbade9320b8
io.kform	kform-core-jvm	0.26.0		e88ad826e0c08741bfd21978797dc52ed7d9e591
io.kform	kform-core-jvm	0.26.1		e88ad826e0c08741bfd21978797dc52ed7d9e591
io.kform	kform-core-jvm	0.26.2		7cf6c83d53fd7060611603e2aa21cdea4b46290a
io.kform	kform-core-jvm	0.27.0		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.0		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.1		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.10		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.11		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.12		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.13		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.14		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.15		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.16		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.17		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.18		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.19		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.2		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.20		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.3		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.4		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.5		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.6		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.7		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.8		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.0-beta.9		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.1		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.2		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.3		9d2e1e5628679b1866ae2e2ef3fa34124e6d94ed
io.kform	kform-core-jvm	0.27.4		863f4c3c8054d8ede8a09d11898d8825b5e128c6
io.kform	kform-core-jvm	0.3.0		00c6952492a60fa5b2e7318cda5a2f5db5630ba4
io.kform	kform-core-jvm	0.4.0		74d4f4fdfaa540dea1b1e7922c9cc08469ece4d6
io.kform	kform-core-jvm	0.4.1		74d4f4fdfaa540dea1b1e7922c9cc08469ece4d6
io.kform	kform-core-jvm	0.5.0		8ecfd61bf234f95b4e275a66bac802f644f8b8d6
io.kform	kform-core-jvm	0.6.0		8ecfd61bf234f95b4e275a66bac802f644f8b8d6
io.kform	kform-core-jvm	0.6.1		5fddc7447816afbbfd2fcfa1f1c75f9ee8cdd371
io.kform	kform-core-jvm	0.6.2		9340d14ad4f33c686fd28b5cb7941fbbda838cd8
io.kform	kform-core-jvm	0.6.3		9340d14ad4f33c686fd28b5cb7941fbbda838cd8
io.kform	kform-core-jvm	0.6.4		9340d14ad4f33c686fd28b5cb7941fbbda838cd8
io.kform	kform-core-jvm	0.6.5		9340d14ad4f33c686fd28b5cb7941fbbda838cd8
io.kform	kform-core-jvm	0.6.6		9340d14ad4f33c686fd28b5cb7941fbbda838cd8
io.kform	kform-core-jvm	0.6.7		46ab681b1acec382d0f8b6dd8f82fe96ddff27dc
io.kform	kform-core-jvm	0.6.8		46ab681b1acec382d0f8b6dd8f82fe96ddff27dc
io.kform	kform-core-jvm	0.6.9		46ab681b1acec382d0f8b6dd8f82fe96ddff27dc
io.kform	kform-core-jvm	0.7.0		46ab681b1acec382d0f8b6dd8f82fe96ddff27dc
io.kform	kform-core-jvm	0.7.1		f18f7be368473c08522f5ab9931865912dc52435
io.kform	kform-core-jvm	0.7.2		887c29465ec4e56e3882bd7a07dbcb062ebc3fb2
io.kform	kform-core-jvm	0.8.0		f631485145199a4c8730297f96da3e1877048d4b
io.kform	kform-core-jvm	0.8.1		f631485145199a4c8730297f96da3e1877048d4b
io.kform	kform-core-jvm	0.8.2		f631485145199a4c8730297f96da3e1877048d4b
io.kform	kform-core-jvm	0.9.0		e77f14b5235a0e285871db552cf67e0e8c22a293
io.kform	kform-core-jvm	0.9.1		4f2943dd71b4983839104a7af4b9a784128c878b
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0	metadata	87341ae73f61545748e83ab41f7d21a72a53d814
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0-beta-1		6e2802a002cf41e6af9e1aead2e5549448c52391
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0-beta-1	metadata	f10aa85d3af5fa1738153f2935715b8540816b7d
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0-rc-1		5f94a5f6c676351f3867ef3edb58079e562ca5ba
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.0-rc-1	metadata	1d599770d42745e53507dbab12d4f31403ef1230
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.1	metadata	d9d86abc82e2c285309220019863723d75c5dcd3
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.2	metadata	393913922d9aabb3a15fad544d36ca197447fe1d
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.3		3552cb008091cf53d9b6f652ec509a108b3bd343
io.ktor	ktor-client-content-negotiation-watchosarm64	2.0.3	metadata	3552cb008091cf53d9b6f652ec509a108b3bd343
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.0	metadata	45f713d39b2a75bf149f57968ecca1a214f66a41
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.1	metadata	8323a9bf2acca19fe6ccf61f2978bce33f12d430
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.2	metadata	32ace9966d1a047bcc1d33164293c130e62b3f59
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-client-content-negotiation-watchosarm64	2.1.3	metadata	d91a1ea3c8700f217d8cd77c3259cc011e4d28bb
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.0	metadata	dc219e0a5250ec347b23b3447e6a5f70687aac54
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.1	metadata	0c7485c7b7fd531f7dc35ac2ee2ce2ac5e9eee73
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.2	metadata	1d12e359a5b40bcc7f3655c09f7410aa3bef53ed
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.3	metadata	7d78adc2d8f833d94da1276f08bd12a8fe2e895c
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-client-content-negotiation-watchosarm64	2.2.4	metadata	a5cb39a8fc5c5f58a12c851f9e11582e1d9104b0
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.0	metadata	53cc73ff52c2be8c0046889833d7e81d36bb96c2
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.1	metadata	e6ea73cf23da1797eeba14af0241adbcc9cdb2e1
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.10	metadata	1bd9598eacc9eb6d7cda88efbfd8987ea9f1626c
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.11		9cfc9c915d3271a82237c297f2b2eae6b5ee93e0
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.11	metadata	d584c96596f07f9a571df0d364a1e86aa7187590
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.12		17338aafd507004ca070797eef7fe74371e7cf72
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.12	metadata	69f3a6cfa803ae4dccd3299e8378ba4059c965d6
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.13		a3b19e17db1eff87a29855b5112e712cff3e9ece
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.13	metadata	f8bfff8d9cd85645d95f8f8dc697ebc02a35c570
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.2	metadata	88012bb09e58b436e6570558029045e5758c2343
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.3	metadata	a0642077a28eca12774eef6d7092c320cfcda1dc
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.4	metadata	106e1cd550d49471b2c7ebbf4946fc7a611f3c3d
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.5	metadata	42f1df59ccd425e7676787f60fac54857d27be54
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.6	metadata	de0c71ebc4f2e890e58477159b0b4e3b81988bd0
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.7	metadata	4cab70663ba017f3046352e72706530226bf3f55
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.8		eac3b3317a46864d265cf863b1bdeb23be8a8179
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.8	metadata	91cc3e7d3aca35b0ac7c73d017edcf3939f0e152
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.9		b693ea2102f9c4cc8225d37950a60c380bc9ce41
io.ktor	ktor-client-content-negotiation-watchosarm64	2.3.9	metadata	1804ac8e85393d99c77edd93d10e2b08f16a764d
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0		aae3229fa3e1a07f0c9b0e38569c98cfcc9efe56
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0	metadata	c1d2224b6f9e29c470dd1e6c4e1157b6bbb94599
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-beta-1		b205cf4fd7b552f01cb8a5271151e79e01f95e13
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-beta-1	metadata	35d25dbd83d94176af4f6cc8c3d1143a1d2cefa1
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-beta-2		3554cd2e2e7b5f0e7f7e81031f1678a379d4e827
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-beta-2	metadata	804b811bce4684ef071c7abac82efe7aec149505
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-rc-1		8da956cda5b6d7fb194075153007823498e63c61
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-rc-1	metadata	7122fe80767465d0825aa00114642e99961d4117
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-rc-2		c4b40e9e4dcea39d48504f85451c758861d4f252
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.0-rc-2	metadata	c6dd3b5e27ebf890acd11a46cb873a873c4f98d0
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.1		a4150eaf20f501cad6f85e7e861ce3b5a47281e5
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.1	metadata	fa0386f63ca34ecd67679158aeb8968e89199e7e
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.2		c6868adc4824b6886fa57a7bf49f7dcdad9b74a7
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.2	metadata	a739f88eaf0ec8eb5597cdd64d16c5cdabe50a8f
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.3		7cc8adf376db90163128ae77265073e30faa895c
io.ktor	ktor-client-content-negotiation-watchosarm64	3.0.3	metadata	0d606203befec2c890589367e381694200b491c2
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.0		4490c4dc6c0f6431a687855f7371e6989e3555ae
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.0	metadata	42a0bc23ee67ffe3b97dd5f8bf190505c950fb35
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.1		02826e74d544cf21b6d624c1fdf84d7dcd48c8b4
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.1	metadata	65c1de9edb3794cc8315ff044fd76b608b947627
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.2		62a3ea7f24df41d092098b11a10e9040ff01d300
io.ktor	ktor-client-content-negotiation-watchosarm64	3.1.2	metadata	d281f37618d2db79a27854a97ccf726c37445403
io.laserdisc	log-effect-core_3	0.16.3		39f292d1d55e63fac1609f41f42b2ccabc89e68f
io.laserdisc	log-effect-core_3	0.16.4		90eb5921260f9b9eb23b4278c9363883e400781e
io.laserdisc	log-effect-core_3	0.17.0		d7059c861cec8542697a5475337a34de11ffde9e
io.laserdisc	log-effect-core_3	0.19.0		d89b7ed32c67c3a9603e6339c4147d24b84e63d3
io.laserdisc	log-effect-core_3	0.19.1		eaec70fdf261b65d094d606113719bc701432efe
io.laserdisc	log-effect-core_3	0.19.2		9589d544a4814576972131ce45b595b3b7a13776
io.laserdisc	log-effect-core_3	0.19.3		ace9a2004a7507332c4d601e1bd4bf059f340449
io.laserdisc	log-effect-core_3	0.19.4		a35c4ca06acd5bd96a94dd67027cdd3dc261ef3c
io.laserdisc	log-effect-core_3	0.19.5		a0f0c2c08a9737e112e7a3e41513ba972d39b977
io.laserdisc	log-effect-core_3	0.19.6		27ee061013ea69a0a7492663b06fdf4c2a0449ba
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-watchosdevicearm64	0.20.0		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-watchosdevicearm64	0.20.0	metadata	ebfb24e3d7134495c213470c402d17bcfd33c631
me.bo0tzz	opennotify4j	0.1.8-ALPHA		192f1fd6dc6d9aff19d2a4a7225b88549ee50457
me.bo0tzz	opennotify4j	1.0.0		cadbf205460b942f9518310ead44761d712404d5
me.bo0tzz	opennotify4j	1.0.1		dc72ceea08c41258917eff624981f5c9be10b2a9
me.bo0tzz	opennotify4j	v1.0.0		b017ecdea603861fd75e897b98e5d02cfbdaedd6
me.zhengjin	common-core	0.0.0-test		c741bafb17290e55fd301281e398cdd7d2047187
me.zhengjin	common-core	1.0.0		407387edb5acd0d8d1f248749f48009e3f4a5186
me.zhengjin	common-core	1.0.1		f6f12c97b6425c1dc093b70b61235051050d886d
me.zhengjin	common-core	1.0.10		e10e2e3117c35d9823cc2cdb674bc9ae1c892e02
me.zhengjin	common-core	1.0.11		bf69c665bc35c2459e037f024351e879cec69a0f
me.zhengjin	common-core	1.0.12		a7c71c942a22116df6b3d3c34de04634cfcf2feb
me.zhengjin	common-core	1.0.2		379d70fddd65a376b0cefaf84241dfd321c8ac6a
me.zhengjin	common-core	1.0.3		369a97e47ec53b9fcb52aaad2226093044fc4b9a
me.zhengjin	common-core	1.0.4		b7e5e5f4407cd3719fb11956c88bb87e7783cddb
me.zhengjin	common-core	1.0.5		760961dfb49b0074c3970bfd7360ced220e1c73a
me.zhengjin	common-core	1.0.6		a9fdcec57f744a724f1044cb3d6bdd771dded951
me.zhengjin	common-core	1.0.7		a78a181f7b75e587ed4c8dd849c32cd5948b8877
me.zhengjin	common-core	1.0.8		b2f732a4d20e7d33c5087ebd8a469ed62186e5b0
me.zhengjin	common-core	1.0.9		42168102a485e02c42201a5f4d097d1d17ae0fce
me.zhengjin	common-core	unspecified		0abf8dad468d706bdaae1e209030cdc14383f145
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.24.0-v2-473-0		ed53900d13f6327427bf38605ec6f71cc650de4e
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.24.1-v2-473-0		6d01acc8007f5873e06ef6fbd80fe35496718679
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.24.2-v2-437-0		a16c90a5f6da1c90e6fca930b641e414eb27c4ea
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.25.0-v2-518-0		1fce989f03d5c0cd80156bd19efec56d6a60122a
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.26.0-v2.524.0		05a7026394a36b850a5d418d2cbf2de5061a0066
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.26.1-v2-524.0		c30dc5c9d4665695aa7a0b3f0d6d38cf64d67ab9
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.26.1-v2.524.0		93bc40af369cf1c3bb7fd641dbf3d2ccf3d149cf
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.27.0-v2.571.0		53fd643c034110e9233ff07cbe8532eedbf12ffc
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.28.0-v2.596.0		a69e5bcd826de636a3cf396f1babb2fabe2df463
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.29.0-v2.624.0		981f51f2a189a1a4ad558aa425127f47e183fa3c
net.exoego	aws-sdk-scalajs-facade-kinesisanalytics_sjs0.6_2.13	0.30.0-v2.715.0		8cb4d5d864fe18da99aa82394c45115cd5775687
nl.armatiek.saxon	saxon-ext-core	1.1		4a40761616b7370cb7bebf04b3ca79571613c8f1
nl.armatiek.saxon	saxon-ext-core	1.2		02e4a257dd8fb04d8cae86be901aaae6f0f76178
nl.armatiek.saxon	saxon-ext-core	1.3		6ff4b13619248c94bf57b66d6194f4479fea8685
nl.armatiek.saxon	saxon-ext-core	1.4		a6ea277b7a311f1aab5365ca1294379d93f1b601
org.apache.flink	flink-connector-redis_2.10	1.1.0		ec9f5c196ee3c976d1f5ee6686b471760959e603
org.apache.flink	flink-connector-redis_2.10	1.1.1		cacbf7b97899f951d949f8b104be9eba7c1a7915
org.apache.flink	flink-connector-redis_2.10	1.1.1-hadoop1		8cc514803a3e7404dfef6958c62fa93a13d26d61
org.apache.flink	flink-connector-redis_2.10	1.1.2		4468d86762cdcda9ac942154f0434e29e5008fd4
org.apache.flink	flink-connector-redis_2.10	1.1.2-hadoop1		6f164121ee069272eb48f9b55cae82f30277bd6c
org.apache.flink	flink-connector-redis_2.10	1.1.3		d704ff5eb03e2166df1461990c6ccc9b2aa8e2ed
org.apache.flink	flink-connector-redis_2.10	1.1.3-hadoop1		f1be166ae51e8617685c9a2d0680aae9b5a06e6a
org.apache.flink	flink-connector-redis_2.10	1.1.4		c11447cf1c1b8da381ada1817432aef674d60ac6
org.apache.flink	flink-connector-redis_2.10	1.1.4-hadoop1		0435ef07786bfb012c47bc67295cd3db7eb0178e
org.apache.flink	flink-connector-redis_2.10	1.1.5		f7414a6a2d57848acf5ee38e7e1079d8d7d52a06
org.apache.flink	flink-connector-redis_2.10	1.1.5-hadoop1		c7566ef841d07a6df07e62a1f0fe677e7690e597
org.apache.isis.extensions	isis-extensions-executionoutbox-applib	2.0.0-M8		9914c287dfeab0582893f092a7aeb1c0b8b5c8e3
org.apache.isis.extensions	isis-extensions-executionoutbox-applib	2.0.0-M9		e3c9751a38317949cc5ae2e9bea03e94d51e0f25
org.apache.nifi	nifi-azure-processors	0.4.0		07af6c335256ee1075e690b6080abc7f0411a4ee
org.apache.nifi	nifi-azure-processors	0.4.1		87997d2a46b04fcd0af097e66f81222e4cfb6714
org.apache.nifi	nifi-azure-processors	0.5.0		84398aaa98c0c7c460d4260e51e39a03fa789920
org.apache.nifi	nifi-azure-processors	0.5.1		a0d9d6cac0c03e6e2acd00537b7c103ffcd6b1d5
org.apache.nifi	nifi-azure-processors	0.6.0		521ad7faf868967a907d1b49293da8994d8f4901
org.apache.nifi	nifi-azure-processors	0.6.1		bb7b0b0ae113ad16c4d57c77a3f558a2dbba2f0a
org.apache.nifi	nifi-azure-processors	0.7.0		78c55628f843c82df2ad9b88bc2f7eced371d370
org.apache.nifi	nifi-azure-processors	0.7.1		ab5cefb9bf6831ae5a20d5027a7c849ba2e477e4
org.apache.nifi	nifi-azure-processors	0.7.2		22ea28110f988f85809cdcd5a6beb42c07a0e503
org.apache.nifi	nifi-azure-processors	0.7.3		2a1b64435f8e7bfc02a1e6cf688d693af73ebd3e
org.apache.nifi	nifi-azure-processors	0.7.4		29576aea3c429fc13e5a2cae0715e63524df28fc
org.apache.nifi	nifi-azure-processors	1.0.0		908fa62a97445346159bbcef77da4b588eaedb2b
org.apache.nifi	nifi-azure-processors	1.0.0-BETA		02c2e38a335164d8a6559c0d4fc4cca86d13ae92
org.apache.nifi	nifi-azure-processors	1.0.1		c5f17e89b56f04003dbb6ea624b045d7a345bc9b
org.apache.nifi	nifi-azure-processors	1.1.0		03e0999aa2aae7b26c6624f84a723f2e259096cf
org.apache.nifi	nifi-azure-processors	1.1.1		79cfbe459c93bccd6c418c95eb79ed917573093f
org.apache.nifi	nifi-azure-processors	1.1.2		eadd9643c84ecf533cf82d5267d8b5ef1b21c99f
org.apache.nifi	nifi-azure-processors	1.10.0		5d6c6b1a54f6bbc88009ffa268cffb0050c5e851
org.apache.nifi	nifi-azure-processors	1.11.0		3ff9f2e7be43100fe342051ba2556235b676c661
org.apache.nifi	nifi-azure-processors	1.11.1		adee3e927cc8dbc4ab5a0f98254b33e2ec4065f4
org.apache.nifi	nifi-azure-processors	1.11.2		523980409fc187bb4fcef0dcddb4e96346519ef6
