ai.yda-framework	website-retriever	0.1.0		2bb01b1a9326597d0358efd8eb7eaac56ea1eec5
com.liferay	com.liferay.gradle.plugins.defaults	8.0.87		926983c0f60ba331f43f88b3474e524f9c08bef8
com.liferay	com.liferay.gradle.plugins.defaults	8.0.88		b0cbcb1d14e17fabda8401e99b013b5e3f2aba22
com.liferay	com.liferay.gradle.plugins.defaults	8.0.89		7c7c9a1a7144b28300db0366b88fd226e2f3f2de
com.liferay	com.liferay.gradle.plugins.defaults	8.0.9		fa1c5ec0abee12444a8e600ce388a5a834102e9c
com.liferay	com.liferay.gradle.plugins.defaults	8.0.90		04e3716c9bfa0bf1817a052f66caf1f47bf569ed
com.liferay	com.liferay.gradle.plugins.defaults	8.0.91		ee88ad472ede981f1490742dd1315eea424c60e7
com.liferay	com.liferay.gradle.plugins.defaults	8.0.92		82fea76f47ed8714d49449cdc82b1b5389cd38a1
com.liferay	com.liferay.gradle.plugins.defaults	8.0.93		6fcc90099af82770b12a36dbd328fa55650eb798
com.liferay	com.liferay.gradle.plugins.defaults	8.0.94		49fc71a355739b141b8f43f9df7ec9b68af1d4cb
com.liferay	com.liferay.gradle.plugins.defaults	8.0.95		0761e71a8619434a03d2fc60701387ba9a82d664
com.liferay	com.liferay.gradle.plugins.defaults	8.0.96		cea9653116371c9837aef226d4b92d6b966e70eb
com.liferay	com.liferay.gradle.plugins.defaults	8.0.97		19c8be52840b3e3800c9df09883df23a047ce533
com.liferay	com.liferay.gradle.plugins.defaults	8.0.98		875895033b37d0925bcbd69e8b2fcbee82987135
com.liferay	com.liferay.gradle.plugins.defaults	8.0.99		5d26c1a03b0c041e1fa168b5a0199ed2631b3e15
com.liferay	com.liferay.gradle.plugins.defaults	8.1.0		9283ec86ac2ffc74525df095306b319b074888cf
com.liferay	com.liferay.gradle.plugins.defaults	8.1.1		001e5ff70a0372de6fdf7f84983bf96e92d18f49
com.liferay	com.liferay.gradle.plugins.defaults	8.1.10		9ff61f565d1f0ca6ab09347053a880e7ff869872
com.liferay	com.liferay.gradle.plugins.defaults	8.1.11		245a479199d52d1c64b2b409e4988ffac37033b4
com.liferay	com.liferay.gradle.plugins.defaults	8.1.12		ba2d709b8cae849b28272f413eacadab0e68ee8b
com.liferay	com.liferay.gradle.plugins.defaults	8.1.13		a708da97d1fd84a8bc58616f7b5b64183fa9cdec
com.liferay	com.liferay.gradle.plugins.defaults	8.1.14		5bc4e48eac29a6e990bbc39714b6e27abdef86c2
com.liferay	com.liferay.gradle.plugins.defaults	8.1.15		f9de3eaf4959bab11896c5e5f543d3e7d4ac8e48
com.liferay	com.liferay.gradle.plugins.defaults	8.1.16		7ce897f9160020d063aa704d00d5ec5f823a3734
com.liferay	com.liferay.gradle.plugins.defaults	8.1.17		eed3267eda72481a23d311c161236468ed92298c
com.liferay	com.liferay.gradle.plugins.defaults	8.1.18		dc9b1ff8743d415e32c7d5f2700ed585699d9fed
com.liferay	com.liferay.gradle.plugins.defaults	8.1.19		b579f09bb22cd9bfe3437aa8cddab0114499aa87
com.liferay	com.liferay.gradle.plugins.defaults	8.1.2		ff60017742668c881b3ba12f5a340daa40bf7bda
com.liferay	com.liferay.gradle.plugins.defaults	8.1.20		81c40b5309921e9b7f13e9f679b94d72558f1bb0
com.liferay	com.liferay.gradle.plugins.defaults	8.1.21		8bb35c70039413bc1b29a4c9cb30a173cd3d5e5d
com.liferay	com.liferay.gradle.plugins.defaults	8.1.22		0055ad3937e52d9e71e61f575b236d0bcdb36da6
com.liferay	com.liferay.gradle.plugins.defaults	8.1.23		5f04f6929d48585f5262e360e8d8c70bb2c31e0f
com.liferay	com.liferay.gradle.plugins.defaults	8.1.24		7de522e2c3ca58ed3aaca32490f2011722199dc2
com.liferay	com.liferay.gradle.plugins.defaults	8.1.25		6dd3dbb1e73fd1005b5f169c4d8bff2d34316a2c
com.liferay	com.liferay.gradle.plugins.defaults	8.1.26		6c404cff61e4753c44dcb3d2de287b01ce8e34e7
com.liferay	com.liferay.gradle.plugins.defaults	8.1.27		f831bfa80e3ad7b26ad8a5615dacd76c18f8295c
com.liferay	com.liferay.gradle.plugins.defaults	8.1.28		03b7377f40f40b40c2935f2ab6a1cf7e563422bc
com.liferay	com.liferay.gradle.plugins.defaults	8.1.29		6d6ca9f42b9a5ad837336b62461a400be3f184d9
com.liferay	com.liferay.gradle.plugins.defaults	8.1.3		31186e205f776089a13a517a8388c7beba013937
com.liferay	com.liferay.gradle.plugins.defaults	8.1.30		60b917e70d241f7edba8d9aa7b3b88880c5b29c0
com.liferay	com.liferay.gradle.plugins.defaults	8.1.31		77aa5c3079ddaff85d846731fc5f9a9dc71d91b4
com.liferay	com.liferay.gradle.plugins.defaults	8.1.32		4a4011bdc0853104221ad75fdbe2697df2ee9956
com.liferay	com.liferay.gradle.plugins.defaults	8.1.33		760324bec4d089b02b647167dd418410539e6a72
com.liferay	com.liferay.gradle.plugins.defaults	8.1.34		c9225811da73843ffb1865ba76211b1d472a849a
com.liferay	com.liferay.gradle.plugins.defaults	8.1.35		f6d17d4990c359f84f45d70cf32803ffe4a9c0d5
com.liferay	com.liferay.gradle.plugins.defaults	8.1.36		64b1e0590247fc31dd00a274f8d7faa17301faed
com.liferay	com.liferay.gradle.plugins.defaults	8.1.4		0bc586e53ff5d0540eb5721f3d75589df9bab7d0
com.liferay	com.liferay.gradle.plugins.defaults	8.1.5		56b48bf17092601c43f377df90a0204885f6cb93
com.liferay	com.liferay.gradle.plugins.defaults	8.1.6		ed08805ac98a077b2d0a2ea9ce20e42c49e642fb
com.liferay	com.liferay.gradle.plugins.defaults	8.1.7		ec72e4fa9973de3eaf478bcf377b86ecd070237f
com.liferay	com.liferay.gradle.plugins.defaults	8.1.8		f6a0ff9347667c6f41c6a31847900af6c3f9f4e4
com.liferay	com.liferay.gradle.plugins.defaults	8.1.9		74e9f71427a4d8d3c6ad7dc55fcd0e72e6058958
com.liferay	com.liferay.gradle.plugins.defaults	9.0.0		520cdd311d589beb3bbb9b02fd5631b02bc95a35
com.liferay	com.liferay.gradle.plugins.defaults	9.0.1		0b5c0a29ccb4d68c2a1c644263acff4802867a8c
com.liferay	com.liferay.gradle.plugins.defaults	9.0.2		38934147bb3346707b25e160bece05aafbca5c3a
com.liferay	com.liferay.gradle.plugins.defaults	9.0.3		eb46a1e5b97501a5da0527379318bd3fece152ec
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.0		911843ea6ca501eb0990f28501894ea771053fb1
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.1		87d4e52e27a58b587cca3ce9bc91eef23d95b41a
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.2		93fc63e79df4e4a83757ff0e17ecbf2da5d820f6
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.3		80c9418ec34521606033cd7fd094b0562d4dda8e
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.4		df6f6df1290c10f480484262d3c124716ec3d0bc
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.61.5		eb0479bc09a8f20410d98c3050bbf9ac77f89517
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.62.0		b647cdce3774224452c17ef765fa804f050bb044
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.62.1		6854ad7238cdbba95bee9835e7f0eb38b67b8589
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.63.0		1e96cbc1bc0422f56c81511a286139c68b1612c7
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.63.1		3dd8c292f5096743dc5307f795c88deea29c7bf3
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.63.2		5f8b5ae8f81c56f4b4c596e2b34643c6734ae924
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.63.3		f8ffe696e865db2147ff03158d04f090b71c3a1b
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.64.0		d715c2c3ecbfa0e2826a62053db6b04a29a39ac6
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.64.1		398f9e77af929712d7d0baf3713762ab64dc133b
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.64.2		aecffad3b2b9339d4bf6ec37063c5a3c8388d806
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.64.3		fab37b5bc66d4b766db37f258b32e580f21e1d46
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.65.0		9a2a508244d4f66f16740d835a1c693d83d7440d
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.65.1		71cdbb8b1fe426e11f4c045a081d35fbb014fc19
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.66.0		8a508a955f82b49f75282129df567e1ceb98df09
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.66.1		0631e308a91d8a5d7790ba0782da4edb95a06d12
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.67.0		fd7aa2e72f95dab6cffbf5a1c348dd5fb93c243e
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.67.1		d37bb3755cd76e17633a337b10bf9922cb412c0d
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.67.2		d431b02558102901311a049cb36e428ff9aa0261
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.67.3		77f92549eafdd7c222d318039c6558a3e0dbd33f
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.68.0		0fd6ac22057977b4701a0d2c4d93d32567bfac5b
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.69.0		91fa1214b83344495518ad09d055359c78c523c5
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.69.1		cb521adf5b26ed2db6f51f44c900e34ec1214520
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.70.0		5fe3b71b3384e869e769c4985e96cf3dc691773e
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.71.0		68a536cc2566f94861b61c8ff3d8b8efc4b0ddad
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.72.0		ce7a2fb56166d74e4d0e98eccbbfb4fb1f4f531f
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.73.0		f51e40df97bc4f88ef0ef6ba922f20a811d67bee
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.73.1		c995beb66085ebe19ba0ff958268609729b65965
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.74.0		ec27b7e564770b71502c73c462255b6ce5274d96
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.75.0		e7a63d2a026d191aa75a8f83cf0319234a35da1a
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.75.1		43c2e4aa62dd1b1b7808a0e72ce5f256b8ac9715
com.linecorp.centraldogma	centraldogma-client-spring-boot3-starter	0.76.0		8d2ce172fd3608ec63c70331032d7ca3ba28583b
com.lkroll	roll20-sheet-framework_sjs1_2.12	0.11.5		2d936cd3c5400a8f9b070f9b17c87f1509479652
com.pongr	scala-jhead_2.9.1	0.1.4		11101ec4a1d61dc4f5aa8c4fdc621d011fd6e2e3
com.pongr	scala-jhead_2.9.1	0.1.5		5321700dcd38da938d2ba50aedd4c5605c1e6ab1
com.sparkutils	shim_root_15.4.dbr_3.5_2.12	0.2.0-RC1		N/A
com.sproutsocial	instrumentor-core	0.7.4		b83a305580358008f62afbb61db44278d4641597
com.sproutsocial	instrumentor-core	0.7.5		f4c7a18a04e06eaadabe48cb54524a465f1fbf44
com.sproutsocial	instrumentor-core	0.8.0		793792731f680853fea223f9eebc53c1662d83a6
com.sproutsocial	instrumentor-core	1.0.0		7664031db355af905c1b4e23ec5a97ddec01be2e
com.sproutsocial	instrumentor-core	1.2.0		d94018a30d7d7b64d0ee1fd6cec701eed54b8c09
de.dentrassi.eclipse.neoscada.hmi	org.eclipse.scada.da.ui.client.dataitem.details.chart	0.2.0		355afa783532710f29bda9953da83a7e02227042
dev.mokkery	mokkery-coroutines-iosarm64	2.2.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.2.0	metadata	acf1da454167549268540a41ab63ac21341c2af1
dev.mokkery	mokkery-coroutines-iosarm64	2.3.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.3.0	metadata	aca1d720f62de169b981c602708108c6c177a42f
dev.mokkery	mokkery-coroutines-iosarm64	2.4.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.4.0	metadata	8dee3819a2c24da8a4b288825181bc50a5e7b3b5
dev.mokkery	mokkery-coroutines-iosarm64	2.5.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.5.0	metadata	74859510362ad5a93ba812db615983d72ee5ab62
dev.mokkery	mokkery-coroutines-iosarm64	2.5.1		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.5.1	metadata	e41762241aa85edfca8020ccc1effc96a9710c72
dev.mokkery	mokkery-coroutines-iosarm64	2.6.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.6.0	metadata	485cb905606f81d079448bc228d7d49a2baa92ed
dev.mokkery	mokkery-coroutines-iosarm64	2.6.1		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.6.1	metadata	eb885e109a9fd2df8dc4e2f1c313e0c8abb94d5c
dev.mokkery	mokkery-coroutines-iosarm64	2.7.0		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.7.0	metadata	a0ba0dc56924db7c2145dbb34dd3759c445fc331
dev.mokkery	mokkery-coroutines-iosarm64	2.7.1		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.7.1	metadata	0b69addff641906a588f8ebfebc3e486216ec441
dev.mokkery	mokkery-coroutines-iosarm64	2.7.2		N/A
dev.mokkery	mokkery-coroutines-iosarm64	2.7.2	metadata	4816cd0e8eaede263b2b68531260acf4e5e41e82
dev.whyoleg.cryptography	cryptography-provider-openssl3-prebuilt-androidnativex64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-provider-openssl3-prebuilt-androidnativex64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-provider-openssl3-prebuilt-androidnativex64	0.4.0		N/A
dk.apaq	vfs4j-core	1.0.5		1e58bb5d7a242104328754827a875813a44dd3be
edu.washington.cs.knowitall.nlptools	nlptools-postag-clear_2.9.3	2.4.2		db1a166004a63708622432deda8ce2a43dd3617d
edu.washington.cs.knowitall.nlptools	nlptools-postag-clear_2.9.3	2.4.3		eccf291e20f429a2f82768741d6bc56f5451ac8d
io.burkard	aws-cdk-scala-connect_3	0.1.2		7819ebf7d79c7838c69af40bf062b245b9a5138f
io.burkard	aws-cdk-scala-connect_3	0.1.3		9f2e004fa358bdb5b859bafc6b0b0968c543b3ca
io.burkard	aws-cdk-scala-connect_3	0.1.4		480b408db6b120edfdaeffdccbcab7913057d6c8
io.burkard	aws-cdk-scala-connect_3	0.1.5		2ab1e99494d57ec037db1bd1ed336d3f4c49ea5b
io.burkard	aws-cdk-scala-connect_3	0.1.6		8ac0af6e0b78485faf437c696a53db27a16613eb
io.burkard	aws-cdk-scala-connect_3	0.1.7		21b953f624080f47f1f994ddf007018e5c218e76
io.burkard	aws-cdk-scala-connect_3	0.2.0		d11eb96fd1133c4438a21bc2e09310b9590c4865
io.burkard	aws-cdk-scala-connect_3	0.3.0		40257a41d451ba814d4de463a450c1fae98ad8ee
io.burkard	aws-cdk-scala-connect_3	0.4.0		0cf256493c803df1c121a67876441eec7d5e249e
io.burkard	aws-cdk-scala-connect_3	0.4.1		60140b61662a8dea6aaea2921da4708525ca19ab
io.burkard	aws-cdk-scala-connect_3	0.5.0		1bffeab949192e8e4b81be0c278195474147d278
io.gitee.clarkstore	ones-kit-extra	0.0.10		26fa6c56e5af7913c9a226eea367b524469580f1
io.gitee.clarkstore	ones-kit-extra	0.0.11		2e4ff786793b2bcf07b4e7d51087916d3d5e19fb
io.gitee.clarkstore	ones-kit-extra	0.0.13		f9da4945689a0ab40adb5bc718d9a919c25da88a
io.gitee.clarkstore	ones-kit-extra	0.0.14		7f95e974a21344f3db056fffd8b4fe98387fbfef
io.gitee.clarkstore	ones-kit-extra	0.0.15		db349bd7e425f275419664d4c3d2d4d66577f4db
io.gitee.clarkstore	ones-kit-extra	0.0.16		ea7e08ef211bbbc97c739b5691642a33b339707d
io.gitee.clarkstore	ones-kit-extra	0.0.17		760e9ff60e5c9fc213f052141db9c11290609e40
io.gitee.clarkstore	ones-kit-extra	0.0.18		f117e3415ae4e6da4ef43b7ff238ad1ff390bf75
io.gitee.clarkstore	ones-kit-extra	0.0.19		a090cdd32d21faab59d3bc8d13cb4cd3be0e63d7
io.gitee.clarkstore	ones-kit-extra	0.0.2		d411becc6ecfd8ee9ec8091c2f8d0c0b50d5fa12
io.gitee.clarkstore	ones-kit-extra	0.0.3		7b05b546578e5c7817f0152fc056d4c2154eee18
io.gitee.clarkstore	ones-kit-extra	0.0.4		9d984109fb8a244ccdd54552bf43a58681f3b9dc
io.gitee.clarkstore	ones-kit-extra	0.0.5		ee8c8e123bab984dfe2cd61bf5096a03055a5999
io.gitee.clarkstore	ones-kit-extra	0.0.6		a5854c0e1b3d9624e998dd632ad88478b812a9a4
io.gitee.clarkstore	ones-kit-extra	0.0.7		4809194e047795deebd2d170c51640b9ae4725cc
io.gitee.clarkstore	ones-kit-extra	0.0.8		b8010189cc76519b444a69c7eedae42076958e27
io.github.Yaklede	spring-excel-extension	0.0.1		aadb1d70c5d1a36da974f968f2777dc00e5f3eaa
io.github.Yaklede	spring-excel-extension	0.0.2		2a7cc50ca6bd72d08558b138289ceac0a99cdfbc
io.github.Yaklede	spring-excel-extension	0.0.3		57baca97e006b1641a9a8f100af002d0a259339f
io.github.Yaklede	spring-excel-extension	0.0.4		59a3617f62c1cebfbf3dc2c6ee3a0541948c2085
io.github.aggarwal-ankur	reuse-kit-kmp-android	0.1.0-alpha		N/A
io.github.eryingzhangstrike	Ads-library	0.9.0		N/A
io.github.eryingzhangstrike	Ads-library	0.9.1		N/A
io.github.eryingzhangstrike	Ads-library	0.9.2		N/A
io.github.gentle-hilt	voyager-screenmodel-iosarm64	15.0.0-alpha04		N/A
io.github.gentle-hilt	voyager-screenmodel-iosarm64	15.0.0-alpha04	metadata	0e69a40a90cb4ba086274b3e6f05b1049fb48149
io.github.lauro299	litellmkts-jvm	0.0.3		45e81a68466925aec53693d2ec5e15b508614bad
io.github.qsy7.java.modules.workflow.examples	user-provisioning	0.1.0		960bf0ceb72b75332808ecc820c3a9cb917d1aaa
io.github.qsy7.java.modules.workflow.examples	user-provisioning	0.1.1		29c4a3dc88e1806929deb444dfbbc7330a9a6872
io.github.qsy7.java.modules.workflow.examples	user-provisioning	0.1.2		6bf1a9a829d21a15ca2b2875d6ca2f436bddbb4e
io.github.wuda0112	yhan-code-generator-lang	1.0.0		8a1add369971783de776551171646703056749b2
io.github.wuda0112	yhan-code-generator-lang	1.0.2		0fcfbc194c6dc7c3aba94be40ddda6d78eb39950
io.monix	monix-mongodb_2.12	0.3.3		f20d5fdb43becdb68d77e8741d4bde24ba46a73e
io.monix	monix-mongodb_2.12	0.4.0		74afb2433a172c81f3c6b026bef880b9d10ff5c5
io.monix	monix-mongodb_2.12	0.4.0-test1		f2979287ca7f554b3ea64543c69dbbb52dbd410d
io.monix	monix-mongodb_2.12	0.4.1		5c96b0bc418d40f502d13d7d294b1d4da7f9318b
io.monix	monix-mongodb_2.12	0.4.2-test		a3224ef47ce12c87fa82e3d8dc01910bc468412d
io.monix	monix-mongodb_2.12	0.5.0		0717811a2bc6465971ab989dad08dbfb4d834dfb
io.monix	monix-mongodb_2.12	0.5.1		cd5618632b514bf2a7b255ffb023dbd1349e38c2
io.monix	monix-mongodb_2.12	0.5.2		c7722c0080643b7a8efee0f00f9000102d09ea11
io.monix	monix-mongodb_2.12	0.6.0		d5ca61a021693a5c3d46d2b0e8c6714ec4f9b658
io.monix	monix-mongodb_2.12	0.6.0-RC1		0a1f372a2fdbe4ebc1c33e3c3114efe04a4f8e74
io.monix	monix-mongodb_2.12	0.6.1		637ea48d1d66c13529c0b0efccbf1acee5e895d8
io.monix	monix-mongodb_2.12	0.6.2		8dc895f0d0c4038ebc642b5147aa2794b8960428
io.monix	monix-mongodb_2.12	0.6.4		1d592c292ff8f1948f8f04360bc340c024c0f583
io.monix	monix-mongodb_2.12	0.6.5.7		089e05e424f66d19b69f7cbd1f079962b3b6cced
io.monix	monix-mongodb_2.12	0.9.0		f276f0baefab37ee8293390fd3ba02674a7c3897
moe.tlaster.compose.icons	eva-icons	1.3.0		afcca883659e69c39bf83484ccee1b79178e9502
net.exoego	aws-sdk-scalajs-facade-forecastquery_sjs1_2.12	0.29.0-v2.624.0		ab1f3bec00570d0f635992fd0a4f92d3ab849a41
net.exoego	aws-sdk-scalajs-facade-forecastquery_sjs1_2.12	0.30.0-v2.715.0		4a00c5e3e1ba85ac24cead3ad33b5e2e080af9f0
net.exoego	aws-sdk-scalajs-facade-forecastquery_sjs1_2.12	0.31.0-v2.731.0		a2384fa21aaabf950509a47a106affb4c36f6ba3
net.exoego	aws-sdk-scalajs-facade-forecastquery_sjs1_2.12	0.32.0-v2.798.0		b46fa0516223d9f51a8ddef5d6dc1bcdec8289b0
net.exoego	aws-sdk-scalajs-facade-forecastquery_sjs1_2.12	0.33.0-v2.892.0		5eec1f1909cf13816167a9d916f5677bdb7af08e
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.0-mc-4		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.0-mc-5		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.0-mc-6		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.1		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.2		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.3		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.3-dev-2		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.4		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.6		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.6-1530		N/A
net.mamoe	kotlin-jvm-blocking-bridge-iosx64	1.10.6-1530.2		N/A
net.onedaybeard.bitvector	bitvector-jvm	0.1.3		9a2f7fc3f3a87cee93a740ae9bf521ffeccad041
net.onedaybeard.bitvector	bitvector-jvm	0.1.4		1a1280558bf9dabaab3861546a9418618c676516
net.onedaybeard.kbdluv	kbdluv-artemis	0.1.1		8704aa28cf40da9b79d0d4c6dc9e37d761512a16
net.onedaybeard.kbdluv	kbdluv-artemis	0.2.0		bc6f4fe9667636e121a5deaa27f2c8c5e49a4c91
net.onedaybeard.kbdluv	kbdluv-artemis	0.2.1		cf7cbed4fb0e93f276abdc19bd5ef015ac97f421
net.onedaybeard.kbdluv	kbdluv-artemis	0.2.2		d0f1ae7bee46031ff14b6d891794f496e96d3486
net.onedaybeard.kbdluv	kbdluv-artemis	0.2.3		065934bf858ab41a318b4bb2bcbd17905a3dddb9
net.osslabz	xchange-stream-kraken	5.1.2.2		9d9de5ccbca6a8fc9fe136ca06033eeb42d0d5f3
net.osslabz	xchange-stream-kraken	5.1.2.4		54f4b974139365fd10d12d1a6980746dde44f9e5
org.eclipse.scout.sdk.deps	org.eclipse.core.commands	3.7.0.v20150422-0725		780ddc878644c2e5c9a6a350d474fd81b7e63448
org.eclipse.scout.sdk.deps	org.eclipse.core.commands	3.8.0.v20160316-1921		3515172061382777971ecc278e9d2eef8437f7c7
org.forome	astorage.core	1.0.0p13		79870912c9a250f45477629af8160f1ea8cb30c0
org.fusesource.scalate	scalate-test_2.9	1.6.0		243cc3716e42795a38cf61f66e04ad1eb2a6fb1f
org.fusesource.scalate	scalate-test_2.9	1.6.1		3e0c426edca0880e464bfa2d7b88862109883e39
org.glowroot.instrumentation	instrumentation-jaxws	0.14.0		76ffd1b4a2bd26dfde8eb9b40aca7c045bf5cae3
org.glowroot.instrumentation	instrumentation-jaxws	0.14.1		bab61ffa679f1430a390998788ad0a5138e5b512
org.glowroot.instrumentation	instrumentation-jaxws	0.14.2		e097d98fb0a7bfe7fd3b46ba305b5a2677f50345
org.glowroot.instrumentation	instrumentation-jaxws	0.14.3		6a5add60bca8b024a035f559c5fc557f9f0be632
org.glowroot.instrumentation	instrumentation-jaxws	0.14.4		c98bc4ceaeae40f01431cabc6d9f58881987df16
org.glowroot.instrumentation	instrumentation-jaxws	0.14.5		3d7d3c10ccc78a0a2205b007cfddd9bf3e821d11
org.glowroot.instrumentation	instrumentation-jaxws	0.14.6		83b7cdb6d63811eab594d310294c944c771d7a91
org.glowroot.instrumentation	instrumentation-jaxws	0.14.7		05b06e928e2b0caaa4955b00f1b8f97468f87dfe
org.glowroot.instrumentation	instrumentation-jaxws	0.14.8		c97cf2399124ec16b321316d1306846035d7724d
org.glowroot.instrumentation	instrumentation-jaxws	0.14.9		af28de982e796bd7838e83865f05591234f2d768
org.itest	itest-util	1.3.0		dc898abf3363e735c4e471656c71fbe67924857b
org.itest	itest-util	1.3.1		8471a3a557ffdeddb776add5042a18e57f159392
org.itest	itest-util	1.3.2		deb20538c29ce619deb4af90fd2887f79dab30f9
org.itest	itest-util	1.3.3		c18839df43c010f9e5b63bee62b302f0bc8011f8
org.itest	itest-util	1.5.0		e8585b7ce85fb9282bab8992acce96111a7306d3
org.json4s	json4s_2.8.2	3.0.0		f7f602278ca7f1d36bb8563283b435e42ed412b4
org.json4s	json4s_2.8.2	3.1.0		c10760107a2f7255fdecf1bafb96f6bf7b32871a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.10.0.Final		71945cac5215276cd6a69761fec3cdea29ca35b8
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.11.0.Final		6153f38d994ea4fe4f465ef8b3e7419e07fb4564
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.11.1.Final		1678589dbab457b6ab1b4f0b09f7a3a05ac98dfe
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.12.0.Final		c13be0f751887417b73e2904e1a8a2e03a1ff1ae
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.13.0.Final		1a5c5c82a0a70faf6b535aff643de5c43b106f31
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.14.0.Final		06da64045ea2940ed4f0739f8c457750fce4e56b
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.14.1.Final		fce7583b4db52184d5e92772877ce52fca1d5201
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.15.0.Final		ff81c68a353dff96046c4825f3f827b145f81cdf
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.16.0.Final		3a2f0b6101bd337e5fb23dc6fa6c9f0b003c9851
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.16.1.Final		b8dede37193d33f40b945ebdce8d4b06c9094eb6
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.17.0.Final		0b3afbc8a39dca6f9eb23ecc2dec609e822eb476
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.18.0.Final		635e0a46bcc98053b93cd831a436573b8402baf3
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.19.0.Final		c13c3f41ca0870d2c64655a1d861e44716a15dc2
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.20.0.Final		557cf9606484e9a84d5e8fc19c36d452ab5dbf2a
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.21.0.Final		c662504bcdf650b2ca46178a223a7da67d713794
org.kie.kogito	kogito-addons-springboot-tracing-decision	1.22.0.Final		d1a5e26ed0c0e050534604e687942f3b9df2cb40
