au.csiro	elk-distribution-resources	0.5.0		a120d6cea84a3bdcf398c32bb97168a9de000322
org.alephium	alephium-serde_2.13	1.7.0		c167fca4407cefdce7ec7fc25e4877afed36fc11
org.alephium	alephium-serde_2.13	1.7.0-rc0		4fe1ef3c8b256b32a67119e0b8330b9735d6d23d
org.alephium	alephium-serde_2.13	1.7.0-rc1		0e00ce70bbac02200a90e7ce388f6d8441366349
org.alephium	alephium-serde_2.13	1.7.0-rc2		70f92aaea5714fb0549bcc0a37d0fd974209aaf8
org.alephium	alephium-serde_2.13	1.7.0-rc3		b6ce7be7a6484b2bc7c15781e7e494d705c06482
org.alephium	alephium-serde_2.13	1.7.0-rc4		dc351609f49ccab9af9caa993a0a2890ac6c4b97
org.alephium	alephium-serde_2.13	1.7.0-rc5		386ba9fc5a9ec1327a3acd92f53d9ef7cec75faa
org.alephium	alephium-serde_2.13	1.7.1		0edc31075e51983f24c7685e2d69407f63107202
org.alephium	alephium-serde_2.13	1.7.1-rc0		4ed60da05de506ead72c3c9467d9b74f51cde36d
org.alephium	alephium-serde_2.13	1.7.1-rc1		c184967e793f807d2fad39dbb8a2d3ba2ea0a226
org.alephium	alephium-serde_2.13	1.7.1-rc2		47a51bf51cc1ed336952c54aad14f53511a14020
org.alephium	alephium-serde_2.13	1.7.2		a4d86dedb7083e725c5b4eb65230a5b477c07495
org.alephium	alephium-serde_2.13	1.7.3		bd0a1f525e2d246d11ff9d29275b540769ed62bb
org.alephium	alephium-serde_2.13	2.0.0		cadc5b535ea7b2359cbae4f74e2628dd9cdb018b
org.alephium	alephium-serde_2.13	2.0.1		762acb729a326cd9a05babbfaf0754aae025309c
org.alephium	alephium-serde_2.13	2.0.2		c9248e58d6ce5f936d8578975f1dfc852bb6e9d3
org.alephium	alephium-serde_2.13	2.0.3		f9511feb5fa0cd3dd0ab10f0ff520f2708f71028
org.alephium	alephium-serde_2.13	2.0.4		7124b70ff1f24c343b204930e78199fe9417465a
org.alephium	alephium-serde_2.13	2.1.0		720e60797e61e8a502f624519f23819ba6d50dc8
org.alephium	alephium-serde_2.13	2.1.1		0cd8244b3177040b22df37f8634b6be989fa84e8
org.alephium	alephium-serde_2.13	2.1.2		731b2d8ba066cbdfc2ba105b65f35c9dfede197e
org.alephium	alephium-serde_2.13	2.10.0		19665d89997df6bbf0a48d7d505b0b8c14d3d453
org.alephium	alephium-serde_2.13	2.10.1		b167af0406015f297699cd842a96be7f6b15c6a7
org.alephium	alephium-serde_2.13	2.10.2		9946ceccb653affd0145eea3c699892db4d7eed9
org.alephium	alephium-serde_2.13	2.10.3		390e95547a1de5cc83d7c2aba673a63fd373e8db
org.alephium	alephium-serde_2.13	2.11.0		d3605af763048e402f64d9f677c9fac20e551d8f
org.alephium	alephium-serde_2.13	2.11.1		84f0335d28cb2dc64499ab07f3f5c8389d830be9
org.alephium	alephium-serde_2.13	2.12.0		7044c1465b1561080c624c6684112e2d320231b8
org.alephium	alephium-serde_2.13	2.12.1		d2c0a5c1a04f5f5652cccee006c72bfed3d0ff85
org.alephium	alephium-serde_2.13	2.13.0		94c22a56d965c54656b29495047cfd7e58bd384e
org.alephium	alephium-serde_2.13	2.14.0		9391466c2dccf798cfe9610d9518bad56ffcd481
org.alephium	alephium-serde_2.13	2.14.1		ea4ed87f2d698759a33a3b542fc9738bddfdfa42
org.alephium	alephium-serde_2.13	2.14.2		945ff03624752c7649b4a470404428ae9e87890e
org.alephium	alephium-serde_2.13	2.14.3		3b4404d22d167e534766b0a80af142c6f7cd9c88
org.alephium	alephium-serde_2.13	2.14.4		a27240ee74528b8d9289c63a1fb98abe28f1511b
org.alephium	alephium-serde_2.13	2.14.5		fd709df7a1f3c25037c748ead512288b9baa13d9
org.alephium	alephium-serde_2.13	2.14.6		9fb50f13ef421f336b0e052d4f18d53678dbf56f
org.alephium	alephium-serde_2.13	2.14.7		e0baa7beb8b5cd59173343344e7ac3aed69cdc28
org.alephium	alephium-serde_2.13	2.14.8		5a3d66653f4d7a691bbfb279df865d4008514b90
org.alephium	alephium-serde_2.13	2.14.9		d7074fe17f1bb7fa4f429629e4d03798fe039e37
org.alephium	alephium-serde_2.13	2.2.0		8553eaebd758312af871cbcc7c11963f65983b28
org.alephium	alephium-serde_2.13	2.2.1		a1b2955b1768250653ae96eadc66142e72d86d51
org.alephium	alephium-serde_2.13	2.2.2		c39479534e7a6192f8eab7de7a476dbd1ffbc947
org.alephium	alephium-serde_2.13	2.3.0		3bef7fe41e55a6cea624a6404ed8034d1cf5cace
org.alephium	alephium-serde_2.13	2.3.1		c00b728fa785a55aa381df529fcb4b778ab72981
org.alephium	alephium-serde_2.13	2.3.2		78741a75cfb4329bbffac22948ede71e1673a708
org.alephium	alephium-serde_2.13	2.3.3		f251ed6cec573868039166af59c29b3ddfb8c441
org.alephium	alephium-serde_2.13	2.3.4		8b79c0ec1eed683ebbb3467e238a713d22a8551c
org.alephium	alephium-serde_2.13	2.3.5		05ce8c217180d9bc224a34426acd80295e2cea1a
org.alephium	alephium-serde_2.13	2.4.0		fb2b0e403a1cd834976223eb7c2e5d13bb378fe1
org.alephium	alephium-serde_2.13	2.5.0		268e6cc5f155adb32f6a932b8d9c54d6c7887431
org.alephium	alephium-serde_2.13	2.5.1		6ce2fbf956d76b09b9630532f50080bcdcfd5bd0
org.alephium	alephium-serde_2.13	2.5.2		88e31bbab597e2bdda668cd53bd0d55a41e8ccdc
org.alephium	alephium-serde_2.13	2.5.3		efcde36de72a2ac7bd8daec9683de847eb5013e5
org.alephium	alephium-serde_2.13	2.5.4		aa03f4675b9915babb44b7e1c2fc1fd3b73aacf0
org.alephium	alephium-serde_2.13	2.5.5		9e41e6dd9706d3cd298f97e0abecb59ef0c0f956
org.alephium	alephium-serde_2.13	2.5.6		d4382ccf26540596ae442009a2369093983b188d
org.alephium	alephium-serde_2.13	2.5.7		b2675f5f8ee6d415c23dcec34d1d382404c6430d
org.alephium	alephium-serde_2.13	2.5.8		c84c364a7981093c6e330cf816c254c24a3f1817
org.alephium	alephium-serde_2.13	2.5.9		e368634a1dcb73b2f4e149dc3f2f2037065f399d
org.alephium	alephium-serde_2.13	2.6.0		3d1f8d765ed68c26ba3de86599561e1f88d20bd5
org.alephium	alephium-serde_2.13	2.6.1		abc1bb915e184338fa9f20837567d72230f33e39
org.alephium	alephium-serde_2.13	2.7.0		b33bb5717bc89233dcadcccde5a2a977f695b5b9
org.alephium	alephium-serde_2.13	2.8.0		97c03a3021f4f7490a22bf155979afc0734d534b
org.alephium	alephium-serde_2.13	2.8.1		1ae31f2feb5611bf288fa5f09716b68f5ce9dc27
org.alephium	alephium-serde_2.13	2.8.2		895b0da0133002db0d239f161b0b7bac422db282
org.alephium	alephium-serde_2.13	2.8.3		b7dcec58f36cd06eae0e766e4366b9337d761572
org.alephium	alephium-serde_2.13	2.8.4		d99662645c4b5290db5f7e63de44532a61bd5a28
org.alephium	alephium-serde_2.13	2.8.5		df263c76f752e654488cd3f57f742a9eb3cbb98e
org.alephium	alephium-serde_2.13	2.8.6		01561eda833aef3038ab88fd126380c11fdd98e7
org.alephium	alephium-serde_2.13	2.9.0		b9d58dae94b5f9a8424974c01182c3d420d4fd8b
org.alephium	alephium-serde_2.13	2.9.1		936e895f2c51970211b1bff9b423e5d08f28ce1a
org.alephium	alephium-serde_2.13	3.0.0		ccffe1ed09e4d4b8a50304b232779fb30b45d3c8
org.alephium	alephium-serde_2.13	3.0.1		764e5373acd50414857bf98eea92efbca081b4c0
org.alephium	alephium-serde_2.13	3.0.2		a2f96d56cce7b509bff06dc2b458ea145f2f2873
org.alephium	alephium-serde_2.13	3.0.3		bac3e312cb287ba5dbf69ce619bead0a1c60117f
org.alephium	alephium-serde_2.13	3.1.0		1c9ba902d1df12c6fb9f617e23b320c199d42697
org.alephium	alephium-serde_2.13	3.1.1		4d2fa0889c9cb613cd769c110394909e6a895b59
org.alephium	alephium-serde_2.13	3.1.2		676fc37addcd3b559f79c4a8ff28b1b5392fd5c8
org.alephium	alephium-serde_2.13	3.1.3		212d207fb103865077e0ca1d79f1c3c511b1e2dc
org.alephium	alephium-serde_2.13	3.1.4		d96fc56f433421a69126b4c426d4ce9400475f9e
org.alephium	alephium-serde_2.13	3.10.0		0ac4e68684f281caaed557afe25a1c9958390ace
org.alephium	alephium-serde_2.13	3.11.0		5c6ab968967c385ee5cd02ace0b10ffe8e801c04
org.alephium	alephium-serde_2.13	3.11.1		69402a4f5f3a5e144b50dbcbbacd37722f79d1e2
org.alephium	alephium-serde_2.13	3.11.2		9b2cff78868a3c9e8c8ab6aac80c4a2639f12d69
org.alephium	alephium-serde_2.13	3.12.0		268f257a2981477a60fe668fdc297143746f59c7
org.alephium	alephium-serde_2.13	3.12.0-rc.0		a9df50aaf54154530ab5e51c1dfef5794cd3c9fe
org.alephium	alephium-serde_2.13	3.12.0-rc.1		6cf16d14c54fe17c6b5515737ac9353ba0cdf16d
org.alephium	alephium-serde_2.13	3.12.0-rc.2		dda66efceb79f2e0f4cfd21a365decd439d1dd53
org.alephium	alephium-serde_2.13	3.12.1		166baa310895c7daa59afc45bea9bc3a7411fb29
org.alephium	alephium-serde_2.13	3.12.2		38ef54df9bce69051d72c75be2278ed325cbcaeb
org.alephium	alephium-serde_2.13	3.12.3		659873696526e2925fc36ccaca2221d9a17077ae
org.alephium	alephium-serde_2.13	3.12.4		1b01ed2687db998e7cf4e066a7aa0ab93eeeee45
org.alephium	alephium-serde_2.13	3.12.5		72360fc658478c88f3b28a075f507ec7119de5b2
org.alephium	alephium-serde_2.13	3.12.6		6778e0f7f413e4e7219cfe34c9fd205614a5e4d9
org.alephium	alephium-serde_2.13	3.12.7		28867c5dc8385a7070bdfab741f1afdd3b9c0fa8
org.alephium	alephium-serde_2.13	3.13.0		1756a2989b4a3f250d2729d4c18c19b8163d6315
org.alephium	alephium-serde_2.13	3.2.0		c9a712b0349a26089d30ac6daab033cd92635f56
org.alephium	alephium-serde_2.13	3.2.1		f668d7c33ba96038c1b3e725eec2576a802cc9fa
org.alephium	alephium-serde_2.13	3.3.0		7c83e957ed8ae3baba4d7e44ac078aeb93f68f88
org.alephium	alephium-serde_2.13	3.3.1		c2029234349a5b78add65260ca1f43836c619ae9
org.alephium	alephium-serde_2.13	3.4.0		ca3b95e8e860b7c1f92dd1212ef9d56f6690de08
org.alephium	alephium-serde_2.13	3.4.1		7959528f41d3ad3dca327fe8d9cece93535d0612
org.alephium	alephium-serde_2.13	3.5.0		29d9218ebc70bad232f05515f0f4333bd4f17bd2
org.alephium	alephium-serde_2.13	3.5.1		a2b8761d72ba18151ab8cc060090902eed5eafa9
org.alephium	alephium-serde_2.13	3.5.2		7dd5813a643ffd6d62f76b641a8d4b9b0b7e562c
org.alephium	alephium-serde_2.13	3.6.0		50e9c3a3df6bcc1797db466f35caf8097474f22f
org.alephium	alephium-serde_2.13	3.6.1		eef20c07d82ecdd0e21f6312191442334814a5ac
org.alephium	alephium-serde_2.13	3.6.2		3fbc6b3c2e328da6de0ca9e153bd21ceca1c6d47
org.alephium	alephium-serde_2.13	3.6.3		989707efe8c441ba03c961c639ee5ed1bf0416fa
org.alephium	alephium-serde_2.13	3.6.4		27595c63bac983e12a73704301ad7557354d4990
org.alephium	alephium-serde_2.13	3.6.5		7f04cb5fbcfa33588ed5989f1408590d60205ecc
org.alephium	alephium-serde_2.13	3.6.6		91290bb19a314aab025151d962c0956ab949c78b
org.alephium	alephium-serde_2.13	3.7.0		9be1d395fa2dcfa1df6f6b17c3192aae05517f88
org.alephium	alephium-serde_2.13	3.7.1		1f34db399575bfd4797c3cabc71e3934e35d8a5b
org.alephium	alephium-serde_2.13	3.8.0		c8973e7cabfef7eb3eeaa9dc9fc4a113bb62b77a
org.alephium	alephium-serde_2.13	3.8.1		9bc7d10fecd91b00acb20cab1c5ae9b28c02a5dd
org.alephium	alephium-serde_2.13	3.8.2		daa944eb088480992c739a62715f0ea63c133f22
org.alephium	alephium-serde_2.13	3.8.3		ed457dffa3573b8725400f4fa2535a583cb0d0a3
org.alephium	alephium-serde_2.13	3.8.4		6610b8406f53d2bbd86d699068e372d33be72580
org.alephium	alephium-serde_2.13	3.8.5		a23a79cc705ca86fdbc04fff063ed9f78de5a6d7
org.alephium	alephium-serde_2.13	3.8.6		fd10b2ae8a091648ea30072baf0361e93fe66057
org.alephium	alephium-serde_2.13	3.8.7		1eedcd0367183772614b0f9d141a327c35a1f374
org.alephium	alephium-serde_2.13	3.8.8		7ad68ff2e838db6ce4c919834771b749b682b98a
org.alephium	alephium-serde_2.13	3.9.0		aa2306bc00575015fc55db8320ec0199af776c92
org.alephium	alephium-serde_2.13	3.9.1		3394b6622f600a96fe0aa320c4730331ed3a3503
org.alephium	alephium-serde_2.13	3.9.2		884b11bc1af8a07d6d9b1dd11060813d14130869
org.allenai.nlpstack	nlpstack-tokenize_2.11	0.19		6a220b372eef3fae030022538a6d179bb004b9cd
org.allenai.nlpstack	nlpstack-tokenize_2.11	0.20		cf3bdccd0f325d58576ea9037b6518503f729c8e
org.allenai.nlpstack	nlpstack-tokenize_2.11	0.21		e1094d7afac82cfcf71d53afd219ab839bfe919a
org.allenai.nlpstack	nlpstack-tokenize_2.11	0.22		9cf39a25ad7725b827f74fe316c9fe9d9816f514
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.0		d3e554b22d7d53b34805f92574af254ba9f6a2d6
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.1		4a14c1bd8865a11387c359f868e458ce0aa6f98e
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.10		5bfe2d980af62e2eabb395b404409d4a8ebc2979
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.11		1d776470d14e8bfe60a0718d19366c6f7d0dc97e
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.12		236531d6ab09a0ab07cc398b9e2ddde88730efc3
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.13		436955f7fe50549195a57a4635d0957957133ef7
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.14		ac8fc75cecb91a0a5571884f94034d87a51ae64a
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.15		a6d4c4b3aa8867d30c5bad6f850b1cce5caad7a7
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.16		a15d38bcd2d08d642a525db47f833951ae5d297c
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.17		9bebc9fd36609abea86a370e982a236243ea2ee4
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.18		5ba8a56c4f71f29f9474fc517684ed818e24d301
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.19		b89bb80282614280a163e597f44eeddc6d210cf3
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.2		3ce0eb664ec52adb16e1c2e602f8f23c358a0d05
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.3		0acab9df507bc6e24f306de2aabb8bfb052cc2c0
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.4		06fde6104def0f50da070e93190dd1620a64fdb0
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.5		f712156b71431983c2b0fdf6236052803dfbcf01
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.6		ba8130dcd5993c105cd763556b16414e90728c8c
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.7		4f2dcdd926c4fb8279268493e17559904c236020
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.8		0473e218e22946e561e6e0d1b4f7008a858e6c7f
org.allenai.nlpstack	nlpstack-tokenize_2.11	1.9		3a7bd4a31af1dec47fdd900f16368c832e3f4662
org.apache.spark	spark-variant_2.13	4.0.0-preview1		7cd7ecc90656e590b17026ccfcbf0663ae0a0bcf
org.apache.spark	spark-variant_2.13	4.0.0-preview2		3d79aac3641d07d5034a1f81c48926c9f44bb8bf
org.codehaus.sonar.sslr	sslr-grammar-analyser	1.14		8b793810fa401092331ee1b36db56d2f255b0597
org.codehaus.sonar.sslr	sslr-grammar-analyser	1.15		99b800563073b7bde95fa5a8e0286c2697930faa
org.codehaus.sonar.sslr	sslr-grammar-analyser	1.16		ee64e66f755983877cb81580ba910e8789bd938e
org.codehaus.sonar.sslr	sslr-grammar-analyser	1.17		e5ddbbaf30a365935a47102143067101a4011031
org.codehaus.sonar.sslr	sslr-grammar-analyser	1.18		dac9db214a477d20a197b93f55b64d7a62067aa7
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.RC1.d4j.1		1796550aec7f9efe175b0a6ed556187297c99795
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.d4j.1		1a3949b87052ac61a36ff0c27765afe5b87dbd4b
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.d4j.2		3bcb2d88597ff4c3d42b8266d42c2cb0e196f262
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.d4j.3		e89c54561c3b604f8b1945386f7fbf1fecb1eba7
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.d4j.4		b4cd8aa61c180fb29ec4f9131e14d396ac59fce8
org.digidoc4j.dss	dss-server-signing-soap-client	5.1.d4j.5		3532c534232136f61fa62326efe73c13d04a6739
org.digidoc4j.dss	dss-server-signing-soap-client	5.11.1.d4j.1		8319807e9d1330e717c1ceb59d29e0706226a749
org.digidoc4j.dss	dss-server-signing-soap-client	5.2.d4j.1		52723cb121a48738ce1e9a7a5450ed06a507cff6
org.digidoc4j.dss	dss-server-signing-soap-client	5.2.d4j.2		fd4eba6117df1d0705cd75573a52ddd77ddf41f3
org.digidoc4j.dss	dss-server-signing-soap-client	5.2.d4j.3		5a9afb42ec059d8d2027af0dc724d3dd5fe728b2
org.digidoc4j.dss	dss-server-signing-soap-client	5.2.d4j.4		eebbeefcdc9b68bfe05c99640baa36dff6c14d9d
org.digidoc4j.dss	dss-server-signing-soap-client	5.4.d4j.1		7aa3d659e6a419148e62c53209d6f8671cf0a48f
org.digidoc4j.dss	dss-server-signing-soap-client	5.5.d4j.1		2779b97b1e96b2a8516eabac3b7ca7662816cfcb
org.digidoc4j.dss	dss-server-signing-soap-client	5.7.d4j.1		673903ec4662ce4a44b5db56f1aa00b0f57e1a94
org.digidoc4j.dss	dss-server-signing-soap-client	5.7.d4j.2		aa2b8adb453f5b7416887e4fb89b15c19e55c734
org.digidoc4j.dss	dss-server-signing-soap-client	5.8.d4j.1		2728a01e8206d026eb822b2c65b76eb6783af9ce
org.digidoc4j.dss	dss-server-signing-soap-client	5.9.d4j.1		653d4578c271e2b7c9e0435827b149253d48e713
org.digidoc4j.dss	dss-server-signing-soap-client	6.0.1.d4j.1		888da98481791c65d2729c3697d4ee9dab00daf9
org.digidoc4j.dss	dss-server-signing-soap-client	6.0.d4j.1		5befe5c26d8728895378e392fea7f2e34802aaf4
org.digidoc4j.dss	dss-server-signing-soap-client	6.0.d4j.2		8933fc78f25150071d7daaa714a1902668675e2a
org.dromara.warm	warm-flow-easy-query-core	1.3.4		99d50846b272323ff674da497feec92e5690984b
org.dromara.warm	warm-flow-easy-query-core	1.3.5		7db692e886b95c40a2ff4ca47977ee82d43ed997
org.dromara.warm	warm-flow-easy-query-core	1.3.6		ce28e8b8366b6ea53b15765520527d6d01e3da61
org.dromara.warm	warm-flow-easy-query-core	1.3.6-m1		2f5c6583e683e7793aafe9a8194538ead3081592
org.dromara.warm	warm-flow-easy-query-core	1.3.7		7e79236a107aa5eb8f64179dfccbcc5ae5a2a851
org.dromara.warm	warm-flow-easy-query-core	1.3.7-m1		4124a5544c58b5fd22eda5b97bf91d050d5cbdf8
org.dromara.warm	warm-flow-easy-query-core	1.3.8		4c4425c8874ff128604adb0aa4f5d15e12493427
org.eclipse.jetty.websocket	jetty-websocket-api	10.0.0-alpha0		2439e4bb9ef453c4c389d4ce69bbc936ea2ca537
org.eclipse.jetty.websocket	jetty-websocket-api	10.0.0.alpha1		d62cef8fee10dc7238241ee66aee7cef2b087aa2
org.kodein.db	kodein-leveldb-inmemory-linuxx64	0.6.0-beta		N/A
org.kodein.db	kodein-leveldb-inmemory-linuxx64	0.6.1-beta		N/A
org.kodein.db	kodein-leveldb-inmemory-linuxx64	0.8.0-beta		N/A
org.kodein.db	kodein-leveldb-inmemory-linuxx64	0.8.1-beta		N/A
org.kodein.db	kodein-leveldb-inmemory-linuxx64	0.9.0-beta		N/A
org.mvnpm	lit	1.0.0		7acb93ef6bc79006031846076ed3fa0134f3ffc2
org.mvnpm	lit	1.0.1		d7a915fbe94c11dd9ef62f07635ac67d7f29d002
org.mvnpm	lit	2.0.0		b2cf4b1867047c30df02e16b85fa859e7cfceae8
org.mvnpm	lit	2.0.1		54f0c48b2238802a3b766fb010973acfef645351
org.mvnpm	lit	2.0.2		72ee3474f21a44faec347bc6b24751da5c11aa57
org.mvnpm	lit	2.1.0		4eb1114fd4ce64fc19757bb820d3e3d332afa987
org.mvnpm	lit	2.1.1		2e9482d56818e342e439e910987dd9bdb3a3b536
org.mvnpm	lit	2.1.2		055be7830b3bf6eec7a63f9a0c50ce31cbd8883f
org.mvnpm	lit	2.1.3		84a5d97f18f483cc86485c09d67d664afaf52c29
org.mvnpm	lit	2.1.4		bedabea39d1435594aa9094087710072e02a73ca
org.mvnpm	lit	2.2.0		f864bea00622d9c9f959e7d0bd9a029a5bbd14de
org.mvnpm	lit	2.2.1		e058ebd96d407e432d49217f20afb1200b450826
org.mvnpm	lit	2.2.2		9306cb8b90029f46af0647561c744e599c31c2ec
org.mvnpm	lit	2.2.3		db2d0ef2c5254c3a7ef06cb1900e681dabffff07
org.mvnpm	lit	2.2.4		dd97d6791f7573986363bac2df0bd615580bfbf7
org.mvnpm	lit	2.2.5		832b32cb1da5d4fb69d7882889e90a84bc347183
org.mvnpm	lit	2.2.6		ba9a7491201c5859e707cec6b5639073f1858057
org.mvnpm	lit	2.2.7		7ad6f5251dbd0db1d0c3235d283c1c1bb1761a63
org.mvnpm	lit	2.2.8		244d7413559a3d578235597abe31f259b1a8637f
org.mvnpm	lit	2.3.0		abd720ccbe5eeee36e36c59754dda8c092e279f7
org.mvnpm	lit	2.3.1		2b26d32b47cec460d702d267bfd3efc0d0dddc87
org.mvnpm	lit	2.4.0		3c681a0a323658f9e4c6d22cd5c4cf0d0d16e2a1
org.mvnpm	lit	2.4.1		a3cf2ad50f3226d73dd337142b53ccde6a017b24
org.mvnpm	lit	2.5.0		7943a2c489abd4f79c396c0913df39fd0da80627
org.mvnpm	lit	2.6.0		693efd41715abeebda0953fcce10437716d6b09f
org.mvnpm	lit	2.6.1		14e2043be81db2a53280e2e2510694c808632af3
org.mvnpm	lit	2.7.0		8bcc6703dc1e7d7359be247bcf10752ab53af4fa
org.mvnpm	lit	2.7.1		f011d785fc35158bde30f1f821c6be7e08a94c6d
org.mvnpm	lit	2.7.2		54c7c3593a7d33696c765685a8bedc8ea93edfd9
org.mvnpm	lit	2.7.3		fb5662cf05011a72a576f1db300dd3614499d959
org.mvnpm	lit	2.7.4		f4d85bbd8ca1140b4d8866553fcd5b681c5041ef
org.mvnpm	lit	2.7.5		a11bff443379c000eec937f6c0866f7c1dfaea7b
org.mvnpm	lit	2.7.6		d8a5c8faad422fcf8a74f52b299e1a5233478ba0
org.mvnpm	lit	2.8.0		7bec48fbed33363ee247318bcbbcfdc64521abb8
org.mvnpm	lit	3.0.0		858cf2bbca06ed01b0f049eff859b284ef82a3b3
org.mvnpm	lit	3.0.1		7e8ccc5df357b189de46ac4a710be23c1a3611cb
org.mvnpm	lit	3.0.2		d11718a358eeda8ef0f971c0902b1c51c44b96dd
org.mvnpm	lit	3.1.0		3caf1a6d7fc967b79224ef606d26aeef5db12035
org.mvnpm	lit	3.1.1		f38af63c1c348a91611f0665e1a89760f3299088
org.mvnpm	lit	3.1.2		80496838f0bf9fb49424663de086232090d8fd34
org.mvnpm	lit	3.1.3		8006ef13c710f3d3c6843a86aaf062ec79aa2763
org.mvnpm	lit	3.1.4		ae8f2a5e6c66a8b93aae001fb99f6240638132b7
org.mvnpm	lit	3.2.0		acdfb0bbfee2950ab3a09a7985e12679c24e6fc2
org.mvnpm	lit	3.2.1		0cb2e5d1966deb56858cf898ad250c6655fbda2c
org.mvnpm	lit	3.3.0		75fef4ec8eb49296a8cba4c0840e70026ad90242
org.openjax.security	nacl	0.1.0		333775a2dd5d56d441988b7e653f61605ce901f4
org.openjax.security	nacl	0.3.2		0bb6f6c50fb9777dd687585fb09015eaea52a1df
org.openjax.security	nacl	0.3.3		73840b997aa466220b06a9a2e3d39eaa027308e2
org.openjax.security	nacl	0.3.4		497c6dd6756cff4c60c7cb51387dbf66a59ef18d
org.openjax.security	nacl	0.3.5		84e5b772a0766ea4451511e46fb5a03d74e398e4
org.opensmarthouse.core.bundles	org.opensmarthouse.core.config.serial	0.10.0		a04662711b81ed25024f318a1fb9d28ca0f85a78
org.opensmarthouse.core.bundles	org.opensmarthouse.core.config.serial	0.10.1		2ade36cf4fae3fa1f2a5703b58b8c106a295e31e
org.opensmarthouse.core.bundles	org.opensmarthouse.core.config.serial	0.9.2		b4c78a165d215ca9852e7b3b0f0196c4df62555c
org.scala-js	scalajs-linker_sjs1.0.0-M8_2.12	1.0.0-M8		afef2de60beb8b4bd5b09c591324bb3f21cb9fd3
org.scala-lang.modules	scala-parallel-collections_3.0.0-M1	1.0.0		19c98acb1ca1918eba7592d2f687eefb07f992e2
org.scala-lang.modules	scala-parallel-collections_3.0.0-M1	1.0.0-RC1		67a3a9b40bea61ebb2c0f7df063105845d0d6ac3
org.spark-project	genjavadoc-plugin_2.10.6	0.9-spark0		51d4bbd8cfbce02e7d96fd3936a8759bd6824dcb
org.webjars.npm	memfs	3.4.12		b1d05d5ef1707d2cbf628d43ba8151300ea8f7ca
org.webjars.npm	semantic-ui-calendar	0.0.8		4c2607cf24f2fc61fba2ab24fc6991eabb15dbba
org.webjars.npm	stdin-discarder	0.1.0		26d91f292681e67527100bb83a56e273ab5da582
org.wildfly.swarm	wildfly-swarm-runtime-bean-validation	1.0.0.Alpha2		79db4513681112dbb9ac5107c09b258832b07a47
org.wildfly.swarm	wildfly-swarm-runtime-bean-validation	1.0.0.Alpha3		f30a05f0c9886b91ab3e1fe5faaa51c6ed931000
pl.allegro.mobile	json-logic-core	0.2.10		82353922feb21ee2815f810f26897b5af42e53ef
pl.allegro.mobile	json-logic-core	0.2.11		cf6db62dd0c55ae134c60c0466c4da5601b3a368
pl.allegro.mobile	json-logic-core	0.2.12		c8f3061cc7db73256430c2f11c2d869bbdcfd50d
pl.allegro.mobile	json-logic-core	0.2.13		f20e78897c9a30bb1f0e567b742727136dcf8f5c
pl.allegro.mobile	json-logic-core	0.2.14		f259e0c6a37547ec8ab161ef3f1d5718381ce99b
pl.allegro.mobile	json-logic-core	0.2.15		b34082a53ed3677e622d79df6b9b025596b4497b
pl.allegro.mobile	json-logic-core	0.2.16		144739aa00717f44faf3ac243c0e2e781cf75b35
pl.allegro.mobile	json-logic-core	0.2.17		cbcc101f96b807ba7079aa906e9d8f8331fa90ba
pl.allegro.mobile	json-logic-core	0.2.18		f40488ef38b8858ff9f5b36cc79a8a9ad79f8b68
pl.allegro.mobile	json-logic-core	0.2.19		f49285fa092d92e6be65d6d5ce8c0f381c8690ee
pl.allegro.mobile	json-logic-core	0.2.20		1320ffeaf2b610e71133f84e869826cb32c35e28
pl.allegro.mobile	json-logic-core	0.2.5		133a23678c7b8c892bc1f06a37c4040de1e55c42
pl.allegro.mobile	json-logic-core	0.2.6		7fa044acbe97c4b31117c6fe22d06ffa9dc86e18
pl.allegro.mobile	json-logic-core	0.2.7		54e4202846eb2a40b3f7ba133453263a80cb71c5
pl.allegro.mobile	json-logic-core	0.2.8		2fae0b93245c45813c3f2b9b3d86c2a15c5e6a25
