au.net.causal.shoelaces	shoelaces-assorted-integration-tests	2.0		N/A
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.14.1		20599e0358e6062617be6aa1f033d44c54c5b256
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.15.4		df542a289ad6c85c1990043b7066dabba62efd7a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.15.6		685e9f407bf4cb43385c09a72a9647f654ff8d70
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.15.7		a7699095b7dcfc38ae9c42df4265fc8b4ca573f4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.15.8		f9579da50616f4b438e11f907cfcb723e36c59f1
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.15.9		605a6eb4b3d43fe9887bd38f31c3698cf67c8a4e
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.16.0		f4cd344c287f29e20abadab1b3f528869f0acf17
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.16.1		e5f78b5bc57ab8b880e25b5b46a5cfe3613326a5
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.17.0		47e6e5b53b614ae569520803e4811a2667d46bb0
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.18.2		9a4a2f4d36fec2c06b9ac0d86d4e97b97ef90ed2
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.18.3		655796e44f0a3f2ae579a255b7cfdea79d76b9a9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.18.4		d5eb6c89b861bbaffef7ac530cfa94fc156d43d4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.18.5		41afc6b83299d50b082234d2d7e71e0bc38e43c3
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.19.0		a08c2107de66785ff2146a6e6fa96645a12a988a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.2.0		0f0c1945d82ea154b962798e211f0e541fdec965
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.20.3		2f174ccf07ac21c6a07069598c89eba3e8ed14d2
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.21.0		d799f70738b47150e65cd951a04a172a7827c931
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.21.1		5967ca7f48734b73d12c963fb5ce8e032522e83d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.22.0		35d0524ccf03f289ff9283232f342e53b06e5156
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.22.1		d8d9695814ef99beb0adaf0b50daa1bd3fa275f0
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.23.0		75cbaa46c5f4c99700db347ced695a05efc03ed3
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.24.0		854cc0f2a72eac7396b26aa96471f2270023b81f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.25.0		04c809c8512a28b5b66df64aa01c9921229b82fb
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.25.1		157decf4ecb0775ace244ae6255c5ed5ee9d22d9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.25.2		da53077ca4a327071589101f138666b214af1d40
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.26.0		6b7aa990cec6d27b1d325a26bfa17f9caa3742f8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.26.3		7d3d236f09e5235961051d4455bf643f3c07fd08
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.26.4		8af52ee9ae2db398025615751712e725dfbfd58b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.26.5		e6105f4f5e0bf3e5dc6a67e221007ed5ab8beb1c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.26.6		175d6b054edb7e35c368b0141b9092e88f4e61cb
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.27.0		46bdef7a4a0a2d044cf74d90c6a7517b24744ed8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.27.1		655bd0f1df16ba5a6c5aad3cd825c60a113d49d3
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.28.0		129d09c4f8311083d921f0bfbddde676afaf1801
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.28.1		c7bad0d32167866b879d3509843beda0709e6769
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.28.2		e9b446ca89a50aabaf0ec962d11694402bc1b05e
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.29.0		80c79fd977c5484efee13169c94c02c828237e25
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.29.1		73ff2dfa73ccab81b152b58f06270d8016b8f740
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.3.1		38e0a62ea07450df68b10ce368dad9d41e39814a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.3.2		6ac4d504c2ad2b32f8946a8fa16ca7de4c21c910
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.30.0		89e970b5ecd3c5e30deae4d41a783f9d6d988fb6
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.30.1		cae191042725319bb6c90819e051525a6e9d6399
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.30.2		384e35fd916ca82b656fc7a0d88883a377e18d42
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.30.3		56ada70ed7ce4ac04dddeda8b9d028a51d72fd1c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.31.1		66375b9a02079ddd652cbf845d3bb8ff40a50f6c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.31.2		a99727dd2764a3f5813c6906e0bedc0768046f20
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.31.3		38b1b8b2010a5bafa8351635ebba73642c86a7f8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.32.0		8bf637bd5249807e84350c227f9384a35786e8a9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.32.1		397d3b7dc99d4215b566aae015e846ef8523b61a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.32.2		81660526d6621c6fdf1bea83e4abe610c714fede
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.33.0		f1c5ffe12998fa7bf40e5c9e279c083ebfa9cd15
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.33.3		4b1529568b7dba42552f016fcc9314380c4d5e6a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.33.5		0c82f667011e1c2be9aa69c1d3b2cea17a91930b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.33.6		6b187a78353ccb6eef6eb4404bae0ad337824968
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.34.0		d7e439c9375a4740b843ad7bae06bddfc4077945
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.0		381dad77a4b4530cdc379dd8fb0bc21e5dd59f68
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.1		e399613d1f42f46d36c93611c9663c88cd47692c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.2		66a3a80ff1071e92d1c68a87e1f657856f33b0d0
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.3		7458ce43b1f46bd52a373da9393c9dd1cdfc1f3f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.4		361f372d956a22125cf8d9c44f77b06805f41713
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.35.5		a7fbd035163172c5c5feea8e1b3df6088dc208a7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.36.0		1fefcc3a016c71cdf2ba0837269a08046de26503
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.37.0		146280f1930241a068486ed081f38bd4dd15101a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.37.1		c4b094baacfed17c66d9296f8b75550ebf3f2026
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.37.2		667845ce373472df2d852ca884ca2da889a3aa64
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.37.7		a119325d4d4e28821d7b2f5d9b60d007a21dd5d6
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.37.8		7f8782eb79ec6955319a5955c1930864c770e65b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.38.0		ca6022cf46785f6c422d18d6339c494ff6aa82ed
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.38.1		7811f9875c7851c3109527513a462943690c1bdd
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.38.2		bda01e498bb3107e09859809ce1df922c8426594
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.38.3		2a0f98d6955130ed0dca3e87727dabd2a8f4b834
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.38.4		babc0ab5c95a7bfe1f513386de61ee852c91974a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.39.0		b14d0c3a6cc31918f2744bc35609c2402eb6b81e
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.39.1		a247a69a52d0a45feed238e4bbcc4c63b7cec739
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.0		851562bb585621576e876f45af4abca7c04f9017
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.1		716a0372168d46a9d4c4c1d7984a12dd8f823a31
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.2		d7b62d79d7b30957da8ea56f844e74e4f5d897e7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.4		841c51d717b399b42f8a88a0cacfe5e0fa310be8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.5		b91e5b08d0c08920c927f3155867d721503e8631
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.6		0c829da6a949529ad3492caf593dba506e0f984d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.7		70e65008fec5956119b6045f9e00299ba5312397
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.4.8		846f44da238d544159adc6d25959e4aaf8bcef1c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.40.0		249083f98414e077e237b4c3c4e686646d0c0119
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.40.3		94f91c3e8be2eb0f3b5084c0fefb596064861fec
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.41.0		8e3ce025cdddd3349d9d4f8bfc01d759638d4188
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.0		4917344e7f520bcd62358ba4a6a933bf481c2430
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.1		af4a84bc8efd1316232598ece515d8dfc2d1cf13
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.2		cfddaf2f280eb89425b38d34aff6ed4bc823c789
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.3		7b714cbe148ea7ba989dc5802ed50d85e8eb7286
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.4		312aecf68a9e4e6ba89dec182253f607647bfeab
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.5		50e2de065d98ca471436edad5efcbce740ccc16c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.42.6		16781d7696cc82f74c672b18bfe4ac7bb557adcf
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.43.0		84794d990f583314903718402d7a8f7869e38671
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.43.1		51b1d6e07d55a012a32f9b613a2db96a80dee255
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.43.2		4dfeef409070e66e0483de4e0c947a52b20f54a8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.43.3		1751afd717086ba79a06ce832cd691ada7c0407b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.43.4		bfc061443e37e7616aa2fe4a65f633a747a0f2b4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.44.0		43bdc4277b48de71784f45548cd3b9248d8415bf
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.44.1		635f636adcde66d71186b9f49432b564e5591a48
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.44.2		8bf26ce5397b660f3250e44c7e80977254062ca4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.44.3		c2b8fd12e396babbf16e58af19a72ffda43b4887
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.45.0		a5541e1e4fd632b9af479c92401716e9c509d27a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.45.1		1a4be77e33e60b0350fb324e89e5c153c71b041d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.45.2		2b648e77f15a2c5456bdfabd825c9aed48171c40
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.46.0		748a8dcb185387c6674d24217008ab8d48c9acd7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.46.1		7d85357e97478d62eae96f8f228ade59d3793f16
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.46.2		bedd13f2f8050c94f9f0ce4b11bf4ddb1e5b2e57
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.47.0		816f0bea4eaa9f9c22d0ccd982e5f8b4a38914d6
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.47.1		0dee87ffc6ab7adee20606c061fde6257be52f26
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.47.2		bcb9f18fb94a86a84cf5f9851dc8cf74b0ef4dd7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.47.3		29519900d3f69100cdacdb006dadcbe4afcd7395
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.48.0		4d5d8738b9f436a830e8469def721cc9e5c35251
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.48.1		e63d52277cd4ca3a278bc331d4008ad27e92dd29
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.48.2		1a9dc674ec851e44e8f56cb00775c418e779d032
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.49.0		076971adb8d348624177186afc211e0225ee4123
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.49.1		544131316971229108994e03482886a043338e2b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.5.0		31cd5e17a2ded70c60c6940fa714767931c25467
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.50.0		9c5b38ea9b6be52501dc35346c610eba58da6985
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.50.1		1a5a6b1821ce72953a2eb9b6f7083fa983e2f02b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.51.1		1c8d031422b6e5a887289ad972093f3e0dc7ae86
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.52.0		e6e8d534ef17fdff96347cb236cf282fa8eb936f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.52.1		4ff9d5a2180293bd5fbfed7aeddd7525b0e268de
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.53.0		7c63149884d46b0a762060b89a136ab7a3d30b60
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.53.3		dc0eba7ad9a7b78196ff785f65ec9874f71455c9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.53.5		c7ec0059e645e569ad5c7e4861fa8958d78818ad
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.53.8		b1a94a369a62ab6bdcf7c20ebdde1e3a647ee35c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.54.0		ed56d03fc8004b3ffa2e2f9355f6824afc396486
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.54.1		b72f99bc3946f1153f21c17a3776968dc5ee9fc5
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.55.0		2c8602c68b470631f27d34ec61762a3c10bfcce9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.55.1		7683794e5fea7d13e541a7ddf432fd810c8eb46d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.55.2		b7a6f3aa6fe7ffea9d8a214fd488709d7a55f26c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.55.3		58cd305ec9f392e3b566b4c93c93e2081b393419
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.55.4		1d6c126a107c02fde4108ebf07450d400f67406f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.56.0		7ec144f1db97a21f99be03344ba2a8786ed965e9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.57.0		e9813b084f51d468bb445c121b1a6db1e6f70d03
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.57.1		39ce36c1b5585e2f9c8e109e79821dc519fc0b57
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.58.0		54f137a6da8a01b814aa9b13c81e7610d483a82f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.58.1		4bb0bd57597210d5ef39af2dc508833b3b4a9cb1
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.59.0		c1833140e0f6627a5b634137f24e2085d93a4bd9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.6.0		dbb202b1632382f820ff2829983d67ffe79f0ffb
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.6.1		92f0742db08cd24ffc662696bbb3fa20b8dcdb28
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.6.2		23e0dad13d720fe1c41eeb0c03f05509e448a92f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.60.0		ed6f4fc34d6e3da9d4aa53850216ea35e4462d62
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.61.0		fc1eee097df79d895d1c90d7785024258f7f405a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.62.0		3c8496db895f85c347967c335bca4a8df78e9110
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.62.1		a6c52338f1e1f92020829888437052f6f8210a82
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.63.0		77e70e84761b5cc6026c707fa3c3fa0f3210f1e4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.63.1		8fb444ca1a97b068fb0c3a9bcd2fbf3680c630f3
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.63.2		3eb5b59c54d5ccca7b012b44218d6dc5c50a7233
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.64.0		d688fe58da6fcc0d706a14198e0f954f4045d11a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.64.1		5395a1567333c00df8bb1d4137eed3efa7b716c7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.65.0		d3d2078192120eaa6d97cd723e5144615caa169b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.65.2		3430e2e86e1ea4b447ae3ec43e7a0ac87551459f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.65.3		0121c7d8b83e2183cf3cafc90f760da86c2ce445
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.66.0		f1c90fb3295d5625f954da7761a34b20e8dff7eb
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.66.1		0fe404950f793511461c4912778486c3b33da507
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.0		432fc484aef3ef144c87040234367a11ca67c41d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.1		53ef53ced82ea6c0e66123a036043e8ae0541075
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.10		3e446ef71b0ffc5c6e0f8888e2426086cea3c66b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.11		1bbc1e6eeca2dc988145ae5f4756ffc982ba18f0
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.12		7d156e127f55b627533a9ba9f87086d9c14fc036
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.2		98d6a1e525cfeb97eae2f2f9e4e70da0361387ac
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.3		4c3a4db01bc5d4eff1c2f922395bf8045104784a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.4		34d9e420c836398e439b29c2cff4f360f6d00c4c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.5		e4819c4b6cdd392a0d7025dd4cf0166067a018c4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.7		acded68e1ba0653ae0e22fb444e5f4031f713537
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.8		a646903d91dc1b54c81b812101ef5fd7bbd9ac6b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.67.9		cd2a0f1183ad3922a7bd52bc6e5415fe62b82443
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.68.0		80a04405b4c500b97081eb99384cb64a83bdb71c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.69.0		8ddbbd9b1778497a4336a53ef14cd88355c1a53c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.69.1		4f1999fb22992f83f97360fb6ac525c3be08557b
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.69.2		9247d49951d88f54c5b8f6d1c8cffca5b7b87408
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.69.3		d6e5a8dc07c49c34502ab1e60445740b282967b5
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.69.4		13770ec6f99b712124cec3867cfe3eb783eec4ea
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.7.0		e8c258ad3ed1b05da6d06c0ace080530ef6b5738
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.7.1		a5baf27605333eccdc7824c6c741d7a122f01741
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.70.0		efae4cb2c8065f1a0d76278b38c47c835226264f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.70.1		2a1f73daddb060acff56cbc23a74f027b8142eb4
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.71.1		2f085f177da52d979cc360bb4e7f1b2da427f669
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.72.0		4d03051ce672a7cd3c8f94e38b8cda2c6ecde8cf
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.73.0		d1ee439d6e27c0d8690961a92fada4e6a1611616
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.73.1		73defaca9ba2b44892309a13a5ba905cbb7fb64c
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.74.0		3ccb4d2b6e333d2fa5f3ea02c51a6d462bcfbee9
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.75.0		a7f21d554f7aeab16c1d2a505a1a1816f35e2e5a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.75.1		be580b549262739b9b9aa5038065f65de3d7d803
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.75.3		3aebc4321fad8462d2437d828565a48dbdc70268
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.76.0		54c716b8ce54323c6bea718f35ca82f20953f69d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.77.0		0042b8f840b70ce7f9479ba9cd6fc563bb0ea816
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.77.1		b3851d74413bda8de4bb817a68df99cfa793280a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.78.0		bd85b3ade72baa20b67682eac9e95dfdbf5e63fc
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.78.1		3463e53bad7ed6e9d14d2674cda34c9de400e532
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.78.2		ed5d92958e5a213fb0c6668fa65b1b699e391020
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.78.3		e1373eeeade1a9999ee82762babf91a79f58378e
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.78.6		ec93ff83696c08019777b0f04230d12cba5b9bd2
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.79.0		3faf6ea4ecda58462bfad362ee5bac501dad81f2
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.8.0		3ed0d924bb938c67a4b4d071e42d31c6473e4b95
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.80.0		27c720d20f128cc4441cf793351e60dba4083c74
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.81.0		4defecd635891fac2d78936dc01ec14eaf161f2f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.82.0		a0954e26b65558bf13930aed667b79c8af108b34
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.82.1		a52688ba2639ba257898c3ecb87514b2f2b6e8d6
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.83.0		10df262ca555df463c341c936d49f25960e4524a
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.83.1		6680cb0c25bf3d662867d071a26f40b6998049be
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.83.2		c19e80480feeaff8d15859bec19fb15cd91e8202
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.83.3		8c7f036e64033f5dac995b4cc52b1aaa9f5a6fe7
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.84.0		ed7ba53eb2bceb3ef37541c3fa0672ad3f1204e6
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.84.1		54f6851cc3d1940733960912a85ed4f5e7c73898
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.85.0		7840fe7d8e0c7fde52348d12b426db5dccc6561f
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.85.1		cfb921bd9e52cefb5fe826f30ddceea4b50efb43
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.85.2		6b4e6ee53521749353c9e2317b9ad44ccab6519d
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.85.3		7bba9115f912d1d393e0b73caccd8703766180d1
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.85.4		fb1541c5c9dc340411521cad8d091f2a493f9fe8
org.finos.legend.engine	legend-engine-xt-persistence-component-relational-core	4.9.0		f0f044179f7cb2e7a48183be73259da30630f8b2
org.fulib	fulibFx-processor	0.1.0		a8a40c3c407276cde5bb84bf119e1899ee5eacec
org.fulib	fulibFx-processor	0.1.1		0655db81adb10418dac9b8481aa65d7e8f5bd645
org.fulib	fulibFx-processor	0.2.0		001d4c3609b332069eeeb958b472800cff5978a4
org.fulib	fulibFx-processor	0.3.0		8afe606bb077129e374fa778469d22cebe748947
org.fulib	fulibFx-processor	0.4.0		d8e018bec1f866732320ea9e4c2902e994077a80
org.fulib	fulibFx-processor	0.4.1		1916e037fd3d228aa17452c9871d456537b20583
org.fulib	fulibFx-processor	0.5.0		ac38b9ea46ec7e8ac62ff602c9e97a7d24e1ee4e
org.fulib	fulibFx-processor	0.6.0		bb36a4b75f6aaa0a802533a458bb426f6bc37c0b
