cafe.adriel.lyricist	lyricist-core-wasm-js	1.7.0		N/A
org.springframework.boot	spring-boot-loader-tools	2.1.15.RELEASE		c63966bf8dbc0a63fc1c3da0810480a6a8f9efeb
org.springframework.boot	spring-boot-loader-tools	2.1.16.RELEASE		943701012345186806296319470a8781deaba269
org.springframework.boot	spring-boot-loader-tools	2.1.17.RELEASE		415b1387657b675c989451a60f4edccb562d84e7
org.springframework.boot	spring-boot-loader-tools	2.1.18.RELEASE		d748c7eca09565671cb577415d2e606e3599ba98
org.springframework.boot	spring-boot-loader-tools	2.1.2.RELEASE		3b3d0ae550b5c6442d020f7e27531e3ac066f5d4
org.springframework.boot	spring-boot-loader-tools	2.1.3.RELEASE		78b1832575cecda34bbf919641b9b00705b07265
org.springframework.boot	spring-boot-loader-tools	2.1.4.RELEASE		d0fdc1a76c4d7ebaf3a9326d9ed7003922d5a888
org.springframework.boot	spring-boot-loader-tools	2.1.5.RELEASE		9e82c0d2135445c9b502fd8fad7c7479035c7ede
org.springframework.boot	spring-boot-loader-tools	2.1.6.RELEASE		4d89f4d8d9598629a6bdc314f3207578bd3bf7a0
org.springframework.boot	spring-boot-loader-tools	2.1.7.RELEASE		468171cd3b4385f5066dd590f9041b40b28c0f7f
org.springframework.boot	spring-boot-loader-tools	2.1.8.RELEASE		234276cf4ec654465f3d983f848531a09964dcfc
org.springframework.boot	spring-boot-loader-tools	2.1.9.RELEASE		783ffe7fc7f1e28818dd9f9e526f4815bfefcf78
org.springframework.boot	spring-boot-loader-tools	2.2.0.RELEASE		ce7045db41feca66937e32fa952555edcf4881e8
org.springframework.boot	spring-boot-loader-tools	2.2.1.RELEASE		25b142471a4dbe38a2aad912c77d9b3f1b45b18f
org.springframework.boot	spring-boot-loader-tools	2.2.10.RELEASE		1cc53f343b0afbd98e4808617ebb8b92caa4e688
org.springframework.boot	spring-boot-loader-tools	2.2.11.RELEASE		5a662662bad339b2e1e7983f464c8907a83632c3
org.springframework.boot	spring-boot-loader-tools	2.2.12.RELEASE		0a1162db6f2a5fbef6138a2d54b40d04fc7cec88
org.springframework.boot	spring-boot-loader-tools	2.2.13.RELEASE		afd4a025f23d6dfd1accb5e6b3a58266b96012a8
org.springframework.boot	spring-boot-loader-tools	2.2.2.RELEASE		33999426c02dff50b28a4b8881618d0c41f58fc8
org.springframework.boot	spring-boot-loader-tools	2.2.3.RELEASE		625bf65a6b7adb10789e759f8dd045861a525a0b
org.springframework.boot	spring-boot-loader-tools	2.2.4.RELEASE		8a283fbef41287f095ef9c12c13f022860a7a320
org.springframework.boot	spring-boot-loader-tools	2.2.5.RELEASE		64e42771f32eaec80420e8addf21958ea82e3bf7
org.springframework.boot	spring-boot-loader-tools	2.2.6.RELEASE		800886890e4532454aa8f39e1c95827a9b25a408
org.springframework.boot	spring-boot-loader-tools	2.2.7.RELEASE		8e10408127dfe96d2a34e60d45d425e1c0019823
org.springframework.boot	spring-boot-loader-tools	2.2.8.RELEASE		2e1d827acdcc31463e6c044e046ebbd58979a784
org.springframework.boot	spring-boot-loader-tools	2.2.9.RELEASE		04353cffb4911ee0cdf61df28e731a5c3c7ddad3
org.springframework.boot	spring-boot-loader-tools	2.3.0.RELEASE		73568c6a777cc0b8459a732c8b69d0b1a4525b8b
org.springframework.boot	spring-boot-loader-tools	2.3.1.RELEASE		4fde90e5b6bc6f8219860daa92ec297a47561fdc
org.springframework.boot	spring-boot-loader-tools	2.3.10.RELEASE		56b9eda242407e12c9978053dc9c5ea3012348ee
org.springframework.boot	spring-boot-loader-tools	2.3.11.RELEASE		38f15e9933606106c6774aa42b735816e70ea442
org.springframework.boot	spring-boot-loader-tools	2.3.12.RELEASE		98e37416b9c2091b4f41388bdb7da3ab0a1188c3
org.springframework.boot	spring-boot-loader-tools	2.3.2.RELEASE		382c876daeea6c6ede20950fc9e96501f98918f1
org.springframework.boot	spring-boot-loader-tools	2.3.3.RELEASE		835ec0369e565ad30e2e2623dec82ff8013c594d
org.springframework.boot	spring-boot-loader-tools	2.3.4.RELEASE		823d57ef05ca69584db72d45eeee93bb0adef0b6
org.springframework.boot	spring-boot-loader-tools	2.3.5.RELEASE		db0ddaf1ac8e94348e439827271d840784aed532
org.springframework.boot	spring-boot-loader-tools	2.3.6.RELEASE		7217df929a7ca49e1da6d731c0dd0d5fbad661e6
org.springframework.boot	spring-boot-loader-tools	2.3.7.RELEASE		f762c1c3d635dc61e06bff7f50df8513d864ae79
org.springframework.boot	spring-boot-loader-tools	2.3.8.RELEASE		f4989fcdbe2b1e752a42b075d4d4b82a68c44823
org.springframework.boot	spring-boot-loader-tools	2.3.9.RELEASE		557c42545c24594e1e4305263af8fad67b030cad
org.springframework.boot	spring-boot-loader-tools	2.4.0		43fbaf236a763eb8b40e1fe79558a32a86a4c7d1
org.springframework.boot	spring-boot-loader-tools	2.4.1		09da38873ebf6f63435126a3f7968707038043fd
org.springframework.boot	spring-boot-loader-tools	2.4.10		66d68644ab2fe962a1c86629e85f4982a5e1a23c
org.springframework.boot	spring-boot-loader-tools	2.4.11		9d7e7c26474df7605192de291d0d10f119d34ae9
org.springframework.boot	spring-boot-loader-tools	2.4.12		7602c66f7f762267749ac6124b6cae191bd3c753
org.springframework.boot	spring-boot-loader-tools	2.4.13		1578c9ae2517b627fb8b4aada179a4429ac81fbb
org.springframework.boot	spring-boot-loader-tools	2.4.2		6ddcab904002e9966d5ca0bd7a02309663aa22ee
org.springframework.boot	spring-boot-loader-tools	2.4.3		38cc9a1c2e27e4e98c59786fae3947c771557b1d
org.springframework.boot	spring-boot-loader-tools	2.4.4		bce6a950a99217988cffbf2100feb8f7ac3cc36d
org.springframework.boot	spring-boot-loader-tools	2.4.5		56310cb75b8364a8c12050f7a4dec7247ba73755
org.springframework.boot	spring-boot-loader-tools	2.4.6		afed30d97053b38583b061149cefa255f5a453b5
org.springframework.boot	spring-boot-loader-tools	2.4.7		9c13cc1ee3f3be95841303500ba439bc8f541a3e
org.springframework.boot	spring-boot-loader-tools	2.4.8		86097b7bef4d8f18500d11a430c1bfae80aa2ad4
org.springframework.boot	spring-boot-loader-tools	2.4.9		83c6beb8efa20d2681e9d642eb42499f8edaf321
org.springframework.boot	spring-boot-loader-tools	2.5.0		28a43031fb1b2240c67338dff6891fa47417fe31
org.springframework.boot	spring-boot-loader-tools	2.5.1		17440b1683ae871874275b042cebdd5ad3b8cbfc
org.springframework.boot	spring-boot-loader-tools	2.5.10		6ad13c31a498a60568258c0c0bc286a4268a1ea5
org.springframework.boot	spring-boot-loader-tools	2.5.11		4c0437ca7ffd6e6fb3c8e4d6321168932117efe3
org.springframework.boot	spring-boot-loader-tools	2.5.12		23569f7a3c8e1d14bd4cf49ef9a3124a727f8196
org.springframework.boot	spring-boot-loader-tools	2.5.13		0b89e4a212c414938b7a61659809b1ee2eefedcc
org.springframework.boot	spring-boot-loader-tools	2.5.14		88c1b747798b0d0ffdcdef39747325d9604622ab
org.springframework.boot	spring-boot-loader-tools	2.5.15		789ab1bd647ea89e9dc90eca827f06889483d90c
org.springframework.boot	spring-boot-loader-tools	2.5.2		b9a394322628426ee11b7ecb5996fceaef9459e5
org.springframework.boot	spring-boot-loader-tools	2.5.3		f8a0534508e88d12062f528048a125c78d44251c
org.springframework.boot	spring-boot-loader-tools	2.5.4		2acd32a756faa2d3ab28e68a0d4a265e38366a1b
org.springframework.boot	spring-boot-loader-tools	2.5.5		eec396283ecd12dd034ca77f3e2ba892ec12a832
org.springframework.boot	spring-boot-loader-tools	2.5.6		80e660ac7ae51e1a979ac5ebb6d30a8ba0d1ef5a
org.springframework.boot	spring-boot-loader-tools	2.5.7		657c42b989bd37de66831ed0cf51cc3a1a0dff7f
org.springframework.boot	spring-boot-loader-tools	2.5.8		65157f7b3b920ab0ff02a833f9d4f65d45f7c201
org.springframework.boot	spring-boot-loader-tools	2.5.9		5878618889bf35723a84732c5d600694aa47731a
org.springframework.boot	spring-boot-loader-tools	2.6.0		19bef9457a032149db016eeb94f7d17208dffda3
org.springframework.boot	spring-boot-loader-tools	2.6.1		a196581f4b397443f97db0c3f5d29f0adf6d601c
org.springframework.boot	spring-boot-loader-tools	2.6.10		4a5b56dda22e9dedfb236f6429471bebb5d330fc
org.springframework.boot	spring-boot-loader-tools	2.6.11		2922a2020cae21b8e0934cab24a50392aae7db8e
org.springframework.boot	spring-boot-loader-tools	2.6.12		345cefc0fea95b71a8c0be202dcf6c209be0a0f7
org.springframework.boot	spring-boot-loader-tools	2.6.13		106cfca50e5247040f62e2d9acc890a3a3a72b9e
org.springframework.boot	spring-boot-loader-tools	2.6.14		73b0a05e8cc73dd9b9a4403146c9a094e45bb9bb
org.springframework.boot	spring-boot-loader-tools	2.6.15		e52ccbf8a296b52f3da0571da5eb5196b13094f9
org.springframework.boot	spring-boot-loader-tools	2.6.2		80412a94c9e7c7840e5366783f0f854c26d44804
org.springframework.boot	spring-boot-loader-tools	2.6.3		ae73a62e1c8205ca9c4ce95454c08b58213349ff
org.springframework.boot	spring-boot-loader-tools	2.6.4		7c0014166af8a3990c37dac2b92b278b2f7aab16
org.springframework.boot	spring-boot-loader-tools	2.6.5		67b45b162d47b44e3e0c14948a8aa0c6b636db6f
org.springframework.boot	spring-boot-loader-tools	2.6.6		8a485c72963127ec7c47c8617333b0e541e835d3
org.springframework.boot	spring-boot-loader-tools	2.6.7		c7e277d14d3bee7c0e0937edb106a57eeef26198
org.springframework.boot	spring-boot-loader-tools	2.6.8		d6c8f7c086893c6251b177601b5b858e81f23a0d
org.springframework.boot	spring-boot-loader-tools	2.6.9		7d8892d7a6df015169729e94c82815c39a135558
org.springframework.boot	spring-boot-loader-tools	2.7.0		0a383dbf2f467ec43968f9f336d4fd6ce22838fa
org.springframework.boot	spring-boot-loader-tools	2.7.1		a5e62088b6d94d2a316ae55b17bfed72ae33acc4
org.springframework.boot	spring-boot-loader-tools	2.7.10		db8ce15a8bb1c9a998fe4841e086dacc8bcc7fbf
org.springframework.boot	spring-boot-loader-tools	2.7.11		a515282bf58a0fa27dd7e8331812dc5e773f3ad6
org.springframework.boot	spring-boot-loader-tools	2.7.12		b35765d5562a9c0a5b4bbf7e5b4cad07b13fe2e7
org.springframework.boot	spring-boot-loader-tools	2.7.13		a109411105c2f91684da7b60da2602c2d5312526
org.springframework.boot	spring-boot-loader-tools	2.7.14		9749ce9eec66ad211eeeb079ccabb05f5525c09c
org.springframework.boot	spring-boot-loader-tools	2.7.15		9c8073c2625254bc7aa20fb26f341021a287a1b7
org.springframework.boot	spring-boot-loader-tools	2.7.16		696bd95e23061d87a7d197cd7ad1dcfcf8187f5f
org.springframework.boot	spring-boot-loader-tools	2.7.17		a1f7c26987b8aea9f5960ef2045f0255752a5bfb
org.springframework.boot	spring-boot-loader-tools	2.7.18		c5edbe3ee20ce519ea0ce0103e3dcaadd14153c3
org.springframework.boot	spring-boot-loader-tools	2.7.2		2e1a84df7e56b0dc20dcd002655a7e98b1f1b4ef
org.springframework.boot	spring-boot-loader-tools	2.7.3		e564eaad69b874d6973fff024c2692c49db3d43b
org.springframework.boot	spring-boot-loader-tools	2.7.4		3cdcdd89cd38e6d23a782c0494c10b643ef723f8
org.springframework.boot	spring-boot-loader-tools	2.7.5		fb6a2f8f4d7b28ff4db7223af483b8f481f7ca55
org.springframework.boot	spring-boot-loader-tools	2.7.6		d55e243c18a7f894706a13be6c20f0eb04252220
org.springframework.boot	spring-boot-loader-tools	2.7.7		edf1ea9a351a61590a7fccdff2a76af3603c5d1d
org.springframework.boot	spring-boot-loader-tools	2.7.8		a5566d4d29459212cda04649a318b0ec2192d641
org.springframework.boot	spring-boot-loader-tools	2.7.9		80e359ca6544724f931454895ac09cee09f0b3ba
org.springframework.boot	spring-boot-loader-tools	3.0.0		e79983673704da92295ae90784bfabb5b5231d14
org.springframework.boot	spring-boot-loader-tools	3.0.1		fcf9f2b4f3fa5c106d428baf00796767bdb894b8
org.springframework.boot	spring-boot-loader-tools	3.0.10		a9eda505f5b0f7e7453c6eddcf3a9d89fa7f23bc
org.springframework.boot	spring-boot-loader-tools	3.0.11		8918eb75742c690b111b583243026aa42c6bdb8e
org.springframework.boot	spring-boot-loader-tools	3.0.12		cbabbcbdf5e0a5ddee4b9362a8fc9f1695a7098d
org.springframework.boot	spring-boot-loader-tools	3.0.13		fa906cb0588cdfd92598775429f19742914c8375
org.springframework.boot	spring-boot-loader-tools	3.0.2		1e385052dd9e36ed2785d41aa5d28049574df07c
org.springframework.boot	spring-boot-loader-tools	3.0.3		a9822015a7327200373096ccf6a848b9cc59429c
org.springframework.boot	spring-boot-loader-tools	3.0.4		2a27dcd598db3684b36b2182b53c65fe72469393
org.springframework.boot	spring-boot-loader-tools	3.0.5		8d347283aaff1c6858a5dd4b25ff5c1db18d4791
org.springframework.boot	spring-boot-loader-tools	3.0.6		99da2303c1cee73d68eff5d261b04ef30bf00371
org.springframework.boot	spring-boot-loader-tools	3.0.7		0fa57ca8376dc4c3b740ffee0b6e8d1297afa9af
org.springframework.boot	spring-boot-loader-tools	3.0.8		d720794e48a01a9ed2b7c2a6e3df0adfdab2da19
org.springframework.boot	spring-boot-loader-tools	3.0.9		7a6abe943b4a5ca68e47af855162eb30ef842a67
org.springframework.boot	spring-boot-loader-tools	3.1.0		06310a364514168d47708436964b6b97a46ac0c7
org.springframework.boot	spring-boot-loader-tools	3.1.1		ea5cbfdd93a165299a2aea4745ca4e558e6f5292
org.springframework.boot	spring-boot-loader-tools	3.1.10		86a50e6f8e30a5ed164d8192b3a048710d19d0fb
org.springframework.boot	spring-boot-loader-tools	3.1.11		60bb580cdc0cd93dcc4a57faf37b79a9e920ebd9
org.springframework.boot	spring-boot-loader-tools	3.1.12		6f096c302fc88c5ce37ad453f81a8ca6c0199960
org.springframework.boot	spring-boot-loader-tools	3.1.2		75e8d43c5736d15a6a35af63493d05a455671c48
org.springframework.boot	spring-boot-loader-tools	3.1.3		03a0ac363891697d74668d01b86460869b732bb7
org.springframework.boot	spring-boot-loader-tools	3.1.4		4d31426adfea1caa0ae47f3ed9172d743982d1a2
org.springframework.boot	spring-boot-loader-tools	3.1.5		f13016f22ffffd3bb6c472db7b9f79e68ecd7728
org.springframework.boot	spring-boot-loader-tools	3.1.6		eccc57ba55031b3258f0710fb57a8cc0f3ef72da
org.springframework.boot	spring-boot-loader-tools	3.1.7		7c014337ddfc6afe439be1d9306aa1e27a64effa
org.springframework.boot	spring-boot-loader-tools	3.1.8		0f3e63577243ac6fcdf570c56a772304b26efa41
org.springframework.boot	spring-boot-loader-tools	3.1.9		3c7505f0eacb7373859699c1ad12f8a5a2f1494c
org.springframework.boot	spring-boot-loader-tools	3.2.0		2fb31c0a8727f25f4fa08cdac4a68e95bcb32c68
org.springframework.boot	spring-boot-loader-tools	3.2.1		6ba39183f70565a39395094af94dbb97cb684c65
org.springframework.boot	spring-boot-loader-tools	3.2.10		c6ccf4f2deac97c8242bfc0f13b5d602812a6810
org.springframework.boot	spring-boot-loader-tools	3.2.11		144a3201c3685f0dfdbadfc624aa15e5d3166afb
org.springframework.boot	spring-boot-loader-tools	3.2.12		f74bc37028213c200b2c6bbb559214a9f4d25364
org.springframework.boot	spring-boot-loader-tools	3.2.2		d4cecd33a46d3bcc5bbc35a2ddb34af77aad1865
org.springframework.boot	spring-boot-loader-tools	3.2.3		32524ce65e542f3a6d70d97344865e1ac3402740
org.springframework.boot	spring-boot-loader-tools	3.2.4		65cc468cf0d0170f1202126984b3bc0ff31c8297
org.springframework.boot	spring-boot-loader-tools	3.2.5		16b0edd12c67210736b12f7cd3eb98f51620fe10
org.springframework.boot	spring-boot-loader-tools	3.2.6		0f5a1aae844bbd624ebe2174a3e0f00355e3dafe
org.springframework.boot	spring-boot-loader-tools	3.2.7		af28a22117a23fa3f5bc6f3f10809ba76cf14ace
org.springframework.boot	spring-boot-loader-tools	3.2.8		4560a72be312df2a936c6b46751d4b716f1c758f
org.springframework.boot	spring-boot-loader-tools	3.2.9		3df60a37d27a0c38ecf509395193b5b1452c9264
org.springframework.boot	spring-boot-loader-tools	3.3.0		cffa9703ae876efa41220c1c9c1f5068b74fcffa
org.springframework.boot	spring-boot-loader-tools	3.3.1		4f8ec0a840b3eaf0b144617b2252198dcce65959
org.springframework.boot	spring-boot-loader-tools	3.3.10		d7b55efb8016e234b0635d542c8c895bc2fece6a
org.springframework.boot	spring-boot-loader-tools	3.3.11		9dddc8efa5a0ee898820cc50cfd450ef85fe0396
org.springframework.boot	spring-boot-loader-tools	3.3.2		1fbf32e3b988b86fba47cc799ac2fcda623c9986
org.springframework.boot	spring-boot-loader-tools	3.3.3		ef85cc2f3ace0d825fda789b43338d2d300d9b4d
org.springframework.boot	spring-boot-loader-tools	3.3.4		ad6454d1b8d797fe1c1e29cf3c8fd607010e7b48
org.springframework.boot	spring-boot-loader-tools	3.3.5		29c81275169d5f5c3e1546c08264d0bdfb40db66
org.springframework.boot	spring-boot-loader-tools	3.3.6		828d7e7780982c76347ed8402df054efe606ef7d
org.springframework.boot	spring-boot-loader-tools	3.3.7		1d25470874d055dd94742eb4874c13443b3eb319
org.springframework.boot	spring-boot-loader-tools	3.3.8		b6b3a6ca1a015a8b0fd0ff31ecc99c7e61dc7723
org.springframework.boot	spring-boot-loader-tools	3.3.9		8aa5a5547363d6869d6035c42032e49ea8831c01
org.springframework.boot	spring-boot-loader-tools	3.4.0		bedfc3374cae20bb0b82e0a8d64f7cfdd0a25c17
org.springframework.boot	spring-boot-loader-tools	3.4.1		257091c583b6c40dbf990dbf99e278eac9b87ac9
org.springframework.boot	spring-boot-loader-tools	3.4.2		b7e5923c97f3deccb316ccb7627ff7f186b71c05
org.springframework.boot	spring-boot-loader-tools	3.4.3		f62b7d87101e9cb81d9576c4b40758d92d379708
org.springframework.boot	spring-boot-loader-tools	3.4.4		bbf336859e6b61ed27bec068b6bb5cc534465605
org.springframework.boot	spring-boot-loader-tools	3.4.5		4133c40fac97fcaa812f5a881609bfd936f6140d
org.springframework.boot	spring-boot-starter-data-mongodb	1.0.0.RELEASE		a57b2da761938efd6ecbc67ca1e8c2327c973ed7
org.springframework.boot	spring-boot-starter-data-mongodb	1.0.1.RELEASE		e69c16e20d200185e8772150eb88094c992ca70d
org.springframework.boot	spring-boot-starter-data-mongodb	1.0.2.RELEASE		f0be9f137efac4bdfd7f04a3d6e62eef705e9ea3
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.0.RELEASE		d6ba9923bad6c1e7ab97342824cfe5653765aad6
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.1.RELEASE		68766e2eba228c3522330ae94e7102cf932b43e1
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.10.RELEASE		6444d4d51db4b05e1af23238475ae2488a22b5c3
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.11.RELEASE		c2db1a983cbdccb5c967474cef8fa350e8ea2970
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.12.RELEASE		a3ad2c0e6484fbcc904bacad40a0b77cd1599f63
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.2.RELEASE		4b3d3f195897592e0f2234bd588087c3285ea6f3
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.3.RELEASE		bbff1bd016f856dd65aa51fc99bbbf74a370f5a4
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.4.RELEASE		3126fcc70aef3ad277d884af5b61d65df589808c
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.5.RELEASE		1077bc197062a65bee69f0304dc884de3a3074b4
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.6.RELEASE		242bf74d99af7d12a1ba90872c67bf5229291412
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.7.RELEASE		34ed0de122995aedfb76f84cbf887e90505cfc2c
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.8.RELEASE		8fbdcc88f8815ab1c180c6271f703b277791b48a
org.springframework.boot	spring-boot-starter-data-mongodb	1.1.9.RELEASE		3ab78106be5162c0005895bf67d5ebdfbd8d6255
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.0.RELEASE		439a04e4dd4b8f6342a1a42b25a73886f2122d76
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.1.RELEASE		50656206b8a98594a505db5692f372175e3d4c34
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.2.RELEASE		06dcf9d67a3663bf4fb179d11b58aebad850a317
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.3.RELEASE		be988904e4be51590963a7032830719b82146be6
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.4.RELEASE		c58fe530167513ca0cb2e10baadddf6e17afc12b
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.5.RELEASE		6461d074fa529fb45b405c38190bed88427a3479
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.6.RELEASE		dd6c61d0438641fc009c9dfa65e627b7976bb4c5
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.7.RELEASE		078ec0b3616ca7676bffe64110ff16add6b30633
org.springframework.boot	spring-boot-starter-data-mongodb	1.2.8.RELEASE		bf691881d12888227d08ac5a3dc8d356cc5bdbc1
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.0.RELEASE		3a53ad4ec8dfe0e155c175093c7d1402c4e6d380
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.1.RELEASE		235eb4b37ab8d91f4f40cf6eec3bebe4d1907a5f
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.2.RELEASE		66efc32104df98c31749fdcf7ff4f05ce465a1c7
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.3.RELEASE		b689f859ca116617141dc0f82b5287ed8bec0351
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.4.RELEASE		674d7cbf37d7567db9f055da9cd2095cf6e83e2e
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.5.RELEASE		7f815cb321edf7bd3aaa93820982de89beeb83e7
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.6.RELEASE		4a03acd1a7dc2d653820ecad7a05e22d98136bd5
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.7.RELEASE		3db6222f1cabd5c5541a6fa7f2f9e3187f71a392
org.springframework.boot	spring-boot-starter-data-mongodb	1.3.8.RELEASE		431b0079ac1a341e3a2ed8d385a56e06b0be4237
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.0.RELEASE		8a219ac53898623404a512e1508c95268979ad10
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.1.RELEASE		ac658940837379eaefcd87e77ad6ae6ff0b401ed
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.2.RELEASE		9c4e38421e53aa31f9f767dc827bdda864eb827f
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.3.RELEASE		061f36d4e6304bfd5f484f11691ee67d09308845
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.4.RELEASE		489bf37ac3bab67c01d17faf1d3affcb9fa72fb9
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.5.RELEASE		1329046fd4d619d3a1a54d1f5b5febb44ca73c55
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.6.RELEASE		f394376cc26c0a6541bb37c000c8bb79c4144b82
org.springframework.boot	spring-boot-starter-data-mongodb	1.4.7.RELEASE		949dbdff5b579d1aec49adb733752aaa45cf0c08
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.0.RELEASE		0a5dcc6c5e2fc97a05c9d539a3533e14b0c52ec1
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.1.RELEASE		7c7c002fb702574ea151b0c39f5650995e91bf83
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.10.RELEASE		bf4a46badadfcdf81559d0cb8c09adf39d83bcd2
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.11.RELEASE		3cb91e66a8874a722635a4218b80cd6cb40f1113
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.12.RELEASE		6d36c9ef097020f0e5ea910b9db5a795b63ef2ce
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.13.RELEASE		9774eec6c78aef195028fc8cc85bd870222a2c1e
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.14.RELEASE		e95507dd4a0b06265f28e857d14e6c20deca9ea1
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.15.RELEASE		6a527a96dcd39fb9913938defefb282a5681e088
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.16.RELEASE		9e19e8535686e478259da9e1d68686209c8e0c8f
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.17.RELEASE		592b799018179f3ba4a689674d9f964852341309
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.18.RELEASE		bfaf22edd5e4cae50a1be2791a7a87b74728fb83
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.19.RELEASE		84cd545ce7f60edd3108c1d9b685656dd25eb352
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.2.RELEASE		58304c581b700fb9af1314f6c03f742e1c2875b8
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.20.RELEASE		9610166d4872a9e65d05de319a3be7a24c221e16
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.21.RELEASE		33fc1ffac05ad79a69d2730595f3c301abc6d437
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.22.RELEASE		332870c39ab47abfbd049a3db4e057d3dbd71d75
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.3.RELEASE		1e29d8cd9af6f024a21dd605ac4eb2197ca6fce2
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.4.RELEASE		850b9c3618c9b456dc5caaede86ecffeb78e26a0
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.5.RELEASE		293ed4282b8ca2fb490b4eec2ad36aa6dd660f3b
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.6.RELEASE		7092c545d6f472d1b70d333e375f01fe0e507a19
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.7.RELEASE		6f49f19bd4f646e4352e78cd66ecce9ed94f069e
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.8.RELEASE		d6a3761c971691e9a70d8bc33c0158dcf8f06fcf
org.springframework.boot	spring-boot-starter-data-mongodb	1.5.9.RELEASE		32db6cd936a07661461bbd8c7edc49ce64f09f95
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.0.RELEASE		0d001f35e9c36153966d59a64b29ae2abc451ea4
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.1.RELEASE		6aa33e2e7f71ad8f2b599f730ed3636efd0f2460
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.2.RELEASE		0b7ea7325e4609728db2da641c5071d7a9972c4f
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.3.RELEASE		bf51859e2f6c12485b5f215b240ed4038824f87e
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.4.RELEASE		3662b2df4cf1da1f09a80d3e6651e6797700f761
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.5.RELEASE		cabe02c0caadeb6ee84eff3b63f05ae3bd7cbeab
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.6.RELEASE		8fc521182921da00cfc6e6aa7bed99993c89194b
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.7.RELEASE		44e5f6790c91e632c085c89d31006b56aeaabf09
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.8.RELEASE		7554328aea5eacca3d1f1ba8af23f78226c6c475
org.springframework.boot	spring-boot-starter-data-mongodb	2.0.9.RELEASE		4d29917cc522ebc5066ac043d324088fd7d66648
org.springframework.boot	spring-boot-starter-data-mongodb	2.1.0.RELEASE		c04e0a501235290a6b115d241eab59dac18959d8
