ai.ancf.lmos	lmos-router-hybrid	0.1.0		aad2c8da54715d500e01f0f7d84e3bb51567a473
org.aksw.thirdparty.org.spinrdf	spinrdf	2.0.0		786923bc7fd854dcde5f2ea266a3fd9c17ceb2e6
org.aksw.thirdparty.org.spinrdf	spinrdf	2.0.0-jena5-1		0263ad3226a8472cebb8d86d72d30f4bba3a54db
org.apache.camel	camel-as2	2.22.0		466a20315850f6d7f30280a6d5ad8bd286a922e5
org.apache.camel	camel-as2	2.22.1		fee77438813e4154b2fb25fda375e11458fa0081
org.apache.camel	camel-as2	2.22.2		c541692552e58c90ce372fcb319ba22f1f49a9ec
org.apache.camel	camel-as2	2.22.3		8288f2d65b83ecc67c6ffe3e5f47ae2e4e99ca65
org.apache.camel	camel-as2	2.22.4		326e132feece3b99e10fd46be95fadbe6a9fc11c
org.apache.camel	camel-as2	2.22.5		1bdd597e8b7d0b21f38fc418392b92294ce8f1ca
org.apache.camel	camel-as2	2.23.0		c7f6858ff5b005dfc95795d67f87fa3733a3f5fe
org.apache.camel	camel-as2	2.23.1		b1261bd64ff1f767d6d9667625b373c24aa4d9c6
org.apache.camel	camel-as2	2.23.2		57a83ea5aee52b00b9eed4f62aefeb1a33838446
org.apache.camel	camel-as2	2.23.3		0274c7190a60e4c1e3209ef46e0ded3b3f7c29cd
org.apache.camel	camel-as2	2.23.4		19e4342267335f13161882acf4e9e8b858feadc5
org.apache.camel	camel-as2	2.24.0		b5737fbc5314465f784be902136294e720835322
org.apache.camel	camel-as2	2.24.1		1da4dfddca695c9a25acca86017d5d239441e4bd
org.apache.camel	camel-as2	2.24.2		85f391d0c9a006bd4ce88ddb169ea7ce119da74d
org.apache.camel	camel-as2	2.24.3		6f08a3ee27624077b49abbbc2e360e44bdfe5446
org.apache.camel	camel-as2	2.25.0		898f236de7a3236c1e9990eabb3473d01c06aa9f
org.apache.camel	camel-as2	2.25.1		ecc0279c8cb6a7604d6fa5c594eba2cf49cbe60b
org.apache.camel	camel-as2	2.25.2		3e842c139eada6bb950c0e1eee8f0242c60b0f8b
org.apache.camel	camel-as2	2.25.3		848c16df512f2741517c7b522e0db026a6df1561
org.apache.camel	camel-as2	2.25.4		52a061e54a5e5777208ace4d9635fb95e739d3d9
org.apache.camel	camel-as2	3.0.0		fc84b5b7783b7c621a41d90bd3a7fc5247f4f0ef
org.apache.camel	camel-as2	3.0.0-M1		af29f22aa48b6c6f196d57912334910d1de8d858
org.apache.camel	camel-as2	3.0.0-M2		d3eef15e5d8a95130e82a745c6c4e860732640d6
org.apache.camel	camel-as2	3.0.0-M3		8f21c24337646ebbe41d4c9aa677500624cde0aa
org.apache.camel	camel-as2	3.0.0-M4		b125ece735ca8c2033032cd8209569c0b805b972
org.apache.camel	camel-as2	3.0.0-RC1		64113139b40c7c1da7763d14d5618191a8d02ff4
org.apache.camel	camel-as2	3.0.0-RC2		0e1de89f87cbc1fda3f939026d03bb2d779e08e5
org.apache.camel	camel-as2	3.0.0-RC3		7b6c959c055cc02e738600528eb78b43c7225188
org.apache.camel	camel-as2	3.0.1		49092e40b5ac793d47bd813485e479199b68917e
org.apache.camel	camel-as2	3.1.0		1bd5c46135c4dfd131368cd3f38ff656c33ad409
org.apache.camel	camel-as2	3.10.0		5460a9767cde2d9388448decbd5658ad2893c735
org.apache.camel	camel-as2	3.11.0		29e8c99b383ade48ac055b8bb398a35b5c4b7827
org.apache.camel	camel-as2	3.11.1		c6e48b0892c1d5b19ae46910442eb397a6ea6939
org.apache.camel	camel-as2	3.11.2		2224727a3b9474d057a2cbf701ad21281402e003
org.apache.camel	camel-as2	3.11.3		9e4a3ceecde2ee47de6d248952b7f56c55eb9f1f
org.apache.camel	camel-as2	3.11.4		b5e34a9875939bd6e938ba8a59460f5a301e17e2
org.apache.camel	camel-as2	3.11.5		63f1d99c25777ae54ca46c87db9aa4a5fed8c4fb
org.apache.camel	camel-as2	3.11.6		6ceb004dd4c21fd4463b998f0a16fc6def6ecdc9
org.apache.camel	camel-as2	3.11.7		06c2c63a0db12809a6efe9028b7b34d0170ef114
org.apache.camel	camel-as2	3.12.0		d80b0aabb72a75b8eee98d1986147cfd20a32b7e
org.apache.camel	camel-as2	3.13.0		315577797e9c7bd38e6391ec933d1fa9ce9e6752
org.apache.camel	camel-as2	3.14.0		80bc67837ad2abddada8c387a88e900c86f242bb
org.apache.camel	camel-as2	3.14.1		23cb2408e894cf86bafe680a797eb16552fded8d
org.apache.camel	camel-as2	3.14.10		6ed41109ea3a158a7cf106b81d4c4b108267239e
org.apache.camel	camel-as2	3.14.2		e990da2be391c02b46a94d69228bbb0ad031f182
org.apache.camel	camel-as2	3.14.3		2ac34872fbba7e8590e664c47528f9774964606f
org.apache.camel	camel-as2	3.14.4		a30f1ab350ebe521a8f81830c762e479edbd1d56
org.apache.camel	camel-as2	3.14.5		f64fd21ac4f95cc0ee5aacc3ce7a122ce63ad928
org.apache.camel	camel-as2	3.14.6		38bf02709c323533e9cd3dc2131907b98cc4eb9c
org.apache.camel	camel-as2	3.14.7		56aa131431a2a2e525db306b55167d40b44769da
org.apache.camel	camel-as2	3.14.8		2a8b5da0630e3d1959042a04c420709e45551d27
org.apache.camel	camel-as2	3.14.9		0178fb5998a7776abc8f56ca2acae79e91063030
org.apache.camel	camel-as2	3.15.0		57775887986e8ff6bde4dde2735e5dd20d0b58f3
org.apache.camel	camel-as2	3.16.0		5fc113bea6dcf5b9217b79eaf20084704fd4594d
org.apache.camel	camel-as2	3.17.0		c321f00521e303d7a15c9bd20790122bdbe2664a
org.apache.camel	camel-as2	3.18.0		b1330a2c6f6298d0d9813218e15e8a9e77c34182
org.apache.camel	camel-as2	3.18.1		d6ea13529c3fa2492e2c0bbc210a861d8fca9cb9
org.apache.camel	camel-as2	3.18.2		f56c092442cdd2f162995e9fad490bbf94ead785
org.apache.camel	camel-as2	3.18.3		02f7e16275e14a476d1de2b97bf01ad0872b52d4
org.apache.camel	camel-as2	3.18.4		98e4a50f3b38e5fa61e6747bfe26f68a09296f7d
org.apache.camel	camel-as2	3.18.5		92feefb8b37b5e7e995938f9438be24b06ba649b
org.apache.camel	camel-as2	3.18.6		f2a97451a6f1c0fb0eca931c212cec4a3db58498
org.apache.camel	camel-as2	3.18.7		80782dea72a63ebb37e0d2a74d82065c8bfb4020
org.apache.camel	camel-as2	3.18.8		de7b2c83445a8ee7303ca2190ff59be56a15079a
org.apache.camel	camel-as2	3.19.0		571a637cf79a7f26d016e5afc43350e797dbea1b
org.apache.camel	camel-as2	3.2.0		ca063114587b4cb585eefdd6432d72a5c88dcdc8
org.apache.camel	camel-as2	3.20.0		aaf3a376a7d164b143573f717202657bc1497fdc
org.apache.camel	camel-as2	3.20.1		f31b112aac0fd2f81b8c5b3ef46a5e0d66465579
org.apache.camel	camel-as2	3.20.2		8912e397eb623d22b927a72cdc56577acc0c6a06
org.apache.camel	camel-as2	3.20.3		b1925dbaffbf7917c36315d91c32d133e7cc6c65
org.apache.camel	camel-as2	3.20.4		f098efb4d54d6da4bb7a7bed8df767ba19e33de3
org.apache.camel	camel-as2	3.20.5		822be2c054e5aa92f2007073e5049045605de2a5
org.apache.camel	camel-as2	3.20.6		6c7632901553c79de7f0bb1661a89d4605668284
org.apache.camel	camel-as2	3.20.7		cf41fb8b80c2a1090264521ff9c9f2eee6e0664b
org.apache.camel	camel-as2	3.20.8		bd17de2c96927deca03722b8224bd482d629dd3a
org.apache.camel	camel-as2	3.20.9		3d75eefcc9002367b92a6cd6c3206205c09ec879
org.apache.camel	camel-as2	3.21.0		8ef6c9d5340d5ebcac398eb4c966051fb278f770
org.apache.camel	camel-as2	3.21.1		cb07da4441a55d831ee28dfe2e9dd7cf97dc2837
org.apache.camel	camel-as2	3.21.2		862972f519611469af4f25087f9e299e18ce3996
org.apache.camel	camel-as2	3.21.3		17a27ca98860237897bd8c603b455fa0dab0c45e
org.apache.camel	camel-as2	3.21.4		c877ad3e95bfebb538e71bfea5051d4ef38a5050
org.apache.camel	camel-as2	3.21.5		175ef8c1c071dd8b7594e677f2c1cecf91db3a35
org.apache.camel	camel-as2	3.22.0		ff14e8b4a815b03d25f26844f45576a9ca083324
org.apache.camel	camel-as2	3.22.1		1e474d08a23935536c6c80c5e609b0a88567fdb4
org.apache.camel	camel-as2	3.22.2		563b262a2414ef71566aa12b1e277f2a971d59ad
org.apache.camel	camel-as2	3.22.3		2404878be626032f61d68d2c4bff2f8cc9a22264
org.apache.camel	camel-as2	3.22.4		3c22579a2f971a137f0fc00d40e03eddc731ec4a
org.apache.camel	camel-as2	3.3.0		ef1085389f9bd1ed9c6c651096c7aead26c487d3
org.apache.camel	camel-as2	3.4.0		75c1dc3c249f56bc24b83cf282badd8df1c34004
org.apache.camel	camel-as2	3.4.1		daf9c68634268e7b2bcf31752b16fa05dde2d405
org.apache.camel	camel-as2	3.4.2		4b510eb265fcded731c823d430b77f9e371156b6
org.apache.camel	camel-as2	3.4.3		f13f305461684c8da4ff2fa2f6f5cfbbc61e3ac5
org.apache.camel	camel-as2	3.4.4		f62f1eb54c7b81ff7986695b6d47c2d8b013f90c
org.apache.camel	camel-as2	3.4.5		9e3e63ed7b1dfb4728447255c5c08ec687f0bc03
org.apache.camel	camel-as2	3.4.6		e1b9d37c6a5b4c2f93b5e111bca958aad65e530e
org.apache.camel	camel-as2	3.5.0		f46303eb69e62a6da0cdbe7a41029e154cee3881
org.apache.camel	camel-as2	3.6.0		0d561f60271d899409366da500f278af2faf20b8
org.apache.camel	camel-as2	3.7.0		f3159c62f10b39259f9360fead0591f5a793e9c0
org.apache.camel	camel-as2	3.7.1		713385ea4fd2657a72e29d11df36f3c5116cbc8c
org.apache.camel	camel-as2	3.7.2		eae6ebc20f7b4db63771e66fe9b9eeb718cf4f54
org.apache.camel	camel-as2	3.7.3		c96a66612bef8c52778b70c6f595aec0ca687f43
org.apache.camel	camel-as2	3.7.4		b81f2a7f61dc2c752c51b3d8109967308ec2dce7
org.apache.camel	camel-as2	3.7.5		6f24bb566460f12b5ff1b1afdf7a8c8eeb8b8c97
org.apache.camel	camel-as2	3.7.6		ecdff828a0039019b6f22ca17b0ad63a6001c7a9
org.apache.camel	camel-as2	3.7.7		5d40590046d88200c7fe33fd6540510db2ff06d5
org.apache.camel	camel-as2	3.8.0		69dbec703ca470e75d3debb9c15a7b837fe04de4
org.apache.camel	camel-as2	3.9.0		9f02bf2590c82d7c18365a979c59e7e024cb7a80
org.apache.camel	camel-as2	4.0.0		10cd1bdf2691fdbd652943b70bfbee450532633c
org.apache.camel	camel-as2	4.0.0-M1		a76faace4d63da27b05a29dfc06d6098a17c730c
org.apache.camel	camel-as2	4.0.0-M2		118205042610870ff362b8a2801b68a38ca45b25
org.apache.camel	camel-as2	4.0.0-M3		f275b1528e8007464555ba8d6ad8916cdc0c0fcb
org.apache.camel	camel-as2	4.0.0-RC1		bc33f3d92c087c88e81d100d82da56c79ec483e7
org.apache.camel	camel-as2	4.0.0-RC2		ab819a83543cb1d45ed2b69732dac9210dd6f9d4
org.apache.camel	camel-as2	4.0.1		36876eb3dea64b44993d19a55568a465a86fc730
org.apache.camel	camel-as2	4.0.2		f2a92172d9fa79fb6be3387b66c7a324710732bc
org.apache.camel	camel-as2	4.0.3		e3d7ba9ae8f8d29c1d694617f1dd4e146b7b0ca0
org.apache.camel	camel-as2	4.0.4		551654495baacfbd9c72f8746e7d33a2490de4dd
org.apache.camel	camel-as2	4.0.5		0c6cd92af8e3bfc63264d84a6409c481e1c2deca
org.apache.camel	camel-as2	4.0.6		cea201241b1071ae10d3682e802e00acef660ad3
org.apache.camel	camel-as2	4.1.0		af15662e113034d24ba57995e719598b0103d968
org.apache.camel	camel-as2	4.10.0		14611e6d1375bb3008bdec2c19db4427f192f10b
org.apache.camel	camel-as2	4.10.1		8647a7d599f7096d67168336fc86206d51fee353
org.apache.camel	camel-as2	4.10.2		6f201d6473e35ca2a92fc27b50ac56c79d483ef0
org.apache.camel	camel-as2	4.10.3		d722b1acaaf415bb0fa507673598e2e6683a39e1
org.apache.camel	camel-as2	4.10.4		a5adfaf8ff793264f5a2ec92ae602827181f20a1
org.apache.camel	camel-as2	4.11.0		e14925183cbf9ba6cf6944bd85c9f1b9e2c540bd
org.apache.camel	camel-as2	4.2.0		8546df78c6a235fbe277838f724de088257f6314
org.apache.camel	camel-as2	4.3.0		3ab2d5f8dd4fa023509789a6cc988fd06429fca3
org.apache.camel	camel-as2	4.4.0		1cfd193d70c12e2440afcfc4761b664447ad8480
org.apache.camel	camel-as2	4.4.1		e990abc308a512f2e6fe725d960fd4018880f2ea
org.apache.camel	camel-as2	4.4.2		99ab2ffae4be55f1d2aa6d373b07164c0156a2f5
org.apache.camel	camel-as2	4.4.3		d0013d5e78c1edff80545466af51b878c2407e97
org.apache.camel	camel-as2	4.4.4		5433e86bc317ff8c1f13b14d300dc8614ff93425
org.apache.camel	camel-as2	4.4.5		a335ebea73b75234d02460964bd85e87dc02fd39
org.apache.camel	camel-as2	4.5.0		30ed356d5f50600cf56d5d30e9c02c94b796cb1e
org.apache.camel	camel-as2	4.6.0		0e908f09f0978e5ac7f059a59e210d366cb2e3c8
org.apache.camel	camel-as2	4.7.0		5af20dfbbaf8d7f3bdf0db5e88ba63b31e2b23da
org.apache.camel	camel-as2	4.8.0		dd2d409602cc91c98011e22296ec0509dd541121
org.apache.camel	camel-as2	4.8.1		96226b012a3251549a566b0a23348ba1d670519a
org.apache.camel	camel-as2	4.8.2		94ed7f5b7dc99fab86293978131dfbf301188934
org.apache.camel	camel-as2	4.8.3		004b950ef32a447a126a6bc6dd0b415ecf5b64fa
org.apache.camel	camel-as2	4.8.4		f6ab033c62650a8a0c306a6b632079a0efcdf35f
org.apache.camel	camel-as2	4.8.5		c4fe4067ffdc70a5694f92d504b81b42d3b64449
org.apache.camel	camel-as2	4.8.6		4016bee8ff8862ebb1fbc239b4c5188c94040c86
org.apache.camel	camel-as2	4.9.0		00973f261d739d75a1ac3fda0f1fb35411b44708
org.apache.camel.k	camel-k-master-parent	1.10.0		N/A
org.apache.camel.k	camel-k-master-parent	1.11.0		N/A
org.apache.camel.k	camel-k-master-parent	1.12.0		N/A
org.apache.camel.k	camel-k-master-parent	1.13.0		N/A
org.apache.camel.k	camel-k-master-parent	1.14.0		N/A
org.apache.camel.k	camel-k-master-parent	1.15.0		N/A
org.apache.camel.k	camel-k-master-parent	1.15.1		N/A
org.apache.camel.k	camel-k-master-parent	1.15.2		N/A
org.apache.camel.k	camel-k-master-parent	1.16.0		N/A
org.apache.camel.k	camel-k-master-parent	1.17.0		N/A
org.apache.camel.k	camel-k-master-parent	1.17.1		N/A
org.apache.camel.k	camel-k-master-parent	1.6.0		N/A
org.apache.camel.k	camel-k-master-parent	1.7.0		N/A
org.apache.camel.k	camel-k-master-parent	1.8.0		N/A
org.apache.camel.k	camel-k-master-parent	1.9.0		N/A
org.apache.camel.k	camel-k-master-parent	1.9.1		N/A
org.apache.camel.k	camel-k-master-parent	2.16.0		N/A
org.apache.camel.k	camel-k-master-parent	3.15.0		N/A
org.apache.camel.k	camel-k-master-parent	3.15.2		N/A
org.apache.camel.k	camel-k-master-parent	3.15.3		N/A
org.apache.camel.k	camel-k-master-parent	3.2.0		N/A
org.apache.camel.k	camel-k-master-parent	3.2.3		N/A
org.apache.camel.k	camel-k-master-parent	3.6.0		N/A
org.apache.camel.k	camel-k-master-parent	3.8.1		N/A
org.apache.geronimo.devtools	testsuite-plugins	2.1.7		N/A
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0		446280dc5102060fbe1a13574bac0b00bf0b7f40
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0	resources	f6d45a15896976bb2a69bc5aa0e0eeed7a288f3c
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M1		57e21697eb3dc73773002da5109bb04af7128c88
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M1	resources	3489634b28c6de2115aa425c439b71fbe956bfc9
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M2		5a50fae54741242dfb8f1c308ac25d1379a41954
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M2	resources	f9a0a86911b8684ed458bab1cdf8f16dca9a9d74
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M3		e3c80e993220af58d3587c862228f58a2d45a0f4
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.M3	resources	5aabe2db941f45d4be97cf9fdbd149ea30b3cc34
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC1		62565e8aa89fb98f84893290fb912bd3dff214d0
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC1	resources	8b18d832de9b44f6eae2fba477abaf201352c06c
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC2		3cfee6a2ece86b7dd594b2b2c1a979fc54ac203c
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC2	resources	b4f7dc8a127aed09991a7ceb3e9cffb1d1241711
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC3		f6fae622dcdeea569ab380b5a224d307a7a89681
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC3	resources	fd144220d893606e1f654dfaa5c48787de08318d
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC4		ecb91180f06ce9f854c48c8c643f617e5e21d0c0
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.0.RC4	resources	831511eb0431d6f0cf78ffd895b292dee44cfd6f
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.1		e6b797702d7e57b4660d7ed08d056ab14e503858
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.1	resources	988a5ddfa4c9f65610dc2f5db13df354997138d3
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.10		b4ac143f8e03857e51f07b93815b4b53ff4185e6
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.10	resources	cc20477dc0914bb345a4524df1c77d1a0df53181
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.2		cdabb772d24cca0eb9828e540fa3d43a5cd97d5b
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.2	resources	0b1228fa766b818ccf22b0012ae396ff4a18556a
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.3		e37993b57416698f68149b1b87d40c4be994bca7
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.3	resources	fa123145386e5e7e39f89816779bd694582dc3ae
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.3.1		4567f011d951c6497d9433a9930c48c5fc5b02e7
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.3.1	resources	5684ab9d6155e051074d3d4c4177105b6a810691
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.4		1d8b080f743dde0ae7a14e82dee4b5aac9e9c8ba
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.4	resources	c24d655d27a890934eb17cd2bd2d20bb90f03ba9
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.5		0415f64348d40851ffaf4413cfc4ec84456de504
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.5	resources	0f2f8b7b0b4e4e9536e238358789de10f82da6e9
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.6		c8120750a685d654bcb2babdc88064f6797faa0f
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.6	resources	c1d29265f96db94000430054915ad2bcefb0dd0c
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.7		b2ab1c44c5ffb432bb2b2acea4e9764e6997ff60
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.7	resources	ec9dea1033a53b1cb3e6152b779323a144f70b42
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.8		84447c147f402a87aa16c712539b8a61189dd464
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.8	resources	0937b40f9b08d74e5b2537464e42eaaa68a18def
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.9		83d1120993d448cb588c0c75a269a1b5e976e5c3
org.apereo.cas	cas-server-support-mongo-service-registry	5.0.9	resources	b7d5f92c64ce560419e4dad39b24c5afb1af3536
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0		96002683fcf6e228ada3eb3b118f4f7589998a0d
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0	resources	2be2f344870ca57300017d293dcaa2cb59fa9d49
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC1		de568af3424c4f178f54faa1a83ddc3d90a88ab5
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC1	resources	65fd6b22b1fcf7c5065c7c68c9afe1933733e566
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC2		058deb1375d825bf1ebd296f409747ef99169dd8
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC2	resources	d9cb884603f1a34e2f778606417a8036a5175377
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC3		22650e7f9e1f993dbda7457a4067ace7ca54ef56
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC3	resources	15cdb5d5a56dccb8c5605a1a0c8aa4d748728e44
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC4		3d750c7e460b2578d8bd5987b1d66038318267cb
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.0-RC4	resources	65927fe5e9728e64594c61a96a174c047639e68e
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.1		9ac99c5c90d2e8b3e13058ab942c9b06a04c0f20
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.1	resources	8f09c0a3775771e02be711b406ec091f6faa1466
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.2		37a1c9cae2f527796d6a4f16fddb4f87489e1151
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.2	resources	5e4f124234143549c154b7beccac942f7f671cd6
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.3		e05e076862ae59760e1ae173d6e8e94aef8fe33e
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.3	resources	0686a9f847079fe158c9540ac3d21d0b46731bea
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.4		87e3033e3ad3e8ae2dc1eda0d4364c5274eb661f
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.4	resources	5d7af26c2d8ae4d006d69a2ef35ae558db4a9e02
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.5		bc635b45eff05f91c36dd6fe6400582c1dab3842
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.5	resources	c000521c131e96c0e3d9ff6eba99e56ad9edc03c
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.6		e657d48137690f30658c45265e3ff00e7f77f536
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.6	resources	83caee183cef25c7b24d15db20a8b9622438e030
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.7		5f90bef4f46973f6e5f859cdd5b0a670e564ca26
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.7	resources	27b638cf2a0ab3be55e01f384cf2d01987a2d30e
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.8		18490a994ff6aabbee65fbedfd641e58c00c066c
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.8	resources	e5f5769f9b4b255011290315c6e1f16f8baf90c7
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.9		8132c3d7380289023ce5b0d86701349294ba8f9c
org.apereo.cas	cas-server-support-mongo-service-registry	5.1.9	resources	1d38c43854cff597d339a79ec415aa947b086709
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0		db900e6fd8c3e14eb663d8c37cc5156635ec1d74
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0	resources	5f3c2190e70d4e8d71917340d01ac9a3e55e4b56
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC1		fc92480d34b8c2722cef79a4705d7c540e8b769e
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC1	resources	9f608ec895e0847203486aabfb75f1f6b940e3c5
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC2		575c4d9ceca96a63d062a361cf62db1c08b1fd91
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC2	resources	14cbc324d67a59b8fb69c9a860cc85a3daeaa31d
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC3		012d4bc727377d49db4db53fda6c83771c09e446
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC3	resources	fee8801ed6d3b7e7705a9a8d93b75b7de6f30925
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC4		080158c4ce83295abbb494b38582a3ba98e24a8a
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.0-RC4	resources	7698c85650010af87dfaff26feb21183bd7cc1da
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.1		4cd94cc15a87547c2f465f9af50d632cd7ac599f
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.1	resources	317548971afbb6cd6b545d3daf9577a5d3d77999
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.2		4abdaf494792598c6e7bf137bcc8be6b984f2c3b
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.2	resources	a26bb45c05fd89fc6dba9d10f39a0706b1a3a36e
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.3		5bfb62f92a57ef2661c40a2ddaff827447caea6c
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.3	resources	ea83a70d25a75e675538c3cc73cc894c00fd81b0
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.4		515b526b6168f0b33cfa7a1544d8657cdab998c0
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.4	resources	63b612aabfe1d7dc1169710292cfe9b7a3733e92
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.5		4678091f4a4a0b5f3cb4689c50eef634285b384a
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.5	resources	7db316966dacd4dd75992df8a7559d2165c47235
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.6		cb12abbf5a082f406b84a6e392a3e887ca5bbcae
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.6	resources	3369bd02deccdc827d1c94e09c5ab660d8bf6277
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.7		243d2455c4bd8cefd0fc379af6998053f00f8ffa
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.7	resources	1e93856421a6438b56e8e3121b69759e2deb12fb
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.8		684b77253373d60a04e6fd83f833c0aef3389cc9
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.8	resources	d25115f941e1ff15bea914b6efdddf3f34b62fb9
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.9		d50bc7a73edcad7a4b1dfd41c45cb61d0efe25ef
org.apereo.cas	cas-server-support-mongo-service-registry	5.2.9	resources	d1957775ea4d9fce71f85dc37d3de3cabda76f59
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0		18ea9784e908278ca27c4cfd08ca46037c291002
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0	resources	377fa3d63ed76c4c55445107055de5434f2ae508
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC1		0d055d9e9d22c06b1243b62160764b900451896f
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC1	resources	b9cdb8418f333790d3e2cac089b4259910f5600b
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC2		0cc639ff4220f954e4918d33bf1deb80829ad944
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC2	resources	66c93956b73d37d73b602dc39a0ff101665462f9
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC3		0da08361c33a70c5364841bc559993ced3ea3de7
