br.com.anteros.social	anteros-social-android-facebook	1.0.1		N/A
io.github.sagifogel	proptics-test_sjs1_3	0.4.3		9ddcd2bdfd264f81436a14be7241e3244a78b807
io.github.sagifogel	proptics-test_sjs1_3	0.5.0		2962956d9de6d0d914d49005e9dd458544ad118e
io.github.sagifogel	proptics-test_sjs1_3	0.5.1		370ae017f6b20314c2c158deb11d26c84cd5c7e0
io.github.sagifogel	proptics-test_sjs1_3	0.5.2		73c586e20a89ee07b74b331c2ab15cea961a87da
io.gitlab.embed-soft	lvglkt-drivers	0.1.0		c8e2f93dbd52bc13101f3eb0dffdcb747850b5ed
io.gitlab.embed-soft	lvglkt-drivers	0.2.0		fe7a19b294a18719842622d18f28f7021ebbb780
io.gitlab.embed-soft	lvglkt-drivers	0.3.0		7bc4378cbee8f1d86ee7781eaaa16ee286452c16
io.gitlab.embed-soft	lvglkt-drivers	0.4.0		e23129ce47a36209b74f0f0d94a613540dd8a873
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0	metadata	8174ca062a30226ccc4b830844d13db345408ea8
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha01		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha01	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha02		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha02	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha03		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha03	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha04		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha04	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha05		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha05	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha06		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha06	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha07		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha07	metadata	cab9d8a232a95f1011ec8b9710cb72792f3a9a15
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha08		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha08	metadata	466cd8f3bed34d57c26a348095b69a72b1b48353
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha09		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha09	metadata	751e251ce22d19932ee594a148de3e32dc79b5a9
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha10		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.0-alpha10	metadata	2f2e16e019879862b2210775c6ee0a5f278620af
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.1		N/A
io.matthewnelson.kmp-tor	core-resource-macosarm64	2.0.1	metadata	8174ca062a30226ccc4b830844d13db345408ea8
io.openmanufacturing	sds-aspect-model-jackson	1.0.0		153d7bf706b3fa5283f577cffb9caac1f144f22e
io.openmanufacturing	sds-aspect-model-jackson	1.0.1		f9d335af70d0ba9550ebe7dfa31a41b6e7a7fc15
io.openmanufacturing	sds-aspect-model-jackson	1.0.2		c6a9346822ef604faff050e3d1b0f98cc5ab3d8b
io.openmanufacturing	sds-aspect-model-jackson	1.0.3		7ee8d050f5721e4f7888bad1ab9b3737fc67d72a
io.openmanufacturing	sds-aspect-model-jackson	2.0.0		c372bd476be2eeac6b80ecba850dafe9c07e749e
io.openmanufacturing	sds-aspect-model-jackson	2.0.1		eb8fc42d0d60577834f881b9df19dea7bd5563fb
io.openmanufacturing	sds-aspect-model-jackson	2.0.2		89f213ade106f783d33f6c188b1e67d78c152470
io.openmanufacturing	sds-aspect-model-jackson	2.0.3		c0dd3a52d8494dbcce58803bdf2abf50ce421e4a
io.openmanufacturing	sds-aspect-model-jackson	2.0.4		81ce2d5e80158e9d0e7005e429fde7ebeb0e77ea
io.openmanufacturing	sds-aspect-model-jackson	2.0.5		e8dd8a055a0265be64e472aeba10d3e85bb38980
io.openmanufacturing	sds-aspect-model-jackson	2.0.6		5cd098b393f8182088f5c779ed2cfbb7ecbc9871
io.openmanufacturing	sds-aspect-model-jackson	2.0.7		8a105aa22cbfa6e392a7bf8969073a39fa96d2bc
io.openmanufacturing	sds-aspect-model-jackson	2.0.8		bf6dd5fc248fe7cc2316cd730dc07ba858bba132
io.openmanufacturing	sds-aspect-model-jackson	2.1.0		fa3cd9a5eef23fc7b97a068f2b81efae0421ad50
io.openmanufacturing	sds-aspect-model-jackson	2.1.1		a2bb87da0fe30bb9e9b32339c7bebcc85d8fea53
io.openmanufacturing	sds-aspect-model-jackson	2.1.2		80bb2684177f0850942faff837fbc43e228c1fc7
io.openmanufacturing	sds-aspect-model-jackson	2.1.3		bdc8843ffa144136baed1249cd429b7517b7d28d
ir.boommarket	java-sdk	0.0.1		d0bfd7253c5da05d801871a39cfb0518aec4aa82
ir.boommarket	java-sdk	1.0.0		c6e33c2887b8dd82dd6895a8e8c6b4fe43ae2e09
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.0.1		N/A
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.0.1	metadata	9579fa2c6d05d9b90008e65fcd36905f59b7c8f1
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.0.2		N/A
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.0.2	metadata	2fa7026f17ec2d376952960a02c5b2f00fe75637
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.1.0		N/A
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.1.0	metadata	85f965e34738b118a9aef00f83da26f2de753557
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.2.0		N/A
love.forte.simbot.component	simbot-component-miyoushe-villa-stdlib-macosx64	0.2.0	metadata	d5896e17e6588eece7520d1857805e3b897c548a
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.Beta2		f0beb8c68fd15bb8a462cae9a30d4d74571bc5b7
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.Beta3		1397320f7824ff8018b6a16a658e406679e67885
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.Beta4		a372f9e041cf3c15e296cf1a8c56967af31318b9
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.Beta5		af762aa19f2a28333c99b45730fd174b87cdc6da
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.GA		b0d92b606e739c3e6fb2b62b767325fea4744912
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.RC1		39cf7dea9efce47a02244f34b17b472101cc3d02
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.RC2		b49704c1dd2c03be4d98f5a9a4add5d0f9ce364a
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.0.0.SR1		810555ef6e7cceced91f096e29432ba707cbbc94
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M1		de7fd89e15e2ba0453e104cd82e96d515d430f17
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M2		e37926eb873a2260fc9260e1df8b86df1f472f98
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M3.1		16c3b5858051241158d87b926892af646eff04c6
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M4		76b6a5304f59d80c313f3dcdb0ca0d73824c92fe
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M5		73ab8cd73cdc9181196a4d203553800f2d76f247
org.activiti.cloud.common	activiti-cloud-services-commons-io	7.1.0.M6		9fb6f18eff67245ceba74024df14027cd069781d
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.0.0		bf6f523b0d09d56462ee4d2b0f251010b296e9b1
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.0.0-RC1		eec2086df4934073a7172f63c1d2658262ea726f
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.0.0-RC2		1988e63dca78a982281b4735fab7886a79059cfb
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.0.0-RC3		a2a966e22de2ce071b377ca6c0fe9e370d1b0556
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.0.0-RC4		ea68fd07b8df928c84de42e8702ba8842e6c191f
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	2.1.0		a04a55df80f16d59cd150668541c27bdeaffd9a4
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	3.0.0		efafb9c0ec3a9d185c95f05d17b1fb26bcbe3ba4
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	3.1.0		6181afe4662dae7e04ca2c4cee00949d189471ed
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	3.2.0		9de1f8f4df9533648bfffb17269014bfef4ceed6
org.apache.causeway.viewer	causeway-viewer-restfulobjects-client	3.3.0		aa59a8accaa4af0d15b2d85574bed77095291dd0
org.apache.flink	flink-connector-flume_2.11	0.10.0		165f6557894530c45bbc34eafb1757e0b11e9ac2
org.apache.flink	flink-connector-flume_2.11	0.10.1		4b1e075465acfbf4b193c401aba5e9395b5c8000
org.apache.flink	flink-connector-flume_2.11	0.10.2		0b5ab2a46f6fda19953d68fc1c87d39171ef7358
org.apache.flink	flink-connector-flume_2.11	1.0.0		900480b4bb67ff2c22ef09ffdcb8bbf6613dd0c6
org.apache.flink	flink-connector-flume_2.11	1.0.1		0b39cfcdb99dfc7430dcfc842b0c84a6c0f583e9
org.apache.flink	flink-connector-flume_2.11	1.0.2		c4a62aae17639c1b835caa36525c02c7941d3ce0
org.apache.flink	flink-connector-flume_2.11	1.0.3		4ee1f94707792a749a4ed40d275ffc89b29de184
org.apache.flink	flink-connector-flume_2.11	1.1.0		accec3af609c7787e4edc5e223e31a02b9f1ed68
org.apache.flink	flink-connector-flume_2.11	1.1.1		21d0330c1b30d0633232fcb20218798739b17c2d
org.apache.flink	flink-connector-flume_2.11	1.1.2		ff72aa3d7728ed1f4cf9af847caff2f71df77b2b
org.apache.flink	flink-connector-flume_2.11	1.1.3		3208c61b29ceeb19b25864fb1c20597c3df3c794
org.apache.flink	flink-connector-flume_2.11	1.1.4		2676ef71b02425e8809cbd2be382527e83a2c267
org.apache.flink	flink-connector-flume_2.11	1.1.5		253c340d124e6d05f125f9ff68611c162f00beb5
org.apache.skywalking	apm-jdk-http-plugin	6.3.0		7059de2a449d9e25e3a15a696f2d7cfbe39e8a8a
org.apache.skywalking	apm-jdk-http-plugin	6.4.0		66b28e990db68fd591665b29fcbbd8b60f886a76
org.apache.skywalking	apm-jdk-http-plugin	6.5.0		6fc4a4d19de600c19a0dcafce3aa34caf8d1e9db
org.apache.skywalking	apm-jdk-http-plugin	6.6.0		3a1c909584daefaf2b622d459a95f254d366a95d
org.apache.skywalking	apm-jdk-http-plugin	7.0.0		eac937eb68526f2165934b5750c5164a6b926384
org.apache.skywalking	apm-jdk-http-plugin	8.0.0		96948d30f5ab4739074f454aab45d47887268475
org.apache.skywalking	apm-jdk-http-plugin	8.0.1		c78bfba1874558eb9ddaf2eaca3a8d5d33f8d01d
org.apache.skywalking	apm-jdk-http-plugin	8.1.0		030396fd90497c3b526f8d435c843f82c4c6421d
org.apache.skywalking	apm-jdk-http-plugin	8.10.0		4eb24886d7ffcc1cc819696a49c38c9c81f281f3
org.apache.skywalking	apm-jdk-http-plugin	8.11.0		b4b219262b71e1813baa2ee83939a07d8a540da2
org.apache.skywalking	apm-jdk-http-plugin	8.12.0		80ce4d2c54d47e8ef7ec8b8f733a9b37927686ea
org.apache.skywalking	apm-jdk-http-plugin	8.13.0		b4a5134f2378284f1075f3962f116eaeec16e9b1
org.apache.skywalking	apm-jdk-http-plugin	8.14.0		8daac6aa4beea4456f23bedaa2630cd34cc27722
org.apache.skywalking	apm-jdk-http-plugin	8.15.0		a6f7f451a9778bda300c0d2236013d2967a2f593
org.apache.skywalking	apm-jdk-http-plugin	8.16.0		f8f49ebba0c706a4a21417f80bf647bab099d5c9
org.apache.skywalking	apm-jdk-http-plugin	8.2.0		af30b81ec48e6d18ccb645d37be260ef8b87444d
org.apache.skywalking	apm-jdk-http-plugin	8.3.0		36c4aea24a063e85ce63061d0f76c7977cc7f6f8
org.apache.skywalking	apm-jdk-http-plugin	8.4.0		2631501a8c39a65f25d7f2f59de9ad5b741e6804
org.apache.skywalking	apm-jdk-http-plugin	8.5.0		fe77816c12bb001d1df4335b23524e7cd67b3ef6
org.apache.skywalking	apm-jdk-http-plugin	8.6.0		815ebbc74220eb2686ac45ff44cea8e49fba6ee1
org.apache.skywalking	apm-jdk-http-plugin	8.7.0		6960394850bd99d10baaa61d1e4e739e39a1b03c
org.apache.skywalking	apm-jdk-http-plugin	8.8.0		a17d02c235e90e66f5aaba5957b7a04635bd24e7
org.apache.skywalking	apm-jdk-http-plugin	8.9.0		550f23862638b2d821d2c1b1f4c4f553a78e8d19
org.apache.skywalking	apm-jdk-http-plugin	9.0.0		784e43487a1fa3727985c170df545988deb1ed5f
org.apache.skywalking	apm-jdk-http-plugin	9.1.0		f0ce13d915242aaa6f3f55478215695d91228e2a
org.apache.skywalking	apm-jdk-http-plugin	9.2.0		c2b435ffa78eec463ddc671536160dcff67192ef
org.apache.skywalking	apm-jdk-http-plugin	9.3.0		4f60987f5ed4f655acc6bb6c7ae6b1c0ad28256c
org.apache.skywalking	apm-jdk-http-plugin	9.4.0		6f7deb9cd131094b0a05030da8c690aaa73e0d30
org.apache.sling	org.apache.sling.featureflags	1.0.0		44f45aec9b07fbeb703045084f0c70b42f214175
org.apache.sling	org.apache.sling.featureflags	1.0.2		e98a53176654f2ef95afdf9f5fa386e5aa614f41
org.apache.sling	org.apache.sling.featureflags	1.1.0		a41c8667bfc3de7a8fa55d8d249ea9c40b117713
org.apache.sling	org.apache.sling.featureflags	1.2.0		98c93d1789ad7a9a3be730ff2e683ccc1142dc53
org.apache.sling	org.apache.sling.featureflags	1.2.2		b3099ab663662da32577c8abffd85abc425bccf8
org.brutusin	rpc-demo-jar	1.2.2		089aacb13dd904f15609c7f7284e7063256d3d31
org.brutusin	rpc-demo-jar	1.2.3		509a08b8a1ad3ee9cb6a739345585fa3a04fe7ee
org.brutusin	rpc-demo-jar	1.2.4		c7ce7356e9b006df564307b9ed5818cc988d675e
org.brutusin	rpc-demo-jar	1.2.5		994361873881ecba3eefe7cd2d94509ebeaa231f
org.brutusin	rpc-demo-jar	1.2.6		298b60d2ced7b5e82f2e76c885fa9841f80fae91
org.brutusin	rpc-demo-jar	1.2.7		40826d77ef9ac9d986e93b2afb17c9c5543d1c60
org.brutusin	rpc-demo-jar	1.3.0		d45765f2291800c12e1beb9e2b334ce9e8f79a1a
org.brutusin	rpc-demo-jar	1.4.0		5d73a5c4879ba448db545456fd75a5dbf9d7af68
org.brutusin	rpc-demo-jar	1.4.1		20ce6d43f62e391a44b5a3fd2176a311a4f74a92
org.brutusin	rpc-demo-jar	1.4.2		12af8bf67898ca7fcdfcd4157c8652f39c4c5d6b
org.brutusin	rpc-demo-jar	1.4.3		8f665d155af32450c3cfe4b96fa81dad6cf7e114
org.brutusin	rpc-demo-jar	1.5.0		23a1e7b1a9db0f55adf3e7510202803e6aa0af32
org.brutusin	rpc-demo-jar	1.5.2		7f4b950c8e4192293fabd0215c2c496af713d729
org.brutusin	rpc-demo-jar	1.6.0		74df73a0f94c931dafe58069c725cef78110c50f
org.brutusin	rpc-demo-jar	1.6.0	executable	c1cba51577651b96d4d34a4774e722d5587da481
org.brutusin	rpc-demo-jar	1.6.1		0c2406017573bdf8123e87735e11c4af3fed8088
org.brutusin	rpc-demo-jar	1.6.1	executable	bc8a050d6e694693de5bb7dfa7f64a20412b1ed2
org.brutusin	rpc-demo-jar	1.6.3		79495187af72a4bfeefc8ebfc7341f28afb533dc
org.brutusin	rpc-demo-jar	1.6.3	executable	40edaa2acf412c695f51af13d01c67b3e9b6f8ab
org.brutusin	rpc-demo-jar	1.6.4		be23e85a9c5d348ac495b8e57a466ff00b73041c
org.brutusin	rpc-demo-jar	1.6.4	executable	82ca4288ac5875c662abb31b77af7813466b7ea2
org.brutusin	rpc-demo-jar	1.6.5		5ded99f942d22768bc2a6124237ead01cea0fa06
org.brutusin	rpc-demo-jar	1.6.5	executable	cea4fa7c3e5ffe368563b735203b60b1c3aad47e
org.brutusin	rpc-demo-jar	1.6.6		d8cd1e411487f4f34722ce7370a89d48843ce1b9
org.brutusin	rpc-demo-jar	1.6.6	executable	a3605307a3ef7b0512f11e65df73cf918df2676e
org.brutusin	rpc-demo-jar	1.7.0		38dc27f236f287990a0265694fb13817ed13b596
org.brutusin	rpc-demo-jar	1.7.0	executable	e6b9a7630b8caf3cf9c5319f9b6c17b5a8c6e6d5
org.brutusin	rpc-demo-jar	1.7.1		e853162d1c24d00dda365f8e7627e994852157d8
org.brutusin	rpc-demo-jar	1.7.1	executable	389fda799575d032e7facc429bc1ec8072e14e42
org.brutusin	rpc-demo-jar	1.7.2		3d9cbf04135d210358e5fc774a37c3627cae6d78
org.brutusin	rpc-demo-jar	1.7.2	executable	a5b908770786a0e588031cc60746458153d61b66
org.brutusin	rpc-demo-jar	1.7.3		56641a257877880fa2f7f5013d77e263f5153d3a
org.brutusin	rpc-demo-jar	1.7.3	executable	2b0a9d008a523d3cea0af40e55a0f82ae5f82025
org.brutusin	rpc-demo-jar	1.7.4		f3defecc9dcb4594f7aa7fb939eee9e654e37985
org.brutusin	rpc-demo-jar	1.7.4	executable	67813616b9db216c4c8805146c581e1a21037f58
org.brutusin	rpc-demo-jar	1.7.5		a235c3019c62e6cad20f93e5bdd1d98868e135a4
org.brutusin	rpc-demo-jar	1.7.5	executable	cdb155fd7c3e87f16ff8a36000f71cfce654bd56
org.brutusin	rpc-demo-jar	1.8.0		2026d9eacfc077a002e04bb3fdf57e2f3eab838f
org.brutusin	rpc-demo-jar	1.8.0	executable	8331a4cf028835e0a29ab04f37f5a24acdfe0701
org.brutusin	rpc-demo-jar	1.8.1		8738af9c903568b015ac3bf69ba0ea1defc733f9
org.brutusin	rpc-demo-jar	1.8.1	executable	39aa186cfb9bef8338aae39ad17e7b82ccb69dc5
org.brutusin	rpc-demo-jar	1.8.2		de7ca7a1511026d6b6a8a00fb6e7dc76103d28e6
org.brutusin	rpc-demo-jar	1.8.2	executable	2c71bc09b0135ca530f0ff4baab78603c68addc0
org.brutusin	rpc-demo-jar	1.8.3		b1c27f9e4e0c1ac74ee4153eda8ae09e1ff07cb9
org.brutusin	rpc-demo-jar	1.8.3	executable	dd704147a8fee61f6cadbe5210f1769c62556ffb
org.brutusin	rpc-demo-jar	1.8.4		fc1cbb904da4f05e74566b93929dbb3007cd1069
org.brutusin	rpc-demo-jar	1.8.4	executable	eda4e367bebf8299867b28130dc47ffbcaa57f7f
org.brutusin	rpc-demo-jar	1.9.0		9458aca502b5cf82c282916e782d464437349240
org.brutusin	rpc-demo-jar	1.9.0	executable	8d314e143946db37c7d0b1f75b540df72bde85c1
org.brutusin	rpc-demo-jar	1.9.1		d3a04409671c97df339ce3d98358f0fff8a90047
org.brutusin	rpc-demo-jar	1.9.1	executable	462952ef0219827320a2237dc3ecda491dd84fcd
org.brutusin	rpc-demo-jar	1.9.2		3a756ab5a23c7f5ce1de5c6884c66db99652ed7f
org.brutusin	rpc-demo-jar	1.9.2	executable	9d05ce99f0a54f48ed305b4a72cd71c5bfebff5d
org.carewebframework	org.carewebframework-root	6.0.0		N/A
org.carewebframework	org.carewebframework-root	6.0.0-RC1		N/A
org.carewebframework	org.carewebframework-root	6.0.0-RC2		N/A
org.carewebframework	org.carewebframework-root	6.0.1		N/A
org.carewebframework	org.carewebframework-root	6.0.2		N/A
org.dellroad	leveldb-project	0.12		N/A
org.dellroad	leveldb-project	0.8.1		N/A
org.dellroad	leveldb-project	0.9		N/A
org.glassfish.mq	mqbridge-admin	6.4.0		bf4d2f051aac5fd2a06ba8cfc683d4ee24505cd3
org.glassfish.mq	mqbridge-admin	6.5.0		bfe83654e80cb1286a708558fdcf6891ff2d0179
org.glassfish.mq	mqbridge-admin	6.5.1		ef959fce1c91df21d5a5056675ed118df14d8d32
org.graalvm.espresso	espresso-libs-resources	24.1.0		f6c4b140173094fe00ab3369eb0b75eb101820e6
org.graalvm.espresso	espresso-libs-resources	24.1.1		eeb5f1dde13233deaedb18505b8ff12055bf4aa4
org.graalvm.espresso	espresso-libs-resources	24.1.2		41d048856da6171ebb8519c44854688b28f99b28
org.graalvm.espresso	espresso-libs-resources	24.2.0		4a321dcb5379cc02f8eab4e26db26f5867a51bab
org.graalvm.espresso	espresso-libs-resources	24.2.1		df0ebc91782bc69fbbc456876683313572ee1a44
org.jvnet.hudson.plugins	weblogic-deployer-plugin	1.0		56870938b97eb7b0d5355220d63fb40cbe9be74b
org.kie.modules	org-jboss-as-jpa-main	6.1.0.Beta1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.Beta2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.Beta3		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.Beta4		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.CR1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.CR2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.1.0.Final		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.Beta1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.Beta2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.Beta3		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.CR1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.CR2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.CR3		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.CR4		N/A
org.kie.modules	org-jboss-as-jpa-main	6.2.0.Final		N/A
org.kie.modules	org-jboss-as-jpa-main	6.3.0.CR1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.3.0.CR2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.3.0.Final		N/A
org.kie.modules	org-jboss-as-jpa-main	6.4.0.Beta1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.4.0.Beta2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.4.0.CR1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.4.0.CR2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.4.0.Final		N/A
org.kie.modules	org-jboss-as-jpa-main	6.5.0.Beta1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.5.0.CR1		N/A
org.kie.modules	org-jboss-as-jpa-main	6.5.0.CR2		N/A
org.kie.modules	org-jboss-as-jpa-main	6.5.0.Final		N/A
org.mvnpm	package-json	10.0.1		c3d896c3d6d17abb0f8f28192b113a81d9342c55
org.mvnpm	package-json	2.4.0		a638206e41e18fbebabca9597073960bbb2ad023
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.5.5		ebab7f5b079ca56c5b53d2e08051b64935c683a1
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.5.6		624c9cf4c0f56831f58c88443d6f8db9a47438c2
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.5.7		25ef3a801245f2a7798d1876bdad364261c28e5e
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.0		bbec240c6f586d8c86c358825a029b5d0be518e9
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.0-alpha01		13c19d954eb09aeed2a5cc5b314741a6b40a347a
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.0-alpha02		7a3081502638d5c1448cb2ef88984537dd00209e
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.1		f6efecae41d1c8eeea242b8248840278e28f1d03
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.2		88705c2a2042df9734be55a1f2720e339231c266
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.3		96277901a105a594cf14ab4c3f99d8c758bfd7f5
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.4		d5009213226bdd9eb1c1cc90bbbe1af6cbe15d3e
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.5		6112c010b2c8bf898debb4a916b3ec8b22ed7dea
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.6		451fe7c59bdfb771f90bfe90af2bf6347db211e4
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.7		b52bfaa6c365eee67dc39166064b6cc39affaf94
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.8		da66c2a98f41cbad38fb2027db14f8830391c8a0
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.6.9		8a7a4d7d64d5d8115c2470033d8c6cf094c860fd
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.7.0-alpha01		96c8b0cee8d2156319cb4ee93c97c0c21f20729d
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.7.0-alpha02		c2886dbb27ff0b36fbfb73a73a76e7afeeab2be1
org.neo4j.gds	neo4j-kernel-adapter-5.14	2.7.0-alpha03		c99bedd7210c890ca51cc5c5f002f28fc7378494
org.ow2.carol.irmi	irmi	1.1.0		2ad04da3ceff293fadd0b777b7bcfa0c37b5181b
org.ow2.carol.irmi	irmi	1.1.1		c0dea45c1fb654447bc17934e3d8073ee4bfb69c
org.ow2.carol.irmi	irmi	1.1.2		0ca9bfc7e0602fa78835c415e21195f75f9fb17b
org.raml.jaxrs	raml-api	2.1.0		419e00f1bae16b6a6a069c57a504a7c17cb0e86d
org.raml.jaxrs	raml-api	2.1.1		c5da3d1ce329cd0e4293d670c04d596aa0974ed3
org.raml.jaxrs	raml-api	3.0.0		1cf075bbe320ba55f04ac7873031c2cfe14124e4
org.raml.jaxrs	raml-api	3.0.1		48dc1d82b1ac05bde8c44c5279b0e45d15e426df
org.raml.jaxrs	raml-api	3.0.2		5650d7373c9af181c1c42d9134c0d409c0ace851
org.raml.jaxrs	raml-api	3.0.3		845b007df49182f639c2e6854e9f9b8ecb4e767d
org.raml.jaxrs	raml-api	3.0.4		f72eaf708c72de720dc0a999ffc134c06c664185
org.raml.jaxrs	raml-api	3.0.5		9cd41cc6f3c8b495025de44f527dc13fd648fae8
org.raml.jaxrs	raml-api	3.0.7		aa0ecede3a90abb31a5394da80936faa452ec219
org.sodatest	sodatest-parent	0.2.1		N/A
org.ttgoss.js	jshelpers_sjs1_3	1.0.0-RC1		90515f57a28ea131211a869851ab96fd14597070
org.webjars.npm	is-url	1.2.1		40f00f969096293353c0ce79710eb5f3cbd53d6f
org.webjars.npm	is-url	1.2.4		be61a925df9821ba22abcc5d7699a1569fa5f2ef
org.webjars.npm	rasterizehtml	1.2.4		00e2afb42935f2107f62171cf9be53f34d1a21b3
org.wing4j.common	wing4j-common-sequence	1.0.1		N/A
org.wing4j.common	wing4j-common-sequence	1.0.2		N/A
software.tnb	tnb-common	0.0.1		d839296d8708928295ec69d996cd82b4f95492c4
