biz.netcentric.aem.ops.healthchecks.migration	hc-migration-felix-healthcheck-package	1.0.0		N/A
io.mockative	mockative-tvosx64	1.4.0	metadata	5a12ae756f4d2925f947e3bf1cad73807ba4eda8
io.mockative	mockative-tvosx64	1.4.1		N/A
io.mockative	mockative-tvosx64	1.4.1	metadata	57271f8aa8665322778e760393cf8a4261b399e8
io.mockative	mockative-tvosx64	2.0.0		N/A
io.mockative	mockative-tvosx64	2.0.0	metadata	2b6885b60bbd8b2096f8983de26036f9821699e6
io.mockative	mockative-tvosx64	2.0.1		N/A
io.mockative	mockative-tvosx64	2.0.1	metadata	2c31be70ff6fb1fc16abbe0bf80d597a466b6c70
io.mockative	mockative-tvosx64	2.1.0		N/A
io.mockative	mockative-tvosx64	2.1.0	metadata	1ce2f88aaaa54a0aff80218a77bb321bc93c6463
io.mockative	mockative-tvosx64	2.2.0		N/A
io.mockative	mockative-tvosx64	2.2.0	metadata	e4e11879db22b49e3e9d3077547b89cd259ac3cc
io.mockative	mockative-tvosx64	2.2.1		N/A
io.mockative	mockative-tvosx64	2.2.1	metadata	0bb1e93ba7b16b7078a44c1c7763a5d7855e5236
io.mockative	mockative-tvosx64	2.2.2		N/A
io.mockative	mockative-tvosx64	2.2.2	metadata	b3e6f36e544bc8549c832decfcd07b90f1a7cffe
io.mockative	mockative-tvosx64	3.0.0		N/A
io.mockative	mockative-tvosx64	3.0.0	metadata	e8c3db23957c1fe5a5955f93c7adffeb0a1b3dbc
io.mockative	mockative-tvosx64	3.0.1		N/A
io.mockative	mockative-tvosx64	3.0.1	metadata	77459ec2cb7469c83fa9b2ac745bf84e47a21f1d
io.rbricks	scalog-mdcinterface_2.12	0.2.0		0923a9d8d1d13cc3bd38377435e48e7a387c06f3
io.rbricks	scalog-mdcinterface_2.12	0.2.1		f86d116a895ed30b47a24a2d245e77532fc48f73
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.0.12		2408b31a2b36b39731e6f065b852cf9469ca6e5b
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.0.13		1bb617429beef4672d6127e5501f2eded6616bdf
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.0.14		ccb5bd820bc9f5bfec14bcf83295ddfee9b318a4
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.0.15		060d95714a633642b9e18cabfdbf9a17fd62964c
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.0.16		bc29c5a55d68e842afd020497a3082ae0ea1d609
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.1.0		bf83eda8bd1bea0d57bdc02c11ed915e9af83203
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	0.1.1		6ba400440a8c4451e524a2c0c97e3468c7e18600
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.1.0		60250ffe042b5d9577810a94470ef91002c5c288
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.2.0		c356da6a5f200fde24d979ad2f2cf6d699b103a9
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.2.1		d782e1ef815ccb9fb1a0298c573148d50da654c9
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.2.2		dd7f4ff5a38d64cef0fcee54eb3591c09d005939
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.3.0		bf0e6c2cc2c3ce95fd9fb8b36639cdc5a176428c
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.4.0		ce30e4bd31c64cdf239a30a3dddda11d9f47c33c
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.5.0		f9d9af7bacf1f23bd3f4ea23ad9cde6469292ffa
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	1.6.0		4dfe18df75bca5fa2505cbb724380556a7c26c10
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.0.0		738611c50d55f0ce38126e2739441b8a9a0b3b28
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.0.0.RC1		6df3d5f42130db2ebe31ca5232bb9436802b69b0
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.0.0.RC2		69e03d192148f96e6aedd75cf8f59b61ccd843f2
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.0.0.RC3		23dc18e0d79ba45bb8a17262e255e242040c66ff
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.1.1		1576846211fd9e6526352f887b55a472defb40dc
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.10.0		8f37d944767026daf33e9b3b47e904a0eacea995
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.11.0		14ce7aa80f4ecfc266e2382d08189b8a6c5a42f5
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.12.0		512f5c1493252cee983695d4a5a38126bde83d52
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.13.0		8db57237778a89834810868c950acaaeeb938ecc
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.14.0		8bbfa9cad5f6ffabb708233ff898d1958148c774
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.14.1		b297350b07c038e23653eb9fab4a5b8de9145981
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.14.2		7f08abe31c85c4a22d2c417401ada4ab43e89828
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.15.0		a309c5fc9cbb7f3c36c341a52a5d33f427ba6dcb
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.15.1		b29cefe2fcfa3e658682b3c3fda997da40056d2f
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.16.0		9b425ca96952a574d08bb45f7a8eb7370879673c
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.16.1		87ad3fb20a308e1bfa01c96c9e2bcee455550470
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.16.2		d0230f4c2d3c9836cd4d4a6d98e201122d0701ec
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.17.0		6a082a0b07a6a6567ef04aa6de3c66c9126f14e1
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.18.0		04e93e30cccbf429263d45c611b00afc0053ed8b
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.18.1		d7cd769b28d6a330f7397ee090c6adea24112fdd
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.19.0		f50d906ba34eb84d85d3f41e835aa44d152acb4a
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.2.0		ff1f2a390119ea6bff412e477e692433b1554266
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.20.0		0792f48d121c8d6192906fdd9ab1541f9bedc9d3
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.21.0		0ea29b5e4bb22676fa6e3e3c7684f45b2fe4d224
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.22.0		93cdfe8b1a90300957cb2d514e37f2781d812830
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.23.0		a2d3044841d7a43a2d6f378e0f30772cc2b1bf53
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.24.0		4bf93be0d5b2ae5b32be2844c4f4c2c839565c35
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.24.1		875a90ae1b0f95671a669c05c62588800132b678
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.25.0		621f3085b2e7267e672f5972157858cb9402e01e
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.26.0		5e01e4418c7d94c70118369cd4187e4a20597a4a
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.27.0		a345633c7a8ade41d671739b781fb6692845d00d
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.28.0		c1ff57bc957e8fb1092881deec546c366482c8cd
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.29.0		a20bacac736cd769fbccb69f51e4f81a0a432673
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.3.0		1327b712cdfbb5ac389d3ccf8209ec2d1c5aeaef
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.30.1		766ef64ec7192d7292408e8be0fe49e627a978d1
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.4.0		f5bb0dd15570894d673fe553494d311f02079597
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.5.0		e34edf427ddfc408d40c6c0882bc55820219a155
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.5.1		111127d6d50e384e778559cca7a66dc9da9d6522
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.6.0		19efff6a7c82467e1bfe88be937ed868c6e0cd72
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.7.0		02fddbf2d7493061ca12193cf114b8a09120a0ae
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.8.0		a2a864f424ffd2bce4c0a28b16202c6cf76ad06f
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	2.9.0		841357c1ed2bee3523b547e27dc4356fedee2bd4
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.0.0		1d6ad5f3db77aa08003dd6be9dd1ab8e4f448221
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.0.0-milestone1		2c8e7ef8cdf87565e7191b89ca38cee7d6d11c83
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.1.0		f5f6edca6df12e6fcafbe41910a39c2094e5ded4
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.10.0		37cb679857e83ecf996b8734841506615cdbd2bf
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.11.0		687515cb87d307c53cd85c70c684b9b20843f163
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.12.0		63abe749fc3b87898c584a9bf54be764337472d1
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.13.0		c0fc421ae7408c3663c12ea1d32940e2ec448b54
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.13.1		c97785d3554e524fcca0d802c046a5c5a8e85f52
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.13.2		16278a0f51437a110163129164f3ed2c4cb7cddd
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.14.0		9b25de7364f75fbc6f803d79078e5ac0e6c7223a
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.15.0		ec1ee3cb6fb3eaf9904f2fec8ab7bbdde5f8732b
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.15.1		ef02a416d713522069253b35fb3fc5c3783ef974
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.15.2-RC5		00cf0adb9e19f54be8a9dc04badb44da942781d5
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.16.0		8b33de9399f8be7f40b069f692459a723f019e55
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.17.1		0014d2914661ed4a763132b2aff5e56bcb06777a
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.18.0		88d20a1115e4854df54291fb33736e9f965e0a38
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.18.1		54d1289160105ad8a9ff23f5a9ed1accf42dafe2
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.2.0		f86fec649eb4f894112a39fdb6f468d9e8b95a5d
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.3.0		e65a23d464eee699516fbf4ffae2623b7e3ddc72
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.4.1		1ac6dae3d2772eb96786ca98e6a97de9f6dc7d23
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.4.2		a420a7cd4fe9f5e5966004e7a5d38ac2f824198f
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.5.0		55efd6adf7041cedaab66cc1770f77c3120da04e
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.6.0		53d358ce6a3a0aee6c3c33c7fc16c07bbd07d993
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.7.2		2cfd66cc2c18d000f18bcfbb2e096b6a129d8c0e
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.8.0		55bfab487b31b818f710ab5193f125b4e1188ee9
io.smallrye.reactive	smallrye-mutiny-vertx-runtime	3.9.0		ae618d8820100fd8704607673a53f0f55444d2cb
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.0		bf585842e73d0dbe8989c7c6c45864617841e66b
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.1		42b0c18cce26da435ce73b978f2b7f171c537983
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.2		eea26ef7cc506c193ddfdd1c00b08f75dcaac659
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.3		18fccb3a021088e3e23a739dc231eb2e5138b14a
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.4		be3bfc303b513c3c639064fce5e7d0a0d56884cf
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.5		d473127dada7ad19cb6640bdbb343553b5b33eda
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.6		6a3f90fb592ccf50e89e29800dfa9d0b9b5c348c
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.7		f895c5783c2d30c5e3900ce12ada8a0b5f845f47
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.8		fdd709c544e021a088550de37352dd46b32f76e9
net.dreamlu	mica-mqtt-client-spring-boot-starter	1.3.9		da50f4b1eaf8fc6772d9216a0d6173062bc40b11
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.0.0		89bd745bc8fe09c42b8057a59503a4f4b57093b0
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.0.1		9bd689aa2a683374dfbe2f967fe3ae8394528ebe
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.0.2		88c0efb62a4413d637ab6af6ba0160adafc5dc3b
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.0.3		6f966a2cb15e3ed4f12b35a36c5716763ebfeb87
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.0.4		bfcaf0b0eb25aaa346ba7bd27b44ea132ce56e93
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.1.0		d2d63cf6c1090576ec62229ddffabe67d20279ce
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.1.1		5182c1ab4a6feb13bb7f9173c681e099aebb028c
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.1.2		b6b638776957a02d1ef9a0bdbd8a68eb26932774
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.0		d0b0b8644175940058899a25b8122cb875641f88
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.1		a46e60f2e86389c5acfb85faffd46a51d81a3915
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.10		3ee25001fff6048a9f2148f8a1ad9cb208b4aa48
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.11		03a7b7768a36a39f78e83f1368537e5a0a3d92cb
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.12		1c6e7f63fd01ddb176b31cf18196edd8fde7b0a3
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.13		bac0e7d9ae020c311e37140500ade77c2f3a4454
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.2		748359eaa0d590090282430a3a97c95e363a7656
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.3		15e628936fa31279a4fb5d92a02cf53bf06d66c9
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.4		d981216f161a761dbbfc727c256a51420d7e1599
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.5		5da1e08ffd861f32d1d7d05f628405df2bf870e3
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.5.1		462c021d48facb17c2ab7261b2a9565da74598e4
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.6		d648e9ff64586458d37d8430258e575c23b18599
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.7		add455558a7d55f39a7353f07af431b81285957e
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.8		53cf8cd883e3a06b5fa9c46950ef774082bccca3
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.2.9		3e2344ba2bc1e8d70a4e6ae95ba2463c2f035898
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.0		1a7417299f7e7b3497a0b0069723b5ebf3d3c30d
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.1		835344d9be79dcd6adc2374118896d96e4018f5d
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.2		bfbecc34ed3667f94291b8ed0cd097c7a6fe800c
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.3		0e7908e8ddbd1ae214141fc71d3345211bc3ad98
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.4		4299cc7d44a0031b13293cbba46ab6906be71b37
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.5		9fba9a8ad75a8c892607b112b3ab4f4ed26a9275
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.6		01ad662054ae67b44fb9d59ee8957b4f24a2a96b
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.7		1b9246a118fff8720221d8bbeed99683c1b2a6d0
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.8		7adb5565ec388f437aae2e6b124bb5587c04f05b
net.dreamlu	mica-mqtt-client-spring-boot-starter	2.3.9		c9b905e9230c409e0c3f6595044bdc0837e56ab9
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.10		61059bcb74518aa28a230edfadddf623f986968a
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.5		2ba0701b583701ebe2002e8b301d5489008da030
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.6		7cb0642942b2c8a74c5f2ef88c9cd12045d2f21b
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.7		1d589164496f4b1122d414e9b73fb293fd2a6d25
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.8		82eb6fd81681fde24eda80cf12fb11ec4892446f
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.0.9		20d852e9f058a88b5965ee78ac4d76cbfeffddc1
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.0		df0159afd10db694313161f823b80e5e045d4fb9
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.1		679c4a1d151eecefe1da98d15a1935897bf38de2
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.2		664898517c8c27fc9be37005b62ee2e5ac8b833e
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.3		bc919d24e2c7183e2a9f7735028fec7a83a8ecb3
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.4		96b89685245cb8a945817e02f766abdccbc68dea
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.5		1e3174adc7bb4c4d89199703beaf15469b04c013
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.6		88df072eb9b2cded6a6c574b06862a773e4ab685
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.7		c24698f5b81c37b4ee76f921f7db52d18b67b3df
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.8		cfd46f66b9af030108270e22b7bf42267e252018
net.tascalate.javaflow.examples	net.tascalate.javaflow.examples.cglib	1.1.9		fcc7fdbaffe815b9629d9207a883c29be634308f
org.andromda.profiles.uml2	andromda-profile-presentation	3.4		N/A
org.apache.eagle	eagle-alert-service	0.4.0-incubating		163fd4c534a157c1ec9b19738b65d78b95665353
org.apache.opennlp	opennlp-models-pos-es	1.1.0		f4d77b39cab425524138d70b89bc32ae18e109ae
org.apache.opennlp	opennlp-models-pos-es	1.2.0		6104f28b98c7f25489bdaab13c0cba78a89ee82f
org.apache.sedona	sedona-python-adapter-3.4_2.12	1.4.1		b057901009df61e221d22fa29fe033eee1fb210f
org.apache.servicemix	servicemix-eip	2008.01		e2b7fc9a67024d46f6ca5a38c5649e9f2ee7c327
org.apache.servicemix	servicemix-eip	2009.01		3937bda721b1ff4425ed2fc260c4af7c41b689ad
org.apache.servicemix	servicemix-eip	2009.02		88b925cc45e4797358ab1d21d8de69444a73789c
org.apache.servicemix	servicemix-eip	2010.01		0c937ed12b56990877b5f53739cca75fb1ad30ea
org.apache.servicemix	servicemix-eip	2010.02		33ad3f6468b7b74eff82b68f17911547cd8e9698
org.apache.servicemix	servicemix-eip	2011.01		585afb76444a3292c91fefd71cec455eda80dc31
org.apache.servicemix	servicemix-eip	2011.02		0bf9189b0452ca0c07ac390e0a805919fe85c4d3
org.apache.servicemix	servicemix-eip	2011.02.1		da65922708f43d2f568aa7f67bff6c1e6f364232
org.apache.servicemix	servicemix-eip	2013.01		ebb67b210651fae1b753b6e743d56898ded4de70
org.apache.servicemix	servicemix-eip	3.1.2		f2c614b6caec48b5e7ec929960464acdb801eb47
org.apache.servicemix	servicemix-eip	3.2		d630e677ab997ad480f0ad869a72d2c5694814c8
org.apache.servicemix	servicemix-eip	3.2.1		8f40f982f1fa480e9fa9c8fcbadd1c0db5ac2061
org.apache.servicemix	servicemix-eip	3.2.2		f9e232ccaaf39119ea6d2e194c023114140dba8a
org.apache.servicemix	servicemix-eip	3.2.3		31f72d4f5b2c31e9da9a6418078f16b3d6f186ed
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	2.6.1_1		844b5e465d6feaca8910c45b3d15e73145af6862
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.10_1		c7561a4e996c6c584c42a1d3e4437830b3859132
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.11_1		d81b96870e904b915a9cf0c7c7412500acefc294
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.12_1		2c35f0b1a568dbbf79f01c7e7d3dff3c51aabac0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.14_1		152d52f8b9a9b2ddfde0d25ceea3f6a91cddf2fc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.7_1		87a66347dcf1403524b381706f8c1545de187126
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.0.8_1		c33a7ac5da812c8d7b90585a31139163546cced9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.0_1		86728404f493415e6ca64c60bbe877fc50369791
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.10_1		aac68be37afd2ef07fe8723ef07bd69475bc452c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.12_1		1f0c00e745094c47904f42545994f32527912401
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.1_1		929467e4b9dd52d177d611acbfe5bce61eb24c43
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.2_1		3e9500c0ba7cfab843f231cba62fe9164780b1ee
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.3_1		ae0b9c7fc7cdf2bd2978f55f54bbdcf91d07e0f7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.4_1		dbf1257f2c2203d9f209ca4c2cddbf3331e1f721
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.6_1		ebd5f887c8310424952c651b3b6a6597dc31fe22
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.7_1		8cb6b629ca652ffc35e9ac84b4ca92e966dc59a3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.8_1		5626c716c59e836b696efa2ff23737e0c0894404
org.apache.servicemix.bundles	org.apache.servicemix.bundles.janino	3.1.9_1		417f945031038a85748929681e0615d6ebffb6b8
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.0		13426159deaca4bbeca587b0f1263349bcec546b
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.0-M0		38af02a1bcd82edeb15655d5791b789a6e70b1d6
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.0-M1		96aea0345524ae1d33784852c71a5a7e9bebe7a1
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.0-M2		c11cf9b09378473203ef44365b49633587916757
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.1		f83a9454230a8778fd9f1a1881b31e1c3a8e7109
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.10		fc7c926fe7645ffc26863f81162abccca96091c2
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.11		2bb3c4b9dfe0b5b9b73c4dc3936cbc842f419878
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.2		9c596ad547c46848028ec3933e0999a2a27a7bc1
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.3		9701a5a1613987e553565612c0567f855790631a
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.4		d6676b4e5eb6083250c046ddd4864f8d701e9267
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.5		7a909acbb9fa4786e94064dce2133bb02aaf7a16
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.6		99f0157f9510bcac2c7c2c1a8306bbce197313c9
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.7		d6ae8855b500baf16f23e30fa8706ecd2f3f5721
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.8		881cf464ff9d53b8b534dc1a62d2fe2423730495
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	3.0.9		3f757c9578433f4c87b79169c9ea9d73f1df3d9a
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	4.0.0-M0		5059279b21d0ff942755fa9a71a75020f72dfa9c
org.apache.syncope.core.idrepo	syncope-core-idrepo-logic	4.0.0-M1		5ebdec51d0c80f9c3c9d3b226cfaf867ab638fe3
org.daisy.pipeline.modules.braille	epub3-to-pef	1.0.0		0d69e445e23f0ceb4ea4fff6dd767b85713dcd08
org.daisy.pipeline.modules.braille	epub3-to-pef	1.1.0		6fb3ae68b06d0d7e040e538713da3e48ae6d378c
org.daisy.pipeline.modules.braille	epub3-to-pef	1.2.0		abdf35eb1d2c08bac00e23ae83a0a1db6d282cf3
org.daisy.pipeline.modules.braille	epub3-to-pef	1.2.1		f6d841eb463155b72db36e3d42a39d3c6444b198
org.daisy.pipeline.modules.braille	epub3-to-pef	1.2.1	doc	3a1363c98c9b85ac231962ecaa6f919bd7e5b5fe
org.daisy.pipeline.modules.braille	epub3-to-pef	1.2.2		1a8933d46dd4d00396dfb9e300bb0df1be9e32f1
org.daisy.pipeline.modules.braille	epub3-to-pef	1.2.2	doc	b590dd761dcd2108bf7d9b1f96ca08af8e97be8a
org.daisy.pipeline.modules.braille	epub3-to-pef	2.0.0		0632ad9abb7938262ad18cacf989eaa5ceb14a08
org.daisy.pipeline.modules.braille	epub3-to-pef	2.0.0	doc	8809352d52baa489349a48b1f8453517a3ad533d
org.daisy.pipeline.modules.braille	epub3-to-pef	2.0.0	xprocdoc	9542a87528bdc8e000fed9ea2acba1d5f167f27d
org.daisy.pipeline.modules.braille	epub3-to-pef	3.0.0		fed0f10743edcff713d35d15944f76977ade8134
org.daisy.pipeline.modules.braille	epub3-to-pef	3.0.0	doc	ded872c93fa47b27174343bc1c834a72ccc4c5a2
org.daisy.pipeline.modules.braille	epub3-to-pef	3.0.0	xprocdoc	667c8794fa9f6ecbc478d6330af96567831062e1
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.0		891ce8868d559da62084e633f5cabbcf7de1e562
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.0	doc	f87f5c388523167bfdfa029a500dcd7fa0cc58a0
