cc.taylorzhang	fragment-visibility	1.0.0		N/A
org.glassfish.main.admin	backup	6.1.0		68c1e8a8669875f0cccc1293c46524dccdf321fa
org.glassfish.main.admin	backup	6.2.0		20cd5938cf74464d713c32c07829dcd08d500659
org.glassfish.main.admin	backup	6.2.1		0c102c709ac4bd3937c5473287491566ceb51de2
org.glassfish.main.admin	backup	6.2.2		d2a9e7a0efd57a17d11ca1f2f087cdc55b69a0c9
org.glassfish.main.admin	backup	6.2.3		5842553da7aeb2676132b54fef531e4e8d9c2961
org.glassfish.main.admin	backup	6.2.4		38743db35d402a64484283c592b671ed3414d41a
org.glassfish.main.admin	backup	6.2.5		20d59d900fe918eaae7ac5f24d7c0e69fc691c2b
org.glassfish.main.admin	backup	7.0.0		757454aa891ca4bce9a28e79ceaaf10384838a45
org.glassfish.main.admin	backup	7.0.0-M1		7de06f18d1332c5fffadef8db4a22b1ff86d9722
org.glassfish.main.admin	backup	7.0.0-M10		5f705aa0d2baec273fc4cef6eae76e5c8ac88a0f
org.glassfish.main.admin	backup	7.0.0-M2		f8b124651fe51ec0c4331d2de99a1ba3aed77587
org.glassfish.main.admin	backup	7.0.0-M3		207d394648c1bb4251e3fd89571d90d15db4377e
org.glassfish.main.admin	backup	7.0.0-M4		e5c1558030ea3f3b6371ed526331e007ce84ddf9
org.glassfish.main.admin	backup	7.0.1		cebb729346962953a604c2909953f7a1a9521dec
org.glassfish.main.admin	backup	7.0.10		54776a9104060872636c7065f7db2930c7e15a3b
org.glassfish.main.admin	backup	7.0.11		f31b1d57dc02ecdb4ede1068dc35b01ea25062e9
org.glassfish.main.admin	backup	7.0.12		0520bf3ce3e404a4970353146e308c223886b905
org.glassfish.main.admin	backup	7.0.13		99df07e77e6369f0e9b685e3a12646e9a21ab200
org.glassfish.main.admin	backup	7.0.14		b57a0c34dff84ffc0a3a67efded4db6c603cb175
org.glassfish.main.admin	backup	7.0.15		21233c6685e9776bc121a432c4f4c530bc046497
org.glassfish.main.admin	backup	7.0.16		3962754d43928cfb9a56ea489f29f9613f840139
org.glassfish.main.admin	backup	7.0.17		409f8c85f077f3a035191db0e0f53f4bbce2bb06
org.glassfish.main.admin	backup	7.0.18		2633d680f3e5a55d28e23fc56cdad9531796a6ae
org.glassfish.main.admin	backup	7.0.19		027751986d26414658a29b8b4994cc3aee50f532
org.glassfish.main.admin	backup	7.0.2		410c6997baf5ef0cb5e930d84e2e3f454006fa9c
org.glassfish.main.admin	backup	7.0.20		b1695ded5150d9568d12c97e1dc94182c3f3f228
org.glassfish.main.admin	backup	7.0.21		fdc71f894af7cf911591f69f96edf7162467ef59
org.glassfish.main.admin	backup	7.0.22		7465cc54f0a300a2948c8bd62b3efa49da0c6d8a
org.glassfish.main.admin	backup	7.0.23		3ea727f22182c37ae328ff1759c3703fbf91e002
org.glassfish.main.admin	backup	7.0.24		3f5d3237149f1b7aae08c4060e8ec2fafbd69d7f
org.glassfish.main.admin	backup	7.0.3		4f9e960e14195bb1b20213404192ad9aa4b6274b
org.glassfish.main.admin	backup	7.0.4		9c89cc75b3af17c28810859c489bf97628f559f6
org.glassfish.main.admin	backup	7.0.5		2cd9cebd99c049ff530aaac208f9104ac5567ddb
org.glassfish.main.admin	backup	7.0.6		4d93e8127a1b63b9006d11d57cd735127bf22e75
org.glassfish.main.admin	backup	7.0.7		bd1fe3610f1a25b287e3e440fc2508be44405343
org.glassfish.main.admin	backup	7.0.8		8114161c05db33881c8243fbbc591c342e65d8e0
org.glassfish.main.admin	backup	7.0.9		49851afda59ed78eed1cbafd289a6c9c6b6b8669
org.glassfish.main.admin	backup	8.0.0-JDK17-M10		6188a8075c5a86e7aa0c27cef30647110d4f4d45
org.glassfish.main.admin	backup	8.0.0-JDK17-M5		2e5f6084c2586aeba547efcb353ca108e9390dcd
org.glassfish.main.admin	backup	8.0.0-JDK17-M6		a1dbc34c3a8da3ebad31ebfab96ff355c8e3feef
org.glassfish.main.admin	backup	8.0.0-JDK17-M7		94289ce6bf497fc39fd7429b06616ca780d9ffb7
org.glassfish.main.admin	backup	8.0.0-JDK17-M9		e188399c2bba476af5682e61d23ebde8338d93d8
org.glassfish.main.admin	backup	8.0.0-M1		89530e7109fbf5599188897296b646e5e0b1f06f
org.glassfish.main.admin	backup	8.0.0-M10		a096c5da3cfd3ca2be236b26f09b921045fa271f
org.glassfish.main.admin	backup	8.0.0-M11		05a42271749ad10d9dca10f6cd98314049509cd6
org.glassfish.main.admin	backup	8.0.0-M2		100bf86b3d5e6238fe7b24ab79ec7e60340e2ed0
org.glassfish.main.admin	backup	8.0.0-M3		9a0578d9b9d4d7a268f63e0870792c760779aa77
org.glassfish.main.admin	backup	8.0.0-M5		bf91d578092ee7677c01bf5ef519b3ec9503e095
org.glassfish.main.admin	backup	8.0.0-M6		09e8a46dc890eb4a0d64f879da42da16813a8607
org.glassfish.main.admin	backup	8.0.0-M7		cf00bb1486ceb7fc072f5159a43164e98bead436
org.glassfish.main.admin	backup	8.0.0-M8		88b3d3b9ba6d9c5ef604ae89f8ebd89cd6e7207c
org.glassfish.main.admin	backup	8.0.0-M9		3e07e27865f31cbe70e67672794bfe0dde068d1b
org.glassfish.soteria.test	app-securitycontext	1.0-b07		N/A
org.grails	grails-gradle-model	3.0.0		9814494956b60f88879222a4e2abadb52285b2ee
org.grails	grails-gradle-model	3.0.0.RC2		95836eef5c919a558dbc7fa7b3a3779dd2bf87a1
org.grails	grails-gradle-model	3.0.0.RC3		55df189d7908d133170b48348237ea88a1cdf9cc
org.grails	grails-gradle-model	3.0.1		5a907acd62503cb14f27af4b3d117bc4367a91d1
org.grails	grails-gradle-model	3.0.10		b417bd7547bbc7ebc3d8dc6f04a7ff4bce37e1b6
org.grails	grails-gradle-model	3.0.11		2b1349f2abab5e0ebe91dd33db6e45895b4f6a0b
org.grails	grails-gradle-model	3.0.12		1bdbc8bf0473605af6173ee0080a4456b753a471
org.grails	grails-gradle-model	3.0.13		3bfaf8652030ced4c4554f26f1b2c968abdd1da2
org.grails	grails-gradle-model	3.0.14		f4110936b01a68e70e7fd9c053026a64b0d2ab7a
org.grails	grails-gradle-model	3.0.15		104750fb3c215bb606e66b245f06f7b6521b2cc9
org.grails	grails-gradle-model	3.0.16		2a40bdaf51e74282ae48fe067e91ff03135fe11f
org.grails	grails-gradle-model	3.0.17		7645039220f82b81b3ef08e3c29c6c847bafb864
org.grails	grails-gradle-model	3.0.3		b730de120e6437fb65b20da622616376c11fa84b
org.grails	grails-gradle-model	3.0.4		5aad00d9a5f2fb19f32a3863e1a5d70999c854e4
org.grails	grails-gradle-model	3.0.5		58e81387177fd29a958d2e5aad8f651343b9a773
org.grails	grails-gradle-model	3.0.6		48bd17b7be3345c66995bf83171c599e47ef87c9
org.grails	grails-gradle-model	3.0.9		2bbed8b0a507140defd43e882b9ec5858dbd8139
org.grails	grails-gradle-model	3.1.0		52ed0f20815f8eac1cf423f904e916ec76b3ed47
org.grails	grails-gradle-model	3.1.0.M2		c9b543fda19cf1249041cfb701c598faffd4cc09
org.grails	grails-gradle-model	3.1.0.M3		7d6bd34598b3a83569ebb2568d0d8567ce7f3cc5
org.grails	grails-gradle-model	3.1.0.RC1		191c34c31dfa2587a2744997064a84d4e135f5da
org.grails	grails-gradle-model	3.1.0.RC2		abd4bc797e4f15fa0c9b6a504d7be94cbcaed774
org.grails	grails-gradle-model	3.1.1		aaa5ef8e3f24b0a97febff49dbc7cda97c7ff7ec
org.grails	grails-gradle-model	3.1.10		8d0b146b691c9b0f3fb583deccab18cbfea74dba
org.grails	grails-gradle-model	3.1.11		43f2cd3a41159d40a51b6201bfe542b53b1a8967
org.grails	grails-gradle-model	3.1.12		c143f5cad2f6056c7466b6bbbeb4bbe91a7fabe0
org.grails	grails-gradle-model	3.1.13		478fcc729f6c4f7d37f3cc499dcd113cb9d34850
org.grails	grails-gradle-model	3.1.15		0fcaca1aa14abf8d6853f97750bef43ffe415647
org.grails	grails-gradle-model	3.1.16		292675a4028e31c899250c9576341ff9a2a82545
org.grails	grails-gradle-model	3.1.2		73fe4ef6304c4c031f67153b6fa0c0311906c36b
org.grails	grails-gradle-model	3.1.3		c512c4220fd0a41fd55897651ddea71d9bebe5d6
org.grails	grails-gradle-model	3.1.4		65eda1756b0b0ad94cb30556db750407e342499d
org.grails	grails-gradle-model	3.1.5		03c4dd871f894bae80218c3d0010b03d1a3247f6
org.grails	grails-gradle-model	3.1.6		edaa4e50e8e1930d426906ff77edb6a098b1e7f4
org.grails	grails-gradle-model	3.1.7		fab036bac42c173b41195f6aac54bbed8d3c8041
org.grails	grails-gradle-model	3.1.9		75d7433014608561c500edc21495218a559ed0b4
org.grails	grails-gradle-model	3.2.0		fede3a4f8827353659f5eef407719aaf9954bc03
org.grails	grails-gradle-model	3.2.0.M1		c15294b2bd17d97bc79413d3edc0dc6beb07df3e
org.grails	grails-gradle-model	3.2.0.M2		ff1ba71c9548548ba9f8eff761f8ed2f8bd0f76c
org.grails	grails-gradle-model	3.2.0.RC1		e93901c110782abebd86f4c44f5be26a95673bc9
org.grails	grails-gradle-model	3.2.0.RC2		41f8c8ec1bc6f3b58a418e5c84c8139a41d3a894
org.grails	grails-gradle-model	3.2.1		a9676fcd1303f52a42f8eb186e93d1143ea81a28
org.grails	grails-gradle-model	3.2.10		4f97862e884e576fc47a000ad6333f2f8223d705
org.grails	grails-gradle-model	3.2.11		195bca9cf5497529c7b42e8bb16dfd549cae5249
org.grails	grails-gradle-model	3.2.12		a0d3e247bf21fc8dc7cb9f6dfedca771685ecc3d
org.grails	grails-gradle-model	3.2.4		293bb63a6a55b81a31384ad545b0fc5d02a78814
org.grails	grails-gradle-model	3.2.5		2594d0ba00994a20b41fa6013fc92daf64417f6a
org.grails	grails-gradle-model	3.2.6		025a5b01028ae892bfe9df7a7e9c543118fb6597
org.grails	grails-gradle-model	3.2.7		b6922ed7ac1234158038c9d48fcef5bbd158a7be
org.grails	grails-gradle-model	3.2.8		6bdcd78eeaff8736ea32946553717247129883a3
org.grails	grails-gradle-model	3.2.9		2d960c2d55eede4a6f693282d719f5c3e893704a
org.grails	grails-gradle-model	3.3.0		341701ab90b3b0fc80291e674fa50cca84f09025
org.grails	grails-gradle-model	3.3.0.M1		412c4df507547e59d3699c74c41e681e3b854ba9
org.grails	grails-gradle-model	3.3.0.M2		aac71113a23b8fe5615690a808313453e1588d6b
org.grails	grails-gradle-model	3.3.0.RC1		40698f36688dc685ed766039ef420a94857c6f44
org.grails	grails-gradle-model	3.3.1		f4aff5e0705190f4c340ada0ec69279a4996bc6d
org.grails	grails-gradle-model	3.3.10		d126cc185c499d04897b602353e474cc8e59f109
org.grails	grails-gradle-model	3.3.13		ce17019658e04e7656f053b8e7ae2b14e92f436d
org.grails	grails-gradle-model	3.3.14		0e9b22a15b96e8b706d183be17c1fccfc68b011f
org.grails	grails-gradle-model	3.3.15		ca45a7a2857cecdc2c0342a5324bb22104b330ac
org.grails	grails-gradle-model	3.3.16		d5634c7ec3ebce8820eff6dd1fe9e2af79a7f6b4
org.grails	grails-gradle-model	3.3.17		bffb58c38aca7d848e9a042764809a0cbde8c52c
org.grails	grails-gradle-model	3.3.18		ffee695dbcf31856d9b496b694953b324189fd7b
org.grails	grails-gradle-model	3.3.2		3847c9e99885ed3884a7ad6fe6310f8749f18e2f
org.grails	grails-gradle-model	3.3.3		31c6530c010a0436192a05512be2cf7dda8e3c7f
org.grails	grails-gradle-model	4.0.0		1446bec15f85f658876854200020fc2ec2836683
org.grails	grails-gradle-model	4.0.0.RC1		8801fc4ab8ca1698a8c9a07afdfe7843a88cd147
org.grails	grails-gradle-model	4.0.0.RC2		ad5dd36a1bef1bda00cda47ea652c3f15a13ff38
org.grails	grails-gradle-model	4.0.1		e008f3c96956b4175612e8da5852db2965265e5e
org.grails	grails-gradle-model	4.0.10		5be4b37ef32abf9088d80fb1fa424cc6428f785f
org.grails	grails-gradle-model	4.0.11		483af97611a337efc01de6cdf6af13cba8e9a86b
org.grails	grails-gradle-model	4.0.12		2ee3dbebf46c25c7741ab69708a88f0fb68f11c7
org.grails	grails-gradle-model	4.0.13		9389db7500396446e290a1e140b580032ebb2db3
org.grails	grails-gradle-model	4.0.5		f63a22ef6dc20487c759995e228708079a7e07de
org.grails	grails-gradle-model	4.0.6		3b0b072ce7eabcdc7e99dc96c5668a1a12e95a6f
org.grails	grails-gradle-model	4.0.7		588b5580794e21061d5f748984f0c37058bb3e80
org.grails	grails-gradle-model	4.0.8		f1fec4e767a5f4f0fc5a2e7925d9d6724cdaaba3
org.grails	grails-gradle-model	4.0.9		4e38cd9d5b25f39cb60047efd895096320b75f33
org.grails	grails-gradle-model	4.1.0		892e89bdd21732fddead55fbc0f5bdd5a11417db
org.grails	grails-gradle-model	4.1.0.M3		0d74c867cb284fe71ccadfabdad6639ba3c08b4c
org.grails	grails-gradle-model	4.1.0.M4		b847314746d2a0bfd3d01228d55761cd64ea861f
org.grails	grails-gradle-model	4.1.1		89f1756a78835fda671fb3c6f1597c46945bfa44
org.grails	grails-gradle-model	4.1.2		c50db865b050c742280f789a274f093a7d3545d9
org.grails	grails-gradle-model	4.1.3		f53e1590fa1a569cb30d02481fcf30fd3a46a6ca
org.grails	grails-gradle-model	4.1.4		acc0d590850db2af803d7a76e2d4e0b7f311915a
org.grails	grails-gradle-model	5.0.0		7a3b6f6436a8da619b74a7b7e5cb39cbfe1bf2e8
org.grails	grails-gradle-model	5.0.0-RC3		ed3874c83224e8937b5f63abda060bb2d5b37645
org.grails	grails-gradle-model	5.0.0-RC4		967dc3411f2b5d2626d2deb3c7a5ecca79687f01
org.grails	grails-gradle-model	5.0.0.M1		c20efd274856f522324c1973a1baed910b69c94a
org.grails	grails-gradle-model	5.0.0.M2		afd1e839e37dabaf10f18b7d0c7a4923a675f6be
org.grails	grails-gradle-model	5.0.0.RC1		66d81670458978494d0a9da2b7fd126e47ccfce8
org.grails	grails-gradle-model	5.0.0.RC2		875568f898211c5fd59ed1b0c766f70be21ab9d5
org.grails	grails-gradle-model	5.0.1		a48a9de83b4d0202ca88b247847e74be70ddf9f1
org.grails	grails-gradle-model	5.0.2		fbc3913fed240512535f2f94eaa743408a4e6dd0
org.grails	grails-gradle-model	5.0.3		2c3777bd3ca563a0f0acbacf5a97815fdd1c4f79
org.grails	grails-gradle-model	5.1.0		05113fbf4dbada0155200709864c0ed6d8469487
org.grails	grails-gradle-model	5.1.1		f88df56c6c2ce76346a236e5fba2d6fcf7c76726
org.grails	grails-gradle-model	5.1.10		06743666377dc66fdaceb4492114cbb5d75b1e10
org.grails	grails-gradle-model	5.1.2		e78c9798121043fad5e1f5ccca2a2c0a9e0f7552
org.grails	grails-gradle-model	5.1.3		4b39911506741d85f60773b891a0388458a82f65
org.grails	grails-gradle-model	5.1.4		a13b2f308c046424b42b321ce85b5f91b532fbd9
org.grails	grails-gradle-model	5.1.5		3d3813c0ed26e2e694c79ec4571d7ebb45c940d6
org.grails	grails-gradle-model	5.1.6		9f6732395db7c532943b025bcad8ee7ba244d75f
org.grails	grails-gradle-model	5.1.7		17c78d2e3e30e5d552b16b61f8f0815ebebb505f
org.grails	grails-gradle-model	5.1.8		2de37ca4171d4cb3bf84157a34c346e68c90d19e
org.grails	grails-gradle-model	5.1.9		225bfaa95f54ffc5cfed0026a11a93a2ffede03e
org.grails	grails-gradle-model	5.2.0		74f0c8ab37bdf509fa2cf2f9181702be7fdd4712
org.grails	grails-gradle-model	5.2.1		5aadec6153df225f1eea530455b2d0e3526c92ac
org.grails	grails-gradle-model	5.2.2		90e6257264e2123dde78cfe61c658a8c139c1ef6
org.grails	grails-gradle-model	5.2.3		1ce2de0fbc24c9df22c4addf5f045061d88f6e5a
org.grails	grails-gradle-model	5.2.4		d04f2ce5cb6bd775cf1997ff07d0f7815de4ff96
org.grails	grails-gradle-model	5.2.5		a85284c9853c6850a85343164ad29bdcfe816296
org.grails	grails-gradle-model	5.2.6		eb4abd34fd095e6afd14694c9940f914f2ee2035
org.grails	grails-gradle-model	5.3.0		b8c36309e0fcf4581f51c7dea5ea85600e7133da
org.grails	grails-gradle-model	5.3.1		81ad158f7ec9adfa4674298a861d8ccd3df66b4c
org.grails	grails-gradle-model	5.3.2		e0706aec612e5179e9a7ccb959e390f69e4b1d90
org.grails	grails-gradle-model	5.3.3		54f8c05b86e73bf3aa7b4bc6b0d68e0dc527d82b
org.grails	grails-gradle-model	5.3.4		5edcf576147ecb69646c84b9a5813ad04541870d
org.grails	grails-gradle-model	5.3.5		92242598c27c3acb0fed20fd79a897d81e269637
org.grails	grails-gradle-model	5.3.6		c02cf46250333d6d8323cfa1d438b7058db77a10
org.grails	grails-gradle-model	6.0.0		27a48428c31ce4a8bab8d2ff6debe92036f38d4e
org.grails	grails-gradle-model	6.0.0-M1		cf24d3e135b42647ad358681173c4b0a9d1500fb
org.grails	grails-gradle-model	6.0.0-M2		4a66e209a49eebfd4e38d0f26b615284af111fe7
org.grails	grails-gradle-model	6.0.0-M3		0a0bd16c24e68ae97cdc161acbee6efaf776b2a1
org.grails	grails-gradle-model	6.0.0-M4		fd2638c26199f8da2256ed682ab363904c053411
org.grails	grails-gradle-model	6.0.0-RC1		cb8b10ef93aae9c3705a9650899d1ba64fa54a21
org.grails	grails-gradle-model	6.1.0		97c712e449507b1ff7a040034f286a774ed85ca2
org.grails	grails-gradle-model	6.1.1		9868f1e49e954090265e576d72ad8b05508dd235
org.grails	grails-gradle-model	6.1.2		b45a573569855d186b8bba51ccce0f7c2c22d201
org.grails	grails-gradle-model	6.2.0		70aee293d6be39c0dd3e227b205acc12797e25bc
org.grails	grails-gradle-model	6.2.1		3709b994c79ee0d6039c399d66f84f538183342a
org.grails	grails-gradle-model	6.2.2		1fd4ea85b0e0430f1a05972eaae5cd94ea531ff5
org.grails	grails-gradle-model	6.2.3		c348c0ba58dc456db9653fcf73d3c7c7c13ec8dd
org.grails	grails-gradle-model	7.0.0-M1		2813d72b57b2fda8478a56680ea409ba99e0f9bd
org.grails	grails-gradle-model	7.0.0-M2		f0a9e132065cd08f8b745a102a778b4123eb15e6
org.grails	grails-gradle-model	7.0.0-M3		e54f01aabd25bff1d13109523eb76922be4891a3
org.graniteds	granite-server-activemq	3.0.0.GA		6ca7187cd71f6673211fc52cb2305cf47d6e3020
org.graniteds	granite-server-activemq	3.0.0.RC1		02b7cc377220d4013c4e9977b908b0221fb57b6d
org.graniteds	granite-server-activemq	3.0.1.GA		ca38a0b2ae86ee17f00c9a2eef9ae632a45504ec
org.graniteds	granite-server-activemq	3.0.2.GA		6849075ed3a8e424339da172113e9c50a90fbd28
org.graniteds	granite-server-activemq	3.0.3.GA		98a3b910553c4d2ae993cfa2c77f3979a23c9e45
org.graniteds	granite-server-activemq	3.0.4.GA		2303e44c87c5a5e5ebeb5a347752412e925f8c80
org.graniteds	granite-server-activemq	3.1.0.GA		6c76731ec1c7d1e4473f82d451f6328e13fd6a7e
org.graniteds	granite-server-activemq	3.1.0.M1		452df0560bd6109d09575466958a7a169f6bb2bd
org.graniteds	granite-server-activemq	3.1.0.RC1		7d60bb0295b7e52f3133c745a7b9c0cc41b6b623
org.graniteds	granite-server-activemq	3.1.1.GA		8daba28ab7add251684a0ea205e0871868164da1
org.infinispan	infinispan-spark_2.12	0.10		126c8da9a8fda5ed2f9562ae4a323c55632716ed
org.jboss.maven.archetypes	selenium-testng	1.0		114495cb1dc5a0edd35292c7d92623dbe4aa277b
org.kantega.jexmec	jexmec-api	1.25		b65bb5aa8139685f70fddd6a2579e778b0cb97fd
org.kantega.jexmec	jexmec-api	2.0.0rc1		903f9a7cd8208e526a13568803735707de35b227
org.kantega.jexmec	jexmec-api	2.0.0rc2		a19129dabc401c9fcaa7b04a4c8ad8e9355869b7
org.kantega.jexmec	jexmec-api	2.0.0rc3		c2f17391177ed8e852283b1821ba7939530bd914
org.kantega.jexmec	jexmec-api	2.0.0rc4		67cbf9fc145cc9fc0f756b04b4aa109a90f0c801
org.kantega.jexmec	jexmec-api	2.0.0rc5		6a3e775700fb1534cea7408b6b2fe9a49a21f232
org.kantega.jexmec	jexmec-api	2.0.0rc6		5b19e896a9c524926cc4f1b0d245a619b1c78954
org.kantega.jexmec	jexmec-api	2.0.0rc7		5a71145a9bb97696aa469b9e75709e6ae3321247
org.kantega.jexmec	jexmec-api	2.0.0rc8		8ac3525b5b33dfc5d31a43947140dbfccbc6a0c7
org.milyn.edi.unedifact	d17b-binding	1.7.1.0		cafb57f10650b11638fd2653812150ee24c7b76f
org.mvnpm	better-opn	3.0.2		aef989d12b874b0744edbfb9bba02b7709e338b8
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.0		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.1		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.10		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.11		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.12		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.13		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.14		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.15		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.16		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.17		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.2		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.3		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.4		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.5		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.6		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.7		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.8		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.1.9		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.0		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.1		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.10		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.11		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.12		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.13		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.14		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.15		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.2		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.3		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.4		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.5		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.6		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.7		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.8		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.2.9		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.0		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.1		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.10		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.2		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.3		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.4		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.5		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.6		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.7		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.8		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.3.9		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.0		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.1		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.10		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.11		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.12		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.2		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.3		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.4		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.5		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.6		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.7		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.8		N/A
org.opendaylight.yangtools	odl-yangtools-exp-data-xpath-api	0.4.9		N/A
org.opendaylight.yangtools	rfc6536-model-api	10.0.0		78f8585383543bcd3695d89346a392cee19a09ff
org.opendaylight.yangtools	rfc6536-model-api	10.0.1		6c202cf2584a3f6298f90901c7451dccc13c5d82
org.opendaylight.yangtools	rfc6536-model-api	10.0.10		d9276a9613be2039f10a330af98c8d54752b6df5
org.opendaylight.yangtools	rfc6536-model-api	10.0.11		dc10a9bb14c9ff7a3f7bdd8dca89063eea516de1
org.opendaylight.yangtools	rfc6536-model-api	10.0.12		18a3d2778c7b01e3157affd89620ca214e03f815
org.opendaylight.yangtools	rfc6536-model-api	10.0.13		6f3ecc5ed478d6fd7d49f5f91219759cafcfb75f
org.opendaylight.yangtools	rfc6536-model-api	10.0.2		c271a97462f989acdea62ac3a470920611f783dc
org.opendaylight.yangtools	rfc6536-model-api	10.0.3		f2bfba155fba38b2f22a6368d1abeb9886ec38ee
org.opendaylight.yangtools	rfc6536-model-api	10.0.4		803b243fe981c2c49dabf4f2f84d07048b445ef3
org.opendaylight.yangtools	rfc6536-model-api	10.0.5		3e08149bbf4c30632c03b3e36875b9dcdb80680d
org.opendaylight.yangtools	rfc6536-model-api	10.0.6		27ab7c77027445b4557c0418a6042344895d50df
org.opendaylight.yangtools	rfc6536-model-api	10.0.7		9b357542deb0c48b40d934d0c42727d1bf61f733
org.opendaylight.yangtools	rfc6536-model-api	10.0.8		0500f32297062e3b4ff24a246b975a70bfcdde5c
org.opendaylight.yangtools	rfc6536-model-api	10.0.9		9d8b1c82de161e2c8669aad216a4de7bb64d59d8
org.opendaylight.yangtools	rfc6536-model-api	11.0.0		c32186cebadc5a973292a2e9db36900d692378b4
org.opendaylight.yangtools	rfc6536-model-api	11.0.1		dc7e9374d0c52b018a32eeee1392a0e85ff9d8af
org.opendaylight.yangtools	rfc6536-model-api	11.0.2		556ecab722f6f9b20f17bb480b2eceba9251f14e
org.opendaylight.yangtools	rfc6536-model-api	11.0.3		0b74b018f2a35e6cad51e8f4ac386570a025093f
org.opendaylight.yangtools	rfc6536-model-api	11.0.4		6e538eba1e1ebf66059cc1e5fc7ec70dac0e32e0
org.opendaylight.yangtools	rfc6536-model-api	11.0.5		f16b8cfa5eda6eb5e3af2fe9b891cab6d35677cf
