cn.spring-up	spring-instance	0.1		03af2df8f492cdc30119741e1d73253005a6632a
org.apache.knox	gateway-provider-security-hadoopauth	0.9.1		ff940372bb992b9adb14c579caef689b6568df6b
org.apache.knox	gateway-provider-security-hadoopauth	1.0.0		a21ea6e779d3bfb353e60adb88c94c71aaa0ddd4
org.apache.knox	gateway-provider-security-hadoopauth	1.1.0		467cdbe0a588bef46d0abe625cc3359ed540ce89
org.apache.knox	gateway-provider-security-hadoopauth	1.2.0		e12d3a1116552785d5da71595d032c0653d75442
org.apache.knox	gateway-provider-security-hadoopauth	1.3.0		25a4293b445681f026d7983559af3e3c960c6873
org.apache.knox	gateway-provider-security-hadoopauth	1.4.0		4164be0ed34d8f3d76e6a27416f572e77ee07ac8
org.apache.knox	gateway-provider-security-hadoopauth	1.5.0		e69db9afba57cad05cec5fec488951da68a4e9e4
org.apache.knox	gateway-provider-security-hadoopauth	1.6.0		199b63e7d75e5ec1f2a5b0fc19555455d55afa38
org.apache.knox	gateway-provider-security-hadoopauth	1.6.1		2aad23eb579d17fc8c821733c991d1c766355a1e
org.apache.knox	gateway-provider-security-hadoopauth	2.0.0		132cc84abb39b41fc1716ebbeb773c6d8b5b6892
org.atlanmod.zoo	emf.trace	1.0.1		65fa2c622f422057d1c8e1d8592fb1de7dbabdf8
org.atlanmod.zoo	emf.trace	1.0.2		edb0171497689262d150beb12ca46aacdd09c065
org.atlanmod.zoo	emf.trace	1.0.4		16e1faa752d04b776bbc00933098801d88be64e8
org.atlanmod.zoo	emf.trace	1.0.5		f0f4005cbc41ef4d2206a996a3c0cde96c65dd00
org.deeplearning4j	deeplearning4j-ui_2.10	0.7.0		c0888a48d26048e1f5ad2f83d2ec420290efa2b4
org.deeplearning4j	deeplearning4j-ui_2.10	0.7.1		6d60b1f392db8bc8c5ca354e563ce0febf905c3f
org.deeplearning4j	deeplearning4j-ui_2.10	0.7.2		4e47a6d9711445abd3fdbca45470174ef0b9bf38
org.deeplearning4j	deeplearning4j-ui_2.10	0.8.0		adbbea89ec79c05ba0d28e93af2a718a288b5c5d
org.deeplearning4j	deeplearning4j-ui_2.10	0.9.0		8f23ef85e1923f4bde270f2f697342db472cdbec
org.deeplearning4j	deeplearning4j-ui_2.10	0.9.1		4d09c0b913f800590fefa49612157cdf4dccc7fe
org.deeplearning4j	deeplearning4j-ui_2.10	1.0.0-alpha		59347621e0bba4320a19e2744e557d2cf92755aa
org.deeplearning4j	deeplearning4j-ui_2.10	1.0.0-beta		329eee9720530a09ee1d0fa566e54b2b32af61fb
org.deeplearning4j	deeplearning4j-ui_2.10	1.0.0-beta2		c76717740981c53f55b6199a510761b72f1e7de5
org.deeplearning4j	deeplearning4j-ui_2.10	1.0.0-beta3		7cd3e0adc4a5ced670daa1c1660cd67d83aaaae3
org.deeplearning4j	deeplearning4j-ui_2.10	1.0.0-beta4		32e957acb19ef09d0b4794e28729fd7219954ed1
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.12.0		c9bb184620823715427d95e2ae69f6d6f00fbe4f
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.0		9695e5e0a939653ca8c048cd008e80d9874dc258
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.1		55c43944030402e92a6fd27d4cbf4eb121a0c74d
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.100		dd719fc287f98bd11ca1d2b385ef80cd62c61763
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.101		55164fedb5ed1b1b10e41c26288376d017ae39dc
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.2		4083dca88a4f6e249bcbf99f03607cfe87a7587d
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.13.200		4309218f98a9a7e4852e905f75592fc58cc1b119
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.14.0		fdd30ed5f6a1c9b77963aacdb537750d3dd70d80
org.eclipse.ecf	org.eclipse.ecf.remoteservice	8.15.0		faa73bab099d161f68fe7996e7348af32354d4cd
org.eclipse.edc	keys-lib	0.10.0		ab6433e6bde9429583b3e933ac5689dea57f4d6b
org.eclipse.edc	keys-lib	0.10.1		47d4d993ec709a4e661cf74dd1211eca6b80f3ac
org.eclipse.edc	keys-lib	0.11.0		edbe7f4355a5d829d2a0ae31d809b925d74cae32
org.eclipse.edc	keys-lib	0.11.1		46f3ee6661bbd13b2671a8225d219b18a7a542aa
org.eclipse.edc	keys-lib	0.12.0		d658386880b5db20f599fac3936ff166d837e00a
org.eclipse.edc	keys-lib	0.6.0		c91de17eca67add770950eec366645391bf0cba4
org.eclipse.edc	keys-lib	0.6.1		34df451f4b8121cb8768d8a0f0bb14a9dd56ccc0
org.eclipse.edc	keys-lib	0.6.2		943f97c2f1562c645c83c812c2fdb1bc35ed7dad
org.eclipse.edc	keys-lib	0.6.3		0a857d6966b4d887d763ef4b70637b7a14c8b4ca
org.eclipse.edc	keys-lib	0.6.4		c1d8ea8a438b522d750b13f46dbe84e10f21fe8f
org.eclipse.edc	keys-lib	0.7.0		c4543431f5a1adb2fc62ab244824bef625f664ce
org.eclipse.edc	keys-lib	0.7.1		7fbcfd341979f07142b4fbdd0337b4df8e455178
org.eclipse.edc	keys-lib	0.7.2		3fc6c99b05e80ca956b5b79cc463a15f3f34b45a
org.eclipse.edc	keys-lib	0.8.0		f3df3473b7a58ca0757ce6a87b3154c59b780803
org.eclipse.edc	keys-lib	0.8.1		efcd06c878e7c3400c27bd76b0fd84901a041fe3
org.eclipse.edc	keys-lib	0.9.0		4f575c9772a91810e6f3edbc1b022192e343261a
org.eclipse.edc	keys-lib	0.9.1		3aca1c9419b7fa7122533127c34e5cc0a5b01d32
org.eclipse.rdf4j	rdf4j-shacl	2.3-M1		514d199096118138106a8e49d9954b871108ac4f
org.eclipse.rdf4j	rdf4j-shacl	2.3.0		7ffb669f7b63082627b41edc2332f84b29ca494c
org.eclipse.rdf4j	rdf4j-shacl	2.3.0-M2		be03cd7c84a33bc2787c5ffba207bd342d66229e
org.eclipse.rdf4j	rdf4j-shacl	2.3.1		2b1a20f7b8eebfcbb90a9319ca9533f61d69d721
org.eclipse.rdf4j	rdf4j-shacl	2.3.2		80df492ce811c4201f43554702691ae64fdee11f
org.eclipse.rdf4j	rdf4j-shacl	2.3.3		c3832d7e96ff9dfa6db2815928a4889012db38f0
org.eclipse.rdf4j	rdf4j-shacl	2.4.0		f6362c3dce167882b1ffffee7a29105785299f10
org.eclipse.rdf4j	rdf4j-shacl	2.4.0-M1		5219d20070573c371cb463482a10bcd91cb07645
org.eclipse.rdf4j	rdf4j-shacl	2.4.0-M2		78750a27bbc84ae68a5498dcb33c7dfda5cdaebc
org.eclipse.rdf4j	rdf4j-shacl	2.4.0-M3		022237ab145f9c1c435997281e14ff903e21162e
org.eclipse.rdf4j	rdf4j-shacl	2.4.1		b413045e0f1ee18cc772eae95c6fe1bb80693be3
org.eclipse.rdf4j	rdf4j-shacl	2.4.2		a20c669cf87cd2cb88dd7a573e01cb4e08a0da33
org.eclipse.rdf4j	rdf4j-shacl	2.4.3		2cefb30e21c5c44e1cbd6cee3b121e8591827f6d
org.eclipse.rdf4j	rdf4j-shacl	2.4.4		0d4d1edcac772a55efcbe58fa759a7ade9910c49
org.eclipse.rdf4j	rdf4j-shacl	2.4.5		42ff6f347d199c19d864828aca185265891bea3b
org.eclipse.rdf4j	rdf4j-shacl	2.4.6		a9666ebf36a12ac4ff55b0a236f2328e1a3ba62c
org.eclipse.rdf4j	rdf4j-shacl	2.5.0		216db2ce08a2c757cd8a9b01066ee1522dec7b46
org.eclipse.rdf4j	rdf4j-shacl	2.5.0-M1		5f88ea5af27fad2ad2c367d973b06d8ea50a31d9
org.eclipse.rdf4j	rdf4j-shacl	2.5.0-M2		0576d9fed504cbfd5f0b495e5a0ceb505c280506
org.eclipse.rdf4j	rdf4j-shacl	2.5.1		105a0835a66c97037e8725add643b0ac686d2169
org.eclipse.rdf4j	rdf4j-shacl	2.5.2		0fee0fa0c757c18b523ed2017994ae82f203424f
org.eclipse.rdf4j	rdf4j-shacl	2.5.3		ad90d9f6e0b607c619411d136c84a069c18d2b9e
org.eclipse.rdf4j	rdf4j-shacl	2.5.4		f4339d3c01d4de864776c9047362cca3d74c4483
org.eclipse.rdf4j	rdf4j-shacl	2.5.5		1ab271a39c082bb3e2d63dcaf4cc295ae581a2ff
org.eclipse.rdf4j	rdf4j-shacl	3.0.0		8459b4375855ac9a64ed3d58e14362cbdfe31c8a
org.eclipse.rdf4j	rdf4j-shacl	3.0.0-M1		d51bda3adeccf711bd7cefe1baeff74999289a0d
org.eclipse.rdf4j	rdf4j-shacl	3.0.0-M2		5c8a9a008c6b2c444c9d3f70f1aa1e7ace83e9ff
org.eclipse.rdf4j	rdf4j-shacl	3.0.1		35eac2ebac9064d2159452df368fa858207a2e33
org.eclipse.rdf4j	rdf4j-shacl	3.0.2		918dbcd049600ddb2b4257639d138fc9cb3269be
org.eclipse.rdf4j	rdf4j-shacl	3.0.3		3839ddeba24d6ce4ffd265cd1eb87d35a91e3b23
org.eclipse.rdf4j	rdf4j-shacl	3.0.4		3d724cd452e7179079b8c869b8b34f1d0e743b38
org.eclipse.rdf4j	rdf4j-shacl	3.1.0		e322c18a8e0dabe58854b0892f05253fb8abf08a
org.eclipse.rdf4j	rdf4j-shacl	3.1.0-M1		151746fa3dc7da46a7345cb1bc877ff784d5e416
org.eclipse.rdf4j	rdf4j-shacl	3.1.0-M2		e60c137bb746a2a7a6aa24dffc56cc3a463693be
org.eclipse.rdf4j	rdf4j-shacl	3.1.1		23e83b2f38d8db9bfa718918889d434458eebe36
org.eclipse.rdf4j	rdf4j-shacl	3.1.2		ef7d01cbc20c049381cf929afd004219bee0d84a
org.eclipse.rdf4j	rdf4j-shacl	3.1.3		e9a1bce658936628b838983fcd8a20e3711112c9
org.eclipse.rdf4j	rdf4j-shacl	3.1.4		208e3086452d463a3422ac5e9cf5516da66f39fc
org.eclipse.rdf4j	rdf4j-shacl	3.2.0		3cf11586db55d7472ab4190c7f4e8dcfe301d3dd
org.eclipse.rdf4j	rdf4j-shacl	3.2.0-M1		71b6a4134c2ead178fca0e9c8a382af7749a5210
org.eclipse.rdf4j	rdf4j-shacl	3.2.0-M2		334aebae09b50830f9b55a05eeb2b8b440a8e23a
org.eclipse.rdf4j	rdf4j-shacl	3.2.1		898b3c0ba36a35167149d96376ab1ca3c29441b9
org.eclipse.rdf4j	rdf4j-shacl	3.2.2		bd04d95e74e6f831270c4656f8c4821d1b5b470c
org.eclipse.rdf4j	rdf4j-shacl	3.2.3		b8c3236ea6c19bb0fda175878a660b066274970e
org.eclipse.rdf4j	rdf4j-shacl	3.3.0		a1e9789227de4c9f9499a412932db2472d2ad4d3
org.eclipse.rdf4j	rdf4j-shacl	3.3.0-M1		9f4769299836f2c857c4fd37ac0a3b00e000c67d
org.eclipse.rdf4j	rdf4j-shacl	3.3.0-M2		b7cc12ecf7ba5d87ff9e7f1a7ec260629a7d08f1
org.eclipse.rdf4j	rdf4j-shacl	3.3.1		5ad2ec13e95da0ccffcf46426a53ed64bfe9aa40
org.eclipse.rdf4j	rdf4j-shacl	3.4.0		e024c3e611fe4652b761a5b74dfa7373aa946d7d
org.eclipse.rdf4j	rdf4j-shacl	3.4.0	benchmarks	1cbf32f9d607790936ae40d8582817a6c462f2b5
org.eclipse.rdf4j	rdf4j-shacl	3.4.1		0e6dc3b7adcabf33b8bd300c2728a9b04cc35ca7
org.eclipse.rdf4j	rdf4j-shacl	3.4.1	benchmarks	09c51316631ff9d7b89ad028bc8007d0e36357fa
org.eclipse.rdf4j	rdf4j-shacl	3.4.2		5e586526ef2f45f3f97607b65c97c874adfb9fdd
org.eclipse.rdf4j	rdf4j-shacl	3.4.2	benchmarks	0aafff80eafd292b2cb4cc377ec9f31e472e1aba
org.eclipse.rdf4j	rdf4j-shacl	3.4.3		9b77c7e9beeeeb4ffdab8f05f6859c25972d9cbb
org.eclipse.rdf4j	rdf4j-shacl	3.4.3	benchmarks	2b26eaa5a158aec904e5b512c810cdb0a8df0f1f
org.eclipse.rdf4j	rdf4j-shacl	3.4.4		14c16f997cb30da71693bf2de2aefadf841b292a
org.eclipse.rdf4j	rdf4j-shacl	3.4.4	benchmarks	9540092c0f9df544091d28af577b7e54c7a13a5b
org.eclipse.rdf4j	rdf4j-shacl	3.5.0		76a126ae13448c1c9ebf4003c88fb9c4c1765430
org.eclipse.rdf4j	rdf4j-shacl	3.5.0	benchmarks	2dc666b673839b6c73fcc57c14d7f61bfe5866f7
org.eclipse.rdf4j	rdf4j-shacl	3.5.0-M1		a8e8647fa6200932d0c778c847fe0754319a7e32
org.eclipse.rdf4j	rdf4j-shacl	3.5.0-M1	benchmarks	cca6c068ee31363ff9cce7ea8c998dfb0d8bc3f1
org.eclipse.rdf4j	rdf4j-shacl	3.5.1		80d29da3c2f8a6c37204489297fc3de44f3cc307
org.eclipse.rdf4j	rdf4j-shacl	3.5.1	benchmarks	16cbc8bf52c9ff72186f8ce6efddff85f4f623f1
org.eclipse.rdf4j	rdf4j-shacl	3.6.0		260d73c29ccf9347ee532d597739c0a9428f62c9
org.eclipse.rdf4j	rdf4j-shacl	3.6.0	benchmarks	a87d576523935ac02c60c247bdfaa7842bca6394
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M1		4db604850e8f80bf2d1edf0278603be0f6adfae9
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M1	benchmarks	d02f2fcc9215f70c500ba663973078614f73cba3
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M2		c133bdcfc664243e13baab18b0f103c537a58c91
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M2	benchmarks	5e89ab791ec015bf38ab3c2543e2be91da2f200e
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M3		761cba920836d6528ee73c3d1e9a25d76814de65
org.eclipse.rdf4j	rdf4j-shacl	3.6.0-M3	benchmarks	8341338df9db5e5b5091dc465880aa228e65df46
org.eclipse.rdf4j	rdf4j-shacl	3.6.1		da3e3d8441a434167cbcaf186c54ef33bb6bb6b7
org.eclipse.rdf4j	rdf4j-shacl	3.6.1	benchmarks	c61904f3a9ef24e50ef45be3844e46874b89dbed
org.eclipse.rdf4j	rdf4j-shacl	3.6.2		f59c6177db0533c2e86134f9df88ca50eb7b48d6
org.eclipse.rdf4j	rdf4j-shacl	3.6.2	benchmarks	7be4086700ff772cb867b256b57c6bcae06a088a
org.eclipse.rdf4j	rdf4j-shacl	3.6.3		d29fd50801872f953152ecbf851301320272a1e7
org.eclipse.rdf4j	rdf4j-shacl	3.6.3	benchmarks	62ca02f678bb6c55deada4951aa630e4205bcdb6
org.eclipse.rdf4j	rdf4j-shacl	3.7.0		80d8f53ec5d7ece440de1465f29396ce8f7e5fb8
org.eclipse.rdf4j	rdf4j-shacl	3.7.0	benchmarks	cf2971e950fb745ad088026ee5b1bf50fb4c4cd4
org.eclipse.rdf4j	rdf4j-shacl	3.7.1		b6793617bd27455c4940c98af6cae78b43ee3a76
org.eclipse.rdf4j	rdf4j-shacl	3.7.1	benchmarks	630d0cc07abd19fe91fdab6b65b45f00bf30f233
org.eclipse.rdf4j	rdf4j-shacl	3.7.2		5db0fda001ab9e8267f8edf71c94634e2991a4b6
org.eclipse.rdf4j	rdf4j-shacl	3.7.2	benchmarks	5897199485cc0e7f8721b433e0aa432c3109cca3
org.eclipse.rdf4j	rdf4j-shacl	3.7.3		f3107eb2eb3294e919f3503b79918c45ab9fe722
org.eclipse.rdf4j	rdf4j-shacl	3.7.3	benchmarks	3e0378857bead1c64f9d4727f4cc92c80817ab55
org.eclipse.rdf4j	rdf4j-shacl	3.7.4		c128bca747becd8ed12bb8058d8f38800f0b25c9
org.eclipse.rdf4j	rdf4j-shacl	3.7.5		64b036e314c91dea0475231ce99dc7fddf6c9303
org.eclipse.rdf4j	rdf4j-shacl	3.7.6		dcb99fed52763a2df0c1f38e4124b5c98c0dcf60
org.eclipse.rdf4j	rdf4j-shacl	3.7.7		b907fdfc2035ab745494873122735138710ffdb5
org.eclipse.rdf4j	rdf4j-shacl	4.0.0		f4ba08d85c6c6bbd960e422a65360d34d76500ac
org.eclipse.rdf4j	rdf4j-shacl	4.0.0-M1		15c03e63d774f7773ffda57cfecd109c5d973906
org.eclipse.rdf4j	rdf4j-shacl	4.0.0-M2		d1727cbd1d0ef7c98a8c25160d3e248f67183a1a
org.eclipse.rdf4j	rdf4j-shacl	4.0.0-M3		5d9489882b49e623be8b846e1b8a5f5345a08e32
org.eclipse.rdf4j	rdf4j-shacl	4.0.1		7f79166d05c49c72efe264307d8f14b1c9d6a9e4
org.eclipse.rdf4j	rdf4j-shacl	4.0.2		0b2515431d5904bec0573632a47f1f62e1a8bbce
org.eclipse.rdf4j	rdf4j-shacl	4.0.3		f08657363b1c36fdc1f2008e5b6c48efb4bd9f8e
org.eclipse.rdf4j	rdf4j-shacl	4.0.4		8fde1f79bb33ca11938b3c39772fc03045bfc860
org.eclipse.rdf4j	rdf4j-shacl	4.0.5		1249452ce8b48e9adebad2a163c1e6a09a30b53c
org.eclipse.rdf4j	rdf4j-shacl	4.1.0		db5a8b88eb04a3d4e649f92f91cd0b53b88a9763
org.eclipse.rdf4j	rdf4j-shacl	4.1.0-M1		c9d16f9a884a20e29165ae7a60289b6f8307e1ef
org.eclipse.rdf4j	rdf4j-shacl	4.1.1		ed00aff4ecec16ed20550c6ff7e9a53ce1d9134f
org.eclipse.rdf4j	rdf4j-shacl	4.1.2		c7a17b166a977f794760d2d2f3973fe7ae6a83cb
org.eclipse.rdf4j	rdf4j-shacl	4.1.3		adeeae3b056c5b5c5d552ac0aebaee3c3df2a259
org.eclipse.rdf4j	rdf4j-shacl	4.2.0		a93505c50e65a0fc694c531b861047e0f1c6d04b
org.eclipse.rdf4j	rdf4j-shacl	4.2.1		df2b4c694f78b1b5d6c776fb629e40fd316969d3
org.eclipse.rdf4j	rdf4j-shacl	4.2.2		91757ebf3c3cac5badce06daaaafca11f5540f63
org.eclipse.rdf4j	rdf4j-shacl	4.2.3		09e3b2375dce29739e0954e22551ce73fa14bf0d
org.eclipse.rdf4j	rdf4j-shacl	4.2.4		22aa04ddd78000fab4821237294c2d6c074d58dc
org.eclipse.rdf4j	rdf4j-shacl	4.3.0		0d4f97ec8dc098b2ec7e4faeed7acbfbb49cb53d
org.eclipse.rdf4j	rdf4j-shacl	4.3.0-M1		0cc7ea43ef5948d3102d8078ea544390b580dc99
org.eclipse.rdf4j	rdf4j-shacl	4.3.0-M2		d01916f43d6d155372c0e95d930ceeeb316bf0af
org.eclipse.rdf4j	rdf4j-shacl	4.3.0-M3		1d5360c841eef2273f688bd89f7b7e2829dcd666
org.eclipse.rdf4j	rdf4j-shacl	4.3.1		8671930de73186300c09cb6ae5b0c60d23e83d52
org.eclipse.rdf4j	rdf4j-shacl	4.3.10		5b64f84d6915428620931f136fd71d5b1aa26192
org.eclipse.rdf4j	rdf4j-shacl	4.3.11		0d40614e9a10db7874e929bca4343263cd825e7d
org.eclipse.rdf4j	rdf4j-shacl	4.3.12		21467cd0247016f8cc9529a39c47c841cabcf8f3
org.eclipse.rdf4j	rdf4j-shacl	4.3.13		2eb7948c7e6ce90aa67cfcee64896a53e113f5a9
org.eclipse.rdf4j	rdf4j-shacl	4.3.14		dbc4f7a455f39931cadee6616c379d450d719174
org.eclipse.rdf4j	rdf4j-shacl	4.3.15		bfb429cc6d88e73a8df766487828491739a53010
org.eclipse.rdf4j	rdf4j-shacl	4.3.16		47e8d9d0d92dec0fb75a692fed299d0b099fe54f
org.eclipse.rdf4j	rdf4j-shacl	4.3.2		347b706adb96908b28baa1492e0fa49e6f913739
org.eclipse.rdf4j	rdf4j-shacl	4.3.3		e8a0e0686fef239b2e42b8d9ae2d8875b28140cf
org.eclipse.rdf4j	rdf4j-shacl	4.3.4		770c7430ceae7239df23b28b4128fbcf49699f78
org.eclipse.rdf4j	rdf4j-shacl	4.3.5		bb640ad24a1c521c9ec43be0c251eb06d1373530
org.eclipse.rdf4j	rdf4j-shacl	4.3.6		95c03fbf34fc44c6b04504b6635b17f66407183c
org.eclipse.rdf4j	rdf4j-shacl	4.3.7		4f5d8b08ec5ff1bf59c4f387ecfbf493b7e94695
org.eclipse.rdf4j	rdf4j-shacl	4.3.8		6e928516715b3323ef2193f47eafac203f0e383b
org.eclipse.rdf4j	rdf4j-shacl	4.3.9		9b6d94f5479705ecaa541e518103d47372905c60
org.eclipse.rdf4j	rdf4j-shacl	5.0.0		6c1db900d489635c0d712822304cd9a86f5e406f
org.eclipse.rdf4j	rdf4j-shacl	5.0.0-M1		547a6aae210343ff7445460adf1cf8016ff141e7
org.eclipse.rdf4j	rdf4j-shacl	5.0.0-M2		ed7b4c2d0282e42569879f582986d3a6b507097e
org.eclipse.rdf4j	rdf4j-shacl	5.0.0-M3		9cbdeab9f39043fe77d88bbeb2a3db33be6f117a
org.eclipse.rdf4j	rdf4j-shacl	5.0.0-RC		1787159dc53591d14c50e1b44ee103f72bd46afb
org.eclipse.rdf4j	rdf4j-shacl	5.0.1		b32e2c3c527c2ded30a365f92bdbaff079ab8e42
org.eclipse.rdf4j	rdf4j-shacl	5.0.2		5eff327fd7eae54300d9c1a502951806ae4f89d3
org.eclipse.rdf4j	rdf4j-shacl	5.0.3		d1d2fc5f783fd1346b5911c3fdc76d585e224772
org.eclipse.rdf4j	rdf4j-shacl	5.1.0		abeb650d78ea957ba57bd2e7c5518e592eca871a
org.eclipse.rdf4j	rdf4j-shacl	5.1.0-M1		540e4d759d2070b220eb5ff8bfd9ce1bc220c244
org.eclipse.rdf4j	rdf4j-shacl	5.1.1		df4a9388878d21c52cd74543c278fa292ab74e9f
org.eclipse.rdf4j	rdf4j-shacl	5.1.2		f17cff2f7e4db32a35e34c7eba7726ae786eefdc
org.eclipse.rdf4j	rdf4j-shacl	5.1.3		99f0c2ddbcdb1c51b074de4ef9568a5b732722c6
org.finra.herd	herd-spark-data-catalog	0.100.0		61a5ed4aa37a316f1d62bb710e32ecafd1c6c752
org.finra.herd	herd-spark-data-catalog	0.100.0	shaded	790061a0ba2bcb82aa6285220277d21a2a8ee9de
org.finra.herd	herd-spark-data-catalog	0.101.0		d990aa4dd7b5b0dfdebe2683e01d38567af60841
org.finra.herd	herd-spark-data-catalog	0.101.0	shaded	f880ae5c3bec161beb99dea61b420ab77177fbe2
org.finra.herd	herd-spark-data-catalog	0.102.0		bd32fee313b890e68e8798d4f9f4ea3866d587bc
org.finra.herd	herd-spark-data-catalog	0.102.0	shaded	3c13d7f0faaf5a182908b3596c07d726e5ef13ba
org.finra.herd	herd-spark-data-catalog	0.103.0		1a45b6b62a0b7c661f79b733be44b8db0334d435
org.finra.herd	herd-spark-data-catalog	0.103.0	shaded	1390afed2bf793c00ab466b75a9e60e9742ca228
org.finra.herd	herd-spark-data-catalog	0.104.0		9a80c7d46b6ca532a0323fcd2c682118d4f9355d
org.finra.herd	herd-spark-data-catalog	0.104.0	shaded	ddd9c3813e430c8f5dde5da3a3370c33f37282f4
org.finra.herd	herd-spark-data-catalog	0.106.0		b94d62a3ede4daa162da41094fc1c004b437b001
org.finra.herd	herd-spark-data-catalog	0.106.0	shaded	50beb5fcb4a2d164001e7fb90cc6ecd4bcee6f9d
org.finra.herd	herd-spark-data-catalog	0.107.0		3a46c7fef8a6295dc7c65f608f5efadc550689a3
org.finra.herd	herd-spark-data-catalog	0.107.0	shaded	2f981ca1b2e6de0ae3731a4598e553df5c81ac59
org.finra.herd	herd-spark-data-catalog	0.108.0		c9f57e31dcda00eee635e30db45da3e772063a93
org.finra.herd	herd-spark-data-catalog	0.108.0	shaded	2f95e9bc4cb91f64e67f76fdb73750e015253711
org.finra.herd	herd-spark-data-catalog	0.109.0		0ce15b663def22a153c42ed5ba213f59de5c2892
org.finra.herd	herd-spark-data-catalog	0.109.0	shaded	37aaad7e70fc19983481ca7fc9ba0fd0aa2515b5
org.finra.herd	herd-spark-data-catalog	0.110.0		4b3d84ba11bcbed26327741a474404b43fc52eb3
org.finra.herd	herd-spark-data-catalog	0.110.0	shaded	ae2c0061d90096bfb13ea3d346f76e702ed46d88
org.finra.herd	herd-spark-data-catalog	0.111.0		1a1a38eddc40687a1f25d04a0d572e72e80ff35e
org.finra.herd	herd-spark-data-catalog	0.111.0	shaded	8f32a80e118da2a9680f5029a3937b67f9824b06
org.finra.herd	herd-spark-data-catalog	0.112.0		138688c3c36179c4c8e8ca0ee2df222b4195c6f5
org.finra.herd	herd-spark-data-catalog	0.112.0	shaded	11507e9a5d59363e7c9cd5e2dc470f8adc7dc2e0
org.finra.herd	herd-spark-data-catalog	0.87.0		8368d963f0be67bdabaf44f7bbeaf0b8015c6313
org.finra.herd	herd-spark-data-catalog	0.87.0	shaded	61cdf9cec52ad0980bf16f069ecfbb4b8a646921
org.finra.herd	herd-spark-data-catalog	0.88.0		7dd9e9b889fbc0068df5894e0ee7329e1171ae45
org.finra.herd	herd-spark-data-catalog	0.88.0	shaded	fd4f8855caf43e1075e03790b0328df6c7a2d669
org.finra.herd	herd-spark-data-catalog	0.89.0		bb2f1481a47ad55807f1ebc0ec1d81a0b60c9024
org.finra.herd	herd-spark-data-catalog	0.90.0		7d0ff6e5cbc5ead64a487a53986dfbc9d97adc34
org.finra.herd	herd-spark-data-catalog	0.91.0		271476c596d169508d079160b6ae469ed1102d44
org.finra.herd	herd-spark-data-catalog	0.92.0		a4ea2d224dc7d07d7b7fcdfa9ddfc44d1513cddf
org.finra.herd	herd-spark-data-catalog	0.93.0		76b6b016a2abd0b2e86067ec6ede45b4e0b6b718
org.finra.herd	herd-spark-data-catalog	0.94.0		3b54a97196420c31c6d0f91171efb1ae4f5fcb95
org.finra.herd	herd-spark-data-catalog	0.94.0	shaded	01732356beee9ec3efbae15dd717247f022dd9fe
org.finra.herd	herd-spark-data-catalog	0.96.0		6da27ae48e674414bfdade78e47e70f6db8edabb
org.finra.herd	herd-spark-data-catalog	0.96.0	shaded	ef2327e46c2ece0732395e4517fe0a5691f710a7
org.finra.herd	herd-spark-data-catalog	0.97.0		90d684b727491d9035f33c8df9633cb3ed81d25b
org.finra.herd	herd-spark-data-catalog	0.97.0	shaded	847906043bfc25bc35de615d560eb4d4de07234d
org.finra.herd	herd-spark-data-catalog	0.98.0		6213d806d9a8d66b0c15a00984dcbe47ee2f362f
org.finra.herd	herd-spark-data-catalog	0.98.0	shaded	f48798d4d30696706fdada1342fce6f0e308e92c
org.finra.herd	herd-spark-data-catalog	0.99.0		2fb8e881e30599d1fb80d8e44abd87ad7ec32026
org.finra.herd	herd-spark-data-catalog	0.99.0	shaded	0418ac1f7c2d3d9f82dbd5ad4c649148731552e2
org.gridkit.lab	zerormi	0.7.13		2c1a40a5c6b79ee3465159122bdaa3092f2a5e74
org.gridkit.lab	zerormi	0.7.14		488aa692f3e9cc72d2d2218d88a46daa13e54e9d
org.gridkit.lab	zerormi	0.7.15		01e156ea9eec3afa301aa418771cc9a307347750
org.gridkit.lab	zerormi	0.7.16		35435e124020fb73684997782e2950d7d0475f78
org.gridkit.lab	zerormi	0.7.17		bf95e74e03693326a43bb47ea56bd0ed7e18899f
org.gridkit.lab	zerormi	0.7.18		e1f9d15e4ff4da32da1333b302f0805a27f3b21f
org.gridkit.lab	zerormi	0.7.19		f7b267808f51b2482b62fa4c7c5458d6ceab990a
org.gridkit.lab	zerormi	0.7.20		a8694f0e66965dc337e897a821c86d4778124849
org.gridkit.lab	zerormi	0.7.21		9f1e12bba64ebd2392bdf8af3a1b046d75fe48ca
org.gridkit.lab	zerormi	0.7.22		4e8052b4dbc504d9c978d70c1a5e9b79962d5798
