ai.kognition.pilecv4j	native-nr-linux-aarch64	1.0	1.0-bin	b1d31da002b2ccdbb4e892ab69e1f2bd826a81a3
org.onosproject	onos-protocols-p4runtime-utils	2.6.0-rc3	-	bfc297c0734aef706c74827f27d8a2bb42680334
org.onosproject	onos-protocols-p4runtime-utils	2.6.0-rc4	-	655ef1f9af04aee2809b7d36f387da15d4348a6a
org.onosproject	onos-protocols-p4runtime-utils	2.6.0-rc5	-	7dbd1cfa1ac824728ec280ee806e4ed5e0f526f9
org.onosproject	onos-protocols-p4runtime-utils	2.7.0	-	c88144bba8e03566c4afd9c98f6ac47907500016
org.onosproject	onos-protocols-p4runtime-utils	2.7.0-rc1	-	4c36262d7c3906e10439b24e7dd7fa79625fd45c
org.openbase	jul.pattern.controller	2.0.0	-	222cf01a8a2c7ae729b56bceb14874c8aa879f8d
org.openbase	jul.pattern.controller	3.0.0	-	70f55e474ee3aae9db4f43d81d4ae193d679932b
org.openbase	jul.pattern.controller	3.0.1	-	c81000357b86f9c54011bb05a1ae0ecd0c6dd92b
org.openbase	jul.pattern.controller	3.0.2	-	d49c736e20119ce926d152d14fc9b1a430a39ad5
org.openbase	jul.pattern.controller	3.0.3	-	8a062c9616b8675fb7ecc026f707cef0b8a19922
org.openbase	jul.pattern.controller	3.1.0	-	3f036757b3a4b758c0d45e9f6e30dedaa2828350
org.openbase	jul.pattern.controller	3.2.0	-	49d24874b4f9b148dc1db3666f2816f18ec7c225
org.openbase	jul.pattern.controller	3.3.0	-	b91dbc7b256d0f2abac1cd8098b099176056d19f
org.openbase	jul.pattern.controller	3.3.1	-	1b8b160243975c1481bbc835d93cd1e20c228e6b
org.openbase	jul.pattern.controller	3.4.0	-	b804669c657aa285c6fa1bf3ed889c31206465a3
org.openbase	jul.pattern.controller	3.5.0	-	33e22b8c4c9774d5718f58988b8831d90fa38b44
org.openbase	jul.pattern.controller	3.6.0	-	07fc124abc7ecbe7293ee7656a76a027c4fd78c6
org.opendaylight.coretutorials.clustering	singletonhs-features	2.2.0	-	dfa7cfc84cb41449724a45599331f00d03f112aa
org.opendaylight.yangtools	features-test	0.6.2-Helium	-	621200e5eef1a877a460cbe3eddde5341d8a0e6d
org.opendaylight.yangtools	features-test	0.6.3-Helium-SR1	-	7892dc09ba6047288c832d88619e2e79d8206c7f
org.opendaylight.yangtools	features-test	0.6.3-Helium-SR1.1	-	63a97e14a72d0615df9242ebdda7b1831e9aa4b3
org.opendaylight.yangtools	features-test	0.6.4-Helium-SR2	-	62efea48d64a06f8ab7b419b10ad15924616464c
org.opendaylight.yangtools	features-test	0.6.5-Helium-SR3	-	8d462e33a16793cefe24d5f1a7ec2ef4a55c5700
org.opendaylight.yangtools	features-test	0.6.6-Helium-SR4	-	1a9fbf7a9a717cc530883157cbaa5bfc2a866891
org.opendaylight.yangtools	features-test	0.7.0-Lithium	-	fbc6d79bc22cb8813fce385bb112eab2d9d80a70
org.opendaylight.yangtools	features-test	0.7.1-Lithium-SR1	-	9a4e94f3ce258593183b16cea39bf5eb4242d23c
org.opendaylight.yangtools	features-test	0.7.2-Lithium-SR2	-	49bce17ebfe4472848a3924d82c27b54bd6c7ca8
org.opendaylight.yangtools	features-test	0.7.3-Lithium-SR3	-	f813ce2a9472a0f7f42f24f4e9bb443f7f18375c
org.opendaylight.yangtools	features-test	0.7.4-Lithium-SR4	-	f255ae580ef67c588a0896f46e994e285e0ec71c
org.openrdf.sesame	sesame-lucene-testsuite	2.8.10	-	5eb0e2f3dd0931583db6f1c3796c86f6f6ea749a
org.openrdf.sesame	sesame-lucene-testsuite	2.8.11	-	ff98f5c298cab4c78d5fa15fd95c6a44b515eb28
org.openrdf.sesame	sesame-lucene-testsuite	2.8.6	-	3e666896b282d0f0ca5e6de7f86ef1bb432e6171
org.openrdf.sesame	sesame-lucene-testsuite	2.8.7	-	78603f8af3ca5431cac53f61c541fd92dae7ee47
org.openrdf.sesame	sesame-lucene-testsuite	2.8.8	-	57027d0e2e0024b4d006fef57341239dfa6aa4b6
org.openrdf.sesame	sesame-lucene-testsuite	2.8.9	-	e224af3a936ebc9bac92787d88b1caed06220008
org.openrdf.sesame	sesame-lucene-testsuite	2.9.0	-	4672e54a9c76fe4c4f47e07693fd8baea1cf36af
org.openrdf.sesame	sesame-lucene-testsuite	4.0.0	-	cde47b655f40d5bfda1f9609f6b71692c56cd711
org.openrdf.sesame	sesame-lucene-testsuite	4.0.0-RC1	-	dd2362d0eb7a7f7ed4371c61231bc9b505faaa5b
org.openrdf.sesame	sesame-lucene-testsuite	4.0.1	-	4275a76187f1793db4aa96f712c3b7d6625a1273
org.openrdf.sesame	sesame-lucene-testsuite	4.0.2	-	28bd43f2a50ff3a5b4b76139352f333fa428c0fa
org.openrdf.sesame	sesame-lucene-testsuite	4.1.0	-	4ab4973ca7cd7f2956d3d8b05041a702a58c7b99
org.openrdf.sesame	sesame-lucene-testsuite	4.1.1	-	6fac8d59027609a05133f695e50e2d980abf7a7c
org.openrdf.sesame	sesame-lucene-testsuite	4.1.2	-	c240a920e458adadeaf8f762868f832520e5538d
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.1	-	8dd5a4b5516381b46224e2532bf284e1f10d9a21
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.2	-	7a6b3113f0d900a6fd5272954c2dce0d2eb4d06b
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.3	-	519485ae9836d49bb0b6b8d13356c973b741adf8
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.4	-	2db5db3fffc8366ba397a79a0f0121655a213446
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.5	-	e98fb9046f993663af56666b2bc8a221135c04e6
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.1.6	-	125164679994f4590d5aed9f0bb6ee3cad0fdf39
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.2.0	-	808cd65a4c05066187490148d893f57a381e1a0e
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.2.1	-	2c86bfdea383e1afb1a49ff3c5f39f38a5580007
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.2.2	-	66d9aeac78da24e8051edaac61026c5e8f16cd33
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.2.3	-	b1d195e7d57d57af8a741f3461c956d88e425c8f
org.opensearch.migrations.trafficcapture	jsonJinjavaTransformer	0.2.2.4	-	537c250c27c28ec7d14ee7818f59f8f4128f9a7a
org.openwms	org.openwms.core.process.execution	0.1.0	-	541f0682998ab5cd9672863795cd2a0aac3f6e3e
org.openwms	org.openwms.core.process.execution	0.1.0	0.1.0-all	541f0682998ab5cd9672863795cd2a0aac3f6e3e
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0	-	a62e2ca2a1b4dfab804c540bd6db2b3a483cdc29
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-M1	-	e6b2ae6f6d82a76de918095955da12a60a3a73e5
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-RC1	-	7f4de15506554de7c2f30edc9677ed8e72df14d0
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-RC2	-	53031fae451aee89a982153ed0f2923657353e19
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-RC3	-	d2123aad8e5e385213a34de866a16ebe084e1d39
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-RC4	-	627ee6b3eafa901bcff6e2f2e8c33aef487ef0e7
org.ops4j.pax.exam	pax-exam-link-mvn	2.0.0-RC5	-	9be80254a1644720074d2a7340b92134b1aad477
org.ops4j.pax.exam	pax-exam-link-mvn	2.1.0	-	812183d337090d8906a89ef3d7d74448986d5830
org.ops4j.pax.exam	pax-exam-link-mvn	2.2.0	-	c9ea3bff4cdbc45daa711d664456d315002f719c
org.ops4j.pax.exam	pax-exam-link-mvn	2.3.0	-	d2d2587288903c6708cbb11dd3ad46c4e89b300a
org.ops4j.pax.exam	pax-exam-link-mvn	2.3.0.M1	-	9efa8733936d98f9b8f96945de28682b4aac161a
org.ops4j.pax.exam	pax-exam-link-mvn	2.3.1	-	aec85abfe1e228badfd9c12713bdf943a19500ab
org.ops4j.pax.exam	pax-exam-link-mvn	2.4.0	-	83f9ffc8b02dab81d685281d016bed243fc5fc52
org.ops4j.pax.exam	pax-exam-link-mvn	2.4.0.RC1	-	44e186e5f4c7eba4b6dc307a8cd353c30c50e4b8
org.ops4j.pax.exam	pax-exam-link-mvn	2.5.0	-	4173f20f90c81b14ae48ba331bff086156743be8
org.ops4j.pax.exam	pax-exam-link-mvn	2.6.0	-	219a685c63462975cd6245f702bd4e395c3fcb6a
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0	-	cb9bc962f8e564a15150c8d7817a9575e15228fa
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0.M1	-	905c24f648ed57d23e5ebebb57b3106979b92903
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0.M2	-	efbd016384a2f0d5999df8ce4468c3fc89a35e7e
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0.M3	-	3e2185640f448c04a2df93f838b6b5c242d6f623
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0.M4	-	f4c346c0d6db0b72b8da1fc88a71e3f44b0cb1bd
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.0.RC1	-	86348fe002907a09698df78e04e767aa2d182ae3
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.1	-	5b1bec062f37688e18be91334ca7a63afbfc4610
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.2	-	81678fe6156e524e26ae136bf0aba1b4960e03fd
org.ops4j.pax.exam	pax-exam-link-mvn	3.0.3	-	da4aefc29da74353f31e68fdaffea42c4323c503
org.ops4j.pax.exam	pax-exam-link-mvn	3.1.0	-	57763163ddeac65b0141babb01e081d48a22e210
org.ops4j.pax.exam	pax-exam-link-mvn	3.2.0	-	944d6fbb56d94465cca5623dd00f160e5779124a
org.ops4j.pax.exam	pax-exam-link-mvn	3.3.0	-	d0a12ef7f0aefbf1f67f7c993b53edbbef0a3912
org.ops4j.pax.exam	pax-exam-link-mvn	3.4.0	-	aafeaebee9b3d0d23190e9159f4afbd5deade7e2
org.ops4j.pax.exam	pax-exam-link-mvn	3.5.0	-	9756a9607147f14d7bc18d9eb223174b418cb2d2
org.ops4j.pax.exam	pax-exam-link-mvn	3.6.0	-	f4ad6905da19b8ce111813ed1d1170b2516918d4
org.ops4j.pax.exam	pax-exam-link-mvn	4.0.0	-	8231248aa80ee9a0fa42d6f9db642e66f20b9da7
org.ops4j.pax.exam	pax-exam-link-mvn	4.1.0	-	71514b4bc4a77903eafe5143e1781a04cb336833
org.ops4j.pax.exam	pax-exam-link-mvn	4.10.0	-	22a03d10d28397dfe3fd112e80f958e5d8bfee7f
org.ops4j.pax.exam	pax-exam-link-mvn	4.11.0	-	136b73ba0594040d7c2d971a7cfe1752ab5ea776
org.ops4j.pax.exam	pax-exam-link-mvn	4.12.0	-	d9965f786cc1ba4ee0d797954a324319a65a5e20
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.0	-	2e68f237dd8a0d7824735666922e541cc7224c61
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.1	-	7aa6b23393476f8d1c43577d9dce35fdd6f96067
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.2	-	bd2e312cbfc0462f66248ff7bb2b0b5e2b53d857
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.3	-	2d22ace7a9443cea2f5a91d0c478c36df16d524d
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.4	-	c5f3276f795e2214c5800c69a02c8246e71b3dd1
org.ops4j.pax.exam	pax-exam-link-mvn	4.13.5	-	6d898ba3e3f723dcc6ba9594ca944761fc64eb73
org.ops4j.pax.exam	pax-exam-link-mvn	4.14.0	-	87fd4e9f5a452eff9cf3a9e28aab3062f3cc5100
org.ops4j.pax.exam	pax-exam-link-mvn	4.2.0	-	3229606c6fcd124ac9b5f96c4d5db0a660e15a46
org.ops4j.pax.exam	pax-exam-link-mvn	4.3.0	-	18ed40b020407f718b98afe0958eac312e0832c4
org.ops4j.pax.exam	pax-exam-link-mvn	4.4.0	-	f2d04183b2f123f2a164f7a23f2de1569a69741b
org.ops4j.pax.exam	pax-exam-link-mvn	4.5.0	-	0a332aee9225e8633f6e4f4e73b342d26219976f
org.ops4j.pax.exam	pax-exam-link-mvn	4.6.0	-	d87423532642abaf2d8b8fdd518f7393a9fc91e0
org.ops4j.pax.exam	pax-exam-link-mvn	4.7.0	-	29eb83e6bbd751e26bbcbafcc6e77da56ba0bcd5
org.ops4j.pax.exam	pax-exam-link-mvn	4.8.0	-	9cfe14e0da9018995d354f5f41fc56307fee7263
org.ops4j.pax.exam	pax-exam-link-mvn	4.9.0	-	9a0a8f19540b93647d7ff27d14872a0765eb7efd
org.ops4j.pax.exam	pax-exam-link-mvn	4.9.1	-	4f777b4a410e526ffa03f4bf4d5a5a992687222e
org.ops4j.pax.exam	pax-exam-link-mvn	4.9.2	-	c5dd155afa60d5750ec7ac5c170d94909cd9632d
org.ops4j.pax.transx	pax-transx-itests-logback	0.4.0	-	14376df4ba6d287cc986b38d66f5ceb0b06adde7
org.ops4j.pax.transx	pax-transx-itests-logback	0.4.1	-	fd9a260188c36b8fc8e6c55994412cb94cff87c2
org.ops4j.pax.transx	pax-transx-itests-logback	0.4.2	-	c2c68e7a583883171048246b2954576f61ceea94
org.ops4j.pax.transx	pax-transx-itests-logback	0.4.3	-	d040af2633bbc0ad1f0d0e21ded688ea965e89c9
org.ops4j.pax.transx	pax-transx-itests-logback	0.4.4	-	a4d547bba0c0e86aa34c59b19ba979ddaf8560c4
org.ow2.chameleon.fuchsia.examples	upnp-components	0.0.2	-	7d5b8331e55d8595f2583b2c77618daefb745c8f
org.ow2.easybeans.tests	easybeans-tests-applications-ejbjars-exceptions	2.0.0	-	4f3fafcd5db5a4a80de858e1c2b77fd5d756946c
org.ow2.easybeans.tests	easybeans-tests-applications-ejbjars-exceptions	2.0.1	-	2a5ce85519e979cfd4a6b038ef8adb1c99d923b6
org.ow2.easybeans.tests	easybeans-tests-applications-ejbjars-exceptions	2.0.2	-	d878aff158f9e40577be3141feb87a7419752f0f
org.ow2.jonas	eclipse-compiler	5.0.0	-	c6c0db4494b1e1e0705800277f23973aa83fed24
org.ow2.jonas	eclipse-compiler	5.0.1	-	d07ee03eaa1aae124c0654b7932f28b33403c497
org.ow2.jonas	eclipse-compiler	5.0.2	-	c9e81ba1ebce15af945e217396be65e8afbb16fa
org.ow2.jonas	eclipse-compiler	5.0.3	-	9bc05943262021d0ebf95c05feccc1b35c2973f6
org.ow2.jonas	eclipse-compiler	5.0.4	-	cea346bfd3556dac0b1ed72895ff0e031ad649a9
org.ow2.jonas	eclipse-compiler	5.0.5	-	7109d9d0791e75ae297e4ffb9e1e8b9f4d428c0c
org.ow2.jonas	eclipse-compiler	5.1.0	-	6a6f3aa8bcb4b55862fce9ba06f4067fa9dc53b7
org.ow2.jonas	eclipse-compiler	5.1.0-M1	-	3c3250bac1a7a126fdee36cb2f458d12da9f77ef
org.ow2.jonas	eclipse-compiler	5.1.0-M2	-	c8122fb986df2096e1a124c652ac21f6e54c2336
org.ow2.jonas	eclipse-compiler	5.1.0-M3	-	d60ed5d7729e6935f7654c1e083ffbc55eeeaedc
org.ow2.jonas	eclipse-compiler	5.1.0-M4	-	fd0e11d37c80dedd508b770472a8912f0bb0ace2
org.ow2.jonas	eclipse-compiler	5.1.0-M5	-	d462255602bf699676b4bdb6d2843685714f5641
org.ow2.jonas	eclipse-compiler	5.1.0-RC1	-	f5e346d5d074497616fd55091f3e0971c6272160
org.ow2.jonas	eclipse-compiler	5.1.0-RC2	-	530ed82865b8b195147ea1aabc4681f68705fb5d
org.ow2.jonas	eclipse-compiler	5.1.0-RC3	-	33150d017be3a04376536304c447de040f52fdf1
org.ow2.jonas	eclipse-compiler	5.1.0-RC4	-	c3a523ac458c6fae6f317513fc40983b08734b5e
org.ow2.jonas	eclipse-compiler	5.1.0-cxf-2.2	-	f60f5c71948b3a53595c8277005383c7771525c2
org.ow2.jonas	eclipse-compiler	5.1.1	-	c23baad48ecc228bdbe6ec89af1ea84e05222c22
org.ow2.jonas	eclipse-compiler	5.1.2	-	3c2691933b47dc4d782f0eb4bb8a7f511d7c66b7
org.ow2.jonas	eclipse-compiler	5.1.3	-	5bd850071a603c5d4f6777cad37d4a15aaaf442c
org.ow2.jonas	eclipse-compiler	5.1.4	-	f50c5c5134af6b097582c781f8cb6dad193aea71
org.ow2.jonas	eclipse-compiler	5.1.5	-	e9150fcd8c23fe08e75b436aefb9cc9e9168559a
org.ow2.jonas	eclipse-compiler	5.1.6	-	dd614c192274325bbcb761b5fb33c86b6a8be33d
org.ow2.jonas	eclipse-compiler	5.1.7	-	a6b0b4744a552c83ed72c1385d29a011db4fcee4
org.ow2.jonas	eclipse-compiler	5.2.0	-	58ae3af629b89df1626b9a4489a21444cb737809
org.ow2.jonas	eclipse-compiler	5.2.0-M1	-	9303e3a09947ce59b6be14b9d4b87ca145592f46
org.ow2.jonas	eclipse-compiler	5.2.0-M2	-	276b352abfcbe938d413adc6506889f13a2f6031
org.ow2.jonas	eclipse-compiler	5.2.0-M2-SR1	-	682bd6ddadfd7f5d2d0dfebf9d2caf619b335172
org.ow2.jonas	eclipse-compiler	5.2.0-M2-SR2	-	a741d1641594a69dc80bce642b6573ab108758e5
org.ow2.jonas	eclipse-compiler	5.2.0-M3	-	e48234b0bf6fdea16b2366c8247e00b26fd4d840
org.ow2.jonas	eclipse-compiler	5.2.0-M4	-	77c839ebe252bd105594908322c8ef79b113bb89
org.ow2.jonas	eclipse-compiler	5.2.0-M5	-	67bbb0e680c37360d8c647099651a73544674716
org.ow2.jonas	eclipse-compiler	5.2.0-RC1	-	428ee01218d47090cbbe5cff4a3a369a41774f8a
org.ow2.jonas	eclipse-compiler	5.2.1	-	4d6a1bbf6a412e121f571e896849f2159b7aea9f
org.ow2.jonas	eclipse-compiler	5.2.2	-	da739593aa6d6577d64874943b4e1771bbec7589
org.ow2.jonas	eclipse-compiler	5.2.3	-	e8ccf5cc41c7fa89d65ee491076c8b9c84869a1f
org.ow2.jonas	eclipse-compiler	5.2.4	-	a0ddface80af0739f7e40716ea2e38d49d8109b5
org.ow2.jonas	eclipse-compiler	5.3.0	-	856cd24f942fbbe5cf2e9226026da73b80c1603e
org.ow2.jonas	eclipse-compiler	5.3.0-M1	-	876e94eccd5d13a846a6fc5549d95d7b6de90ce7
org.ow2.jonas	eclipse-compiler	5.3.0-M2	-	9b386e41b2da3f01226acae26b6111dce643e614
org.ow2.jonas	eclipse-compiler	5.3.0-M3	-	0680974de669472c0600c1a2b6b62063f441d986
org.ow2.jonas	eclipse-compiler	5.3.0-M4	-	f2b562cc3d6f92c86ce45aa5ec449b0ef44126e9
org.ow2.jonas	eclipse-compiler	5.3.0-M5	-	2ce4fae2708fa741238f5c012a4bc0e400f28e27
org.ow2.jonas	eclipse-compiler	5.3.0-M6	-	82fcd6615cae902ba48e4262424ef69ab804a891
org.ow2.jonas	eclipse-compiler	5.3.0-M7	-	494712f64f1322c14b0e07f43f04feda257623f6
org.ow2.jonas	eclipse-compiler	5.3.0-RC1	-	1bc589853318fca3b0b133bab280dbe278511619
org.ow2.orchestra	orchestra-cxf	4.1.0	-	dbcf8533ba48758c9673616d93053cc693bc644c
org.ow2.orchestra	orchestra-cxf	4.2.0	-	064ee63dca1f1d626b07051b8a780e7ec0aaac84
org.ow2.orchestra	orchestra-cxf	4.2.1	-	769ec9a30a850f120d92356671abd8c3d4deb317
org.ow2.orchestra	orchestra-cxf	4.3.0	-	c1a98868066292753c84191705227e4ad71b05cd
org.ow2.orchestra	orchestra-cxf	4.4.0	-	16fbd541ce0ec160c7dcf324f37c7e98be490c44
org.ow2.orchestra	orchestra-cxf	4.4.1	-	b8ddd08f152d2d9071f782542836d2eeb61bc00f
org.ow2.orchestra	orchestra-cxf	4.4.2	-	a77d51f8f18e90141ce727c1dbc99213a6c97220
org.ow2.orchestra	orchestra-cxf	4.5.0	-	c0cd3dbc955e45b53dec8bd198f1b692666183e3
org.ow2.orchestra	orchestra-cxf	4.6.0	-	e1182cb5bd96e72128f458356c6469275b05002d
org.ow2.orchestra	orchestra-cxf	4.6.1	-	2e2f2cb0ee583a7db7ec94b0c7569c5da61d4895
org.ow2.orchestra	orchestra-cxf	4.6.2	-	c32053acb65ce416442eab60d9ebdaf20244b6fb
org.ow2.orchestra	orchestra-cxf	4.7.0	-	46e578891c03deb28fb01b5e207def7392e28baf
org.ow2.orchestra	orchestra-cxf	4.7.1	-	8ed83a04f1388c1aafeaf38a6e362509d9eb619f
org.ow2.orchestra	orchestra-cxf	4.8.0	-	b432eb52fc2e3f0d8b70ff481c3f7e53904cb573
org.ow2.orchestra	orchestra-cxf	4.9.0	-	a8cb43e2e002778dd79edb1afe982dfb217fe855
org.ow2.orchestra	orchestra-cxf	4.9.0-M1	-	aad27e38128427ec6a984e397d759ff582576956
org.ow2.orchestra	orchestra-cxf	4.9.0-M2	-	5b31e0583521452d88ce2467b42f8810566a7a31
org.ow2.orchestra	orchestra-cxf	4.9.0-M3	-	cb67bc480f6ffc7f53e2061c4a189229e3707957
org.ow2.orchestra	orchestra-cxf	4.9.0-M4	-	e83c34f862809dac0ac3d7fcd1518cc4f4e005ed
org.ow2.orchestra	orchestra-cxf	4.9.0-M5	-	361d8085a32f5ddbd2f8ee9f472ff05dc66247d0
org.ow2.orchestra	orchestra-cxf	4.9.1	-	558ba659fb33cfe30acef8f8dbbf310d1c1cc50f
org.oxerr.spring.cache.redis.scored	spring-cache-redis-scored-coverage	0.0.1	-	3c82102dfc728e604fa6e77fe38ee18b2aedf30d
org.oxerr.spring.cache.redis.scored	spring-cache-redis-scored-coverage	0.0.2	-	159d09e308c845089c947a4b70e13399ac97202e
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.0	-	55908503c5d3caa12f7f45667cd53b567b5d9ba9
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.1	-	bfb01f553262dd5b46812e859b41dcd926b774d1
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.10	-	fd43cc86ba785a97b0ef45a1f039c450e10927dd
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.11	-	12c12553fc0ba415749f7aa15a034de8914e8b0c
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.12	-	2a72ec7952b8b94936fb106be9be08e29cc58fbf
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.13	-	a497b03d78db42464a7849be1286848c759e30fe
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.14	-	e82632bf79dd7c6d120cad3e7f6b441b3ec1a11c
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.15	-	8308514378d095480d3a770730523318a7369e5e
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.16	-	cec187c75628f0b09864ac9bb88747e824f130ab
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.17	-	9cbf0920aa96624105d801978587bf97040cbf8f
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.18	-	1fe45511ced24eb44d3ab217eecca42174ac8510
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.19	-	57ad5ddfb4ac9eb4c0e5703faa2ba61e63741a72
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.2	-	0d4ccffebad1e836f54dec3f93b03fb31e540900
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.20	-	7a21f8199568dd4f3619d654ca52150e44e9cdee
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.21	-	9e534750ae002380cc8a8bf1789a3f113965f19f
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.22	-	2cc5f9cabcccfe583db760ce36a17b0b002aabb8
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.23	-	b9eac29e7b48484c21ec5631de782b9feaa40f97
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.24	-	7f6da45d83e18fbef0ed3425953bc8f8cff098bd
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.25	-	5e83b5b6ff1171fce316d29dfd32d991046ee6dd
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.26	-	0ff72a5806b9df6a86e44560757f118cd9880b20
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.27	-	4314fdd73fe33af0ae187f939e54cd1f740975f0
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.28	-	6f25df96ff5bea2ac6fe4ee923d2fabfd956323f
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.29	-	9ef63f0e2f0e00df94d320f3a40a8601b4f061d1
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.3	-	6734ea0fbc714388a2d9eafcc5eeec34b58355bc
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.30	-	1fb62db4202c7a34c03c0b5cce5eb4a7679a1c1d
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.31	-	51d6ef0ffefaef2940dcae561cb85580df6507b5
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.32	-	88e4d20cdb503659813b2353d8df0695cdc90f94
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.33	-	79bdd6b23ce031b9cf41abe1fd66c0ba506a46b8
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.34	-	75119274f1c60b78d25a536b571fb8381a91928f
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.35	-	84daba48cdde169eb0fa2a25a5281379415a55b4
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.36	-	decafa73e4d38f3d60fdf9c0f6e81970d1a64c6c
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.37	-	3fab70eaf8b4fbb69434bfb2a7587690d34d5e70
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.38	-	20d6390e2a59a581f9bc5e6918a4dc5050baa601
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.39	-	85a922ad38cc86ae3b9827085780f2e3114e359a
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.4	-	c889ac309c873d11d624e4057ec239cf0850e73d
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.40	-	c06f7e5aa38eaf90ae21bfaf2aa8e5aa6ae692b5
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.41	-	a5f997afe9162647d2e55a1c6431f663e9e6ae1a
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.42	-	e844c24a8c3c79f8e71b43c88423281f08240170
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.43	-	45218fde78f7f3f037a8500094b53e745ecf082d
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.44	-	0751e8f9572d9409c2e03ec84d915db1994daf49
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.45	-	d72597cf765ae5170cfb256d34ec153a243cf6de
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.46	-	4675ebac186db34aedf3488bcf259e5b32ad1a97
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.47	-	6d05870692caeb0776b8dac68c7b984f2c7528e6
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.48	-	3c74a1a1d58433116c5e6a980a8cf241fdd3b124
org.pustefixframework.samples	pustefix-i18n-lang-fr	0.18.49	-	4fde048ba5edc79589b041a7a9db28dc742fdad5
