be.vlaanderen.informatievlaanderen.ldes.ldi	ldi-core	2.12.0		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.20		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.21		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.22		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.23		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.24		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.25		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.26		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.27		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.28		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.29		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.3		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.30		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.31		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.32		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.33		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.34		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.35		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.36		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.37		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.38		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.39		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.4		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.40		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.41		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.42		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.43		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.44		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.45		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.46		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.47		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.48		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.49		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.5		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.50		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.51		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.52		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.53		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.54		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.55		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.56		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.57		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.58		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.59		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.6		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.60		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.61		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.62		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.63		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.64		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.65		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.66		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.67		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.68		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.69		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.7		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.70		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.71		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.72		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.73		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.74		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.75		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.8		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	2.0.9		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.0		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.1		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.10		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.100		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.101		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.102		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.103		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.104		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.105		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.106		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.107		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.108		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.109		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.11		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.110		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.111		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.112		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.113		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.114		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.115		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.116		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.117		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.118		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.119		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.12		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.120		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.121		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.122		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.123		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.124		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.125		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.126		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.127		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.128		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.129		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.13		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.130		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.131		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.132		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.133		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.134		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.135		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.136		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.137		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.138		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.139		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.14		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.140		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.141		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.142		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.143		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.144		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.145		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.146		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.147		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.148		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.149		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.15		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.150		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.151		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.152		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.153		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.154		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.155		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.156		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.157		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.158		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.159		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.16		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.160		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.161		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.162		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.163		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.164		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.165		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.166		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.167		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.168		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.169		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.17		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.170		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.171		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.172		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.173		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.174		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.175		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.176		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.177		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.178		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.179		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.18		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.180		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.181		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.182		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.183		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.184		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.185		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.186		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.187		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.188		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.189		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.19		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.190		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.191		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.192		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.193		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.194		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.195		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.196		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.197		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.198		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.199		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.2		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.20		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.200		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.201		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.202		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.203		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.204		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.205		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.206		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.207		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.208		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.209		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.21		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.210		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.211		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.212		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.214		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.215		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.216		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.217		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.218		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.219		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.22		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.220		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.221		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.222		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.223		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.224		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.225		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.226		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.227		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.228		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.229		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.23		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.230		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.231		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.232		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.233		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.234		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.235		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.236		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.237		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.238		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.239		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.24		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.240		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.241		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.242		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.243		N/A
org.wso2.carbon.devicemgt	org.wso2.carbon.device.mgt.extensions.push.notification.provider.xmpp.feature	3.0.244		N/A
