ba.sake	kalem-core_2.13	0.0.1		411234f6035ba1b29c97abf39c428277383d2726
io.7mind.izumi	distage-framework-api_3	1.2.17		3983472d49959e0a85fe76dc265f5f9227c9171b
io.7mind.izumi	distage-framework-api_3	1.2.2		70ca170f9fef113f34acff9d57ed966ef31d0600
io.7mind.izumi	distage-framework-api_3	1.2.3		fdcf9c470507b8c5b6720e25a42c2951fad82f28
io.7mind.izumi	distage-framework-api_3	1.2.4		10be7d323891ba9791a8ad0531038f9e5ca0bebf
io.7mind.izumi	distage-framework-api_3	1.2.5		f3d24abf1e81ad53e03cbaacbc0e25879c7c1836
io.7mind.izumi	distage-framework-api_3	1.2.6		c7475b9912f1b4e3e16c4579e6b55fb786fa46f4
io.7mind.izumi	distage-framework-api_3	1.2.7		a1141d894877f831b15bac1509f634dd0dcb0b26
io.7mind.izumi	distage-framework-api_3	1.2.8		0f9a6bb3a23a7e996f68a479ff003922fa7daf44
io.7mind.izumi	distage-framework-api_3	1.2.9		93bc6c8dff3eddaf6a3e480a4415840b0003e131
io.americanexpress.synapse	client-samples	0.3.10		N/A
io.americanexpress.synapse	client-samples	0.3.11		N/A
io.americanexpress.synapse	client-samples	0.3.13		N/A
io.americanexpress.synapse	client-samples	0.3.14		N/A
io.americanexpress.synapse	client-samples	0.3.15		N/A
io.americanexpress.synapse	client-samples	0.3.16		N/A
io.americanexpress.synapse	client-samples	0.3.17		N/A
io.americanexpress.synapse	client-samples	0.3.18		N/A
io.americanexpress.synapse	client-samples	0.3.19		N/A
io.americanexpress.synapse	client-samples	0.3.20		N/A
io.americanexpress.synapse	client-samples	0.3.21		N/A
io.americanexpress.synapse	client-samples	0.3.22		N/A
io.americanexpress.synapse	client-samples	0.3.23		N/A
io.americanexpress.synapse	client-samples	0.3.24		N/A
io.americanexpress.synapse	client-samples	0.3.26		N/A
io.americanexpress.synapse	client-samples	0.3.28		N/A
io.americanexpress.synapse	client-samples	0.3.29		N/A
io.americanexpress.synapse	client-samples	0.3.30		N/A
io.americanexpress.synapse	client-samples	0.3.32		N/A
io.americanexpress.synapse	client-samples	0.3.33		N/A
io.americanexpress.synapse	client-samples	0.3.6		N/A
io.americanexpress.synapse	client-samples	0.3.7		N/A
io.americanexpress.synapse	client-samples	0.3.8		N/A
io.americanexpress.synapse	client-samples	0.3.9		N/A
io.americanexpress.synapse	client-samples	0.4.0		N/A
io.americanexpress.synapse	client-samples	0.4.1		N/A
io.americanexpress.synapse	client-samples	0.4.10		N/A
io.americanexpress.synapse	client-samples	0.4.11		N/A
io.americanexpress.synapse	client-samples	0.4.12		N/A
io.americanexpress.synapse	client-samples	0.4.13		N/A
io.americanexpress.synapse	client-samples	0.4.2		N/A
io.americanexpress.synapse	client-samples	0.4.3		N/A
io.americanexpress.synapse	client-samples	0.4.4		N/A
io.americanexpress.synapse	client-samples	0.4.5		N/A
io.americanexpress.synapse	client-samples	0.4.6		N/A
io.americanexpress.synapse	client-samples	0.4.7		N/A
io.americanexpress.synapse	client-samples	0.4.8		N/A
io.americanexpress.synapse	client-samples	0.4.9		N/A
io.arrow-kt	arrow-optics-test-macosarm64	0.13.3		N/A
io.arrow-kt	arrow-optics-test-macosarm64	0.13.3	metadata	deef39c0b2d07944ca66f1277ce71e40cd09ad86
io.arrow-kt	arrow-optics-test-macosarm64	1.0.0		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.0	metadata	0b12699fbd3cf5d1870294732282c68c0c49182d
io.arrow-kt	arrow-optics-test-macosarm64	1.0.1		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.1	metadata	6bebec94993c9b2c278364ebbeee8ea73917b8b4
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.21		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.21	metadata	f3580e277fc9e8667f7c826745fb1a9a2a04586c
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.22		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.22	metadata	3b092b60982a844975989725971fa7892241ebfe
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.25		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.25	metadata	3c75f5c923c24314c111bca37faf68474d312e62
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.26		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.26	metadata	682efdfe11664e7a99d339e00f815c568e77083c
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.27		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.27	metadata	9b74f6c7f474e1965528f854064137067e292f42
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.28		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.28	metadata	3f103c348da70a4b9cf1f20610d688f0d66a0e56
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.42		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.42	metadata	7740346cf54cb2748445799bac6d68efc28aaf21
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.43		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.2-alpha.43	metadata	17fabec0e1c963917b1833f29f57117051601d69
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.1		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.1	metadata	1e56282e78b8633932f7a3bb50a3e11e8d6841c5
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.11		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.11	metadata	5dab2e56a3eaaa6735c21db180e4a33aaff683f7
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.12		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.12	metadata	3984818d68a1a4d0e99621317b937b3e4dc19717
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.13		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.13	metadata	3be4dd9c89f6993ec45240116b85390eafae9a5c
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.14		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.14	metadata	e7f6e9c7f6a8b87acc9d4fbf045fdeaf4c99b251
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.15		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.15	metadata	b72447319f8aa39c7b0de47219be93dd498ea882
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.16		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.16	metadata	bed43330d52f983493af889f77adcfde0f57491e
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.17		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.17	metadata	febf4f07d60ef17222f797db0eb32ddaed8048ba
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.18		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.18	metadata	36b01007bbc56249f89bf979838aaef6ae2d08fb
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.19		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.19	metadata	006a21141b8227201e7369a70344cbe4a5cdc8eb
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.2		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.2	metadata	3bb0e8954d3575317a7ec3c31c68574b948a8e80
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.20		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.20	metadata	bca9c1ddc336b870bc7c926175389d74b1a9fedc
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.21		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.21	metadata	e09bedeb8b290fa32129620ea23bfaa63928b601
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.23		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.23	metadata	b27172dcc5e61c080e17604517212cd0ff8e022f
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.24		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.24	metadata	1b006c7be79f15785afa8546ff27781a810651e7
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.25		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.25	metadata	d81b66a06d9a84491d944b9eaf9e9ee19f70a165
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.26		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.26	metadata	43b88d1b5cc9d5d147c65197ebb8534708c61df6
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.28		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.28	metadata	ee7f5f38c4f7d0f3e5ece8a9708c518b5bb7c07f
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.29		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.29	metadata	cc389fca868bdbc166f5b4912c2f51c43493a5b7
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.30		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.30	metadata	c9cf80e4306010ef196c8667a2dab4efb61a90d9
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.31		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.31	metadata	8cd1afea0b5f6d7c8e89532a8105fe0084629b62
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.32		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.32	metadata	4f0e2e12f2b661370f5411102463930274fb4ef2
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.33		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.33	metadata	518bda2c04d6d1fff6e17a0267017d5f3672a140
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.34		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.34	metadata	9ef64fad74ce8cb88d580f76a621b93372ea4ea5
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.35		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.35	metadata	9a1cf62245cf5d51ac81f812850fab7fcf8bab3b
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.36		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.36	metadata	96e9553e89658c174eddc9a164514656b7990076
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.37		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.37	metadata	beba527ad7f349484259fae851f5eba1a53ea7b8
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.38		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.38	metadata	4f4ba490a714dc036dd945dea85348e568304c2f
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.39		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.39	metadata	f207e09507d5978e05328e5c2b9ca2e746730c49
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.4		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.4	metadata	0528b253884d8442f476f5b3c5b02aced76f2254
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.40		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.40	metadata	d155885eb38864ae229ffaffd9ecf395e8b80650
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.5		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.5	metadata	5e2221ec2984e8c3b2873b7db1a9958638caf264
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.6		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.3-alpha.6	metadata	184b60d7a246587b35199b66e3cd6971630b7fa9
io.arrow-kt	arrow-optics-test-macosarm64	1.0.4-alpha.1		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.4-alpha.1	metadata	cb593f431fce083fd00f4da233f5fd680e691dc5
io.arrow-kt	arrow-optics-test-macosarm64	1.0.4-alpha.2		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.4-alpha.2	metadata	7c3150bcb6096f2767e5b4f510ae1f629651adb9
io.arrow-kt	arrow-optics-test-macosarm64	1.0.6-alpha.1		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.0.6-alpha.1	metadata	26937e8b8af6372b7022b8b63070c0fb9663dfb0
io.arrow-kt	arrow-optics-test-macosarm64	1.1.0		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.0	metadata	4f6d4cbeb745e6087780e7b85e632a532f72bdef
io.arrow-kt	arrow-optics-test-macosarm64	1.1.2		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.2	metadata	f86bfc58a3ec7aadc291872d52633260e32c0534
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.1		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.1	metadata	1c46fe6358753b46af3078dff8eb50852a721236
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.10		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.10	metadata	f6cecd38b1b42344878f870ee782ef1fcf2b3323
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.11		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.11	metadata	e9a02fa38964dbd9a5d093f0e942ecc9f2d4c493
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.12		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.12	metadata	ef6bbb7d7e8a17c3956b708ca896e14f676ac9fb
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.13		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.13	metadata	68759509d073062c7754129cdfdc7f194dba14ca
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.14		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.14	metadata	92ac5f308238e312f5929413cb52b8b786692852
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.15		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.15	metadata	58add75f0bf766e65e7f2504a3e5554adb14d77e
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.16		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.16	metadata	a8acb6806212b7a728192ca92765f4e43efbcc99
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.17		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.17	metadata	b6df87bdb83ca0dfdf3057722199d139e67e9d23
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.18		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.18	metadata	92174a87fcd5c430b17e8bc7dee44293620b2cd8
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.19		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.19	metadata	bf3bdc99ea19248c229d3aeb29e893446d34ecfc
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.2		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.2	metadata	1fcb893b9124eb9e400cff0e7028a7ac2aab18d2
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.20		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.20	metadata	7bcfbbc4078dfd4d4d8763962d585c303703e476
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.21		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.21	metadata	899c2e21941fab5b5a04008c16581a60243e5e0a
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.22		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.22	metadata	cf86ae3699fcd39cdc0ae3544c6f38a4cbe445e3
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.3.0+2022-05-16T16-21-58-758705Z		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.3.0+2022-05-16T16-21-58-758705Z	metadata	5795ec35aecca171489693a7dd5122bbff60ba2f
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.4.0+2022-05-17T09-11-10-723810Z		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.4.0+2022-05-17T09-11-10-723810Z	metadata	0c82021915cb9b9aca1090976ab169cdc5156cc9
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.5.0+2022-05-17T11-44-11-714740Z		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.5.0+2022-05-17T11-44-11-714740Z	metadata	bade6a764f68b2a50889393cf4f7e3566a199f0b
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.6		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.6	metadata	22695665b23bceef5be36dc6f226a88f5f3adb4c
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.7		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.7	metadata	a43c8fd22eb0ad02a25ab7a0e5c4c3480bb6efe7
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.8		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.8	metadata	6bc6a7fff756ef1def621aeed961fe967d2008c7
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.9		N/A
io.arrow-kt	arrow-optics-test-macosarm64	1.1.3-alpha.9	metadata	f51a49db454105ae57a1cd22f24f0ef70eed98ac
io.axway.alf	logger-api	0.1.0		bbd763c08c064c63ffdcee7ed2e0b57713277edd
io.cronapp	olingo-odata2-client-api	2.9.1		47d77959b6a78a74c04cc289cc4b63922c4ecfa9
io.cronapp	olingo-odata2-client-api	2.9.1-SP.10		803e266631d61ebfc7ee41fa1385b27f10df2e6b
io.cronapp	olingo-odata2-client-api	2.9.1-SP.11		e348f9fab235fc9291796627b65877a238780b04
io.cronapp	olingo-odata2-client-api	2.9.1-SP.12		5cf96f8b592e585981f8671d33708472b813f17c
io.cronapp	olingo-odata2-client-api	2.9.1-SP.13		41168cc030d3107b8f0efc783df1326b38b29dec
io.cronapp	olingo-odata2-client-api	2.9.1-SP.14		c9f1b01ab0e61aea1dc394423199924bb8ea4010
io.cronapp	olingo-odata2-client-api	2.9.1-SP.15		3a297fd821468b03693d2eec42585ba00d7e4c05
io.cronapp	olingo-odata2-client-api	2.9.1-SP.16		65611184e4677094204234f566ff7dbe98e035d7
io.cronapp	olingo-odata2-client-api	2.9.1-SP.17		9dde65b031d64719b85456569f7a9f3224245034
io.cronapp	olingo-odata2-client-api	2.9.1-SP.18		2dccdf5c0c85c4682ed065e32263e16f0e91473c
io.cronapp	olingo-odata2-client-api	2.9.1-SP.19		2e85d86b43e0ef91018e0c616f04144d16208932
io.cronapp	olingo-odata2-client-api	2.9.1-SP.2		7f33815d40cfbd756bd967903540aa0a81ec2275
io.cronapp	olingo-odata2-client-api	2.9.1-SP.20		e606db6eaab33c3e18cc1697e76303ae9ada775b
io.cronapp	olingo-odata2-client-api	2.9.1-SP.21		41ccdc169c3f0931cbd52618447e71aebdcc1db7
io.cronapp	olingo-odata2-client-api	2.9.1-SP.4		cae8e3807c68041ed3b782af2435e3ca8ea71c5c
io.cronapp	olingo-odata2-client-api	2.9.1-SP.5		bf53a74eb607e2ef2af7f94361ba1abaa4a2ed14
io.cronapp	olingo-odata2-client-api	2.9.1-SP.6		223f544a0960eaed65b25cbd5dcf2383adb4a63d
io.cronapp	olingo-odata2-client-api	2.9.1-SP.7		d721fb6659ebf3d44065498492e11920b41169e7
io.cronapp	olingo-odata2-client-api	2.9.1-SP.8		3d9cf99835f31270b101002d96747bdcc734258c
io.cronapp	olingo-odata2-client-api	2.9.1-SP.9		a74fe3d4d088efce777cfafc61f82d020b540386
io.cronapp	olingo-odata2-client-api	2.9.2		c400a84525414c6bbb5fd3a106e775054a02466f
io.cronapp	olingo-odata2-client-api	2.9.2-SP.1		e2df1500d172a06c980c264ff8fea0fc69448f8d
io.cronapp	olingo-odata2-client-api	2.9.2-SP.10		d447b019b7762e1507b20452a8dd1ca661c87ee3
io.cronapp	olingo-odata2-client-api	2.9.2-SP.11		ad861bb340cc20bee133925d5ea2897928b407aa
io.cronapp	olingo-odata2-client-api	2.9.2-SP.12		5cea7e22135d2e591bd7f6ff285d60c90a5f90b9
io.cronapp	olingo-odata2-client-api	2.9.2-SP.13		80186282138534041e1912955b3cfef7ced00f03
io.cronapp	olingo-odata2-client-api	2.9.2-SP.14		d1d0a84508c76a591f52f31c43a09a36490bcf93
io.cronapp	olingo-odata2-client-api	2.9.2-SP.15		32031cf49a4da258002d751616e6b3e08b6bac1d
io.cronapp	olingo-odata2-client-api	2.9.2-SP.16		3f67008337f5d81f90cdff61be6ae50630aea411
io.cronapp	olingo-odata2-client-api	2.9.2-SP.17		38f0531a7b8b7ffe50c2aa7cb53da696dd160c80
io.cronapp	olingo-odata2-client-api	2.9.2-SP.18		3b64c6ac63de6bcb3785571f75db0e214bb53571
io.cronapp	olingo-odata2-client-api	2.9.2-SP.19		c09e5f5d10533bb0b00b1464d717dd87b73dde2b
io.cronapp	olingo-odata2-client-api	2.9.2-SP.2		9747ea07f4934033faa0ec013b643ccbd835085c
io.cronapp	olingo-odata2-client-api	2.9.2-SP.20		cfab795498f0766581adfc607eb7ef6e6e6f2224
io.cronapp	olingo-odata2-client-api	2.9.2-SP.21		0b50802c46813d9a9e51408b1a8e6eaa96fdd049
io.cronapp	olingo-odata2-client-api	2.9.2-SP.22		0c913710088c6266ec5f22fe8b1dda82398327f0
io.cronapp	olingo-odata2-client-api	2.9.2-SP.23		fcb7177047b5f9e9dae339b8bb3c2094553a1a5b
io.cronapp	olingo-odata2-client-api	2.9.2-SP.24		4d61f4dfab6fe8fe874c5b23fe5fea0444dae390
io.cronapp	olingo-odata2-client-api	2.9.2-SP.25		1c19a533d4f8307bca2e1354eb44b41c38ecb33f
io.cronapp	olingo-odata2-client-api	2.9.2-SP.26		826e589e089a392ff330de024d3920511fd9def5
io.cronapp	olingo-odata2-client-api	2.9.2-SP.27		a80b6b15117b29733a269fc4e0446a300f9ae97f
io.cronapp	olingo-odata2-client-api	2.9.2-SP.28		63afcd2aa625235e6c4fdf8dd99a96e09a0abbc3
io.cronapp	olingo-odata2-client-api	2.9.2-SP.29		4e1170daa8b896dd8d3c858dfb7a9561d9d50352
io.cronapp	olingo-odata2-client-api	2.9.2-SP.3		e011892633f1544844f0e39b105e3fc8e361d93d
io.cronapp	olingo-odata2-client-api	2.9.2-SP.30		5469b62be888d26fb2332677c6747c7fd0bdc9ea
io.cronapp	olingo-odata2-client-api	2.9.2-SP.4		98004fb715af5c448b41d293c1c420d3f5f0bdae
io.cronapp	olingo-odata2-client-api	2.9.2-SP.5		7720bf34579e879d1602c196ca0dd71d808e7605
io.cronapp	olingo-odata2-client-api	2.9.2-SP.6		f43c87fe104bac404eaeb57797ae669414bc23b1
io.cronapp	olingo-odata2-client-api	2.9.2-SP.7		f20d33887d4ec29dedc04aeaa5b73d312b6d0eed
io.cronapp	olingo-odata2-client-api	2.9.2-SP.8		1804f8ef30d44458e3e865498ffa4b34b84722ed
io.cronapp	olingo-odata2-client-api	2.9.2-SP.9		a3cc627df6ea9e40f1fefb3fc2d328c19f8cc8c4
io.cronapp	olingo-odata2-client-api	2.9.3		5a34a4a0263ad36df7ec7293a067367225421881
io.cronapp	olingo-odata2-client-api	2.9.3-SP.1		d0e92088a66b58b94f15de448826a192149e87f5
io.cronapp	olingo-odata2-client-api	2.9.3-SP.10		127290d7afdb1208d881268736e3b06148453ed1
io.cronapp	olingo-odata2-client-api	2.9.3-SP.2		5d1a564599a43a9af99e727717434533470de4ad
io.cronapp	olingo-odata2-client-api	2.9.3-SP.3		0ab03b4c6f3c7b3ff6f411c3211169edb0c888a2
io.cronapp	olingo-odata2-client-api	2.9.3-SP.4		f39d4127b00a1297bf6094198d2fabae9233c79e
io.cronapp	olingo-odata2-client-api	2.9.3-SP.5		85fc70c4115f4bb83160f2ed105ce3e4d66d41a4
io.cronapp	olingo-odata2-client-api	2.9.3-SP.6		a36701922cba347ca2d61b0e65dc4cd0abc69596
io.cronapp	olingo-odata2-client-api	2.9.3-SP.7		68d4f8a0b41b150cb23e5519ef6fcbefe3f10a90
io.cronapp	olingo-odata2-client-api	2.9.3-SP.8		d9e5cf67f68e30a660787d7c852fed25e1e155bf
io.cronapp	olingo-odata2-client-api	2.9.3-SP.9		3b0f40eed3f2461014c820251fd5ceebc7427fe9
io.cronapp	olingo-odata2-client-api	2.9.4		a806b11d97a872c8358a0502b07746c0152af50e
io.cronapp	olingo-odata2-client-api	2.9.4-RC.3		27e920254eb93dfd2816652709bb8adc9508fbb7
io.cronapp	olingo-odata2-client-api	2.9.4-SP.1		38ee9b7025dfe0165fc5a33de4a38c0c411367b1
io.cronapp	olingo-odata2-client-api	2.9.4-SP.10		6273545d80199b0ba7e85ed2efab2326513d5fe0
io.cronapp	olingo-odata2-client-api	2.9.4-SP.11		825bcb1c8d43286a49961ed22604e9bafb5c5518
io.cronapp	olingo-odata2-client-api	2.9.4-SP.12		d2299bd49ccd927b0b1a31b5764b61e11824cbf1
io.cronapp	olingo-odata2-client-api	2.9.4-SP.13		e390351e4120b3eebe9e4cc418ea72b4e635212c
io.cronapp	olingo-odata2-client-api	2.9.4-SP.15		3e573a11dd94609fbe22e0f4adb016e4d71b02b5
io.cronapp	olingo-odata2-client-api	2.9.4-SP.16		3e45bf5a914bd8edc57d9cbb480bbf9d4d4e2790
io.cronapp	olingo-odata2-client-api	2.9.4-SP.17		6f2f207801f26fcf2cad0cfad5861f3c4be6a131
io.cronapp	olingo-odata2-client-api	2.9.4-SP.2		67d4dd5aa3b8556e7439603afcec05c1deaaa833
io.cronapp	olingo-odata2-client-api	2.9.4-SP.3		279edc012c3ce4c63dda2eec922fcc4f70ea1d7e
io.cronapp	olingo-odata2-client-api	2.9.4-SP.4		a363b32f1de650f204fd3ea7fc2c7ee79d1402ab
io.cronapp	olingo-odata2-client-api	2.9.4-SP.5		aa6440caf582e9a53121aef6fc5d201cc8eadbac
io.cronapp	olingo-odata2-client-api	2.9.4-SP.6		1437b7e1c8e7d16ab284728e676d017b795f5341
io.cronapp	olingo-odata2-client-api	2.9.4-SP.7		17d88825d1ffdbc46a049d1020aa18e62a610cec
io.cronapp	olingo-odata2-client-api	2.9.4-SP.8		0b0f26ed589363358b977a35c9970350aa4c040b
io.cronapp	olingo-odata2-client-api	2.9.4-SP.9		3e807d5af29b9f6851001a2c07ecd0c61f15a43a
io.cronapp	olingo-odata2-client-api	2.9.5		45b8fd43a59da8edc6ee935106fc5d136daedb8f
io.cronapp	olingo-odata2-client-api	2.9.5-SP.1		adeb8dbfe95c1aef0e1225f32040c093de31787c
io.cronapp	olingo-odata2-client-api	2.9.5-SP.10		b52c1bc648e9f7d43fc8fe9c583eca4649de26a8
