au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.67.9	-	4a4831e62ae662c9007905d6d99469ba47800dd5
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.68.0	-	50704a2e93eec30b5327a27855b3b304ef26a9b6
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.69.0	-	0eebf446f6b464791c15485223314eb3a17080fc
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.69.1	-	d10e72088748f6160816e133633505dc785c2327
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.69.2	-	e8d766ed3c79782b30632d5144455802e40c820d
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.69.3	-	49606059e77a7bb4a26c43ddb799bf3f418fc1af
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.69.4	-	49bb5c950281ba8b2111c8ec7e6259abdf337c6a
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.7.0	-	b7637f42318f9b94e44f7c8c4cab0ef7e9bb898e
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.7.1	-	cb6469f94b9a13abed374575d11f612640b8efb1
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.70.0	-	161a2e526e17000a390a684d6baf93577afcbb82
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.70.1	-	33d009b5281d7f9c931899adb1ef9454957e3cdb
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.71.1	-	17009153241b6e91def73440fb0109a5fb071c67
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.72.0	-	d8a5c0636756242c3fbb949aab6085d1f2cd3f5a
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.73.0	-	2a8eead7d8889c0514fa092490ae4d11cfd10f97
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.73.1	-	205b2bc01b3f2671a0ea8105d550f2fa0ca5c45e
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.74.0	-	1c0b1e8070d37c34f0bd961a1c44cc4a775f0734
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.75.0	-	3485410f02ac10aff92a43b0f6fb3b70332c1b94
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.75.1	-	f0bef158fbd107117a084e49b40a09767396a17b
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.75.3	-	a66aae4839889630c7057d7cbc1e135385a73e26
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.76.0	-	3e96530a6626bc67c83c9d168f467d263f457543
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.77.0	-	3abd7505968aaa686c4b7c4b111b240673629e69
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.77.1	-	54598de74a3470c4df3f0c60e8691bf400568bc7
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.78.0	-	0773a965d07e0917a01fedc9e352a0b5246703c4
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.78.1	-	5b9ffea36f7b1cd88b838f661af98d67743d3c78
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.78.2	-	7a50fc464a5f06c8b5a3c36cde8184510975332c
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.78.3	-	32b85fb5e44bee0992b74b0c0c93448959aacde0
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.79.0	-	a77e727edf68acdc12db53bf8da2a37188eb7e02
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.8.0	-	bc75be06570200bfc3ce4b12e7bb7575680d40c8
org.finos.legend.engine	legend-engine-xt-authentication-pure	4.9.0	-	6093d991703d6dcc28df6dbc112f238b0051aa2d
org.ga4gh	ga4gh-starter-kit-drs	0.1.1	-	81ba7b22865e99d661479bcf74063532ab673e7d
org.ga4gh	ga4gh-starter-kit-drs	0.1.2	-	3b4ffa87f33a5a41b66ceb9d07513349a317f0ec
org.ga4gh	ga4gh-starter-kit-drs	0.1.3	-	a82e063d1587b2f43ed036aefef892fa82cc8529
org.glassfish	verifier-jdk-extension-bundle	3.0	-	baa0bf72c768debb6ad811560aa58488bde1c8d9
org.glassfish	verifier-jdk-extension-bundle	3.0-b54	-	59bf05460030f284a8e98ebc804fe692cf17b25a
org.glassfish	verifier-jdk-extension-bundle	3.0-b55	-	1669c5882401c299a36a772e126aea4087e3c852
org.glassfish	verifier-jdk-extension-bundle	3.0-b56	-	01590b44aee409733cf53022d7e9dbe584b1355a
org.glassfish	verifier-jdk-extension-bundle	3.0-b57	-	64e8870d5d7cc5c9fee2cf36d79369d0973397e2
org.glassfish	verifier-jdk-extension-bundle	3.0-b58	-	263cfe7d076711ee3f4bc6942e47a8978713e4c4
org.glassfish	verifier-jdk-extension-bundle	3.0-b59	-	64122e23b267f009bdc1ddb3398ccf05234c3e1a
org.glassfish	verifier-jdk-extension-bundle	3.0-b60	-	b25d9992a2b3ce96fd3e82335b3f4f93e8555b06
org.glassfish	verifier-jdk-extension-bundle	3.0-b61	-	851c809ce082e5d4be5172bff1d04ddbb044a037
org.glassfish	verifier-jdk-extension-bundle	3.0-b62	-	b835b2201bdbe51897de292d67fd261086cc45c0
org.glassfish	verifier-jdk-extension-bundle	3.0-b63	-	7b3a150ae2df525282b3083e0070678f8159265c
org.glassfish	verifier-jdk-extension-bundle	3.0-b64	-	6be368ff541b4809fc0e71daf72cd56085167bad
org.glassfish	verifier-jdk-extension-bundle	3.0-b65	-	f251bbde76485a6d69279868c92e36badcd89443
org.glassfish	verifier-jdk-extension-bundle	3.0-b66	-	fe5dc380f6bee60f509bef9261bb52f675e276a2
org.glassfish	verifier-jdk-extension-bundle	3.0-b67	-	5edd23af71968e640612210e928f9b690fa7f747
org.glassfish	verifier-jdk-extension-bundle	3.0-b68	-	559fb5b440123fd9b58a6fb4345767f0ad973c50
org.glassfish	verifier-jdk-extension-bundle	3.0-b69	-	fdd1ab71a39b9a705596792b3a3343f7355cf1fa
org.glassfish	verifier-jdk-extension-bundle	3.0-b70	-	8cc664479ca3ba71c6283073b075b90f50363743
org.glassfish	verifier-jdk-extension-bundle	3.0-b71	-	cb6607a039274df388103a156a5a9fcda6db876c
org.glassfish	verifier-jdk-extension-bundle	3.0-b72	-	e2289210bb547c4a3205d3228ddf1c535d054ad1
org.glassfish	verifier-jdk-extension-bundle	3.0-b73	-	493ca9b12fbd24a4a310aafb32ed256bc796ec7a
org.glassfish	verifier-jdk-extension-bundle	3.0-b74	-	4333e814d2fb681ed8c4be0f91bc83367403c160
org.glassfish	verifier-jdk-extension-bundle	3.0-b74a	-	80c826822fbb925c562802197327c6ae221cc9d0
org.glassfish	verifier-jdk-extension-bundle	3.0-b74b	-	ff262006f5b3bc260753fbf22361d3c55ad02dd0
org.glassfish	verifier-jdk-extension-bundle	3.0.1	-	f6b04652f631a4e8559f93c1d14caa30c0b05959
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b01	-	2ebd34353e20ff8a83a79e8329685ed7776467a3
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b02	-	bd58162e0ad6602c9f9fd77c62d4490f92f4306b
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b03	-	632bae872cf9b72865d00f0d6212529909912f76
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b04	-	11d5a296aaceae46a2240ceaffc37d57a127d0eb
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b05	-	2bdd56c817da7ea3eef779472bab7f747002715c
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b06	-	62fa6447a0158d3b2b6dcf3a94c767c1d83365b1
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b07	-	b6735f0cbecd8f6b6a83146300a87f73f1fb1480
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b08	-	2fb04d872b1676f286ba358fe6befd1abd3d8de6
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b09	-	024c65311c4fd7b4212f75aa727544497d6ba3cf
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b10	-	1f575ec3c897ca123e44d8abc2d86adf21c5f1f3
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b11	-	247f01a16a6c8ce0fecaf530f50c85045759a650
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b12	-	72d4e7ce1e4dd6d263252bc12bca0df10c126e0d
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b14	-	1d6af41d053ba632290937543a910ffa27a46eb8
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b15	-	737092ab3b0821cad6207a57a57b21d8d368072d
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b16	-	e8016ddf32a5ce3bccbc5ee97a7d12f6555b8d7a
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b17	-	50b90e87c8d9814e5417b70c0950de852a509b60
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b18	-	c3cd09ffc9e486b22b04b8abb34590cf0f138d9a
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b19	-	1814f4e8ca6611b8571f8bd82a55af18dc1761b5
org.glassfish	verifier-jdk-extension-bundle	3.0.1-b20	-	9096d9aa54f861d5ab1dc484ad606d57e4b1da18
org.glassfish	verifier-jdk-extension-bundle	3.1	-	e1a778f2743e384efc7d530af5fade6b43f55be3
org.glassfish	verifier-jdk-extension-bundle	3.1-b01	-	436847f12bab784c1f03006638785237837775dd
org.glassfish	verifier-jdk-extension-bundle	3.1-b02	-	60832206b14b924da85b43f2d616e858bf9c5781
org.glassfish	verifier-jdk-extension-bundle	3.1-b03	-	858d18fc5efe5fc58e70471d83a1fab778033b7d
org.glassfish	verifier-jdk-extension-bundle	3.1-b04	-	48b293359d9864aa745da038fcdef9664d8c7f2b
org.glassfish	verifier-jdk-extension-bundle	3.1-b05	-	4fc62dcf39ec2c572a1885aa6b1e39e31a6dca34
org.glassfish	verifier-jdk-extension-bundle	3.1-b06	-	b262383591d82232fd962c6a2a92d0aaa46a078c
org.glassfish	verifier-jdk-extension-bundle	3.1-b07	-	7fce3d774191679ee0746b14a7ae2db89cb3bdbb
org.glassfish	verifier-jdk-extension-bundle	3.1-b08	-	bf5618e7d00b578155126d3f9c5e11e4c406ac32
org.glassfish	verifier-jdk-extension-bundle	3.1-b09	-	ec889320d6f10619c754e5b8662c4185084f76dd
org.glassfish	verifier-jdk-extension-bundle	3.1-b10	-	d91232383ff0af3f083d0da42935f05e00030c8c
org.glassfish	verifier-jdk-extension-bundle	3.1-b11	-	772837f0abada3b2fee474f4dcc13b983303cbf4
org.glassfish	verifier-jdk-extension-bundle	3.1-b12	-	690a6a12cf72a9ccc275891be9e6528e042682f1
org.glassfish	verifier-jdk-extension-bundle	3.1-b13	-	054c2572428bb72bf4590066d89368f69a7285f5
org.glassfish	verifier-jdk-extension-bundle	3.1-b14	-	cb0650f70d6584be8b66ce0c3aa3788a90d9a24e
org.glassfish	verifier-jdk-extension-bundle	3.1-b15	-	3297f7db96cea444ede6c1da84f2b8e49a38ff2a
org.glassfish	verifier-jdk-extension-bundle	3.1-b16	-	689c21d434d73bf491ea1e5a4c4337a482b2b202
org.glassfish	verifier-jdk-extension-bundle	3.1-b17	-	00e8128a08171a37ce5144688bf0ecedd352ac97
org.glassfish	verifier-jdk-extension-bundle	3.1-b18	-	1b40febbe7cee35dd23dab24d6e5fe57fd04362c
org.glassfish	verifier-jdk-extension-bundle	3.1-b19	-	edf672e2a8b3b854ffbe36d578093f09d4a1cb07
org.glassfish	verifier-jdk-extension-bundle	3.1-b20	-	cca6665d3c0c9c066154ae91a59233ff0e28e546
org.glassfish	verifier-jdk-extension-bundle	3.1-b21	-	811a467db4d81c6456804f893b88b2ee048ce084
org.glassfish	verifier-jdk-extension-bundle	3.1-b22	-	7a101bb4f83e75a6ca4f96c1c01d12efa773cb2e
org.glassfish	verifier-jdk-extension-bundle	3.1-b23	-	66b068d040bf99f3885825f98b930d4929afb0ad
org.glassfish	verifier-jdk-extension-bundle	3.1-b24	-	9213cad2dfc5d6106396af489c67395d9f379dda
org.glassfish	verifier-jdk-extension-bundle	3.1-b25	-	820e7e1ebbcd3978a1516e9c96d80cd42829d8b1
org.glassfish	verifier-jdk-extension-bundle	3.1-b26	-	8628cf42e2a0568f59c516064b0f02dbff855359
org.glassfish	verifier-jdk-extension-bundle	3.1-b27	-	16cced1c0819cd1e90c490a3fd9d73ab80dfd2df
org.glassfish	verifier-jdk-extension-bundle	3.1-b28	-	5080981a5b9ab2f78869fe07b5117ef3bb8b33c6
org.glassfish	verifier-jdk-extension-bundle	3.1-b30	-	14196cd3120ca62d61670f703d945b94bf30586d
org.glassfish	verifier-jdk-extension-bundle	3.1-b31	-	b99a75154fc3f80dc48538c98f6db9eedf099c4b
org.glassfish	verifier-jdk-extension-bundle	3.1-b32	-	3695a3ff7da856bb0de5fa5770309c5dfc691e2c
org.glassfish	verifier-jdk-extension-bundle	3.1-b33	-	119378c4fa9a9283dc8951c29eeb6ef9a754e756
org.glassfish	verifier-jdk-extension-bundle	3.1-b34	-	6e9cfeedeeef3c81d381db99764d3a3d0e81808b
org.glassfish	verifier-jdk-extension-bundle	3.1-b35	-	246aa8d6f2fe29a95a88566decd1a7ded15c67d6
org.glassfish	verifier-jdk-extension-bundle	3.1-b36	-	54d933582f8120e2dca91fdaaa1ce5f5b528575f
org.glassfish	verifier-jdk-extension-bundle	3.1-b37	-	7d9ce788280d044955041079ea10defc2a6916e0
org.glassfish	verifier-jdk-extension-bundle	3.1-b38	-	d78dbc7d5ebea4781609d7bbbf16b3a45e3e6083
org.glassfish	verifier-jdk-extension-bundle	3.1-b39	-	3f49445eeb60b6b447c4a4c92a609233be52f15d
org.glassfish	verifier-jdk-extension-bundle	3.1-b40	-	65c32b76104637ac168f4108dfd1647b54f1c3ce
org.glassfish	verifier-jdk-extension-bundle	3.1-b41	-	8d65a98d4756851e1c91ba29746ab27df3e3bef0
org.glassfish	verifier-jdk-extension-bundle	3.1.1	-	da6ebab5572d16903e350a08f992aedf60bf9b0c
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b01	-	d712b3d1d36fa922be0f059a58facd1936a7be02
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b02	-	9b504fadb3d23f4a00f01820e6d4c9e724f29d14
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b03	-	9730859f7793e26e4ee01fcf188ed8ca4d60695b
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b04	-	fcc1c747d7f13fe1ff2f6c0819150c183362957b
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b05	-	b91333b9772083b2e1865adfad51aecefb94e828
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b06	-	9591b273210aaf35ed726a175a278984b99cefaf
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b07	-	d1051c1c51c1966fb788848bf8e0a6532e385c18
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b08	-	b3a42443277af47caf006a78656e7d63ed5a5a2e
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b09	-	ef4967a6a531b4cfa0783c1d130a625f8f8c9fba
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b10	-	f587c2086ccf46e040a1f2bdf7bb23a3d9d0b253
org.glassfish	verifier-jdk-extension-bundle	3.1.1-b11	-	468f8c56f9b3769a71aef40a25a581f0095ceb5a
org.glassfish	verifier-jdk-extension-bundle	3.2-b01	-	dd4aebe21a53376e7b2b52ee3fd1a78fa51be7df
org.glassfish	verifier-jdk-extension-bundle	3.2-b02	-	934498c6cd6a36c00cf3cebad1a49e34c29b76b7
org.glassfish	verifier-jdk-extension-bundle	3.2-b03	-	15e8dbe661f6f6b7a2db311f787493bc141cdbd7
org.glassfish	verifier-jdk-extension-bundle	3.2-b04	-	26bd524b092da5f00cf6407b962bfb7a395bcc65
org.glassfish	verifier-jdk-extension-bundle	3.2-b05	-	6b342bb1eb0ef201a08317d3b4742cf587371f55
org.glassfish	verifier-jdk-extension-bundle	3.2-b06	-	4134a354f7ccd134a759412157f769547f694731
org.glowroot.instrumentation	instrumentation-jsp	0.14.0	-	d1c2ceb530d80feff7e47288a48d2339d5fb2d80
org.glowroot.instrumentation	instrumentation-jsp	0.14.1	-	08777ace6957f4491b35cc2105aebcac54e03206
org.glowroot.instrumentation	instrumentation-jsp	0.14.2	-	1c3fb62182b95f0ae14d5506714b735c0d07a5fc
org.glowroot.instrumentation	instrumentation-jsp	0.14.3	-	f8c4f0a2ef07f4d5d1be5120a1446a04c7d24633
org.glowroot.instrumentation	instrumentation-jsp	0.14.4	-	7ce2901cf4ec4a9264743fbf418e26ae705aafba
org.glowroot.instrumentation	instrumentation-jsp	0.14.5	-	a1553521597c401c8d6d47f06e73bb456ae303ff
org.glowroot.instrumentation	instrumentation-jsp	0.14.6	-	394c85793e8543efc86e35e29966724806963ed7
org.glowroot.instrumentation	instrumentation-jsp	0.14.7	-	02b3b7cbfd8bf1d81f94f87731278dd0917dbbe6
org.glowroot.instrumentation	instrumentation-jsp	0.14.8	-	42f26036401268397d1b8865d35aacb60469e6e2
org.glowroot.instrumentation	instrumentation-jsp	0.14.9	-	5be755784f83324d982f931d802372d10001d85c
org.hablapps	doric_3-2_2.12	0.0.3	-	92c1b5dd07b7042df66ff02555ba42ab4e4cbaf7
org.hablapps	doric_3-2_2.12	0.0.4	-	78a50176e15188fdafa009bd045f685f2611fbe5
org.hablapps	doric_3-2_2.12	0.0.5	-	68ebabecf9ed1417a8879b1af3f047b8bce6cb3c
org.hablapps	doric_3-2_2.12	0.0.6	-	86ad0c5aa063c4cc8ec01347d6d81d51af6b107b
org.hablapps	doric_3-2_2.12	0.0.7	-	6d48b23c98aeb4df9b016b471797ce771a3ed7e0
org.hablapps	doric_3-2_2.12	0.0.8	-	c29c36741a48707ce9266e77067c27457eb2427a
org.hibernate	hibernate-java8	5.0.0.Beta1	-	7486765460d754f82717dbf9531aa58390cf1d21
org.hibernate	hibernate-java8	5.0.0.Beta2	-	d6825a0fe7188899b40051b6636544ce4a96faf5
org.hibernate	hibernate-java8	5.0.0.CR1	-	1ea5acdf418c33064105bae75f22efbcae3a8e36
org.hibernate	hibernate-java8	5.0.0.CR2	-	00505a6b685512dedf638341bc838c124aceb1a1
org.hibernate	hibernate-java8	5.0.0.CR3	-	a1ad46bcf874fefa7c688c7cdbc250897b522b22
org.hibernate	hibernate-java8	5.0.0.CR4	-	fb8a4f859c9288130c2f151efc6302a03140b416
org.hibernate	hibernate-java8	5.0.0.Final	-	c65b21a06787186da15df439a46c86749a23a43f
org.hibernate	hibernate-java8	5.0.1.Final	-	40558824507b0500e2a346987e41333ad419b2af
org.hibernate	hibernate-java8	5.0.10.Final	-	c1e0bb7c9c8d4e5f7a3cc11ca5a675c8c0aba3e7
org.hibernate	hibernate-java8	5.0.11.Final	-	d9ebca43493e75d1a69af511adad861bcf62e9cc
org.hibernate	hibernate-java8	5.0.12.Final	-	3c495f356f0d5f3aebd93902fd417834c125780f
org.hibernate	hibernate-java8	5.0.2.Final	-	c4a71f4cabae17622764b1f0f90c0c0ee50a3801
org.hibernate	hibernate-java8	5.0.3.Final	-	3f5f27ff638f16d360b78e3cd729eb6afc666ee1
org.hibernate	hibernate-java8	5.0.4.Final	-	4e97bdb4dfbc161513f86cda3c5112af8d550b26
org.hibernate	hibernate-java8	5.0.5.Final	-	7a20823c33952d8c5e1aa0c3902ad5d258b55603
org.hibernate	hibernate-java8	5.0.6.Final	-	462881b5247e0ad39b21e56edd7793b6c204e439
org.hibernate	hibernate-java8	5.0.7.Final	-	969cb043edaaf4486c8fe8fdfa3e931ed264c248
org.hibernate	hibernate-java8	5.0.8.Final	-	b3ce5cccba62f5f4c839835d58e7d32f66135af9
org.hibernate	hibernate-java8	5.0.9.Final	-	4d2efbc3074b34c5f18221464ad29204c746b4a7
org.hibernate	hibernate-java8	5.1.0.Final	-	2bb534acab4f8485a821f0e4d6a2c8df617ee86a
org.hibernate	hibernate-java8	5.1.1.Final	-	5219b2ea3ec56f25d584ab37401264ef2e1c2fca
org.hibernate	hibernate-java8	5.1.10.Final	-	28d931914b12589dbca6ebafdf67995b2e863a40
org.hibernate	hibernate-java8	5.1.11.Final	-	1fbbd85f34d29f63a6d00290f9ec9ef7d0ccf331
org.hibernate	hibernate-java8	5.1.12.Final	-	af1ff34dae97d0518001285ae476c18617e1e1f8
org.hibernate	hibernate-java8	5.1.13.Final	-	5c5bd0754228769ab11d096ed8826d673d7aa5a9
org.hibernate	hibernate-java8	5.1.14.Final	-	755698a1f66cccddbfb678e99a43d3e150bdc7db
org.hibernate	hibernate-java8	5.1.15.Final	-	2b1bb2ef38634656467a1a1a541918d6178bd91d
org.hibernate	hibernate-java8	5.1.16.Final	-	bb8d84cefc41f759901d4599f6bbfc23e39e5790
org.hibernate	hibernate-java8	5.1.17.Final	-	22e7e4153b61ccbebe67879ad51b1233ea27f97e
org.hibernate	hibernate-java8	5.1.2.Final	-	eecb2db522577043902f12d9d20755fd302978f4
org.hibernate	hibernate-java8	5.1.3.Final	-	d8efdee3138ad56080430552013559c88be80432
org.hibernate	hibernate-java8	5.1.4.Final	-	14477809a2eb263c1e2cc7389b683eddcf799df1
org.hibernate	hibernate-java8	5.1.5.Final	-	f66ae87bdef9663b09cc25eb8296f4f99c7a3634
org.hibernate	hibernate-java8	5.1.6.Final	-	d9971aed54e860e1bc28004793bcd973d1630e67
org.hibernate	hibernate-java8	5.1.7.Final	-	c3fa184273ba2acc17b59e22957785016c43f6a4
org.hibernate	hibernate-java8	5.1.8.Final	-	65a5c56b6cfab1c5edf1070d0c171447fe9a8483
org.hibernate	hibernate-java8	5.1.9.Final	-	2a3e40d0f9ea731596f703693ebf5b2ab7cf747d
org.hibernate	hibernate-java8	5.2.1.Final	-	dcc6a36814ccd4a40ed0df575681dfb2d6848701
org.hibernate	hibernate-java8	5.2.10.Final	-	5df5a02e3dfaf4cd24efcc2d0e8eeef177f85c61
org.hibernate	hibernate-java8	5.2.11.Final	-	577f961311cbbf6283faa4f7b4bc210490f48177
org.hibernate	hibernate-java8	5.2.12.Final	-	e88e9b304722d1753e61318e9cd26ef2e3b8a2a1
org.hibernate	hibernate-java8	5.2.13.Final	-	f0479f348b1ce3a56073fc08d3a108c3af20ed0b
org.hibernate	hibernate-java8	5.2.14.Final	-	e71b5f3ed134536453b992c82ff77f82ad618648
org.hibernate	hibernate-java8	5.2.15.Final	-	2e4a6f861315126ad5e33fbd717db4ee06e31d24
org.hibernate	hibernate-java8	5.2.16.Final	-	835a353a5c28feb0724cd94c6c994136613c2975
org.hibernate	hibernate-java8	5.2.17.Final	-	0502cfd6cac0f83ed6a0dabfc82b0888e19a5104
org.hibernate	hibernate-java8	5.2.18.Final	-	6b651f4265147a546fbc3affc39d820b39e713d0
org.hibernate	hibernate-java8	5.2.2.Final	-	034a2c34600dc0ec4f272457c0b7a947384ffe1d
org.hibernate	hibernate-java8	5.2.3.Final	-	84212deeb78c5b1ab12cfe6554a42b6e7b0e524d
org.hibernate	hibernate-java8	5.2.4.Final	-	8d35293d80670d9f3bf3f767b2fad1e3a3865bb0
org.hibernate	hibernate-java8	5.2.5.Final	-	88d9146b1fcd425c5a4677559cc7ab7a128cc6af
org.hibernate	hibernate-java8	5.2.6.Final	-	46ef0d2b23b9519689fa2ff63561580483cb33c5
org.hibernate	hibernate-java8	5.2.7.Final	-	d5a109394c0ccf86bb72780b355291d630f0fb43
org.hibernate	hibernate-java8	5.2.8.Final	-	6588d83d5add81e23432505a98d904096008665c
org.hibernate	hibernate-java8	5.2.9.Final	-	2358fe85da1bfa8b1437c0dc3ae838575ab94b49
org.hibernate	hibernate-java8	5.3.0.Beta1	-	9f549250bf99971e42d443db6fd1d78619a89cd8
org.hibernate	hibernate-java8	5.3.0.Beta2	-	0cb06efd7b4f9ae9651c47c328c7b5315790d2c0
org.hibernate	hibernate-java8	5.3.0.CR1	-	3ddc98a100afa23e077f4887abd8cc48cf9c1cec
org.hibernate	hibernate-java8	5.3.0.CR2	-	6b6433b41df0560effc8aef596c92286b9c4ced7
org.hibernate	hibernate-java8	5.3.0.Final	-	357a69738d4a5d44ab83a59bade932eb4dc45a38
org.hibernate	hibernate-java8	5.3.1.Final	-	bcfcd07f4ac090e77071e3aab85b0b26ef8a3ecd
org.hibernate	hibernate-java8	5.3.10.Final	-	39d0bf73f92f5b136e627c24fcb5002cd3af3e6e
org.hibernate	hibernate-java8	5.3.11.Final	-	a7a8d51713b5116f9714d5b852594ecaad6440fd
org.hibernate	hibernate-java8	5.3.12.Final	-	0cc8b7fc979d4e3c880f93f0a70303aed64dc06f
org.hibernate	hibernate-java8	5.3.13.Final	-	26c729ad2d4b993dec8d4552c66397b09a62ea06
org.hibernate	hibernate-java8	5.3.14.Final	-	6c6868d2b091b6b093b2b909c41f269a0172ff49
org.hibernate	hibernate-java8	5.3.15.Final	-	62c6450b48d3638cb57d82691e5c19a92926f4bd
org.hibernate	hibernate-java8	5.3.16.Final	-	d62d08fe3dd2a1199b928ad5c9e07c7ccff5f04d
org.hibernate	hibernate-java8	5.3.17.Final	-	2d3b645ed48c6d1324b9920ce282b6a70a3e0036
org.hibernate	hibernate-java8	5.3.18.Final	-	1df2901d3e6099118b9d3f534e9329aaa8b61fea
org.hibernate	hibernate-java8	5.3.19.Final	-	619667730e9b4509257f66e71e48dedd9d95ce4b
org.hibernate	hibernate-java8	5.3.2.Final	-	e9fc62ab801540bb55d3a384e361ec68c0df857a
org.hibernate	hibernate-java8	5.3.20.Final	-	197c50c0079ae670be586e2341a2ed269729c8e8
org.hibernate	hibernate-java8	5.3.21.Final	-	0344c60e879269ed2b572d2f9243d812f2aa75ad
org.hibernate	hibernate-java8	5.3.22.Final	-	ff320ca067c84bcb40c8f52a4b4ab49119922f0e
org.hibernate	hibernate-java8	5.3.23.Final	-	7ce5c0d9cad7100c2d0028c120f7d5a839ad7cf5
org.hibernate	hibernate-java8	5.3.24.Final	-	79b7823c2cec4251bbe2087bccf831f397bba210
org.hibernate	hibernate-java8	5.3.25.Final	-	fec1e9115eb3bc28f632a72a1e86d0171462b23d
org.hibernate	hibernate-java8	5.3.26.Final	-	05aac5f15ff5f3857ad93e2439b698ceb4572380
org.hibernate	hibernate-java8	5.3.27.Final	-	80452164db72d5fd10c1a1d2fdb47181e27a13af
org.hibernate	hibernate-java8	5.3.28.Final	-	d3d80e730d3f88f2428515c50ce20c7ec438b6d6
org.hibernate	hibernate-java8	5.3.29.Final	-	ed99fb43374336a5abff474d55223575b13750e6
org.hibernate	hibernate-java8	5.3.3.Final	-	d2d1e1eda7168d277b0f6aacf0b23e54ce165b24
org.hibernate	hibernate-java8	5.3.30.Final	-	ccfd7a14d5380ae32e81ca6a238eb65970f68d23
org.hibernate	hibernate-java8	5.3.31.Final	-	44ccf2e55e55877888b35cff83f4501a1f5d4fd2
org.hibernate	hibernate-java8	5.3.32.Final	-	2cdd70965afceed0ed15836269de69a71d0727bc
org.hibernate	hibernate-java8	5.3.33.Final	-	647f0c30776c88b28e15451aa0d4303521ee669b
org.hibernate	hibernate-java8	5.3.34.Final	-	48e677a80c233a72f8477276f0edb97703b14d1b
org.hibernate	hibernate-java8	5.3.35.Final	-	73f7296417b678ddbee520552f1a0611b7a95d13
org.hibernate	hibernate-java8	5.3.36.Final	-	842b23888e65a6372ab26b8fefd2ee30b5277ce1
org.hibernate	hibernate-java8	5.3.37.Final	-	ec70f9a61f1410173c0f54a06fe84e953c93df97
org.hibernate	hibernate-java8	5.3.4.Final	-	31d77edf1815cbaf103f4389cf6e93bcda9a7cfe
org.hibernate	hibernate-java8	5.3.5.Final	-	79b6b8553a095344a4f0a5692f62fea389301c73
org.hibernate	hibernate-java8	5.3.6.Final	-	fd84f7d3e3ca94e3041d7c39ec318d7ade46c8c1
