ai.basemind	client	1.0.0		N/A
org.springframework	spring-aspects	5.0.9.RELEASE		dfb2da4c573391d8e8a482f08bdf4d38398e2bb0
org.springframework	spring-aspects	5.1.0.RELEASE		43c23d7d14778970db908845cb3ae312f01cf843
org.springframework	spring-aspects	5.1.1.RELEASE		53adadc20796dd42569d32bb3863b8e62d6da77c
org.springframework	spring-aspects	5.1.10.RELEASE		b0364caabcde96dc6385480d0f9270613ab04511
org.springframework	spring-aspects	5.1.11.RELEASE		30d0987b8570450993f421d1f4ba9322b8bdd8d1
org.springframework	spring-aspects	5.1.12.RELEASE		9bcd30a92544216f60d384865e570c97faf000e9
org.springframework	spring-aspects	5.1.13.RELEASE		b4ab5a597238a4980621b01e443b38f8c65e7587
org.springframework	spring-aspects	5.1.14.RELEASE		fa8f26117aaf9363f5e7fbf343c3373027bef22c
org.springframework	spring-aspects	5.1.15.RELEASE		23dcbd708b323f777742bad600bc36384244c8d1
org.springframework	spring-aspects	5.1.16.RELEASE		1945f8284b33bd759b9c154ee5f70fcf1f077efd
org.springframework	spring-aspects	5.1.17.RELEASE		9a30b3991e91abc14a2dc92c1034027a7e94e5dd
org.springframework	spring-aspects	5.1.18.RELEASE		3574f8606aefa4a0a5ea08728eed2d177bba62bb
org.springframework	spring-aspects	5.1.19.RELEASE		8aa10d4d858f056247d8f2577b44bf1591dc997e
org.springframework	spring-aspects	5.1.2.RELEASE		a4d588cc6a534483ec139e816de96948366ff9d8
org.springframework	spring-aspects	5.1.20.RELEASE		6b0278416f831e5c7cadd5225e588a2904e1ebc7
org.springframework	spring-aspects	5.1.3.RELEASE		abee7b02e9c69f2339dd75409e6beb1bb0c7fe5e
org.springframework	spring-aspects	5.1.4.RELEASE		8d9f441975c7b45f497706c068c022163591d116
org.springframework	spring-aspects	5.1.5.RELEASE		3bb95e05b646ef93e2a4cf0b600924c2979fc723
org.springframework	spring-aspects	5.1.6.RELEASE		c17785ecb504e026dd910facc44127db6317577a
org.springframework	spring-aspects	5.1.7.RELEASE		15309277b9a18c8dae21272be3e57b69a67c41f6
org.springframework	spring-aspects	5.1.8.RELEASE		9ba80326ca4c7f938a93c41c943782fff0c98b2f
org.springframework	spring-aspects	5.1.9.RELEASE		0a8aec853c345ed54a99627cee9f755ce7dbb734
org.springframework	spring-aspects	5.2.0.RELEASE		8f549abcfa06269e5e77dd56af6bb27f12fcf39a
org.springframework	spring-aspects	5.2.1.RELEASE		c9ed00164899ea807b0c9d3e7f04c60f6adb8e4c
org.springframework	spring-aspects	5.2.10.RELEASE		2b5fd79ba114a7086613ada4c3b2c0d357a5f9a1
org.springframework	spring-aspects	5.2.11.RELEASE		8007f8f529626c6320037695aa8d7d50997ed0b6
org.springframework	spring-aspects	5.2.12.RELEASE		49f0bbf82c84e9055ce2a5ebe7f0e63cd1b19f94
org.springframework	spring-aspects	5.2.13.RELEASE		54c64acd41821a0eceb22c14246a08caa985d916
org.springframework	spring-aspects	5.2.14.RELEASE		ffb29bdec387d418263fa909afc0550384b8595b
org.springframework	spring-aspects	5.2.15.RELEASE		0353141e57e019ee7cd3ae93baedc7d87de3b57c
org.springframework	spring-aspects	5.2.16.RELEASE		86a52ba6cf94be99a7c33dba08190a6d7e0138f8
org.springframework	spring-aspects	5.2.17.RELEASE		bb5eb4e1cbb96fb3b1a0cfff742fc54950d2e3da
org.springframework	spring-aspects	5.2.18.RELEASE		2d35dd455f7cc845adc079b5e1d455fa86336490
org.springframework	spring-aspects	5.2.19.RELEASE		ddc09448bc057d3aa07c7421acdde7ab3cc3014e
org.springframework	spring-aspects	5.2.2.RELEASE		a7fc38ee5fcc7efff607cc93b5fa7259c0fbb4da
org.springframework	spring-aspects	5.2.20.RELEASE		82728b331e18d2f538cd9ba36106b6c410d3f4b0
org.springframework	spring-aspects	5.2.21.RELEASE		e5bd809e397021ff0fba2c757702377bc16eee06
org.springframework	spring-aspects	5.2.22.RELEASE		d43c36eee78a7b3cae879bf0e87515be4fd6c523
org.springframework	spring-aspects	5.2.23.RELEASE		52b534ec5e4ce84350aba4d905705c81f5c904f1
org.springframework	spring-aspects	5.2.24.RELEASE		c9c3ba0295e9d726a91c3c155b37671134db051d
org.springframework	spring-aspects	5.2.25.RELEASE		a86c05ed4382ca2a1beed2917ccd8cfa4a57b67e
org.springframework	spring-aspects	5.2.3.RELEASE		779a6d231c11574b5d17aec66a108a3479cddd7e
org.springframework	spring-aspects	5.2.4.RELEASE		bb8391580800110f7a862eac8d399bb88d805405
org.springframework	spring-aspects	5.2.5.RELEASE		761fc0149d4d6a44a4156160ef0f2ea834e8e775
org.springframework	spring-aspects	5.2.6.RELEASE		800d0a949e716e943ff6e3939d9c6e80d9aa4e69
org.springframework	spring-aspects	5.2.7.RELEASE		eb48f4ae3e1525179e1ccd10c0e09cfe5c27b8bb
org.springframework	spring-aspects	5.2.8.RELEASE		37877fa9c1ab54866ea61660eb06b358243a29c3
org.springframework	spring-aspects	5.2.9.RELEASE		6726b662c862e8bf297c9251e7851fbc9fe01d84
org.springframework	spring-aspects	5.3.0		1be91f94367226e802feed0f7087e9eb19fd9ee8
org.springframework	spring-aspects	5.3.1		968c9205f85589b5c102b3232f499fa90ec28a48
org.springframework	spring-aspects	5.3.10		74cb456f1f3066ba3c83df516be856dc17e2ea86
org.springframework	spring-aspects	5.3.11		beb78c9e8fa189b68dcb67a76b304ec383b53c1a
org.springframework	spring-aspects	5.3.12		3cccc3052c6973c059eb2be7c4baf0b9558d49b7
org.springframework	spring-aspects	5.3.13		81bd87958d5d381896cb22b17c750ab6d591c1e1
org.springframework	spring-aspects	5.3.14		bf5de7c1338c2684d834bef8f389ef3d747f9f56
org.springframework	spring-aspects	5.3.15		d1e42bac0f61ad50f633c13f8bcab905a66313af
org.springframework	spring-aspects	5.3.16		499f2cd13d26fc0d6eb3312f0251c4f380300001
org.springframework	spring-aspects	5.3.17		ce487f928ee644955f4c94148e42dd1471566b0f
org.springframework	spring-aspects	5.3.18		78e473c68f3f579f6dff4810530260bcfe97ca8f
org.springframework	spring-aspects	5.3.19		a60d729e20daa34220b63be28d1b3cd20c1128e8
org.springframework	spring-aspects	5.3.2		0a93e6d94a8492d128af2382fe8333188db70927
org.springframework	spring-aspects	5.3.20		161a2ccb1d68aed17922981909081bd6d1e46628
org.springframework	spring-aspects	5.3.21		09e8271b86c5be0388c2c34f2c5c3d070af06cd2
org.springframework	spring-aspects	5.3.22		1fdd8ac7f557ba12bb59086edfe3a9cdf6d918bf
org.springframework	spring-aspects	5.3.23		35a0f5df4241f794fd79dd2447195ac055e88b8e
org.springframework	spring-aspects	5.3.24		e97d36c3e516d3dd0579437428b6e26902da0c88
org.springframework	spring-aspects	5.3.25		7afc5817a53aaccb2d71858cc5dceba716dba1db
org.springframework	spring-aspects	5.3.26		a2614dbb277b9c7938776c6273a25e3f8342a23e
org.springframework	spring-aspects	5.3.27		0d6311337bd1eb60cb7da6f064c97c4b22a16497
org.springframework	spring-aspects	5.3.28		011670ae516772497e443a836421417d43422b12
org.springframework	spring-aspects	5.3.29		dbcf1c1ce847b0fb186b5dde18968c9a46900f28
org.springframework	spring-aspects	5.3.3		5e289da5e52cb840066e3fa10254782c5c2bb5a8
org.springframework	spring-aspects	5.3.30		fe18902077a8c82db0ae00814336da4a88af0157
org.springframework	spring-aspects	5.3.31		9bd8e781e08e1b02a78e867913b96bccd2bc5798
org.springframework	spring-aspects	5.3.32		49301143c3427ca811be984b22edea3907b28e66
org.springframework	spring-aspects	5.3.33		b45fb953d281e48bffd6ab123494258cc34b2fdd
org.springframework	spring-aspects	5.3.34		9d6fa81326a1b928ab06c6cddf77ed82d5ebfa88
org.springframework	spring-aspects	5.3.35		5bf5b804e08412ea294fa70c3eef947fa089af6d
org.springframework	spring-aspects	5.3.36		af0c88d2060bca2325ae6f3a455401f1a83c224f
org.springframework	spring-aspects	5.3.37		8d6f269d6bfd5a8db90b34ab2c86a8e199423ba8
org.springframework	spring-aspects	5.3.38		c180e7e539880d7568efdef9db89a25c7d22307b
org.springframework	spring-aspects	5.3.39		50488f690e8bf3f44fc3aa24482c2bfc5611e817
org.springframework	spring-aspects	5.3.4		ddbef9615d0c71c44e48dc466781963f24fa27cf
org.springframework	spring-aspects	5.3.5		b4b1a19e5b0d319dc01d8ef1bf1f4a57cac36e7c
org.springframework	spring-aspects	5.3.6		69b5017aa748f6832798079ece6a018cb25e7f15
org.springframework	spring-aspects	5.3.7		632156b7ae401aba21246a88604f9fbb42f18881
org.springframework	spring-aspects	5.3.8		863f531cc3ea9d82d391d17c8eb33732e7a864b6
org.springframework	spring-aspects	5.3.9		ee2c3f8f99e1f115f502a7e47e632b1ed229e766
org.springframework	spring-aspects	6.0.0		632714d11afc67f0b4b53511f203c778e0df21db
org.springframework	spring-aspects	6.0.1		598328c0c0f15287ce1c87e5b2fb9459b31bba62
org.springframework	spring-aspects	6.0.10		4a6a423ce6fdc474a327f7b7a7818dedc33c504f
org.springframework	spring-aspects	6.0.11		7b6fcc5d4f06c36c332b7a122dca863163a127d4
org.springframework	spring-aspects	6.0.12		f9f903318add53a20c0e33ead1b16abd669543f7
org.springframework	spring-aspects	6.0.13		59b1d3f507f5ed2e4ef357541c464925831bea9b
org.springframework	spring-aspects	6.0.14		042e43174e45a4d456568349d28eba690c54fae2
org.springframework	spring-aspects	6.0.15		457accda93d0af2ad69c1c34a78aa8ff7e7473e0
org.springframework	spring-aspects	6.0.16		74eacdfb38b90d334b7fa56016c048c60314dd2c
org.springframework	spring-aspects	6.0.17		fe933b2bf3f567cd7c99aa239645a00d92cd806b
org.springframework	spring-aspects	6.0.18		10df160b613b60c755ced0f10446c9191c32072e
org.springframework	spring-aspects	6.0.19		42be0ced5e8c7de59ee40e7aa08cc4108a383ee3
org.springframework	spring-aspects	6.0.2		81628dd21604716113be4dd3645cbc19d0f1f8c7
org.springframework	spring-aspects	6.0.20		9f0f21da13a5aa1815d722b049f84222e7219b44
org.springframework	spring-aspects	6.0.21		d6a59e75a83cca293cb3bc00c5f5daf14a2222f8
org.springframework	spring-aspects	6.0.22		03d3685d11110f4c2271a81b17767f2a3cda6ad6
org.springframework	spring-aspects	6.0.23		fa92f0f9f59b590b510210424e1a421bf699c08e
org.springframework	spring-aspects	6.0.3		3c1a00fc7d6ad9c229c81d0b01c77788789cfbbc
org.springframework	spring-aspects	6.0.4		5baf7a2260278ca9748be9dd8278d6519ff2da00
org.springframework	spring-aspects	6.0.5		a758bb59124425df6614c4d335365c1a2bdbeafa
org.springframework	spring-aspects	6.0.6		fcfe9b71badc1bce940606ac25de6d71a966f56e
org.springframework	spring-aspects	6.0.7		1b4656c722d3a73640ebf9d730f4f4433ceb3204
org.springframework	spring-aspects	6.0.8		53e6f4b4136b40cc0a7137fb05e38b45c2c286fe
org.springframework	spring-aspects	6.0.9		3b06099725350189816fcfad01834450378500ca
org.springframework	spring-aspects	6.1.0		12c08827e8a60730b65b6858aac6f925b8fd8e9b
org.springframework	spring-aspects	6.1.1		bfcb6682e205b4ef6ae7986ac7ea35eae29f31f4
org.springframework	spring-aspects	6.1.10		8d869a8bcc99e71b98b9d5ca141539d6e6ba3061
org.springframework	spring-aspects	6.1.11		141d92094a460f338aa0999023ca7a25861d49a1
org.springframework	spring-aspects	6.1.12		b72435b5813755a894531e2cf1565eff1b313574
org.springframework	spring-aspects	6.1.13		d606215f2876e8a3ed1945db5adfbb76a7e3f0e7
org.springframework	spring-aspects	6.1.14		cd9d1c53457ac159e1eba3f342cbd6bf8dad4027
org.springframework	spring-aspects	6.1.15		d2078cc52a2bc69a7f9e919f2ae067db73f6783c
org.springframework	spring-aspects	6.1.16		2cc7de9e84d469df36fcb019cddad425357655c2
org.springframework	spring-aspects	6.1.17		2e6c522c3d3d30ff47d214d46c0d1d637b3438e1
org.springframework	spring-aspects	6.1.18		8af91840116d634af8510249b76b12306431e8e3
org.springframework	spring-aspects	6.1.19		7bc7d3ac5bc50a119c1a1018740c8d34253eb7f1
org.springframework	spring-aspects	6.1.2		423247e0be90804888668ea16d7e7f0d9168a7b9
org.springframework	spring-aspects	6.1.20		f4c77b8ff535b3c0b54df1efc4d09dd75c78315f
org.springframework	spring-aspects	6.1.3		c8b5dde3568dc5df6109916d8ad4866efe4e61fd
org.springframework	spring-aspects	6.1.4		2b1b5c0f9f639d0317b9f7c20c07f90b49fee6fb
org.springframework	spring-aspects	6.1.5		202d9da55e24fec2eda80bbc3cd87fbefc0e1256
org.springframework	spring-aspects	6.1.6		409aba797564c23c08e2307f2df728aed117e914
org.springframework	spring-aspects	6.1.7		c88554b9ac32609e694a87a476da7031886f6637
org.springframework	spring-aspects	6.1.8		14565483b4dc6171a8d28f953cb202ecbf8fbd0e
org.springframework	spring-aspects	6.1.9		1e204c0acf9ce3c5e257c06954cade093d75918d
org.springframework	spring-aspects	6.2.0		b26611284cc7a5540c7dea3788cf79b1fa872f8b
org.springframework	spring-aspects	6.2.1		50350218608abf215ae40ef00c87cc666737e199
org.springframework	spring-aspects	6.2.2		e9e0379bc353e43ab1cb326f413bb293d8a52e78
org.springframework	spring-aspects	6.2.3		f90a794dd3f81a1addc0552bc091e3f85b2428de
org.springframework	spring-aspects	6.2.4		aa9a5ff470824c1c14dd6137813995a98620404c
org.springframework	spring-aspects	6.2.5		971b57bb59d4890a3db5f1e20f89effa7df8c149
org.springframework	spring-aspects	6.2.6		2bb7fe48b4fef28af71be32815200c19ac95f783
org.springframework	spring-aspects	6.2.7		52461ec85ce1dc6e80fdca92c85bab9faebc0509
org.springframework	spring-aspects	7.0.0-M1		d80fbd4081768be9e1fc9bae772edb613371a168
org.springframework	spring-aspects	7.0.0-M2		3044edc9ec99e334a15629454661e9a559afd65a
org.springframework	spring-aspects	7.0.0-M3		2713d120d321d387c824bcc189311e8520273827
org.springframework	spring-aspects	7.0.0-M4		615ad2696b195cc28c5e36164a7e02af1177c725
org.springframework	spring-aspects	7.0.0-M5		6e1b63daa3f9548dad5aa510a716b8f1b9b449a7
org.springframework.cloud	metrics-collector-kafka-09	1.0.0.RELEASE		25519872aa241c59a5f40729ef9a3df5ae10a178
org.springframework.cloud	metrics-collector-kafka-09	1.0.0.RELEASE	metadata	d548585c2c94aee3660766f01e4cab0a281aa694
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.0.2.RELEASE		05cbdacc15628f1377e659d1c4d4ed221f8712cd
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.0.4.RELEASE		4cc954a87e3c20d6ff70e6b7723dd49936502291
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.1.0.RELEASE		167fdd351ff9cbad7d5f6f0f0109193f25309f8b
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.1.1.RELEASE		b931cfe5bbdf232c82bc4064d9f58d065499e6bf
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.2.0.RELEASE		efa3179a52131af06652b82622514dc3f14859a9
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.2.0.RELEASE	metadata	fae5164569dccd0e0817e59553dfd7e27c6631f4
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.3.0.RELEASE		97d7f234ad95c481e09e60c530a3e08aca662a41
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.3.0.RELEASE	metadata	dda3b843363645431fdac1f0946fc95cd3c48114
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.3.1.RELEASE		376a00a71011eccf65ef06e03aead9d600346c67
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	1.3.1.RELEASE	metadata	dd94a3da428203c30a31b7c5079842bbb52f52e2
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.0.RELEASE		5882c5365dbadf169653934bd75e324212e5e128
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.0.RELEASE	metadata	ffc8ce41ed0f63ea24b0d6bc0ea6522dc2666e89
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.1.RELEASE		e481bbfb8a420b3b0b38a88916fcab3d5920af56
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.1.RELEASE	metadata	4272d6201949f92f97ea9449a456bb3fe25f16a7
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.2.RELEASE		9fb7b25c51e9c2d06e4f4efc4e1f56306b5d53ea
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.2.RELEASE	metadata	89d4e92f042ad8ec2e58bbff9a002bf0bc66925f
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.3.RELEASE		cc56ecdb6c2ac40aa78d199cc171dba92f8bb62a
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.3.RELEASE	metadata	099d614a768a7f26977aeba737698923c57c7efa
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.4.RELEASE		73927b2609ea4190d0d33d4e549e6e484a38da4b
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.0.4.RELEASE	metadata	f1c314ca7ab5b7d235a2b8cbf80757a31803e395
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.0.RELEASE		bdd63f72eed9d8945578f31cf5f3f0cd6b545339
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.0.RELEASE	metadata	e0a4a2b236a51c4c3dac69fb2e599601eea094ad
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.1.RELEASE		a6a75f32b186f3ec4c5da7ee6850fb6b29fca846
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.1.RELEASE	metadata	a10b03f4684abab837fa64a4c2878b3397b62aae
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.2.RELEASE		709b42cb841c9e2b5398df6d5c21a67cc71ad365
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.2.RELEASE	metadata	7b652c7c8693ff8a9b7583231023897157166caf
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.3.RELEASE		55fe62e05d0d2a204902a496af62f551ead9ee30
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.3.RELEASE	metadata	fac2619b77d82495ddd41c636bf31803ec5e23d7
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.4.RELEASE		e64e4cc7d3d55ff356b0e9f98dfd3737f0f6981c
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.4.RELEASE	metadata	d19c312ca07e4f0997a67adafd5bc22288817531
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.5.RELEASE		0390bd3c4cef8f73161dbad2f923ed68439d6953
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.5.RELEASE	metadata	b3ba5231b8608a27eca3857e62b0fa2a36bd84c6
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.6.RELEASE		94c1c45e8e9ee5257627a82b9fac912de1bb20ef
org.springframework.cloud.stream.app	gemfire-cq-source-rabbit	2.1.6.RELEASE	metadata	5dc7b8eb815321aa6e57004f21521befe2f03361
org.springframework.integration	spring-integration-http	1.0.2.RELEASE		795b896b808f45cb8dbdb1e7f61b69a16aa493ba
org.springframework.integration	spring-integration-http	1.0.2.SR1		708dfecab7e7be723f9b7e97c8b15944f259e451
org.springframework.integration	spring-integration-http	1.0.3.RELEASE		fd18376f968f98bfa9f65bc79d7c939ac79e9db0
org.springframework.integration	spring-integration-http	1.0.4.RELEASE		37483bb5552b8f2b5ae4bf5c07248d4ddfbeea99
org.springframework.integration	spring-integration-http	2.0.0.RELEASE		30fcdd5188686d52386e5c5c7721d1f60b662bf8
org.springframework.integration	spring-integration-http	2.0.1.RELEASE		1e9185845bfcd3e5cad0d4bed44bd4d8883bc020
org.springframework.integration	spring-integration-http	2.0.3.RELEASE		c70bf1e669e573ff1c3517c15896c27724346b89
org.springframework.integration	spring-integration-http	2.0.4.RELEASE		399334af35875e1e736b68aeaa03bebd2728c51b
org.springframework.integration	spring-integration-http	2.0.5.RELEASE		392d6257959a4d6dc2dc2f1ef0d0cb731dfa005a
org.springframework.integration	spring-integration-http	2.0.6.RELEASE		69837a825413720450fb29c35cf64d95dbe52bb6
org.springframework.integration	spring-integration-http	2.1.0.RELEASE		b703504665fa8e19959ac503f9b893cb36b67986
org.springframework.integration	spring-integration-http	2.1.1.RELEASE		148cf05c9975eef7390f9c3bf05e58f9cd50e2b4
org.springframework.integration	spring-integration-http	2.1.2.RELEASE		04586feaa6725ebc4acfef1fbf34e2e171806d35
org.springframework.integration	spring-integration-http	2.1.3.RELEASE		8e282add142d8ab2b52224d93886a3a90ff7d75c
org.springframework.integration	spring-integration-http	2.1.4.RELEASE		0db2fa9e4a05dbc85a9e9be3aea8f7d4634045db
org.springframework.integration	spring-integration-http	2.1.5.RELEASE		e08e1ad533c5e2634fa39b5484e1a566ecb129fc
org.springframework.integration	spring-integration-http	2.1.6.RELEASE		01e89851a6e151960903058daf4e70268aa87b0d
org.springframework.integration	spring-integration-http	2.2.0.RELEASE		7715d2cef937f5910c44c5997d6ab215f3ab26ba
org.springframework.integration	spring-integration-http	2.2.1.RELEASE		577518bfcb47f6afbbcab1369ad00561a8d917ba
org.springframework.integration	spring-integration-http	2.2.2.RELEASE		909a6722b2dbc02a972bc831bca04e8970ed8a5e
org.springframework.integration	spring-integration-http	2.2.3.RELEASE		e3b8774010fc082470aa1f3d13bd25abcbaef386
org.springframework.integration	spring-integration-http	2.2.4.RELEASE		08051a8e5273fa4c5b8fd15080943a8fb88b7dce
org.springframework.integration	spring-integration-http	2.2.5.RELEASE		bd4c33eaea9899bc0728aeef9c59151f3f4d1394
org.springframework.integration	spring-integration-http	2.2.6.RELEASE		b25248cf358ea7ae4804aee714c346e2ff59dabb
org.springframework.integration	spring-integration-http	2.2.7.RELEASE		4cb5befe0dc06b6daa0af134f1c8a450844ce7c0
org.springframework.integration	spring-integration-http	3.0.0.RELEASE		ba244621b60bf9007748376a7a0863229d09d937
org.springframework.integration	spring-integration-http	3.0.1.RELEASE		aaadef0c81738d5f3ea69d6bd6f175cc871f3837
org.springframework.integration	spring-integration-http	3.0.2.RELEASE		6a3564cb424c0ea6bce0f4a2bab439f445d24f2e
org.springframework.integration	spring-integration-http	3.0.3.RELEASE		23c37d91a68a19f8f8cd313d5c5cdfb8734e3056
org.springframework.integration	spring-integration-http	3.0.4.RELEASE		4b4b57b7fc31afbb5fcf09be07b04b8917744254
org.springframework.integration	spring-integration-http	3.0.5.RELEASE		6c6dc768ce9ef36cf800fab576a0953a44c096f8
org.springframework.integration	spring-integration-http	3.0.6.RELEASE		0936e81fbe9dedefbbc270810ba5f53eab45785e
org.springframework.integration	spring-integration-http	3.0.7.RELEASE		c7a98d2535538976abf3547f188c4fe4ab9b00fb
org.springframework.integration	spring-integration-http	3.0.8.RELEASE		52a2c9b8328fece3b4cf745749befb6b943825ed
org.springframework.integration	spring-integration-http	4.0.0.RELEASE		faa5890ef3917759cf911b1f4614444c9ed19301
org.springframework.integration	spring-integration-http	4.0.1.RELEASE		4e7f08b5ca1fded4694985df15d5e07c918f93ab
org.springframework.integration	spring-integration-http	4.0.2.RELEASE		9c1a72b582b4cb6035b06250bd7ec86030844b66
org.springframework.integration	spring-integration-http	4.0.3.RELEASE		16afccc6e2d6313a07d22db64057458c78803818
org.springframework.integration	spring-integration-http	4.0.4.RELEASE		7d1eec5eec7481b00f64211cf8845e9241d2d800
org.springframework.integration	spring-integration-http	4.0.5.RELEASE		421b162905145915d4b5ef364dfd4d559356626f
org.springframework.integration	spring-integration-http	4.0.6.RELEASE		aede1a6da1312974e0c78d82695bf0b448364fbb
org.springframework.integration	spring-integration-http	4.0.7.RELEASE		1e47386404294c880559d1e5feb6d0da8edf2421
org.springframework.integration	spring-integration-http	4.0.8.RELEASE		e91f169aee325f6e02c667bb03be138c10a40efa
org.springframework.integration	spring-integration-http	4.0.9.RELEASE		45f0124b5862919efff993e305f852c6634531fe
org.springframework.integration	spring-integration-http	4.1.0.RELEASE		75211721e52b1e3bdfa324bd57ca81b38e10d91f
org.springframework.integration	spring-integration-http	4.1.1.RELEASE		377d9bf3caac2d0b1900b701babcb8e0d2c832cf
org.springframework.integration	spring-integration-http	4.1.2.RELEASE		89dd54a646a108e43405853104f4f1a1ab1723d4
org.springframework.integration	spring-integration-http	4.1.3.RELEASE		f6e6897e6b6cf9dcc496d627cf02fbd120841e8c
org.springframework.integration	spring-integration-http	4.1.4.RELEASE		7898291a72ca5c98c2131735d9c2bc755b73b742
org.springframework.integration	spring-integration-http	4.1.5.RELEASE		7f2c161d26216389dc21e372f5270bd3537143d6
org.springframework.integration	spring-integration-http	4.1.6.RELEASE		81c758d6d1376da8d2533ef1596c62cb8904c4e1
org.springframework.integration	spring-integration-http	4.1.7.RELEASE		455b2aea7b0f53a2a9870009690a741a8f7c9326
org.springframework.integration	spring-integration-http	4.1.8.RELEASE		fdfa7d3296f9137a89ea631f6ff637d2bc0a1535
org.springframework.integration	spring-integration-http	4.1.9.RELEASE		ebe140be5019a8df28dd845444a563ee85b0e725
org.springframework.integration	spring-integration-http	4.2.0.RELEASE		a1fe2e56debc6093638b0bdeaa1f68036ddfd74f
org.springframework.integration	spring-integration-http	4.2.1.RELEASE		c37707306cf503444ed446f48fff04f96909f7cb
org.springframework.integration	spring-integration-http	4.2.11.RELEASE		c553bed86955a694a6b4b566a6332cb31a3f9656
org.springframework.integration	spring-integration-http	4.2.12.RELEASE		7b78b5f9f504fb731be6893a9d5246f57f3b0829
org.springframework.integration	spring-integration-http	4.2.13.RELEASE		6173e2b1b366d561739df8e7e1d6a5479eacb1e2
org.springframework.integration	spring-integration-http	4.2.2.RELEASE		fb06a41f10c044dd426024835fc2ba9d2d8e6d06
org.springframework.integration	spring-integration-http	4.2.3.RELEASE		a89df92e988ddd04b6cda58e7763a511d7c6e3ba
org.springframework.integration	spring-integration-http	4.2.4.RELEASE		e345b281a8ac81792e9d37e3eba43af561cdb2ff
org.springframework.integration	spring-integration-http	4.2.5.RELEASE		17757bb0afb76543e69453434abbb4d650cf8b3b
org.springframework.integration	spring-integration-http	4.2.6.RELEASE		6ff76b54c1ef4c732320e87b2eb4ba1603eebb7b
org.springframework.integration	spring-integration-http	4.2.7.RELEASE		93fdfdeb6763290ff823159c96b17d53cab4e289
org.springframework.integration	spring-integration-http	4.2.8.RELEASE		19653109afe71cba698090aa2439aba1feb47c44
org.springframework.integration	spring-integration-http	4.2.9.RELEASE		10b6011dec45a16dd7d3136c296546b80e9b9828
org.springframework.integration	spring-integration-http	4.3.0.RELEASE		1edd0881205b2fd78573192de686ad54cc483035
org.springframework.integration	spring-integration-http	4.3.1.RELEASE		ee611b714b3f4385bc9dc39b58db8e8aa2a4a980
org.springframework.integration	spring-integration-http	4.3.10.RELEASE		a4f590737b2e5195e2c727fc1d75cd99a4fb95a7
org.springframework.integration	spring-integration-http	4.3.11.RELEASE		560beb6bb47d708107389e48b632471c3f187bff
org.springframework.integration	spring-integration-http	4.3.12.RELEASE		90067022de31b8c1f84dddab36b5b6e4bd11c86c
org.springframework.integration	spring-integration-http	4.3.13.RELEASE		accd4ce05148acbb727d556dc84db70c9fda62ac
org.springframework.integration	spring-integration-http	4.3.14.RELEASE		3af76f1eacc36360b5765d32f4bc8e2619ec9e90
org.springframework.integration	spring-integration-http	4.3.15.RELEASE		70846522d777c013c752ef6621cee449126c43d6
org.springframework.integration	spring-integration-http	4.3.16.RELEASE		8032362da61c744bf7c9d52a4659f32ae2e6c5be
org.springframework.integration	spring-integration-http	4.3.17.RELEASE		8de08e8a4cd44d7c9e5624cabbf9cfe53e8e7034
org.springframework.integration	spring-integration-http	4.3.18.RELEASE		68e188e6adab737ad58f34b053db9563babd4870
