avalon-cornerstone	avalon-cornerstone	4.0		8831a37d4981f41c71a6682365deb39d4b3ff51c
io.opencensus	opencensus-exporter-trace-zipkin	0.19.1		f370715575fe91a55d0e3ec89d1ea733b8e0961f
io.opencensus	opencensus-exporter-trace-zipkin	0.19.2		942a3ef1db911bc58168ca5e56386c2d77217eab
io.opencensus	opencensus-exporter-trace-zipkin	0.20.0		0715007267cf1cea1ac62debae552ad16dc3959c
io.opencensus	opencensus-exporter-trace-zipkin	0.21.0		389cf7cd7ea690246e4e7a1d259cc41aeddceb04
io.opencensus	opencensus-exporter-trace-zipkin	0.22.0		163e8fc8be61c2b9d1fd782cbfb7947a5a14e745
io.opencensus	opencensus-exporter-trace-zipkin	0.22.1		c5e56ad70464e649a643b63c25be9fe6af7e0905
io.opencensus	opencensus-exporter-trace-zipkin	0.23.0		5b7b91f24fd212e60590958cb40ade34cec15eb6
io.opencensus	opencensus-exporter-trace-zipkin	0.24.0		48d60c25072bf43e0ad678a67f146b1984d567b7
io.opencensus	opencensus-exporter-trace-zipkin	0.25.0		6f2d17d9f1d86867f20a9d8a50750afaaf83eecf
io.opencensus	opencensus-exporter-trace-zipkin	0.26.0		e878c147253821225ac79ea90125b920200241ab
io.opencensus	opencensus-exporter-trace-zipkin	0.27.0		3cdeed518a3fbc683a21aa0e9c34241bd1b25e0f
io.opencensus	opencensus-exporter-trace-zipkin	0.27.1		3d2928c1be4c3f37fe8fa7fe8c6a99b983145890
io.opencensus	opencensus-exporter-trace-zipkin	0.28.0		1f989a55033b569366f6d86c9a77f6574254f7a0
io.opencensus	opencensus-exporter-trace-zipkin	0.28.1		c1d84627d4e75679d859d2dfa447956e9a513575
io.opencensus	opencensus-exporter-trace-zipkin	0.28.2		f3d69b1b736aaa7079cfad98d63a45bd8e39493b
io.opencensus	opencensus-exporter-trace-zipkin	0.28.3		7995c12ed4c069752616fe643c31fdca4e562de9
io.opencensus	opencensus-exporter-trace-zipkin	0.29.0		0e0216c774c8b228854495b21d798c4703ae7b1d
io.opencensus	opencensus-exporter-trace-zipkin	0.30.0		b61c50d8e7969230ffe7b56a8e0b3ce61521e72e
io.opencensus	opencensus-exporter-trace-zipkin	0.31.0		4c9281adc03e80cafca0f61d88d590ccbaacafe6
io.opencensus	opencensus-exporter-trace-zipkin	0.31.1		68fc3c7cbb3fa6fa1ad1fa8c68b7d3ee497607d6
io.opencensus	opencensus-exporter-trace-zipkin	0.8.0		e7117d3e5660a89f8d93193177709c5dbd010169
io.opencensus	opencensus-exporter-trace-zipkin	0.9.0		b46e6745b314fdc3c60ddec9fc865d4ed5036728
io.opencensus	opencensus-exporter-trace-zipkin	0.9.1		76b9e917bf92f5ee06a8ac72bd4b5fcf3045b8be
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.10		0d5161801c4dd22922739be4065340808e7d9d2b
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.3		b3aeae225e0333d669af1e0a8abe0c2eeb4afb94
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.4		8fb5f5ef759d52e10de683d2dd8fccc9f6ba2a41
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.5		590dd3c7f8477c6b1b8dce564e03bb608abade3e
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.6		0bf67d413173df197d1c0838c04f764ad9f6b1b7
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.7		fb901f0a8366dd94ecd0a54ba5b4dde9a31effa5
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.8		0e7bc4a7c918f7a973550cde1b50970747ab9238
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.5.9		7e52a9bbe62408a41294df1293c30e8bc56c4d29
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.6.0		bf7f71e4788d0c83625c86ef9ebb42df896c421f
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.6.1		cb41236be672fc8afa770a2c365f93b815684a00
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.6.2		4f7852bcd3a76141db1e88da9407cd79e6bcd4aa
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.6.3		167882b7c86f143ef69eb47fecf0bb7cc6db8405
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.7.0		18c924f224d8b2c8397493b4d32775a2bed0961f
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.7.1		a234c3976ba74b856a03ab21df4439b6dfe116af
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.7.2		a9f3630c766bac175d2c0d38f644019bf4a798ba
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.7.3		adab33b1d578732e2aa25fcbe781f908171337ce
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.8.0		424e041b164121a2a84a5777ed99ea4550f2f1ec
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.8.1		bd330d8ea5dbb1eaa08cf4accce0f7e7edda1bce
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.8.2		bc6a699dfb80d2b574d59d25b50e800ce8a45ecd
io.qtjambi	qtjambi-webenginequick-debuginfo-macos	6.8.3		d702dda34534b1c4d5ef92b7033488b54e0b4ab6
io.swagger	swagger-generator	2.1.1		N/A
io.swagger	swagger-generator	2.1.2		N/A
io.swagger	swagger-generator	2.1.3		N/A
io.swagger	swagger-generator	2.1.4		N/A
io.swagger	swagger-generator	2.1.5		N/A
io.swagger	swagger-generator	2.1.6		N/A
io.swagger	swagger-generator	2.2.0		N/A
io.swagger	swagger-generator	2.2.1		N/A
io.swagger	swagger-generator	2.2.2		N/A
io.swagger	swagger-generator	2.2.3		N/A
io.swagger	swagger-generator	2.3.0		N/A
io.swagger	swagger-generator	2.3.1		N/A
io.swagger	swagger-generator	2.4.0		N/A
io.swagger	swagger-generator	2.4.1		N/A
io.swagger	swagger-generator	2.4.10		N/A
io.swagger	swagger-generator	2.4.11		N/A
io.swagger	swagger-generator	2.4.12		N/A
io.swagger	swagger-generator	2.4.13		N/A
io.swagger	swagger-generator	2.4.14		N/A
io.swagger	swagger-generator	2.4.15		N/A
io.swagger	swagger-generator	2.4.16		N/A
io.swagger	swagger-generator	2.4.17		N/A
io.swagger	swagger-generator	2.4.18		N/A
io.swagger	swagger-generator	2.4.19		N/A
io.swagger	swagger-generator	2.4.2		N/A
io.swagger	swagger-generator	2.4.20		N/A
io.swagger	swagger-generator	2.4.21		N/A
io.swagger	swagger-generator	2.4.22		N/A
io.swagger	swagger-generator	2.4.23		N/A
io.swagger	swagger-generator	2.4.24		N/A
io.swagger	swagger-generator	2.4.25		N/A
io.swagger	swagger-generator	2.4.26		N/A
io.swagger	swagger-generator	2.4.27		N/A
io.swagger	swagger-generator	2.4.28		N/A
io.swagger	swagger-generator	2.4.29		N/A
io.swagger	swagger-generator	2.4.3		N/A
io.swagger	swagger-generator	2.4.30		N/A
io.swagger	swagger-generator	2.4.31		N/A
io.swagger	swagger-generator	2.4.32		N/A
io.swagger	swagger-generator	2.4.33		N/A
io.swagger	swagger-generator	2.4.34		N/A
io.swagger	swagger-generator	2.4.35		N/A
io.swagger	swagger-generator	2.4.36		N/A
io.swagger	swagger-generator	2.4.37		N/A
io.swagger	swagger-generator	2.4.38		N/A
io.swagger	swagger-generator	2.4.39		N/A
io.swagger	swagger-generator	2.4.4		N/A
io.swagger	swagger-generator	2.4.40		N/A
io.swagger	swagger-generator	2.4.41		N/A
io.swagger	swagger-generator	2.4.42		N/A
io.swagger	swagger-generator	2.4.43		N/A
io.swagger	swagger-generator	2.4.44		N/A
io.swagger	swagger-generator	2.4.5		N/A
io.swagger	swagger-generator	2.4.6		N/A
io.swagger	swagger-generator	2.4.7		N/A
io.swagger	swagger-generator	2.4.8		N/A
io.swagger	swagger-generator	2.4.9		N/A
io.swagger	swagger-generator	3.0.0-rc0		N/A
io.swagger	swagger-generator	3.0.0-rc1		N/A
me.chiranjeevikarthik.resp	RESP	1.0		6fb1c0cebfce94581e2897bc1df0a1083ec969ee
me.chiranjeevikarthik.resp	RESP	1.1		d372fb4003118ce316b1cb87bb4096d8aae36e58
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.2		90a59df270fc410e1b8f998f75f214e3d3a51e75
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.3		4830a00bce6c3d52250fbd70028592bfc1dc4230
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.4		4e4e9e9a7ed7061cb91547cfbd3350f52300237a
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.5		cebe223fe1e29ddbce2c4d56aaf012e5bcce6a03
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.6		d942216b9d56834286c593b16221ec2d2556d2ce
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.7		30c1a6041f871649100f57edd7a61d1065d64685
net.osgiliath.framework	net.osgiliath.features.karaf-features-common	0.1.8		4dc9929397a4fdc2c5e965450f8512826613f336
org.apache.shardingsphere	shardingsphere-sql-federation-executor-advanced	5.2.1		b7fa774303cd20e6f7b211e0da713313fa94068b
org.apache.shardingsphere	shardingsphere-sql-federation-executor-advanced	5.3.0		4facccd80c45992cb3277daedfaa89cc3ef67510
org.apache.shardingsphere	shardingsphere-sql-federation-executor-advanced	5.3.1		8036cfa323034b8e51be90efaed3e27f55af8420
org.apache.shardingsphere	shardingsphere-sql-federation-executor-advanced	5.3.2		b6186b79e10b04db149b4d55edde60b959a8ec30
org.codehaus.grepo	grepo-buildtools	1.0.0		f20388d42624059670d81e71a1d50571c8ff1999
org.codehaus.grepo	grepo-buildtools	1.1.0		a750b4bb8a2b091c9b9c9a3c239eb614bdec9f75
org.codehaus.grepo	grepo-buildtools	1.2.0		ff7f28946a440f02a76e5004d9ac508c11d9a4a9
org.codehaus.grepo	grepo-buildtools	1.3.0		40264243a19e22208a647961049d655be74844b0
org.codehaus.grepo	grepo-buildtools	1.4.0		75324056a483871e9cabacf147490ef328673538
org.codehaus.grepo	grepo-buildtools	1.5.0		f56fe1be1c781726a35e053c312c2713730b3d21
org.commonjava.auditquery	auditquery-parent	0.13.0		N/A
org.commonjava.auditquery	auditquery-parent	0.13.1		N/A
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.10.0.Final		6d354c6c61ebfeff7ce0f6b91f8620f8db02d6fc
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.11.0.Final		254b3aef5b153f682e60877387d313108b8a4632
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.7.0.Final		6ffd8185bcacddf67c1fb585a7465691411e26e6
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.8.0.Final		b4114961b6d11bd37a38eff9acaf2aa04d314c92
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.8.1.Final		90ec4de33feebd726aea7eb6915729b3cf34de40
org.hawkular.metrics	hawkular-metrics-rest-tests-jaxrs-1.1	0.9.0.Final		90585b2315eb48943b895f6ca8b26f458fcbfd9f
org.ikasan	ikasan-rest-module-client	3.0.0		f8759b7577471aa7e42274b583a22678db3632ba
org.ikasan	ikasan-rest-module-client	3.0.1		c3ce5f6b29d189c720ab8c894610f9111d054f57
org.ikasan	ikasan-rest-module-client	3.1.0		ba85a544d452a9fe962e3bb57613e280e0b32009
org.ikasan	ikasan-rest-module-client	3.1.0-beta		24f0438e47a0d73289c21bdc55bef1d8b4594656
org.ikasan	ikasan-rest-module-client	3.1.1		93867f342cee989d0d6da47c2cdb345b3b0333d6
org.ikasan	ikasan-rest-module-client	3.1.2		7aac7bae5c9a2760627bedfda7b6a6ddd5ce2559
org.ikasan	ikasan-rest-module-client	3.2.0		52a1f18e38e33a340d36a932058189f97f4364c7
org.ikasan	ikasan-rest-module-client	3.2.1		1c8d7e9b034c6fd336d9dc6a7e2048b0a590cd9c
org.ikasan	ikasan-rest-module-client	3.2.2		fb8587e96b25184a7c900ebb548f69a348d773f1
org.ikasan	ikasan-rest-module-client	3.2.3		aa8e8c850d77a2166aa69228acc0fde4b53c1e6c
org.ikasan	ikasan-rest-module-client	3.2.4		f95e7e6d28706320c21f8a5d91970ef8c2a43e69
org.ikasan	ikasan-rest-module-client	3.2.5		91ab09528a006a5ab9f9395c3591a62cd4c00358
org.ikasan	ikasan-rest-module-client	3.3.0		27a79e24266f393591ded85b232aefdf8143940a
org.ikasan	ikasan-rest-module-client	3.3.1		ce00730926803b986dc16e9e9b68fe27408c9672
org.ikasan	ikasan-rest-module-client	3.3.2		793ce70f6513f203636f38f73f32c17cfc302223
org.ikasan	ikasan-rest-module-client	3.3.3		ab4a79baa2eb2e69996f69a44575f933c7240f96
org.ikasan	ikasan-rest-module-client	3.3.4		27010f445e89013e8f5e8ab9e13b397784ac5aff
org.ikasan	ikasan-rest-module-client	3.3.5		5da7dac19b4a154b3a18a007730c83612dc4a057
org.ikasan	ikasan-rest-module-client	3.3.6		ae3a457530825e8493798b5b420c8c6e306d832e
org.ikasan	ikasan-rest-module-client	3.3.7		710ec20c2e3fb80cfda1ad3dfd42d36bd76a4d6c
org.ikasan	ikasan-rest-module-client	4.0.0		dc0ef9178865cd5ad54f37a4b775889b08d4be38
org.ikasan	ikasan-rest-module-client	4.0.1		72b104ea044f92a003a4d097b96bea13d13c0349
org.ikasan	ikasan-rest-module-client	4.0.2		ed4329d4228790481ba9e66ad017372958119bb3
org.ikasan	ikasan-rest-module-client	4.0.3		5e279388f9739b689b856ee6ea0d1520ee68671e
org.imixs.workflow	imixs-adapters-magento-ejb	1.6.2		bf97a3f05c37e61c515cb274eed8183aa30c2d14
org.imixs.workflow	imixs-adapters-magento-ejb	2.0.0		853c358053a4214f18562a593c997d3cdeb53de4
org.imixs.workflow	imixs-adapters-magento-ejb	2.0.1		d32281fb06445303194d3100c1e9f0ebc8b75432
org.imixs.workflow	imixs-adapters-magento-ejb	2.0.2		fa1615ed188deef16c46b28b202c47491f745203
org.imixs.workflow	imixs-adapters-magento-ejb	2.1.0		1b0b0a75aeda12c93148a357fa4e1a68cd3c626c
org.imixs.workflow	imixs-adapters-magento-ejb	2.1.1		e3f3e702201cf5fda026db20305cfc2a455eb69a
org.imixs.workflow	imixs-adapters-magento-ejb	2.2.0		5f5ab6d157d82fd9ce8bcd5c5f41507ec750ac5e
org.imixs.workflow	imixs-adapters-magento-ejb	2.2.1		30074d2730943b71c76ecbec85ce4dab9ba469fe
org.imixs.workflow	imixs-adapters-magento-ejb	2.2.2		776a7cb2ab352599adc011fa246693ec0200f1e7
org.intermine	intermine-pathquery	5.0.0		2fb68f80553dd8f3706f06a78f4ec30db33f5063
org.intermine	intermine-pathquery	5.0.1		a9bd1f1069523a9c90114255e109f5985dfa3124
org.intermine	intermine-pathquery	5.0.2		10a983c56e8f0e3a9b1bdc07431ee83b0a825675
org.intermine	intermine-pathquery	5.0.3		afc500cad3a0813339b081fa8760bc3c10e6e279
org.intermine	intermine-pathquery	5.0.4		624902b5aed13fc9fd0962a8339a154b072ff75d
org.intermine	intermine-pathquery	5.0.5		1cc3ef64e9b027f6d151007665f68a4e007c8c99
org.intermine	intermine-pathquery	5.0.6		d423a853092f2ac638b5d697ae5c67f3fe9c8f14
org.intermine	intermine-pathquery	5.0.7		61ea40e2381b147642d7ceb52d77b952247790e7
org.intermine	intermine-pathquery	5.0.8		1b32ce7bca58a9c5d879856b74b70ecd77b0f8e7
org.intermine	intermine-pathquery	5.1.0		c949e83d39a459239f47a9041c9ef7360420d2a3
org.kie.j2cl.tools.jsinterop	base	1.0.2		644e4db8b11f0cf763624ce29fdbb47e207e1c3f
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.1		e0df4c35516242af93ceb6e6b61d1bc3d44884e5
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.2		4d21672b6ffe8ff4e6b3c1a1bf95dd4c52b3191e
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.3		9002b92ea90fefe7d6ab8c3f1f9b243397f815ee
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.4		7fff2bf7519ec7fb5ff635d8c43c2f28ab658411
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.5		279807e0e4e88265351463b3d6dbc9b8d5a0204c
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.6		f38de6320fa2b9e7a634469a182592fbc39036be
org.mvnpm.at.stdlib	math-base-assert-is-integer	0.0.7		60e967f76bb3de197d40e034eca089d93eb57bba
org.mvnpm.at.zag-js	radio-group	0.77.1		a40fd74f0de4681a7ecc4da0fcf455f3f39a6258
org.oiue.services.odps.events	org.oiue.service.odp.event.dmo.mysql.selects	1.0.0		3fefb88f8bfa542f6c2637649219544275cae9c3
org.oiue.services.odps.events	org.oiue.service.odp.event.dmo.mysql.selects	1.0.1		ba149659a1f6f3ef642ef8a02a849303ce90a2b1
org.openani.mediamp	mediamp-vlc-loader	0.0.21		1e930b32393c42b81c0355696b7a95ef55717fa0
org.openani.mediamp	mediamp-vlc-loader	0.0.22		389fd15dcf36345b8d547b853bd5f4afa3f58f0d
org.openani.mediamp	mediamp-vlc-loader	0.0.23		8aa503d53b4754ee7c8164df93b830bde19ff95e
org.openani.mediamp	mediamp-vlc-loader	0.0.24		8c089d04456f3b894febaee4f8ecf90285774690
org.openani.mediamp	mediamp-vlc-loader	0.0.25		3795531604053809053f525519b1e809eecc6ef6
org.openani.mediamp	mediamp-vlc-loader	0.0.26		73dceb5ba375d45d20cc39063c5315c75230689c
org.opendaylight.iotdm	odl-iotdmcsitdist-rest	0.3.0-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-rest	0.3.1-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-rest	0.3.2-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-rest	0.3.3-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-rest	0.3.4-Carbon		N/A
org.openengsb.framework	openengsb-framework-root	2.0.0		N/A
org.openengsb.framework	openengsb-framework-root	2.0.1		N/A
org.openengsb.framework	openengsb-framework-root	2.0.2		N/A
org.openengsb.framework	openengsb-framework-root	2.0.3		N/A
org.openengsb.framework	openengsb-framework-root	2.0.4		N/A
org.openengsb.framework	openengsb-framework-root	2.1.0		N/A
org.openengsb.framework	openengsb-framework-root	2.1.1		N/A
org.openengsb.framework	openengsb-framework-root	2.1.2		N/A
org.openengsb.framework	openengsb-framework-root	2.2.0		N/A
org.openengsb.framework	openengsb-framework-root	2.2.1		N/A
org.openengsb.framework	openengsb-framework-root	2.2.2		N/A
org.openengsb.framework	openengsb-framework-root	2.3.0		N/A
org.openengsb.framework	openengsb-framework-root	2.3.1		N/A
org.openengsb.framework	openengsb-framework-root	2.3.2		N/A
org.openengsb.framework	openengsb-framework-root	2.4.0		N/A
org.openengsb.framework	openengsb-framework-root	2.4.1		N/A
org.openengsb.framework	openengsb-framework-root	2.4.2		N/A
org.openengsb.framework	openengsb-framework-root	2.4.3		N/A
org.openengsb.framework	openengsb-framework-root	2.4.4		N/A
org.openengsb.framework	openengsb-framework-root	2.4.5		N/A
org.openengsb.framework	openengsb-framework-root	2.5.0		N/A
org.openengsb.framework	openengsb-framework-root	2.5.1		N/A
org.springframework.cloud.fn	websocket-supplier	1.0.0		b533b8ec074695ed6dfb558e107afa7c7ba8c3e3
org.springframework.cloud.fn	websocket-supplier	1.0.1		f6ea07a3f3250622ebffd34a3b49873a78dc663e
org.springframework.cloud.fn	websocket-supplier	1.0.2		37575abb41fc238882ed3bc80eb10ea3bff048d9
org.springframework.cloud.fn	websocket-supplier	1.0.3		9cc9dc9bfeab06f81243226506d172cd6271b110
org.springframework.cloud.fn	websocket-supplier	1.1.0		1f8c257a8bace4b5b874475a64499a5446ca3b51
org.springframework.cloud.fn	websocket-supplier	1.1.1		406168ba1f03999e95149c5f3c76b8f708ef005a
org.springframework.cloud.fn	websocket-supplier	1.2.0		980ca4d1cb1dc3a69987ace6c5f3c9940f290498
org.springframework.cloud.fn	websocket-supplier	1.2.1		061375643ef2fb38f1ca9228bc9719c27a079e1a
org.springframework.cloud.fn	websocket-supplier	4.0.0		a03b4a1fe802517720ad34384601b6a6c7b00834
org.springframework.cloud.fn	websocket-supplier	4.0.1		e562912796438cab1a5a9bab2ff05a46a7ad22b3
org.teiid.connectors	connector-couchbase	10.0.0.Alpha2		da4b4f06c802473e37fcaf496ca95c36ada246b3
org.teiid.connectors	connector-couchbase	10.0.0.Beta1		8b4f84b3d9cb67067f965309dd35837cca2ce6f5
org.teiid.connectors	connector-couchbase	10.0.0.Beta2		2dff7105ca87ffc2ca5c9fd84e0ae3de0dc555b1
org.teiid.connectors	connector-couchbase	10.0.0.CR1		3f91df3ed7664c94c716dde47671563208668b4b
org.teiid.connectors	connector-couchbase	10.0.0.CR2		b6b757e2f7dcbe670f0e57c1769bab5fde81089d
org.teiid.connectors	connector-couchbase	10.0.0.Final		19d83ec679098ca6b57a37f1b3593bf2104bf160
org.teiid.connectors	connector-couchbase	10.0.1		b65b5ca987d6ab94854f368bcbea68d00cd6b820
org.teiid.connectors	connector-couchbase	10.0.2		37374e875202aa76cdab7db1090e061fff1b8e47
org.teiid.connectors	connector-couchbase	10.0.3		2c243a1c3057f06fbcddb675f9b332ada2e84a6e
org.teiid.connectors	connector-couchbase	10.0.4		b58ed9d9d599b1670019c0f7782bb1f088d6337c
org.teiid.connectors	connector-couchbase	10.0.5		f74462ab6d540291bbf53c885c977cc3dde8a044
org.teiid.connectors	connector-couchbase	10.1.0		118d6a0e3bd7c66e3d1d0c19a13c6161363f21b4
org.teiid.connectors	connector-couchbase	10.1.1		1440581d084b45b5b758be2670e91dafbc32de06
org.teiid.connectors	connector-couchbase	10.1.2		3083f5df54270a5fa8038238f026a87f2fb601e8
org.teiid.connectors	connector-couchbase	10.1.3		f2d2157d6970038e35cc7beefb64f5cf87503099
org.teiid.connectors	connector-couchbase	10.1.4		fbe60888556981f44097c4a793782e6c159f2c6f
org.teiid.connectors	connector-couchbase	10.2.0		4889e5c2d0bf90fe96fdc85a56e2859294b1afdf
org.teiid.connectors	connector-couchbase	10.2.1		4988869d1b54135f50f522647db38d01e801baf6
org.teiid.connectors	connector-couchbase	10.2.2		e664ecc02eadf00a5e390280b64abb8416aaab97
org.teiid.connectors	connector-couchbase	10.2.3		206cbf4b259ea79660f7531b0a12da3f0e781e9e
org.teiid.connectors	connector-couchbase	10.3.0		5957325b30c8358d87f5804ecce9f822b3c768db
org.teiid.connectors	connector-couchbase	10.3.1		21d8b51313d4a061c737b9ddc45ad4d90a13b3be
org.teiid.connectors	connector-couchbase	10.3.2		6e237a161bfacf64a6828acd536690f2a449e6a8
org.teiid.connectors	connector-couchbase	10.3.3		4f301f95f583d016abab4d14f07e083f12ed6ecf
org.teiid.connectors	connector-couchbase	10.3.4		b242a10e2d185bb53ffda8f8278526d68591291f
org.teiid.connectors	connector-couchbase	10.3.5		1466a3fa8b1cb3980ee7e0c8b01605130f4607fb
org.teiid.connectors	connector-couchbase	11.0.0		e6ae66ba51e7790110b9ef482a114d5cb5e21acc
org.teiid.connectors	connector-couchbase	11.0.1		e519c050e0c7b6ec689dadf3d506ffe87dc1da0a
org.teiid.connectors	connector-couchbase	11.0.2		d5ed5bc599ae3ad19f3c528edb63f21b0ff79268
org.teiid.connectors	connector-couchbase	11.0.3		ac3bfbe93394ccd5aa95ab9a9c4ddb9b15e6ffbf
org.teiid.connectors	connector-couchbase	11.1.0		1f5376beb8889831e09062ea640b2d78ff195d7b
org.teiid.connectors	connector-couchbase	11.1.1		4367033e4ceec3336973e5f74902ec69cf878225
org.teiid.connectors	connector-couchbase	11.1.2		a9d23b70cae9c8d9cedbe83204913c60b02c8f22
org.teiid.connectors	connector-couchbase	11.2.0		854c36ed323db782866e93985b5a5bd0b6994a6f
org.teiid.connectors	connector-couchbase	11.2.1		5ba809a55d4bdc467bd90206017c0b7df58176d7
org.teiid.connectors	connector-couchbase	11.2.2		82180a5afa06d11824d63af081ec8d4d56257fe5
org.teiid.connectors	connector-couchbase	11.2.3		33fa76a8583ec0b4755a35104ecff8705925e4aa
org.tinygroup	org.tinygroup.ui.codemirror	2.1.1		2c5699cf74f1967f43063ad1e1e93ab4e7302f7d
org.tinygroup	org.tinygroup.ui.codemirror	2.2.0		647eadac8529c2a2e06cf035575b9cf5ed9d9814
org.tinygroup	org.tinygroup.ui.codemirror	2.2.3		dc190139c3798293095abfbc3578dc531fda875c
org.tinygroup	org.tinygroup.ui.codemirror	2.2.4		f45c133b4421f1dfbfedf37591cdeebb7de7a659
org.tinygroup	org.tinygroup.ui.codemirror	2.2.5		9e49ba6a680e3876fe8bf07e64e436d0e5e295a9
org.tinygroup	org.tinygroup.ui.codemirror	2.2.6		007f214b782f4c586624ccf40eff34fd5a61809d
org.tinygroup	org.tinygroup.ui.codemirror	2.3.0		dfe5f84dc3b7b899978fc3fd634f498ff1fcb2ac
org.tinygroup	org.tinygroup.ui.codemirror	2.3.1		ac54905aee92161f6a966473df75a2cc4267c5c8
org.tinygroup	org.tinygroup.ui.codemirror	2.3.2		9da8ed5beed1a20e8bb3aea9953e96dd88af1e1e
org.tinygroup	org.tinygroup.ui.codemirror	2.3.3		6d61f2615b974545c7291cc816d2100aa8a981ab
org.tinygroup	org.tinygroup.ui.codemirror	2.3.4		a5357ba813f65ce4e6b1887366c37c5c08412e6c
org.tinygroup	org.tinygroup.ui.codemirror	2.3.5		abbf967ea87c7531568e224e39044ebe1053a65c
org.tinygroup	org.tinygroup.ui.codemirror	3.0.0		eb33d6ba38c9e6f65a00b8624850b0ef6e510d6d
org.tinygroup	org.tinygroup.ui.codemirror	3.0.1		8c9ab390d6f728ae224ba21d641d3c76d2841ad9
org.tinygroup	org.tinygroup.ui.codemirror	3.0.2		58aa0dbcc1825679a612e57bc7c0c8b6a185287d
org.tinygroup	org.tinygroup.ui.codemirror	3.0.3		5df273421c0afa6d371a4b7ae2272094d51d9b18
org.tinygroup	org.tinygroup.ui.codemirror	3.0.4		26e3960e45bf870ac9523b9f1317c6d17a268f18
org.tinygroup	org.tinygroup.ui.codemirror	3.0.5		a1f91da19dc94f72bfa889fc93518eba02de247d
org.tinygroup	org.tinygroup.ui.codemirror	3.1.0		feb38a7ea5cd13a111e9ffbb0f98d813e9587627
org.tinygroup	org.tinygroup.ui.codemirror	3.1.1		4e4d9de506582f53d8446febfb2273e55897a4da
org.tinygroup	org.tinygroup.ui.codemirror	3.2.0		d425832ec555eebc844c84db66a2101b74fe4590
org.tinygroup	org.tinygroup.ui.codemirror	3.3.0		843a76fab07030f3ea015e10aee17a05207947b7
org.tinygroup	org.tinygroup.ui.codemirror	3.3.1		d4ac56b50f6b8cab301171b1572680e20a072492
org.tinygroup	org.tinygroup.ui.codemirror	3.3.2		b1011200ab5bc7a8e1f47238a264da80fa54f4e6
org.tinygroup	org.tinygroup.ui.codemirror	3.3.3		bf41d1a2ea413af5d795fa5f1a7a95a375e03694
org.tinygroup	org.tinygroup.ui.codemirror	3.3.4		2f43522508c62f4db4db6770de700ec09ef0ad84
org.tinygroup	org.tinygroup.ui.codemirror	3.3.8		9fd2c5b540dd10474df25969f424638bc8a6e4ca
org.webjars.bowergithub.firebaseextended	polymerfire	0.10.4		a0af0ec72e387dd2b1e6617e8c104df0b20f2e26
org.webjars.bowergithub.firebaseextended	polymerfire	2.2.1		d3fbe9078d35c0a8091caabca7300eec3e31861b
org.webjars.npm	aws4	1.10.0		c8ee240b50a41a4c5369a456c6dc010a49fb8b1b
org.webjars.npm	aws4	1.10.1		783179ab08db87ba26bf7559a1f937814a2ec2be
