ai.latta	core	1.0		6d8fdab0563e534b6373cc9eca3dba0dd5b6f4b1
io.github.vigoo	zio-aws-wafregional_2.12	3.16.90.1		cce1ebeb97e56230b9117134ec1402f0f498aaf3
io.github.vigoo	zio-aws-wafregional_2.12	3.16.91.1		2a0d01704c6640e2dea57a185351e3dc9d4cdd3e
io.github.vigoo	zio-aws-wafregional_2.12	3.16.92.1		c6b644d091867c13911519e1f5b2c86c901001e1
io.github.vigoo	zio-aws-wafregional_2.12	3.16.92.2		bec3cba954b245319bdfd88cd6e7683f06694ae9
io.github.vigoo	zio-aws-wafregional_2.12	3.16.94.1		46a2fb03bcaabd521de774a1b70ba346acb9b3a5
io.github.vigoo	zio-aws-wafregional_2.12	3.16.95.1		d6a193dad540a6804ae3d81925796d5fe8c373e2
io.github.vigoo	zio-aws-wafregional_2.12	3.16.95.2		5dcb6fa1c9bef417d25b71e2df744c72f0719b3c
io.github.vigoo	zio-aws-wafregional_2.12	3.16.96.1		95584817df6cccf8affc96be9f4c6af58d086528
io.github.vigoo	zio-aws-wafregional_2.12	3.16.97.1		a27c38cc1f9fd155b1db0ece287f2aabba788afe
io.github.vigoo	zio-aws-wafregional_2.12	3.16.97.2		ca05b04f3d22c4b0a4c6398938d86b3926b59876
io.github.vigoo	zio-aws-wafregional_2.12	3.16.97.3		30b8113a7a1d5ff92e4102e066c52e6572c839de
io.github.vigoo	zio-aws-wafregional_2.12	3.16.99.1		9354bb148b3a3aae15462fa40e2785977e7a3d39
io.github.vigoo	zio-aws-wafregional_2.12	3.17.1.1		ac51184221a1a37637068a6384ef492c60f1193f
io.github.vigoo	zio-aws-wafregional_2.12	3.17.100.1		8fdd355ac9c663ed888f5fb7ff618e689a5107d7
io.github.vigoo	zio-aws-wafregional_2.12	3.17.100.3		9d443afead63f4edbbb650096c64c40f7cc7183a
io.github.vigoo	zio-aws-wafregional_2.12	3.17.101.1		bbfcae64881ae7eb3be54903f5a1a272a9e73c17
io.github.vigoo	zio-aws-wafregional_2.12	3.17.102.4		e26f30842cc75d7325af9cd85eec5d18bdb10714
io.github.vigoo	zio-aws-wafregional_2.12	3.17.102.5		b73bfb444a6f134aabf30a81bf6194bc2a2bd011
io.github.vigoo	zio-aws-wafregional_2.12	3.17.102.6		82e8e9208d4986b26d3e0ee83b7ee77014ec3992
io.github.vigoo	zio-aws-wafregional_2.12	3.17.103.1		d1d5c57d5cc00f17322a7bddffbf049d469e3dde
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.1		8c6788aa0a7352fe05ea0374ed5f2d6d46a10c9e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.2		80a8aefdaf50152ae0267514c9e27e0a4640b758
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.3		0f28283e804ef69fe78b7bba8788f7051256bfcd
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.4		0073f37a945ffbbd4f6836cde43a8337b30ff5f9
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.5		5a3c4a128c2a6a564957c70b48d3ed3b8a274865
io.github.vigoo	zio-aws-wafregional_2.12	3.17.104.7		126a21b5f38d841a99f22b9dc8f8e8999275feeb
io.github.vigoo	zio-aws-wafregional_2.12	3.17.11.1		42e50521eb7c01875d0ed9d6f4456299622ac6b7
io.github.vigoo	zio-aws-wafregional_2.12	3.17.12.1		772ef9541c7740992bacdb758087ddeee5d85fff
io.github.vigoo	zio-aws-wafregional_2.12	3.17.12.2		550be86933dc18a2581771384a51e281bed26bd2
io.github.vigoo	zio-aws-wafregional_2.12	3.17.12.3		1a0352adf39a12db37831150834bde4dfc7ab63a
io.github.vigoo	zio-aws-wafregional_2.12	3.17.19.1		80260f7511228e95a3f0697337778b310c179af9
io.github.vigoo	zio-aws-wafregional_2.12	3.17.2.1		81504963bc566ab00a6fcc5c0ef461829ecabb6d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.20.1		7f69c68ab67c6bcbb9738869249d7e9bb8fac842
io.github.vigoo	zio-aws-wafregional_2.12	3.17.21.1		51f08a3ee114d0c49e4f0020b328761d2c6e684c
io.github.vigoo	zio-aws-wafregional_2.12	3.17.21.2		ba19ee16e892be4f5d48b0fda768352bd2666256
io.github.vigoo	zio-aws-wafregional_2.12	3.17.22.1		406aadd4658ba9f5f44ee6ca2e4d822e1e40b021
io.github.vigoo	zio-aws-wafregional_2.12	3.17.23.1		26d8155488d36e66ada4559f3e39999b2bc20ca7
io.github.vigoo	zio-aws-wafregional_2.12	3.17.24.1		2385d235fed12997d9b0a947e5623cf837d65c48
io.github.vigoo	zio-aws-wafregional_2.12	3.17.24.2		49fd09cf72b0058235e72b3425b169ff6a8c854e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.25.1		55f832455e9d161f296612ed80455c74dabfb2f5
io.github.vigoo	zio-aws-wafregional_2.12	3.17.26.1		3bdf014738389deb4dbda057473a71c2b104a77d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.26.2		2895683e6644a6e22cd675ee48d5ff90e06a0667
io.github.vigoo	zio-aws-wafregional_2.12	3.17.27.1		75b1531aeadab5fa8dd503600fa8d2bb88f89ea6
io.github.vigoo	zio-aws-wafregional_2.12	3.17.27.2		de92d05c5611f47a105aa180fb8b0d423e8cf8ae
io.github.vigoo	zio-aws-wafregional_2.12	3.17.29.1		3edeeb617bd7a8d6983b4b0fe12aa36b350386f6
io.github.vigoo	zio-aws-wafregional_2.12	3.17.30.1		dd4d3f0a647c4ee372ed3d640f7cece8440aa354
io.github.vigoo	zio-aws-wafregional_2.12	3.17.31.1		3b121e61aa25e358915067439cca40801e7a44cc
io.github.vigoo	zio-aws-wafregional_2.12	3.17.31.2		53c8e6d0c6da560c596c512210776b12fdb20421
io.github.vigoo	zio-aws-wafregional_2.12	3.17.33.1		170127948846bf31878c8ba29dcd4558c5ecc610
io.github.vigoo	zio-aws-wafregional_2.12	3.17.34.1		c359ba943ac455432ae39d350f4cf01443ef66d6
io.github.vigoo	zio-aws-wafregional_2.12	3.17.35.1		fbbf9242defd78c7181e5eb8da5bbefbcdafcd1e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.36.1		b2cacb8927e9b05ba5d5c605f776e9dc311d8ccf
io.github.vigoo	zio-aws-wafregional_2.12	3.17.37.1		1e91ae7a23beab5f695fad16863cb10cfcf7331d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.38.1		fa42d7cc013181ee22f0df4a91a1b8eb1edf2e8e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.39.1		206f749cd51f039033085de961775a4e5c5eb53f
io.github.vigoo	zio-aws-wafregional_2.12	3.17.40.1		0a40e8983f138a9043a5d91fe0aeba59e649de2d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.41.1		9a288c06904e7c97de5dc1700e31ce582f471baa
io.github.vigoo	zio-aws-wafregional_2.12	3.17.41.2		1f3e4bec7cad262b927512a13190e67bad70fd72
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.1		b44e04efe38230429bc7f0e98799993149c5e006
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.2		62cf8aac63cd88cf32c08cfc08f084c8aa1c3e37
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.3		abfccfb7d813d00ef3116affef0a23b8b17acc22
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.4		0f829223975865831d6ae661dc120dad82cd07ee
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.5		af13c04fd1dc690a1966ed489633d32b0b2c564b
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.6		fb23e36b47141f33485a8e8e350a79c8e8e994a9
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.7		7e930e0ffdb8cea1feb7f4fe0b98650746c2f9f8
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.8		f268b95361fb200c1b620c5e0b26c8a771b511bd
io.github.vigoo	zio-aws-wafregional_2.12	3.17.42.9		e91849105b3be49eba9626bfd8ba9552de9df951
io.github.vigoo	zio-aws-wafregional_2.12	3.17.5.1		7948735d8c7e4701bf531e17d70777ee8670c1aa
io.github.vigoo	zio-aws-wafregional_2.12	3.17.56.1		b1a3f8b9c18c0531fcce965de9ba8fbf6a9b2bf9
io.github.vigoo	zio-aws-wafregional_2.12	3.17.57.1		cac08813baf53c8301c751120f3fdd2788f1901e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.57.2		aca5e1f8b442a39bac06c4c1c4e8211a6ca41146
io.github.vigoo	zio-aws-wafregional_2.12	3.17.58.1		474d7fdd9daa9825183c4ae1e64375c76c18607e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.59.1		d297d011e04855d4a8d1583a5de90cfa14a50893
io.github.vigoo	zio-aws-wafregional_2.12	3.17.61.1		94f5e26b022272680bff7cd9f560b80f178783df
io.github.vigoo	zio-aws-wafregional_2.12	3.17.61.2		8de64418476bd4c1b7d1edc739954db336a616a4
io.github.vigoo	zio-aws-wafregional_2.12	3.17.62.1		c5da087666797f29cd74bfbe7efd7b25b1a516a8
io.github.vigoo	zio-aws-wafregional_2.12	3.17.63.1		959b5300ec85b571e12185102ea6496ec023281c
io.github.vigoo	zio-aws-wafregional_2.12	3.17.63.2		f4587a9798ff828610c52db7e3d34ba695787a17
io.github.vigoo	zio-aws-wafregional_2.12	3.17.64.1		9654bf19e50a80510fbc6f4f6101e4dd6e7504e3
io.github.vigoo	zio-aws-wafregional_2.12	3.17.65.1		c63f8c80495ec67fa66afcb9f6a4fe489256849a
io.github.vigoo	zio-aws-wafregional_2.12	3.17.68.1		f6f5c4c6a76a19139a5b76ff41d8a5d29e360a77
io.github.vigoo	zio-aws-wafregional_2.12	3.17.70.1		7d34d0856b0168fb5a4b599790ae6c728fd9b237
io.github.vigoo	zio-aws-wafregional_2.12	3.17.71.1		7d6ef7bc090f9f803ae3a0d2f768e19d620d4db8
io.github.vigoo	zio-aws-wafregional_2.12	3.17.71.2		3163faa7394e8f75a3fa61828ee9e1df8c9dd913
io.github.vigoo	zio-aws-wafregional_2.12	3.17.71.3		d33359b990751a14dd374f5e139b8e22dbd78042
io.github.vigoo	zio-aws-wafregional_2.12	3.17.74.1		175caec117441f13f49df4cdd035d0172277699b
io.github.vigoo	zio-aws-wafregional_2.12	3.17.75.1		93354fb2951c06c3de8193aa8295bc47f7d66879
io.github.vigoo	zio-aws-wafregional_2.12	3.17.76.1		765c75c306bed86e86f8f9e1ce4f7f98680d6626
io.github.vigoo	zio-aws-wafregional_2.12	3.17.77.1		399aacbb56413c35993851d67f5260adef377bd7
io.github.vigoo	zio-aws-wafregional_2.12	3.17.78.1		205acf2b332cf04a818224c011cfe460e1557f70
io.github.vigoo	zio-aws-wafregional_2.12	3.17.79.1		769b2082a355fb21ffd9a2cdb09bb63cdf0b3fcd
io.github.vigoo	zio-aws-wafregional_2.12	3.17.8.1		9c3ac51b353cb2c5e0d5696e6793c4ff71b7a10a
io.github.vigoo	zio-aws-wafregional_2.12	3.17.8.2		34f002b99c6f035d0d1bfcc5377bbe7327cafe9d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.8.3		f15f6607da9aba31c508acda4508e1833ec306f1
io.github.vigoo	zio-aws-wafregional_2.12	3.17.8.4		69fd36f0373d415b9231e1e9d4f2216f42040000
io.github.vigoo	zio-aws-wafregional_2.12	3.17.8.5		5b1df854afa58833de857c6dc39d71530b88f050
io.github.vigoo	zio-aws-wafregional_2.12	3.17.80.1		c2f51f7e124c75d4a950dd2b3887dc134a66721e
io.github.vigoo	zio-aws-wafregional_2.12	3.17.81.1		ffb7e927da8e7bca2c53321ad1e15290c27b3eef
io.github.vigoo	zio-aws-wafregional_2.12	3.17.87.2		f4c49af82dc16f87db8b51bb4f5bd0d62f38db26
io.github.vigoo	zio-aws-wafregional_2.12	3.17.88.1		2d66895e880e5a3a3cac758b992a424d3e393eee
io.github.vigoo	zio-aws-wafregional_2.12	3.17.9.1		8479222d9c2f66784ff3f78e9205245077ddb492
io.github.vigoo	zio-aws-wafregional_2.12	3.17.90.1		e860ded151c2f28232ac5e3314308c258fe72477
io.github.vigoo	zio-aws-wafregional_2.12	3.17.94.1		99badbbedb2d66f2d254eab1c6e624b6b6572926
io.github.vigoo	zio-aws-wafregional_2.12	3.17.94.2		0e5de4efe8210ec8ce9302ed4a80a92ce0a0b12d
io.github.vigoo	zio-aws-wafregional_2.12	3.17.97.1		441c73e4455077855b62a317a03a28642b2031b4
io.github.vigoo	zio-aws-wafregional_2.12	3.17.98.1		ae074fd1d7d84be17bdcf2cafdcc43fd683c2b75
io.github.vigoo	zio-aws-wafregional_2.12	3.17.99.1		93c45459549ea583eb3bbaf3e9b790487b0ea71f
io.github.vigoo	zio-aws-wafregional_2.12	4.0.2		7a4147e297b4514efe22b9fb1a9f31f60a8366be
io.github.vigoo	zio-aws-wafregional_2.12	4.0.4		7ea38f45ae9d47202831153181e21cc8862e4f3a
io.github.vigoo	zio-aws-wafregional_2.12	4.0.5		a643d96e40c9efc4328909c7226488dd304a54e3
io.github.vigoo	zio-aws-wafregional_2.12	4.17.104.1		96044f534390c9f6fa924d067e3e8abd1817f451
io.github.vigoo	zio-aws-wafregional_2.12	4.17.104.2		aadb81dcefa2fd7330dd407ef09baae3fb2ea289
io.github.vigoo	zio-aws-wafregional_2.12	4.17.280.4		908a76276037d964044239077ddc6d9869670c81
io.github.zhangzih4n	serialization-watchosarm32	0.1.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.1.0	metadata	9753a01f6a87e65e05821d9518b47c7de0b04bc0
io.github.zhangzih4n	serialization-watchosarm32	0.1.1		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.1.1	metadata	e1eebd9eff05813774ead64f14f1b57a1d4f11c6
io.github.zhangzih4n	serialization-watchosarm32	0.10.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.10.0	metadata	668c498114f3a1f8aaf4bb71c39c865942c1154d
io.github.zhangzih4n	serialization-watchosarm32	0.3.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.3.0	metadata	de14bb9957cd13b733d21d35b278175ed541b7e8
io.github.zhangzih4n	serialization-watchosarm32	0.4.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.4.0	metadata	c38510fad58b06049b765f127ce779a316cb9b96
io.github.zhangzih4n	serialization-watchosarm32	0.5.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.5.0	metadata	d33f7ceb6791f80d47b15ba0e2044ca269a75989
io.github.zhangzih4n	serialization-watchosarm32	0.6.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.6.0	metadata	b4f960496263d76deccc66c2f7e8a0dd9c947a98
io.github.zhangzih4n	serialization-watchosarm32	0.7.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.7.0	metadata	a352044142f3718dba3c83391f39d634c36f73df
io.github.zhangzih4n	serialization-watchosarm32	0.7.1		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.7.1	metadata	0da9d4cb609a8275a9c7b32627410e74f2225c0e
io.github.zhangzih4n	serialization-watchosarm32	0.7.2		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.7.2	metadata	b42af048a3167beab830c2ac3f0419ec4cad3e91
io.github.zhangzih4n	serialization-watchosarm32	0.7.3		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.7.3	metadata	96043048df2bcd867e4ac4ac70af81a3b6ca70d3
io.github.zhangzih4n	serialization-watchosarm32	0.8.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.8.0	metadata	53bd532d248f542331af44e79ec66af4629bb81d
io.github.zhangzih4n	serialization-watchosarm32	0.9.0		N/A
io.github.zhangzih4n	serialization-watchosarm32	0.9.0	metadata	06ee4f0b48088f2d4ce63751995a33883fff40a8
io.konig	konig-gcp-deployment-manager	1.12.0		e65d7a3b11c0cd6326de70518fddad0c9f618f37
io.konig	konig-gcp-deployment-manager	2.0.0		efdfb955631fef4f04052576502fb11118b7641e
io.konig	konig-gcp-deployment-manager	2.1.0		fe06b645d029210ff336248a2539d29c6a4f72e8
io.konig	konig-gcp-deployment-manager	2.11.0		a3564ca7cd3af76791b1143edfe937a8e2150a04
io.konig	konig-gcp-deployment-manager	2.2.0		87eaef8c7df05e9e4be7fca135a6c612b4c4b8fa
io.konig	konig-gcp-deployment-manager	2.3.0		94f9b5018cad4ac68799fc3b922512188422b122
io.konig	konig-gcp-deployment-manager	2.4.0		3c5866106af9bbbce257a0dc75bd1788f068e5f9
io.konig	konig-gcp-deployment-manager	2.5.0		9ac049373074ea0e4a38e23b50dec138ddadff93
io.konig	konig-gcp-deployment-manager	2.6.0		f2410bc8fc4ccfa932d2a1fce0407df5b95ae2e5
io.konig	konig-gcp-deployment-manager	2.7.0		e10217de0415780f61fac0b1285be612454031dc
io.konig	konig-gcp-deployment-manager	2.8.0		8a75b021e893c28c8c1e95fe9ae842e723c97b95
io.leego	unique-core	0.0.1		45c3436f50f2d9443fa237144d8b030b364facba
io.leego	unique-core	0.1.0		cf927f9e05cb7c82d02d8e06393e36d88a11a763
io.quarkus	quarkus-devtools-common-core	0.11.0		3cf214957547e208722a56145a204f5528b505dc
io.quarkus	quarkus-devtools-common-core	0.12.0		e70c01d8ee06b9a545a8dab4cf463bd940ce27b2
io.quarkus	quarkus-devtools-common-core	0.13.0		82bb6fe39879e4afa84e02f15a7a087af33384a6
io.quarkus	quarkus-devtools-common-core	0.13.1		6c9f2e8e37f9866103f96ffa3a0440c2cad8d707
io.quarkus	quarkus-devtools-common-core	0.13.2		30fd7bd8905901e8f4e115015a00b7aaef63b018
io.quarkus	quarkus-devtools-common-core	0.13.3		7244881d1a4b665ac722f1c9d261fa2c841f7943
io.quarkus	quarkus-devtools-common-core	0.14.0		35ff3f4efad16a7b59c445dd648c6be3acb82caa
io.quarkus	quarkus-devtools-common-core	0.15.0		73db24d48cd9d1da6ab3ec4c0dd5b19270f9abf1
io.quarkus	quarkus-devtools-common-core	0.16.0		4f9c6c194225f8606ae8cbe8d8148b66d8c38bd9
io.quarkus	quarkus-devtools-common-core	0.16.1		528cff0abb25166682acffe4fe90082424720080
io.quarkus	quarkus-devtools-common-core	0.17.0		2a5c990e05dad5d646b4d282317a9b39e4362d2b
io.quarkus	quarkus-devtools-common-core	0.18.0		591cbffdfdf4417338184b260c6343a9207ffd98
io.quarkus	quarkus-devtools-common-core	0.19.0		a2368fcb2128b4f40d4122f1d78cb13ffe2cb585
io.quarkus	quarkus-devtools-common-core	0.19.1		20d16378061e99bd31daa01c4c97fa886c6021b5
io.quarkus	quarkus-devtools-common-core	0.20.0		a60400baa789a9b20b290095416b47abd807a04c
io.quarkus	quarkus-devtools-common-core	0.21.0		8a4ccdc2dd9bffcd4fc97322a9f677f9e7d5b50e
io.quarkus	quarkus-devtools-common-core	0.21.1		3a25db86f2e295275a899c5448cd1a1cb2e68cac
io.quarkus	quarkus-devtools-common-core	0.21.2		3a37ce3fc65c248206eb3a4ef93ac2f8c05b71f0
io.quarkus	quarkus-devtools-common-core	0.22.0		8318ca8e07acdd8b2e2ea348b8d600ba9ba0a6c8
io.quarkus	quarkus-devtools-common-core	0.23.0		f645df8771ca835d108cdb3dd1a2f13e94b4dcdb
io.quarkus	quarkus-devtools-common-core	0.23.1		7b61c175170f6118730aca8f9b231425be082476
io.quarkus	quarkus-devtools-common-core	0.23.2		0c83c8c81237b286b32abb67bc683bf1a3cf4fa0
io.quarkus	quarkus-devtools-common-core	0.24.0		323069c809cd4d95df8d76c2cbe2f0982fbb589f
io.quarkus	quarkus-devtools-common-core	0.25.0		4f6c9736452b86adaa12f0841732d94a0a2a8f6e
io.rsocket.kotlin	rsocket-transport-ktor-client-tvosArm64	0.13.1		N/A
io.rsocket.kotlin	rsocket-transport-ktor-client-tvosArm64	0.13.1	metadata	0270fa149d0eb1a289c641ab66fea344baeb3049
io.rsocket.kotlin	rsocket-transport-ktor-client-tvosArm64	0.14.3		N/A
io.rsocket.kotlin	rsocket-transport-ktor-client-tvosArm64	0.14.3	metadata	d53f93339e783c9ee28f1841f301fa3f22e7ab4b
io.sugo.android	sugo-android-sdk-heatmap	2.7.8		N/A
io.sugo.android	sugo-android-sdk-heatmap	2.7.9		N/A
io.sugo.android	sugo-android-sdk-heatmap	2.8.0		N/A
io.sugo.android	sugo-android-sdk-heatmap	2.8.5		N/A
io.sugo.android	sugo-android-sdk-heatmap	2.8.6		N/A
io.syndesis.connector	connector-salesforce-create	1.3.0-20180301		f90e994940caa54bd98c0bef11569376a15edd81
io.syndesis.connector	connector-salesforce-create	1.3.0-20180302		cf7331e60e792194b304ef22b87d7b6101165e93
io.syndesis.connector	connector-salesforce-create	1.3.0-20180303		8ca3348330e24cf7180123a097aa28bb1397c9d4
io.syndesis.connector	connector-salesforce-create	1.3.0-20180304		6b78c64202a7a1840309abf766d5f546cf9119df
io.syndesis.connector	connector-salesforce-create	1.3.0-20180306		51bbe89c1a8691411d6c45b504874711de4ff6c9
io.syndesis.connector	connector-salesforce-create	1.3.0-20180307		7ca27c04dece80827348c56c5eeaa3004eba826a
it.maicol07.spraypaintkt	koin-integration-iosarm64	0.1.0		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	0.1.0	metadata	cedfe8c9cb9c803b5e08842cbfc5f3e25248ff37
it.maicol07.spraypaintkt	koin-integration-iosarm64	0.2.0		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	0.2.0	metadata	4c708b7549fbbbadb65d8d134928a834e79a3995
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0	metadata	4bea29c16c37503791c55e956d3d426503c48f5c
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc1		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc1	metadata	cb3f9257efc66f49959ac2cf7730ca1ee39299a9
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc2		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc2	metadata	a17747aabf76b03e7f77ff19ad2afdd279130486
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc3		N/A
it.maicol07.spraypaintkt	koin-integration-iosarm64	1.0.0-rc3	metadata	f8cbbcbbec03d5d23a261c2f1e320672e3792152
john-test	batik-rasterizer	1.5		b1712a29ab260350db5cd522381b46064da65060
john-test	batik-rasterizer	1.6		1ac6b05f8b7b92a26f3ca6430cba646fc522f625
john-test	batik-rasterizer	ext		aa0b99b7bc8c3aa8ac92b03d037e48c28495c38c
net.accelbyte.sdk	module-csm	0.2.0		13d8d0b337f462bc563d2a6d7647f300b987f5d3
net.accelbyte.sdk	module-csm	0.3.0		2defd781a27b84d613d1dfc1e8a7fc31ddc6b660
net.accelbyte.sdk	module-csm	0.4.0		96b78467e1fde45263c881af96c417c94a121f8e
net.accelbyte.sdk	module-csm	0.5.0		e93e1ae75f6ddf2554e3d01112d7c5e0fc8b5c4c
net.liftmodules	widgets_3.2_2.11	1.6.0		a186587e36b3fc46e27de981f625c90029a710b6
net.playq	tk-launcher-core_2.13	0.1.0		8e9744de7a18454f34a340ea127e051ed70c6af9
net.playq	tk-launcher-core_2.13	1.1.0		c96cdde55abd4d586e455b2ae5be34790f139f59
net.playq	tk-launcher-core_2.13	1.1.1		879fbf92b2be59913b013f5ae0ec84a1dd238f50
net.playq	tk-launcher-core_2.13	1.1.2		5aba77828e6f1b14415b45240f7ab03401b71101
net.playq	tk-launcher-core_2.13	1.1.3		80d18710ecf0eafb4f1f379494e306953aefc7cc
net.playq	tk-launcher-core_2.13	1.1.4		a2e3e958f0f5e39fbbe08c452ea819d3764db385
net.playq	tk-launcher-core_2.13	1.1.5		2b718eb9440dda23f06343885a0326c6f05dbbdc
net.playq	tk-launcher-core_2.13	1.1.6		4f667bf5159ddc327d1460a02faa533a6c0a83a1
net.playq	tk-launcher-core_2.13	1.1.7		8161f9999f41188863ebaa425ab71b5e78296868
no.difi.vefa	peppol-common	0.9.3		a76fd05d6df58da7c90cdcc9d4425a1169c2e3f0
no.difi.vefa	peppol-common	0.9.4		cd1f2b92e7a10b262958830cf7d71f00561a9db7
no.difi.vefa	peppol-common	0.9.5		dde1de3d1f0b18f6b3125b8f493456bb7eb79a92
no.difi.vefa	peppol-common	0.9.6		45fc2428ffdc2a24e2f0c3b6d3ad7e165ee62535
no.difi.vefa	peppol-common	0.9.7		6f77472c4db870b0082b05ae2b88af7afa32607e
no.difi.vefa	peppol-common	0.9.8		2f1cdadea98f62a3b1eec127a2a8902ad543a380
no.difi.vefa	peppol-common	0.9.9		764781fe21aa236c35d3c283924cbdad0564ba40
no.difi.vefa	peppol-common	1.0.0		0d190d47985a568062d2fdc8b9101c4c56df6914
no.difi.vefa	peppol-common	1.0.1		447780277fbe13acf2b99a6be2174ac1a407f73c
no.difi.vefa	peppol-common	1.0.2		853dab51493507190e2de5ca7ca6fb5b679604af
no.difi.vefa	peppol-common	1.0.3		ab61a6dd2cede5bb098ed8f86563330bea125a53
no.difi.vefa	peppol-common	1.0.4		711d0ffe3c731fb55444ca511bdbe3c4d70e9ba5
no.difi.vefa	peppol-common	1.1.0		050b1a55a04e116122c17a06278c18cccfb8ee2e
no.difi.vefa	peppol-common	1.1.1		636ee22c1ce081b233787333ddc123ce67d0cf0d
no.difi.vefa	peppol-common	1.1.2		dbdfa7ae04ee8927e3045faf4f9d30218640af4e
no.difi.vefa	peppol-common	1.1.3		1ebcff7ce9d5789de6a9dacbf6283018308c3e6d
no.difi.vefa	peppol-common	1.1.4		26dc5a438dc114c0f16cea15e951c2babfac8ff1
org.apache.aries.application	org.apache.aries.application.converters	0.1-incubating		0c4eaef7afbfedfbd838f912cfac3f8260b5972d
org.apache.aries.application	org.apache.aries.application.converters	0.2-incubating		6033335e87fb62871932905b5092b7e006c94d75
org.apache.aries.application	org.apache.aries.application.converters	0.2.1		1b3b532d1612b6f67a759e5de4ae7399a5285190
org.apache.aries.application	org.apache.aries.application.converters	0.2.2		3a74288b3d88a04c3377c6cd676e9fe137f36fab
org.apache.aries.application	org.apache.aries.application.converters	0.3		bd8b0bc72f6aed07b02c7a613eec926efffa7608
org.apache.aries.application	org.apache.aries.application.converters	1.0.0		a78e7e16bff0c360626db781bc3daa5327c902bd
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.1.2		59edc5b646a67102af9d9881b54798c757f6481b
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.2.0		480680e140b53dc9543730cf3684acda37e47494
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.2.1		9586ef2dca30ce1f0bd47db45f870334a04346a1
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.3.0		50973ed46dcd70cf2e210c16d545e66b2eb73203
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.3.1		10901b81c65e4563c7436c78226f2797b3332b57
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.3.2		efb77ab696a2bf7f2e144531aa81e870918b38bd
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.4.0		2947317daaf80b8320063fd0881c39c8262a0fd9
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.4.1		80e35e114c6c85a95795df818cfb6b9d5b2e6f2f
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.5.0		2bdb53989de891d20e59a55c7a1422bcee3c7669
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.5.1		fa841674a689fc6fafd43cdf2bb1686cb648b919
org.apache.shardingsphere	shardingsphere-data-pipeline-api	5.5.2		878d092d57f61c38fd5a3796de65db62cce55967
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	5.0.0-GA		4e44caf43d0451d7856fbc0901543ddf70922636
