at.released.cassettes	cassettes-common-xdg-linuxarm64	0.1-alpha01		N/A
org.openjfx	javafx-web	19-ea+11	win	1aed52365d20e4e28a06822534e477d580d408c8
org.openjfx	javafx-web	19-ea+11	win-monocle	7797e98900ca17c4f112cd0aeb50419e5bc151ca
org.openjfx	javafx-web	19-ea+11	win-x86	ccc90e4c6b84fe043d0d2d14f0df9fd6867cb1f7
org.openjfx	javafx-web	19-ea+11	win-x86-monocle	65b4893511a80bd625767b3ed0676aac3ffa15cc
org.openjfx	javafx-web	19-ea+2		167a51db4dbffca835fe0e7804a1bc301c4c9d48
org.openjfx	javafx-web	19-ea+2	linux	4ba89ce52e709cc4eb950935e46756275ec96f60
org.openjfx	javafx-web	19-ea+2	linux-aarch64	c9cbc3049d51f7bd3ad140f1cd9306b9ad0b3c43
org.openjfx	javafx-web	19-ea+2	linux-aarch64-monocle	b37ebd8d78ad1963aa42072a76202d14682f981b
org.openjfx	javafx-web	19-ea+2	linux-arm32-monocle	80ff2b7a63943352b4e3a6e8afc9d690dae239d3
org.openjfx	javafx-web	19-ea+2	linux-monocle	2701d292075c325ac73858a1ea6ebdca26c7a7ef
org.openjfx	javafx-web	19-ea+2	mac	70836fbfdc864ea3715e8e29ba497ec18be87ac7
org.openjfx	javafx-web	19-ea+2	mac-aarch64	a0344862cca472aa45a088501fdd9471a2346aae
org.openjfx	javafx-web	19-ea+2	mac-aarch64-monocle	b2ab079d7a1630f5440b02acdca9576ff0a8ab28
org.openjfx	javafx-web	19-ea+2	mac-monocle	58b380b92ca8b933cc181697058e820b1d878034
org.openjfx	javafx-web	19-ea+2	win	e043142a22dd7ed47dbf1bc36d2b5694b4ab137b
org.openjfx	javafx-web	19-ea+2	win-monocle	2759fd93f038aeb3b6d41d5256e09270155bb9b1
org.openjfx	javafx-web	19-ea+2	win-x86	aa6848ae8584f8b7db9d2ac1505e242759f9c15e
org.openjfx	javafx-web	19-ea+2	win-x86-monocle	3482d3c0a285dda2a520967b70604c37fd595d3d
org.openjfx	javafx-web	19-ea+3		9260e943a74907782eab59d699b0f2d2cbccd6fe
org.openjfx	javafx-web	19-ea+3	linux	65546cbb718a7223c820c11e0d24fa85d4bb44c3
org.openjfx	javafx-web	19-ea+3	linux-aarch64	997dbed1cc883f9dfc0b940ab9672046531c5b21
org.openjfx	javafx-web	19-ea+3	linux-aarch64-monocle	77326b1bda76b94110f8ed910c905d88f477d01f
org.openjfx	javafx-web	19-ea+3	linux-arm32-monocle	515a4d3be254a79b7b576444c63ec2db08ce7a24
org.openjfx	javafx-web	19-ea+3	linux-monocle	7d472da3b4a97faec5ba523aeeeb830007ac0aec
org.openjfx	javafx-web	19-ea+3	mac	4bc221867465c2409d4c3b2be49ba97c79cfc900
org.openjfx	javafx-web	19-ea+3	mac-aarch64	30d26739c9d452184a079d9de2f5d13c9b359a6a
org.openjfx	javafx-web	19-ea+3	mac-aarch64-monocle	ff3c443e9e2a64e771abb098944a224c56efb96b
org.openjfx	javafx-web	19-ea+3	mac-monocle	6afa8d68d3d65328b7a153a05282fee627f9f222
org.openjfx	javafx-web	19-ea+3	win	2d16333449d6697a2004cba55bf01f54bd633e7b
org.openjfx	javafx-web	19-ea+3	win-monocle	b30683b8ade6aaadc9376a51a30fa34448c69026
org.openjfx	javafx-web	19-ea+3	win-x86	8fe49be65390133b0d2a38325ce4100e0b7e44e6
org.openjfx	javafx-web	19-ea+3	win-x86-monocle	c1185af515a8357db25185df878d3493c0693e6e
org.openjfx	javafx-web	19-ea+4		cfe88608a63f0302df901f1085a4edc94ec369bd
org.openjfx	javafx-web	19-ea+4	linux	e3353e2e59f5a314e0327426c2badaf418c165bb
org.openjfx	javafx-web	19-ea+4	linux-aarch64	021bd92459e7e7ea7eb8b2b4cc4ff02a667b5cd2
org.openjfx	javafx-web	19-ea+4	linux-aarch64-monocle	111c0d50201ea031f7f50575c0a3cb68e5033737
org.openjfx	javafx-web	19-ea+4	linux-arm32-monocle	abcbb2cdc0a87bcebeeaf46572f9a07a6e7da92b
org.openjfx	javafx-web	19-ea+4	linux-monocle	4f1f97039301016fff0c4c815a88d2016e911390
org.openjfx	javafx-web	19-ea+4	mac	3e18d0a80edb7a22be740b7e36c8cdac18dc6574
org.openjfx	javafx-web	19-ea+4	mac-aarch64	4164d3de435a264138fdfcbe13ab542a822befd4
org.openjfx	javafx-web	19-ea+4	mac-aarch64-monocle	9fe705f5cf33626e8947f8d8aa09521484439df1
org.openjfx	javafx-web	19-ea+4	mac-monocle	7c1c1f4712a56e7b9300b38de4a5a7b50a81e0e4
org.openjfx	javafx-web	19-ea+4	win	cc15d6dd1a57320e02c8692e98379648831122f9
org.openjfx	javafx-web	19-ea+4	win-monocle	4be87a4f77947ed7a6d6b05be60cb467ca8aec55
org.openjfx	javafx-web	19-ea+4	win-x86	ab8e44aaa08cabaca3bbacfa29c21bc32a5a4188
org.openjfx	javafx-web	19-ea+4	win-x86-monocle	f3af86ccab8e3ebee20712f23d393574a5fb0fe2
org.openjfx	javafx-web	19-ea+5		6726b40648c7f3f232ac18eb20a5263c249b9fd2
org.openjfx	javafx-web	19-ea+5	linux	f8e22b83a7abf8e48e51b821e03723b4fae8c8e6
org.openjfx	javafx-web	19-ea+5	linux-aarch64	5eeaa1515b1edc9f7ce6e1667bcef5c02f06efaa
org.openjfx	javafx-web	19-ea+5	linux-aarch64-monocle	856af031d85480fd3530fc060cf28a8b19d44069
org.openjfx	javafx-web	19-ea+5	linux-arm32-monocle	49b7dd5aaa74cc95edbec1fd89610814c7e1238d
org.openjfx	javafx-web	19-ea+5	linux-monocle	497b6217df6c80db75b77f083cce0e8bf6c73d5a
org.openjfx	javafx-web	19-ea+5	mac	8bd79357dbf102105eacdbbb3328ae3fcd8f3810
org.openjfx	javafx-web	19-ea+5	mac-aarch64	f7389db7849ec200aa49090dbda60d42c705c658
org.openjfx	javafx-web	19-ea+5	mac-aarch64-monocle	5ef770da190e197c11fe29686afcdd43c94487c2
org.openjfx	javafx-web	19-ea+5	mac-monocle	e6918d1c68abfd88788d84031882ac4691bbb8cd
org.openjfx	javafx-web	19-ea+5	win	9ce1859cd9aad7e798087a46fbbf4a1e45a1e06a
org.openjfx	javafx-web	19-ea+5	win-monocle	adcbcfd4cc2b33f361f33bf71665956245c781fd
org.openjfx	javafx-web	19-ea+5	win-x86	d26c12186ca24b47bdc11b491051025ad1780abd
org.openjfx	javafx-web	19-ea+5	win-x86-monocle	2d11052d2eac59a4980cce921d85ef42c2b12700
org.openjfx	javafx-web	19-ea+6		a5a644732b2bb28b2a2ae62a92b867d545a72c11
org.openjfx	javafx-web	19-ea+6	linux	95249cf832c6b390be42e5a4b92394388d04d34a
org.openjfx	javafx-web	19-ea+6	linux-aarch64	03e0cc29d5c3d2cc3b1efec0b512030de89933e3
org.openjfx	javafx-web	19-ea+6	linux-aarch64-monocle	d9397400b092bc8d76a7229a27339f2fa9e19faf
org.openjfx	javafx-web	19-ea+6	linux-arm32-monocle	14ae182a5cd133d08fd7074a1a3f58d2ab055c4e
org.openjfx	javafx-web	19-ea+6	linux-monocle	9f8093032244280f2a0c13a6fe55cc1fc9a556c2
org.openjfx	javafx-web	19-ea+6	mac	d822bfc039a1097aae5890a659e65a8606306234
org.openjfx	javafx-web	19-ea+6	mac-aarch64	a4de3f69348a81d3f46c6d94860d91a2c53d6179
org.openjfx	javafx-web	19-ea+6	mac-aarch64-monocle	84c2d38b87607aae34ad4e02e6a4669c58960832
org.openjfx	javafx-web	19-ea+6	mac-monocle	9d99b2e055bc211dfb39420e27cb9f31204e7602
org.openjfx	javafx-web	19-ea+6	win	d65134007e8c79a975b623ab1eb18cf68c9f6380
org.openjfx	javafx-web	19-ea+6	win-monocle	ca31f941b7e1c4dcb59657686305c32f3b07e000
org.openjfx	javafx-web	19-ea+6	win-x86	c06a6b4fd9ca1948adb7a716e2d48cb20fb2724a
org.openjfx	javafx-web	19-ea+6	win-x86-monocle	1f101be66bcb7467aba83292883ac15df985b773
org.openjfx	javafx-web	19-ea+7		763ef5d01af5391d96c92add327942473f046dfe
org.openjfx	javafx-web	19-ea+7	linux	250b203d79a329a3318af4310af15e609dba02a3
org.openjfx	javafx-web	19-ea+7	linux-aarch64	9f5f12d297edf5487a91668be5a2ea2cb712a659
org.openjfx	javafx-web	19-ea+7	linux-aarch64-monocle	e97e1377f45631c190a0e593b2bf307db3427499
org.openjfx	javafx-web	19-ea+7	linux-arm32-monocle	a986cab49494cb0b39bd08bf13493e950717d0a9
org.openjfx	javafx-web	19-ea+7	linux-monocle	e9aae80747c95636b5aad4cb1b8965ad7dec31fa
org.openjfx	javafx-web	19-ea+7	mac	896516395a7b4a221f82bdf8c3958ee9f481d036
org.openjfx	javafx-web	19-ea+7	mac-aarch64	7c7aaef131e7beb4c8e45cf156d4d3abce43102b
org.openjfx	javafx-web	19-ea+7	mac-aarch64-monocle	677bc50dee1f4e2986c6d34677c527e8996d63e5
org.openjfx	javafx-web	19-ea+7	mac-monocle	94705496728ac97ef6e167e67081c35e4ffb98e1
org.openjfx	javafx-web	19-ea+7	win	7798287ed25dacd193de7e6f349001a3c13e50f8
org.openjfx	javafx-web	19-ea+7	win-monocle	70e1a3880ea2b6eca1494aa3019972a34d1d2437
org.openjfx	javafx-web	19-ea+7	win-x86	c44f2ecde34753170c40c12bac6802b8c97509cb
org.openjfx	javafx-web	19-ea+7	win-x86-monocle	6395d5addfbc55934962a98733ffa3e894e5b1b1
org.openjfx	javafx-web	19-ea+8		f45d5caf935c47067a84fd0be6b18b3bf39e3977
org.openjfx	javafx-web	19-ea+8	linux	a38e846b35a195bbc0bea5b69f4843ba720bd880
org.openjfx	javafx-web	19-ea+8	linux-aarch64	16d843047f0668e71bec88aae985c2023a3186d6
org.openjfx	javafx-web	19-ea+8	linux-aarch64-monocle	28e3c3715dbb3d64657de6a4c07c18cf1ff7fe1e
org.openjfx	javafx-web	19-ea+8	linux-arm32-monocle	747018b80601e32894cfb04835b48cba89840cef
org.openjfx	javafx-web	19-ea+8	mac	debcd74ed89b9e9a05a029034961832a417202c3
org.openjfx	javafx-web	19-ea+8	mac-aarch64	f93cebc1e04f3df995102e07ab4fac9b62bf6878
org.openjfx	javafx-web	19-ea+8	mac-aarch64-monocle	6b24a578e51f41b6eaf217ef45a8b7ed4454dbea
org.openjfx	javafx-web	19-ea+8	mac-monocle	f63f426fcd452a98f68b29cbfed015b544d9e27d
org.openjfx	javafx-web	19-ea+8	win	5f47300259b6ed583c03927fc9b0d6c3da4f3a3b
org.openjfx	javafx-web	19-ea+8	win-monocle	0d61ca7f7c0e0a2bb6d69308fabfcd2d415f9e5c
org.openjfx	javafx-web	19-ea+8	win-x86	c6eac5b200049caf0dafdd6083b5ac70f84f0fff
org.openjfx	javafx-web	19-ea+8	win-x86-monocle	1611695d92bcb1e9ee94748592e4d4c68a1eb324
org.openjfx	javafx-web	19-ea+9		db6a58963b483a879a45536cbada91914a6969ef
org.openjfx	javafx-web	19-ea+9	linux	7a85e2c3c361d183d6b4d35e9da0e5603d9fb3bf
org.openjfx	javafx-web	19-ea+9	linux-aarch64	73cb57a8671cea7149fbd7da1f12b7aab49194a5
org.openjfx	javafx-web	19-ea+9	linux-aarch64-monocle	818b4865f02160c277508e0937af3ed1acb5d228
org.openjfx	javafx-web	19-ea+9	linux-arm32-monocle	0c8119a3c515db9feea97ccfca8e7ac62a95485e
org.openjfx	javafx-web	19-ea+9	mac	c855b8c962edb0d539ac0f156250dd3a5ea6ac85
org.openjfx	javafx-web	19-ea+9	mac-aarch64	f797aa07de4601ee621ffcf1272a830ecfd7ea7c
org.openjfx	javafx-web	19-ea+9	mac-aarch64-monocle	b8c742ba7f47caf44b3634d780d9a2b77c006755
org.openjfx	javafx-web	19-ea+9	mac-monocle	8a37b096b7e6213d24f506293f78ab3418d14d5d
org.openjfx	javafx-web	19-ea+9	win	787a1b119f8e201e0bc013fa01311fe2b89d36d6
org.openjfx	javafx-web	19-ea+9	win-monocle	f7044c704c0d8145bdce95058e548b65d3892a31
org.openjfx	javafx-web	19-ea+9	win-x86	e23ef4ee8546ded560269ca4c8771b9df06d5101
org.openjfx	javafx-web	19-ea+9	win-x86-monocle	62909d973e3f4899b9afebc488282987bad46d31
org.openjfx	javafx-web	19.0.2		6b5467a756c2d817e497597437b22e8d412372df
org.openjfx	javafx-web	19.0.2	linux	f120222a7a0ebb02a82415a11402a6a552ad302e
org.openjfx	javafx-web	19.0.2	linux-aarch64	9b09c0e7f799e602aa5e83d49c5837612ce1021c
org.openjfx	javafx-web	19.0.2	linux-aarch64-monocle	3f35139faf17d37554cce2da40a3ab979fbc1896
org.openjfx	javafx-web	19.0.2	linux-arm32-monocle	921bf5aeff3b54cadf610574be9eb6e2d635bf32
org.openjfx	javafx-web	19.0.2	mac	c1c7430e6dec76cd830a959fdd36f464d5ddd808
org.openjfx	javafx-web	19.0.2	mac-aarch64	2c82d24f92dc6a6c93d2f58271824bf769426c5b
org.openjfx	javafx-web	19.0.2	mac-aarch64-monocle	6032694bc57e725fdf3563529e18e1d28e224db8
org.openjfx	javafx-web	19.0.2	mac-monocle	61af574fb02df17e310491b481d20ff73436f134
org.openjfx	javafx-web	19.0.2	win	e3c9f66950c9d07b58f2f65ce3804542f2e270ec
org.openjfx	javafx-web	19.0.2	win-monocle	2a4a52ce6bccd914f660c1cfb87683cf2b03e5bf
org.openjfx	javafx-web	19.0.2	win-x86	5ffe13fdb0b153f3b9816470da45b25b034a0477
org.openjfx	javafx-web	19.0.2	win-x86-monocle	6307bcdf23b561dccd7fec76d4c5c4b26e0d0eb7
org.openjfx	javafx-web	19.0.2.1		1efc9fd5cd78e37e3d3205a6480ac70eda66988f
org.openjfx	javafx-web	19.0.2.1	linux	3e50a18612544c186065fec1a3bdd38dd441bea0
org.openjfx	javafx-web	19.0.2.1	linux-aarch64	ff65b7843222cbbfe63534ff56f27c28fe8d0ded
org.openjfx	javafx-web	19.0.2.1	linux-aarch64-monocle	610b0ce9f8bb0fd9da26265ce96314caca6067b9
org.openjfx	javafx-web	19.0.2.1	linux-arm32-monocle	6f04c3c702c7ca08d2e3b65a0938f50872f5b34d
org.openjfx	javafx-web	19.0.2.1	mac	fd2e54c52f3c1c9270b226cedab293c8014df3fc
org.openjfx	javafx-web	19.0.2.1	mac-aarch64	30428e526bffa1cc9c87051b9f7347f617ea0039
org.openjfx	javafx-web	19.0.2.1	mac-aarch64-monocle	760215aecd61656ebfa66299f1442bbef01c06b8
org.openjfx	javafx-web	19.0.2.1	mac-monocle	c0723ac8910fe0e858bcecbb8837798af803de9f
org.openjfx	javafx-web	19.0.2.1	win	095ba1ee1c21487f28efb5bdfe499444f0c90408
org.openjfx	javafx-web	19.0.2.1	win-monocle	adc07e35a5be647c664a73458a5a96b163b1c0ed
org.openjfx	javafx-web	19.0.2.1	win-x86	f85e409a092c66a6c678f0b50a0c984f5f8b6955
org.openjfx	javafx-web	19.0.2.1	win-x86-monocle	ad248af2bfcd2f10a8cc59d2b4c105c5f5a080ad
org.openjfx	javafx-web	20		7c3605af45e07fcc873e9e9f0ad5a52f566032cf
org.openjfx	javafx-web	20	linux	67fc77111fccb5aab0de09ff1ef8b422d90a9341
org.openjfx	javafx-web	20	linux-aarch64	bc01f770f03577d216928fe6b6402e1ee07c4aee
org.openjfx	javafx-web	20	linux-aarch64-monocle	d9e149587106228377c342705ed9bb041882f56b
org.openjfx	javafx-web	20	linux-arm32-monocle	b6466d6323ea8311eeb216f4c06481a83c84f931
org.openjfx	javafx-web	20	mac	e9d7d22788520ba2849dcc616f9a347322434e1f
org.openjfx	javafx-web	20	mac-aarch64	4301acf3aefd1f20a1fb22a6a0094f4766aca9af
org.openjfx	javafx-web	20	mac-aarch64-monocle	7edd43b847dfb04c51f1ec2aefad41efd4cb1802
org.openjfx	javafx-web	20	mac-monocle	9d0cc625dfdc13a28a86ad6de361f649eb93de28
org.openjfx	javafx-web	20	win	bc53a5a80c2e410b8c8275ee4a8c6c97f6153b1d
org.openjfx	javafx-web	20	win-monocle	64a551664bf6fa4c9d87b75568dad5a5e87a038a
org.openjfx	javafx-web	20	win-x86	25f873f134b906d9dc70e0dda1f8eeeec2d1e4de
org.openjfx	javafx-web	20	win-x86-monocle	a83263d7d8ec77788620a1d8c0d8d51dda9de03e
org.openjfx	javafx-web	20-ea+1		051ec8130e02441c7960efe0b6bae712b1d39cf9
org.openjfx	javafx-web	20-ea+1	linux	25b9dadd35e7ea538c05cf039cee1d90320b40e7
org.openjfx	javafx-web	20-ea+1	linux-aarch64	07a6bf00a7fa35c767acd350b24cbe6f2081f558
org.openjfx	javafx-web	20-ea+1	linux-aarch64-monocle	08a3ccbfe9d3ef8a129ae65ea56228b26d69e60d
org.openjfx	javafx-web	20-ea+1	linux-arm32-monocle	5613b2a88f9556d64e4339c305d6c5af0317905e
org.openjfx	javafx-web	20-ea+1	mac	ee8fc38a86204ef2b162051baa6f22fe821b5e98
org.openjfx	javafx-web	20-ea+1	mac-aarch64	f4fc8022e28f8b7ba56467c9a02f26fdc78318be
org.openjfx	javafx-web	20-ea+1	mac-aarch64-monocle	997365da0bfb7f567b18bac7c9fce904d18c201d
org.openjfx	javafx-web	20-ea+1	mac-monocle	30fd5bd106513c64d02699ff9253b099ae2e0f6a
org.openjfx	javafx-web	20-ea+1	win	84b550eced33d9665adb0bff86c4930a6ce4451a
org.openjfx	javafx-web	20-ea+1	win-monocle	23691171271757c878bb9dcb37840525c9bd164b
org.openjfx	javafx-web	20-ea+1	win-x86	b52db49fe5214e38abad74b3d970bbf0c0ee10b9
org.openjfx	javafx-web	20-ea+1	win-x86-monocle	eb79cd04d39043010739d02841f1533516a6d7e4
org.openjfx	javafx-web	20-ea+11		e211166d67bc3cbd9e30b885b3ee3fc7d162e279
org.openjfx	javafx-web	20-ea+11	linux	9bc9b28d39b1071abdc9564cf2b901dabb86b4e2
org.openjfx	javafx-web	20-ea+11	linux-aarch64	1e068cbbd62527b30ece42ec9655cbd64981227e
org.openjfx	javafx-web	20-ea+11	linux-aarch64-monocle	9a291c4c11f6011f8296cae701c7155c2b437432
org.openjfx	javafx-web	20-ea+11	linux-arm32-monocle	6d2e013c42ccd9f47cf6abc01e9dd6f53a73792b
org.openjfx	javafx-web	20-ea+11	mac	bb9c03dc5158fa019c80f7f88bcb67256ee2275a
org.openjfx	javafx-web	20-ea+11	mac-aarch64	0d1c8f209e6049e0419a6e7c3a0e816a09addc83
org.openjfx	javafx-web	20-ea+11	mac-aarch64-monocle	b18d540a3942c89e57b5a371d0e08b2e941ce7cf
org.openjfx	javafx-web	20-ea+11	mac-monocle	97158e7e31d2fbb7d969e4fdae6f647dc7bb6162
org.openjfx	javafx-web	20-ea+11	win	d55507793e4ab30fba47b9cb8b02dc2758f48c45
org.openjfx	javafx-web	20-ea+11	win-monocle	ff4da966509faf76498496e2bd3e60f505fbc736
org.openjfx	javafx-web	20-ea+11	win-x86	073f29c9f6fa7c2e690c85cff47fcf02c564cc55
org.openjfx	javafx-web	20-ea+11	win-x86-monocle	429711911a2733807ad152f44fb87164b4873e98
org.openjfx	javafx-web	20-ea+19		2a473e4737261e591c5be57638e03d138f87a78a
org.openjfx	javafx-web	20-ea+19	linux	88dc71ee7e2eea25493190c40a899f9ca5c85b6a
org.openjfx	javafx-web	20-ea+19	linux-aarch64	f4c0708d499eff381fd920d19db03770e4c39e7a
org.openjfx	javafx-web	20-ea+19	linux-aarch64-monocle	2a940bb3ec33ef527b98818f830db3e5a2261bd8
org.openjfx	javafx-web	20-ea+19	linux-arm32-monocle	567d1442d0b96d6c8b56201aa747b959a607f831
org.openjfx	javafx-web	20-ea+19	mac	558c1cf87966372b82fefd1782ea78fd1687c359
org.openjfx	javafx-web	20-ea+19	mac-aarch64	e1f8d44c9db68ed62dd3254895d054e501d6f5b4
org.openjfx	javafx-web	20-ea+19	mac-aarch64-monocle	54863ac16654689891ba63d19601acda85da8df5
org.openjfx	javafx-web	20-ea+19	mac-monocle	e6773a9251c2dc4ec610db08587b92032122d7c5
org.openjfx	javafx-web	20-ea+19	win	6bfe7c1b36b58d3699be66707dd9b86cfc55f13c
org.openjfx	javafx-web	20-ea+19	win-monocle	fb28d1e5b9710192b3fee149a7a5756035185ebb
org.openjfx	javafx-web	20-ea+19	win-x86	3ef8951f18abadc1d7cb08dd187a31df18fcf34a
org.openjfx	javafx-web	20-ea+19	win-x86-monocle	18cfa5d39768422b42ec278de03e96d6cdea9a13
org.openjfx	javafx-web	20-ea+2		3f80ab1faab1f1ac88b34839a7ceb811f16af7ee
org.openjfx	javafx-web	20-ea+2	linux	dec3f632691c5255ebab877e930a30163521115a
org.openjfx	javafx-web	20-ea+2	linux-aarch64	a761aa90d62cc65720538bd02e26f82ca2be466f
org.openjfx	javafx-web	20-ea+2	linux-aarch64-monocle	a1573353b925346dde179f91e20482219f83a20d
org.openjfx	javafx-web	20-ea+2	linux-arm32-monocle	949c0bfb72eaabfc82b6230d031060e1a0dbb2f3
org.openjfx	javafx-web	20-ea+2	mac	0425841b8f88e82292e71ce16c63266ce225d0d3
org.openjfx	javafx-web	20-ea+2	mac-aarch64	b863634cecc20ff318ebbc3f2850ad72d3991773
org.openjfx	javafx-web	20-ea+2	mac-aarch64-monocle	5f1ff84345daabb2ae8d6c87e5db6de1310539c5
org.openjfx	javafx-web	20-ea+2	mac-monocle	ec6c43c55c51e4fee8ca61bca8b55c1d51e79852
org.openjfx	javafx-web	20-ea+2	win	3fa4ccee115d8d041989095e2ad318876b33c6e7
org.openjfx	javafx-web	20-ea+2	win-monocle	2f20ed0db0bc1a2bb06e0c6d7a832d59e156403f
org.openjfx	javafx-web	20-ea+2	win-x86	eed31e984be116b1bf2cac65842838c085ed4da6
org.openjfx	javafx-web	20-ea+2	win-x86-monocle	4a51da2110bc55e979a27f9f6bc29f21cf250cda
org.openjfx	javafx-web	20-ea+3		413b3882bfd2e9ef9fb54bb8b15567cd1ead22e8
org.openjfx	javafx-web	20-ea+3	linux	b7bbfbaa208f6b1d49f9d6fa2899066117d47750
org.openjfx	javafx-web	20-ea+3	linux-aarch64	2c8ae989a7ddc10201e309c34fde99f74061b4b3
org.openjfx	javafx-web	20-ea+3	linux-aarch64-monocle	82713f91cb63186d8212bfb94f0081bffb395a78
org.openjfx	javafx-web	20-ea+3	linux-arm32-monocle	2321f1ec952fabafba7556a4ac00adbe3d243810
org.openjfx	javafx-web	20-ea+3	mac	b3ebe448c5a90780b74c7555e02ceefd5b450045
org.openjfx	javafx-web	20-ea+3	mac-aarch64	89167ac312a98150f0b6050084d538531d739d82
org.openjfx	javafx-web	20-ea+3	mac-aarch64-monocle	7f060dcab2585224f5370d4371b6176dfc6ddca3
org.openjfx	javafx-web	20-ea+3	mac-monocle	430be4d457d6d7f76fecd9b7acdeb882f5245d7e
org.openjfx	javafx-web	20-ea+3	win	1d78e342b96deb0f5a3db885e27956a5dbb9f1d6
org.openjfx	javafx-web	20-ea+3	win-monocle	8e7d1c653c3d3ec55028902abdc5c354efccb8a9
org.openjfx	javafx-web	20-ea+3	win-x86	b825005b4f6c06a0c8c76303a9c200d6e048f429
org.openjfx	javafx-web	20-ea+3	win-x86-monocle	99f4caf881982327e851c055da3ba03d548658fe
org.openjfx	javafx-web	20-ea+4		65b010384cca898c7a2d26fe1f0e31411d8d1654
org.openjfx	javafx-web	20-ea+4	linux	1bb62fa6ceb244eeb42a68925f84db19ebe2c1ce
org.openjfx	javafx-web	20-ea+4	linux-aarch64	1a6594f18ad9d9700a51825582194d97bf991b27
org.openjfx	javafx-web	20-ea+4	linux-aarch64-monocle	6b9cc6d28ad318838f02ac2525b20869566ad908
org.openjfx	javafx-web	20-ea+4	linux-arm32-monocle	2682e1a1e910c22ac212b81dffdcd161880b677b
org.openjfx	javafx-web	20-ea+4	mac	f646f0030d47d22847da6fe6b7f9b71b92922d2b
org.openjfx	javafx-web	20-ea+4	mac-aarch64	92984c3ffa970b9c50770fe6cc77ad341740a0c7
org.openjfx	javafx-web	20-ea+4	mac-aarch64-monocle	e187c8ff706084368e0ed6499e466d27af11a48f
org.openjfx	javafx-web	20-ea+4	mac-monocle	865e91e4f532d0414098a421c734a6ef41ade9e7
org.openjfx	javafx-web	20-ea+4	win	d40ccc0e606b418542bdf99f9dc4ef61b2af2bad
org.openjfx	javafx-web	20-ea+4	win-monocle	e17eb59b2af80622b38c6e2401bdedb0448b117f
org.openjfx	javafx-web	20-ea+4	win-x86	58635105202f8c58bffa590f00c41167e1f040ac
org.openjfx	javafx-web	20-ea+4	win-x86-monocle	74e5aa3d08e71bd125220a379ce104cefa674731
org.openjfx	javafx-web	20-ea+6		83f2cee7e6521e0a89c7aead87671214a0803efe
org.openjfx	javafx-web	20-ea+6	linux	879790e4d2b13c0dafa0b9c8766461f7bf041d78
org.openjfx	javafx-web	20-ea+6	linux-aarch64	589731104ac3d2c8e4f403d704334f72a8bd9593
org.openjfx	javafx-web	20-ea+6	linux-aarch64-monocle	cc90f6b71c1f276be140daefde56dd7386209432
org.openjfx	javafx-web	20-ea+6	linux-arm32-monocle	c4f605e30e5c349222839c2d158fb2423b223338
org.openjfx	javafx-web	20-ea+6	mac	2bae300d73a01929ba26693d8a6639097a6eb6de
org.openjfx	javafx-web	20-ea+6	mac-aarch64	ccdf9e0ed4404e3325ce064fb6c7ff05fedd110f
org.openjfx	javafx-web	20-ea+6	mac-aarch64-monocle	7f232a4eee4c701107982af9f53433f4306da833
org.openjfx	javafx-web	20-ea+6	mac-monocle	90d9a9f395e94d1eac9510371131ead1a527ab03
org.openjfx	javafx-web	20-ea+6	win	743026c61494651cacf1153b9dca5a3591244066
org.openjfx	javafx-web	20-ea+6	win-monocle	191f4ee5307d05e9bcfdfbc5668ffea363c71744
org.openjfx	javafx-web	20-ea+7		d924f1f1779918edeb6e25b517373f0f6cdeba5b
org.openjfx	javafx-web	20-ea+7	linux	59107654ed591306afcd00b9192a31da32263114
org.openjfx	javafx-web	20-ea+7	linux-aarch64	4d303d6cee244419d7c9b91503465b69e791980b
org.openjfx	javafx-web	20-ea+7	linux-aarch64-monocle	71020c473cb050721e59182b35390edf7a2e4f45
org.openjfx	javafx-web	20-ea+7	linux-arm32-monocle	d83466802b5f677d769eee3e0fa4e07829bbbfd6
org.openjfx	javafx-web	20-ea+7	mac	3d029f66b24fac107b9f33c1a4842293324d4a4a
org.openjfx	javafx-web	20-ea+7	mac-aarch64	5433fc221399bed7fd1db8b6c7890f440c019c25
org.openjfx	javafx-web	20-ea+7	mac-aarch64-monocle	aae1599d880de540b8e9fa2cac2efc95b9876e6c
org.openjfx	javafx-web	20-ea+7	mac-monocle	c106378d00e56ecc7f8017512052b18adce5262f
org.openjfx	javafx-web	20-ea+7	win	01852735ba30c87009b1eca6af3c0db70eebb3fb
org.openjfx	javafx-web	20-ea+7	win-monocle	ae46ab3f60f7f14d1f819aeb44f24ff5f295f9f3
org.openjfx	javafx-web	20-ea+7	win-x86	f1298153f1c0f55fa6568ab654c266b49dad002e
org.openjfx	javafx-web	20-ea+7	win-x86-monocle	8714a972291340ecc568bfd8c1ce53c62c81a41e
org.openjfx	javafx-web	20-ea+9		a34b4fb9ce9633209b25b92a97c77d63ffedd023
org.openjfx	javafx-web	20-ea+9	linux	611f7c9f4ad550854c20811a8364f8ac37e24656
org.openjfx	javafx-web	20-ea+9	linux-aarch64	f7bf5f4f67cb5178883f943086abd5059afc6477
org.openjfx	javafx-web	20-ea+9	linux-aarch64-monocle	0257aa21f84bb494e74a540a74eb867edf9c3f80
org.openjfx	javafx-web	20-ea+9	linux-arm32-monocle	55debe4e5dfd96e816455daded213fdda52c8c27
