cc.rbbl.game-of-life	game-of-life-lib-native	0.2.7		N/A
software.amazon.awssdk	sns	2.17.172		f08854da2aa726e517b77a14b4b269daefd33137
software.amazon.awssdk	sns	2.17.173		92a5dbfde6f537526cc826fe7460f772e844865d
software.amazon.awssdk	sns	2.17.174		201879c7c35604c3cb7b9c4a026f061f509b5729
software.amazon.awssdk	sns	2.17.175		c1fc26c2a55005250916c3759cbc4fd52e022a25
software.amazon.awssdk	sns	2.17.176		1f0fb71986250feac2ef4d2d0be13bb20728f80b
software.amazon.awssdk	sns	2.17.177		0b59a0d3d1ef0f07adc3d38895578d556e03811e
software.amazon.awssdk	sns	2.17.178		8fbe24c7518c27e70011677791f1505251617e65
software.amazon.awssdk	sns	2.17.179		660e01a85cc6fe60e9d3dba4553713cf06de61d1
software.amazon.awssdk	sns	2.17.18		e7e832de070356907077fcd8791d2cc207a7c229
software.amazon.awssdk	sns	2.17.180		e0c7f5acb879f16980b74f0c9a3dcd43886d86d1
software.amazon.awssdk	sns	2.17.181		84bce747e512d6d0cb18085f9deb3157b1c4f38b
software.amazon.awssdk	sns	2.17.182		33475af71d21b53c3d4ca4522aa4e4512931debd
software.amazon.awssdk	sns	2.17.183		19e64b4c53928ed8e2648c44b0a00a6992bf5928
software.amazon.awssdk	sns	2.17.184		ff03f7d9e9b1dd23c0e774f890650de540342363
software.amazon.awssdk	sns	2.17.185		e189275580639c8e6dfaeaab8306c06788ad8c5c
software.amazon.awssdk	sns	2.17.186		c13fadf79632a02336d8f971db4b220de3b47a23
software.amazon.awssdk	sns	2.17.187		6ccb8ae2f083ed52ae3b39d2103d04e85a125f1f
software.amazon.awssdk	sns	2.17.188		6528659ed65d291a6d81542a7e6ae6e570a5f2c2
software.amazon.awssdk	sns	2.17.189		df1914ab3ccf77e6d2a4e0510c38dbb2e6b78bf4
software.amazon.awssdk	sns	2.17.19		2614b8256296dad564c2327858e958dcfd55c331
software.amazon.awssdk	sns	2.17.190		6c085220aa837d0fbcd75d4a6ee5bd127ccab09d
software.amazon.awssdk	sns	2.17.191		44e2f255a7cea2acb8a1273693ac56210d2090c2
software.amazon.awssdk	sns	2.17.192		8e785dcd5740907e878ec1a042f705f489e1a055
software.amazon.awssdk	sns	2.17.193		d2434cbc1d61257adab68251ba6ed1770e8f03f1
software.amazon.awssdk	sns	2.17.194		ed78eae8a0b66efd2cbe27bb397f8d3fdcee9f36
software.amazon.awssdk	sns	2.17.195		d5594405e36e28f663fc93c068afd22372abc3cc
software.amazon.awssdk	sns	2.17.196		4ae70d6ea3d1e3282bf810eef11b80a253a285b5
software.amazon.awssdk	sns	2.17.197		e6da3624f4942f7d706a6b4d58004832d1f16a7a
software.amazon.awssdk	sns	2.17.198		cda7588ded227ed60c7ced054eb478e82d34a5f5
software.amazon.awssdk	sns	2.17.199		f8d4ff69f739b8585fe5f03943ce174802d34fc9
software.amazon.awssdk	sns	2.17.2		4f9439e0a3830e18d3a7e7c6cbedda620a29c602
software.amazon.awssdk	sns	2.17.20		98c1568fe7add560d565bfcc517ea356e217e7c0
software.amazon.awssdk	sns	2.17.201		b1d022a66e2eaef770973d14b9c7d2e363eb4b08
software.amazon.awssdk	sns	2.17.202		60fcf2e8f9558296838e26ac9067da585aea4cff
software.amazon.awssdk	sns	2.17.203		191dd9e807c984e03102a8f6f05e57e623706495
software.amazon.awssdk	sns	2.17.204		a23185d547d812423728316b648bda4c64606d85
software.amazon.awssdk	sns	2.17.205		7e081ddaeec60d07d1d027c6516b344160c473e3
software.amazon.awssdk	sns	2.17.206		1f956106e75acab6802ef225dde6f5531958afaa
software.amazon.awssdk	sns	2.17.207		3b73bdf7648ad6e3192c53a2ed02721c8155086d
software.amazon.awssdk	sns	2.17.208		0f8579dfdba1514d22f54f5c4a7d8a2193496d45
software.amazon.awssdk	sns	2.17.209		eb831b3d3a8a556f8d980b994516d7ad01bc13db
software.amazon.awssdk	sns	2.17.21		06f48413acd42bb0ef794411e1914a97dc0e7539
software.amazon.awssdk	sns	2.17.210		525f31031989ea01eb2c1d4b67d9454fa1777a4f
software.amazon.awssdk	sns	2.17.211		fc5fdb78aa02d186ee9b08244287e7a7ea1c6f9e
software.amazon.awssdk	sns	2.17.212		4855848fa5c305454874565a214c2f157ce11783
software.amazon.awssdk	sns	2.17.213		9132b499eedf7ce76f63a68bc9e290b73b75c31b
software.amazon.awssdk	sns	2.17.214		dde501dee608fcf3d0ce1e62ee9b5e1c0094cf74
software.amazon.awssdk	sns	2.17.215		94887de1407f77c6a70a945c1e6c2875611b4d86
software.amazon.awssdk	sns	2.17.216		612c7ed64cfce3308a27ecc4f38ba6a16bf7f19b
software.amazon.awssdk	sns	2.17.217		63dc32a36a5f9dae52bbc8c92508fae4298c76fd
software.amazon.awssdk	sns	2.17.218		eba12912116ca3494552bb02e558a9bbc21d2428
software.amazon.awssdk	sns	2.17.219		dd19fedaa1f9b483739f2671c9c93b9b71fb01b0
software.amazon.awssdk	sns	2.17.22		b852889e4d026d40342aa61148b10df8796eb567
software.amazon.awssdk	sns	2.17.220		fc4eb2300625bf71a80492e35365a3af10f2fa4c
software.amazon.awssdk	sns	2.17.221		d9341aedfcd99676db261dbc0eaa34e9368ee1fd
software.amazon.awssdk	sns	2.17.222		34763a22306e1eba4f5973d7220c6526a57224a8
software.amazon.awssdk	sns	2.17.223		c45dd7d9fcf154195a2cf96b26d1fbebe7633bf2
software.amazon.awssdk	sns	2.17.224		c1f09d4be918c2aa107b25b8bb473e110b9b3f46
software.amazon.awssdk	sns	2.17.225		6ce0a0e759d1190482f65226659d9c76d09aca42
software.amazon.awssdk	sns	2.17.226		eff9cc19f4f40174f0cdf46c5f0240430be51daf
software.amazon.awssdk	sns	2.17.227		170b9495fe56682e404a16b89c76a93c1996e251
software.amazon.awssdk	sns	2.17.228		11dba000b3578217fc1520fd419d62b6899adae1
software.amazon.awssdk	sns	2.17.229		1b76dc155c5f0540af3486c7e2353f8d917a2dae
software.amazon.awssdk	sns	2.17.23		46a34a43547325f6be6abb368562fed161377f57
software.amazon.awssdk	sns	2.17.230		6389174bbbd5513fed948dafca5781f313387107
software.amazon.awssdk	sns	2.17.231		27ec8ecdf7444ae77840468998ce50f88accd7a4
software.amazon.awssdk	sns	2.17.232		c0549918c3d4e556e98688f203d4db70d1ec41a9
software.amazon.awssdk	sns	2.17.233		b95d92a88cddb510030fc5551312ccc76f65fda7
software.amazon.awssdk	sns	2.17.234		ef8970b577b2ab635dd08b01a1cdf4529aef64db
software.amazon.awssdk	sns	2.17.235		3271487ea055299c5ef45f03acf203297df0ad41
software.amazon.awssdk	sns	2.17.236		d0d3f75e27f9f5a56ac53e6653706f501985f02c
software.amazon.awssdk	sns	2.17.237		bca6965484e7bc0d1c1d479f5510e17040a92334
software.amazon.awssdk	sns	2.17.238		b47104e5f5503006637c75145e53e8dadfa94e75
software.amazon.awssdk	sns	2.17.239		8d5bdd4b1d804d4a4b2e5d17cd364d92451ec6a9
software.amazon.awssdk	sns	2.17.24		96d70f3500c130c1f520611e524a495a00a3d50e
software.amazon.awssdk	sns	2.17.240		14ae11c5f3045b1176fa9e31f8f604f7aa022e2d
software.amazon.awssdk	sns	2.17.241		9c05c8749ad4171f525fbfc97f4574d3d2b2d02b
software.amazon.awssdk	sns	2.17.242		8853baf73467992df59457b58677dd53ef272bfc
software.amazon.awssdk	sns	2.17.243		0b66c61aa36367af5487283f5c561b24bed9117d
software.amazon.awssdk	sns	2.17.244		2b5f0153a52398fc92689f36d52d22d0f45ecdb2
software.amazon.awssdk	sns	2.17.245		6646d5335840d87d142e93f26b18ad107b6f591a
software.amazon.awssdk	sns	2.17.246		b4af8f37fabeff1066a924fae76199c98d3072a4
software.amazon.awssdk	sns	2.17.247		726f42adf8e1066be85296566ff2df2bbf447454
software.amazon.awssdk	sns	2.17.248		46de8fb3c4486bba73fb611c1b8d0f4f04cfb43b
software.amazon.awssdk	sns	2.17.249		efc7d66f9f83225facffc4e01fe848e735a77f57
software.amazon.awssdk	sns	2.17.25		a088a698d95eb69d4011ee9f24c634e8fce5e807
software.amazon.awssdk	sns	2.17.250		3cc31b97d09c99c652a81d6627cc995d70a8afd1
software.amazon.awssdk	sns	2.17.251		d7186e14c627924ca769ff74a6ec4c4260440aa2
software.amazon.awssdk	sns	2.17.252		c72a52a9a635e0596b01b12a92f81db1d0aa209f
software.amazon.awssdk	sns	2.17.253		c0df7e9d1a9732d77a3cbd61f266fae900377650
software.amazon.awssdk	sns	2.17.254		e0dbfd708ec103e7529f789584e7ecb6c63bdb9d
software.amazon.awssdk	sns	2.17.255		f782d38c809bbc63ad3f7fc86434518963567394
software.amazon.awssdk	sns	2.17.256		4993a149db2694073d07b4fad99a0737b4289113
software.amazon.awssdk	sns	2.17.257		5c3c98d55eca5cf705d0ee25c9ccbac11b9d76da
software.amazon.awssdk	sns	2.17.258		2cd7915a2f54d9b9312a943f8413de1b074a89c6
software.amazon.awssdk	sns	2.17.259		819d43d1763ee6dbd5d77e3c883a15c44755aa54
software.amazon.awssdk	sns	2.17.26		e52622f8f7bfd9d52553ce72aa79276564cc741a
software.amazon.awssdk	sns	2.17.260		23db03a525501830804249459fe16056956275fa
software.amazon.awssdk	sns	2.17.261		ed5b84059c67de4cc407378b1d037b9d067b4adf
software.amazon.awssdk	sns	2.17.262		543bb8b25905b03960fc4f9eba78e0dbf618b49b
software.amazon.awssdk	sns	2.17.263		18cdc279b82df8423ae7bd403897b9b569381122
software.amazon.awssdk	sns	2.17.264		00dafb3088846fcd14e68c982563245fbecdb3eb
software.amazon.awssdk	sns	2.17.265		b55af29377aed44c8323803320e5aaadf5bbbeb7
software.amazon.awssdk	sns	2.17.266		3d0f297222284594d0016738e021347d715bc451
software.amazon.awssdk	sns	2.17.267		f391bf1555d709a5a3c3ac89e86cc4a26cb3d95f
software.amazon.awssdk	sns	2.17.268		11661a5fa60e3ea23f5e1240cc64e4d86383f2f4
software.amazon.awssdk	sns	2.17.269		ed12fd7a38bb92d843fc540ac0275663ce979d3a
software.amazon.awssdk	sns	2.17.27		62a9b81be058cd47f00faf702c8b52b52ba838c5
software.amazon.awssdk	sns	2.17.270		e1bed76389eb1cff149a74f5b4a77a5862897434
software.amazon.awssdk	sns	2.17.271		c0011d926b32eac34554c22de323f8eda8d2f735
software.amazon.awssdk	sns	2.17.272		663bc61e5460b2b9d9976ff8caee1fcc238e50dc
software.amazon.awssdk	sns	2.17.273		b251622ddbb037d4bb618d1a2dd3017aba5c8db3
software.amazon.awssdk	sns	2.17.274		37fe73470f88fa823397468405a1c712ae9c42e7
software.amazon.awssdk	sns	2.17.275		5f6800fb6128c9f8b809acd72dd59d08ac1acf9e
software.amazon.awssdk	sns	2.17.276		c9e42d1f0a65479941364442b75f16d3d87f2697
software.amazon.awssdk	sns	2.17.277		e406dd36c47413f4dde8bc83139573e4ca5625fc
software.amazon.awssdk	sns	2.17.278		e93c80af0e405f1b0e220bee38cc1894bd746152
software.amazon.awssdk	sns	2.17.279		921f368ea5722033aa3d2b0b171915e9c2c23601
software.amazon.awssdk	sns	2.17.28		a90da3a33bb502daafed5c0319a145e904e63d38
software.amazon.awssdk	sns	2.17.280		48b79b789a639c09e03b932cf82afb446d0498e0
software.amazon.awssdk	sns	2.17.281		b7255a7d0fd13de46dc60a15b857cced7e734160
software.amazon.awssdk	sns	2.17.282		dd7d079189bd1c48439bcaa4bdca5a336efeb964
software.amazon.awssdk	sns	2.17.283		8bee07392942de5f7cd1325b5508b7bba0c78f5c
software.amazon.awssdk	sns	2.17.284		9b5a7f2ce7d9a3ccf5777dd525d5cc694e6b6d6f
software.amazon.awssdk	sns	2.17.285		efdcc43fdae0d70f3ed7921f930680b3ec016355
software.amazon.awssdk	sns	2.17.286		c3294b09846ced6a36672100013c780088f95ab8
software.amazon.awssdk	sns	2.17.287		f7248a685ed00b583a722e75582651c2206a17bf
software.amazon.awssdk	sns	2.17.288		8e5c979d14d28b211ec1188765c096cf334f2f7e
software.amazon.awssdk	sns	2.17.289		34d428bf1a8f2e73680cd699af9d70ae79350cd0
software.amazon.awssdk	sns	2.17.29		e655d19923c03e9e0ccd83d68a2e420e7f4546fc
software.amazon.awssdk	sns	2.17.290		1de912ebb512b34eee426bdc516b4f6147f6166a
software.amazon.awssdk	sns	2.17.291		1c20f1792d105e50c0dc1875f32d88ad2cf002f7
software.amazon.awssdk	sns	2.17.292		6be64c1352b74aae209b4001fb2b94c12df62cae
software.amazon.awssdk	sns	2.17.293		09fa74b545dad0cd5bedc2e7e9c41cf7eeab0658
software.amazon.awssdk	sns	2.17.294		99ae6ca3fde2a59b7ee856532afa4de4265379e4
software.amazon.awssdk	sns	2.17.295		b4b969697804a5f3cd9fa1c661f10ff3134f5ca0
software.amazon.awssdk	sns	2.17.3		fae65f9c09cb452c5de3f81ff2e0429fbd30b802
software.amazon.awssdk	sns	2.17.30		cf9ab017dcd003c236735cc28cf9749c9d7d79e3
software.amazon.awssdk	sns	2.17.31		0e3facc1326a2a22aa96028041cf4f11292bf0da
software.amazon.awssdk	sns	2.17.32		8ce29f34bfe45a92ee4dc45a066c77466977f595
software.amazon.awssdk	sns	2.17.33		9749bbd34d7728266d0b7aa4af0a8338545772e0
software.amazon.awssdk	sns	2.17.34		e053ec45277ba14f6ba3b99698c3faffbe8f5106
software.amazon.awssdk	sns	2.17.35		02b86d3223e42c623e4407b8548a411c2e7386dc
software.amazon.awssdk	sns	2.17.36		fc1701544c7495719d6802ae4e37542fd711012b
software.amazon.awssdk	sns	2.17.37		1c82b130e38811d90efd3ac30fc6237359a05537
software.amazon.awssdk	sns	2.17.38		b317e2ff63d5dcf766ce12e1e75815348c9e912f
software.amazon.awssdk	sns	2.17.39		f535239d55f53d767e7aeeb4a51dfb391d743760
software.amazon.awssdk	sns	2.17.4		64f446ad379842bdd694afcccf19595db42f3066
software.amazon.awssdk	sns	2.17.40		a17757a04f2c143d8301d2de55653a2a21524be4
software.amazon.awssdk	sns	2.17.41		335e92ea0bb032132dc1c8dd5cd482934d1fca23
software.amazon.awssdk	sns	2.17.42		ba63a507f4bfd9bdd59b81af4d4631fb9df0e7c3
software.amazon.awssdk	sns	2.17.43		96a438e72892631893b21333758d5c6dc2b704e4
software.amazon.awssdk	sns	2.17.44		78fd8f67bd2a2bc2bb0ea80cb0051438ff7e6a71
software.amazon.awssdk	sns	2.17.45		297029fc30c64cbbfe73bf79243cbc8aa65f184e
software.amazon.awssdk	sns	2.17.46		9c389898bee458ceef4cac18babc9a8c805da575
software.amazon.awssdk	sns	2.17.47		273612047864cc690cce35f5973fae28282c3fe2
software.amazon.awssdk	sns	2.17.48		4464d917eb91cb5c4b4ce09c9cd317e5556e374e
software.amazon.awssdk	sns	2.17.49		791776bcfd42ee37439541def6dd671ea3938eed
software.amazon.awssdk	sns	2.17.5		b2520723aaa97922c8ab75b70df33022063fa90f
software.amazon.awssdk	sns	2.17.50		1a0609bb21420672b45c31761c5959ae3526de18
software.amazon.awssdk	sns	2.17.51		1df988aa112a1ea4680b733b3411fa4b309ff518
software.amazon.awssdk	sns	2.17.52		9294c760ac1e7155f54e8092b3bb375d855025aa
software.amazon.awssdk	sns	2.17.53		b47b5c6759afbf8384e66b82a2448f6b2c9cd7d6
software.amazon.awssdk	sns	2.17.54		aaefd27cba74d86966cee6ab6aa3027fc666452e
software.amazon.awssdk	sns	2.17.55		f78f07c24ddca856f9e8fe0d67686fda15ccea91
software.amazon.awssdk	sns	2.17.56		ce2c61a9c64d951c026e4da0864f6f595f60df02
software.amazon.awssdk	sns	2.17.57		08857e43868167ea93de208519ad94879220e48e
software.amazon.awssdk	sns	2.17.58		6e1412b5214055c2eda3da8ce0ee415c066a5502
software.amazon.awssdk	sns	2.17.59		28322ed254e0a8e373dfe942bfaaaa9807c1952a
software.amazon.awssdk	sns	2.17.6		2a9dd6ef8a3efdcb868df5f2c24d0986be85f31e
software.amazon.awssdk	sns	2.17.60		b1c875782ba205d03b2365291150413f18ce6a6d
software.amazon.awssdk	sns	2.17.61		a3a5496515696b48df27bbf9961b01d989042828
software.amazon.awssdk	sns	2.17.62		9da705c03d1fb12d3937f0a0b4cf15c356a6b2c8
software.amazon.awssdk	sns	2.17.63		476eb16bdba89255fd9ecb8499c65e8a8035d3ba
software.amazon.awssdk	sns	2.17.64		0348fc1ab5010b62ea4c3b16f8f0aa8cd72bdb3b
software.amazon.awssdk	sns	2.17.65		303dd65d8984633f3d02db9391e6ca21b4cbd8bc
software.amazon.awssdk	sns	2.17.66		20ff8c9b5b2c375d4d5c4da57fda6b81c7ad084e
software.amazon.awssdk	sns	2.17.67		19c55546d68b92be8f3b37f367ca542bb416632e
software.amazon.awssdk	sns	2.17.68		c7409c9c4723d0d81c2d339a365883031b975c34
software.amazon.awssdk	sns	2.17.69		9422241b4e2572fac53da2854788730ffac8fd4d
software.amazon.awssdk	sns	2.17.7		fecd56ebdd892fa399ac4318546ee9c15de99cd0
software.amazon.awssdk	sns	2.17.70		019c54fcf6a6fce0dc4935b819b16b7cede55ec9
software.amazon.awssdk	sns	2.17.71		a4da6d44902200a0a04846de2f47c829410c33cb
software.amazon.awssdk	sns	2.17.72		88807e6c4a14139c6bd36f519cea91dbe92263d2
software.amazon.awssdk	sns	2.17.73		469465f05282fbb13315391018ec91fe39d42849
software.amazon.awssdk	sns	2.17.74		821c8676ed445bc72dc91068bbd1007880d05ae9
software.amazon.awssdk	sns	2.17.75		4079ba4f47830ef55b4cfc326f8b8267de4fe3aa
software.amazon.awssdk	sns	2.17.76		2c5fdf52a862539c173e3f7827bce495c455252d
software.amazon.awssdk	sns	2.17.77		0955e46865ed493e61f3940f8182f06a17274114
software.amazon.awssdk	sns	2.17.78		14d6bf490b3b0599bc04b2dae428057fdeac12ba
software.amazon.awssdk	sns	2.17.79		9a4a42cf25cc15a9f9985271402ff18ab91c89d9
software.amazon.awssdk	sns	2.17.8		31cef275b7f49ae3ead8642ca205a61c40be1ea2
software.amazon.awssdk	sns	2.17.80		386d34dea2b4a94fccb949681ca98cce737cb6a4
software.amazon.awssdk	sns	2.17.81		c154924a6b91b692508af409e4a49cd2b7ffe439
software.amazon.awssdk	sns	2.17.82		8d48bf82ff4d3303dbbbccd6451283c5ae23e6ff
software.amazon.awssdk	sns	2.17.83		30287a9aafe29bdb4209c1659d4a18f11d7a4f8c
software.amazon.awssdk	sns	2.17.84		e0b069ffcbfcc70b370221b37800a0fdb57c32bf
software.amazon.awssdk	sns	2.17.85		ac1b6764c42507cea48d126794f274ea9f2376eb
software.amazon.awssdk	sns	2.17.86		3d3d224fb8d7f5611fa12310df6556e2dc17f9e7
software.amazon.awssdk	sns	2.17.87		6c0710770145e30b6645dfbdd6016df72ad9a688
software.amazon.awssdk	sns	2.17.88		b68aa1d7831d83211701093df22985cb9028e646
software.amazon.awssdk	sns	2.17.89		92b176f66e14f583cbc211ff2d79dd79f8527976
software.amazon.awssdk	sns	2.17.9		7c9445944a6743162862f8fd7253bb6664987e4d
software.amazon.awssdk	sns	2.17.90		86f2c54ca099deadcbe4bfa890e874a1db2560e1
software.amazon.awssdk	sns	2.17.91		50752c9837272839627f3eba6c50ff37fe5805ef
software.amazon.awssdk	sns	2.17.92		8ebedfa88eef89a028a8ffc4cdd3ea13c0b36834
software.amazon.awssdk	sns	2.17.93		4879b9c657a7a168bd5c175c03d12394402678d9
software.amazon.awssdk	sns	2.17.94		e050daf89024d34c4be9d35094f2c511af523e46
software.amazon.awssdk	sns	2.17.95		d060969ef3d9909c8b3d374400c1438198bd15b4
software.amazon.awssdk	sns	2.17.96		f7d53d7b8f28e05ad6ed55c50eddd88acd4cb6a3
software.amazon.awssdk	sns	2.17.97		7c14d5cf898eff4ad692a3273102c89473544b90
software.amazon.awssdk	sns	2.17.98		ffaf91585c7256d04e04cb738d4a6b8a8784bc11
software.amazon.awssdk	sns	2.17.99		341748ca872bdc783f32348bd15fe039069c6b4c
software.amazon.awssdk	sns	2.18.0		3bb77cacf0bfd52cb89f3c136de04467e9944cfe
software.amazon.awssdk	sns	2.18.1		ac186916d20a39ee49ddc1545bd6b582be651ae0
software.amazon.awssdk	sns	2.18.10		4dde7a030aa55fd6ff17539c4407ef4d1ca52c14
software.amazon.awssdk	sns	2.18.11		7527b49865e0164a370184450a7afcd7f225f2b8
software.amazon.awssdk	sns	2.18.12		fc4b58a29913cb123f36d5046a2593aac88bf6d3
software.amazon.awssdk	sns	2.18.13		1fb77281b4984566c9cf27d4d689e068161b37a8
software.amazon.awssdk	sns	2.18.14		abfae67d63286a77f253f7864eedc817a06efbcc
software.amazon.awssdk	sns	2.18.15		a9a47679b59827c9fd269cf8b268ef3ba7e730c7
software.amazon.awssdk	sns	2.18.16		7b98693c83abc76fe04d16e2463d6cab78cd22cb
software.amazon.awssdk	sns	2.18.17		d19cbb42973bd3c910c0b2f82385f0050233aca1
software.amazon.awssdk	sns	2.18.18		bd6b2952834743d9ca42870563d19eb968074384
software.amazon.awssdk	sns	2.18.19		bc63b566916565d7ab6d02d7cdcdce99ba4ddbbc
software.amazon.awssdk	sns	2.18.2		e1c8d2f555d5498cba172cead1eec067090dc8c1
software.amazon.awssdk	sns	2.18.20		32c87614db3b0242cf582f42a3f88d316c8a47df
software.amazon.awssdk	sns	2.18.21		0dd7d010ba575c21d6007e8a96c321e3d28c4e62
software.amazon.awssdk	sns	2.18.22		ebb6f5e25a296ed29520ed95bb32b097353cf28a
software.amazon.awssdk	sns	2.18.23		f8bf7ec47c79811cedae6dff75783b3af522a6b9
software.amazon.awssdk	sns	2.18.24		5157d623b8c8e061d2cdcebd91854d8c6fdfd764
software.amazon.awssdk	sns	2.18.25		a96b5d5c9db26b234c6054eeba43591eb5e35a05
software.amazon.awssdk	sns	2.18.26		0037a439081d6243952b78957b756dd6029ff511
software.amazon.awssdk	sns	2.18.27		cb0c9b37bc350af483b4271d027b33c8f597f121
software.amazon.awssdk	sns	2.18.28		84701a4e17401505a67ca01314343ad20e2f0a3a
software.amazon.awssdk	sns	2.18.29		2376b2e4ec45233b57b9b59c008d4fb0edc8f412
software.amazon.awssdk	sns	2.18.3		16a79739b586a2f64c0e230c5760829c1f34ea32
software.amazon.awssdk	sns	2.18.30		323dd1b32f1f4146eaff7945cb1778873aa95963
software.amazon.awssdk	sns	2.18.31		36f378ff6a72580d55e4ac17b2bd3f2fa903063b
software.amazon.awssdk	sns	2.18.32		ef3d1063707ec1dc6ed51a37bb0dc83ed4a50474
software.amazon.awssdk	sns	2.18.33		6700b549460528fb0eca8c58d4e7a139484c87d5
software.amazon.awssdk	sns	2.18.34		59de58164148d801a4c7091f8b95f6347f5c8b2f
software.amazon.awssdk	sns	2.18.35		13733bb5d5211214120072897e480f38e27ce794
software.amazon.awssdk	sns	2.18.36		d7fac12d30ae22c85ba44d725e469715a6c9652f
software.amazon.awssdk	sns	2.18.37		3f962f64eb602161b7e6c8caa68addfc29997c0e
software.amazon.awssdk	sns	2.18.38		9f08a97a544a050ba78295d481327ba8adc339fe
software.amazon.awssdk	sns	2.18.39		b45a1f871e1dc852498ae679a1c3594a4db67a4e
software.amazon.awssdk	sns	2.18.4		dec8b959af7dec607e1e4c4c884789ae72fe207f
software.amazon.awssdk	sns	2.18.40		8acc19557750b01fcaff8a0a9b7a2d0a401e8bb5
software.amazon.awssdk	sns	2.18.41		29cbca81969e6df3bfb89594362a44cd4b23092f
software.amazon.awssdk	sns	2.18.5		fd1d8cf192895a01ca88942feb7b4fd2018c95a5
software.amazon.awssdk	sns	2.18.6		eea52da0952d2d56db92a86180398458a752579d
software.amazon.awssdk	sns	2.18.7		8c10727b986eb7a1b7c049aff9546f294329fc8b
software.amazon.awssdk	sns	2.18.8		0d67cbe194793214ff1b446113b48d1c1e5a6c86
software.amazon.awssdk	sns	2.18.9		23c94fb73001d933dae50c6ff7d2e1077ce042da
software.amazon.awssdk	sns	2.19.0		8f48b9570332cbdee5f4daf6203f97904710afb4
software.amazon.awssdk	sns	2.19.1		439ce9c7b3f59c721b34951075c98635885a72cb
software.amazon.awssdk	sns	2.19.10		baf37a7d9928a8543bac08b59d4c872d7bd3b038
software.amazon.awssdk	sns	2.19.11		4aa644ced0c822e45e80add3eea32b35c09d8492
software.amazon.awssdk	sns	2.19.12		8ef963eb5428d19a73775e6eb2188725e3fc13e4
software.amazon.awssdk	sns	2.19.13		a9d0148497f06e5c12346f538aeb5a3fcfc0f689
software.amazon.awssdk	sns	2.19.14		0be69e6e5c33654bee2a861d341a637711a26db3
software.amazon.awssdk	sns	2.19.15		2d2cfa8633a743704552c5d8e56f5c0417b70b0c
software.amazon.awssdk	sns	2.19.16		a76c08e78ffbea00778082ee27b0a5ce6d986d9e
software.amazon.awssdk	sns	2.19.17		880be74a27cb3e669422906f83dba30834ff697e
software.amazon.awssdk	sns	2.19.18		9f9ab21e0a63b008db4a87abf9f96f1df5e7616b
software.amazon.awssdk	sns	2.19.19		f5bd9ee2c52948ecede7765fcce31384e7aabf3a
software.amazon.awssdk	sns	2.19.2		a5b35656298e186fb7ab1894b678aee9fc5a7c33
software.amazon.awssdk	sns	2.19.20		d19b7b15819877a1bc20eff52a45ad6df1872384
software.amazon.awssdk	sns	2.19.21		a2aee85d2d02e4065b0cbc0d74269a94802e1380
software.amazon.awssdk	sns	2.19.22		3f5db015ba13c4c4ff0f15f4e6cc54f0240c3eb9
software.amazon.awssdk	sns	2.19.23		aa276c3bf670f7435b4f926bda69a6887b1f21f2
software.amazon.awssdk	sns	2.19.24		283dd6771fb38b3cbbe1af3a2688facc0266e4eb
software.amazon.awssdk	sns	2.19.25		170eedc0c8c6f748e91badbc390cd06813a77e19
software.amazon.awssdk	sns	2.19.26		838ab2d96ecedb2fb755de9ef10db8e88f43cdd6
software.amazon.awssdk	sns	2.19.27		f9531d17ef0927d25dcb45692ae2fca3d96bc0b6
software.amazon.awssdk	sns	2.19.28		54a89623343c751a843580c50d83628e16af96ad
software.amazon.awssdk	sns	2.19.29		81a18aa825906d55b331fc8f66b3334d6b553a78
software.amazon.awssdk	sns	2.19.3		2749f83ce8bcdcc5a9a5005cd5e38c6e650b374b
software.amazon.awssdk	sns	2.19.30		cef825fb364c00f22760eb00947c44faaa678a79
software.amazon.awssdk	sns	2.19.31		dc8a9aa3820115beab343090f8133c10a6006cd7
software.amazon.awssdk	sns	2.19.32		8b4c9e89078c0e63d7316c32fa32370b172e4932
software.amazon.awssdk	sns	2.19.33		beb3cb711badc5479e8bee25b8d4913b523eedb0
software.amazon.awssdk	sns	2.19.4		2dc79b4b04ac9222cdc1e7e7fdcd570ee0239c7d
software.amazon.awssdk	sns	2.19.5		8b2fca0736977bbd2232cb3357cffb860a9aa438
software.amazon.awssdk	sns	2.19.6		550b6706e5fec7ccd568bc714aac5046ca37b0a1
software.amazon.awssdk	sns	2.19.7		d32fb3afbe7df1ad04ade3ee25ca3af849798c73
software.amazon.awssdk	sns	2.19.8		ab663f0eed88a2aaf429bdba0647f4b0a7dc3cb4
software.amazon.awssdk	sns	2.19.9		97f498439deb482812288087cb4a8adf3eb1a99e
software.amazon.awssdk	sns	2.2.0		4851a6bf14e1082a75d9262d2c0d23f4b585acca
software.amazon.awssdk	sns	2.20.0		fcfd1cd565b780edcbf1638445747dee93afcab4
software.amazon.awssdk	sns	2.20.1		1fa142f562677580a168cfdf5b32caf1a6bcd05b
software.amazon.awssdk	sns	2.20.10		eb6a4adb7120374b87eb644f2b2d3784320faf4a
software.amazon.awssdk	sns	2.20.100		0cab6b60ed72bb6ab57a4779f3ccd960996b8070
software.amazon.awssdk	sns	2.20.101		2034235d32929dde8653138e2f311ddeecb2ecef
software.amazon.awssdk	sns	2.20.102		298073257e27e4b119b50811e35334bd9ebb57a7
