au.net.causal.shoelaces	shoelaces-jersey-integration-tests-container	2.0		ec08796a4753077822fe0045bdf383fa433e13a5
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.8.1	metadata	33042c55d020c18462b445e7915d7df814cc16fa
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.9.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.9.0	metadata	0f07f4ed396ef392d35dd13e35c9c1a29e8ec834
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.9.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.9.1	metadata	c621a072343ef8c4e775e4fbd761e88e2c7d02bf
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0	metadata	697aad0f89f11877aa8fc145835ec46f5e176dee
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0-beta1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0-beta1	metadata	ddf76487e6912f59440bf0ea091d5ecd77f7ddd1
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0-rc01		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.0-rc01	metadata	0c6d65a2897bf15549771c7fa06cd2c0b52afa81
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.0.1	metadata	d7888a50bbeee5f57b3eef33ee1c17b101f1a551
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.1.0	metadata	9163cc9624d100871d699de9ed3276cd260639d4
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.2.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.2.0	metadata	3f19ad210ff19fb4fd840693bf13449486761880
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.3.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.3.0	metadata	27ac5dc08119c0d7a2007dd5ea93acdaee8242b6
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.4.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.4.0	metadata	d706a7d78e7aa7d813ec4e5700754e9365819711
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.4.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.4.1	metadata	39d2293cf97c86cccf7d7a7738c4113c3d8aacca
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.5.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.5.0	metadata	8547327ea07c54bad59eaf82591b3264c76a2a43
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.5.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	2.5.1	metadata	21d4af0ab8c04f9a5f38443a7fd6e39654bb55dc
de.knightsoft-net	gwt-bean-validators-rest-constants	1.10.0		20b7ed2db1841eaa4c1cc976f49f57b7fd7e38c7
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.0		172d6a624babc8b9bb6fe81dfcebd0cc17dd7148
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.1		5b7d88fa456d71d5c74740ffb56761dc4678ae16
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.10		4003476a213c0dc876cc58ae3bf0ec3b7e1320c0
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.11		89161c5621f06a85d93e2d67fd360bf5698169f3
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.12		2f03ca06f86fe7d8a953791aef3c6142724853ff
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.13		1c5b8f2be99027ab5778e2ccd912031d8c0faf96
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.14		94c63d73bd2f7fb6cdc36398a964bbcc1c26acf7
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.15		5ba69ce524c7580167edb44d2e5acaa61da01da8
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.16		85d695939a70b592d24c8a95cfaf7a85d75da8de
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.17		56115d90b1262a25e51f68102dcbe6bd2156dbe3
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.18		543e3499980309b1e9e90edba9a46fe8a63a8bb4
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.19		750401103d00672fe3472c3bb1c8fcf3fe81169d
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.2		6e4b28ec3869396e5b9014411bce3e4317f42e5d
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.20		26d6a4a16450135e1d1bebf2162d1e0dbdbeeb22
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.21		1d88689eb32004ccd9faacc12f930ed5ed62535c
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.22		340f69bf45b7a356b48c835513591173bb16a6a7
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.23		b97d6cbacfc59ba096bae79c5137a90383e4ba15
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.24		79e32544007faf4cb10269ca03c4ae9f89bedf8c
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.25		3bb4bcf6ece9747bd8eab2d2aa32f5c1bc079de9
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.26		5636cb776c5a2702c1624ac3be11543a16daa0ac
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.27		f2914a4f612fe1888701aedc46f45d9e4a272355
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.3		d19b3e47995addf9d02e3920ef9515b2ec07023f
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.4		12f1df9ca0b2a0f8d38c9b15fa0c854b35577f42
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.6		d124a75c4cf210453bc6fb55e9170dc0c01dc070
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.7		54e9ae3b9e04a978b2661f430fa1f18ff733c018
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.8		c7f0a31b1d5438433dd7da49beb50a0b67252eee
de.knightsoft-net	gwt-bean-validators-rest-constants	1.11.9		3d34d987333cc57d71ba0206cf99d2ce2ac12bf9
de.knightsoft-net	gwt-bean-validators-rest-constants	1.6.0		308821c352de2625fc067bf7f4ea14edf3852807
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.0		36f83b3e6f2cd13df27027ede1513de5f1d39fb0
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.1		8bd8bfff8adcbc102043abaf0dda18c7bf74df09
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.2		d4fe87d003b19ccbff26c377b8203fb47e05df34
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.3		2d0f8d7f1571727ac92d717f3cea523751840004
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.4		b8593def55e9e5367a7409f27a2b707a280f575b
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.5		f521a445c3c462848e5358f4d8be3d9b66a3fe84
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.6		9e6cc0cedcfda8b1adf912461706f3fe75cac6df
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.7		5cbf97704fe55f98ddf556cf7332f27d6a62e22f
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.8		4d55da446020095a230bbb9c2d7607ae1309d1c1
de.knightsoft-net	gwt-bean-validators-rest-constants	1.7.9		2bb712177b469c926a1d53cd84af53ca39222605
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.0		f73c2e752ac2c6f4aad82c4a5b4f6cca29f11e26
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.1		c74835a4e118525d4a92ce1c3c88d6f6eee14cee
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.10		3a61152e6785868e92e37479067c06b946a5f68a
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.2		68cc1b8de28b924fe5c5e1ced411a1a4b38818b1
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.3		055e3c7b7532840726b8e231cf95ee7a35254fb7
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.4		3e7941bd8f2fa10556db305faa865f60b3c655aa
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.5		cf953153b790ee34fd34070215a9684b1057fb85
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.7		51916fa356ad78f077ce84e1020b055cb13d755b
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.8		6c5c8458061ac442851c5ce7c4eb0d1b6b5bef91
de.knightsoft-net	gwt-bean-validators-rest-constants	1.8.9		7185cfb9ff3be93003bee67f5df50beb4ba850f6
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.0		f3d5561c7a3b6510e888820e3db88b5247db05fc
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.1		cc13f3597639946c86a81a6f4ce18b33acc91a82
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.2		692ec96a344a46ba7f44d0e8310c818c47bcb794
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.3		f11b25ecf76c5c57cbd14e4b7add989062b3ff5d
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.4		22fb419afd7b3430ded5f2b5471515fe0154a00b
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.5		d2446d84cdbd93f2f6eb812ac8cc8421f93407c1
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.6		f3535204850e69713ae76672d2bb15d3a3dc2ab7
de.knightsoft-net	gwt-bean-validators-rest-constants	1.9.7		919225984e69e697673886b4e225884d455494a9
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.0		d9abfa66693210398c7b1a5f99bcfc12e0059267
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.1		0c48fb7bb2eaeda9ad8f6c22e9929e9af12066a8
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.10		c674256731434b78ca4032864a70fc8a18dcfd55
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.11		adbf3a04b42072fbfb41d964b50f7daf49b1c8b7
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.12		4d761d33d317c65ef1cdb5bcf716dce132235ac6
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.13		0827338c191343219f7231aec0de655c1603d0f9
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.14		697dc981c3b97a5525d8565c006f161af433c3b1
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.15		6b1d3955fc04565083464b8efb3b15b51c841efa
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.16		62591a576c9bd912049c6f32bf2f9e12235498ff
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.17		4b6f7ddd998088c14dfc616a003ab408a864e2c1
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.2		65bf10893859e61b5cdc7872537b4e17839f5f81
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.3		08b844636081933240c809388918b4d4b8da5f3c
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.4		71f5ddbff46c5127abf7efc6570d47b5a4389f9d
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.5		750003d6cdc73d1986f3c35995aa30cd66041c19
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.6		8229a8b27659908da6d12b44e8cfb1fc42767a24
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.7		4b7fa73ea46c746c0655cd5ff0ce770f35c704e9
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.8		64f4cd1f38485bf26394f4de4d49bae4a16b4412
de.knightsoft-net	gwt-bean-validators-rest-constants	2.0.9		e1a80cf9d48ba1ed7603fa2d74f044ad40f26676
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.0		0e7051a6cc0c2d2750bf85a49228ef056b469e11
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.1		c61dcfeb2035520abdfac81ad087935fdba80455
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.2		6528b22019151bbf067289fe41122db82be2b61f
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.3		a89c7439068037d9a598c8484c0c3e008cb184c1
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.4		b3685f69832eb7d0b7e5b9c71ef4e03af6f2dc98
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.5		3d9ef9446869943be8b772d4cb0dcb027f85860a
de.knightsoft-net	gwt-bean-validators-rest-constants	2.1.6		5ab7d72b59dbdfcd9f9d717442a382847a4a893d
de.knightsoft-net	gwt-bean-validators-rest-constants	2.2.0		1ff1ef3dd8e23b9959a7003259933d42f458ec22
de.knightsoft-net	gwt-bean-validators-rest-constants	2.2.1		7688b3514ce41a63769bd10d4fcd69bb79b48046
de.knightsoft-net	gwt-bean-validators-rest-constants	2.2.2		ad405e4b38de2d73130f1652c6233b1008c6aca3
de.knightsoft-net	gwt-bean-validators-rest-constants	2.3.0		588752062317834f811decf659122ac455f2f563
de.knightsoft-net	gwt-bean-validators-rest-constants	2.3.1		88ba50d901800be5c24bfd762cfe8796f44810d8
de.knightsoft-net	gwt-bean-validators-rest-constants	2.3.2		1a471e91baf07df7dba9975bffca83d3c936f5fa
de.knightsoft-net	gwt-bean-validators-rest-constants	2.3.3		341192f943efd8c0a36e8a6ce796d2b6680513c7
de.knightsoft-net	gwt-bean-validators-rest-constants	2.4.0		28253dbe871ceb47c155806281a76229d7435eff
de.knightsoft-net	gwt-bean-validators-rest-constants	2.4.1		5d3b69b8dfca44afd6be8f16609c7c9ca5eb0616
de.knightsoft-net	gwt-bean-validators-rest-constants	2.4.2		0a734ba0258fb18301dfbc4ceac6c58ce358637e
de.knightsoft-net	gwt-bean-validators-rest-constants	2.4.3		1b196fb3f3ebb28c9ec0b88989ec0c62c0dd829f
de.knutwalker	luschy-model_2.11	0.1.0		5bffbf6a03749a50f36e84afad53f6df41000130
de.knutwalker	luschy-model_2.11	0.1.1		86b02f9686370ff4f445fe99d9786023f089eff0
de.knutwalker	luschy-model_2.11	0.1.2		b28aef817c136389c2c575a9fbc7abdd6fdf8817
dev.petuska	klip-assertions-iosx64	0.4.0		N/A
dev.petuska	klip-assertions-iosx64	0.4.0	metadata	95495b2ac923e84874f4ae8b7a249378c0775a69
dev.petuska	klip-assertions-iosx64	0.4.1		N/A
dev.petuska	klip-assertions-iosx64	0.4.1	metadata	d4f9fef5bd46639aa48bbfd9152507a6559d4c4a
eu.bambooapps	compose-material3-pullrefresh	1.0.0		N/A
eu.bambooapps	compose-material3-pullrefresh	1.0.1		N/A
eu.bambooapps	compose-material3-pullrefresh	1.1.0		N/A
eu.bambooapps	compose-material3-pullrefresh	1.1.1		N/A
excalibur-component	excalibur-component	1.0		68e4c64f190fe099192ca620fc1335c8d2e76451
excalibur-component	excalibur-component	1.1		8cb72324bf0dd45628b93cc390c2299687419eb7
excalibur-component	excalibur-component	1.2		75607f8b14388586a1fb8b17ccc1a4f9ab6a899e
excalibur-component	excalibur-component	2.1		0647b0959eba13ab4c90018094167cbb6e4f50d4
excalibur-component	excalibur-component	20020916		ea0bfcfdce192e9183638c1e5b163583641b8a36
fr.janalyse	zio-worksheet_3	2.0.0.0		e6bfddf67d21d55a89d9d471f611ff2c76fa343a
fr.janalyse	zio-worksheet_3	2.0.10.0		c71e42b4367e0089c0a8993acdc960bb7c129ef5
fr.janalyse	zio-worksheet_3	2.0.12.0		268c23fa9d0d174bfdbdef39cb425484388afe01
fr.janalyse	zio-worksheet_3	2.0.13.0		00325d8c385cd2e6008faf7490c5961684b7bd55
fr.janalyse	zio-worksheet_3	2.0.15.0		2f62adaae6501b64c2109d2892ff93c75ba15c82
fr.janalyse	zio-worksheet_3	2.0.18.0		ed44f46f747cba2cbd6430e9b6a46372f6258424
fr.janalyse	zio-worksheet_3	2.0.19.0		8f9b5e8d1bda40e2b644954c5e1a0c69e2989d70
fr.janalyse	zio-worksheet_3	2.0.2.0		d98ceb71a6f2ded87ae8349973c2a72cf34fd814
fr.janalyse	zio-worksheet_3	2.0.20.0		8aac6b9ec51968ce0b78823dee5e19e2f58c9a92
fr.janalyse	zio-worksheet_3	2.0.3.0		c27e9c2800afdea97fb4d3c0ad040f3230f030ee
fr.janalyse	zio-worksheet_3	2.0.4.0		5771dd4bdda282a1d2e871c1cd285b2b542b4d8d
fr.janalyse	zio-worksheet_3	2.0.5.0		d3b3aba46915ad7a389cd39ff3633d965422ce08
fr.janalyse	zio-worksheet_3	2.0.6.0		9a09d2cebd6c14a703b98b4d1a0a1ba59458c0df
fr.janalyse	zio-worksheet_3	2.0.9.0		b54ca3f97f2b281e300c855227902b2405a6782e
fr.janalyse	zio-worksheet_3	2.1.14.1		2a962da22439d38068666ab967e81c7f65192d44
fr.janalyse	zio-worksheet_3	2.1.17.0		f6d66274c13dd056cde5aa8885db12372a2a3dbe
fr.janalyse	zio-worksheet_3	2.1.3.0		45121366f0ea143abdecbad57b49fbb0f6537215
fr.janalyse	zio-worksheet_3	2.1.5.0		3a2b7e0bb28371faf596a7793038187e23a9ba8d
fr.janalyse	zio-worksheet_3	2.1.9.0		f8a530a3f584a410bbda559ea9e6b3488ec65303
info.hupel	libisabelle_2.10	0.1		9af3d2af2a7d94bd2dad8f34731e7e720d866ec3
info.hupel	libisabelle_2.10	0.1.1		61b7d0bb6a57babe0ea64b0f116405a677822bef
info.hupel	libisabelle_2.10	0.1.2		ca7bbf444acf883f101a7396c1ffa99fbaa7967f
info.hupel	libisabelle_2.10	0.2		57c3d5c8c8688ff53a5e7a959742fe26a2656948
info.hupel	libisabelle_2.10	0.2.1		d478982d11b00eb037eee569a4917549e9463bfd
info.hupel	libisabelle_2.10	0.2.2		a196a34cfb14d29ef7fa57902dfd65b2da788ed8
info.hupel	libisabelle_2.10	0.2.3		cdf1f8b0222d0123de0e86668b9a50460b5a847c
info.hupel	libisabelle_2.10	0.2.4		58287b301825999fae783e13d8aa79d059bb2534
info.hupel	libisabelle_2.10	0.3		780c27c0b06318bb061def2ebe5041711ffa855d
info.hupel	libisabelle_2.10	0.3.1		9ded5ec338d0b312c5efac79632f212638a680a1
info.hupel	libisabelle_2.10	0.3.2		ed2343b65e2070a16779545ae9c4c5ffbba51dfa
info.hupel	libisabelle_2.10	0.3.3		222d6fdc5ed3558793e340ef1b8f316bb4a9a1b8
info.hupel	libisabelle_2.10	0.3.4		fa50828be0c8274a93312b0e5585004c5e90dacb
info.hupel	libisabelle_2.10	0.4		62ae4993fb6b7d6bdec2dede9c6f2560423af16d
info.hupel	libisabelle_2.10	0.5		ddf66b308b2c7b348bb3a17ac6886128cee155d8
info.hupel	libisabelle_2.10	0.6		9413eda99f1b9d485d50930cd50a55ecb1e2de8e
info.hupel	libisabelle_2.10	0.6.1		8c39844f4c74880a0eb5b2a70c63ab34332e5d62
info.hupel	libisabelle_2.10	0.6.2		5748b55809f02ef39856fb1b557a11afa55caf73
info.hupel	libisabelle_2.10	0.6.3		b32e41f01849ac469ba76803a6eff7a05c915e7c
info.hupel	libisabelle_2.10	0.6.4		9743137ab8ef981f11d458fb8aacc92832ef1303
info.hupel	libisabelle_2.10	0.6.5		3cd4a8c839a7209687441888a68d45fa34828644
info.hupel	libisabelle_2.10	0.6.6		4557a9d3603f6d7802b1e9df34e6b905f6807cc5
info.hupel	libisabelle_2.10	0.7.0		4efee35a6cbf6ffc140a01fc29ab2d6a7cd5a3a1
info.hupel	libisabelle_2.10	0.7.0-RC1		68ca0f684f9fcd8eb9d1ed2f7a49a7d83f8c007e
info.hupel	libisabelle_2.10	0.8.0		e5c6dbe266486b9a67403eeb48c5b707d794f38e
info.hupel	libisabelle_2.10	0.8.1		18fd509c690b576f4362e2202251b303ea103cff
info.hupel	libisabelle_2.10	0.8.2		c5d7663339ddd6d15ea51d4e4eb5f7407b3f9ea0
info.hupel	libisabelle_2.10	0.8.3		4e3fc8a9c743cc2d602f40b4cde7e178b7592a2e
io.camunda.spring	spring-boot-starter-camunda	8.2.0		f67dccfee0d119b8834a1ad6589455d49af98e25
io.camunda.spring	spring-boot-starter-camunda	8.2.0-alpha2		3476995db8a3c58679512228340457e8c3aa84b9
io.camunda.spring	spring-boot-starter-camunda	8.2.0-alpha3		5a5ce270caf2abc2e88f2a0e865da1382995068a
io.camunda.spring	spring-boot-starter-camunda	8.2.0-alpha4		c1d4f7fd8b75c3fcb9fca5f60ea5d4c149955e35
io.camunda.spring	spring-boot-starter-camunda	8.2.0-alpha5		00561966fd25776bbb344395b1b1e1e6a54ed9b8
io.camunda.spring	spring-boot-starter-camunda	8.2.1		5a7eedcb45f442f1bb5c84cfccf9ff16f6504545
io.camunda.spring	spring-boot-starter-camunda	8.2.2		9956a0ff70742c029a02769df439710239d5fc50
io.camunda.spring	spring-boot-starter-camunda	8.2.3		2cbf503040b16b4c36c8bf7e9df152b5e5dee572
io.camunda.spring	spring-boot-starter-camunda	8.2.4		065957360f6cef3349949e2bc5d8c87c2efe9ec1
io.camunda.spring	spring-boot-starter-camunda	8.3.0		f225864a47a02f8f85458f9076b48a7017954b69
io.camunda.spring	spring-boot-starter-camunda	8.3.0-alpha5		c61f805964c457f090e8f5e9af5d234fe52e089b
io.camunda.spring	spring-boot-starter-camunda	8.3.0-alpha6		cf177a69683f1d033e088457a5082046f4a9ec39
io.camunda.spring	spring-boot-starter-camunda	8.3.0-alpha7		b6aeda71b171331b0be1d09558da55b22951d9ae
io.camunda.spring	spring-boot-starter-camunda	8.3.0-rc1		1dbb6369d8beb786960fac35e7957eb6aa49cb5a
io.camunda.spring	spring-boot-starter-camunda	8.3.0-rc2		6b54bf2637b5917525fbaa0951a783cdbb3faf97
io.camunda.spring	spring-boot-starter-camunda	8.3.0-rc3		972017d703ef347a9ad4bbab701c6716fec621bb
io.camunda.spring	spring-boot-starter-camunda	8.3.1		3838f339135f033c9d878ca30e84459d9f7e97e3
io.camunda.spring	spring-boot-starter-camunda	8.3.1-rc1		d4e9e25c9b03846c696ffd1510f8ef5ef275d376
io.camunda.spring	spring-boot-starter-camunda	8.3.10		1fe7a76f8eff4407118727c932796067dd261586
io.camunda.spring	spring-boot-starter-camunda	8.3.11		f53dd6b0cbe45bc5321aa2e05bb95b5cacb386ff
io.camunda.spring	spring-boot-starter-camunda	8.3.11-rc1		79ae64521864e7ec065e0e02007725fdd0c455c5
io.camunda.spring	spring-boot-starter-camunda	8.3.12		6d342d7100642dc7e881dbe35beff2eaa0259849
io.camunda.spring	spring-boot-starter-camunda	8.3.2-rc1		8802a1fd0541500f43affdfabf1833f55636ef54
io.camunda.spring	spring-boot-starter-camunda	8.3.2-rc2		f2f1028f656aebd01c06fc57fd173432542dae21
io.camunda.spring	spring-boot-starter-camunda	8.3.2-rc3		6a1ecb899ef1a41ec63fee160d2e9ab7f4e7d67b
io.camunda.spring	spring-boot-starter-camunda	8.3.2-rc4		c76f301ea1119af43b2ba20debbcb1dc4b6f93c0
io.camunda.spring	spring-boot-starter-camunda	8.3.4		50c8a663b5c2dcb9b28de35dc9ee87e30f787062
io.camunda.spring	spring-boot-starter-camunda	8.3.4-rc1		80d0a4174ddec2f886730f1f508176a166b3faa6
io.camunda.spring	spring-boot-starter-camunda	8.3.4-rc2		e71a4f35acd758c9ae612819b601f8e545bab542
io.camunda.spring	spring-boot-starter-camunda	8.3.4-rc3		f2a95dadf212b36ed3252117da8a2b0fa98cb00f
io.camunda.spring	spring-boot-starter-camunda	8.3.4-rc4		17fb688ec271e598da084d3f4dc20193617a6db6
io.camunda.spring	spring-boot-starter-camunda	8.3.4-rc5		b004840638d43fc27aa7f935d68bf66c2d770d3c
io.camunda.spring	spring-boot-starter-camunda	8.3.4.1		79de14e58fcfdaad538ac7b4597a6f1c21bf6fb8
io.camunda.spring	spring-boot-starter-camunda	8.3.4.2		76bcf842220c183da0ca67e06ec4bf5ca9a7b189
io.camunda.spring	spring-boot-starter-camunda	8.3.4.3		072fbf8aa7e3693b8975c3747ecb1b804baa15db
io.camunda.spring	spring-boot-starter-camunda	8.3.4.4		518cb4a14a6fec9a576a466435177a6cba947799
io.camunda.spring	spring-boot-starter-camunda	8.3.4.5		1fb96fa1e5f3203c2d21780c2734b76a58aafe4e
io.camunda.spring	spring-boot-starter-camunda	8.3.4.6		957d29e44c2e989ee2f7257d59b0645624ce422d
io.camunda.spring	spring-boot-starter-camunda	8.3.4.7		72fb332a0703244d2bce03131adadfec307e83e7
io.camunda.spring	spring-boot-starter-camunda	8.3.4.8		57fadde11bc1a37c846a5e541bd4258f87242a8f
io.camunda.spring	spring-boot-starter-camunda	8.3.5		ccba6a11e1657097ad9642888c700121631de70b
io.camunda.spring	spring-boot-starter-camunda	8.3.6		68740639e4fda3692cbe49d2192c3076066a0e0a
io.camunda.spring	spring-boot-starter-camunda	8.3.6-rc1		091aad84575e3b56ac49f82e93715f21b1dcd4f3
io.camunda.spring	spring-boot-starter-camunda	8.3.6-rc2		04712c629700f10ca7713bd6be9a3445c670132e
io.camunda.spring	spring-boot-starter-camunda	8.3.7		070b284c45324ae6e138a1aa4cf8fe53200a8dbb
io.camunda.spring	spring-boot-starter-camunda	8.3.8		a0fb0d0c1d296c4dfe4481a974ea1a5af955ab81
io.camunda.spring	spring-boot-starter-camunda	8.3.9		4efd648a8573432859188c1e33fe46dd691674e5
io.camunda.spring	spring-boot-starter-camunda	8.4.0		c612eb8b3bcc2bbf65fea375203bc308d5b5d63f
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc1		ea772d29cdea8fc7e838b08783f59ea6c4941df7
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc2		86798f0407cad652f2aa3b1abff7e42ebac35c48
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc3		8d039dd459990487cd92d85e78bd508b5a9d5c8b
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc4		4da4f834ab6b78e59099d76daf6324ef999300c4
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc5		bcea56228c53948c19dc48ea069861f369bd3235
io.camunda.spring	spring-boot-starter-camunda	8.4.0-alpha2-rc6		d5ec4b6f9cb7ebc199bf309144d00219b9c00c74
io.camunda.spring	spring-boot-starter-camunda	8.4.0-rc1		c0d1dd61a7603c64045cd45a90a21e6a53ab8b22
io.camunda.spring	spring-boot-starter-camunda	8.4.0-rc2		abc5449e2347d8a54ee10bc9d7fbfd0594afe974
io.camunda.spring	spring-boot-starter-camunda	8.4.0-rc3		92ff0dcf183b4289be09a9dab5c8bd934acefa5c
io.camunda.spring	spring-boot-starter-camunda	8.4.1		b7f07f2993ea93487833a998b088dd553795001c
io.camunda.spring	spring-boot-starter-camunda	8.4.1-rc1		dc1a0fe8830ac47eb7d9582214df9d413cb6f8b1
io.camunda.spring	spring-boot-starter-camunda	8.4.1-rc2		8db1bf82c3d9d1268210e3dbd39a5a2995531628
io.camunda.spring	spring-boot-starter-camunda	8.4.10		024433ab0fd8dcd670c7a1e79a00f248390640df
io.camunda.spring	spring-boot-starter-camunda	8.4.11		a5a05bd47d7eb65c2256e26c83c7e8a9eb315134
io.camunda.spring	spring-boot-starter-camunda	8.4.12		5bbd49150854ab80cf62135b0e1bf75fe4f201ce
io.camunda.spring	spring-boot-starter-camunda	8.4.13		d03dcc1d111aed45bfe666e12d02402a759324f3
