avalon	avalon-composition	1.0		d5ca3eccc560c3d94b18f3ab800df4c48f6a3709
org.sakaiproject.velocity	sakai-velocity-util	20.3		004b51ed7fa4b19e87d91d39495800a654433fa9
org.sakaiproject.velocity	sakai-velocity-util	20.4		8612717cfb210d185fa6d4137f4139ee6caf8633
org.sakaiproject.velocity	sakai-velocity-util	20.5		1fb1af9273734b9243cc36f5bacdd77e428cb4a5
org.sakaiproject.velocity	sakai-velocity-util	20.6		f2fbe3de5224f6f12c25ff57eebf66920184918a
org.sakaiproject.velocity	sakai-velocity-util	21.0		7b7cc56469c562faf7cc9a58956699e6675b50d2
org.sakaiproject.velocity	sakai-velocity-util	21.1		17795c567c4d2084dccb62c79b0d857840b24073
org.sakaiproject.velocity	sakai-velocity-util	21.2		c1f9ed854cbb69898d05e4f045c591adffb003d2
org.sakaiproject.velocity	sakai-velocity-util	21.3		0bcaf88be0754d7d3234e7632605eda34f6173b4
org.sakaiproject.velocity	sakai-velocity-util	21.4		ed4d61201377f9ebb2cafcc7f017f817806054d8
org.sakaiproject.velocity	sakai-velocity-util	21.5		6a8f084e0c831ad31e3a8018ded1c6577496b7cf
org.sakaiproject.velocity	sakai-velocity-util	22.0		9bd3e295c8c9bb8d7fb8714a54ddba8e47718ceb
org.sakaiproject.velocity	sakai-velocity-util	22.1		fef3520cc8121e3301e0500afdf26b2a8b627cf5
org.sakaiproject.velocity	sakai-velocity-util	22.2		e6ea01c84b21969da15f586193f401fe633354a3
org.sakaiproject.velocity	sakai-velocity-util	22.3		782737633a8a3529c3439784d533af18cb93abab
org.sakaiproject.velocity	sakai-velocity-util	22.4		75a7db241c8e13051e8ac2ea7af203c9d4719fb0
org.sakaiproject.velocity	sakai-velocity-util	22.5		87e44e3abe987c729313f2dd0cc832e794682ac2
org.sakaiproject.velocity	sakai-velocity-util	23.0		9fb7acc76d22d59dfcbf9990ee6e9cbe666dca95
org.sakaiproject.velocity	sakai-velocity-util	23.1		45db7c9013debb7924dd8aa3b7e7f57b73802474
org.sakaiproject.velocity	sakai-velocity-util	23.2		bfdb77180e79fc221bc63bf6d5621a5c84051acf
org.sakaiproject.velocity	sakai-velocity-util	23.3		ad4f884d402fa1debf057add358d4f2f5ed3d14b
org.scala-sbt	incrementalcompiler-persist_2.11	0.1.0-M1		edcc09f3ff7c27ba5be0a320ccd98824b6fe601b
org.scala-sbt	incrementalcompiler-persist_2.11	0.1.0-M2		a16e2ea84edb1204ae0392e869a52b36785db194
org.scala-sbt	incrementalcompiler-persist_2.11	0.1.0-M3		c520ca981a5d48ec10f08eec46099f227fdf9da6
org.scalameta	sbthost-runtime_2.12	0.1.0		fe99dca36579ca8bd54ca3f45493b279ad90ff1c
org.scalameta	sbthost-runtime_2.12	0.2.0		14dac800b4188d8955d10fe7366ae2887ade72f8
org.scalameta	sbthost-runtime_2.12	0.3.0		7350f61a4a7c8445e373a3406eb0d46e68c6fad8
org.scalameta	sbthost-runtime_2.12	0.3.1		491b5a443ead858e8decc45e821a20ec2f96e0c7
org.scalameta	sbthost-runtime_2.12	0.3.2		15fb82db11c0bc1a8c53e3ab9c63096ed15d06ce
org.specs2	specs2-form_2.12	2.4.17		d7564e43822aaf4b049694afe63538e0c572410e
org.specs2	specs2-form_2.12	2.5		45b1b1fe31273660178176f3c5a8b1c515f8e3d4
org.specs2	specs2-form_2.12	3.10.0		89eadf6adccc23c5240042843821ede53b95b79c
org.specs2	specs2-form_2.12	3.8.6		860662e2a2d169e2aa8237448f1bd001ed28f9bd
org.specs2	specs2-form_2.12	3.8.6-20161219103851-1c1f07b		55ebc49f583def3af2beeda80f4a9dced7da236b
org.specs2	specs2-form_2.12	3.8.6-scalaz-7.1		4f49397cd9c5d3d6c1bdfc8103fa32b41131c3b5
org.specs2	specs2-form_2.12	3.8.7		afc2e92ba423f40de5332407d073c8a046174900
org.specs2	specs2-form_2.12	3.8.7-20170130231531-f808b61		56f43885b3de649ac7a8e5666264d5714ea60c5d
org.specs2	specs2-form_2.12	3.8.7-20170202003034-3739406		15a96ca886a02ffff02cc4114658869a4f653beb
org.specs2	specs2-form_2.12	3.8.7-20170202221116-f32a298		84eecfb8e0959e08d7eb446118aa21a4422fe5c6
org.specs2	specs2-form_2.12	3.8.7-20170203233805-3b836b9		f0b8e70ff29919ce598fa2adb82068d2f3397ac6
org.specs2	specs2-form_2.12	3.8.8		28bc80ca69570ecdc16c596d4187316ebaccecff
org.specs2	specs2-form_2.12	3.8.8-20170222075022-d6a08b0		24fc5694980d9076d024eb6f83b7d5946fb117ca
org.specs2	specs2-form_2.12	3.8.8-20170228162720-a7d4c14		6224fa3817677112f60e8b8bb8bfb783420f864c
org.specs2	specs2-form_2.12	3.8.9		525bfc07631b2ec5fea0cc9268b6be36d05d9453
org.specs2	specs2-form_2.12	3.8.9-20170330160759-0665464		72ac5808972938afa3158dd01d450caff43ec01a
org.specs2	specs2-form_2.12	3.8.9-20170404161946-46dd4cb		865b1f89bc82de87457860e93ecaba96c67bb806
org.specs2	specs2-form_2.12	3.8.9-20170416215732-badcded		3892c1e0d78ed43a212229012d6677279bb28cc7
org.specs2	specs2-form_2.12	3.8.9-20170417165056-719dc83		3f7de7c7e88c183638ba1dfdc3d28edabb9155cf
org.specs2	specs2-form_2.12	3.8.9-20170417195349-7b7973e		f4d04d0d58bd8c468a636a8f36c04e4b0c4737f3
org.specs2	specs2-form_2.12	3.8.9-20170513130911-c42a6fe		46971d56022ffa677e3de5724be532cb72f8a337
org.specs2	specs2-form_2.12	3.8.9-20170519080524-c1457d5		a3f83077e4a8b440d901586fc0535979ed95799b
org.specs2	specs2-form_2.12	3.8.9-20170522072813-3d83c92		16c3774c6796daebbf0be9237007d00cdd9953c3
org.specs2	specs2-form_2.12	3.9.0		d293d1249432cb37b2c3c6dbdb700b352bae0eb3
org.specs2	specs2-form_2.12	3.9.1		83548c69984893c0ebb58e1a805a74de718a2754
org.specs2	specs2-form_2.12	3.9.1-20170622122021-eeeb976		922e261f8b96f9064ff391d6ce29e686b69964b2
org.specs2	specs2-form_2.12	3.9.1-20170622201057-2a7bf79		44d6906134555d35763a5529f45c8ee3a7880702
org.specs2	specs2-form_2.12	3.9.1-20170623125925-0807b39		502fe53cb120135561ff30826cb92d6472ceaf36
org.specs2	specs2-form_2.12	3.9.1-20170623193746-58cbe74		82455fe397f3313ee71adced95d8a09dfdddd7ab
org.specs2	specs2-form_2.12	3.9.1-20170630055143-1856170		94b241324f0f3aac56c8c1bf5cbe5c732ff5ab09
org.specs2	specs2-form_2.12	3.9.1-20170630161341-0057b1d		209de78c95b3f86fbdc83da91606079029f365b8
org.specs2	specs2-form_2.12	3.9.2		18ec587785ec83d53c0c32b089f588ec87d0a8c1
org.specs2	specs2-form_2.12	3.9.2-20170713100525-74f480c		2ddca64ade351aee71b9a485969dbf689cd58cda
org.specs2	specs2-form_2.12	3.9.2-20170714141235-5abae5f		119fa108092b1e8fe441205a2cd2a9355cc2ad3d
org.specs2	specs2-form_2.12	3.9.3		f9a1596c8157fa0843a3a6b453987828d0f4af4c
org.specs2	specs2-form_2.12	3.9.4		42fb446e814942181fd5bd0a5db421446de28e89
org.specs2	specs2-form_2.12	3.9.4-20170815061805-0e62822		c71c99107132aa03aa858d41a41ade49fc4bcde9
org.specs2	specs2-form_2.12	3.9.5		1857231ef5a86dfe75ba9d3fb59a52a937efb16d
org.specs2	specs2-form_2.12	4.0.0		5dd4a2cc54fe82d37b92dc79821904393b29c7d4
org.specs2	specs2-form_2.12	4.0.0-RC1		7be27a29fe2d0962eb9e9a56d1678704e6755502
org.specs2	specs2-form_2.12	4.0.0-RC2		3da23fad80576b030488ebad85e5de41c2525ffe
org.specs2	specs2-form_2.12	4.0.0-RC3		af2621929b358d47af5f7deaf27c12dac8ec4adf
org.specs2	specs2-form_2.12	4.0.0-RC4		b3a6a0f96671eff759833cbf0887cc9e39755e56
org.specs2	specs2-form_2.12	4.0.0-RC5		656a2bc2e533db698a7872b79091381b712f8342
org.specs2	specs2-form_2.12	4.0.1		5b8bbc005d131d47d8add19b8b3cab71246d0fdc
org.specs2	specs2-form_2.12	4.0.1-2c0d6d9-20171014100524		73051cc9bd1f67eaf888e7d6178e68a4466888bb
org.specs2	specs2-form_2.12	4.0.2		ec4cfa1e2ecf860eddc1bece269338a07ba38301
org.specs2	specs2-form_2.12	4.0.2-26b9134-20180207173143		70d054aedd63fbaf3b352e267b664a60b7474d22
org.specs2	specs2-form_2.12	4.0.2-291bdf5-20171123131811		b5ea1aa618e8fe9f82a3e254c18d61878fd6fd64
org.specs2	specs2-form_2.12	4.0.2-3eab439-20180109215419		341f60138f5b8e23e5ee1109c6c7aac11a2375b8
org.specs2	specs2-form_2.12	4.0.2-6a513a8-20180216164051		e07d68d11b2a8cf7140ca86937801db97a53fd0e
org.specs2	specs2-form_2.12	4.0.2-7d5b166-20171123095736		bf2dc0843bcea9ef425658e5dbaa990aefdfa7b0
org.specs2	specs2-form_2.12	4.0.2-bc9c22b-20171213063838		820ca203d79591445f58bb3fe5a05e4f5e38c87c
org.specs2	specs2-form_2.12	4.0.2-cf517a7-20171118180532		405cdba839c3644fd09fa027452749475ed0fac3
org.specs2	specs2-form_2.12	4.0.2-cf517a7-20171122141020		96930a9e95a7b23e2a9841dde3b2a593bcb8e413
org.specs2	specs2-form_2.12	4.0.2-f59ba9b-20171124130949		45abe0f310a18612f09fada4a52a3eb995db4554
org.specs2	specs2-form_2.12	4.0.3		49e114c278f8e60799e38986c3426093a16ed976
org.specs2	specs2-form_2.12	4.0.3-83f81a8-20180227163433		6e22452e7fa8dca15ded1056d041d78aadc63f62
org.specs2	specs2-form_2.12	4.0.4		28346ac3d10cf0cc2b10a640ed5e900e15712888
org.specs2	specs2-form_2.12	4.0.4-09706de69-20180414081008		d8af274d1607374ba97d41fafff05f783feb126e
org.specs2	specs2-form_2.12	4.0.4-3593406-20180327185327		4f0e3d19d461973ad2c2f22ceadb71e0482874a4
org.specs2	specs2-form_2.12	4.0.4-f9521ff54-20180413093135		30ed1284deda658896334f93aacf5c85f20afc43
org.specs2	specs2-form_2.12	4.0.5		050b5481a55939d83b824495b82d13f24a120344
org.specs2	specs2-form_2.12	4.1.0		a2bb2ec77b84db510d1916d1e4f52684c43fd284
org.specs2	specs2-form_2.12	4.1.1		8a4a310a20d0d20fc534958b58554ccd29f7cb8e
org.specs2	specs2-form_2.12	4.1.2		03fa2aaa8ab73941b53baaa7146f6187b0f536b8
org.specs2	specs2-form_2.12	4.10.0		59dfdeffefd476b45a13820b8b1301024c09f6db
org.specs2	specs2-form_2.12	4.10.1		322634b594deb077da902e005201e1943d67b547
org.specs2	specs2-form_2.12	4.10.2		c4d22159d8e95ff9427bcb0d9f0d7667c7d7ba43
org.specs2	specs2-form_2.12	4.10.3		5d1192427b767a228ce9ed7d1f646815609e920f
org.specs2	specs2-form_2.12	4.10.4		9f22019618cf014d1a0af9d82b019088f5c71b34
org.specs2	specs2-form_2.12	4.10.5		1db1c5d15a9b3ce16162f2846ed1e7de8f695b88
org.specs2	specs2-form_2.12	4.10.6		7eff9fc72f48fc56dec33ff83c7ca0d5caf3f0e3
org.specs2	specs2-form_2.12	4.11.0		5e1467837c96f4f98d14a529b667ca244c63ec74
org.specs2	specs2-form_2.12	4.12.0		da111515f44df6be97bac341955324195a4f2f66
org.specs2	specs2-form_2.12	4.12.1		51725a8055ad0d3eba994afaa6bedc441179cf05
org.specs2	specs2-form_2.12	4.12.1-junit-5		148361f85e8038bf37ce88f414e49a59c838436a
org.specs2	specs2-form_2.12	4.12.10		4e2cad1a1cffed8b2cf2bed2d23efdeffc743f82
org.specs2	specs2-form_2.12	4.12.11		434375d4ccd92887166c9bce71313ab039177d84
org.specs2	specs2-form_2.12	4.12.12		262aefbecf04c70780c7a7801035339f00c3f6aa
org.specs2	specs2-form_2.12	4.12.2		d2be9dacd8f198d85026eb7b76ad56d99ab230c4
org.specs2	specs2-form_2.12	4.12.3		11a6ca83d6d80cd951c35e91878441e374810028
org.specs2	specs2-form_2.12	4.12.4		2238de9c85dec1b57973a765e71679da6ab222b1
org.specs2	specs2-form_2.12	4.12.4-js-ec		4d601677e15d45b88c00c9209d66f357ff3c566f
org.specs2	specs2-form_2.12	4.12.5		35605207285a44d3ad75bcd7826ce24d42ec8f68
org.specs2	specs2-form_2.12	4.12.6		7bb516499ad89bbfbd80a2ebdaf0e7e14520d78c
org.specs2	specs2-form_2.12	4.12.7		0ae0bd51a63ad19729f5bbc91f3a3c3a84162081
org.specs2	specs2-form_2.12	4.12.8		d6f5f5904eb79b692e7e66b52110e6dc4aac38c1
org.specs2	specs2-form_2.12	4.12.9		e42b6e7d91e900a3a567b16fc9a233316970117e
org.specs2	specs2-form_2.12	4.13.0		6a417f8357af283435e286c06d44648d39bddf16
org.specs2	specs2-form_2.12	4.13.1		be899f0cf33cf34112038d27326bded10937403d
org.specs2	specs2-form_2.12	4.13.2		1356346c92c0dd629dab17c361c7ba6c22f8aa8d
org.specs2	specs2-form_2.12	4.13.3		c2129e94e9c8e4c7fd415213de6d8d94ea4cc311
org.specs2	specs2-form_2.12	4.14.0		3cfcae76046f54f69b3aa89f10e66295a3bfb051
org.specs2	specs2-form_2.12	4.14.1		73046c6f33b2f46ea6da7f45e9542e96e01f3fd8
org.specs2	specs2-form_2.12	4.14.1-cross		793ac3f1d471c0261af48d005c0a15b7cabe77f8
org.specs2	specs2-form_2.12	4.15.0		1b2c2d600268efcc1d9aaddf49e02e7e28cedc75
org.specs2	specs2-form_2.12	4.16.0		3e4139fdf9a7ef331cae32bd03a8ccf4c6c83ead
org.specs2	specs2-form_2.12	4.16.1		95ee634c1edb7cf5fa379a1240e052fa4b46739c
org.specs2	specs2-form_2.12	4.17.0		8bd448e349a4ecb7464ab36354eea7d5b9d322ab
org.specs2	specs2-form_2.12	4.18.0		05519d24b5cd77e773ff73dea6f9dccbd9179f5b
org.specs2	specs2-form_2.12	4.19.0		a74417d9cad20da3f2f945d3bbc868fc7d900fb8
org.specs2	specs2-form_2.12	4.19.1		7c3b66bed0ee8189c281bed24bc673add26352b9
org.specs2	specs2-form_2.12	4.19.2		4c10d1a531f5c416997092036eb5216abe7ac6f9
org.specs2	specs2-form_2.12	4.2.0		186c135178e37cc0877b2b1473b8818727c56f42
org.specs2	specs2-form_2.12	4.2.0-2a08d4cae-20180427164428		80aef8bbd209fa80e992b712c257b34849082476
org.specs2	specs2-form_2.12	4.2.0-6fc1280b6-20180430142205		b6d351c464f23387eccf08233c1f85e1b695276a
org.specs2	specs2-form_2.12	4.2.0-add90d25e-20180428143534		e28236e3efd6b229d5937cb8c23dc16c4e242933
org.specs2	specs2-form_2.12	4.2.1-ca75f1d09-20180530093100		5df2ec26a292dedceb186eb6d8a634e7ec920c79
org.specs2	specs2-form_2.12	4.20.0		ba53f7fbb5caa1feaab269000818067a2a9f53bd
org.specs2	specs2-form_2.12	4.20.1		363465883da0e32c0f885f0ea48b563460b4637b
org.specs2	specs2-form_2.12	4.20.2		1f32f2f506905c05ff14a59ad765d23eec41430c
org.specs2	specs2-form_2.12	4.20.3		af1cb9ea5fe91a9da5dc4bb5ab66db938b830f89
org.specs2	specs2-form_2.12	4.20.4		aa465742776d37e43d3021d0dc5fe66677aa9663
org.specs2	specs2-form_2.12	4.20.5		8356a16cd132b961c38ef6247218b5e54d94d467
org.specs2	specs2-form_2.12	4.20.6		914974742347abb967a4713a8e32eed516a70e75
org.specs2	specs2-form_2.12	4.20.7		d4a7c91050b0a931dec1eefd72ddcfda66565f82
org.specs2	specs2-form_2.12	4.20.8		4c90b1cf4d6a6113dd49ac84f8e1d078f3028cac
org.specs2	specs2-form_2.12	4.20.9		a04566271af34f5d894d0d1d99b7ebf2ce3eca08
org.specs2	specs2-form_2.12	4.21.0		fc9b0f811a2261784d1c370f6c026966bd6812ff
org.specs2	specs2-form_2.12	4.3.0		8d357b189ecb6da61d8ccf40df528175bdabf79f
org.specs2	specs2-form_2.12	4.3.0-9613e1025-20180617171339		bd0080e98103484c32ff01d39e2f8e2422d7b75b
org.specs2	specs2-form_2.12	4.3.1		ce5466182cc654e68c8b88fd0a93dcb4cd1ea156
org.specs2	specs2-form_2.12	4.3.2		f97c925b10eab36b440d33dad9cb6e23451c38da
org.specs2	specs2-form_2.12	4.3.3		e8abbd11c5e6c07aca391bf10af52979b0a304e0
org.specs2	specs2-form_2.12	4.3.4		fc64c0df97e47751a98b8fd0a83f36863a2d16a1
org.specs2	specs2-form_2.12	4.3.5		14085c810039ff6c36d5b794006f1a8d6c5bc20f
org.specs2	specs2-form_2.12	4.3.5-78abffa2e-20181150936		da9c75c250adc092c1f93df4eb138b5629af155a
org.specs2	specs2-form_2.12	4.3.6		995d806bc8e959580a6a03ce8577cc82d201cc5f
org.specs2	specs2-form_2.12	4.4.0		431e6a3ecd303d7dd4537a96470212b9ff0b00a8
org.specs2	specs2-form_2.12	4.4.1		e2b254537d5ee3ee3df33ebe28af6fae4bcdc0c5
org.specs2	specs2-form_2.12	4.5.0		ba8e9dd33ea9ca78b78cb1f197ee8acfd7d7ab69
org.specs2	specs2-form_2.12	4.5.1		309914a93f55172c298689cfa052811562e934e6
org.specs2	specs2-form_2.12	4.5.1-4f247eaf0		f156494711692da4830bec3e2a0b14364acae83b
org.specs2	specs2-form_2.12	4.5.1-924020314		e6dd60cae88383090f23306b56cedb30de3f8aa4
org.specs2	specs2-form_2.12	4.6.0		322f4dc74a78ceb711a4cdd98566bd254f8713b9
org.specs2	specs2-form_2.12	4.7.0		720a258dec47b0a49f5f3862cd4aface69f2bbb4
org.specs2	specs2-form_2.12	4.7.1		9d74ee43bbf08ad04059c42b2f0c8876ffb5d1c5
org.specs2	specs2-form_2.12	4.8.0		2e96f72e2c58b89e001375aa0534fdd47881a2e5
org.specs2	specs2-form_2.12	4.8.1		d1c4367d1d7adec6f57d2956d2261f7f178b78e4
org.specs2	specs2-form_2.12	4.8.2		b20c101c688e8f9ce110823b98e57941fc64b526
org.specs2	specs2-form_2.12	4.8.3		66fa513eb1725bad562e5774f382120a06a4b331
org.specs2	specs2-form_2.12	4.9.0		1763e83c0a2e43d3b77d40938534542db1eab5a5
org.specs2	specs2-form_2.12	4.9.1		c53027c9f9315a003a828c3eedeca22e153716e8
org.specs2	specs2-form_2.12	4.9.2		33e607d783481e360de0c57860a80a745d0e4332
org.specs2	specs2-form_2.12	4.9.3		6574fca914c18ccf7dadcedde6ceb5405636f6e6
org.specs2	specs2-form_2.12	4.9.4		020301be09534d817bbe1c8c1b24bc3ade9bae53
org.springdoc	department-service	3.1.4		8da2a893c9b87f508429a6a41ab909f6b9472f80
org.springdoc	department-service	3.1.5		be67f24eb2365b2c0b51efda4ef7920488c24327
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.0.0.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.0.1.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.0.2.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.1.0.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.1.1.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.1.2.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.1.3.RELEASE		N/A
org.springframework.cloud.stream.app	tasklauncher-dataflow-app-dependencies	1.1.4.RELEASE		N/A
org.webjars.bower	github-com-vaadin-vaadin-icons	1.0.1		fc71a8f9400d195d440d94c33c4a12e75d3de798
org.webjars.bower	github-com-vaadin-vaadin-icons	4.1.4		ef12a2880cd18217fe2cc9d4aed28859d389e191
org.webjars.bower	github-com-vaadin-vaadin-icons	4.2.0		90bed700df1c6debea4304739259c32f979c8bdf
org.webjars.bower	github-com-vaadin-vaadin-icons	v4.1.3		a016ace9d60344d37dcf8cba17b5864780eda83d
org.webjars.npm	braintree__asset-loader	0.2.1		51630183b56a234e5b32422b3b2675c51c1f983e
org.webjars.npm	braintree__asset-loader	0.3.1		6bf114cd9fce7afa459120a640ddc68b424e0a03
org.webjars.npm	emotion__css	10.0.14		b1b9f5a80fc363b74157ab03addd5512d7bf4521
org.webjars.npm	emotion__css	11.0.0-next.6		68c1591d957f986cda10f959e8295313555fb26b
org.webjars.npm	emotion__css	11.11.2		9b3a52bad1c2f4d01d34acd400fa4fbc4b70b204
org.webjars.npm	react-beautiful-dnd	11.0.4		7066152f33fdfdf1a0c4034464d7c86675a026d0
org.webjars.npm	react-beautiful-dnd	13.0.0		b4f3bd61fd8511ab09b5f9180d1b56483b068ebc
org.webjars.npm	react-beautiful-dnd	13.0.0-beta.1		9e22ba32abec75b1c95ea5be471c0179b27e95ad
org.webjars.npm	react-beautiful-dnd	3.0.0		686fca8919c0f8fcc549aa38cfe7b4bd7fdba629
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.0		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.1		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.10		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.11		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.12		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.13		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.14		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.15		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.16		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.17		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.18		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.19		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.2		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.20		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.21		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.22		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.23		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.24		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.25		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.26		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.27		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.28		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.29		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.3		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.30		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.31		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.32		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.33		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.34		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.35		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.36		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.37		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.38		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.39		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.4		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.40		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.41		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.42		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.5		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.6		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.7		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.8		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	3.0.9		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.0		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.1		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.10		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.100		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.101		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.102		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.103		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.104		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.105		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.106		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.107		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.108		N/A
org.wso2.carbon.devicemgt-plugins	org.wso2.carbon.device.mgt.output.adapter.websocket.endpoint	4.0.109		N/A
