ai.h2o	h2o-classic	2.8		844e987d59df4be9ec193feda0b2db105d2601dc
io.github.jerrya	connectivity-iosx64	1.0.0		N/A
io.github.jerrya	connectivity-iosx64	1.0.0	metadata	3bf68ab7675481488f8744758a18b7c4f0d07311
io.github.mikla	machinist_2.12	0.6.10		4ee30275f1ec0626677613d47f8b69dea9ba281d
io.github.mikla	machinist_2.12	0.6.9		a3ee29ce6215820c85be259f837958ddb90fb332
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha01		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha02		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha03		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha04		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha05		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha06		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha07		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-alpha08		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-beta01		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-beta02		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-beta03		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.0-rc01		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.1		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.2		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.3		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.4		N/A
io.github.panpf.sketch4	sketch-compose-resources-js	4.0.5		N/A
io.idml	idml-geo_2.13	2.1.0		39c611390a54a3125f3a7f7c6fcf0d9f2da2a75b
io.idml	idml-geo_2.13	2.1.0-RC10		8daf6792cd41f6e8895c81ef493ddb5af27bdb13
io.idml	idml-geo_2.13	2.1.0-RC12		49ff9a5f2184320180a8a617920f3a1f17b89db8
io.idml	idml-geo_2.13	2.1.0-RC13		3c77b53c28851e663f31e9d07cda74faeb6a926a
io.idml	idml-geo_2.13	2.1.0-RC9		476de06e8ee42f634f8adce949a22157bc0b0cd3
io.idml	idml-geo_2.13	2.1.1		e8ca1e473e885d822c5da5f2b42d01a270b4bc5a
io.inugami	inugami_api	2.0.0		f8ca76bc6e73895a2535d116d2a4e00f7c78b4df
io.inugami	inugami_api	2.0.1		c930f3942a69afe741459ec83207eacebffb5968
io.inugami	inugami_api	2.0.2		7b980939c250e0d0df54e1bc937f89a452b7a1dd
io.inugami	inugami_api	2.1.0		75b3ffeae7d6354afa2b701c36f65107ce31c205
io.inugami	inugami_api	2.1.1		0efec7c57e65f10e9fde10359f80a039631fe727
io.inugami	inugami_api	2.2.0		82c87ac4bb7dee37d35c9beb74d351f971bd1843
io.inugami	inugami_api	2.2.1		6ce7fa5d42726e3545f84fcfbb13b8a48e04a41f
io.inugami	inugami_api	2.2.2		0c34935917b56bc6e9ff16f97a0c7651149eb267
io.inugami	inugami_api	2.3.0		7a89ce66327f2757fa3e0f0f8317094e02c5772f
io.inugami	inugami_api	3.0.0		9cc1eef35577bda495848a3278c36d1c388cb446
io.inugami	inugami_api	3.1.0		5980315dad8637bc30f4457655155b679ab318e9
io.inugami	inugami_api	3.2.0		1efaf05a3f989a7c42bf6d93d365fdc725f93e9f
io.inugami	inugami_api	3.2.1		81bc83bdca11226afed993750bcd0a93c3cec645
io.inugami	inugami_api	3.2.2		b3359ab286b334f2216d33da92cc63d026dcd221
io.inugami	inugami_api	3.2.3		683cd718032eee5c1193653c2979b556be9d9ac5
io.inugami	inugami_api	3.2.4		bb8b7fe6d080e977cd5fd3d2371c85fa7c59f62c
io.inugami	inugami_api	3.2.5		38f7d6bb687fe2bce9fc612b0b3dd32236f7d984
io.inugami	inugami_api	3.3.0		e79500c1008bb8a69e2ff0e739038df52b455f01
io.inugami	inugami_api	3.3.1		eee7771422d2e55a4c1175775af32f8f941e3156
io.inugami	inugami_api	3.3.2		2d5f56ffcb74766e79d51f0f93bb36b9ee3aca90
io.inugami	inugami_api	3.3.3		62ce83d38b8744b191b808b7da5b114860258832
io.inugami	inugami_api	3.3.4		3d06f75d7c2a1415717c63d8065a864ae9e2f06e
io.inugami	inugami_api	3.3.5		447244f3f6c0e2435721cb96e1e463d5762439dc
io.ktor	ktor-server-pebble	2.0.0		1228982f5cf38bbe24f8b29002b9fb4f08478b66
io.ktor	ktor-server-pebble	2.0.0	all	8775b6f6d63c82a6bd3f3c62af159e3bad286bb0
io.ktor	ktor-server-pebble	2.0.0-beta-1		961c18832939720058141eaf323797553a756802
io.ktor	ktor-server-pebble	2.0.0-beta-1	all	8f5e28fade2fd005e545d3563afaeb389a2476c3
io.ktor	ktor-server-pebble	2.0.0-rc-1		792d41e8f83618e62da22b75551b7ba655f79d5c
io.ktor	ktor-server-pebble	2.0.0-rc-1	all	1486560e4371dc29f57db9faa03dd15a4b96db67
io.ktor	ktor-server-pebble	2.0.1		e757024d767e59f1eabb352e74a81644549082a7
io.ktor	ktor-server-pebble	2.0.1	all	709cf5396786b0e7fff04634f4aa732bb74c127b
io.ktor	ktor-server-pebble	2.0.2		02fee53ece7cfc8fa0cb975d66a09f9a7872146b
io.ktor	ktor-server-pebble	2.0.2	all	3dc1150a804550613cec59b43f2dd7b12566fadc
io.ktor	ktor-server-pebble	2.0.3		83e673157ca956f4496d5674d71b517479e03cb9
io.ktor	ktor-server-pebble	2.0.3	all	5f30168a11162dd5acf97b474883b1b24a25f3b2
io.ktor	ktor-server-pebble	2.1.0		156ca0d3dd8502d9e2619a1d2171d6c13362d44a
io.ktor	ktor-server-pebble	2.1.0	all	85322e3e9362f68dd7ca3dcf502359e45a859c41
io.ktor	ktor-server-pebble	2.1.1		73bef73d5769f702364c30a6d0558421c85459ba
io.ktor	ktor-server-pebble	2.1.1	all	db21a33fbf2e10d77127cee7967b53c8f79ea3ea
io.ktor	ktor-server-pebble	2.1.2		2bdfae0c68635e4eac4a595ee4e57f2995ecbdaa
io.ktor	ktor-server-pebble	2.1.2	all	661e63e6ce0e816974c137a5dc6dbc6ad1ac22e6
io.ktor	ktor-server-pebble	2.1.3		4d6f765518525c545b67bd6918e5081cbd89ab8c
io.ktor	ktor-server-pebble	2.1.3	all	8476bd5369f89dd4e4bc4cee45faa9c73e72cf63
io.ktor	ktor-server-pebble	2.2.0		155387157f22a453fab4b973afc05c1201bafd1b
io.ktor	ktor-server-pebble	2.2.0	all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-pebble	2.2.1		f34873cd13968c6b8efe8e3e639e94eb18280298
io.ktor	ktor-server-pebble	2.2.1	all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-pebble	2.2.2		4e7b954b534f25ad4d48f3fa51627edf31512d14
io.ktor	ktor-server-pebble	2.2.2	all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-pebble	2.2.3		ad9017348c84443affb16795efbc0a30a1b490a7
io.ktor	ktor-server-pebble	2.2.3	all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-pebble	2.2.4		e0655aac2f98c24360de146fdeed7b0f2f8eea16
io.ktor	ktor-server-pebble	2.2.4	all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-pebble	2.3.0		fb820f82e5799e2e45a7825eaaf2bd8efcb8c7f1
io.ktor	ktor-server-pebble	2.3.0	all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-pebble	2.3.1		58324b50f5e3d44cbdca9b5f167e2f041cb94c5c
io.ktor	ktor-server-pebble	2.3.1	all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-pebble	2.3.10		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.11		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.12		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.13		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.2		8057f727595c922931acdeb753fe853595c6ac19
io.ktor	ktor-server-pebble	2.3.2	all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-pebble	2.3.3		0f6c4c4c84fa505b2a46a4aed405a2457cfba09e
io.ktor	ktor-server-pebble	2.3.3	all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-pebble	2.3.4		d65e6b41f34ac864dae5bb35ef960d9d6679ded3
io.ktor	ktor-server-pebble	2.3.4	all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-pebble	2.3.5		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.6		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.7		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.8		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	2.3.9		0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-pebble	3.0.0		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.0-beta-1		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.0-beta-2		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.0-rc-1		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.0-rc-2		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.1		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.2		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.0.3		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.1.0		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.1.1		6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-pebble	3.1.2		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.markdom	suite	0.0.1		3353392fc778de2157e0081d74dd6d718464c7fb
io.markdom	suite	0.0.2		8f660708d977fceb6d5f39375a44865c488ab3bb
io.markdom	suite	0.0.3		caa90d88f46a23d7b32c6586122b6f7a661dc8dd
io.markdom	suite	0.0.4		feeba37f7e57bfbe040b8d8089231c32205e82fe
io.markdom	suite	0.0.5		2e67bc9585b226fc89e19682a9090f8ee98d7bf4
io.markdom	suite	0.0.6		df60698e46d5514dc544a55c68a1932dfce45619
io.markdom	suite	0.0.7		572f8b690ab241a73c9cbcbafc5b42a70c6dc14c
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.0.0		7302a513a7923a2a6189d288d3bbb12eaf75e75c
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.0.0-M1		c5cf053067b5478c022e76fdf62d82f074f24bc1
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.1.0		6c22135230a4c8bbe465811b036153c0b29b8a97
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.2.0		c2575b58ab0354e40cdf8cc2dd46b4e3d9535a27
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.3.0		274153980454517143ccc1a097fbece0378e2d11
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	1.4.0		b3170324db5d9c7c0e3bde40809df22d89ccbf34
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M1		2ab5b88445d271dde95be5bdc972e62b4eecbb7a
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M2		4031ded7060657e31b4cede439d5c24482257406
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M3		7f1aa016d4f2fcd82642309c42ae21a165bacd5c
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M4		35d3bb3081382d8a52abc585e3d828b212922ff6
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M5		08a44c47ef87bf535b35a48b1216ceb633498457
io.micronaut.chatbots	micronaut-chatbots-basecamp-api	2.0.0-M6		f8b9751a3f631a3380678311165e2508d8810902
io.openk9	io.openk9.search.enrich.api	0.0.1-SNAPSHOTS		c1262adae20e53d7ba83cb8a721db6d6f4a7c2e3
io.openk9	io.openk9.search.enrich.api	0.0.1-alpha-1		4ea7369f8c7987e41171986e9f4330fd2c3a512b
io.permazen	permazen-cli	4.0.0		c181649bc1defd9b58bbefcf77fed52f339a7d8a
io.permazen	permazen-cli	4.0.1		335ff378b19c30d6ee7755a0ff633fd7ff4e8ae3
io.permazen	permazen-cli	4.0.2		60e1f76f90e706090de23e5f5c64859d826fdb8b
io.permazen	permazen-cli	4.0.3		2575c8a52efcd644f4905169b653a494a58ec7e7
io.permazen	permazen-cli	4.1.0		dcf0943e2adba6efe86d194cc78bc4d4d5fb4e43
io.permazen	permazen-cli	4.1.1		9fa2edf5a15cf1df7b9c8c4f899595c505fd1c3d
io.permazen	permazen-cli	4.1.2		3a82f195a3190cd3d3bbb97369800eae1e585a86
io.permazen	permazen-cli	4.1.3		b870da913774e0b37947f41979c940dbf6706f3c
io.permazen	permazen-cli	4.1.4		e384cbdbb8d5d6f62e8b1e3e12afa66797e2dfeb
io.permazen	permazen-cli	4.1.5		647d12ee4fd9dcfa653a09374d1aa7c498697657
io.permazen	permazen-cli	4.1.6		817bbd0ffae8d85fa087dcc83a606955e494c904
io.permazen	permazen-cli	4.1.7		43d6a3400b8a9117d16365532c228a3204efd8bc
io.permazen	permazen-cli	4.1.8		45b41c0dad67a27535fdd1dfa2f8a6ef567fe64f
io.permazen	permazen-cli	4.1.9		3768c9b2ebbfa867e40c63fab6789da5a026266f
io.permazen	permazen-cli	4.2.0		018b52e44bf5fa4d890d45f91fe2f955ab0d5c65
io.permazen	permazen-cli	5.0.0		bc051d8019288147c1395d8afbb06439cc35b782
io.permazen	permazen-cli	5.1.0		ee72cc4dd010aa65dda051b42953495b49ca3016
io.quarkiverse.businessscore	quarkus-business-score-mailer-deployment	1.0.0.Alpha4		cf449bd8a3b3c96b3cab1731dd100b8b7f04d22e
io.v47	nuprocess-shim	2.0.0		7532c513b86a70a206113ec3b8b45cfc23c0d21b
io.v47	nuprocess-shim	2.0.1		b32601ac3ac50da359f077a65b4c88ee319b232a
io.v47	nuprocess-shim	2.0.2		137b088798523a24be844f644382aa3452e95e93
io.v47	nuprocess-shim	2.0.3		84e4e26e6fd3dd296ba0015b6f8260bddc579802
io.v47	nuprocess-shim	2.0.4		70287554651ab60f95af676a4e42c11f03c3eb06
it.unibo.tuprolog.argumentation	core-js	0.1.0		0d8a2519df1a1c08fd6afb1bb8d32c2253c51b7c
it.unibo.tuprolog.argumentation	core-js	0.1.0-archeo+4a6f56f		c310cd065526becb39cccf12421e09c77c51f147
it.unibo.tuprolog.argumentation	core-js	0.10.0		N/A
it.unibo.tuprolog.argumentation	core-js	0.10.1		N/A
it.unibo.tuprolog.argumentation	core-js	0.10.2		N/A
it.unibo.tuprolog.argumentation	core-js	0.2.0		b21584cdc9afd8d3efb4d8fed3676263704ad054
it.unibo.tuprolog.argumentation	core-js	0.2.1		a1c9c1f74041e84a2c4db4f9c247b99a68cd9e4b
it.unibo.tuprolog.argumentation	core-js	0.2.2		7241cbab235330631d860570786c606066b23881
it.unibo.tuprolog.argumentation	core-js	0.2.3		29fc2b2320b95b404b78bde09f1a2343c9b7ab30
it.unibo.tuprolog.argumentation	core-js	0.2.4		ca892b15e0a11dba11c4cb8178149171180a8dd9
it.unibo.tuprolog.argumentation	core-js	0.2.5		1ec0d5f3cd478764e50503bdf045d14ceaa00859
it.unibo.tuprolog.argumentation	core-js	0.3.0		7961ca14eabc6346aa5c3dfe267443c124f9cbcf
it.unibo.tuprolog.argumentation	core-js	0.3.1		8a710752619405ae833f9c0a8438d78c28f1b30e
it.unibo.tuprolog.argumentation	core-js	0.4.0		d9dc6a1de2a250594b1b0d2116ba0180a2571c3f
it.unibo.tuprolog.argumentation	core-js	0.5.0		a80eadd2d1333825641b6ada3c0cfcfd0727d1bb
it.unibo.tuprolog.argumentation	core-js	0.5.1		9a54e4ede96cc2b83aadabaa1b8f8c729a09088d
it.unibo.tuprolog.argumentation	core-js	0.6.1		1bbc9048f7d521a247efa06f200ce623cbb306ea
it.unibo.tuprolog.argumentation	core-js	0.6.2		ac7a7031a19d3d706bba8647111620c7e17160a6
it.unibo.tuprolog.argumentation	core-js	0.6.3		c1493aa8451a10f9b244f6c4f4985206c0b660c0
it.unibo.tuprolog.argumentation	core-js	0.6.4		fe84e6762e47c1450f62418a20aa55b4cc34559f
it.unibo.tuprolog.argumentation	core-js	0.6.5		24007b548c4537dd9a342f1fbf164ef47c7ce9a9
it.unibo.tuprolog.argumentation	core-js	0.6.6		d16073442334849a9ac9965b19875e26a336f765
it.unibo.tuprolog.argumentation	core-js	0.6.7		cd22e060aaacc922c9e1073dd2f49bed55a3bc61
it.unibo.tuprolog.argumentation	core-js	0.6.8		b61961f9fccc67361639911242088b4a87ce2e39
it.unibo.tuprolog.argumentation	core-js	0.7.0		056265880eb8a6a00677a9a91e59b9efc35b889c
it.unibo.tuprolog.argumentation	core-js	0.7.1		N/A
it.unibo.tuprolog.argumentation	core-js	0.7.2		N/A
it.unibo.tuprolog.argumentation	core-js	0.7.3		N/A
it.unibo.tuprolog.argumentation	core-js	0.8.0		N/A
it.unibo.tuprolog.argumentation	core-js	0.8.1		N/A
it.unibo.tuprolog.argumentation	core-js	0.8.2		N/A
it.unibo.tuprolog.argumentation	core-js	0.8.3		N/A
it.unibo.tuprolog.argumentation	core-js	0.9.0		N/A
jp.ne.opt	chronoscala_2.12	0.1.1		88b57d58367d388cf69459d878d9edf53afd9073
jp.ne.opt	chronoscala_2.12	0.1.2		efb08aa9f9ea5feabdd2bc76ac9483fb2bad2f11
jp.ne.opt	chronoscala_2.12	0.1.3		1e0da2ff50658b21f77277ea88ad99c7dab08826
jp.ne.opt	chronoscala_2.12	0.1.4		43465ec453d2edcbb98b72bc75ade8da9fd0f289
jp.ne.opt	chronoscala_2.12	0.1.5		ac0112f3f2ab55941cf3747e7ede1b4888ef428e
jp.ne.opt	chronoscala_2.12	0.1.6		745ee7e91dccd461741c974776b4f2c098db7866
jp.ne.opt	chronoscala_2.12	0.2.0		e14d1ee8ce149304d963438df7eea3df7ea6af44
jp.ne.opt	chronoscala_2.12	0.2.1		6a89d72885719eacfd921eeda27c80225bb1ca85
jp.ne.opt	chronoscala_2.12	0.3.0		38d393d38ab02ae9c77500df054058de09c3c63d
jp.ne.opt	chronoscala_2.12	0.3.1		9cfd6c0661e995f981c579012d7b6b2f0e0175c8
jp.ne.opt	chronoscala_2.12	0.3.2		5f6f914384cb926b2484253147e8f42788f98a44
jp.ne.opt	chronoscala_2.12	1.0.0		55829b95a00d4f336ee90b12b8bca3336106c735
li.rudin.jjst	jjst-browser-api	2.0		ef4d6bab1a3bbbf62b200d36304375f673082f63
net.consensys.quorum.tessera	common	0.0.6		a1f1e35b2bae7099310ef9035384aa8bc6622288
net.consensys.quorum.tessera	common	21.10.0		0982a30b9a0b4b322d64d6af3159a8e858c0ea15
net.consensys.quorum.tessera	common	21.7.0		b995587ae9d12831968ff42655cdbd557b134331
net.consensys.quorum.tessera	common	21.7.1		edf5ef427215471304c7aeb50f0f5b41caebbdc4
net.consensys.quorum.tessera	common	21.7.2		fd8e3b0f2eacb88d2f7201dea0e7cb8021e89aff
net.consensys.quorum.tessera	common	21.7.3		eff538a707682c25b943ba887930eb0644afde19
net.consensys.quorum.tessera	common	22.1.0		65162e60f238c30fda65e943cf3206a6bb479ce2
net.consensys.quorum.tessera	common	22.1.1		51fc92dff8bc6ca4b88c8b340a161a986dab9aee
net.consensys.quorum.tessera	common	22.1.2		916e55f230009dcd951da4925bf879b3cb1a0b4f
net.consensys.quorum.tessera	common	22.1.3		5df197b1465936fc4bdeb79fe806caaa80f3de85
net.consensys.quorum.tessera	common	22.1.4		15bb38ec009a1a48513a1efcb1b6605355a03d19
net.consensys.quorum.tessera	common	22.1.5		3f472ad584bea7dface7f590d5486be9293fbdff
net.consensys.quorum.tessera	common	22.1.6		6dc669c3878e16766142e7d9c02508b2407a3166
net.consensys.quorum.tessera	common	22.1.7		fa6d3ef625e7444c2965d5c9000575523b8cbf2a
net.consensys.quorum.tessera	common	22.10.0		c4a33b90f8d8d9df86c3dc246a6e83121ebd1c22
net.consensys.quorum.tessera	common	22.10.1		d96d42d52a37513ec65eb7f285f34e2c70e628f8
net.consensys.quorum.tessera	common	23.4.0		62a7546fd3a649e2ec89c938df85d22fe891b445
net.consensys.quorum.tessera	common	24.4.0		7b65fceea02f0ec9ec33e30d6ddf78766ac8561e
net.consensys.quorum.tessera	common	24.4.1		22a7091bbfce8b7d1658a3a4bf2da97b2ff9bd47
net.consensys.quorum.tessera	common	24.4.2		716d825732f7593a0eb8d7f98f0d3502a8bc4723
one.jpro.platform.jpms	eclipse-collections	11.1.0-jpms		239838da91d7b1b25d7df1f4198c85c787637667
org.apache.gobblin	gobblin-kafka-common	0.12.0		530c9611df0172aa13d6b8ed5574e961893e6274
org.apache.gobblin	gobblin-kafka-common	0.13.0		64d03cb287b5c36d2960dbc3d93766ab0402d80a
org.apache.gobblin	gobblin-kafka-common	0.14.0		5649f30bbc444ae32daa062e192318644c4b2bb8
org.apache.gobblin	gobblin-kafka-common	0.15.0		740a6a8c66abeb2393a6ffc8f7b37dfe3b556422
org.apache.gobblin	gobblin-kafka-common	0.16.0		cb17cf04861934e5ec5149a34b8753b34e554752
org.apache.sedona	sedona-snowflake	1.5.1		8e68499bc864d53e44c9da85e3ac35851053695f
org.apache.sedona	sedona-snowflake	1.5.2		277cd619d6d06fa91a82458117be471244ed7f2d
org.apache.sedona	sedona-snowflake	1.5.3		b29a18bbab66158d5b5be8eaad8a6984c4f68da6
org.apache.sedona	sedona-snowflake	1.6.0		f9789cad53ac8f54617de5e203d48477b2edff1f
org.apache.sedona	sedona-snowflake	1.6.1		f55003470bc23ad51884785c2a43b130df74caeb
org.apache.sedona	sedona-snowflake	1.7.0		e01f70a1ace1f24ae6addd9421c2773cb4564e38
org.apache.sedona	sedona-snowflake	1.7.1		7b4359a596b04856347623a4b8e450cd43d130e2
org.eclipse.edc	keypair-api	0.10.0		55ca8229bd231eb854b92833cc31f25d4494471f
org.eclipse.edc	keypair-api	0.10.1		39cb07e56d456ab9812c739d2a92c735aaac2245
org.eclipse.edc	keypair-api	0.11.0		cd5e9c24d265bb97743dd5bcb309251fb5c305c6
org.eclipse.edc	keypair-api	0.11.1		66188abfd811a837cf25daf47a93fb4035a27b6f
org.eclipse.edc	keypair-api	0.12.0		8524efee811db9d2a4d3e07152f2187e0d559014
org.eclipse.edc	keypair-api	0.6.3		db0bf6656d4ae779faf6909cb44294587e302ccf
org.eclipse.edc	keypair-api	0.6.4		b2e02dcf2bfd1fb5dbe4749e62aed6d86fe52f05
org.eclipse.edc	keypair-api	0.7.0		a8588a7f7455a876b457e90d9fe0ac3604b0db93
org.eclipse.edc	keypair-api	0.7.1		e6e759eb88233c6f7e6634f8e4dc3942b4d46d55
org.eclipse.edc	keypair-api	0.7.2		78eb1d5f2fe823f55c33cdcc8bf614aa000fe6b1
org.eclipse.edc	keypair-api	0.8.0		6cce939b33b235d6a39ea7e3050292bcded2c7e6
org.eclipse.edc	keypair-api	0.8.1		2d85e97f151e464a1473e7f4bfb4f453ddbc4667
org.eclipse.edc	keypair-api	0.9.0		d3e8fad939e43bf147d9a04eaeae4cd578477def
org.eclipse.edc	keypair-api	0.9.1		9a26538f37bef655c710cbe944b6ed991379c85e
org.eclipse.kapua	kapua-openid-provider-generic	1.4.0		d55d5fc5d46150478ef9ad826e98bb25186d75ce
org.eclipse.kapua	kapua-openid-provider-generic	1.4.1		b02fee47df111779a5a49ff6186ea95acf86e2da
org.eclipse.kapua	kapua-openid-provider-generic	1.4.2		43a62350e7bf50631a7452c55519602d48109e65
org.eclipse.kapua	kapua-openid-provider-generic	1.4.3		440a8f9176990386c0adb5ac1a08da085bceff88
org.eclipse.kapua	kapua-openid-provider-generic	1.4.4		25168eff15822e71d790089ae87c01821df82072
org.eclipse.kapua	kapua-openid-provider-generic	1.5.0		df49706eac87a1bfa43c8122dc48f1aa4342864f
org.eclipse.kapua	kapua-openid-provider-generic	1.5.1		17ae1ae9ee35a2c0fdd5c11045ae98fedfabfaf0
org.eclipse.kapua	kapua-openid-provider-generic	1.5.2		796faefc16771ef0f711743fdbcb38827ef34409
org.eclipse.kapua	kapua-openid-provider-generic	1.5.3		af075c9f6010172094f193ae9992137b3bf6f8e0
org.eclipse.kapua	kapua-openid-provider-generic	1.5.4		f6804f759200bf8cfe71e4ce060fb15f312006dc
org.eclipse.kapua	kapua-openid-provider-generic	1.5.5		7027902febb681bb885074ff27594c51333fbd04
org.eclipse.kapua	kapua-openid-provider-generic	1.5.6		8e1db101268060ca9ac4f3b2cb6451009b429296
org.eclipse.kapua	kapua-openid-provider-generic	1.5.7		429f082810b14cbb57d83e41c98561b799c4f4e1
org.eclipse.kapua	kapua-openid-provider-generic	1.6.0		1864e87978bccd4c3df2969541825fbb3deb980c
org.eclipse.kapua	kapua-openid-provider-generic	1.6.1		e11df4f4cab574bf4110c06502ee792b09053a65
org.eclipse.kapua	kapua-openid-provider-generic	1.6.10		1f61e8a8f6fbff12eacf1e905b1ada8de9fa9852
org.eclipse.kapua	kapua-openid-provider-generic	1.6.11		85bcf1bfe48d4e35a02aa85b2adf661eb7b58fdd
org.eclipse.kapua	kapua-openid-provider-generic	1.6.12		c0e53be299802c2c1f05827c0c78408c0f7d44ba
org.eclipse.kapua	kapua-openid-provider-generic	1.6.2		b017d4049241031b5a48f3be2b79f87f35fb3164
org.eclipse.kapua	kapua-openid-provider-generic	1.6.3		567ce55791349dfd2e242e0e7d2bf0593b92d9b2
org.eclipse.kapua	kapua-openid-provider-generic	1.6.4		c52f8bb9f79f6630497a0dc1d7ee19d7d2170ce1
org.eclipse.kapua	kapua-openid-provider-generic	1.6.5		b576202890fc321061338e99e9a8e5a011bb15b7
org.eclipse.kapua	kapua-openid-provider-generic	1.6.6		a0b3219667abee7a9dca7c073d4a2822a2c3f131
org.eclipse.kapua	kapua-openid-provider-generic	1.6.7		af0b88cbe2467500b579cce03beee5ad42527cf8
org.eclipse.kapua	kapua-openid-provider-generic	1.6.8		26f46c68937119225641f37baf57e3da61c5f581
org.eclipse.kapua	kapua-openid-provider-generic	1.6.9		7e705578f8b3dc9e5510bb8430c3b320e9a905e5
org.eclipse.scalamodules	scalamodules-examples-watch	2.0-M2		ea240a4c39dd1a6bf8b2915b72d4f25260284603
org.fabric3	fabric3-ftp-server	2.5.0		0785adc6cf531a2ee8580c1158093c15fe476a8d
org.fabric3	fabric3-ftp-server	2.5.1		e3986c8c9dece543cfde15a4a0a44b8b667151a2
org.fabric3	fabric3-ftp-server	2.5.2		8bf52776cda6f631ccd713a3b64973bd6efa2ff4
org.fabric3	fabric3-ftp-server	2.5.3		adb91f6127db95a3c797daebd61a86c2e7167357
org.fusesource.scalate.sbt	interface	0.7.5.RC0		b77e2329076e706d429c6fc94d9fa3efc8611aca
org.jadira.lang	lang	3.2.0.GA		bd816038dfd497fdc3c0169bc5938c2c468f6cf7
org.jadira.lang	lang	4.0.0.GA		38535817c0e118ae5fd50d5bcb3e0c4e38885500
