ai.eye2you	usbCameraCommon	2018.10.2		N/A
org.eclipse.jetty.aggregate	jetty-webapp	7.5.0.RC2		4ead05fc9fa5f35b706c4d241e6b13150b56c139
org.eclipse.jetty.aggregate	jetty-webapp	7.5.0.v20110901		c8b02e60c43a606944c3afdcba5609f20df6c593
org.eclipse.jetty.aggregate	jetty-webapp	7.5.1.v20110908		ef9aa274d50c9ae10f6fce247e816a1f0dee78ff
org.eclipse.jetty.aggregate	jetty-webapp	7.5.2.v20111006		b7243bd16d89dadd1ba968bc7c3e970657f3941a
org.eclipse.jetty.aggregate	jetty-webapp	7.5.3.v20111011		92656139b5e5c3995f0aa0d1a79bcb6f5328a63c
org.eclipse.jetty.aggregate	jetty-webapp	7.5.4.v20111024		b1eaaa9ceb8ff05ad5d35a3db5ffdda84aecd91b
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC0		28e2558cca9820680a21fe73c9a0378d9beb68a7
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC1		c718dc9d84dd7f10f45b9713d95c13f3952b146c
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC2		7ac1582a8f2732368d926566d83cc6c793c20318
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC3		b09565a3fa6380dc1abd17724993c8bbe8d31208
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC4		cf647d3fe0be10fea10f0d2c77c9d38433ec9590
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.RC5		630da821a17d4b9a0487b31db843332e75d37414
org.eclipse.jetty.aggregate	jetty-webapp	7.6.0.v20120127		501dd32e89947196176f85c60bb109e71cc25eb1
org.eclipse.jetty.aggregate	jetty-webapp	7.6.1.v20120215		db7e880e317ec71b32e5fbd5857935542c0d7977
org.eclipse.jetty.aggregate	jetty-webapp	7.6.10.v20130312		765a60665c7cd224a9870f4e1e58d02e28ff1058
org.eclipse.jetty.aggregate	jetty-webapp	7.6.11.v20130520		41867e06173a972a18fdb6d93cdde8bf948827df
org.eclipse.jetty.aggregate	jetty-webapp	7.6.12.v20130726		e8fbb725fa4f3b50b1d9258ab62cbfa977ba6a1a
org.eclipse.jetty.aggregate	jetty-webapp	7.6.13.v20130916		5f59c02d60838792c680582fe41c3974f2eb079d
org.eclipse.jetty.aggregate	jetty-webapp	7.6.14.v20131031		4c52853fc56aff5274ba4a32a258c91652784954
org.eclipse.jetty.aggregate	jetty-webapp	7.6.15.v20140411		e4609681ba947b5fe00b744ea7e02e910bd73902
org.eclipse.jetty.aggregate	jetty-webapp	7.6.16.v20140903		40ef508b99134bcd75a2422fec5573ecb9856e57
org.eclipse.jetty.aggregate	jetty-webapp	7.6.17.v20150415		58508cb71ae40d14b384961b4e1ea51c3dd50a16
org.eclipse.jetty.aggregate	jetty-webapp	7.6.18.v20150929		e588706c3fda8a63ca2c2038a037fd964f3ed3be
org.eclipse.jetty.aggregate	jetty-webapp	7.6.19.v20160209		bbc9630aa2cc6bc1b1761bedf9e00ce39086902f
org.eclipse.jetty.aggregate	jetty-webapp	7.6.2.v20120308		b0e2f5f4c82a27156e2e16ff820abc1f1a2bfbc9
org.eclipse.jetty.aggregate	jetty-webapp	7.6.20.v20160902		78bd70f5d53d6b3fdd2882524485ee406451025a
org.eclipse.jetty.aggregate	jetty-webapp	7.6.21.v20160908		da250cbf370947953c2d448a43cf023ca6d16ace
org.eclipse.jetty.aggregate	jetty-webapp	7.6.3.v20120416		bd81effd1b5f6fd1b9f8277f5c980c41eb490c75
org.eclipse.jetty.aggregate	jetty-webapp	7.6.4.v20120524		5820f57264df6e7b90180857d09e9f688e7c981c
org.eclipse.jetty.aggregate	jetty-webapp	7.6.5.v20120716		e6a34a2d79cbb010d56741e53f8ebf6d9eeef135
org.eclipse.jetty.aggregate	jetty-webapp	7.6.6.v20120903		7c83de9ab1422995c4c973c1a84bc95bf64085fb
org.eclipse.jetty.aggregate	jetty-webapp	7.6.7.v20120910		d621fa6419aaa37edbcab8e16a5e6b05c9527e62
org.eclipse.jetty.aggregate	jetty-webapp	7.6.8.v20121106		6333969b4d509c4b681e05302ca7ebccb9c3efb5
org.eclipse.jetty.aggregate	jetty-webapp	7.6.9.v20130131		ec6fe9f552b4926dd0a36312a5395414abae092f
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.M0		d6431e3883bac78782a52f6a070ef792b858b2ee
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.M1		f97eb574518f73742191f48900203212b87369a8
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.M2		4429ad597a17e994138494336f6177c21007b693
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.M3		450d78b71dfd3afead0dd4c6b1c908ca1461c115
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.RC0		9e9e057267f77100e499030488898bf9f9c0b4fc
org.eclipse.jetty.aggregate	jetty-webapp	8.0.0.v20110901		9e906bdc471d482077399724c56fb3e6e93f6ea9
org.eclipse.jetty.aggregate	jetty-webapp	8.0.1.v20110908		7765a53ab51e39b12fc16b281d7591c916ef162a
org.eclipse.jetty.aggregate	jetty-webapp	8.0.2.v20111006		8ab6ada304661863241faf0ad93e2af9c7973e1b
org.eclipse.jetty.aggregate	jetty-webapp	8.0.3.v20111011		bd0df1b67412720473725d1a594aab6bc88c84a5
org.eclipse.jetty.aggregate	jetty-webapp	8.0.4.v20111024		864879a33aef7a8c3a3bf90118dae6fa1613b234
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.RC0		bf7b376f443923104cfd315afaa3a6669c2b4c77
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.RC1		6a50b1acea6c63bcd7b1eac298111d163b5a3495
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.RC2		f09e3b0c698e31e60f72eef3b70c015dfba5cb0e
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.RC4		1d71f48c5fb11fd8b00a18c2636e1cf374d86f3b
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.RC5		746d7f182422742e4c4991d0d3865b1bca4a9344
org.eclipse.jetty.aggregate	jetty-webapp	8.1.0.v20120127		5bc474edc3f0f76b42f9cbdd8610986abe8b292b
org.eclipse.jetty.aggregate	jetty-webapp	8.1.1.v20120215		ad6ffcfad449168ff30a22d455520876bd876f7c
org.eclipse.jetty.aggregate	jetty-webapp	8.1.10.v20130312		9bf5dbdecd10c8ed0611112a287955f37a5dcb2a
org.eclipse.jetty.aggregate	jetty-webapp	8.1.11.v20130520		5b66cb58e53a785955bfd8d7052d08a70adf8c9d
org.eclipse.jetty.aggregate	jetty-webapp	8.1.12.v20130726		97a2e26cd94ed78ad35f89e1561438975da1b2dd
org.eclipse.jetty.aggregate	jetty-webapp	8.1.13.v20130916		5c69c9aed1459cc033010576cf3f9063210b6b53
org.eclipse.jetty.aggregate	jetty-webapp	8.1.14.v20131031		84d571138f05b43e37129ed66f4e54f390fc8e4f
org.eclipse.jetty.aggregate	jetty-webapp	8.1.15.v20140411		ddb6049fa1040c12878dc2931c8530bf99ed379c
org.eclipse.jetty.aggregate	jetty-webapp	8.1.16.v20140903		32f450d6cc0ec0e35f22def369fe1d22458fc14d
org.eclipse.jetty.aggregate	jetty-webapp	8.1.17.v20150415		0969bd343769b6f338b6aef7ea8fbd811f699441
org.eclipse.jetty.aggregate	jetty-webapp	8.1.18.v20150929		bdbed00837acff6813991a1b365c516f325fa801
org.eclipse.jetty.aggregate	jetty-webapp	8.1.19.v20160209		09b28184f10cc7799d2c963038b7312f4a4979d6
org.eclipse.jetty.aggregate	jetty-webapp	8.1.2.v20120308		f5e691f46d49c9f70a7a8815d7946972c44e6296
org.eclipse.jetty.aggregate	jetty-webapp	8.1.20.v20160902		0606f73c16140685bc6e897eb0d3b3442b7a3d2b
org.eclipse.jetty.aggregate	jetty-webapp	8.1.21.v20160908		f1087d25895da4caef3a54526b65b305cdab8477
org.eclipse.jetty.aggregate	jetty-webapp	8.1.22.v20160922		924c73ca036e2a604e1c8932aee1764a03d3c371
org.eclipse.jetty.aggregate	jetty-webapp	8.1.3.v20120416		9f558831105e2d5d9b2500d37d77c63880502916
org.eclipse.jetty.aggregate	jetty-webapp	8.1.4.v20120524		35e3b1c024e49eff913a8ddac7ff7b6e27509724
org.eclipse.jetty.aggregate	jetty-webapp	8.1.5.v20120716		c8ad7313c1dd07b357d437f6d084fce1ad5da178
org.eclipse.jetty.aggregate	jetty-webapp	8.1.6.v20120903		3015eb494155e0486c28f7b16f9af54ebf357b0b
org.eclipse.jetty.aggregate	jetty-webapp	8.1.7.v20120910		39c6cabf02431cb38ea6734f70780b0cd39a772f
org.eclipse.jetty.aggregate	jetty-webapp	8.1.8.v20121106		353891ce5636b4bb5fa74dd6d702e2ebb778a38f
org.eclipse.jetty.aggregate	jetty-webapp	8.1.9.v20130131		9b3b7668255bebce2a4bd83cb588e9dd65b15022
org.eclipse.jetty.aggregate	jetty-webapp	8.2.0.v20160908		b7b819f9e7794f59132909167ef1a818422c3166
org.immutables	annotation	0.12		ba2309f1ae1ffa8cc2965cf4c2c81e6aeb35de8f
org.immutables	annotation	0.13		ac80c47d122de037622e3f4cd84dc959409d4bff
org.immutables	annotation	0.14		f7ddb37c35748da90a22efb400433d037c45c229
org.immutables	annotation	0.16		cbb83f1899fce9a48fb54d0f62b31fff1a8bb886
org.immutables	annotation	0.17		19cf151c89a5e3777557c2fd3085db595454c3f6
org.immutables	annotation	0.18		9cdf3eff35241e213ba90428a6111819d56ebaf8
org.kohsuke	graph-layouter	1.0		92be77be790e97a020110ac8e99d8b91a0416a1f
org.kohsuke	graph-layouter	1.0	jdk14	7765ced9d26f9d5a332f91c5ca4c5dcc36d071ac
org.linuxprobe	luava-spring-multidatasource	0.0.1.RELEASE		47ed25662b77b574e51ba1e0fda27a2243f9c691
org.linuxprobe	luava-spring-multidatasource	0.0.2.RELEASE		6c2b520e4f822134d5ab43eb6cf113bacdee7116
org.mvnpm.at.parcel	watcher	2.5.1		8d3430a681b6c91da112bf5832c5bc98adde108b
org.ow2.clif.isac	JsonHandler	3.0.3		7c3ec29dd7c62f06a4f9ac525ad3d2eb108c0944
org.randombits.supplier	supplier-core-compat	1.0.10		f2e2b7475c51fd9872d66ac39db627776fe7f654
org.randombits.supplier	supplier-core-compat	1.0.8		c42b8eba0e6cc501bced0da18e1e84195438f4a4
org.randombits.supplier	supplier-core-compat	1.0.9		1049b9b4d238a81c78a217ae298d015042b7070a
org.sakaiproject	sakai-postem-hbm	10.3		a43aa5ff718fe489786060291379883f7c1d405f
org.sakaiproject	sakai-postem-hbm	10.4		68332e846800a8772596adf20150752133f39787
org.sakaiproject	sakai-postem-hbm	10.6		b0f0ee19bd1d215dcfb5605ed6ce6d3b498c552c
org.sakaiproject	sakai-postem-hbm	10.7		e5597a2e3ed8f5d0d39cd1f148d04013eac6f14d
org.sakaiproject	sakai-postem-hbm	11.0		e0a4ebf86d6f148c713d166885b6207c034d91bd
org.sakaiproject	sakai-postem-hbm	11.1		56d71db3f5c55d86b6c194284006a2b3a89ae4c3
org.sakaiproject	sakai-postem-hbm	11.2		680fbd28e154644f6f5dc5416856c7726695d977
org.sakaiproject	sakai-postem-hbm	11.3		57ea5c603dd88a8583bd7642179d44e7139022ba
org.sakaiproject	sakai-postem-hbm	11.4		e7fe27e86f33cb9999c7de41d9ac7bc6aee50230
org.sakaiproject	sakai-postem-hbm	12.0		c8dccc0d5fcb28e0d8da98844dd05e6fe620be2e
org.sakaiproject	sakai-postem-hbm	12.1		22dfe7a8cb71d7b2c6fb9286f376024faa4cd7ad
org.sakaiproject	sakai-postem-hbm	12.2		f53cb14068c9943652fbca3c10275645fa4294ab
org.sakaiproject	sakai-postem-hbm	12.3		eb7c736b7788449ecfaad0e04a823a612f74bf90
org.sakaiproject	sakai-postem-hbm	12.4		66c562b01133b2a5b404a5b97cfe5b20f0befd84
org.sakaiproject	sakai-postem-hbm	12.5		5484ce7d511fc388d208912f9667648566b825d8
org.sakaiproject	sakai-postem-hbm	12.6		bad2506510cce33b5db41da196faa2abfeda59ed
org.sakaiproject	sakai-postem-hbm	12.7		bcd6c2406b109a21a58fa9d79d5b5e354c0d2b9d
org.sakaiproject	sakai-postem-hbm	19.0		3532a96150bcbd6c75a65d5eb6d2eca4821ed1d4
org.sakaiproject	sakai-postem-hbm	19.1		4c7758def2a1bd399f38639640641510ed8d9ce9
org.sakaiproject	sakai-postem-hbm	19.2		4cb311a5275c400cc43cf5a2da5778ba20c432e1
org.sakaiproject	sakai-postem-hbm	19.3		ff5fef6fa8ebe6ee099e39081ae16b4a75b96ec6
org.sakaiproject	sakai-postem-hbm	19.4		5f843261962cf7b0ca8c7134967bc063daef3400
org.sakaiproject	sakai-postem-hbm	19.5		0b2b80c53020f7decbde1ed26798259eac3399d2
org.sakaiproject	sakai-postem-hbm	19.6		319ef4035ab81dbdb015f477b1dd654d5b10f34d
org.sakaiproject	sakai-postem-hbm	20.0		8d3564be12c39b2b956ca9872a2c0093ea4a36d4
org.sakaiproject	sakai-postem-hbm	20.1		d9fe3b3c9f09b95d4b2250e6e1e7a3f82cdc5098
org.sakaiproject	sakai-postem-hbm	20.2		b2276442321f26bd58a2c7e4579b962ff99925e6
org.sakaiproject	sakai-postem-hbm	20.3		b6ff2c46f0a7d0d04c724bbc12375bb812c35a02
org.sakaiproject	sakai-postem-hbm	20.4		91ca226bdd3f5c99926b6c0544b414cb1dfb7cb2
org.sakaiproject	sakai-postem-hbm	20.5		30ba4460ad136b7b5ee7f056991d85edb92a214d
org.sakaiproject	sakai-postem-hbm	20.6		66fdad6ac6147284d356eef9ae71d4d8b9b7bfcc
org.sakaiproject	sakai-postem-hbm	21.0		fbb01c50c2341af3af72e3a90ff3177b496ac932
org.sakaiproject	sakai-postem-hbm	21.1		d34c6d8080d3247e00ab381697dfcec8f6ab0bd9
org.sakaiproject	sakai-postem-hbm	21.2		d888e78c30e5e321c314fdd004d68ccd7e2364e4
org.sakaiproject	sakai-postem-hbm	21.3		9e0e1afdf3cfe9302a0126048a93c3e757192bd1
org.sakaiproject	sakai-postem-hbm	21.4		c101cfc77f44da1e24c5ba02283bc04549629c35
org.sakaiproject	sakai-postem-hbm	21.5		8909dffaa4944d357b4558ead53aa310f9d126e1
org.sakaiproject	sakai-postem-hbm	22.0		47e4d2bad3691d98bbe4eae2fec24c668ddeaaed
org.sakaiproject	sakai-postem-hbm	22.1		dac5adff5648de967e993ef02fdcfc59d4057080
org.sakaiproject	sakai-postem-hbm	22.2		a50779a8be5be59b28abdcf9608a56d9be5a2d07
org.sakaiproject	sakai-postem-hbm	22.3		d04a62299afc28f26bfc6e4d4e5c88ed90f30872
org.sakaiproject	sakai-postem-hbm	22.4		348bc0434a777cc395e262223cc58241588ef044
org.sakaiproject	sakai-postem-hbm	22.5		e25460285e45e724ea8880b9d43264aa88a9e7f6
org.sakaiproject	sakai-postem-hbm	23.0		8ed09e3432f7927d6b1bce37621d7a2888713d84
org.sakaiproject	sakai-postem-hbm	23.1		3754997e6962ab09126e0b1fc82a54a6aa82add4
org.sakaiproject	sakai-postem-hbm	23.2		cd49ab390baaddc7187dfdcf9ae881e52f3cc677
org.sakaiproject	sakai-postem-hbm	23.3		7e5a7a0c705cc4c31d8eec0c40588c2bdd015df2
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0		bb53f97b252feee6dc172508c5f8c11ea35f21e0
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-M2		c08afa7272efb948e62149fdeae12c16b3317ee9
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-M3		8d1cace354d3cfe92dc630fffdc780dddb6e3892
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-RC1		c8da6b0e66f1bc6bc1b5da3fa2bf4737ef7379b6
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-RC2		7a15d1b3524f4e40bdd610035689ec0ba48ad53f
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-RC3		eb9f0fd4a4b1f407339dc31b2e1926e7a39724c0
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.0-RC4		d3d70e9f3ac2d251b5faa6b396135a09115d85bb
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.1		8172a915a6d69457773685eb5f3c881f00b9a819
org.smooks.cartridges.edi	d06a-edifact-binding	2.0.2		9c65f53b7ee80fd142688d20d5480dfde3f5a0f7
org.smooks.cartridges.edi	d06a-edifact-binding	2.1.0		c13f8b62e97db70a4dc406adaedae297b828f86f
org.vineflower	vineflower	1.10.0		b796c5294acc0a4adf7e28ad6eef55e680123881
org.vineflower	vineflower	1.10.0	slim	f3f0927ba6bed492dc1893550c0b30a9795b8a02
org.vineflower	vineflower	1.10.1		4f48c5947b21f9ebc743e7c80215ee839d3dc668
org.vineflower	vineflower	1.10.1	slim	54dfbb18e5b273176e42ca00bac6d92385d5250c
org.vineflower	vineflower	1.11.0		b7200a38b587c090d3a235d23ca3cbddcac0c41d
org.vineflower	vineflower	1.11.0	slim	ef500afbb3d0ce156a621e5aad1243c04ff552ec
org.vineflower	vineflower	1.11.1		77767cdbc76d116c6d5e1565ec387e531085b9f4
org.vineflower	vineflower	1.11.1	slim	972d0a478ccbda54151a38339997ff1238d39c40
org.vineflower	vineflower	1.9.1		5f87b97dc62e1681656634bf5bc59f67abdf2981
org.vineflower	vineflower	1.9.2		580606cb8ebedc66d21e3980a8ef40a69da1f92e
org.vineflower	vineflower	1.9.3		d6b7b39735d956810bd16c2492bdc68b4cd0d2dd
org.virtuslab	besom-okta_3	4.15.0-core.0.4		fa9f53880a80714754d1c9de3c3924778e4ab1c9
org.virtuslab	besom-okta_3	4.4.0-core.0.1.0		7c742e0b02a90b2d667257084936ab3cf8b9e4de
org.virtuslab	besom-okta_3	4.6.3-core.0.2		a354d4243df9c809a132bd25b5c6be3d60d8faf2
org.virtuslab	besom-okta_3	4.8.0-core.0.3		651cc6b790dc0a5b25cb729c7672b815c5c5d386
org.virtuslab	besom-okta_3	4.8.1-core.0.3		d4232671fe148de8979062bf5f808269ed231654
org.webjars	haml-js	0.2.5		97025543d02a8945b5ec2ab1c9aafeca0712e1e8
org.webjars.npm	array-extended	0.0.11		9a4a053b784a06ad52696deffc49d15db4388988
org.webjars.npm	is-string-blank	1.0.1		86898e425892a2dde192114dd7657b927c3f491d
org.webjars.npm	types__react-addons-shallow-compare	0.14.13		9eca8fdd85cd4fed3d7445727e67989b6d9bdf32
org.webjars.npm	yeoman-generator	3.1.1		c07d2ea02cd57a9332c5b066f1f42a292ef410e8
org.webjars.npm	yeoman-generator	5.7.0		b833fe0b8fc4ed99cd0f5c17f6923e0de623ba17
se.grunddata.dzo	dzo-maven2	1.1.0		b7c4f78a48833830282ac1d9c3081b85054e0955
se.grunddata.dzo	dzo-maven2	1.2.0		b5a41ec865e04b006e51cec319c2b1bf8c6dc417
se.grunddata.dzo	dzo-maven2	1.3.0		babd7970b8408f41ff8ac8ef1513a293bca0f0db
se.grunddata.dzo	dzo-maven2	1.4.0		0aef8f07e071fd3bd96b6c45b067be4b67446740
se.grunddata.dzo	dzo-maven2	1.5.0		9856916c973dbe3912aad7265eccef8d294b4aea
se.grunddata.dzo	dzo-maven2	1.5.1		6fa11eebf8df06b162e8161147d5a8e4482541c3
se.grunddata.dzo	dzo-maven2	1.6.0		135fd7102314808fbf3b145346daa8709ba326a9
se.grunddata.dzo	dzo-maven2	1.7.0		407636b4bda2c4f1668d7cb53058104be30793fa
se.grunddata.dzo	dzo-maven2	1.7.1		bede1cae319b6b89f4df4a712514040ee7263d95
se.grunddata.dzo	dzo-maven2	2.0.0		a5b8dbb4793dc87bbe453ed871bdb16285c4b4b3
se.grunddata.dzo	dzo-maven2	2.1.0		f896a6a2146a98277deb1e63599e478baca04a9c
se.grunddata.dzo	dzo-maven2	2.2.0		03bb55d2037cb5a16f6924a158bc12c8ae193458
se.grunddata.dzo	dzo-maven2	2.3.0		593fad9790d5f9dc7931c2fab1c7ea3aee42be90
se.grunddata.dzo	dzo-maven2	2.4.0		a8148a00dcc120e5f5c5c94047b18ec7c8488b00
se.grunddata.dzo	dzo-maven2	2.5.0		5c9e2c85b48152937e2963e2f4afa3cb05369ff7
se.grunddata.dzo	dzo-maven2	2.6.0		9ac00fe45486a168ca0e1340f7a630a307230469
se.grunddata.dzo	dzo-maven2	2.7.0		514fce8246844a4a8db76f877fc95850cf1eb918
se.grunddata.dzo	dzo-maven2	3.0.0		8da38e3372617288076e04fe03e7c0ae0ee84dce
se.grunddata.dzo	dzo-maven2	3.1.0		69f8788fd43ad300f45d1f91c32ae72ebc793146
sh.almond	scala-kernel-cross-3.3.1_2.13.11	0.14.0-RC14		1dd16339da3c2f42437ada268111e374efd331f2
sk.teamsoft	pinscreen	1.3.1		N/A
top.chenlq	xxl-job-admin	2.4.1		38d38c1718ecc6bf3672f508f07fef22df42bb70
top.chenlq	xxl-job-admin	2.4.2		78abf060ecda11b1883f4cd9b62e8b2f03f14c59
top.chenlq	xxl-job-admin	2.4.3		5c153651377504b9dd55216821bc73131127d34b
uk.ac.ceh.components	jaas-userstore-crowd	1.0.36		520ea8ca876b67ef53e6723442eb328f75903e09
uk.ac.ceh.components	jaas-userstore-crowd	1.0.41		41438767f77eba64cc99af923c2407b9e279d6ac
uk.ac.ceh.components	jaas-userstore-crowd	1.0.42		3fc6b3fe7e86a4db6cb0633d5b217b4b75fbf1af
uk.ac.ceh.components	jaas-userstore-crowd	1.0.43		8a14b79c7a9e6e393d2d218f850aa6d640ff0fcc
uk.ac.ceh.components	jaas-userstore-crowd	1.0.44		3ae571da46fce8eb32576c52ee05b3214e4c2d80
uk.ac.ceh.components	jaas-userstore-crowd	1.0.46		3e2e903db07c6c8f8d6cc997abe44c5d4e423e05
uk.ac.ceh.components	jaas-userstore-crowd	1.0.51		c6c0d51fbb625fe2bbc5c4b5fe1c93646d1b2b96
