academy.alex	custommatcher	1.0		db8fadf4836f39012608b5fd3cfe09f275bd6cb5
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M3		2818dfe9fcd77f2c867f9d4dc4e4a00e15cc5294
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M4		f8347745558950b07dc1b1bfc3f63382d19a1b14
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M5		941bdeeb92e5d8825693a3ecc74d20bc67aa3762
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M6		d0ee544c7f1b08ef7c8db157758353978418bc79
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M7		75379543a1c43b22eac53712b5ccf7b66c577239
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-RC1		d168f8a821cefdbec979c2bd18b85d42989adea7
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-RC2		e2a8dc5cf405e5bc33f67e16d7d6aa21790fff2c
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-RC3		3f1d90b0ead0d5ea89c4e7b41fd4a5b790d11f42
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.1		a556d10215deabc054da7acce4149f9f78658191
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.2		ea2fc8349346976848a19cee349ff680940c5a3a
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.3		ae4986a350c195a2f300bbea2d03f25f2dfd41b6
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.4		b37472d12fbca5c011eadc72bfc9d2a3eebce14c
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.5		83a5bf10daf1f593b80e121b72e9342488b21ac5
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.5-RC1		66d335163bbca67e4c29eb9dcc5b7daf708904e3
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.5-RC2		323beac462b162ec0481184971afa349920086f9
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.6		dac55b52e455f358db15c4ad62fa26c0f399af95
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.7		92829aa5464ebd47d98d20f1e369f6b1931f9d77
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.8-RC1		d7761fb2a55781043d6fad4640c584a28048ae94
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.8.1		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.8.2		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.8.3		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.8.4		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.0		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.1		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.2		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.3		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.4		N/A
com.monkopedia.ksrpc	ksrpc-jni-linuxx64	0.9.5		N/A
com.mozu	mozu-java-security	1.0.0		254f772cc26ad7b700253e3cdf863b06f693b3be
com.mozu	mozu-java-security	1.0.1		b5184a6230b675d78fe3a8a5f1471b0592a8e27b
com.mozu	mozu-java-security	1.0.2		910a450eaefe5cc24a0f594535d46e0f315d5525
com.nativelibs4java	scalaxy-loops_2.10	0.1		16e256b53e73a1d9d2347775455df02283e7b902
com.nativelibs4java	scalaxy-loops_2.10	0.1.1		07b989fee948565b7c78f9176f4f9753a30316cf
com.nativelibs4java	scalaxy-loops_2.10	0.3.0		d9b59a821252b576f09b1cad7551c4bfc9eb3a7e
com.nativelibs4java	scalaxy-loops_2.10	0.3.1		5c08e524ef90b6d1768309f1e5de8ede71383706
com.nativelibs4java	scalaxy-loops_2.10	0.3.2		3660b5b312843bfe923f9763ffdd3ecaaf284ef1
com.nativelibs4java	scalaxy-loops_2.10	0.3.3		ee2b8c3537f163b179cf090697d353c10824f743
com.nativelibs4java	scalaxy-loops_2.10	0.3.4		97cbfe64741572232d6d8034289c1ca2c1c11d42
com.okracode.qconfig	server-common	0.5.0-SNAPSHOT-1.0.0		39e579b6f7481be61971cd634746c9c80f374d7c
com.okracode.qconfig	server-common	0.5.0-SNAPSHOT-1.0.1		34c0bd5b9905a4c2ab7e6bb28528dee7b6403511
com.paypal.butterfly	butterfly-metrics-file	2.0.0		f5ef38b94851c4f38eabfd83015ab79ca24fc54e
com.paypal.butterfly	butterfly-metrics-file	2.1.0		8514a2ef36a0e101257f9b28bde6c7f2776f5f08
com.paypal.butterfly	butterfly-metrics-file	2.2.0		fb52d9c60c9e150b7d2d5dd5f90d671ad6e7c40f
com.paypal.butterfly	butterfly-metrics-file	2.3.0		51dabd03f7a3c1e57b7657332f994cb8444c24b0
com.paypal.butterfly	butterfly-metrics-file	2.4.0		d14a3cf4bb73ef7e63b20f6153b8378ea1bcf487
com.paypal.butterfly	butterfly-metrics-file	2.5.0		ee6e9fd98a3695446cedb62c6f11ce757f43a918
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.3		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.3	metadata	53384f42cc620a07639e4a168000ea42a4f3bafa
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.4		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.4	metadata	b91e204b24cf34c018cd2f7b3eb7031f539907ef
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.5		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.5	metadata	5b4c75f2f7248a25fc9afd57ec71ca6afb734b36
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.6		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.0.6	metadata	cb0a130abfb36085576e00d596676cd0fcaccd45
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.1.0		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.1.0	metadata	73794c0f5749ba1ba2f00bc08907a750bcd9b31b
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.1.2		N/A
com.philo	jsnamedargs-annotations-iossimulatorarm64	0.1.2	metadata	21431351de0b8c156e8984745cb9ec78410558ea
com.rationaleemotions	simple-se-pageobjects	1.0.0		f78e3085a83132b172ed359c342be93cbf08e3c5
com.rationaleemotions	simple-se-pageobjects	1.0.1		d218236bfcc54315b9afa17ba38446ad228cd93b
com.rationaleemotions	simple-se-pageobjects	1.0.2		b487bba87b28bf9870cbd5479873e8a006f337cf
com.rationaleemotions	simple-se-pageobjects	1.0.3		34cd45fa49311253676ae9a9da6970a36ee99533
com.rationaleemotions	simple-se-pageobjects	1.0.4		b1df2c1f4371092e21b4a47c17900dece5b1ffd4
com.rationaleemotions	simple-se-pageobjects	1.0.5		3fdb3ed23c5d9463c390e9dcbfbec78fa9044513
com.rationaleemotions	simple-se-pageobjects	1.0.6		80e1765a99b53443e5560c60fb876aefecc1bd80
com.rationaleemotions	simple-se-pageobjects	1.0.7		45711147634b56ab038e1ad6fb009099a9f2674f
com.rationaleemotions	simple-se-pageobjects	1.0.8		77a2dd40ba8a71761470a9d2e20057e085dd4a11
com.squareup.wire	wire-schema-js	3.1.0		d090970702d4441b5bf38175c0fd1aec485dcab7
com.squareup.wire	wire-schema-js	3.2.0		2ce0662123c549b3630755a93b05cf5791384c9f
com.squareup.wire	wire-schema-js	3.2.1		02c3d82fe334277ce9860e2afcfc4f6e30b1af50
com.squareup.wire	wire-schema-js	3.2.2		786051de3df7d467cb2f6f079f21c4fb49587432
com.squareup.wire	wire-schema-js	3.3.0		d5fbb618848842568d72a95dd7f0fa67cc6a4b91
com.squareup.wire	wire-schema-js	3.3.0-alpha1		4c7d1e959b4419aa5f60424412ceb212e3af7a31
com.squareup.wire	wire-schema-js	3.4.0		73c3ee5e269ffc346bb616e87ea2acecd94aa5dd
com.squareup.wire	wire-schema-js	3.5.0		37f2c547076ef135f7386ef0e851a4f632fa569e
com.squareup.wire	wire-schema-js	3.6.0		c8a116d104d9b90aed89fa783aae3b0a86154538
com.squareup.wire	wire-schema-js	3.6.1		44ae578aa9311c8e53a8b4e2d4a6a652deadd5c5
com.squareup.wire	wire-schema-js	3.7.0		b397743a008ddd07f49ec5327c4428b7f551ef99
com.squareup.wire	wire-schema-js	4.0.0		f392d1944b4eda34b72b4e47e5752bfc5fe6f16c
com.squareup.wire	wire-schema-js	4.0.0-alpha.1		86cd3a8805e313fda8decb44936671c434065843
com.squareup.wire	wire-schema-js	4.0.0-alpha.10		9e5f79e155c04f370eed805f2c158082f8412b92
com.squareup.wire	wire-schema-js	4.0.0-alpha.11		b8a00c8260044221b8e9fae411721912fb27a6f7
com.squareup.wire	wire-schema-js	4.0.0-alpha.12		a89d85886c31b97aa94d9a8b854cb154c3903b35
com.squareup.wire	wire-schema-js	4.0.0-alpha.15		0c87640431716fc290a79060b531d554f4123cdd
com.squareup.wire	wire-schema-js	4.0.0-alpha.16		5b3c9302922af6fbf0b5cb6c5b4085b76fdbf264
com.squareup.wire	wire-schema-js	4.0.0-alpha.17		24244d982c3393b5dd713514b106643e78aa0847
com.squareup.wire	wire-schema-js	4.0.0-alpha.18		90c0cf7dc1b4bca754371f008e46e3c070c222f1
com.squareup.wire	wire-schema-js	4.0.0-alpha.19		41adbd807ea29c7257f2ddef6ef328c132ca5613
com.squareup.wire	wire-schema-js	4.0.0-alpha.2		b7ead57a9971b0ce2dba7a12762d3fc3c0f3a130
com.squareup.wire	wire-schema-js	4.0.0-alpha.20		c96a80ec0c6877491fdb7a3085ffc55c23c6a51f
com.squareup.wire	wire-schema-js	4.0.0-alpha.3		213824b8f931a4d4dd4aa4276732511b3b1388e5
com.squareup.wire	wire-schema-js	4.0.0-alpha.4		34f5edc86376befa7bc7b8c04546cf056b83f810
com.squareup.wire	wire-schema-js	4.0.0-alpha.5		be52d22a830a71caa719e3d107e9b352a696b38e
com.squareup.wire	wire-schema-js	4.0.0-alpha.6		ba88a62254f5e7f223c5cfa55d0e3ab9b734d1fc
com.squareup.wire	wire-schema-js	4.0.0-alpha.7		2d19cf508d278564d8cf21292026dea29130503d
com.squareup.wire	wire-schema-js	4.0.0-alpha.8		d044f205c5152d4c4df8c6f3404850232eb8ff3e
com.squareup.wire	wire-schema-js	4.0.0-alpha.9		f0e59338ee458f544613057bd04546dec4063be6
com.squareup.wire	wire-schema-js	4.0.1		ccbedf440e3fd1c7c4dbf1804d14f85a0af7f5ca
com.squareup.wire	wire-schema-js	4.1.0		bf79e57a6a1aff84973ca58ce203b04c620e0578
com.squareup.wire	wire-schema-js	4.1.1		961eed4dbb17bcfd59bf9ee9dfca103d38894617
com.squareup.wire	wire-schema-js	4.2.0		c0b477ff5b3b24b24744df14fcd1402b49f06930
com.squareup.wire	wire-schema-js	4.3.0		1e83f28cefd9e2c7dc2953a4a0fb3c51be860a97
com.squareup.wire	wire-schema-js	4.4.0		5014e40f42d61d3d719d8063d9252c288ab741ff
com.squareup.wire	wire-schema-js	4.4.1		a7ed1f6aee8be22fff5d2aebdda06782fbfea6ea
com.squareup.wire	wire-schema-js	4.4.2		60a746e347bd9cacaae3ac2afa48068ec8c5516b
com.squareup.wire	wire-schema-js	4.4.3		295f82dc350ee9599caad2e52e57ecd250287883
com.squareup.wire	wire-schema-js	4.5.0		0aa8a1a7b6608f1c6afee6064b8cc793ee880ee3
com.squareup.wire	wire-schema-js	4.5.1		9de3f02371e639a03bd0d6bcbe9dc3f0b20aeecd
com.squareup.wire	wire-schema-js	4.5.2		629b8df1a0eb6807ae363b593db2b9e176e3612e
com.squareup.wire	wire-schema-js	4.5.3		N/A
com.squareup.wire	wire-schema-js	4.5.4		N/A
com.squareup.wire	wire-schema-js	4.5.5		N/A
com.squareup.wire	wire-schema-js	4.5.6		N/A
com.squareup.wire	wire-schema-js	4.6.0		N/A
com.squareup.wire	wire-schema-js	4.6.1		N/A
com.squareup.wire	wire-schema-js	4.6.2		N/A
com.squareup.wire	wire-schema-js	4.7.0		N/A
com.squareup.wire	wire-schema-js	4.7.1		N/A
com.squareup.wire	wire-schema-js	4.7.2		N/A
com.squareup.wire	wire-schema-js	4.8.0		N/A
com.squareup.wire	wire-schema-js	4.8.1		N/A
com.squareup.wire	wire-schema-js	4.9.0		N/A
com.squareup.wire	wire-schema-js	4.9.1		N/A
com.squareup.wire	wire-schema-js	4.9.11		N/A
com.squareup.wire	wire-schema-js	4.9.2		N/A
com.squareup.wire	wire-schema-js	4.9.3		N/A
com.squareup.wire	wire-schema-js	4.9.4		N/A
com.squareup.wire	wire-schema-js	4.9.5		N/A
com.squareup.wire	wire-schema-js	4.9.6		N/A
com.squareup.wire	wire-schema-js	4.9.7		N/A
com.squareup.wire	wire-schema-js	4.9.8		N/A
com.squareup.wire	wire-schema-js	4.9.9		N/A
com.squareup.wire	wire-schema-js	5.0.0		N/A
com.squareup.wire	wire-schema-js	5.0.0-alpha01		N/A
com.squareup.wire	wire-schema-js	5.0.0-alpha02		N/A
com.squareup.wire	wire-schema-js	5.0.0-alpha03		N/A
com.squareup.wire	wire-schema-js	5.0.0-alpha04		N/A
com.squareup.wire	wire-schema-js	5.1.0		N/A
com.squareup.wire	wire-schema-js	5.2.0		N/A
com.squareup.wire	wire-schema-js	5.2.1		N/A
com.squareup.wire	wire-schema-js	5.3.0		N/A
com.squareup.wire	wire-schema-js	5.3.1		N/A
com.sun.grizzly	grizzly-http-util	2.0.0-M3		ae35423130d289c38ccb817d38f1c594b7036034
com.tqdev.metrics	metrics-jvm	0.9.10		77396fd19a06fc01934e5082166083031f076948
com.tqdev.metrics	metrics-jvm	0.9.11		84698c721178883d89e1417ce3dc954fafc3bf57
com.tqdev.metrics	metrics-jvm	0.9.12		b0486e6eb5b76eb77e1f9c7a0e6039a45cf71fc3
com.tqdev.metrics	metrics-jvm	0.9.13		0bda4c4dac4aaaf9b50847d48fd86b557255fc4a
com.tqdev.metrics	metrics-jvm	0.9.14		0965db92aad8b35c0ab5fed9ac8134787263dc4b
com.tqdev.metrics	metrics-jvm	0.9.15		b9e573e674d35c0dc1cd74e33c71adfa7d6bc44c
com.tqdev.metrics	metrics-jvm	0.9.16		ac7a420cb7cf61bf76f6bb4ec987efdb91650de2
com.tqdev.metrics	metrics-jvm	0.9.17		2d2d05a190d0d6fa24324fff9fed8ba2592b4bbb
com.tqdev.metrics	metrics-jvm	0.9.18		2ac1a41f725b3e29b376a0d3b4b087c37069ead0
com.tqdev.metrics	metrics-jvm	0.9.19		6b16e419e88d5b8a460f34cbeef4c4668872e313
com.tqdev.metrics	metrics-jvm	0.9.21		4ddd9147a0b9014eafaac48ca13650d2ff226d8b
com.tqdev.metrics	metrics-jvm	0.9.22		68eecb38d0dba06b23feb6ebd5e80a39147287b4
com.tqdev.metrics	metrics-jvm	0.9.23		94101d005255bcdf6a727e6752aa197194904497
com.tqdev.metrics	metrics-jvm	0.9.24		601b2053cce3efd68a135c1c2529440466dfea67
com.tqdev.metrics	metrics-jvm	0.9.25		9f26ee76f0fdf29a29e325fee83849ba29ddb7ce
com.tqdev.metrics	metrics-jvm	0.9.26		5ace92389e8797e4459394e557aa1954d0126f00
com.tqdev.metrics	metrics-jvm	0.9.9		a80c13a7ec090ebfa2c030cfb63afe07ff0d0d94
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17		d4e4340aa5d96a1fcdf64f8df323be418f32c6c9
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17.1		a1fcb2d4ff989b72a9edea2bea2b8d8169ed0aa4
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17.2		0b55815c0e88c456b6aa673d384273237e6d5e5b
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17.3		51302c0ef398845d0c08a476670b18cdbbc0f969
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17.4		3a6437e5011671e08404d0231fa31254efe0615a
com.yahoo.pulsar	pulsar-client-auth-athenz	1.17.5		a5c6eff769499e0fa3bc7729e1314bf3cb5f5667
com.yahoo.pulsar	pulsar-client-auth-athenz	1.18		533002e7d67c832986401d48ebf7c067f0737599
de.dentrassi.eclipse.neoscada.hmi	org.eclipse.scada.ca.ui.connection.creator.ngp	0.2.0		3a3e830f97fb73abc0f6ef6b0e0b8ce057794b71
de.sciss	desktop_3.0.0-M1	0.11.0		N/A
de.sciss	desktop_3.0.0-M1	0.11.1		N/A
de.sciss	desktop_3.0.0-M1	0.11.2		N/A
de.sciss	desktop_3.0.0-M1	0.11.3		N/A
de.tototec	de.tobiasroeser.mill.jacoco_mill0.11.0-M11_2.13	0.0.2-31-1b600b		d3e39732e1792cf6e6c114b8e63da3ac3c206ac5
de.tototec	de.tobiasroeser.mill.jacoco_mill0.11.0-M11_2.13	0.0.2-32-e3db50		3a9401b5731c1ee6b6f33b9a458c42728f724ac8
de.tototec	de.tobiasroeser.mill.jacoco_mill0.11.0-M11_2.13	0.0.2-33-967c73		8e20616c11f8dc2ba1eeba41d52813d1d1386153
dev.kdblib	extensions	2.0.0		N/A
energy.octopus	android-auth-core	1.0.0		N/A
energy.octopus	android-auth-core	1.0.1		N/A
energy.octopus	android-auth-core	1.2.0		N/A
energy.octopus	android-auth-core	1.2.1		N/A
energy.octopus	android-auth-core	1.2.2		N/A
eu.socialsensor	socialsensor-framework-client	0.1		3d49e989f66e5438d3e1fe12f18441dd2d32e356
eu.socialsensor	socialsensor-framework-client	0.2.2		759b651ed8b7c01918bfc355c0526aebb4a118c3
fr.openwide.nuxeo.commons	owsi-nuxeo-ecm-types-ordering	0.1.3		dfb052e4fa2c716595b20eb00684542486e94e15
fr.openwide.nuxeo.commons	owsi-nuxeo-ecm-types-ordering	0.1.4		e12f320b81ef9827889a244fbdeba09387a4e00a
fr.openwide.nuxeo.commons	owsi-nuxeo-ecm-types-ordering	1.6.0		872ae9cdcd64f1600c539cecf070e32da8a094d1
fr.openwide.nuxeo.commons	owsi-nuxeo-ecm-types-ordering	1.7.10		c0ee96b85afa1350254d6f7f47f9b82fe2d6aeaf
io.axual.broker	principal-builder-application	0.0.0-RC1		54af4873efd5ddfae55be5190c901af0caa69707
io.axual.broker	principal-builder-application	0.0.0-RC2		c76b1f857350e96baca27653fe8ed15f8e810730
io.axual.broker	principal-builder-application	0.0.1		8ff2e4bd1d9f8158ba1aa30d19d67570afe918fd
io.axual.broker	principal-builder-application	0.0.2		8b9c56b87a1df94fc8fe9abdcd78a56bf2190f42
io.axual.broker	principal-builder-application	0.0.3		22015cc429fc010ab8daee7e15e86abcc46d95c8
io.axual.broker	principal-builder-application	0.0.4		f0f60aae736ca4e561a2d2cb216e98326ed9d54c
io.axual.broker	principal-builder-application	0.0.5		fb14cee403670270546c2fc3ffaa9698fe81f1d4
io.axual.broker	principal-builder-application	0.0.6		f2280e4bcf202b048e1113789a1e9ef2cf7e94e4
io.axual.broker	principal-builder-application	2.3.0		47031457ab88986236b03880aeaf42c9f00204a1
io.axual.broker	principal-builder-application	2.4.0		0632e7ba41ea17a61dae4a2b3ce60bad7af69620
io.axual.broker	principal-builder-application	2.5.0		459e72aae9f9c501ac866a140fc3bec731e1ed7c
io.axual.broker	principal-builder-application	3.0.0		be084572b5ba4df4b0696759af6ddeb3d2558975
io.axual.broker	principal-builder-application	3.0.0-RC1		f804310be2c5ad61e28f310003e922002ca12c30
io.cdap.delta	sqlserver-delta-plugins	0.10.0		46d56dc99448d93cad270c7a0aaf5ec2d41d374a
io.featurehub.cloudevents	cloudevents-google-pubsub	1.1		26536bf52b6f45357dc4be4c85f76aa6fdeaf2ee
io.featurehub.cloudevents	cloudevents-google-pubsub	1.2		9290a3391fd70faecc51070f60d1a32b7472e8bf
io.github.johnhungerford.generic.schema	core_sjs1_3	1.0.0		bd3976b93fd0e7f93f936f891ffbafd8f5311f12
io.github.johnhungerford.generic.schema	core_sjs1_3	1.0.1		ffa0878170e11810e8af8fa355d33f8fed5197d4
io.github.johnhungerford.generic.schema	core_sjs1_3	1.1.0		77460211c2696505ad9d2e76d3bedc16c549ec52
io.github.johnhungerford.generic.schema	core_sjs1_3	1.2.0		04a6bd144d234952221e6d5c567acd5e2bf01ff0
io.github.johnhungerford.generic.schema	core_sjs1_3	1.2.1		c7dfcdfbe9e2e65a98b98c61d1a240511f70fb6b
io.github.michaelt293	union-dotty_0.24	0.1.0		16ff1a7bb036361c56af8d17ae9a359408848002
io.github.quickmsg	smqtt-rule-dsl	0.3.1		5dbf46835a4e576ba2af0d29f9de30dc1706b2d3
io.github.quickmsg	smqtt-rule-dsl	1.0.7		9f4dfc9e1885cd77bcdbbae6d2622d1b6a4f2a08
io.github.quickmsg	smqtt-rule-dsl	1.0.8		769ea28994d28f277414ada3263ef1058be906dc
io.github.quickmsg	smqtt-rule-dsl	1.0.9		617e0a4900da1bdabd68bff5a997958fc2004391
io.github.quickmsg	smqtt-rule-dsl	1.1.0		1c421e4d96c5b4c84bb92c747d8b2040833664f2
io.github.quickmsg	smqtt-rule-dsl	1.1.1		7726d4bbc2a452265729f939150b5ff99aad250c
io.github.quickmsg	smqtt-rule-dsl	1.1.2		8eda60150ef761fc9f9b879e23125c9270b6a2a6
io.github.quickmsg	smqtt-rule-dsl	1.1.3		59f11b8a68ddfcac688e18d487780b429cc35192
io.github.quickmsg	smqtt-rule-dsl	1.1.4		be025bae0e9d59857493e102df1529dfe272c0ce
io.github.quickmsg	smqtt-rule-dsl	1.1.5		28479fe55b9976ccd1b4bd186b0a3b50a0c62b64
io.github.quickmsg	smqtt-rule-dsl	1.1.6		ec78dd524105df4f5eb39a8cc66aa770756e81dd
io.github.quickmsg	smqtt-rule-dsl	1.1.7		5d88a2e727865998f9380c7dd8c9a861cc65e71c
io.github.thiagolvlsantos	specrunner-jetty	1.5.18		8b67b527c4e150b57fe9aa72a7e2b04c01d7d24c
io.github.wyy-dev	imsdk-plus	0.0.1		N/A
io.github.wyy-dev	imsdk-plus	0.0.2		N/A
io.github.wyy-dev	imsdk-plus	0.0.3		N/A
io.github.wyy-dev	imsdk-plus	0.0.4		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.0		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.1		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.2		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.3		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.4		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.5		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.6		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.8		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.0.9		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.1.0		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.1.1		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.1.2		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.2.0		N/A
io.github.yuanrui-mdt-info	lib_config_cf	1.2.1		N/A
io.javadog	cws	1.1.2		N/A
io.knotx	knotx-junit	1.0.0		99cc85042c5ff3293f2537ec9e2ab99a8ac54c88
io.knotx	knotx-junit	1.0.1		3f8c7cfb114689420eeb5c0c59f3ff9acec3890f
io.knotx	knotx-junit	1.1.0		538ddc7561eb45389b761b831e2e09f7badee371
io.knotx	knotx-junit	1.1.1		6b1d9558b049785eef54a196ed69d70f29cd86b8
io.knotx	knotx-junit	1.1.2		74274baf05262dca9597a1b691e48016e0fe41be
io.knotx	knotx-junit	1.2.0		5acd4e7c4791a1e0be5e0d3d22f2e5def72d8420
io.knotx	knotx-junit	1.2.1		242aa2b48b797c9bee755ad0065e2c49c80970e2
io.knotx	knotx-junit	1.2.2		4f4ab1b796250eadbf5c46da3d33a9b9a80744eb
io.kotest	kotest-common-iosarm32	4.2.1		N/A
io.kotest	kotest-common-iosarm32	4.2.1	metadata	06103c9f2506b722695b4958e35c2d4d8818c3fb
io.kotest	kotest-common-iosarm32	4.2.2		N/A
io.kotest	kotest-common-iosarm32	4.2.2	metadata	0861e26a73a9d976c2445c2b6d5250ebd9d8f741
io.kotest	kotest-common-iosarm32	4.2.3		N/A
io.kotest	kotest-common-iosarm32	4.2.3	metadata	e862342e3aadc6f094d546a919fff133d523a5d5
io.kotest	kotest-common-iosarm32	4.2.4		N/A
io.kotest	kotest-common-iosarm32	4.2.4	metadata	52958d04a8c6cefe98b2726201473726f0b2a785
io.kotest	kotest-common-iosarm32	4.2.5		N/A
io.kotest	kotest-common-iosarm32	4.2.5	metadata	316e13817a7dc8b821afe1fe9f3e71df9dee8fda
io.kotest	kotest-common-iosarm32	4.2.6		N/A
io.kotest	kotest-common-iosarm32	4.2.6	metadata	1d92adf60a025502fb6072e8667a9db6a111900e
io.kotest	kotest-common-iosarm32	4.3.0		N/A
io.kotest	kotest-common-iosarm32	4.3.0	metadata	c3e571691d4463ce2b55abf6df85749c037dc45d
io.kotest	kotest-common-iosarm32	4.3.1		N/A
io.kotest	kotest-common-iosarm32	4.3.1	metadata	6356ad654a66a664901a2d3c6c480cc44c7e98ba
io.kotest	kotest-common-iosarm32	4.3.2		N/A
io.kotest	kotest-common-iosarm32	4.3.2	metadata	a00d1d1d4e01abcf952b7ce69b992891b6193ded
io.kotest	kotest-common-iosarm32	4.4.0		N/A
io.kotest	kotest-common-iosarm32	4.4.0	metadata	42eb655ef5162b4941c468db6c3f1c837127be17
io.kotest	kotest-common-iosarm32	4.4.0.RC1		N/A
io.kotest	kotest-common-iosarm32	4.4.0.RC1	metadata	c53ccbd0f62e1984fc8e649794969e8240c47d07
io.kotest	kotest-common-iosarm32	4.4.0.RC2		N/A
io.kotest	kotest-common-iosarm32	4.4.0.RC2	metadata	373ffd472120008f4f3dcf46b4bad808cf61ac02
io.kotest	kotest-common-iosarm32	4.4.0.RC3		N/A
io.kotest	kotest-common-iosarm32	4.4.0.RC3	metadata	a7ea4525f62181fd12e424356afb5857154ec6a7
io.kotest	kotest-common-iosarm32	4.4.1		N/A
io.kotest	kotest-common-iosarm32	4.4.1	metadata	04a3f59cfa27e348f407ba225177b28a0e1eea68
io.kotest	kotest-common-iosarm32	4.4.2		N/A
io.kotest	kotest-common-iosarm32	4.4.2	metadata	ed0950657203e912dee67638221f72974b440b29
io.kotest	kotest-common-iosarm32	4.4.3		N/A
io.kotest	kotest-common-iosarm32	4.4.3	metadata	b2144815bb95d85dc6ee94e7ef456b97004b5c60
io.kotest	kotest-common-iosarm32	4.5.0		N/A
io.kotest	kotest-common-iosarm32	4.5.0	metadata	2b5cd2e074369263e1ffaa01c4855594d7f61057
io.kotest	kotest-common-iosarm32	4.5.0.RC1		N/A
io.kotest	kotest-common-iosarm32	4.5.0.RC1	metadata	26bc41b69370f590f24b429ed461c1d34f667ad0
io.kotest	kotest-common-iosarm32	4.6.0		N/A
io.kotest	kotest-common-iosarm32	4.6.0	metadata	040d231338649bd02808aaa79d2f52c0ff93ab63
io.kotest	kotest-common-iosarm32	4.6.1		N/A
io.kotest	kotest-common-iosarm32	4.6.1	metadata	eb8965938ebe0c0db76a93202c93bc9a4b8825b8
io.kotest	kotest-common-iosarm32	4.6.2		N/A
io.kotest	kotest-common-iosarm32	4.6.2	metadata	72e48c3755bcfee458ba2874814905d6ebd396e8
io.kotest	kotest-common-iosarm32	4.6.3		N/A
