au.com.domain	accounts-autocomplete	1.0.0		N/A
io.quarkus	quarkus-observability-devresource-common	3.18.1		e4d14277513f646b1e33fca951ef38b0792a7df0
io.quarkus	quarkus-observability-devresource-common	3.18.2		665f2bb4ff87d37d78231dcfe2ccba473947a158
io.quarkus	quarkus-observability-devresource-common	3.18.3		3617c8d3b134786b9ea4912bcd4b76aec8b93b3b
io.quarkus	quarkus-observability-devresource-common	3.18.4		1bf55c6f356d24086f406d2559f7a4163e22f1b3
io.quarkus	quarkus-observability-devresource-common	3.19.0		fc35c467e623b7ecfbbe997586e63a6a3987a6b7
io.quarkus	quarkus-observability-devresource-common	3.19.0.CR1		fd35aab2ab0f5b61c823c0d6b9ff222070311a4d
io.quarkus	quarkus-observability-devresource-common	3.19.1		380f32864bd80d1c5290964d9a41a09c5f003a2a
io.quarkus	quarkus-observability-devresource-common	3.19.2		dbf8cce643db6756148aea51eec405fb85dc9f80
io.quarkus	quarkus-observability-devresource-common	3.19.3		dc988f51ab9e2bc76439223a0d21453250097831
io.quarkus	quarkus-observability-devresource-common	3.19.4		7c9bc06656a80ad5cdd715a3fbf8fc401f5316cb
io.quarkus	quarkus-observability-devresource-common	3.20.0		19035f48a48c42c13d9a294ed48a0191623992c6
io.quarkus	quarkus-observability-devresource-common	3.20.0.CR1		bfa9d6494b332a93b3d62dceec2c63326c857ca6
io.quarkus	quarkus-observability-devresource-common	3.20.1		b9d15b33ec0888f611f102e6bdaa920429245cd2
io.quarkus	quarkus-observability-devresource-common	3.21.0		258b314bd3c1d9ba57b38e542813207775acb89e
io.quarkus	quarkus-observability-devresource-common	3.21.0.CR1		2d81f5c7b2f7a8c0a3063ab91a00f5270b578a65
io.quarkus	quarkus-observability-devresource-common	3.21.1		9f7ce528f64393f45326ba9e58c702b628d9b2b4
io.quarkus	quarkus-observability-devresource-common	3.21.2		df5eacffe1a7f05ef391c39f555e37354f143763
io.quarkus	quarkus-observability-devresource-common	3.21.3		7560dc739d67900b46893178d3f3152e2db93a53
io.quarkus	quarkus-observability-devresource-common	3.21.4		939e10d5a2ddf6a666f3790110ba71cd449166cd
io.quarkus	quarkus-observability-devresource-common	3.22.0		2821fe01a845dbc8617c5672b93a1fb7674ba75e
io.quarkus	quarkus-observability-devresource-common	3.22.0.CR1		337c227e8a946953831e27d4d065299f980a699c
io.quarkus	quarkus-observability-devresource-common	3.22.1		ca1146b6afaa21589171790f575714d645730744
io.quarkus	quarkus-observability-devresource-common	3.22.2		47308e744227b451e02c1107eab41baa6aab9d96
io.quarkus	quarkus-observability-devresource-common	3.22.3		2b49e381ff12dd7f12417750a70989bd16f1421d
io.quarkus	quarkus-observability-devresource-common	3.23.0.CR1		081d3749c0c41980961bcf02c23ebaea1b45dd87
io.xiaper	xiaper-spring-boot-wechat	2.1.4.RELEASE		89ca0cd73fa4ff4c5d6c52e22f8df432bd3a5bcd
io.xiaper	xiaper-spring-boot-wechat	2.1.5.RELEASE		eeb6e5ecd1516613912fa3b004406bb590c562e1
io.xiaper	xiaper-spring-boot-wechat	2.1.6.RELEASE		481a4f8a8d690d1f96ea8c673c43a2af77484b87
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.24.0-v2-473-0		30c2391306d003c96f9d3d761eef711efed27fab
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.24.1-v2-473-0		893dda38e89fa7612780d1fd145d0929184a321f
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.24.2-v2-437-0		05f4968b5c8e41b433a5cd1a6ecf0a2b1149ec79
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.25.0-v2-518-0		c83cc62a64692e2f94b02830c2df3ffa4a28dc1c
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.26.0-v2.524.0		23d1a468aa964f08c9f96950ed02b526ae1b7ac6
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.26.1-v2-524.0		0ec1fdb021e81ce1136eccc312f986d5aac72f86
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.26.1-v2.524.0		43d16aef452da48b51cacef059036f4b2657bcb4
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.27.0-v2.571.0		b6d7842ee8472d66954f51fe39567319d5792bcc
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.28.0-v2.596.0		8949da0747b529b99bfcbf07feeb4187e65074d6
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.29.0-v2.624.0		01be69bb42537c28a906edb4f96d149e20b6c87b
net.exoego	aws-sdk-scalajs-facade-secretsmanager_sjs0.6_2.13	0.30.0-v2.715.0		5171fca557e9527c628489dd2c69580d38aa9738
net.neoforged.installertools	installertools	2.1.10		84d55a9e392fb2d5a1743f946219b933b199c56b
net.neoforged.installertools	installertools	2.1.10	fatjar	37f72fe740553b41926ae31b830881a2b4cfc7c7
net.neoforged.installertools	installertools	2.1.4		94df7241f8030d3c1ebc59a40400ba756574b3a6
net.neoforged.installertools	installertools	2.1.4	fatjar	48181e489a046ebb6b2bc5dfceb6136d6a7f0980
net.neoforged.installertools	installertools	2.1.5		9b1da563386f7881cd8a5d873d55e46071cdd87e
net.neoforged.installertools	installertools	2.1.5	fatjar	08c1b40ad4d9daccb1c0033696d6410fce050981
net.neoforged.installertools	installertools	2.1.7		5dee37960bf49bb608bd6ddfe5e5f5c1644d3f71
net.neoforged.installertools	installertools	2.1.7	fatjar	75c008e724876de23e7a6caaf58559b4ba33609b
net.neoforged.installertools	installertools	2.1.8		76fe2ca582c32bdd5726b6b9d5adcbeadad39a2e
net.neoforged.installertools	installertools	2.1.8	fatjar	27aa035822774f69f91262cd1b2dd703e759d6bd
net.neoforged.installertools	installertools	2.1.9		fb1dd1bbf981206ec850fb02853e8219947633b8
net.neoforged.installertools	installertools	2.1.9	fatjar	bd3186890b3f3679d8ca40dee4736a6f9e542c68
net.neoforged.installertools	installertools	3.0.0		428518f3ea0d0653ae4303ce65520a0f4887a602
net.neoforged.installertools	installertools	3.0.0	fatjar	33fafc9f4bc58012d18194edbcb34d5e54a3873f
net.neoforged.installertools	installertools	3.0.1		560fe76c04ebe2b0f9b43728b15acaca0913ba8d
net.neoforged.installertools	installertools	3.0.1	fatjar	fa32e7efbcb804c8d7d32b2c536213d4361f7d2f
net.neoforged.installertools	installertools	3.0.2		5868b642e44d97c9ccdb11c09e5769905568a856
net.neoforged.installertools	installertools	3.0.2	fatjar	c762846a75f4adc9f0223d3ca34ebbffedd127eb
net.neoforged.installertools	installertools	3.0.3		1a30a3209c8e3c25c5b2b388aa3cf767beaf0531
net.neoforged.installertools	installertools	3.0.3	fatjar	d3220a6a6acae7ee51f1b77f4fc435b5d5811191
net.neoforged.installertools	installertools	3.0.4		276daad11e18dddd35593d52534332b9736cd9c7
net.neoforged.installertools	installertools	3.0.4	fatjar	e59cd60ee21809a86ff25c03401363a330b5af64
net.orivis	orivis-sequence-mongo	0.0.1		d73fefd758b3262578928294ca89f1002131b835
net.orivis	orivis-sequence-mongo	0.0.2		de0cf03708515b73d7dd0bf87ab238de240c941d
net.orivis	orivis-sequence-mongo	0.0.3		12ee8455992e2b0ff0614cecec469a5ba59939cb
net.orivis	orivis-sequence-mongo	0.0.4		fff7586f041818c834351990e99c8f6fa83d7372
net.sourceforge.jadex	jadex-distribution-standard	2.1		8abfde5d982bf2192c388464d1c8df1a4506b84f
net.sourceforge.jadex	jadex-distribution-standard	2.2		d3021daf7a9aa16b6391f8133c58948a3d5eb49a
net.sourceforge.jadex	jadex-distribution-standard	2.2.1		24a8069245516f748d532ceedf61df0c77e0a07f
net.sourceforge.jadex	jadex-distribution-standard	2.3		cad3783a6c857d035bcd53150ea34770fd168052
net.sourceforge.jadex	jadex-distribution-standard	2.4		589ac710348d914b1f9283b7a0181f408a8c4151
net.time4j	time4j-calendar	3.10		a6ff6fcd4700efcd8151669bb96b3e7913c6be46
net.time4j	time4j-calendar	3.11		4d87fdffbb637afd5648c9914c48ff0cde830dcd
net.time4j	time4j-calendar	3.12		351c78d32b4ff39687f4b85e43faa6bb7d50d74e
net.time4j	time4j-calendar	3.13		97cad3bf40bed8e8e5adc1dfa1ac1db7db64c9a4
net.time4j	time4j-calendar	3.14		b2e9ae5a4216d482f3a2067c91bb30c101627e4f
net.time4j	time4j-calendar	3.15		2c7532eebe043b4f2224ea5ce12bd76066f10c6f
net.time4j	time4j-calendar	3.16		49a0efaf0cd81da9f1b7a00d96d0851d34bf748e
net.time4j	time4j-calendar	3.17		bb75cbe8ba4e5ad3fb58bf1bbf479440b000c523
net.time4j	time4j-calendar	3.18		9f14c002ea5f2b8034f6f32ab1d31c6d38ae1c08
net.time4j	time4j-calendar	3.19		f9647eb0968c7c62abd2cd6aef99b50955ec4d0a
net.time4j	time4j-calendar	3.20		0d9f3eb254a1c14e66a3a7428ec8802b412dd313
net.time4j	time4j-calendar	3.21		c9b728467bfd2dd245647a467392f30d45f27554
net.time4j	time4j-calendar	3.22		3319a7c55e9ebdd9cd38b510dc24cd41b7cc1bb3
net.time4j	time4j-calendar	3.23		36ef8118d5f2c0c1d1902a57bc462399336c4fe3
net.time4j	time4j-calendar	3.24		3f95b512f294577c921d28ace7f717b997c9badc
net.time4j	time4j-calendar	3.25		4d6f273d9e240d8a76d31ffae7b8819681ae1bdc
net.time4j	time4j-calendar	3.26		1522a691f2e6a6e43f520c0dbb14ffdd52c216c3
net.time4j	time4j-calendar	3.27		56bd1ff5a67838594736c50eecb052cf6d5af50b
net.time4j	time4j-calendar	3.28		a156a57bd0ca8d10dde046394c65c61e0dd884ab
net.time4j	time4j-calendar	3.29		12d0c3c0962e27b127c62cecc576fe80deb82b05
net.time4j	time4j-calendar	3.30		7e4880fabeca678915d163dfcd3429cb8421c5dc
net.time4j	time4j-calendar	3.31		7d7734d428a07103e8f26f0bea60deecf248a082
net.time4j	time4j-calendar	3.32		74f29697ec5af2b0cb21f0d5711be6a92dff7dce
net.time4j	time4j-calendar	3.33		e5f5bd88861e9bbcd0a022c8de664b3582809dfc
net.time4j	time4j-calendar	3.34		651077b50af0a50fe798fe3c2483a8e7c0482a61
net.time4j	time4j-calendar	3.35		d784486aaf9ac31ac002a4ee994543e7e2c0a740
net.time4j	time4j-calendar	3.36		9225b1abb95a616087ad8d537a4344707e8df882
net.time4j	time4j-calendar	3.37		cd6e37e8cf0e0d9e629dfd63a96ea7c6a2d38b01
net.time4j	time4j-calendar	3.38		3f20a37c3a56ba6621742f4087132444ad20eda5
net.time4j	time4j-calendar	3.39		1772bbb4e43a725e5392e9a38f7f704a24bce657
net.time4j	time4j-calendar	3.40		97002f18c12fd91468c6f8234b935c617a53bd85
net.time4j	time4j-calendar	3.41		eae93aac27ac7896a83f52ec9d4e06f2ea3c4750
net.time4j	time4j-calendar	3.5		6245346bdf4752f021553cf90d3edddaad4a07e3
net.time4j	time4j-calendar	3.50		1b425dd6c0245579737b94094e14ed39e5a29585
net.time4j	time4j-calendar	3.6		e93a4fd9418b6f403bd0a237f1b23479009a904c
net.time4j	time4j-calendar	3.7		1c5c573f487278056ee4275f24749ee53a4c16ec
net.time4j	time4j-calendar	3.8		6e8224b2f4268d578118219e7dec29a89061fb6f
net.time4j	time4j-calendar	3.9		8155d0970a618a0dba1c607c796414862dd0f5ec
net.time4j	time4j-calendar	4.10		a34aa8cd9fcb43797868f3dc5c6efc9faeb163ee
net.time4j	time4j-calendar	4.11		f4b768725e03f563276fd2c7d1eff72be1fc87ca
net.time4j	time4j-calendar	4.12		0f1eede78a4ce3e5b504d6cd6b1660fd02475468
net.time4j	time4j-calendar	4.13		e390c7259e5ba67e27c3bdcc8f8e159b7d33bf83
net.time4j	time4j-calendar	4.14		6d85b85831dae78984a1a1b4f6e15bc891cddd3c
net.time4j	time4j-calendar	4.15		e0bdbfa434230b38ad5d1c339f0c63371e105b72
net.time4j	time4j-calendar	4.16		f43a8671970ed66196922cd69cf6dbedcfa5652e
net.time4j	time4j-calendar	4.17		fbbb80968fb39318970d4f9d140b9d294e51f1e4
net.time4j	time4j-calendar	4.18		89998e36e192b8f09082c6b1f6946194d5b59c3a
net.time4j	time4j-calendar	4.19		49bd4833cc2415f088debb6ea4475988564a04d2
net.time4j	time4j-calendar	4.20		5928e1703918c71708239c913a676e05fa66a78f
net.time4j	time4j-calendar	4.21		e9fefe6f3600e800841f89adc1cf1c5c5ec3c3ae
net.time4j	time4j-calendar	4.22		70d386cf0474bd84e5dfc88a49c87a27d1c85e16
net.time4j	time4j-calendar	4.23		d36a7c1cd47293b6fa3c869c428e1b5ea318a81c
net.time4j	time4j-calendar	4.24		cde34ae866595d98ee31f45e51891577e1e9ed71
net.time4j	time4j-calendar	4.25		776cc43a8f9a9f56d9691dbba26ed032cfbbd397
net.time4j	time4j-calendar	4.26		91cadf9a8010a4c0feef5e9ce38b251517be474d
net.time4j	time4j-calendar	4.27		7787d06c2a14cc5f4294742d8e520379f6aaf936
net.time4j	time4j-calendar	4.27.1		94c56383261cc95d0b3ed9de1227821170d9c823
net.time4j	time4j-calendar	4.27.2		6ec5548251f0e317162d558e8dcd8d6c327352fe
net.time4j	time4j-calendar	4.28		c075a6b9f122b5ae7a647f488edfd415bafa2cde
net.time4j	time4j-calendar	4.29		eb6d029e324c24136f46fbea9f0ea2d1132c71c0
net.time4j	time4j-calendar	4.3		63543b0ceecf09ad77c0c9413134cd6748c7d470
net.time4j	time4j-calendar	4.30		09ac07bc9ba5cdaa6fd1e953cfde772e074548c7
net.time4j	time4j-calendar	4.31		7e8b330b1ddedcbef21ddf1283f81de9f79954e2
net.time4j	time4j-calendar	4.32		2565d813ccede31ca3de82a7fa2df9afeb903e6e
net.time4j	time4j-calendar	4.33		38a63f2d62874ea6b15f48f83f9585d20c85b9b9
net.time4j	time4j-calendar	4.34		a0798235a975984732988eb4cd0f745eaaedc9cc
net.time4j	time4j-calendar	4.35		f892f92394553c85608594876224399a80361caf
net.time4j	time4j-calendar	4.36		054a10aa6c72106e4e8003dea727399187bedcce
net.time4j	time4j-calendar	4.37		65e373390eda54816f01a6083cd82c826ac1bcb6
net.time4j	time4j-calendar	4.38		a41e5cb1c2ddbda2526ba3d0d43c2493a9fa2a05
net.time4j	time4j-calendar	4.4		4457aa5ddcb897de26690d76ef8ee3b07946a33c
net.time4j	time4j-calendar	4.5		b4aac4ec1f18d498b94e08d20abc71880c78c056
net.time4j	time4j-calendar	4.6		ac827a8e64f7f3dde447d1ffbab512d1cb2b89e4
net.time4j	time4j-calendar	4.7		97a18c37fba45c065ea9602044c56d6ad56db9cd
net.time4j	time4j-calendar	4.8		1afd63add690f8d066fc72b34d2187382d41f15a
net.time4j	time4j-calendar	4.9		aed7bc0021edc8852b1e205af6d68aab92fb6219
org.apache.activemq.examples.broker	interceptor-mqtt	2.10.0		b4efd51064dece363f49dc9e60f73ba063e7ce86
org.apache.activemq.examples.broker	interceptor-mqtt	2.10.1		de1fcfbf626522cdd24e3ab94c8a8818e29f9daa
org.apache.activemq.examples.broker	interceptor-mqtt	2.11.0		bd5bc0f5c5ef48ce94c9dd628f34810f940ec7a8
org.apache.activemq.examples.broker	interceptor-mqtt	2.12.0		f1b12e26b010d505eb9fe68df1837efae1000318
org.apache.activemq.examples.broker	interceptor-mqtt	2.13.0		91c3e69ba406ced3658c07bda9531fdfb4ae06b5
org.apache.activemq.examples.broker	interceptor-mqtt	2.14.0		e7593e43e257564489fa62067b273700f8b9c530
org.apache.activemq.examples.broker	interceptor-mqtt	2.15.0		12d09033b573eaeadfb3596733822013030b2789
org.apache.activemq.examples.broker	interceptor-mqtt	2.16.0		f3a234fa1c2f55e8a0eaefd4367496c458f6b952
org.apache.activemq.examples.broker	interceptor-mqtt	2.17.0		a9d4f2c257d30da9bbf6e072a703851bae1b060b
org.apache.activemq.examples.broker	interceptor-mqtt	2.18.0		3b2addb72e12667e0014611fc33f0940d5869983
org.apache.activemq.examples.broker	interceptor-mqtt	2.19.0		4924f283e18d20e72d0b726f1c1028d3f83245b8
org.apache.activemq.examples.broker	interceptor-mqtt	2.19.1		879957b73a341940c3893d74def7f0a644d36055
org.apache.activemq.examples.broker	interceptor-mqtt	2.20.0		49ad85f486eac419d2e02f4f8a9eddea51bc4312
org.apache.activemq.examples.broker	interceptor-mqtt	2.21.0		b84199030775705aaf598fe02a5a481ad7e19623
org.apache.activemq.examples.broker	interceptor-mqtt	2.22.0		b04ebc12d704c3a8ba0a9a74b4c18da1b826b989
org.apache.activemq.examples.broker	interceptor-mqtt	2.23.0		72d1c12e590609b2cdcd5f18f3533fd485a99bb4
org.apache.activemq.examples.broker	interceptor-mqtt	2.23.1		9eb4859a0dffae6f277b2c1b36108e2cea3b2c96
org.apache.activemq.examples.broker	interceptor-mqtt	2.24.0		fdd3f747006902a76bfd7d8b69a7e967bbaeccfd
org.apache.activemq.examples.broker	interceptor-mqtt	2.25.0		284affabb83601bca5063c8346df9875c15b6d9c
org.apache.activemq.examples.broker	interceptor-mqtt	2.26.0		550783841d9e6e2fdb51151c368593d4b9185d38
org.apache.activemq.examples.broker	interceptor-mqtt	2.27.0		ce6a50ed9db1961e47656218112ba43004643fec
org.apache.activemq.examples.broker	interceptor-mqtt	2.27.1		4c3de763274365c50ecdff962c3bfaa328dacfa0
org.apache.activemq.examples.broker	interceptor-mqtt	2.28.0		708e1cacc0ec8e64981418516f15b8aaf3d755bd
org.apache.activemq.examples.broker	interceptor-mqtt	2.29.0		9304e016e43b51b86927a40af1a05e8d83bc763a
org.apache.activemq.examples.broker	interceptor-mqtt	2.30.0		cfed62cb176d97952ad30ac8252db9b7e32fcb54
org.apache.activemq.examples.broker	interceptor-mqtt	2.31.0		56b3f8fafbdfe07875ae6657ec59cfd5f1975fc8
org.apache.activemq.examples.broker	interceptor-mqtt	2.31.1		858cd9b9fe7a561676218be4566034a69a1317a6
org.apache.activemq.examples.broker	interceptor-mqtt	2.31.2		cc7d37f05d926f8aa745e0bf2e1ecb7cb95cc4fe
org.apache.activemq.examples.broker	interceptor-mqtt	2.5.0		d5023aa17101e4298b70ad180338dfb0693af123
org.apache.activemq.examples.broker	interceptor-mqtt	2.6.0		ae0c7d31f2a06e6b893b72e7ffbf9553ce1e856c
org.apache.activemq.examples.broker	interceptor-mqtt	2.6.1		d3cc0d4d7e9cd54d749ef6034f9ff38b86aca00b
org.apache.activemq.examples.broker	interceptor-mqtt	2.6.2		782a1cd6a3587c32463383b5125495653c1e1083
org.apache.activemq.examples.broker	interceptor-mqtt	2.6.3		b8e175e49b9feb674af359e79a2444165065d3a8
org.apache.activemq.examples.broker	interceptor-mqtt	2.6.4		606faae229505984f5952e5babc625a664d5a436
org.apache.activemq.examples.broker	interceptor-mqtt	2.7.0		00d6f0a1c71dd09e3f58d304ab65cb06cd00f34c
org.apache.activemq.examples.broker	interceptor-mqtt	2.8.0		025668146f57cf0e62badc4139121d63e4e26b0f
org.apache.activemq.examples.broker	interceptor-mqtt	2.8.1		bbfae99dd75ba81336d65e9bda95df284a1c514f
org.apache.activemq.examples.broker	interceptor-mqtt	2.9.0		6d2763d8742803d50a50bebddabe14dc999c98a1
org.apache.camel.karaf	camel-arangodb	4.10.3		65d4e6c1d4de3322fdab361abce214cba1b54400
org.apache.camel.karaf	camel-arangodb	4.7.0		b45279de96ce5727d05de6e43a7e54298db3f2f9
org.apache.camel.karaf	camel-arangodb	4.8.1		9a581b7dbf2abdaca7b70b8241da20bbb73f6da0
org.apache.camel.karaf	camel-arangodb	4.8.2		a252b3134bbbd16e1a58c5a635866996a38f3a5f
org.apache.camel.karaf	camel-arangodb	4.8.5		cc8c5697f6779d60ecbb366c28136fc3820fcf3a
org.apache.camel.karaf	camel-arangodb	4.8.6		c3a5fd8eaa80cee7d2da6ed5f6fc3c2f46b2124f
org.apache.camel.karaf	camel-arangodb	4.9.0		c05e4c4e50eb74e5e02a8014c5757066c4618d2a
org.apache.camel.quarkus	camel-quarkus-arangodb	1.1.0		a709e10d45fb98c83d920728d282e33d9f4d30c7
org.apache.camel.quarkus	camel-quarkus-arangodb	1.2.0		386632086445d9ce0ebf4552edbd6c0178062f9b
org.apache.camel.quarkus	camel-quarkus-arangodb	1.3.0		0622edef9648ec710b33baa1a79069c40c1bae17
org.apache.camel.quarkus	camel-quarkus-arangodb	1.4.0		b5586918c6d5410c6417f21419e62ba7def88e47
org.apache.camel.quarkus	camel-quarkus-arangodb	1.5.0		562c9370841b1eedda5b9519d0c4e043370f89c0
org.apache.camel.quarkus	camel-quarkus-arangodb	1.6.0		a894a57b6ad9169ebd8321efbe58104971682bc3
org.apache.camel.quarkus	camel-quarkus-arangodb	1.7.0		cf18d25d9e9dfd36e9ab7ac39221ae225ba6440c
org.apache.camel.quarkus	camel-quarkus-arangodb	1.8.0		7fea2967f53bea402232e16a70539d0dfd4ce42c
org.apache.camel.quarkus	camel-quarkus-arangodb	1.8.1		fd512cb9b11bffaa9625f38e5dbf852e88d31e04
org.apache.camel.quarkus	camel-quarkus-arangodb	2.0.0		ac19269ef3fe9762b4bbe0e9dc0ca46ec64a03c3
org.apache.camel.quarkus	camel-quarkus-arangodb	2.0.0-M1		88ceabb7a0687bef14e7b79ee75d22b1329b7e1f
org.apache.camel.quarkus	camel-quarkus-arangodb	2.0.0-M2		149cbcadb5c685963e6369ebfdf34de1ff8c3e68
org.apache.camel.quarkus	camel-quarkus-arangodb	2.1.0		4f82a1bad0d8f43cb193478eca160c4ba100728f
org.apache.camel.quarkus	camel-quarkus-arangodb	2.10.0		4e9516787c1d67f0046b79fcaa84c6604ab5cd1e
org.apache.camel.quarkus	camel-quarkus-arangodb	2.11.0		c8aa119c4468e3adeb4578a4e7d674c7e910f259
org.apache.camel.quarkus	camel-quarkus-arangodb	2.12.0		a96a78dc0d96f546d14d992cab36fdbce4cfca56
org.apache.camel.quarkus	camel-quarkus-arangodb	2.13.0		8605a786b9b86051c5fd392a15a29ab0cc7da11d
org.apache.camel.quarkus	camel-quarkus-arangodb	2.13.1		d0c97e3ef4dbd3a7b1b58baf040c4f4b2bf68a8d
org.apache.camel.quarkus	camel-quarkus-arangodb	2.13.2		e710fb08b6a7ba74507ac88c2312d345fcef2889
org.apache.camel.quarkus	camel-quarkus-arangodb	2.13.3		b383b6308a1605e2caa1c71a3d8e794510c553e0
org.apache.camel.quarkus	camel-quarkus-arangodb	2.14.0		ae41624cfe638b9e466d8b31634b5c7f3adc7006
org.apache.camel.quarkus	camel-quarkus-arangodb	2.15.0		8947eadb4353d3eebd0a2c3a9e63072a6d646da0
org.apache.camel.quarkus	camel-quarkus-arangodb	2.16.0		cdf0e1866458c9e6904d5ae6b9dded43c01206ec
org.apache.camel.quarkus	camel-quarkus-arangodb	2.2.0		078c4e01830b8f7c6f0527c2b839896fb889ef40
org.apache.camel.quarkus	camel-quarkus-arangodb	2.2.1		134341ad9f19f6060b9f1bfe5c291fe4af4427d3
org.apache.camel.quarkus	camel-quarkus-arangodb	2.3.0		34a15cd12cad7f155d3b2cd90a485b3b1010fb22
org.apache.camel.quarkus	camel-quarkus-arangodb	2.4.0		7276ecfca4b2ab4118904bf6ff83281e95737846
org.apache.camel.quarkus	camel-quarkus-arangodb	2.5.0		046d509bd3db22863561df72b1f1d0c8d7d22e01
org.apache.camel.quarkus	camel-quarkus-arangodb	2.6.0		af0d8752407c47fd7fcd6ad79b9fe6515eb773e1
org.apache.camel.quarkus	camel-quarkus-arangodb	2.7.0		74fff5d10de5487af560829259303856064bca48
org.apache.camel.quarkus	camel-quarkus-arangodb	2.7.1		af30356d2472622aadfc27401666c8db2016ee1b
org.apache.camel.quarkus	camel-quarkus-arangodb	2.7.2		74c4e8f38ec8843a01be3d1dfb3ee9ab5a448433
org.apache.camel.quarkus	camel-quarkus-arangodb	2.8.0		3f9731199bddb11869736cda3683ca7421b4b3c9
org.apache.camel.quarkus	camel-quarkus-arangodb	2.8.0-M1		59db850c4f28ae1ae716651faca1f80c15b778fd
org.apache.camel.quarkus	camel-quarkus-arangodb	2.9.0		81b2a24e6554c7b6fe5476f5c14a2fcd571e36a6
org.apache.camel.quarkus	camel-quarkus-arangodb	3.0.0-M1		a25c7a0032137a73df4d0ebfef5b0065050e7831
org.apache.camel.quarkus	camel-quarkus-arangodb	3.0.0-M2		70cb69c5474e82ca90dbb7424949ab7a5c917a42
org.apache.camel.quarkus	camel-quarkus-arangodb	3.0.0-RC1		d66027d272bbc522d264c967de87651312211b4c
org.apache.camel.quarkus	camel-quarkus-arangodb	3.0.0-RC2		64c67b47b8e4d79056756b9fcca9894e65db9d8e
org.apache.camel.quarkus	camel-quarkus-arangodb	3.10.0		28ce64980a319a0a349a50a6f5c2ada73e2811e3
org.apache.camel.quarkus	camel-quarkus-arangodb	3.11.0		43070644467169e33475e84b45026b0c3213a749
org.apache.camel.quarkus	camel-quarkus-arangodb	3.12.0		31294b850b3be735fc510688c024913fec62b0e4
org.apache.camel.quarkus	camel-quarkus-arangodb	3.13.0		2228d3849cfab81ff9eb34556b38566a0d305a1c
org.apache.camel.quarkus	camel-quarkus-arangodb	3.14.0		cafe3f9c82d66422c1efda8e84ff93ba8ac2eb57
org.apache.camel.quarkus	camel-quarkus-arangodb	3.15.0		f323a51e7a7d5b8e66eaea867fb0cf64b0670810
org.apache.camel.quarkus	camel-quarkus-arangodb	3.15.1		ee00773d92d119854542bbb8fdf316733dd65171
org.apache.camel.quarkus	camel-quarkus-arangodb	3.15.2		79d279139cd63123f5811be091b4fd0cf1038544
org.apache.camel.quarkus	camel-quarkus-arangodb	3.15.3		8db88290d6755da4f75e2ce3e393d1573337d029
org.apache.camel.quarkus	camel-quarkus-arangodb	3.16.0		df0b4c016a0ddbf155596d15182f00458da16934
org.apache.camel.quarkus	camel-quarkus-arangodb	3.17.0		983bc8956a626f55e0ba686ccbfc97bc69c43063
org.apache.camel.quarkus	camel-quarkus-arangodb	3.18.0		9f6ab48ce7e566443f172b3d7f2c289df5338116
org.apache.camel.quarkus	camel-quarkus-arangodb	3.19.0		1eabe68afaaeaa740750bf6a235247261ad1b495
org.apache.camel.quarkus	camel-quarkus-arangodb	3.2.0		d5ab6a1477e97fd88b607862e7ef1b3a26a7abce
org.apache.camel.quarkus	camel-quarkus-arangodb	3.2.1		8d9bc008797e0ec3b4966b1290689e5a8abaebb8
org.apache.camel.quarkus	camel-quarkus-arangodb	3.2.2		3489c03caeca55d40da1230489245f7abe0a3d1b
org.apache.camel.quarkus	camel-quarkus-arangodb	3.2.3		0a32a197c6e389bd65a54e2c216fe4b898efdbf0
org.apache.camel.quarkus	camel-quarkus-arangodb	3.20.0		8299fa46259b6884ac93c8ee64d3bae1f68cbde9
org.apache.camel.quarkus	camel-quarkus-arangodb	3.20.1		1754e4b1446889150a4a67d687dbe3646df79a73
org.apache.camel.quarkus	camel-quarkus-arangodb	3.22.0		4bc1267d8a5f67a4890e8e12b0a4085cea686d1c
org.apache.camel.quarkus	camel-quarkus-arangodb	3.4.0		2e42baa7a9a92e853aa52b314100b66ca1591d05
org.apache.camel.quarkus	camel-quarkus-arangodb	3.5.0		cf0ef5598ba37bcdd15122a9e1cd5c84f3cbb46e
org.apache.camel.quarkus	camel-quarkus-arangodb	3.6.0		36b5544bde3a420aec6308aa0e4b7ff3e49b624b
org.apache.camel.quarkus	camel-quarkus-arangodb	3.7.0		67c19717fc4080f765bbab3d87cb7a3996e9a548
org.apache.camel.quarkus	camel-quarkus-arangodb	3.8.0		68374a44432806eac4ec72ce2a16a59263f9fca9
org.apache.camel.quarkus	camel-quarkus-arangodb	3.8.1		67c5d3a0b265f712b265aa76f5d0c2687b1eea81
