by.shostko	acollector-firebase-analytics	0.2.2		N/A
org.litote.kmongo	kmongo-id-jackson	3.8.3		a653e88eb1f08826996b4410c0bf87ed2c724bc6
org.litote.kmongo	kmongo-id-jackson	3.9.0		64baba79c57823b8635eb631979510a70edfa9a8
org.litote.kmongo	kmongo-id-jackson	3.9.1		7f60c10b3e94d4c156c45d719c23b16955c38701
org.litote.kmongo	kmongo-id-jackson	3.9.2		9733bce1bd8a299125539c1e3ea3fcda88d3ffa1
org.litote.kmongo	kmongo-id-jackson	4.0.0		4352dfa94611a41a686498c2d6c0a83b69753fc7
org.litote.kmongo	kmongo-id-jackson	4.0.1		50398d3ad0ea9aabb26e38dd302dcf6f175c336c
org.litote.kmongo	kmongo-id-jackson	4.0.2		3d1e2a44a6b72ad97e5f2ab9ac2a88cd354ecf8c
org.litote.kmongo	kmongo-id-jackson	4.0.3		45f1442b909a8c7c16907669c6235e01749992df
org.litote.kmongo	kmongo-id-jackson	4.1.0		28c79cc321b036012f5a6d22f3b986df8f1b3470
org.litote.kmongo	kmongo-id-jackson	4.1.1		0f97831951703badaa900261b014451846ce2b5d
org.litote.kmongo	kmongo-id-jackson	4.1.2		7541373a1d6af728f045e6469715bb5862be6903
org.litote.kmongo	kmongo-id-jackson	4.1.3		eb14371768767c39e28c882627bdc5238d4d174a
org.litote.kmongo	kmongo-id-jackson	4.10.0		4ac81b8f63da64c4868bf6f7ec126f12718e36f7
org.litote.kmongo	kmongo-id-jackson	4.11.0		af5265e4c7c4f37d3252b42238099c6d8dce16c8
org.litote.kmongo	kmongo-id-jackson	4.2.0		24c3e056a5ecb12869cd5f18b5843a12a172dae1
org.litote.kmongo	kmongo-id-jackson	4.2.1		74bc86e1e37b06ca34c99f507b5c5fb38d0d41a4
org.litote.kmongo	kmongo-id-jackson	4.2.2		4c9b536dd2affbe55f628d2b2ec3a596c5122ee6
org.litote.kmongo	kmongo-id-jackson	4.2.3		911c9c04a048791e1575ad1a7464add64ef205a9
org.litote.kmongo	kmongo-id-jackson	4.2.4		047cabe9a80351cd55bdf866c6dbd1d008d2eac5
org.litote.kmongo	kmongo-id-jackson	4.2.5		b941af6e22c54015fdf3d723daaf05357944f1ad
org.litote.kmongo	kmongo-id-jackson	4.2.6		32c7f5419e05fef43b4a7be4afe8c41400f1c8fe
org.litote.kmongo	kmongo-id-jackson	4.2.7		41ed960d0e16ff6e4f7f8b08f469e6dbe8beafa9
org.litote.kmongo	kmongo-id-jackson	4.2.8		ddbed0c57ed00a62e58ce22a5121aa764901d7d2
org.litote.kmongo	kmongo-id-jackson	4.3.0		1e64b8f85e20b6b340b019a215578c591777c13b
org.litote.kmongo	kmongo-id-jackson	4.4.0		50a68f9884bcacde021e25c11d7a7221b0015031
org.litote.kmongo	kmongo-id-jackson	4.5.0		c9edb62bef571954dcec69e1dec92cc66a95ecec
org.litote.kmongo	kmongo-id-jackson	4.5.1		81999cb4da7c3d7f11256ab963d62f27170a59b6
org.litote.kmongo	kmongo-id-jackson	4.6.0		1f7f37af9a50303e79a04039c157209422d62d9f
org.litote.kmongo	kmongo-id-jackson	4.6.1		a5159a9a536aa5cf14eacd7dff3a8060bd6b768f
org.litote.kmongo	kmongo-id-jackson	4.7.0		5eef2432c25ad344e75902f4f391caccb374053b
org.litote.kmongo	kmongo-id-jackson	4.7.1		cfb0423743ed9ae9b08335018a059c68e1b05b93
org.litote.kmongo	kmongo-id-jackson	4.7.2		8cac9d996aae41926a1e3535d7febc38cf1ea70e
org.litote.kmongo	kmongo-id-jackson	4.8.0		9a8436726d18520f56f5560af227f9d433e8d152
org.litote.kmongo	kmongo-id-jackson	4.9.0		3192b7aebd5eb15a59062adf250abe8e7c309fe9
org.litote.kmongo	kmongo-id-jackson	5.1.0		74db92fac4003959818e8245440928cfad8275ca
org.litote.kmongo	kmongo-id-jackson	5.2.0		060ca1b7c82d3c20d373a39321e3dd0eb51e8f22
org.litote.kmongo	kmongo-id-jackson	5.2.1		1cb6914710c69a038403198c1b8bd2d59737f005
org.longevityframework	streamadapter_2.11	0.0.0		151c562ae8a23b70b106a4518a3ccc872b177d2e
org.longevityframework	streamadapter_2.11	0.1.0		eb93a783701da5930c18727bcf7ccca247178b26
org.longevityframework	streamadapter_2.11	0.2.0		5adcbb47ca064855c3fd299508e5d6dcf95589fe
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.19		2ad841843ef3ed73a469cbdf190f7c21c66952c0
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.20		e68e02cb65fba7e708568689f6e7f562d73c2a75
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.21		88fe4020c7e6a9101600e8930d184bc70c5d3ea6
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.22		ad7285b76ea667378b72d519efc0612c17d5630b
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.23		6fad6350a18bdb12ea4b25b97b0b0de905a05216
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.24		23ec84dd28936995b0f8663c84caa13668e909a4
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.25		dc992626b5029b0afc7ba8b5e092b51ade6537c8
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.26		4526868a4f136275729b33a95b97f855af631047
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.27		6bd2cb0ec6bc655364fc56a25986b36ab0df5abe
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.28		3866846a4b0cea184b7deceefc210815e9cbf48d
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.29		75343f33f8fcbe95cbd7ddd3db9ad2829f238b49
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.30		1d72e497fca33702fd1607093ebbf2c8b6cec6ba
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.31		d1b05114608fe033730cd91b55a81cbd9b9be6e9
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.32		c2fd0d038c664318892b93d6145d72221b9813b9
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.35		29bf1317fec58a29c659f9e34b1efe28772ab90a
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.36		0db6064ccb622e135d09c07e079c77cacf9bc68d
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.37		cd764b014603ac0da628a3a7f5005d13004966b0
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.38		756655ca4aaec7edb7d57d0b480fa40a1d5de799
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.39		857e823385cbcc7ab7fa59b1c873140aa02f5493
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.40		20cdc78f7875ada2a3b56e99d090688e06e55176
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.48		c9a990f536996a5bbfefbd36725e64a5b7353de8
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.49		2b7730f140ff0e69d949456b422000cea7630245
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.50		b212f9b60f764e4495934188accade3e9254155d
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.51		6da57a76ca327c3d3fe9f07905150ef33c1baad4
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.54		26b66e00761358b9651fcba8bb7a9a0622981668
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.55		6612984a4c9a0eddb575f0fe0bbded5f5e70913c
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.56		28b9e596a7c51b00c63d0146f19f3b640ffc111c
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.59		00287ad85d49158258a2201bebce5e7d6bd3627e
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.60		3fe65bb57885fbcbb1845307d06117aea4456bc1
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.61		a8b93b78d7d032aca763bb4b141f28e1ec8459e1
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.62		4d0c5ee6f46db52adbd9ce65af772ae64f8a52c9
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.8.63		8ace73f5bf198e21123c98876de506f59fbc2d3e
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	2.9.64		d9a552803586686a3c6adce4ee29c28ea88e9248
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.10		d46d2436c9e56f4110af7ad3d4b6f31a5e4530dd
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.2		8a368698702f80b5c6c466a1639f0e2a188ef911
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.6		04a9ee77bbfbbac13c1551d0dcf0862572b8906f
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.7		0ee08a09730960483c59ab5ed56b207828e7c210
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.8		95bc966395bc51e49405acfc13bb18a66d9eada1
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	3.0.9		480ae4c18f3d80a69f225160072301852cbe62ba
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.0.11		f58fac5ef343feb2e0a774286ce1fb30b3b9c905
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.0.13		3eabcf68ff37c17d6ae51a2cc934ff87a9cb709e
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.14		49125089769a79f1ad1684a6550548ee503ec540
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.15		894c0f3f5cc1d771ac1d081ccb433f562ba9a43f
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.16		871c675c98ebbde329de98ed79a978ecbca739d8
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.18		6767e05c52977bd52a49848e3b650a76f849750d
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.21		88f8729b7ff8f001dadc1a235e2b1bdf0c7dc64e
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.22		7bfe8bdb764e2ddae59094568a24d51df8236255
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.23		6b0dd990d30cfa3faa6d1bb5763efce67ed2cb2b
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.24		f5f4378807e7d77399cb697a7cfa4c3145e2b843
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.25		524cd74f4cd658c299ac0a36dffe4b017e52b502
org.mobicents.resources	restcomm-slee-ra-diameter-sh-client-docs-sources-restcomm	7.1.26		24e253134af3ac04e5c4a7b4344a7e8f1da784d6
org.mongodb	stitch-android-services-mongodb-local	4.0.0		N/A
org.mongodb	stitch-android-services-mongodb-local	4.0.0-beta-1		N/A
org.mongodb	stitch-android-services-mongodb-local	4.0.0-beta-3		N/A
org.mongodb	stitch-android-services-mongodb-local	4.0.0-beta-4		N/A
org.mvnpm.at.uirouter	core	6.0.8		48c1a9712a5d01a4dd6cb312cb0f4a06912f5c01
org.mvnpm.at.uirouter	core	6.1.1		ff18d0847118f8b4473db05678b5de8ee320ac94
org.noear	solon-health	2.9.2		b77fb28d53c210a958f2b0c181711b64bbbac9db
org.noear	solon-health	2.9.2-M1		a31909e4b33298144fcfa305aad2f515449fe506
org.noear	solon-health	2.9.2-M2		39c5cb53d9c774746ba04bae822af6c6ee451c8a
org.noear	solon-health	2.9.3		d8d51534558cdf27fee9f0a4092fd63010dd623c
org.noear	solon-health	2.9.4		9791601bf68ee7f76b4cb093ecc0834ced5ec4c2
org.noear	solon-health	2.9.5-M1		a9b07aff18f2b2a8eb82566a85c80d5f810ea575
org.noear	solon-health	2.9.5-M2		cdb6c4c1a8b75feec7be6add46d31a15b5d60518
org.noear	solon-health	3.0.0		eb9d297f5c63096f8a12382f5edbfcf8dd4aa7ea
org.noear	solon-health	3.0.0-M1		d75fb6edd8ced725413c51c2dd34748bb0e25dbe
org.noear	solon-health	3.0.0-M2		f00199b6287a10aff985eda84040b9d949bfd5b9
org.noear	solon-health	3.0.0-M3		26d1784c17beee9c70f07f1f38b7a820e8d6ad0f
org.noear	solon-health	3.0.0-M4		b47546fd737952b369f947b113bf59f8cda89c57
org.noear	solon-health	3.0.0-RC		9495332e2ff1461f28d6de03c12636795bd5addc
org.noear	solon-health	3.0.0-RC2		3eccaea0d022f05c8c82b4ce8d77d171ac66f028
org.noear	solon-health	3.0.0-RC3		a657263645c5bb64fac7ea27fba18c029325112e
org.noear	solon-health	3.0.1		9e2278713adacba33f4e5d1b2c25dba39bb56815
org.noear	solon-health	3.0.1-M1		079c78b7da29c1877c63b19ff8252464d8f21394
org.noear	solon-health	3.0.1-M2		4c6d0711b8a8dfc0629257e7db298744f39c23a9
org.noear	solon-health	3.0.1-M3		38211a829ba79e892a1bc2333ab76f133f43aa4d
org.noear	solon-health	3.0.10		210eaf638778587648e559b530c0fbbe825aa511
org.noear	solon-health	3.0.10-M1		fd0c43c97ee2a6545242c7ef7a815656cb01bf89
org.noear	solon-health	3.0.2		f59311c72eec769a4b7f5627cae57ef64edc791a
org.noear	solon-health	3.0.2-M1		47ac4df79b1bc5a7d4c91f53926faeb5fceb7c7a
org.noear	solon-health	3.0.2-M2		72c06c3f6738c525b44f43b711be7c62601b0671
org.noear	solon-health	3.0.2-M3		2244687b318f3014754ad2fd08a1f63ea5e8de5b
org.noear	solon-health	3.0.2-M4		1d8c19512d2702069e3e40310e0edc57ec2e5eec
org.noear	solon-health	3.0.2-M5		3194f9c3d998834286c0d7164dce5af202d33942
org.noear	solon-health	3.0.2-M6		9c288302a8f2714222c53469ffe476994b883bfc
org.noear	solon-health	3.0.2-M7		8631b66235e5d31574e0acc12af74371a1965b94
org.noear	solon-health	3.0.2-RC		a140fdf4f053a438755c8ea82400ece257c76ee1
org.noear	solon-health	3.0.2-RC2		a5bdebb707fbca73b22a31c3ec48d71f71196bed
org.noear	solon-health	3.0.2-RC3		17872122e8ef312ace0a2664d4921741dd66c8d3
org.noear	solon-health	3.0.3		e3f853d0645bc72e44d3680b2c49568d15ccbd60
org.noear	solon-health	3.0.3-M1		e450c35b59c55c2087eb6fc5b366f7fae70c033f
org.noear	solon-health	3.0.3-M2		234f8d77b68a6e77c806999607ba728bb05ac7fe
org.noear	solon-health	3.0.3-M3		0d134f20f998cbf0af055294dd66c49a482b94ec
org.noear	solon-health	3.0.3-M4		af98ba7c39badaa0a376dfd9d8921b7a21620976
org.noear	solon-health	3.0.3-RC		e3f407e5f781f92289b6f295700115d4d0615cac
org.noear	solon-health	3.0.4		1b5f3ee56c933ae39e483dc9da51f0948deab809
org.noear	solon-health	3.0.4-M1		dd20426a3e2574a7489e465984553dc79057ee98
org.noear	solon-health	3.0.4-M2		2786f2d75303ac8c57a1061964ff436001b59b72
org.noear	solon-health	3.0.4-RC		6dadb4450f73d7c0de0c6fdf405ec2d41cf6e0e1
org.noear	solon-health	3.0.4-RC2		5e624dddac2506b004b01ccd0adcfade0e2ee012
org.noear	solon-health	3.0.4.1		c23cdb48ffc270074116b3f5554a206061cf50f5
org.noear	solon-health	3.0.5		ac36336addbe10c0955bd6230252cd0e3d4ad72f
org.noear	solon-health	3.0.5-M1		a8355b837b1587b533976de68b22b9f1ce383ea2
org.noear	solon-health	3.0.5-M2		a3aabd1421e5281f16e2eff21e32366f5125f451
org.noear	solon-health	3.0.5-M3		c69075169b19921df26960689d0e334489bbe65c
org.noear	solon-health	3.0.6		028ca7971d4cc2f5be0d16fd1f1e916df09ad08b
org.noear	solon-health	3.0.6-M1		e2e14490230a33d76ee6e553e4ad0bcc3ea3409f
org.noear	solon-health	3.0.6-M2		63bf7c0bd70ede508b0fe46f173f0d44021c02c8
org.noear	solon-health	3.0.6-M3		6d6dc08326d3b30695805835091a67ce4d77e202
org.noear	solon-health	3.0.6-RC		3f60fe9150f464a5fe5afb9cce10bcef0660d46e
org.noear	solon-health	3.0.6-RC2		ceb6e4bc380adb6abb4fe2b812c30fd3162d881b
org.noear	solon-health	3.0.7		ad46b6b980c5f715d75150374ecb45b44147b1b3
org.noear	solon-health	3.0.7-M1		eaed44d4975fb596601edf30cfa73356ea26a1d2
org.noear	solon-health	3.0.8		be9e04b62a09befd6f63b916c918e1ece128fd0a
org.noear	solon-health	3.0.8-M1		eaa59acb2946c77611240ef79e9292665a63a54d
org.noear	solon-health	3.0.8-M2		d4cda57148a6842d9fa47ce0da57d167127f0562
org.noear	solon-health	3.0.9		3b026b636ba9bd700ecad9faedb0f980e2f89291
org.noear	solon-health	3.0.9-M1		d457e83ee7c6c3f26f8bf6f8779fdac4fdfd9744
org.noear	solon-health	3.0.9-M2		02d41e92fef9d88cd6bf69f3780d757d6d0da2fe
org.noear	solon-health	3.1.0		aa5695411920036de53de7d198cd3887bea6d9e1
org.noear	solon-health	3.1.0-M1		46dc49361b0a6388dec54230768792fb04259355
org.noear	solon-health	3.1.0-M2		64910dc9174c7bf163e424f556a6e70ac17f52b9
org.noear	solon-health	3.1.0-M3		93a7a390126b99b61446a309db77290dbd7b6236
org.noear	solon-health	3.1.0-RC		d5766440511175c433ff9cf9ef30baee78508b87
org.noear	solon-health	3.1.1		eaad04b74ee0b79e65bef289565963037637db13
org.noear	solon-health	3.1.1-M1		75e0a1d26831f0d35e926517fa39c4d5787430bb
org.noear	solon-health	3.1.1-M2		a9898c720459e77cca2f1ed3397b56d01c310e44
org.noear	solon-health	3.1.1-M3		741439dbd30629825367af0bb5b0547dde63e7ff
org.noear	solon-health	3.1.1-M4		6c8bf3ce06ff6965b48b429d0cbc724c428609fb
org.noear	solon-health	3.1.1-M5		dc49d207702b9f44fb0629235382eded6a191653
org.noear	solon-health	3.1.1-RC		6846244783a37de9885ea9b601740ab902b8fb9f
org.noear	solon-health	3.1.2		83dc0c010827a134ef539aa63c6c3d8472379a8c
org.noear	solon-health	3.1.2-M1		b1550386e94fae49ed0bf901f34eab07a6acec08
org.noear	solon-health	3.1.2-M2		32a74a64d65ed207fd136cb2f6133bbca1081e25
org.noear	solon-health	3.1.3-M1		b6c2ff61f6ec784a66e44fdac27a74d3c540614b
org.noear	solon-health	3.1.3-M2		042a9fee510d2534c27a60c3926c9bc81ae49ec6
org.noear	solon-health	3.1.3-M3		675caca05bc2637f3023e9dbb48c6f5685bbd1f2
org.noear	solon-health	3.1.3-M4		3166bf9f7bee8a06096877264662cc07ac4930db
org.noear	solon-health	3.1.3-M5		3260ebefeaaad98ea34010a21d7efc7b276eb56c
org.noear	solon-health	3.1.3-M6		e9d89b6261f040040ff2d0252bba8cef51badebf
org.noear	solon-health	3.1.3-RC		f06d8381517af230d042d0f15f6d01065d7e8938
org.noear	solon-health	3.2.0		e5dbbbf47f8bd2270a91419cbafbb955132e2442
org.noear	solon-health	3.2.1		d3654738343ce729f40934649cb704a5b9166d03
org.noear	solon-health	3.2.1-M1		3a7276a8572f6460d3d3a44eeccfc338258390f7
org.noear	solon-health	3.2.1-M2		1ebb9e6b7e1b8b39b937342598ede04b04c2151f
org.noear	solon-health	3.2.1-M3		3ff317aa92929429278a6210a0c238e20c1acd87
org.noear	solon-health	3.2.1-RC		d99584fa81e5460feb76dfedfa99179fbc24bda5
org.noear	solon-health	3.2.2-M1		258db24c261747665b5fa7af2443f237941ffec3
org.openbase.bco	manager.location.remote	1.1.1		64398defa4e8e3409315fbd6894d71a691854157
org.openbase.bco	manager.location.remote	1.1.2		9c9d0a4fdacf52d4051e2140def7044f38a5417d
org.openbase.bco	manager.location.remote	1.1.3		c027139c163483598616ae96f12480af0c26d4de
org.openbase.bco	manager.location.remote	1.1.4		38ace5ed6fd3b92f82f92d95a85483fc319b3288
org.openbase.bco	manager.location.remote	1.1.5		9bd9456a7114ad4cd02256e612b265d137b99a63
org.openbase.bco	manager.location.remote	1.1.6		b5789f3af71f86dee19a241d972e776e03188604
org.openbase.bco	manager.location.remote	1.2.0		af0eef07f2ca974e5180046b1592530b80a4cc3c
org.openbase.bco	manager.location.remote	1.2.1		dd9b8ea7760fe63aeafb939bb68a4076634951c5
org.openbase.bco	manager.location.remote	1.3.0		7b5a6fba0ea46168a49beb4ff494280f8dffc419
org.openbase.bco	manager.location.remote	1.3.1		ca675b8834bcffd1d175d857754def9b66f0a864
org.openbase.bco	manager.location.remote	1.3.2		fb690992cfd3fff408d10efd59f6758e42a19ca1
org.openbase.bco	manager.location.remote	1.3.3		699efdc576432841b97fc7a5d537265d11b6f91b
org.openbase.bco	manager.location.remote	1.3.4		e7755707f0efc800d83e4b7fb6e5e94098d64b97
org.openbase.bco	manager.location.remote	1.3.5		006943fbdd3f0570ccc35ca6a599fa8486543ba7
org.openbase.bco	manager.location.remote	1.3.6		e1fb5db80f0af10a069f55a2cccf78e21cf7acf4
org.openbase.bco	manager.location.remote	1.3.7		6450675ba4a22f8039262a92e902cd42e38b71c8
org.openbase.bco	manager.location.remote	1.3.8		4e70b51681ee288a2028c8d3d8f9a867dde0960b
org.openbase.bco	manager.location.remote	1.4.0		59a0d666f3d2e6218f56949d253a46b5d9de3bda
org.openbase.bco	manager.location.remote	1.4.1		4c51a51290ad7eb043e31e5b3f390e98178d3ecc
org.openbase.bco	manager.location.remote	1.4.4		4774d54d48b4827370fa7408e8cdb1df72d41cca
org.openbase.bco	manager.location.remote	1.4.5		39befa30677944dd916f9932d87319f9b385e19b
org.openbase.bco	manager.location.remote	1.5.3		035c204892b70fba199b1119b090fe35401d7328
org.openbase.bco	manager.location.remote	1.6.0		cee065a27889430a1fa2931ac74b2a49d5ff2960
org.openbase.bco	manager.location.remote	1.6.1		4585d4a5440e52f99a3c62a360a02839434853c1
org.openbase.bco	manager.location.remote	1.6.2		05fc9018d0c61de3834f692de81d3ebc3d634a15
org.openbase.bco	manager.location.remote	1.6.3		f57635159140ec3f7b8b3dcd28314f67679d6994
org.openbase.bco	manager.location.remote	1.6.6		42ef828dbde31ecd0ee26dddd6066166520285bf
org.openbase.bco	manager.location.remote	1.6.7		bd2883ec5ed2194e0667b1ab212f4152b1fd2230
org.openbase.bco	manager.location.remote	1.6.8		ec12f4a3b1a8548aad054b15c31c98211ecaeca3
org.openbase.bco	manager.location.remote	1.6.9		8ff1efe606b23c0817839792b286a21a77a9bc83
org.opencds.cqf.cql	engine.jackson	2.0.0		4888de1489cce2b794d4b12c5ae6de7d7a2eb69e
org.opencds.cqf.cql	engine.jackson	2.1.0		29ebfe49dd1f467cf204575554f4d557c00ca024
org.opencds.cqf.cql	engine.jackson	2.2.0		686cca3c150fd464d5ac4c7ebe1479128273d395
org.opencds.cqf.cql	engine.jackson	2.3.0		f390b9c0bc4bc1029badb362e3a71519b3346d1f
org.opencds.cqf.cql	engine.jackson	2.4.0		0b10008686ae2a7264bf9ee8e6a5080da3279314
org.robovm	robopods-billing-ios	1.14.0		1fd2c575821afc2aa7eda27806ea2a2434a99b17
org.sonatype.nexus.obr	nexus-obr-testsuite	2.0.2		c62c5e30540ea13e9500f659423219f9fdfa0388
org.sonatype.nexus.obr	nexus-obr-testsuite	2.1		a455ef0dd2c191ae42ba08a0a850e8fbdc80a5aa
org.sonatype.nexus.obr	nexus-obr-testsuite	2.1.2		0ad21b41b76ea14efec721ded21526e06b5f20db
org.thepavel	spring-resource-reader	1.0.0		f3c9c17b2554baa0de869482d07d437d0909002c
org.thepavel	spring-resource-reader	1.0.1		3535109d980220239c6a83e0167bfa5f383f4641
org.thepavel	spring-resource-reader	1.0.2		ccab8ffe35396889153ce9f43124b3b443596b4e
org.thepavel	spring-resource-reader	1.0.3		ec1e265c94e3930bf213c313300364c6964b1e93
org.tinygroup	stack	0.0.3		54660e20cdd55ffda3e4ddde52b1274171603935
org.tinygroup	stack	0.0.4		94e3ace25fc925a6f164e3901461ac677dadb797
org.universalcube	spring-starter-jda	0.9.5		96d9adf4242cbd932530a091ef73d92d90a90dad
org.universalcube	spring-starter-jda	1.0.0		cc4d2866a2e2a1c7ca9de622ac1bf0649d901e9c
org.universalcube	spring-starter-jda	1.0.1		c64b9cf5a246b80db55de6d7ec8d599bcc0d2192
org.webjars.bower	angular-datetime	1.2.3		bf33cc197ecdfa84abeaeaea158d1e4c9c74063d
org.webjars.bower	angular-datetime	2.0.0		c8c5a48dbf3ac1b280cb2bc2d0e52ae3485fb58e
org.webjars.bower	angular-datetime	3.2.2		d34d9a3545448c1f895c741a231aeb4768aa7196
org.webjars.bower	angular-datetime	4.1.0		c8fd5b3bc129422fb50b72bd29901c8a133b3012
org.webjars.bower	angular-datetime	5.0.0		16168fc2c53a83fb8d3c82916a974cf2cac67a8c
org.webjars.bower	titatoggle	1.2.6		0ef31e453167a9f186793e2099f096533b112ff3
org.webjars.npm	turf-grid	1.0.1		ffc56edcdf6e988c9fbe774cfc497d1146a5b607
org.webjars.npm	vueuse__integrations	11.3.0		04b2a0e3a30751143a7fbf484a61bb24c02ebda1
org.webjars.npm	yeast	0.1.2		47d0f6d6910f32d6847ca689b2ffaf489faa2517
pl.chilldev.commons	commons-text	0.0.3		414b7f5d289eef66d19a18ae8176eaa9f8b741b7
pl.chilldev.commons	commons-text	0.0.4		1ba1dffe0e82f343ef76353eaa637801d9c392fc
pl.chilldev.commons	commons-text	0.1.0		42299333d24a37d6055196516ed4a7464dc1835c
pl.chilldev.commons	commons-text	0.1.1		fa79dc5aff63f77a2b7b8926174302220c540758
pl.chilldev.commons	commons-text	0.1.2		7dbc21b94f7886af9bec4e154ef4b4b80c456957
pl.chilldev.commons	commons-text	0.2.0		88777b053943d1b5b382dbaf7d9d513d6b84de9d
pl.chilldev.commons	commons-text	0.2.3		024d19b3f117b7699405ad365f6c29c9bbb54408
pl.chilldev.commons	commons-text	0.2.4		c944a05adae276a1bab16f71ee01b760744584da
pl.chilldev.commons	commons-text	0.2.5		eb7188c091cdaf9c048f3c13aba1ff431198cebf
pl.chilldev.commons	commons-text	0.3.0		6e6d1a250111d60f312729b124e15c2558337ae5
pl.chilldev.commons	commons-text	0.3.1		3016e44fda19c65049e485c4ab05b92daafc4704
pl.chilldev.commons	commons-text	0.3.10		728563bfe2b4b32145f0d43d12d0259e8608f9a5
pl.chilldev.commons	commons-text	0.3.11		861fb7e1309d1c0b3fa2aee6f35071593c541b45
pl.chilldev.commons	commons-text	0.3.12		a97facfc8978e14028ebb5f9ef2f50c74c598dea
pl.chilldev.commons	commons-text	0.3.13		86cbccf83044aac48cbb639250c40d3e35464503
pl.chilldev.commons	commons-text	0.3.14		ebb1b55c47fa341a9728f48bd4aab70e0d6de270
