ai.dragonfly	narr_native0.5_3	1.0		ca2f6799502d7a4578286082f23b78892e90fbb2
org.jpmml	pmml-evaluator-jackson	1.6.5		83238b3a2436db0f6021ab6cd7d29ea2faa37d3f
org.jpmml	pmml-evaluator-jackson	1.6.6		c0d6500fbebe33ef1402be15cc6dc9e2a5435472
org.jpmml	pmml-evaluator-jackson	1.6.7		322fa69a8cdcabe5905ce7e10114eddaec38e2f7
org.jpmml	pmml-evaluator-jackson	1.6.8		45231fdcfd8fffa3e10f6f72e38af923613cc51c
org.jpmml	pmml-evaluator-jackson	1.6.9		a8538292fdc6913dab2127ca2807e7d3c614eeab
org.jpmml	pmml-evaluator-jackson	1.7.0		2cc8458af7e61c6e6229a16766a442be4c34e1f3
org.jpmml	pmml-evaluator-jackson	1.7.1		d46252c04b0fa5eea34cfe2e854e598fbd43aeaa
org.jpmml	pmml-evaluator-jackson	1.7.2		d5fa6b2d0beda45c8fcb56307e043f03c548fa73
org.jpmml	pmml-evaluator-jackson	1.7.3		02c92b9a3e405c10191eaa02b66ca1cd37e6498e
org.kordamp.ikonli	ikonli-hawcons-pack	12.0.0		048597a864fac80b3a2ce42add4d0853cf757732
org.kordamp.ikonli	ikonli-hawcons-pack	12.1.0		fa7e4382c432876124b87b4ab5481ae3b0b2274d
org.kordamp.ikonli	ikonli-hawcons-pack	12.2.0		e543ae8f760307d270cb221c92c8447a7b81021e
org.kordamp.ikonli	ikonli-hawcons-pack	12.3.0		a0c63179ab5f37ca06a360d8a712c8961021f902
org.kordamp.ikonli	ikonli-hawcons-pack	12.3.1		e9eabe7f6a234d6b9a18919be3cb8cd14fffd492
org.kordamp.ikonli	ikonli-hawcons-pack	12.4.0		d537c5b9cfe75f66afd50dd505a57b874c885538
org.lasersonlab	concurrent_sjs0.6_2.12	0.1.0		0a358c110918f219fc7932f5a61a56c06425ddb4
org.make.constructr	constructr-coordination-etcd_2.13	0.20.0		1aadf30faf5de5f61ebea6b53975637d552cf9e5
org.octopusden.octopus.dms	client	2.0.1		9df7322af6308503c1ec9ae5ad6737a95026ca68
org.octopusden.octopus.dms	client	2.0.10		b0e68b7c6ef956cc24696e84eba1aa5bffaed57d
org.octopusden.octopus.dms	client	2.0.11		deee5da83324c880d2d17e010bd611b25df8abf0
org.octopusden.octopus.dms	client	2.0.12		29813429b2e9f3074ea8cc17321178f0208945a1
org.octopusden.octopus.dms	client	2.0.13		cf8a769081cace17c14dbda9197975d45fd8ac46
org.octopusden.octopus.dms	client	2.0.14		ee1bbdebfa4fdf3fb66ced9b08a4ef4962b1eec2
org.octopusden.octopus.dms	client	2.0.15		ec335b2f3df3671915184cfe53dc25654ecda7a9
org.octopusden.octopus.dms	client	2.0.16		ce70905c1f9322f4c3c9944f7ee6d724bee3115c
org.octopusden.octopus.dms	client	2.0.17		3eeef8f8c0da87cc9049ec40503868ceeca17467
org.octopusden.octopus.dms	client	2.0.18		31ac1d4b22a547088fd5bb5b9221bb41d0261734
org.octopusden.octopus.dms	client	2.0.19		2f856231eddc852c854cd0c4f8a5c6c356ea3c9b
org.octopusden.octopus.dms	client	2.0.2		c2a25a78b8348d9a1b97cdbdbbc25f4667b6b11b
org.octopusden.octopus.dms	client	2.0.20		03a785d7b2944cefe533f2bc397e07a068293e9e
org.octopusden.octopus.dms	client	2.0.21		efbab86cca706d2a382dc284399cd74b9715e441
org.octopusden.octopus.dms	client	2.0.22		2e8ccb4c643fbba20f9a91c3639117a1d7b6949b
org.octopusden.octopus.dms	client	2.0.23		5576db1ab26334514f628a0e2d79fd7ceb7c4ae2
org.octopusden.octopus.dms	client	2.0.24		0314067164f89fe73478b839fdce2ad703e83736
org.octopusden.octopus.dms	client	2.0.25		eb85d2faacb5369d7d4db4e7f609456d40869923
org.octopusden.octopus.dms	client	2.0.26		b88510a6d6f794b50ba65c77a087369ff567b90a
org.octopusden.octopus.dms	client	2.0.27		ce8e2f0ba811fa7726f8639442ca418217b7ada6
org.octopusden.octopus.dms	client	2.0.28		01dfab82b76b5ce37b4040fb5cd7e1372cb4789b
org.octopusden.octopus.dms	client	2.0.29		a7978af0a2ded6b59b5560baaff452ab8bc3bd13
org.octopusden.octopus.dms	client	2.0.3		45d17a200db69f318b08fced5186288dfbbf5c58
org.octopusden.octopus.dms	client	2.0.30		88e438380c42c0d0aaff659cbcef0d024768052d
org.octopusden.octopus.dms	client	2.0.31		53f059cebdd9ada62c3f9647b49844d3cb4c1c71
org.octopusden.octopus.dms	client	2.0.32		be735b53df51cd091d8978c16aef996eae5fe1bc
org.octopusden.octopus.dms	client	2.0.33		da507557de6c690005ebb7cfc1099227daf1c7e5
org.octopusden.octopus.dms	client	2.0.4		fb337e75cdc8b7e4fb6df55702243add4ea5df5a
org.octopusden.octopus.dms	client	2.0.5		bb6e3878acb48f206f1b3a0c035ac813d56e9df9
org.octopusden.octopus.dms	client	2.0.6		293ab183bb718b6f3e256809a52eb81217268bf8
org.octopusden.octopus.dms	client	2.0.7		4510ecb3d0c6e3215bc65eadad433d9ac71c292e
org.octopusden.octopus.dms	client	2.0.8		80d1b49b3da52e3b5f45452f9a97237a12cf675f
org.octopusden.octopus.dms	client	2.0.9		9d286e4f444fa42a3fff9ef59fd9e9e9c42cfa7b
org.ow2.jasmine.jade	velocity	1.5		a427beb2302b984a605b627d1aa7d754759ccdca
org.ow2.petals.flowable	flowable-app-engine	6.4.2-PETALS-0		5e2573fc335de41e31db36db12d96131ac0402c8
org.smartregister	opensrp-server-reporting	1.0.0		d9b23326762cbe1bd0c59e4f6791f4859250e783
org.smartregister	opensrp-server-reporting	1.0.1		e1c94cbc67cd7421865724532f8eb099618e55dd
org.sonarsource.slang	slang	1.0.0.928		N/A
org.ttgoss.js	loglevel_sjs1_2.13	0.1.0-M7		6b72fd9d80ad17a55b86ef186b029ec92b705213
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.12		1048737b6c8bc06c6b0e9f3c256fa2258c46ad9e
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.13		9b7a730ff9e1a4f9f57e8ca2d762a0fe1ecfb006
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.15		22b05e88ecf6b84e052d5f5d51777fb5a3a666fd
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.16		044f4961b8228dd81dd4ff9f709c17f5a8f30373
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.17		5c1d7b26605e5b9b2870e1dd52accc8afa3119a1
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.18		ffa84786e6bffd6a3c2b208aeaeb0b9feb2f302e
org.virtuslab.semanticgraphs	scalac-plugin_2.13.5	0.2.19		c4c0a69bd0b17e92af0ad13627cb2c22dfeddf9a
org.webjars.bower	angular-growl-2	0.7.4		df08ebd394c6d5360aa3c6b319be37135b3331d6
org.webjars.bower	angular-growl-2	0.7.5		8415ac7bd40620232bbef3cc9b367ef85b0f2d3e
org.webjars.bower	angular-growl-2	0.7.9		b1bd76f14462a4f78e006f8f5098bde144db32c0
org.webjars.bowergithub.faan11	paper-duration-input	2.0.0		0c4d5a3052e782bfaa0103bd8ce7fbe0c70a8dba
org.webjars.npm	ag-grid-community__client-side-row-model	26.2.0		263457e40b54361fdbc7f5950005d11723c96224
org.webjars.npm	ag-grid-community__client-side-row-model	27.1.0		ea2975f1beafce78c7a75022767510236e98ffeb
org.webjars.npm	ag-grid-community__client-side-row-model	27.3.0		e067673d1ec7098e55d60af4683c231d96a9bced
org.webjars.npm	github-com-RamonSmit-Nestable2	1.3.1		5c35ffb6966288cac1e94c125334d0b2aad309a5
org.webjars.npm	github-com-petrbroz-simple-treeview	0.0.9		2d69258700146c0f0ca0f844700f1393ae100081
org.webjars.npm	github-com-simonbengtsson-jsPDF-AutoTable	2.3.2		8fab871f09fb9a845ba37320f70e6126b332659c
org.webjars.npm	github-com-simonbengtsson-jsPDF-AutoTable	3.5.20		525ee16fa859613243428cef5267f435f4a8ec87
org.webjars.npm	micromark-util-resolve-all	1.0.0		779622ab3a6151fe2aec10a091e06974d47e8f32
org.webjars.npm	micromark-util-resolve-all	1.1.0		36817367f4ddd76cc2cb6407aa561814aea9dcc7
org.webjars.npm	micromark-util-resolve-all	2.0.1		f328701e373ac13a66136f546369d3c88c117466
org.webjars.npm	p-pipe	1.2.0		21de3debba47dfa7e17bbc5bc6b5d234f054449d
org.webjars.npm	pixi__graphics	5.0.0-alpha.2		5c14c0c263dbe5a2c242360d66f08e090245be8b
org.webjars.npm	pixi__graphics	7.1.0-alpha		ded3cf5073cbe09cbffe6ba627e141013862663b
org.webjars.npm	taucharts	2.1.0		9c21d2bae0f29a7021491000e1d2eac532e9430b
org.webjars.npm	taucharts	2.6.3		e37ffbcad876081a56aced2009750c743de2a1ab
org.wildfly.swarm	config-api	0.3.10		0f93abe7974e41b7a95dd07f05440c204d881355
org.wildfly.swarm	config-api	0.3.11		1e35a71cf104b065dbc0c9f9b3e772719d25718a
org.wildfly.swarm	config-api	0.3.12		ff3967ae4acca8f0ea3b1d4ae016fe465457e3fd
org.wildfly.swarm	config-api	0.3.13		b5a10649a079725c166798c442e68f2ca3fdd204
org.wildfly.swarm	config-api	0.3.14		cf41ffd327601413499f0df7b178f05e48a16903
org.wildfly.swarm	config-api	0.3.15		cde7129b76b01b35f233b8c0d3399f95766bb636
org.wildfly.swarm	config-api	0.3.16		f272004e9412f0eda0cca80166dd865ceef663c3
org.wildfly.swarm	config-api	0.3.17		3a399ebe196470d46cc06bbd38ab03d7c66aa12f
org.wildfly.swarm	config-api	0.3.18		14c5dd8722d7fbee262ed21b8040b0cd1b30792a
org.wildfly.swarm	config-api	0.3.20		a6cd89d5f0411a443b471bd623323432787c36d1
org.wildfly.swarm	config-api	0.3.21		d75a6d1ad81042a48b8fba72c657b5b95582d692
org.wildfly.swarm	config-api	0.3.22		80fc780e6a986ac37814995df7ad2d01d16d7aa4
org.wildfly.swarm	config-api	0.3.23		1db2db51728547aa6d41a692262debf7ad6e4322
org.wildfly.swarm	config-api	0.3.24		8b8acea8170359c2381db76d397f12db61b78e31
org.wildfly.swarm	config-api	0.3.25		76ce6856d1ec62b5b9320c3eb1be3dd9c0d11603
org.wildfly.swarm	config-api	0.3.26		71cf477c3369dccf69eed5813f775d232b826751
org.wildfly.swarm	config-api	0.3.27		97de60b7f7091ed28c8ff810ffe44ebd310389eb
org.wildfly.swarm	config-api	0.3.28		89b77fe9900e11c8609f608c6b5a0f7ee5ec6778
org.wildfly.swarm	config-api	0.3.5		74d05edcbd66b41ae027d0dc8e64fb7bcc4997a4
org.wildfly.swarm	config-api	0.3.8		f5f51e90c6f324634cf83fa92823b5fe5a8efebe
org.wildfly.swarm	config-api	0.3.9		f4562b12d7c9ee463a1815c899b1018ae4532813
org.wildfly.swarm	config-api	0.4.0		b08756c21d8c8b5636d023788a12f3e467663224
org.wildfly.swarm	config-api	0.4.1		00c3fb455279cd9ca87cdb185ad0c254fb1d9a77
org.wildfly.swarm	config-api	0.4.2		25a4bb920a636f057749994ceaa3eea2d003ad6e
org.wildfly.swarm	config-api	0.4.3		8944b6bbe341f93b8a3e35bf9d9ae5509f60008c
org.wildfly.swarm	config-api	0.4.4		7eea5987c3a57470a7eaba4344606b851c817aa1
org.wildfly.swarm	config-api	0.4.5		c65b27489a819121c07184870275465b75c341cb
org.wildfly.swarm	config-api	0.4.6		7b8162441a6ba906e3ff26006caf0933cd570709
org.wildfly.swarm	config-api	0.4.7		8e2d912078e9326cefc2a7a8bda0539cc66d7586
org.wildfly.swarm	config-api	0.4.8		0b11d034a5e2fac17bcd6d0f19f25ddc74a04a15
org.wildfly.swarm	config-api	0.4.9		a9eaae53b0528319d2f3ff64422d5c3f88f075ad
org.wildfly.swarm	config-api	0.5.0		1e31f758fa00887a7e299d974a4367f13df1fc76
org.wildfly.swarm	config-api	0.5.1		1695068e4052cdb5e74826f0d5951a2fec4ff9f5
org.wildfly.swarm	config-api	0.5.2		c45da3a02ea167032913a77dd5e90ef736a028d7
org.wildfly.swarm	config-api	0.5.3		6cc1c56e1097bdcf5eff225abcdb8782d656ef23
org.wildfly.swarm	config-api	1.0.0.Final		347d24e4cf9bc13fd2c282d6223f21fde0107b61
org.wildfly.swarm	config-api	1.0.1.Final		254b2a81f97a50644bdb196a543f794615da3cd1
org.wildfly.swarm	config-api	1.0.2.Final		511016e656620e00c9d7b890c9b394cba05d9302
org.wildfly.swarm	config-api	1.0.3.Final		39494272b5e9df34b71bf9bfbe35a8c0ace09b08
org.wildfly.swarm	config-api	1.1.0.Final		91e749f0996e480dbaf230f40bb6c642371236b0
org.wildfly.swarm	config-api	1.2.0		b8e55ccd58cdf81ef3b0f9dfae5493c9a24d2fc5
org.wildfly.swarm	config-api	1.3.0		52c5be77d68a537ce1654be443dd6497b1c84066
org.wildfly.swarm	config-api	1.3.1		e6646f88a746bd71f32d2948759cfce6f9b0cecf
org.wso2.carbon.commons	deployment-synchronizer	4.10.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.10.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.10.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.10.8		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.2.4		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.2.5		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.2		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.4		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.5		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.3.6		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.2		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.4		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.5		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.6		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.7		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.8		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.4.9		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.0-alpha1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.0-beta1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.10		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.11		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.12		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.2		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.4		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.5		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.7		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.8		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.5.9		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.10		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.11		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.12		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.13		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.14		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.15		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.16		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.17		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.18		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.19		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.2		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.20		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.21		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.22		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.23		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.24		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.25		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.26		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.27		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.28		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.29		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.30		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.31		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.32		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.33		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.34		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.35		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.36		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.37		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.38		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.39		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.4		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.40		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.41		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.42		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.43		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.44		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.45		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.46		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.47		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.48		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.49		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.5		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.50		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.51		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.52		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.53		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.54		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.55		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.56		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.57		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.58		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.59		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.6		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.60		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.61		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.62		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.63		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.64		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.65		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.7		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.8		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.6.9		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.12		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.13		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.20		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.21		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.22		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.24		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.25		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.26		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.27		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.28		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.29		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.30		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.31		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.32		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.33		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.34		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.35		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.36		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.37		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.38		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.39		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.40		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.41		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.42		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.43		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.45		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.46		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.47		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.7.50		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.8.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.8.8		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.0		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.1		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.10		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.2		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.3		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.6		N/A
org.wso2.carbon.commons	deployment-synchronizer	4.9.7		N/A
