by.shostko	mock-data-source	0.2.1		N/A
org.apache.tomcat	tomcat-util	9.0.40		fad5b77f5c0610797fd487ac96261e445a6040c6
org.apache.tomcat	tomcat-util	9.0.41		332fb925a00381fce1edfed094109b29f99e919e
org.apache.tomcat	tomcat-util	9.0.43		36793a98ef05e428ca0d7978a74b9aee40355f75
org.apache.tomcat	tomcat-util	9.0.44		7471318e0eebbc7f51870aa8229638a3646420f3
org.apache.tomcat	tomcat-util	9.0.45		12a8b04cbe02bbc3abc8fd58f919f363c7651d64
org.apache.tomcat	tomcat-util	9.0.46		677b0d1408db0ac7dcd90e1134cc5dbd9aef5c87
org.apache.tomcat	tomcat-util	9.0.48		b21078b40b392c58e077d15cea2730c9df0e65cb
org.apache.tomcat	tomcat-util	9.0.5		40474bcde39262a857721cd013c894ac870fbe27
org.apache.tomcat	tomcat-util	9.0.50		8bc1fdc9c8e889bf444f4f89b4503c65595d16af
org.apache.tomcat	tomcat-util	9.0.52		383d5609cbc3428fe6b0a9c2a8003a527eed22d9
org.apache.tomcat	tomcat-util	9.0.53		7fafa34a4e9ebca2f9745807026b24817ae4e3db
org.apache.tomcat	tomcat-util	9.0.54		7d1e84fea10e6ac8390763a1ece02af0a849a469
org.apache.tomcat	tomcat-util	9.0.55		526b8a8682c0eb75a27e86b8f446cf1f49391c54
org.apache.tomcat	tomcat-util	9.0.56		dc14819f0a1b9c7a9aad38c71aa86391929e25b4
org.apache.tomcat	tomcat-util	9.0.58		f93eca9d22de6788e03a7f25f02cf8c4858c733f
org.apache.tomcat	tomcat-util	9.0.59		a283c9ae2bc626e79f87bead30e420e63739d3d6
org.apache.tomcat	tomcat-util	9.0.6		2dba56864c7c9e3bcb1fe32b86bbd4377d42ea75
org.apache.tomcat	tomcat-util	9.0.60		232e61788c90ff2858bf905b770671d87a4b2861
org.apache.tomcat	tomcat-util	9.0.62		1130ecf22db80ec9297473f25382915f54db8f07
org.apache.tomcat	tomcat-util	9.0.63		411618b24b9215d56b363b42b13b48b24ec05450
org.apache.tomcat	tomcat-util	9.0.64		d64964b2542df98735314f0315e1ec34219c2f79
org.apache.tomcat	tomcat-util	9.0.65		ec3208d4f19f18b46f8f2019bcb0a7071109482f
org.apache.tomcat	tomcat-util	9.0.67		be99ec699d7bc469b52e7337ffb4da80f58e4aa2
org.apache.tomcat	tomcat-util	9.0.68		34443233b804710d3d66a22c2ccea9133782eafb
org.apache.tomcat	tomcat-util	9.0.69		48fc58c163a6bf46b7230e7c5bf4355bea654a7f
org.apache.tomcat	tomcat-util	9.0.7		f11dcbe77ee375299410ecf730fad07bd2b50b0c
org.apache.tomcat	tomcat-util	9.0.70		4823a0913f6b86981799c185067813589d2107f8
org.apache.tomcat	tomcat-util	9.0.71		011d379f01824dfe250029f47388180b01dd5849
org.apache.tomcat	tomcat-util	9.0.72		a8e135070589d7a24f7c9ffae8df0b41fe63d1aa
org.apache.tomcat	tomcat-util	9.0.73		6b36246769ebb4fab9a01a30992bc23d66a52b14
org.apache.tomcat	tomcat-util	9.0.74		c213031c44fd138094d9c456540bc8d2bc20a1f3
org.apache.tomcat	tomcat-util	9.0.75		b0d7706c1aee3bded092875ca9220ac445238a06
org.apache.tomcat	tomcat-util	9.0.76		c321632dcfea382e8f451f790106d97ec16866e3
org.apache.tomcat	tomcat-util	9.0.78		8282d8f963a0a07103ed7cc6bfee67175f64df58
org.apache.tomcat	tomcat-util	9.0.79		45ffdfcaef4bfa3be30365aa21c27683c232c63e
org.apache.tomcat	tomcat-util	9.0.8		3c2381c9f37bcc820ebf51b460bd0d7018b97ed8
org.apache.tomcat	tomcat-util	9.0.80		9f9487adb1c92a5d746688bc403416ad64a8d57d
org.apache.tomcat	tomcat-util	9.0.81		ac9ecb00896abd7e0c1e035886c0c5e46d8a53d3
org.apache.tomcat	tomcat-util	9.0.82		3f0639a622e94220144a758844a1fe1936d35716
org.apache.tomcat	tomcat-util	9.0.83		7cb70f17fc728b383573e63c49b44c040158a831
org.apache.tomcat	tomcat-util	9.0.84		0d67285e3010bf9007cf244d540351c480bec66d
org.apache.tomcat	tomcat-util	9.0.85		795887bf1ea3fbd7bb990170429e31876a2969dd
org.apache.tomcat	tomcat-util	9.0.86		eb1702d16d2dc649da095b4d9f7644130440285d
org.apache.tomcat	tomcat-util	9.0.87		38128538bd55680c1d497d44206b3ddabc7256b2
org.apache.tomcat	tomcat-util	9.0.88		70099c4aca9e9c42c5253b186a641c4d11d81e38
org.apache.tomcat	tomcat-util	9.0.89		3595c73f9f6fac4aad3bd2959e92bd5d99e2bf2e
org.apache.tomcat	tomcat-util	9.0.90		89e4fbd403043f4e2c9474360fdf3d580aa88ae2
org.apache.tomcat	tomcat-util	9.0.91		3ed8c544cca2fef4c8d0b80e84a1ae3322fedc8f
org.apache.tomcat	tomcat-util	9.0.93		2edd70b5ecea1a1027e5dabd790571a74ed80cc6
org.apache.tomcat	tomcat-util	9.0.94		99b0931cef4f6f81308e90b746135b0ec5838077
org.apache.tomcat	tomcat-util	9.0.95		78b00e360237ed95d0b16da032831a87b69f9c9b
org.apache.tomcat	tomcat-util	9.0.96		a7fc71c6df7ec8a195be6d7fd8e59693fd62122d
org.apache.tomcat	tomcat-util	9.0.97		cd2e51113e8718ef431395572844720148a9eb3a
org.apache.tomcat	tomcat-util	9.0.98		197d106c0d9b399c6023fe20d3a8f764595ce064
org.apache.tomcat	tomcat-util	9.0.99		96601068d56c2bd2ab8b9e38ad2c33c4bdb5d959
org.apache.tuscany.sca	tuscany-host-embedded	1.3		92d3a7c6c7deb1a000301ea51a40ce18caafb53b
org.apache.tuscany.sca	tuscany-host-embedded	1.3.1		9467f9bdd0c037617df86bee3a1b44b89511307e
org.apache.tuscany.sca	tuscany-host-embedded	1.3.2		dc83b1a4801347397475e462cfc1f686d73ec609
org.apache.tuscany.sca	tuscany-host-embedded	1.4		8b239640f55387e74227cf01ee884118fa0fd672
org.apache.tuscany.sca	tuscany-host-embedded	1.5		b5ac4ab4a0270696a78df008aede99e3746f352f
org.apache.tuscany.sca	tuscany-host-embedded	1.5.1		121518b4861755453084f3960f7443fa44eb8783
org.apache.tuscany.sca	tuscany-host-embedded	1.6		40555b5da307cd346ecc51ffd8758f5cae312f57
org.apache.tuscany.sca	tuscany-host-embedded	1.6.1		682ab842634d4f941fb63b0ed79db916bd60bbed
org.apache.tuscany.sca	tuscany-host-embedded	1.6.2		6d4f7f3c06fe4b1ff18cdcfe5cc5a446bd07717a
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.Beta1		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.Beta2		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.Beta3		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR1		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR2		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR3		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR4		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR5		N/A
org.arquillian.container	arquillian-container-chameleon-parent	1.0.0.CR6		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.0.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.0.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.0.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.0.5		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.0.6		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.1.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.1.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.1.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.1.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.1.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.2.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.2.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.2.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.2.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.2.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.3.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.3.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.3.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.3.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.10		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.11		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.12		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.13		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.14		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.15		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.16		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.17		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.18		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.19		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.5		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.6		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.7		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.8		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.4.9		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.5.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.5.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.10		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.11		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.5		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.6		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.7		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.8		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.6.9		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.10		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.11		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.12		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.13		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.14		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.15		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.16		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.3		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.4		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.5		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.6		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.7		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.8		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.7.9		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.8.0		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.8.1		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.8.2		N/A
org.codehaus.cargo	cargo-jetty-7-and-onwards-deployer	1.8.3		N/A
org.dataconservancy.pass.deposit	deposit-messaging	1.0.0-3.4		4f34945204dd75396bb3fbcfb19317677cfa58bb
org.dataconservancy.pass.deposit	deposit-messaging	1.0.0-3.4	exec	a0007adf9da5679c794ae0301dbb15be00ba4993
org.dataconservancy.pass.deposit	deposit-messaging	1.0.1-3.4		3aee281158b593f365d45b35f1170d9a27ac8e19
org.dataconservancy.pass.deposit	deposit-messaging	1.0.1-3.4	exec	f11ed0ca3bcd84f6f0c34c64bdbc03c526977200
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.Beta3		a35445bc0b466f293066064ce2604f058a70877d
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.Beta4		6a2cfeb746bf81b80464210de048d6a42622ce0b
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.Beta5		1212980531c78b43529588b175109a85cbc3ff25
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR1		09fe01a18da3fe8ff2d2041607987d13e998cdc1
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR2		a34d48da3b7aa3b22fe7f5096be595f81f3fc949
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR3		a5002bea132fdaa29ddec37b76a2f186dbf69465
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR4		460a83c4ed2538119e6535cf6c4aad33ff7ffd98
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR4-Pre1		68ee40a149eff2cd88758e990ab4e963e90b58f3
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.CR5		d5754fc240a7a246540b33541ee05b70564f8303
org.drools	drools-wb-test-scenario-editor-backend	6.0.0.Final		c65df95b2fc0910a13f8ae615fee233b2547dce0
org.drools	drools-wb-test-scenario-editor-backend	6.0.1.Final		a9331addf45589216b5c5b590881bfe332f3b742
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.Beta1		4ce389cc11b53f8a3e375e4ddb8886ef1fdc02d1
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.Beta2		54a739a080f1bf8ba0936b6913dd6a4211c8688a
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.Beta3		503151b4f038281e2473e172169a623ad833d73b
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.Beta4		6a8369e21b34a7ea5797dd61de797c5c3bcc1880
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.CR1		62386ebcd11b30418f841ff77ee52ce0de8a714c
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.CR2		585edcce5d259e6be09b801563b91a35bfe30be9
org.drools	drools-wb-test-scenario-editor-backend	6.1.0.Final		94e8167f759c45b61a30671d7f1da7dc566be484
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.Beta1		f2d50d6f62a759005c69bf39c15479b7e751c0ad
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.Beta2		69d30deb543ff507b35a361181c1f48f9f73651e
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.Beta3		6f666563d471f401dd76926511edb601d4a84c08
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.CR1		d3122c85e46080e1908be0e068d7b5066a45bedc
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.CR2		99e3baa75835f7ea0b71f7a528c0c3e5f156ac46
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.CR3		ee881cd865d3d533f0f8dd274ff8b976f9c6fb05
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.CR4		f2b6f02030a17ddec7b9c8705a1c3743f063e47a
org.drools	drools-wb-test-scenario-editor-backend	6.2.0.Final		7ae98411af519d6211cb7dec8cd26f4e05f8ac1d
org.drools	drools-wb-test-scenario-editor-backend	6.3.0.Beta1		5a47aa16d66e8f6487f3e4062fd67978879f3137
org.drools	drools-wb-test-scenario-editor-backend	6.3.0.Beta2		e3287d1ba2c461ec191328d95ff90032902d22bb
org.drools	drools-wb-test-scenario-editor-backend	6.3.0.CR1		bb26ebf71d43918ec0fc9fa7988316dd3d4f598b
org.drools	drools-wb-test-scenario-editor-backend	6.3.0.CR2		691bd2bd5fe05a14f6943619a0fda5dcdbcd5090
org.drools	drools-wb-test-scenario-editor-backend	6.3.0.Final		c6662b9bbdeeeabf333a7d6fa44c4beefd3b38db
org.drools	drools-wb-test-scenario-editor-backend	6.4.0.Beta1		b901a573d0749793f1dd4654cf9aacc5d67c4fbb
org.drools	drools-wb-test-scenario-editor-backend	6.4.0.Beta2		818ad9b28a4e5c3af5ba930aec2ce6d37aba05c4
org.drools	drools-wb-test-scenario-editor-backend	6.4.0.CR1		0f7608947941d13e9ced9027bd21f417033187d6
org.drools	drools-wb-test-scenario-editor-backend	6.4.0.CR2		f6c98bf04ab3a3438359688a6231226fa9efa52c
org.drools	drools-wb-test-scenario-editor-backend	6.4.0.Final		0e018bed22b425b241ce93f6dfcaccb201c196c4
org.drools	drools-wb-test-scenario-editor-backend	6.5.0.Beta1		d4447e79676b4d96003a8736e025910685bc03c3
org.drools	drools-wb-test-scenario-editor-backend	6.5.0.CR1		e279d42e149c506668a0be03ae4a47a273aa481e
org.drools	drools-wb-test-scenario-editor-backend	6.5.0.CR2		19bd10bceb3219ec0b250fe7f1c32572221aeec2
org.drools	drools-wb-test-scenario-editor-backend	6.5.0.Final		097ed5423670eb143ead0242c1c9ce6618945b21
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta1		a108b05e18410010ce6c25982a3ff722e3de3fc5
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta2		c3c2797e8d1887a925df412e6b36b9338dec4b86
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta3		97b6d5bc9eaee16780ebc1c7d67fcd3fbc31bbd3
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta4		507304d770eb4f18bd2f389dad70607521af32f0
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta5		ca7f5e446389f312b08093c97c6d2957cf902128
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta6		6c263066588bf79a44274f6c91260d1d3975fb37
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta7		d6fece6df66207b6778595e317f3853584c3a5bd
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Beta8		db1a64a6be60d4606624d5b21923850502df224a
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.CR1		7c0ec5f4b4e1125b99c7cb46ed42b6a6d4d876d6
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.CR2		695c4afdf4df8d6fd7198a36d3c78569292981d9
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.CR3		6f3e1f7d8f852d3b1ca19410823a6f8357c1b055
org.drools	drools-wb-test-scenario-editor-backend	7.0.0.Final		fb1ed4a538e63214fe7c7d9d513a4d4c4d3d2c68
org.drools	drools-wb-test-scenario-editor-backend	7.1.0.Beta1		bd31a4d61440ec93cdcf5d12241dc00e538b5f29
org.drools	drools-wb-test-scenario-editor-backend	7.1.0.Beta2		980306f3b3a5f3c1cb138d9e20c37b8cd5a40d37
org.drools	drools-wb-test-scenario-editor-backend	7.1.0.Beta3		9081fb82fc087f6617e3a4dccc63ab3b2dcf9e9a
org.drools	drools-wb-test-scenario-editor-backend	7.1.0.Final		59ecc3fc38251c4c866e6a00151a30071da4fc67
org.drools	drools-wb-test-scenario-editor-backend	7.10.0.Final		e4acab82a1966db31dbf410b563236d9bf9b8843
org.drools	drools-wb-test-scenario-editor-backend	7.11.0.Final		6495f8d72f33a27f7cdfd476c359f05adbd6780a
org.drools	drools-wb-test-scenario-editor-backend	7.12.0.Final		8aeccfaa0e1b35f2e0924cea21285636472c08b8
org.drools	drools-wb-test-scenario-editor-backend	7.13.0.Final		929ceb437b9afc3c1ac3a9310ffa0959946ce7ec
org.drools	drools-wb-test-scenario-editor-backend	7.14.0.Final		bda7ae607168e00e767771bec8c7f9b5788aca68
org.drools	drools-wb-test-scenario-editor-backend	7.15.0.Final		187362ba8c24d149332389efbf563926ff97971c
org.drools	drools-wb-test-scenario-editor-backend	7.16.0.Final		2300087d9d492ed1c4561be0580042cb0217898a
org.drools	drools-wb-test-scenario-editor-backend	7.17.0.Final		67ee9616e9c42ea83be1d214f2f8a87df5863910
org.drools	drools-wb-test-scenario-editor-backend	7.18.0.Final		147147c0e97056df4f18874a4040c7cf354c0722
org.drools	drools-wb-test-scenario-editor-backend	7.19.0.Final		a4fb16ea0c1e6f04741bfc03341a63ab11123e6d
org.drools	drools-wb-test-scenario-editor-backend	7.2.0.Final		523bc882416d4e3ece7d4b71169311e50e107b2b
org.drools	drools-wb-test-scenario-editor-backend	7.20.0.Final		367cfcda34533928133082fc7fef643ec0da4037
org.drools	drools-wb-test-scenario-editor-backend	7.21.0.Final		e4d352c3fdeacfb520b28c4fd2e97a10e2d8f569
org.drools	drools-wb-test-scenario-editor-backend	7.22.0.Final		d52f3f355577cf652415f1175b049884c43e7cdb
org.drools	drools-wb-test-scenario-editor-backend	7.23.0.Final		e5fb5a904c3e12a30ea8a61936ddeaee1af8b540
org.drools	drools-wb-test-scenario-editor-backend	7.24.0.Final		e030b384aac5fad387b3514f2b676715a5ab4467
org.drools	drools-wb-test-scenario-editor-backend	7.25.0.Final		7d067fe0464af77d759ab8359d440a989cad82c5
org.drools	drools-wb-test-scenario-editor-backend	7.26.0.Final		406be4bf233601d30cd66d3174979ae4cf740ea0
org.drools	drools-wb-test-scenario-editor-backend	7.27.0.Final		5983cef4da63bcb95df7dd010b57a0fce74d2571
org.drools	drools-wb-test-scenario-editor-backend	7.28.0.Final		3d77e378914fc73ad8b4df7ddd5e14c4fed6dfe1
org.drools	drools-wb-test-scenario-editor-backend	7.29.0.Final		d7fda9de3961f8eb70426b25cb45a129c17a6353
org.drools	drools-wb-test-scenario-editor-backend	7.3.0.Final		5616c64bc35bb28298aa4b9f7586e25df19e32e0
org.drools	drools-wb-test-scenario-editor-backend	7.30.0.Final		52495ad33b2806f051f478e19503e6b955fa3ecd
org.drools	drools-wb-test-scenario-editor-backend	7.31.0.Final		20c350860d35d28494aa5ea02f94da039aa1fb1b
org.drools	drools-wb-test-scenario-editor-backend	7.32.0.Final		5e82b89aa3d69913314d5913899b15dfb3dce0c8
org.drools	drools-wb-test-scenario-editor-backend	7.33.0.Final		17306cdc3b84b6c75c21eb39d1c7b8a300c2a14c
org.drools	drools-wb-test-scenario-editor-backend	7.34.0.Final		515c1f763b1c650e10b3716745666cc0adc7073b
org.drools	drools-wb-test-scenario-editor-backend	7.35.0.Final		786dc026e3d5abc1df2dfa24572f15a9cf51a00b
org.drools	drools-wb-test-scenario-editor-backend	7.36.0.Final		2716a89804f2259563027971ee06d1db80667861
org.drools	drools-wb-test-scenario-editor-backend	7.36.1.Final		552f6e4f466d820ed4cad8389394ca8970334784
org.drools	drools-wb-test-scenario-editor-backend	7.37.0.Final		495aa50431a68e21334e91a865b9ced4c2aea8a4
org.drools	drools-wb-test-scenario-editor-backend	7.38.0.Final		e0f0321ef55f52f4f3d4f4cdc63d3f8e5afd588a
org.drools	drools-wb-test-scenario-editor-backend	7.39.0.Final		40556e524acf88dcc9dfdcfb43e5ec9ddd219b64
org.drools	drools-wb-test-scenario-editor-backend	7.4.0.Final		ca58904a230c2670a5b90adeb52afc3b36a371d9
org.drools	drools-wb-test-scenario-editor-backend	7.4.1.Final		20957877024d4310481f05015d8ddc1bad0b79f1
org.drools	drools-wb-test-scenario-editor-backend	7.40.0.20200703		be3065bf06a7186cff0b078f113627cdf96d0329
org.drools	drools-wb-test-scenario-editor-backend	7.40.0.Final		7d775087cb657bc8c70be1a9ecd96307537e7747
org.drools	drools-wb-test-scenario-editor-backend	7.41.0.Final		6ef56a4d0a2671439acfcb5e21e315be90de7010
org.drools	drools-wb-test-scenario-editor-backend	7.41.0.t20200723		5d2827ca989668e2b3fd7c591fa603c58eadb4fa
org.drools	drools-wb-test-scenario-editor-backend	7.42.0.Final		7c2a0dcd92f25f00d5f16a1e690f895ccfe4340c
org.drools	drools-wb-test-scenario-editor-backend	7.43.0.Final		0dfe6c1e6aa83587fba73e2c13dd9c6717a6c2e9
org.drools	drools-wb-test-scenario-editor-backend	7.43.1.Final		993a8eebe4f2b8faa4dd7921056899fd1073b659
org.drools	drools-wb-test-scenario-editor-backend	7.44.0.Final		3584347ecc5c27634c7d248e48536a116d0481f9
org.drools	drools-wb-test-scenario-editor-backend	7.45.0.Final		0103379c59817506bbc03854c904b828f1ffd511
org.drools	drools-wb-test-scenario-editor-backend	7.45.0.t20201009		0de6a40cee9fc8ac661d02c7fcf88605748c0410
org.drools	drools-wb-test-scenario-editor-backend	7.46.0.Final		82175c362c8af30bc683bdb33e3f8231384c7965
org.drools	drools-wb-test-scenario-editor-backend	7.47.0.Final		85487ddf10f63540742fdb222aa0e199eaceea73
org.drools	drools-wb-test-scenario-editor-backend	7.48.0.Final		373fd049e466912f44a37ecebe4676eeff446a13
org.drools	drools-wb-test-scenario-editor-backend	7.49.0.Final		b867be5735030aa0fbb561a0ae131e3553dd8030
org.drools	drools-wb-test-scenario-editor-backend	7.5.0.Final		c0e668b8441aafde5bddee17c706c2c390ba3efb
org.drools	drools-wb-test-scenario-editor-backend	7.50.0.Final		a420a084e36176d19aa1c65bb49b0c21223ef7e1
org.drools	drools-wb-test-scenario-editor-backend	7.51.0.Final		1f612529dcea01713471a3bfd2d1efb4e22412d4
org.drools	drools-wb-test-scenario-editor-backend	7.52.0.Final		a079ba133903f4d98cd0d484436504c9e3c20753
org.drools	drools-wb-test-scenario-editor-backend	7.53.0.Final		5e3cd6e014d3e39a00534a9d7e0a173163078a6c
org.drools	drools-wb-test-scenario-editor-backend	7.54.0.Final		5b3ec3a5e0d663b377144bc4b6d783b0b7305bcc
org.drools	drools-wb-test-scenario-editor-backend	7.55.0.Final		6a97e952d51c2be618caa50d851cce2683af6844
org.drools	drools-wb-test-scenario-editor-backend	7.56.0.Final		633947cb0da139592b8a565fde9452d28d76020e
org.drools	drools-wb-test-scenario-editor-backend	7.57.0.Final		e26f8f18b2b8408b30c602991545b151bf0c3cee
org.drools	drools-wb-test-scenario-editor-backend	7.58.0.Final		70f6a3f6e480c50680ab5e849a05c343165d6726
org.drools	drools-wb-test-scenario-editor-backend	7.59.0.Final		145664f7f67d6b0615834bf7502729bc0d52b632
org.drools	drools-wb-test-scenario-editor-backend	7.6.0.Final		246b697f6165fc03cf4167590085a279964cb4db
org.drools	drools-wb-test-scenario-editor-backend	7.60.0.Final		bfc07a54e91a1241d20a88c5250f9ad1994c26a3
