co.roverlabs	picasso	2.5.2		N/A
software.amazon.awssdk	timestreamwrite	2.20.121		3565410d19f50aa7482c7f8e2b5e4ace01730b7d
software.amazon.awssdk	timestreamwrite	2.20.122		209814b81d7b696b2a2bb0ad99cd0f40b4fcd2d6
software.amazon.awssdk	timestreamwrite	2.20.123		420d6d0eff41bcad0db76461001b5c3f9095e610
software.amazon.awssdk	timestreamwrite	2.20.124		322e4a37ec5a41dc52f623a7b491498a0060f959
software.amazon.awssdk	timestreamwrite	2.20.125		2a7fae6f2f9367076e1dcd283e1b3d34654aa68c
software.amazon.awssdk	timestreamwrite	2.20.126		4f08088a57c9a160a7c0481e8c2c261013c7c39d
software.amazon.awssdk	timestreamwrite	2.20.127		b6ba047af595acd1c07475c3fe6cc1fa6d2bd88a
software.amazon.awssdk	timestreamwrite	2.20.128		32d92d9c6a0b0d6562bfb50bfb1629bacfda89f5
software.amazon.awssdk	timestreamwrite	2.20.129		f2f2756539bf901f980bcda8da964ab22d9eae81
software.amazon.awssdk	timestreamwrite	2.20.13		182877cee784c74f4c84f8bf5328663c14365d77
software.amazon.awssdk	timestreamwrite	2.20.130		e5cf791044f01a90facc092c58bd02a6051045b4
software.amazon.awssdk	timestreamwrite	2.20.131		518c54f3eb15227d5a4d74d67169e439c34c4ba6
software.amazon.awssdk	timestreamwrite	2.20.132		b7e35b6c8fd1b6640f9806b1101c8c463e3679be
software.amazon.awssdk	timestreamwrite	2.20.133		ff42b0f092ae8b0f95158ca4e19291944bed12a7
software.amazon.awssdk	timestreamwrite	2.20.134		e045d05c8c7e9d7cf055f5397ad4529b9f0d93c7
software.amazon.awssdk	timestreamwrite	2.20.135		1d6e086866bcec8ab093987c4572dee77d312ff8
software.amazon.awssdk	timestreamwrite	2.20.136		00380e9178464ddca4939c23015fb288bf7a87d4
software.amazon.awssdk	timestreamwrite	2.20.137		5369da81384f83789027c273551d858bc7c862c4
software.amazon.awssdk	timestreamwrite	2.20.138		5bb857711e1cf9d03250f1f54ec10b741090b11a
software.amazon.awssdk	timestreamwrite	2.20.139		0efc5e82167ab952d5d85b18633646918951ca9f
software.amazon.awssdk	timestreamwrite	2.20.14		1059c6b1d062b5c9146fda6782a5d57e55ae9d94
software.amazon.awssdk	timestreamwrite	2.20.140		c15c50e3304e98c46f323d4500645d6e04f3ea86
software.amazon.awssdk	timestreamwrite	2.20.141		a1af8eddc3371bcddbe24fd9a32263bef7fc6c32
software.amazon.awssdk	timestreamwrite	2.20.142		7377ff2e9cb2b7c0a6644f21e1cf66a2fffdadb5
software.amazon.awssdk	timestreamwrite	2.20.143		4a079173d39507710f4a829f4f8a6190be54c831
software.amazon.awssdk	timestreamwrite	2.20.144		483ecc7cd5d7e36963aedff9c1216dc447c7144c
software.amazon.awssdk	timestreamwrite	2.20.145		3f51fbb2996bc049b51d499dd900feb515f4230a
software.amazon.awssdk	timestreamwrite	2.20.146		09d049cae2a4e3a578693bf602da2b18866bdacb
software.amazon.awssdk	timestreamwrite	2.20.147		92095c44156b93d0c332bbe2bbd96971984d1687
software.amazon.awssdk	timestreamwrite	2.20.148		45cc6fcf9d795c7adfa35f74a277094ddd2b2cb1
software.amazon.awssdk	timestreamwrite	2.20.149		879faba3456b25aeff61343b1da6471f38788035
software.amazon.awssdk	timestreamwrite	2.20.15		b26c71bfea1b7c02b8769f452a90c70711fd8882
software.amazon.awssdk	timestreamwrite	2.20.150		678dc6e6b98d3d0fad4b39d2cd40f8a0d6714cb6
software.amazon.awssdk	timestreamwrite	2.20.151		0799438859736987898ee803c2e43050d518305c
software.amazon.awssdk	timestreamwrite	2.20.152		6dff29c2c774f8a32cd1617cc0492bcff468e048
software.amazon.awssdk	timestreamwrite	2.20.153		8a056e9767d0f9cfbe409c89412db0e11e539c54
software.amazon.awssdk	timestreamwrite	2.20.154		8bfaa134baa6916646d5e68af37ea252ecf318cb
software.amazon.awssdk	timestreamwrite	2.20.155		43074c5b6b35025e67863aff0237de04b8811740
software.amazon.awssdk	timestreamwrite	2.20.156		ffaa24a0d2f1025280c76a5a4b428125a7961763
software.amazon.awssdk	timestreamwrite	2.20.157		eed3042755d19aff77f34d27bcea482fb2d4b3e2
software.amazon.awssdk	timestreamwrite	2.20.158		c9bcb9bd9c7293059c16bd2e3bc933175ef8e832
software.amazon.awssdk	timestreamwrite	2.20.159		51a578f22429f33fc275a844de2c9b68f32a17dc
software.amazon.awssdk	timestreamwrite	2.20.16		ef7f456b68b739f261e01f6acd65f058e57c786f
software.amazon.awssdk	timestreamwrite	2.20.160		791fa84a4b494a09478f8229322add7e56eff16c
software.amazon.awssdk	timestreamwrite	2.20.161		6fcf7093479a05d405479f886422c69c12d11e3a
software.amazon.awssdk	timestreamwrite	2.20.162		7b445747ea96bcccaa23660ec8b5f3448978d9e0
software.amazon.awssdk	timestreamwrite	2.20.17		c529a1f6b1cd605fc20bed5b15ccb243df55201d
software.amazon.awssdk	timestreamwrite	2.20.18		3ec866f8520d1689be5da55ffdcf0b0280db18ec
software.amazon.awssdk	timestreamwrite	2.20.19		6a5c3a682f90856365e004b5287348261a14adea
software.amazon.awssdk	timestreamwrite	2.20.2		23903a9f1882bc1365d3cce776ff104234e79aa7
software.amazon.awssdk	timestreamwrite	2.20.20		9a4f266f0eed08ba602d47be3dc320653b1a38e0
software.amazon.awssdk	timestreamwrite	2.20.21		2c6b67e5b9c88c085fa3841b5054bb3836d6d9ed
software.amazon.awssdk	timestreamwrite	2.20.22		9e9bc1266d800766e03aeb137bfec793db4222e4
software.amazon.awssdk	timestreamwrite	2.20.23		cb033f0d4d9cd81a2eb345414081cc3283bf9ea8
software.amazon.awssdk	timestreamwrite	2.20.24		32c8c393748e1dc1bc574b95e862eaa93be799a0
software.amazon.awssdk	timestreamwrite	2.20.25		b907736bb474d959fc672e0cef9207d5e9ad064e
software.amazon.awssdk	timestreamwrite	2.20.26		0a44dbc7881a7e699f8f4e5f2b4e120dfa317c2c
software.amazon.awssdk	timestreamwrite	2.20.27		61281fe24e6b78c5df3d4c2fc48676c6b30dbaae
software.amazon.awssdk	timestreamwrite	2.20.28		231860ab0347c152da31cb1a399175cc98ec1839
software.amazon.awssdk	timestreamwrite	2.20.29		32116aaf0dbf7a90677f652161903ec765cb204a
software.amazon.awssdk	timestreamwrite	2.20.3		7b2a7860042a89503de8cd4b5077d049c2f494d9
software.amazon.awssdk	timestreamwrite	2.20.30		13de3af1c149a0789bb8e5eb1d4729088fe05930
software.amazon.awssdk	timestreamwrite	2.20.31		d9da5e134d93bdb45a57b147afe3b0e705e31c12
software.amazon.awssdk	timestreamwrite	2.20.32		5671d2b75e379ca8475a128dc90468394a6c45ee
software.amazon.awssdk	timestreamwrite	2.20.33		0540fbfb9d270488063cda0470f5e34e6e9a0e9d
software.amazon.awssdk	timestreamwrite	2.20.34		cc5fd8c6aeda0d73f1618bcbb96935b7b163afd3
software.amazon.awssdk	timestreamwrite	2.20.35		5416fe4dbf18a832cd05ee616f1219e6f36e2c2a
software.amazon.awssdk	timestreamwrite	2.20.36		5582e5708f6e77f2a924745d9adaca072940d5c1
software.amazon.awssdk	timestreamwrite	2.20.37		0f2929545f25f3231d2ae19f8620ab4f9b917613
software.amazon.awssdk	timestreamwrite	2.20.38		07187079aa2793e47ddb2e4a2edb1716d285bd5a
software.amazon.awssdk	timestreamwrite	2.20.39		9ce391bb1dc70b0ca539fab008a0229d6db83d28
software.amazon.awssdk	timestreamwrite	2.20.4		e4801c48facc177c30e2a373bb97c147b53bf2b9
software.amazon.awssdk	timestreamwrite	2.20.40		83397ddf9435d8bfd785373a10d4de72bc21ea9a
software.amazon.awssdk	timestreamwrite	2.20.41		ffec72da0bd1f59d4052cec630c38081de979659
software.amazon.awssdk	timestreamwrite	2.20.42		1d0d45d5fbfa4d9d098f97e66cd9123a5e972f8d
software.amazon.awssdk	timestreamwrite	2.20.43		c9a3f249a43551fd4303bb34e852b15834cb95e8
software.amazon.awssdk	timestreamwrite	2.20.44		a4fecb37510733fb4395397c50356b8fb899acf0
software.amazon.awssdk	timestreamwrite	2.20.45		346aac9b711866a78b2e9d5b9e4920ab5d99b012
software.amazon.awssdk	timestreamwrite	2.20.46		92641ad5bd33947e4b2bc21d05a4e61473e06155
software.amazon.awssdk	timestreamwrite	2.20.47		60af6563a656edadfbe5bb789bb561d6ab44f264
software.amazon.awssdk	timestreamwrite	2.20.48		ed37876a6b1ff4722b94755fc0afa790de53cb9b
software.amazon.awssdk	timestreamwrite	2.20.49		bfa3c7f9e31ee0b775d9b78269ec0c2131bef0ca
software.amazon.awssdk	timestreamwrite	2.20.5		d520d8a4157c96630a4652829e0d847b83d5154c
software.amazon.awssdk	timestreamwrite	2.20.50		a5ee173ba3917bc33e738055c96961a24f7355b7
software.amazon.awssdk	timestreamwrite	2.20.51		b3d3283c835a02218a989b3fadec893bd61b5896
software.amazon.awssdk	timestreamwrite	2.20.52		db519f71cea7eda83c470f592126807d0045f34b
software.amazon.awssdk	timestreamwrite	2.20.53		5bde818f687c526f7b7e3d78bb4009d928b7b8b9
software.amazon.awssdk	timestreamwrite	2.20.54		1ae63f38c46dea05f48e0973a2813044ec7ecad9
software.amazon.awssdk	timestreamwrite	2.20.55		b72c2e85eb0875968ee778a8e4c809a77824648e
software.amazon.awssdk	timestreamwrite	2.20.56		8d60d83e0f5bb00de6bc583453f2ab1cf52aca6c
software.amazon.awssdk	timestreamwrite	2.20.57		2948d4df38a167466304a3d513b6b2d0538aafdd
software.amazon.awssdk	timestreamwrite	2.20.58		b8b7e7454a6f1202cd84c44d92d6907adbc7896a
software.amazon.awssdk	timestreamwrite	2.20.59		6e78d907b026eee7edc93c4e7bf351a257394e85
software.amazon.awssdk	timestreamwrite	2.20.6		0f9096c7bfd7ba7118ee436c561869b0542cf8be
software.amazon.awssdk	timestreamwrite	2.20.60		043bbb35ff8e1c743468f76833e68ff36209ad0a
software.amazon.awssdk	timestreamwrite	2.20.61		a12fcc253dee3f82d41812d2c0a793d9d36f0c4d
software.amazon.awssdk	timestreamwrite	2.20.62		88a59df4b3aa22ea7e0c7fc8da70fc0f6ebe3443
software.amazon.awssdk	timestreamwrite	2.20.63		24c6a77faf02c6db31b55f7691a656ad0600f2b9
software.amazon.awssdk	timestreamwrite	2.20.64		2c39220459e5075f8cf3292ea353db0c0a63144d
software.amazon.awssdk	timestreamwrite	2.20.65		9b2d9c3cf7487ac74eb6e7e37b69c69de324a8f8
software.amazon.awssdk	timestreamwrite	2.20.66		8f5c9c19b26055fa79f5ca0d6b755932ad06ab7b
software.amazon.awssdk	timestreamwrite	2.20.67		86bdb8f8bff2483d5294dac9dc537d2d786cac19
software.amazon.awssdk	timestreamwrite	2.20.68		ac2bc9b254c349b1907e5aea610d6281bb6db3fa
software.amazon.awssdk	timestreamwrite	2.20.69		52b6d60e914105ec620f1e04df8f014309310a75
software.amazon.awssdk	timestreamwrite	2.20.7		b74af8ddbed1935e30d01ad96883ed610e7409e2
software.amazon.awssdk	timestreamwrite	2.20.70		eee4ef1a7d23e483ada9784b3ae9408d5e0bb4fc
software.amazon.awssdk	timestreamwrite	2.20.71		017c044c5e7ffa0c20a92921a55813e4a92d8431
software.amazon.awssdk	timestreamwrite	2.20.72		cbfef018b18ee0b1c43d0a3ded9a3f29b0ea74b5
software.amazon.awssdk	timestreamwrite	2.20.73		10aa585230b270c7014e0b5741c5735bbd861ef3
software.amazon.awssdk	timestreamwrite	2.20.74		f7fb0e99881106a55ee171f4fe8054e0fbcd1b88
software.amazon.awssdk	timestreamwrite	2.20.75		e18e6511fbaab10aaaa8f88ab2b870d3f02f70ec
software.amazon.awssdk	timestreamwrite	2.20.76		0cd65c5524f01780b26a05321c0f9763b181aa99
software.amazon.awssdk	timestreamwrite	2.20.77		4cbc5b7f154f57b22781603febecd4cae9cb8b46
software.amazon.awssdk	timestreamwrite	2.20.78		dd8d57a2034cd6cf8e0f507e015261e27518cda0
software.amazon.awssdk	timestreamwrite	2.20.79		bf4bd6326cc02428e8b1b082408abbe9493b8e83
software.amazon.awssdk	timestreamwrite	2.20.8		a9609f24360d8d5090fc7d6b2b10b6f579456e7d
software.amazon.awssdk	timestreamwrite	2.20.80		fe0b68fd9938c7a7218924be06dd344c65e232df
software.amazon.awssdk	timestreamwrite	2.20.81		6ec716b3341775675c60c9aef39f46c11f1258d9
software.amazon.awssdk	timestreamwrite	2.20.82		33a58922678374a9092f15a0d6171945e470a77a
software.amazon.awssdk	timestreamwrite	2.20.83		07fc6c9dd619f0e2c6a8c0f49e64e40e5f0093f9
software.amazon.awssdk	timestreamwrite	2.20.84		5b50408f8b28a40894042603509d2a01074bd452
software.amazon.awssdk	timestreamwrite	2.20.85		6304b58a4455aecfe9645220b47d514a73df3ed4
software.amazon.awssdk	timestreamwrite	2.20.86		b12143f9e51c685b9ae5ffa959746cb16e7f20c2
software.amazon.awssdk	timestreamwrite	2.20.87		d3366a7f9e8b9ef3a5cbf252610fd8b75788b0f3
software.amazon.awssdk	timestreamwrite	2.20.88		0b10c3ace4440a77b4e3409c523c95f7463b90e5
software.amazon.awssdk	timestreamwrite	2.20.89		9a4655a53c89feae13da885c33de49913c8a1df4
software.amazon.awssdk	timestreamwrite	2.20.9		60f5fe9b861ed9a72fcc3e0e312fc8d66db52c6b
software.amazon.awssdk	timestreamwrite	2.20.90		b07c77368ff2180e57bad16965600f56be419593
software.amazon.awssdk	timestreamwrite	2.20.91		b116b81cf5cdbcc4865e286482e53dca1c69f66c
software.amazon.awssdk	timestreamwrite	2.20.92		8bb7c57c02ea40ec2c4d14813e36f9ed684ff7c6
software.amazon.awssdk	timestreamwrite	2.20.93		bc59e323feb29640a5f61521b62e39ef7665b516
software.amazon.awssdk	timestreamwrite	2.20.94		550d840f681b7cfa9c0610e7b3208ff2d2ce74df
software.amazon.awssdk	timestreamwrite	2.20.95		d9ee0badf55c6876a28e3bac7f3e7a91ccf9eb77
software.amazon.awssdk	timestreamwrite	2.20.96		b168aa3f0a468fb4236e17b086d9ec6d37a97156
software.amazon.awssdk	timestreamwrite	2.20.97		a39320d3b1be86ecb4311d777b7030e348319e0e
software.amazon.awssdk	timestreamwrite	2.20.98		56ca868451eccda21d12f2d0aed91c332cc6ea63
software.amazon.awssdk	timestreamwrite	2.20.99		a15de3d8987bee4af3e15a83a9de63f1890ba77e
software.amazon.awssdk	timestreamwrite	2.21.0		2fd64491f69436853b479b3ea93b571599cc5f07
software.amazon.awssdk	timestreamwrite	2.21.1		13fe8c11d0bca3dedb443869bdef1c07162375a6
software.amazon.awssdk	timestreamwrite	2.21.10		a7f716f45ed60f72378b442326b38fd53ec04e52
software.amazon.awssdk	timestreamwrite	2.21.11		477ceb4798f224987a1fb58bf67a0edc211e236b
software.amazon.awssdk	timestreamwrite	2.21.12		9c90631bdbc0e91f1ba53a855fd9958c457bec60
software.amazon.awssdk	timestreamwrite	2.21.13		7f04fead0849d5cc4165e558db1f0ffb7c6b974c
software.amazon.awssdk	timestreamwrite	2.21.14		b4992724bdcb9b9f0d1bac1594359a7115d77b6c
software.amazon.awssdk	timestreamwrite	2.21.15		d6cb11a51dbfbb06945b1c4191bab8953918d163
software.amazon.awssdk	timestreamwrite	2.21.16		d2b721ed4b7e19ebb79747c9b8b4b9725dcefa93
software.amazon.awssdk	timestreamwrite	2.21.17		d0e6ed048060d0b2c10b0f1785b8a4a41f345ad5
software.amazon.awssdk	timestreamwrite	2.21.18		a117316cf07bc78998022ddd3f1b1ac7ba7c3d9c
software.amazon.awssdk	timestreamwrite	2.21.19		81b040f02354fead116f6a1589b2b5fd2c0a9ede
software.amazon.awssdk	timestreamwrite	2.21.2		a87b167148eae037877c69b08242218d21b867a1
software.amazon.awssdk	timestreamwrite	2.21.20		dc3deb5cec99283682bbd8913ccae415814b2243
software.amazon.awssdk	timestreamwrite	2.21.21		f69d9cd859a51939f97d19c48539396012541c3b
software.amazon.awssdk	timestreamwrite	2.21.22		aa6d34a5ac839e63d9c041efc79796f1ab58cbbb
software.amazon.awssdk	timestreamwrite	2.21.23		5f6de2f51c8ba4ef7f99da1a54294cef138aa63b
software.amazon.awssdk	timestreamwrite	2.21.24		410ba401b6f078ca6ce8ff9507bfe10dfa950c30
software.amazon.awssdk	timestreamwrite	2.21.25		ae5c1083a933be48bb0a49ee155971bea7d6978f
software.amazon.awssdk	timestreamwrite	2.21.26		22067fe16608393cdec8f5dda049ed6e96f148f5
software.amazon.awssdk	timestreamwrite	2.21.27		f9c0fe0b3067e0bd67655d109454d9b4adfca354
software.amazon.awssdk	timestreamwrite	2.21.28		d8d6c0fac92572954f58be02e75851bbb9ba4903
software.amazon.awssdk	timestreamwrite	2.21.29		04217f97922bc894edf39b3c77d3696c3c0d75e6
software.amazon.awssdk	timestreamwrite	2.21.3		cc2a375316e2c9e462c82ae1e5d1c919c9f5ede4
software.amazon.awssdk	timestreamwrite	2.21.30		94def6830c90b23ac709b7f8e5014defa491ac0c
software.amazon.awssdk	timestreamwrite	2.21.31		1ed16e012a92053cfee0563ed9601b267d9853bb
software.amazon.awssdk	timestreamwrite	2.21.32		681bc2072c35a0a3b9118d6686de922ec349c6c0
software.amazon.awssdk	timestreamwrite	2.21.33		bcff92fa91bea64b2c3c3f80494624c2f7f149d3
software.amazon.awssdk	timestreamwrite	2.21.34		eda71aedcfbee5c2368fa8d36e74b857ad528483
software.amazon.awssdk	timestreamwrite	2.21.35		b780b1885fc32518d7b89551036e2048ce7f10b9
software.amazon.awssdk	timestreamwrite	2.21.36		6e12f8ab5cbdcf18d5ece713809061e09fe76c72
software.amazon.awssdk	timestreamwrite	2.21.37		67a46feec7e928dd27d3e5df434e0437eb098baa
software.amazon.awssdk	timestreamwrite	2.21.38		cac094cbad1834fe3e985691b136203e39fb94db
software.amazon.awssdk	timestreamwrite	2.21.39		9f97a2a64ccc556da9f409f5e5882027ed1292b6
software.amazon.awssdk	timestreamwrite	2.21.4		0888dbbf69ee3f8c00f44565664283cdc640cbdb
software.amazon.awssdk	timestreamwrite	2.21.40		3c711ba8bae93c54823486d3dc6893e50f65942c
software.amazon.awssdk	timestreamwrite	2.21.41		c00cbdfde5a479e9d679f034e71b02799c50d4fa
software.amazon.awssdk	timestreamwrite	2.21.42		6b40785f58bab60144cb1c04902cb0ebe8842650
software.amazon.awssdk	timestreamwrite	2.21.43		04b1076e87f240f824675edf8aab730a8dec92fe
software.amazon.awssdk	timestreamwrite	2.21.44		b9af7769d7dedd96a9a64670b18acbed8670f75b
software.amazon.awssdk	timestreamwrite	2.21.45		a35fbd89d608fa28de71ef377869283f69d8e06b
software.amazon.awssdk	timestreamwrite	2.21.46		44e2b2d573b3e08e4f2b93480f90753ea6004b5e
software.amazon.awssdk	timestreamwrite	2.21.5		57b728255f2807276dac19e635a8c0f0a08f7ff8
software.amazon.awssdk	timestreamwrite	2.21.6		f4253ae73cb701e7d8227a2596f1f3b6d8da1347
software.amazon.awssdk	timestreamwrite	2.21.7		0c9dcc4e55ba077203536f764d562b15123decfd
software.amazon.awssdk	timestreamwrite	2.21.8		2219e4b1a6df5c2f71da247b09324a4df7efdcca
software.amazon.awssdk	timestreamwrite	2.21.9		ed41f8dece081acb3d86d284474343d1650e58a7
software.amazon.awssdk	timestreamwrite	2.22.0		79783843e987160b10d2048346280c52e69f1a92
software.amazon.awssdk	timestreamwrite	2.22.1		9e4eacb056561dcdcbb7f6de1ead237c92045742
software.amazon.awssdk	timestreamwrite	2.22.10		9845e2d5956d1e698366ef43225b94548039c958
software.amazon.awssdk	timestreamwrite	2.22.11		4e6e7892dc0ff22be84855221074de3a78f678af
software.amazon.awssdk	timestreamwrite	2.22.12		5226e56f8f0457562a12e2e0e9dde8a9629ea9eb
software.amazon.awssdk	timestreamwrite	2.22.13		57970796951294c9527c0d87b3995391efd19dee
software.amazon.awssdk	timestreamwrite	2.22.2		bffc5d6ac14d4f7335135fb6f2825f751387ffe8
software.amazon.awssdk	timestreamwrite	2.22.3		20f1b5f340760ddd3e0c685f59ecdc5855eebe25
software.amazon.awssdk	timestreamwrite	2.22.4		02c1c52d878dcf943600e59551e8858d54665288
software.amazon.awssdk	timestreamwrite	2.22.5		475cafc9c067fbe1f28a4f28f94f8a98a418a536
software.amazon.awssdk	timestreamwrite	2.22.6		4960e03eabed438809f70b4f2b63bbd630f6349f
software.amazon.awssdk	timestreamwrite	2.22.7		9363729bed50b78ce647ddabed7d7b11f2c6810a
software.amazon.awssdk	timestreamwrite	2.22.8		c13a205f7f762d5a57378266b6140292237e1f2c
software.amazon.awssdk	timestreamwrite	2.22.9		4725271a21c29f744fa60e26d5e64c4e1928807a
software.amazon.awssdk	timestreamwrite	2.23.0		589004281f57854c55c047a70ff2eea6d1246d6f
software.amazon.awssdk	timestreamwrite	2.23.1		f0c4649656243da3240a29991ddf49a0adad8eaf
software.amazon.awssdk	timestreamwrite	2.23.10		f753913bc7604662398f2e97e52d31aaad000509
software.amazon.awssdk	timestreamwrite	2.23.11		fdaac3dc60446dbb5e256878d1f3b3c082c9214c
software.amazon.awssdk	timestreamwrite	2.23.12		6d704172d24f4f6081f01c05287d0b67f1e0a5ac
software.amazon.awssdk	timestreamwrite	2.23.13		051b0aa32ab5a658288d0ef69e76c1099b8ea9c5
software.amazon.awssdk	timestreamwrite	2.23.14		1643aa6b717bcb066db8ef5205fcff56c5814f2c
software.amazon.awssdk	timestreamwrite	2.23.15		95533216ddc46c18fb23f0013ef6fa18b91d30a4
software.amazon.awssdk	timestreamwrite	2.23.16		3c12913ade34d21e299b2ed4538dbff41e7b7945
software.amazon.awssdk	timestreamwrite	2.23.17		cce96bb4df061be14446d68821ff9631a17dcb03
software.amazon.awssdk	timestreamwrite	2.23.18		9c915f17d49bf3d33a935684689a393c5fb6e563
software.amazon.awssdk	timestreamwrite	2.23.19		10b56fc6566a1858321ac9b672d29b9734b7285d
software.amazon.awssdk	timestreamwrite	2.23.2		cacf8621c8fba04ec7832fc8db30e40a6124eafe
software.amazon.awssdk	timestreamwrite	2.23.20		91213a7c06ea6c60e3b23f2b9274083e9260bf29
software.amazon.awssdk	timestreamwrite	2.23.21		d1af0d76444e41c662b49f9699dd88c49e6ec6a8
software.amazon.awssdk	timestreamwrite	2.23.3		34b02e1ee2c4253975c06fa72488979b129af0ff
software.amazon.awssdk	timestreamwrite	2.23.4		5b76f5fc1c33329a7f5363a9ad767c7b9a56c0af
software.amazon.awssdk	timestreamwrite	2.23.5		8c6d9bd15168bffa5caa6fa520aeed81f9719e30
software.amazon.awssdk	timestreamwrite	2.23.6		f3fe69cc24e827c814877d94336291fbff0899d1
software.amazon.awssdk	timestreamwrite	2.23.7		7d824f3b5d9e61d2185e5c853671f2b8c07ce5c6
software.amazon.awssdk	timestreamwrite	2.23.8		bbf9dfc1fc32fbfe0c6d679e2867775e0c38182a
software.amazon.awssdk	timestreamwrite	2.23.9		795f650e1bcdc5e92d579a808cbd376f2fbe6cdf
software.amazon.awssdk	timestreamwrite	2.24.0		8723554f624aa25fb41aa15650e4055df0ad2f57
software.amazon.awssdk	timestreamwrite	2.24.1		3c92f65002f0bb1df1fd5aa465fa26423e49168f
software.amazon.awssdk	timestreamwrite	2.24.10		18b5d8e6c18aa8664086160f56391572281339c8
software.amazon.awssdk	timestreamwrite	2.24.11		26ab4bd5f50c30e464c85e301c3dfee8bddfff9e
software.amazon.awssdk	timestreamwrite	2.24.12		418987921fd3940d86c94a7c50535c6c64054fa7
software.amazon.awssdk	timestreamwrite	2.24.13		6a17c4e661833665cee3eb3217fd82aa8377fd04
software.amazon.awssdk	timestreamwrite	2.24.2		539b9264051c4f6778d5ae1be4cd1c36c1b4b242
software.amazon.awssdk	timestreamwrite	2.24.3		b434cec42b2802d1ddb5805f1bf0849ba3669718
software.amazon.awssdk	timestreamwrite	2.24.4		1dc0430262ed7cdc3e44ba79e655c3b2bf54c1b0
software.amazon.awssdk	timestreamwrite	2.24.5		e5c465f2f0a1f1e6bee6d6a1024b3a5fde7a844f
software.amazon.awssdk	timestreamwrite	2.24.6		3edf59056f8b83e0f6137dc72f1cd03c6bc8dac4
software.amazon.awssdk	timestreamwrite	2.24.7		50e5f3a4e7147e7102ba79f1a263c7668c7051a5
software.amazon.awssdk	timestreamwrite	2.24.8		5e78155bc8bdda1bff862c605f13d04e67ea519c
software.amazon.awssdk	timestreamwrite	2.24.9		621f35331704d4abb6ff25447f6c6d02c37b0798
software.amazon.awssdk	timestreamwrite	2.25.0		5a30f34407193ceafa9a6412a36a12e871b8c6d1
software.amazon.awssdk	timestreamwrite	2.25.1		2bd270df2a6861a909ea587f4bd87a824f8b54e6
software.amazon.awssdk	timestreamwrite	2.25.10		d4dd4be7ed8bdb110475f7fd6053c6efc068a70f
software.amazon.awssdk	timestreamwrite	2.25.11		1000c170763fb557c265164dc88138823d93b1cc
software.amazon.awssdk	timestreamwrite	2.25.12		f4c07d142fed67f4182e42c788922cde23058d73
software.amazon.awssdk	timestreamwrite	2.25.13		b67cd1f5ec5fda86e2ca58953f608a66db1b0c05
software.amazon.awssdk	timestreamwrite	2.25.14		57aab36bbff51c0ab2dcd254a72d9bf14625823d
software.amazon.awssdk	timestreamwrite	2.25.15		108f10ad5a2e9f4bd29fd402d6c39c4e89e707d8
software.amazon.awssdk	timestreamwrite	2.25.16		c7ee943846d2059074dc48ef475ecbf4fa502337
software.amazon.awssdk	timestreamwrite	2.25.17		dcc31e6cb56b2b298f2727e355fcc430d3b153bf
software.amazon.awssdk	timestreamwrite	2.25.18		54537a222521e574485c0d81ed5a0ae5fdc8e3a0
software.amazon.awssdk	timestreamwrite	2.25.19		f825bc6d62a7511359ecf2c3762afa5a6f298a28
software.amazon.awssdk	timestreamwrite	2.25.2		fa49b4c139c565bf959f53659c5548011f2425cd
software.amazon.awssdk	timestreamwrite	2.25.20		04ed7d11bab98f2a73d0dfced57d01e9deb7a72a
software.amazon.awssdk	timestreamwrite	2.25.21		3198aa6797f63a24d373f3c0565944d303c81006
software.amazon.awssdk	timestreamwrite	2.25.22		8c8fe73a2ab4249d44b3b7f4e755a9ec1dc6a5d1
software.amazon.awssdk	timestreamwrite	2.25.23		950bc4348e824c33810f9c6fcf64764cefc4a145
software.amazon.awssdk	timestreamwrite	2.25.24		cf58448fa8d047f83a1ca06fe37e72ecf3e3a883
software.amazon.awssdk	timestreamwrite	2.25.25		5cb2160dcb0d44edb0fc80471a406600a7a0b3ac
software.amazon.awssdk	timestreamwrite	2.25.26		58e8ef469e2306403e63accaa7f99814a25176a7
software.amazon.awssdk	timestreamwrite	2.25.27		ac503c59f96fae87def16f5e79d9a43e53d2c5ab
software.amazon.awssdk	timestreamwrite	2.25.28		077ec1516467e1ad4d34cf9f0b0231a7248b6e4c
software.amazon.awssdk	timestreamwrite	2.25.29		f91f2447a3112572e8554bef1cc5b369f89dbb4d
software.amazon.awssdk	timestreamwrite	2.25.3		e450c5fa6c38788343529725cc5dcbb6275e18ac
software.amazon.awssdk	timestreamwrite	2.25.30		4b0f5ce296dfc3359d0dae8ba7aca0cced40f966
software.amazon.awssdk	timestreamwrite	2.25.31		7be55a2d6a95e52d6e8362e15d679e535683ddbf
software.amazon.awssdk	timestreamwrite	2.25.32		2a5cb3bee7413bb1b1e2381616b46162e8e5038f
software.amazon.awssdk	timestreamwrite	2.25.33		ac64260e928e05793544070f31a152e4c19d80a1
software.amazon.awssdk	timestreamwrite	2.25.34		1b27a636b2e23ad8649f197365c928041423d7c2
software.amazon.awssdk	timestreamwrite	2.25.35		822f8f30250a9434d2bf5ee3b260dda9a15bcce9
software.amazon.awssdk	timestreamwrite	2.25.36		f54af7e8c1cd242ed0124bbfa623cea918235823
software.amazon.awssdk	timestreamwrite	2.25.37		6a27b46cacc3d0376442a8147dae8b050bb2b6ea
