at.asitplus.crypto	provider-versionCatalog	0.1.0-PRE		N/A
org.apache.jackrabbit	oak-authorization-cug	1.6.15		eeb581962eba44bbff499863df411ab075e4e17c
org.apache.jackrabbit	oak-authorization-cug	1.6.16		da99118208e8d5640d9119790c7781db71d20b9d
org.apache.jackrabbit	oak-authorization-cug	1.6.17		d7b02e518c97c2b62e01d807215514d75027f257
org.apache.jackrabbit	oak-authorization-cug	1.6.18		af55f29a6fff7aa997e3eb38dae5d6179ac9c7c9
org.apache.jackrabbit	oak-authorization-cug	1.6.19		fac8d3ff53b46027e428445fddd38e3f0764e5d3
org.apache.jackrabbit	oak-authorization-cug	1.6.2		197d376ae301aae112eb8b46f52c008dad49f9a4
org.apache.jackrabbit	oak-authorization-cug	1.6.20		64571f5b2a9d0628ff91379228d6dcaf49e72c59
org.apache.jackrabbit	oak-authorization-cug	1.6.21		f7922055c39fa2473b51e45184c58d72a8055d8a
org.apache.jackrabbit	oak-authorization-cug	1.6.22		f035c4b212aa7c07be203ccdfcb20e4ac4cfb02d
org.apache.jackrabbit	oak-authorization-cug	1.6.23		c38872ced135cb4b0cece3aa3c92944b71f8a342
org.apache.jackrabbit	oak-authorization-cug	1.6.3		ed3d33f3047ea1b1c8741a0ed55095445e17cba6
org.apache.jackrabbit	oak-authorization-cug	1.6.4		713624242f03e7ed8eb35efb8d7f0a592567c76e
org.apache.jackrabbit	oak-authorization-cug	1.6.5		18d481e19177ea51472e2e417bfca5f7ada81d3c
org.apache.jackrabbit	oak-authorization-cug	1.6.6		1b8373d2b596d8d4a5dac0b238cce2836be30873
org.apache.jackrabbit	oak-authorization-cug	1.6.7		c7f2b60aa478cb087ef0aad17db4c12bbc469765
org.apache.jackrabbit	oak-authorization-cug	1.6.8		96fcac94e48e79822b4e32c76bee689920a78beb
org.apache.jackrabbit	oak-authorization-cug	1.6.9		287ce849278935a7563efb06b846654e3090f7c9
org.apache.jackrabbit	oak-authorization-cug	1.60.0		dab25a81a1950e8af5350c2a860e07e5d6440748
org.apache.jackrabbit	oak-authorization-cug	1.62.0		c8f31a2d1124ac50224a76f890ef290961bf1dd2
org.apache.jackrabbit	oak-authorization-cug	1.64.0		3ce33fd735bebfb3aae23eb65ff2203dcdf15227
org.apache.jackrabbit	oak-authorization-cug	1.66.0		cb95c1d7b13a96b578170d0a7ff8d98307b563b2
org.apache.jackrabbit	oak-authorization-cug	1.68.0		8323c50adee2fd7185293856a6c1d757db6dd57a
org.apache.jackrabbit	oak-authorization-cug	1.7.0		fd655efc7ac2c90cf7b13bbf3cdd0c2e9a294496
org.apache.jackrabbit	oak-authorization-cug	1.7.1		e2c4b6fec4be986101b6f9fc613f6a7d2236c540
org.apache.jackrabbit	oak-authorization-cug	1.7.10		08f6e80f63d3df3e7656c5e23e17ca1cf4e900f7
org.apache.jackrabbit	oak-authorization-cug	1.7.11		4d7a264c522bcb51e11b5d332aeeb4245870f184
org.apache.jackrabbit	oak-authorization-cug	1.7.12		096b609d1f64a3c0883de81d3142f205da2f247d
org.apache.jackrabbit	oak-authorization-cug	1.7.14		784e09f5fdb27c3d57930371ac6de2d99b4b60f1
org.apache.jackrabbit	oak-authorization-cug	1.7.2		85c634d7ea7585a606b723f79dd1667d99784294
org.apache.jackrabbit	oak-authorization-cug	1.7.3		41c9c5909bc2c78603dfb33c73565580f1e3b99d
org.apache.jackrabbit	oak-authorization-cug	1.7.4		24c0f0694065f3a7bbcf317cd5c0179d1ff86500
org.apache.jackrabbit	oak-authorization-cug	1.7.5		1f4de087a9c7f938eb33c38d4af188e876197c52
org.apache.jackrabbit	oak-authorization-cug	1.7.6		8eedc997c62be2bc9dfea30e7e410dfe742a8c82
org.apache.jackrabbit	oak-authorization-cug	1.7.7		08efddda8947ee267f0b665723993a279c5d562d
org.apache.jackrabbit	oak-authorization-cug	1.7.8		5cd22a30214b95c244c1b481ec430439e4d1bf8b
org.apache.jackrabbit	oak-authorization-cug	1.7.9		b28b38e8a54e8571283f370e3f5e0a25fe62889e
org.apache.jackrabbit	oak-authorization-cug	1.70.0		f2f870e588e0bed451fc94d0ff4cb9326826fd17
org.apache.jackrabbit	oak-authorization-cug	1.72.0		5f3f92007f52b33749beb6605bfdac159d7ff244
org.apache.jackrabbit	oak-authorization-cug	1.74.0		74cd1001bbc3d80073b257831b39effeb1144d0f
org.apache.jackrabbit	oak-authorization-cug	1.76.0		ea1c559968a858db2995fdff95f87d72a492a36b
org.apache.jackrabbit	oak-authorization-cug	1.78.0		343f15e54a1e84290808b54bb3ee9b9c1ec3da3a
org.apache.jackrabbit	oak-authorization-cug	1.8.0		b455b181a1f9e6e1f90ec21f3ba5fac6cbdf69de
org.apache.jackrabbit	oak-authorization-cug	1.8.1		1f7b600ae22450eb20c22402fe6d7e49de5188a2
org.apache.jackrabbit	oak-authorization-cug	1.8.10		21af469477760c7f30b1d1ea14a47ced8fc7a4d3
org.apache.jackrabbit	oak-authorization-cug	1.8.11		38588816d42bfd582be61403b878c49b0dec366c
org.apache.jackrabbit	oak-authorization-cug	1.8.12		30ddd088f43dc27e97f56cedcf146952616a07db
org.apache.jackrabbit	oak-authorization-cug	1.8.13		44637bd936d9e7810f09c1f2e2e6293472b4b423
org.apache.jackrabbit	oak-authorization-cug	1.8.14		f0da8d17ab4281ffaa518283943b590dd847edeb
org.apache.jackrabbit	oak-authorization-cug	1.8.15		8387ce4a38bade253ee53df4af70dc1e58956825
org.apache.jackrabbit	oak-authorization-cug	1.8.16		5fae86f87e03a1b3c5ab817668d7681251d89e86
org.apache.jackrabbit	oak-authorization-cug	1.8.17		d1fe83215911a044798bd11569fec95262b3701b
org.apache.jackrabbit	oak-authorization-cug	1.8.18		35563868e44bb932b7f995a39957181ccfebdb3d
org.apache.jackrabbit	oak-authorization-cug	1.8.19		9c0b984d0dce243eb9a377ba4a00acc6e20e652c
org.apache.jackrabbit	oak-authorization-cug	1.8.2		fa8185a4a4523dd11cc21570f81498483dfa849d
org.apache.jackrabbit	oak-authorization-cug	1.8.20		80f88ba3dcb6196698ed3d888ee81fdd66d377a4
org.apache.jackrabbit	oak-authorization-cug	1.8.21		ede1474a0d72d8f7837d160efcaeba0001bb84d4
org.apache.jackrabbit	oak-authorization-cug	1.8.22		b366cb96cd4e6e4a2c1958e26da9305827ef0b3d
org.apache.jackrabbit	oak-authorization-cug	1.8.23		b81268f121032ebca0b527296676e07474fd46aa
org.apache.jackrabbit	oak-authorization-cug	1.8.24		fb12e1e12c7e52b0fbda0410ed6e750f5b33bc24
org.apache.jackrabbit	oak-authorization-cug	1.8.25		2f2b51b18f79732feca1943993ab2837c2aed3a9
org.apache.jackrabbit	oak-authorization-cug	1.8.26		9aa2d8bad0e9bf8a2796dbf9306af87e525a6265
org.apache.jackrabbit	oak-authorization-cug	1.8.3		5d8573c23e054d53c787ae88608cf82424e5f3a2
org.apache.jackrabbit	oak-authorization-cug	1.8.4		47371e97e5374d73dfa3bcfbcc90703d787f55e3
org.apache.jackrabbit	oak-authorization-cug	1.8.5		af548d9f9e8d8813cbe943912e6fbbe5adeb1e64
org.apache.jackrabbit	oak-authorization-cug	1.8.6		ef0cf1eb045c5112a626fc11f9658be522fc3903
org.apache.jackrabbit	oak-authorization-cug	1.8.7		35169d1da16b64eacf92cca0f23880e7a66726fb
org.apache.jackrabbit	oak-authorization-cug	1.8.8		63f7761010179f1e5067a24b10c941d5d8538f4a
org.apache.jackrabbit	oak-authorization-cug	1.8.9		507ce930d548c9eb363c51b9671ad5ce0b4a6601
org.apache.jackrabbit	oak-authorization-cug	1.9.0		60a02169fbc1dec2e1bab5d4a0f906d8665dec4a
org.apache.jackrabbit	oak-authorization-cug	1.9.1		2148b05961f648f33395e81e2f5f761c5805bdf5
org.apache.jackrabbit	oak-authorization-cug	1.9.10		6d799b991915e8fdccff385184436082ea559750
org.apache.jackrabbit	oak-authorization-cug	1.9.11		7c6364a565d2da4bd531c5aa7261811d847cec1a
org.apache.jackrabbit	oak-authorization-cug	1.9.12		e713cbe286d63233eedb3427003d63f567e28e5b
org.apache.jackrabbit	oak-authorization-cug	1.9.13		dc95ea5d980af2f15ce33ebc58b6ada54ea4d853
org.apache.jackrabbit	oak-authorization-cug	1.9.2		8188d93626b9cb8b3c61c476521a17731e060504
org.apache.jackrabbit	oak-authorization-cug	1.9.3		4f8fa3a55b29d8c574eaf481503cde5d69ebc66f
org.apache.jackrabbit	oak-authorization-cug	1.9.4		3b4a6e77f1e99befec2abd8ab7bcb9ee6ba6c561
org.apache.jackrabbit	oak-authorization-cug	1.9.5		449aa5668c7b349bedd70043303b4b8fe7ce2837
org.apache.jackrabbit	oak-authorization-cug	1.9.6		3d3b4173d16987260040e467fc3b8eb8adcbb7e0
org.apache.jackrabbit	oak-authorization-cug	1.9.7		2ec112b479a583af63a78cf792929295b4180d34
org.apache.jackrabbit	oak-authorization-cug	1.9.8		d7f0fa89c7002123d8986c99bc702eee1cb612f5
org.apache.jackrabbit	oak-authorization-cug	1.9.9		bfda162476a5908d8faaaf02bd91b782ffe3d0a5
org.apache.myfaces.tobago	tobago-fileupload	1.0.10		786f871b147f08210b9ba2fe52089ac1fa2637f1
org.apache.myfaces.tobago	tobago-fileupload	1.0.10	jdk14retro	487684490f3de6cb0bc9eedcdae3de886185d6d4
org.apache.myfaces.tobago	tobago-fileupload	1.0.11		7be3a16826258e4912d41175864686b7e32d868e
org.apache.myfaces.tobago	tobago-fileupload	1.0.11	jdk14retro	ad9298e02fbfb3277c450362e2f84d9de53825f0
org.apache.myfaces.tobago	tobago-fileupload	1.0.12		f1e24ccbf4aa3bfa434a115c891f37a43edee178
org.apache.myfaces.tobago	tobago-fileupload	1.0.12	jdk14retro	ddfa39aa37cdf89e04c8141800af2786c5ec60d6
org.apache.myfaces.tobago	tobago-fileupload	1.0.13		439ea0f9d15be45fe8be5cc650f1d044ed27a732
org.apache.myfaces.tobago	tobago-fileupload	1.0.13	jdk14retro	7b7932ed61f27a1e97225f41b5fc88f8dcdfd719
org.apache.myfaces.tobago	tobago-fileupload	1.0.14		cbfaad56cfd459da8e554cbd3f1a4ee5b6570fdc
org.apache.myfaces.tobago	tobago-fileupload	1.0.14	jdk14retro	df50e0118faf725b382938e31d7a946c3a12d607
org.apache.myfaces.tobago	tobago-fileupload	1.0.15		835af1831c2163ea2c895f17c153979a7be8063d
org.apache.myfaces.tobago	tobago-fileupload	1.0.15	jdk14retro	4ef5e5bb8bd5fea359b965bd7e03cccddb75036f
org.apache.myfaces.tobago	tobago-fileupload	1.0.16		fec252b80aa5c20393bc29312faba240b099556f
org.apache.myfaces.tobago	tobago-fileupload	1.0.16	jdk14retro	87b92451a3c6997692d3d3f3c8ea80f634fb28c7
org.apache.myfaces.tobago	tobago-fileupload	1.0.17		3c216626ecd1e886aa45dbd60b3687a06adb5938
org.apache.myfaces.tobago	tobago-fileupload	1.0.17	jdk14retro	4ff18a155e5d4e585b257cc9bfee70a9a77b2f6e
org.apache.myfaces.tobago	tobago-fileupload	1.0.18		490fd39eb910dd03264172a94a23b08d07be8618
org.apache.myfaces.tobago	tobago-fileupload	1.0.18	jdk14retro	6e018d8757abe284279d2158c3d66d510448d4ad
org.apache.myfaces.tobago	tobago-fileupload	1.0.19		f2a2571a31dc8a6a96f8db27ba040f1dda4060a8
org.apache.myfaces.tobago	tobago-fileupload	1.0.19	jdk14retro	b397791ae1587482d5ca599c12aa7a2e21e6caae
org.apache.myfaces.tobago	tobago-fileupload	1.0.20		e410d526a0c29936cb505b1210a31d3acbfee65f
org.apache.myfaces.tobago	tobago-fileupload	1.0.20	jdk14retro	da1da8833251b58440999fd500c542b4cf43003f
org.apache.myfaces.tobago	tobago-fileupload	1.0.21		08e621d31664f6527a23ab37462a26e0765cc7ad
org.apache.myfaces.tobago	tobago-fileupload	1.0.21	jdk14retro	e4f4fb9548175ca44d9fb72dbae3d89c63b145ea
org.apache.myfaces.tobago	tobago-fileupload	1.0.22		df56f7a41a841701857d72da47443bf14126f5b5
org.apache.myfaces.tobago	tobago-fileupload	1.0.22	jdk14retro	cda35fd7a527ce1574f0788195a935a81894b8af
org.apache.myfaces.tobago	tobago-fileupload	1.0.23		a7e95963c4c2912b66467063fd1ebef0c6958418
org.apache.myfaces.tobago	tobago-fileupload	1.0.23	jdk14retro	e167279a657e2f222f0ac2209fc4c524efb6405e
org.apache.myfaces.tobago	tobago-fileupload	1.0.24		a06af47510718d739523bcaa9ca7f784497c3f0b
org.apache.myfaces.tobago	tobago-fileupload	1.0.24	jdk14retro	3567600734758ca966c090121f8e8247239a4500
org.apache.myfaces.tobago	tobago-fileupload	1.0.25		456516e64e6d1420cb1d721284ff5c165be9569f
org.apache.myfaces.tobago	tobago-fileupload	1.0.25	jdk14retro	fbd9ef672363431ac42a3a98300c210d6d75bcfb
org.apache.myfaces.tobago	tobago-fileupload	1.0.26		6d335859343beae9f0587bb42b7e0d153f53ff3a
org.apache.myfaces.tobago	tobago-fileupload	1.0.26	jdk14retro	ec240de5f6d80cece15253cbc1040d90c9d0dbee
org.apache.myfaces.tobago	tobago-fileupload	1.0.27		16b0d09a52ea7c0ba188412a3c9d58a141f54287
org.apache.myfaces.tobago	tobago-fileupload	1.0.27	jdk14retro	53bb76c01445c5caa0468cf2fee38276332fb666
org.apache.myfaces.tobago	tobago-fileupload	1.0.28		ec1553502004ff163625b98067e00ba36129b0ee
org.apache.myfaces.tobago	tobago-fileupload	1.0.28	jdk14retro	014d9be046ba62c6a892bba1073f43bc90885841
org.apache.myfaces.tobago	tobago-fileupload	1.0.29		26c895cc4eef341fa79aebad6d05f0ba8792c6b4
org.apache.myfaces.tobago	tobago-fileupload	1.0.29	jdk14retro	abd63eeb747f112a6956f6c8e57d596ad6b77e99
org.apache.myfaces.tobago	tobago-fileupload	1.0.30		3a83e2822e0be723b7a9e0afeb8688cdea76c0fc
org.apache.myfaces.tobago	tobago-fileupload	1.0.30	jdk14retro	6ed51e140f2d5ad6a2fe7a81acb491eba21c1acc
org.apache.myfaces.tobago	tobago-fileupload	1.0.31		0b47867bbee18eeb1e28a4b464431f9cadacad08
org.apache.myfaces.tobago	tobago-fileupload	1.0.31	jdk14retro	1cbe93d8f7f36df2938725a64e2b3ab86b13213c
org.apache.myfaces.tobago	tobago-fileupload	1.0.32		2f464b10823d63d3f3fd6ba4592dc6b649a85383
org.apache.myfaces.tobago	tobago-fileupload	1.0.32	jdk14retro	f4a4b236bf378726dd9c9e5c2bec3a2679f1bfa2
org.apache.myfaces.tobago	tobago-fileupload	1.0.33		021bcc8030515c0d2d3683662f962ce183437f14
org.apache.myfaces.tobago	tobago-fileupload	1.0.33	jdk14retro	39f14be083e84d11072c17342d112ffa703e59e1
org.apache.myfaces.tobago	tobago-fileupload	1.0.34		a88886b3284a22ad22e5f1cf18dc48146bce584d
org.apache.myfaces.tobago	tobago-fileupload	1.0.34	jdk14retro	37f6624755ee315f207b54715b105b4d28b20083
org.apache.myfaces.tobago	tobago-fileupload	1.0.35		e6fffaa1844399d3ee3f15467abf45dcb358a203
org.apache.myfaces.tobago	tobago-fileupload	1.0.35	jdk14retro	f6342a2e19f63998f135ef9412339b20aee6e919
org.apache.myfaces.tobago	tobago-fileupload	1.0.36		5adccc06d073980bfdb56bf1d2ab21beb52f664f
org.apache.myfaces.tobago	tobago-fileupload	1.0.36	jdk14retro	e0d8091c51a6c971649dbc06f0e8b979c89c4eae
org.apache.myfaces.tobago	tobago-fileupload	1.0.37		74985b6eb4e133dc7f91f7c0cecf42d4597a2115
org.apache.myfaces.tobago	tobago-fileupload	1.0.37	jdk14retro	121d42ae2104061405e2f739858d617e72436bc1
org.apache.myfaces.tobago	tobago-fileupload	1.0.38		eaefedf90930653ab0c1aca39b640363fbe76746
org.apache.myfaces.tobago	tobago-fileupload	1.0.38	jdk14retro	4aee5530180d2e8cdab88a74382e5e6b0d6adec7
org.apache.myfaces.tobago	tobago-fileupload	1.0.39		e022062b13ff2659c394eaf868b0bec4d722abb7
org.apache.myfaces.tobago	tobago-fileupload	1.0.39	jdk14retro	06ca7a6d8d1c994ee6fee3ba7aaa086902beb157
org.apache.myfaces.tobago	tobago-fileupload	1.0.40		35947cd352c8348917fa7a6a6c59c00b34870a48
org.apache.myfaces.tobago	tobago-fileupload	1.0.40	jdk14retro	75304d2ec2f9301834d4d17a5ff62635c4c29f28
org.apache.myfaces.tobago	tobago-fileupload	1.0.41		37cec2c2a91a39fe2cbb121ed697a2769f082251
org.apache.myfaces.tobago	tobago-fileupload	1.0.41	jdk14retro	83c8d721c0428056deae65d6d28c1dbd9670a349
org.apache.myfaces.tobago	tobago-fileupload	1.0.42		0a09e05e8322a953ba7745e8dc3f9cf43cb469dd
org.apache.myfaces.tobago	tobago-fileupload	1.0.9		01205c2e4b1fb93b025529cd310cc321826fd5ad
org.apache.myfaces.tobago	tobago-fileupload	1.0.9	jdk14retro	68678ba5af4e18b872dbde617cfd4cc581bbb211
org.apache.myfaces.tobago	tobago-fileupload	1.5.0		cf13780cacb4e91dd01f550a9a97e89637fc9b3b
org.apache.myfaces.tobago	tobago-fileupload	1.5.0-alpha-2		2f3d25c7ee663f40a9ec38885b5a411555a1915b
org.apache.myfaces.tobago	tobago-fileupload	1.5.0-beta-1		f6c1391fe25ee41e18ba6a8dfe10daf5eced9d4d
org.apache.myfaces.tobago	tobago-fileupload	1.5.0-beta-2		13c3a161a9387f037ce3a177e36399a4d551b830
org.apache.myfaces.tobago	tobago-fileupload	1.5.1		f3a468d08cb1d9d20f62f6b7190749bff6f0360b
org.apache.myfaces.tobago	tobago-fileupload	1.5.10		cf8499f76bcc04c89a1d11f9394bfabdd745d5ed
org.apache.myfaces.tobago	tobago-fileupload	1.5.11		7f804a273b327ce18334d9c19268c1cdb39b710e
org.apache.myfaces.tobago	tobago-fileupload	1.5.12		e8d411cb3921bf3959d1cf742d5b7df803306570
org.apache.myfaces.tobago	tobago-fileupload	1.5.13		b678702ce0c14c5c6724f57f13907a003a24dedf
org.apache.myfaces.tobago	tobago-fileupload	1.5.2		d162017fa077c946175272435486468499413f19
org.apache.myfaces.tobago	tobago-fileupload	1.5.3		ab806c15200895f9e208ef77438ce95c1d2288fa
org.apache.myfaces.tobago	tobago-fileupload	1.5.4		37083c0d0258b1bb931ea3773e03895c9e21db1a
org.apache.myfaces.tobago	tobago-fileupload	1.5.5		ab489e566d3de5b6f8c251dc2cb46764c6f62f97
org.apache.myfaces.tobago	tobago-fileupload	1.5.6		5845cfe78bb8e54c2ff5fd18b09d142fa67a9822
org.apache.myfaces.tobago	tobago-fileupload	1.5.7		ec28b626235f4c0930fe623f9eaa57d59fbc28cc
org.apache.myfaces.tobago	tobago-fileupload	1.5.8		833180552e20c9d7b8209b057acff4e066de9b7c
org.apache.myfaces.tobago	tobago-fileupload	1.5.9		cb50a63bb332fc90d7f17b712f14b4394aa7d785
org.apache.myfaces.tobago	tobago-fileupload	1.6.0-beta-1		e21ae7c43668f01a443d974603b15f85a91d3d9c
org.apache.myfaces.tobago	tobago-fileupload	1.6.0-beta-2		fcd96e3b248eea54d3f032009be26dfbee12fc89
org.apache.myfaces.tobago	tobago-fileupload	2.0.0		003364da0b44803f6702ff950a27152ab98b0f93
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-alpha-1		a6313c84bf8221b78d05c13dfb9bb8840fce6fad
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-alpha-2		e693201670ce4c3709b203a2f45bb53c8baf521e
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-alpha-3		905d608d6a9fe484823e3f6444d5648713e28588
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-beta-1		1ead67a404dbfa43dc739fefe7c0391e24713dda
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-beta-2		a56ea805714fe9b30a95465c296b304471c5e37a
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-beta-3		57800b2027fcb29f4106b53f80a73f607c3860b9
org.apache.myfaces.tobago	tobago-fileupload	2.0.0-beta-4		99687aeef89001768e2b6597b4f3050137383b85
org.apache.myfaces.tobago	tobago-fileupload	2.0.1		b067b1a8e76adba9330c00e81f5c878a5dd4ac38
org.apache.myfaces.tobago	tobago-fileupload	2.0.10		c11730e9055337e2f870511dc793b6919dc2ba98
org.apache.myfaces.tobago	tobago-fileupload	2.0.2		2ec7373239cf9bdc1bae8d121340db7633153977
org.apache.myfaces.tobago	tobago-fileupload	2.0.3		99b56b04f1cfed51d82bfe7df79ef47f19b80ec2
org.apache.myfaces.tobago	tobago-fileupload	2.0.4		bc0e89107bf027b391011bf4f13118058d0e02fb
org.apache.myfaces.tobago	tobago-fileupload	2.0.5		f75653262cd60ff1e56536fcc1f98a2709cf66c4
org.apache.myfaces.tobago	tobago-fileupload	2.0.6		175632617b283fe3a208bd4e3b74a8a4af01ff15
org.apache.myfaces.tobago	tobago-fileupload	2.0.7		8a8d4d5e8f6a1c69459e2bfdfd16f9b3561d66d5
org.apache.myfaces.tobago	tobago-fileupload	2.0.8		fc22e317736bc8788a9c16826380e9a4508f0d82
org.apache.myfaces.tobago	tobago-fileupload	2.0.9		d6a1071444e5c0e8f1966c2cf4c3b450db1fa181
org.apache.myfaces.tobago	tobago-fileupload	2.1.0		0cff11047aca5913e064b8d915d09ffc4eb8a280
org.apache.myfaces.tobago	tobago-fileupload	2.1.1		e7b988f4a4599974a3346299408b6d78349d6cd0
org.apache.myfaces.tobago	tobago-fileupload	2.2.0		a6405b5d360f8630de8f15ac21ae3b0f9812fae7
org.apache.myfaces.tobago	tobago-fileupload	2.3.0		d7b96767d4135737a5d80576a8453f718d6b9476
org.apache.myfaces.tobago	tobago-fileupload	2.4.0		b6909054b81196efd5e8984fa2d43c44da4c1657
org.apache.myfaces.tobago	tobago-fileupload	2.4.1		3de6547f6b6112eeb678496971a7223bf0d781fb
org.apache.myfaces.tobago	tobago-fileupload	2.4.2		20c03a7b940bbdfaee57a14ce94c0b8074fbdeb7
org.apache.myfaces.tobago	tobago-fileupload	2.4.3		ce45ff3cef9c4e7d445b821295decbfa5b4b112f
org.apache.myfaces.tobago	tobago-fileupload	2.4.4		8949cae65586ae5db6a5051aaaedce0c0174abbe
org.apache.myfaces.tobago	tobago-fileupload	2.4.5		6c8a335994bd1c11ed1c4d8704338da63bf66517
org.apache.myfaces.tobago	tobago-fileupload	2.5.0		b6bd5fe2b37f5a5343e9aa25077dfdb6f08296b6
org.apache.myfaces.tobago	tobago-fileupload	2.5.1		e8a0458e3e107497ea11e72ba69aa3fd869db669
org.apache.myfaces.tobago	tobago-fileupload	2.5.2		3147eb019a5c443b8aa9422ec8f6ebc684cd6ffb
org.apache.myfaces.tobago	tobago-fileupload	2.5.3		7a3daf709d7dd893112794e3c33cc3c99654a0d7
org.apache.myfaces.tobago	tobago-fileupload	3.0.0-alpha-1		685932191b50564df415024033cbb6dff7014d3c
org.apache.myfaces.tobago	tobago-fileupload	3.0.0-alpha-2		9914cac0f3cd5a03568ccd13cf6d07ffba6c636b
org.apache.streampipes	streampipes-container-standalone	0.66.0		a4a4e3f491cda22185e2969cc60a79ccb3ae941d
org.apache.streampipes	streampipes-container-standalone	0.67.0		9bae76afd7ebbbdcbf267e2da86c724b5aee8b1e
org.apache.streampipes	streampipes-container-standalone	0.68.0		91f331c07d94e23e38e7f69e6ef599f31699961e
org.apache.streampipes	streampipes-container-standalone	0.69.0		4fde1f701951621fa62ad96ee20826b7b46c1a9a
org.apache.streampipes	streampipes-container-standalone	0.70.0		97d6f7324029a151e058245433585e9f4e0feefe
org.apache.streampipes	streampipes-container-standalone	0.90.0		ac5b1168717e6a4a6210eb1c5ff66358dbd36670
org.bahmni.module	openelis-atomfeed-client-omod	1.0.0		9d0024cde438ed1dac244302c7d98bdbd872d9a5
org.bahmni.module	openelis-atomfeed-client-omod	1.1.0		16d2e8e1b2dad3d9c19e100c578c9cce8f0777a8
org.bahmni.module	openelis-atomfeed-client-omod	1.2.0		d941821bac83b97cf4cb0729d108ed0b4cf18186
org.codehaus.mojo	keytool-maven-plugin	1.0		23297901437b86c7fcf31d0493761b826c4a0a66
org.codehaus.mojo	keytool-maven-plugin	1.0-beta-1		c10d3eb1256c129ab587a033e085cb665413d4c0
org.codehaus.mojo	keytool-maven-plugin	1.1		97764db19310655ab4e7583a89d9424d4619e46a
org.codehaus.mojo	keytool-maven-plugin	1.2		858bfe2938e415d664dfc887e3635a489a2f4c09
org.codehaus.mojo	keytool-maven-plugin	1.3		a2f5d20a25bda3b6ab55a972505e239afc9fbfa7
org.codehaus.mojo	keytool-maven-plugin	1.4		6f7638783c8192031aac71edd532fa6ea1c79f7b
org.codehaus.mojo	keytool-maven-plugin	1.5		5c934327f655892f9e0ac914f62bc03eff8ceb6a
org.codehaus.mojo	keytool-maven-plugin	1.6		7d193a852dfe72a4537ee26350cad9e5bed33e11
org.codehaus.mojo	keytool-maven-plugin	1.7		0a8c707fd591341819b022261efe72586d1461dc
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.0		c5171f4f0120106b158865c1df05476e72b7f0d8
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.1		fd74e4aa0f252ada1e8c179d24be4c5e81b68a11
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.2		6e13842f54155c40c6ef505ed8ec063959bd41e6
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.3		7658d074cbcd7321279a889b33fbb1749eecd8c4
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.4		57889f52806e9b06db0032be2fc40b854a163440
org.eclipse.dirigible	dirigible-components-ide-problems	10.0.5		6baadbb03b06f6f1491475056714366a7f723a00
org.eclipse.dirigible	dirigible-components-ide-problems	10.1.0		d66bba0ab063a448fb4166736ac56d9e485bb5c0
org.eclipse.dirigible	dirigible-components-ide-problems	10.1.1		96b0ce4701126b478eba494b25199d10cada00f4
org.eclipse.dirigible	dirigible-components-ide-problems	10.1.2		1955def577daa73151a6382fd4174ebeca98986b
org.eclipse.dirigible	dirigible-components-ide-problems	10.1.3		0d7952fad7af6c5a44fc8ad560c71c633db1b839
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.0		302cc4a073df6a8a3fced46a380a0aaf09e069be
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.1		19587eb6736b54319352232d11fb64350c70060c
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.10		be4ff814564eeb3f1c7ab560184785bc7a0eb07a
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.2		9e1dcd6c162118e3d6f785d6fa94f47756e420f0
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.3		e0cfb5e783af8e497601115847f0f855d9360d0e
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.4		9d177973fee6a52039d7c1c761baf296e68ae647
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.5		6404194d3136cdf15bbcee7234b66c26514837cb
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.6		0b74c0c6c974e53d598896a8b2af8092e0f397fe
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.7		09e52b148d33b3597ef42cf1dd6427dcf4c60324
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.8		09fbb4a931a5b06ec7971df8ffa41e1b6010171c
org.eclipse.dirigible	dirigible-components-ide-problems	10.2.9		751ae2e585c1d3dc2cfa40b0a589fce47f46df10
org.eclipse.dirigible	dirigible-components-ide-problems	10.3.0		f7023319801f496ca11fad2bbd6f20b615a080ca
org.eclipse.dirigible	dirigible-components-ide-problems	10.4.0		dbba9dcd4cfa99737c90dfe06802af6e6e68c496
org.eclipse.dirigible	dirigible-components-ide-problems	10.4.1		4d8ef8366db0f357e8b0f9b017bab34eee44929d
