build.buf	build.buf.gradle.plugin	0.10.0		N/A
io.dialob	dialob-springdoc	2.2.3		c25f92b9925bdb2b7b30c910f3562da595f26140
io.dialob	dialob-springdoc	2.2.4		514f1af7bf4b35e31f4ff1a4629498199c105119
io.dialob	dialob-springdoc	2.2.5		53f6e05f8e4a3986b37b4617027408cde2a74ed3
io.dialob	dialob-springdoc	2.2.6		89ac2c29b76fd3818202fd9040d5f77fbb00a0d8
io.dialob	dialob-springdoc	2.2.7		e95c3648541f042aea7020d4708cb6298a0787e4
io.dialob	dialob-springdoc	2.2.8		7e7305f0c74fbbeafecb94110ea858fe678894a7
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M10		4fa3d1b9128b0472a25ed70413cec86b08af3533
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M11		0be5f204daddf089a9cb9cdc1197e6d3dceeaa43
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M11-1		f937f95e31488f199e33492e49d79751af038670
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M11-2		e7a3f04aa5f9efae1ce0545a008bc72c86338772
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M12		f6c2ae34962d0f1817178aba62f5bd44df8858a1
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M13		358ce5dc49b372bbb990b37632e81f48577d7ad4
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M13-1		dd0ff8d9f97c8f449c6838e2dedc4b636e1edd18
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M13-2		a638d6641faf8e6bdb5aaf28c4429e115b6ddeb1
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M14		b7d71f277bef8065309f9aa41d94cf04ad3370ac
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M14-1		9dd2153f4b156b6e8b7c5daa8590a6c30e80f426
io.get-coursier	coursier-bootstrap_2.13.0-M5	1.1.0-M14-2		855634a783dd840d5b8700ec035e3c7951797764
io.github.dbstarll.utils	utils-json	1.0.1		604de0f8598e7a5317cbc1474e611c3ea5632bfb
io.github.dbstarll.utils	utils-json	1.0.2		832f9af39a0120c8c735a8b322554900cc878e75
io.github.dbstarll.utils	utils-json	1.0.3		5588200f7076ad5d85b061b90ea74876748f6192
io.github.dbstarll.utils	utils-json	1.0.4		be9e9eb8890b419e5490806e27f955cefbb1660b
io.github.dbstarll.utils	utils-json	1.1.0		e174e457a1665abf0210098df7ea4d31b7d3c2c5
io.github.guymers	foobie-h2-circe_2.13	0.14.0		52773a9f1190c28680c4bf0ae41d43f12b96080e
io.github.guymers	foobie-h2-circe_2.13	0.14.1		fdf2041ca79c8efdb11b16456dea08eeabc99368
io.github.guymers	foobie-h2-circe_2.13	0.14.2		d316082344e249723073c8f70b0e5efbc6956513
io.github.guymers	foobie-h2-circe_2.13	0.14.3		631f9fb60613af24d933665b75592f9d3beff6d7
io.github.guymers	foobie-h2-circe_2.13	0.14.4		bf58d94faf29838e60993628ef7923a50b99f0cf
io.github.guymers	foobie-h2-circe_2.13	0.14.5		444ba27ed2d93b8008fe5d4b6e6dc006057ada60
io.github.guymers	foobie-h2-circe_2.13	0.14.6		9bf9c4a9b4685d4f50c5ffc7c542ef90f429c5ef
io.github.guymers	foobie-h2-circe_2.13	0.14.7		8782735f1d8a2b16d83e5ce2d5befc925eec8ddd
io.github.guymers	foobie-h2-circe_2.13	0.14.8		b4881afa8b58eb416be65968033f03b157c12d9a
io.github.guymers	foobie-h2-circe_2.13	0.14.9		76bbb053ac3e49968f14b4ed2882a24188374ada
io.github.guymers	foobie-h2-circe_2.13	0.15.0		7bb4fe9f9c1617199318ede9819072c99770b12c
io.github.guymers	foobie-h2-circe_2.13	0.15.1		40e826f8b8ff48d6bd65001a9b21e431f9f658c3
io.github.harvies.charon	charon-shardingsphere-jdbc-spring-boot-starter	0.0.6		fc87c8aad490d0bd04e8b93b671c8b27f20a2f8d
io.github.harvies.charon	charon-shardingsphere-jdbc-spring-boot-starter	0.0.7		72455e233950e566770cfc978ea4b87002c55f42
io.github.harvies.charon	charon-shardingsphere-jdbc-spring-boot-starter	0.0.8		b523af54c1241f981420d57af18558b293e5d987
io.github.merseyside	kotlin-ext-iosarm64	1.0.3		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.3	metadata	f698314ff4c605716fdffd1f7a516a39e66889b3
io.github.merseyside	kotlin-ext-iosarm64	1.0.4		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.4	metadata	f03d07e4d1318f5cbd6bb32aa7cce84332802ca3
io.github.merseyside	kotlin-ext-iosarm64	1.0.5		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.5	metadata	e466cddcc97feb481e16fb1e76eb6f18697d598e
io.github.merseyside	kotlin-ext-iosarm64	1.0.6		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.6	metadata	5743c005020c44d5791eb1222c9fba7319674a8d
io.github.merseyside	kotlin-ext-iosarm64	1.0.7		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.7	metadata	46c73994af9ac2debc9726ff96731effca3c7653
io.github.merseyside	kotlin-ext-iosarm64	1.0.8		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.8	metadata	b044c0b3bc1722f4c86618a6d3443bfa60531da7
io.github.merseyside	kotlin-ext-iosarm64	1.0.9		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.0.9	metadata	5069d7dbbc78f8cad0e4e174818b2dcfa5a8693d
io.github.merseyside	kotlin-ext-iosarm64	1.1.0		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.0	metadata	1ae3b0897697aebe5c3ac2854358c39cb036f5ef
io.github.merseyside	kotlin-ext-iosarm64	1.1.1		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.1	metadata	a5b1e60e12cd43bbc4f7f5695b3db775d002bcde
io.github.merseyside	kotlin-ext-iosarm64	1.1.2		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.2	metadata	6a934c77670372e523748871b4ef9a9a1488018b
io.github.merseyside	kotlin-ext-iosarm64	1.1.3		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.3	metadata	b04e0dc98ed681a6a59fdfc920917187ad288205
io.github.merseyside	kotlin-ext-iosarm64	1.1.4		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.4	metadata	bd8e2ece0545bbc6b016cb1ffe3268b75431bb24
io.github.merseyside	kotlin-ext-iosarm64	1.1.5		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.5	metadata	7b9307689a0351c960fa7ea4c8897123df038413
io.github.merseyside	kotlin-ext-iosarm64	1.1.6		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.6	metadata	3c51d198b7b53ee7272e4c66de2b98a5ecea97a2
io.github.merseyside	kotlin-ext-iosarm64	1.1.7		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.7	metadata	702b220bd68e1e5dc6b69b2ca3793b0fb3795f64
io.github.merseyside	kotlin-ext-iosarm64	1.1.8		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.8	metadata	d69bb744115edb71894a37572aae972201d9e162
io.github.merseyside	kotlin-ext-iosarm64	1.1.9		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.1.9	metadata	28d03553798d6a353428539c8b26ad04bdab4b39
io.github.merseyside	kotlin-ext-iosarm64	1.2.0		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.0	metadata	7c7f5304fee1de1724a6d18bad07613c9e55ce3a
io.github.merseyside	kotlin-ext-iosarm64	1.2.1		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.1	metadata	184b2c2c19ca394bfeb187873223e0bec2470ef7
io.github.merseyside	kotlin-ext-iosarm64	1.2.2		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.2	metadata	649d8623d93a68205a09dabd83dbebac7cb33448
io.github.merseyside	kotlin-ext-iosarm64	1.2.3		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.3	metadata	f06715e1d0d79386487afd8b3f10bb58202bf434
io.github.merseyside	kotlin-ext-iosarm64	1.2.4		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.4	metadata	5c8ae47253f37724846fc1132173a23a5dfe096f
io.github.merseyside	kotlin-ext-iosarm64	1.2.5		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.5	metadata	eb49eaa8651a08e8ffef1300baec7d1ebe217563
io.github.merseyside	kotlin-ext-iosarm64	1.2.6		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.6	metadata	13427e843df5619e5d7435483cdb0981686f0762
io.github.merseyside	kotlin-ext-iosarm64	1.2.7		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.7	metadata	445ccabd4a2e7c4acae73db50587c8b9e07abade
io.github.merseyside	kotlin-ext-iosarm64	1.2.9		N/A
io.github.merseyside	kotlin-ext-iosarm64	1.2.9	metadata	edeb602db9254555573866fc83d19919d2e69748
io.github.zhangzih4n	compose-iossimulatorarm64	0.1.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.1.0	metadata	118ca3aa59498ec20aa7660b813f5b75894ad49f
io.github.zhangzih4n	compose-iossimulatorarm64	0.1.1		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.1.1	metadata	9cd54d5f0b1d96275c045bb2d7bac72b4c022b3a
io.github.zhangzih4n	compose-iossimulatorarm64	0.10.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.10.0	metadata	139a22fcdf30a8f97f8574bafd58a290d02f296c
io.github.zhangzih4n	compose-iossimulatorarm64	0.3.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.3.0	metadata	ad4702974e833f843d5a291506e9c78b2c059947
io.github.zhangzih4n	compose-iossimulatorarm64	0.4.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.4.0	metadata	e90d166ae990128defb8075cd309e4ad69e322bd
io.github.zhangzih4n	compose-iossimulatorarm64	0.5.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.5.0	metadata	6d6ea4554e29f91ab12c7e3215453e1c03bb7dad
io.github.zhangzih4n	compose-iossimulatorarm64	0.6.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.6.0	metadata	0318153539e589ba19dbaa48df337d4b05b8175a
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.0	metadata	5bd9cd45d95eeeb5197fee8cb0214d6a139f75af
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.1		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.1	metadata	2ad696cfc1252444f3cb73150c696bac02523371
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.2		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.2	metadata	2bb3d5531ed8b661a17550c849be21875cbc1e19
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.3		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.7.3	metadata	f61b4bed134356f0a0a8e0ebbd4fe0ce1a888b69
io.github.zhangzih4n	compose-iossimulatorarm64	0.8.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.8.0	metadata	3d1b840e43883f3e52df82555b516c7870d6043f
io.github.zhangzih4n	compose-iossimulatorarm64	0.9.0		N/A
io.github.zhangzih4n	compose-iossimulatorarm64	0.9.0	metadata	5d6ed9c51210e3e6f4811a291dbb09ccce3368c8
io.honnix	kheos	0.0.3		N/A
io.honnix	kheos	0.0.4		N/A
io.honnix	kheos	0.0.5		N/A
io.honnix	kheos	0.0.6		N/A
io.honnix	kheos	0.0.7		N/A
io.honnix	kheos	0.0.8		N/A
io.honnix	kheos	0.0.9		N/A
io.joyrpc	joyrpc-trace	1.2.0-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.3.0-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.0-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.1-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.2-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.3-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.4-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.5-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.6-RELEASE		N/A
io.joyrpc	joyrpc-trace	1.4.7-RELEASE		N/A
io.miragon.miranum	fit-connect-client-starter	0.1.0		766edd7d68115699e21eaefd1bc8734d3151e6ea
io.miragon.miranum	fit-connect-client-starter	0.2.0		a875f213f92f3927ed15a3385b65ff9322bf4b14
io.miragon.miranum	fit-connect-client-starter	0.3.0		3272105c24c81b6e83a13886dfac2db0e4f10c88
io.miragon.miranum	fit-connect-client-starter	0.4.0		1cbf4cf904cd7580e160bde575b65677605dacf1
io.miragon.miranum	fit-connect-client-starter	0.5.0		f73a096fdf679fd3aad00423ad2d758307582b19
io.revenuemonster	rm-kotlin-sdk-android	1.0.0-rc		N/A
io.silksource	continuous-testing	0.0.1		8c3ad8f39964b548632ea10d3c160e96f3d59ba3
io.streamthoughts	kafka-clients-kotlin-example	0.2.0		a32df1296d982affe0fb9e41517a02cefb9628c7
io.yupiik.alveoli	prometheus-simple	1.0.0		bf4a7f93b9fb6da9954107f06e06c9c248e0393a
io.yupiik.alveoli	prometheus-simple	1.0.1		b83b29bc5bb02501ce057ff88b8d04db9f9fd594
io.yupiik.alveoli	prometheus-simple	1.0.10		e57b9d01413e823fc6eefc0d67f6a115d5d1a5c2
io.yupiik.alveoli	prometheus-simple	1.0.11		fc834c606d43e4786e59dbf7d13849741035468c
io.yupiik.alveoli	prometheus-simple	1.0.12		5bd9ee3fb6ae43379ccbb859139cf3f80be15e75
io.yupiik.alveoli	prometheus-simple	1.0.13		02274bce114fdbc35ecd6ab3de3c3239f34895d3
io.yupiik.alveoli	prometheus-simple	1.0.14		0b3e05934adf0446994fea7f91a273341015ab54
io.yupiik.alveoli	prometheus-simple	1.0.15		29fa5d66da6dedb923abbd4c809dd2c9c218e03f
io.yupiik.alveoli	prometheus-simple	1.0.16		e4ed317cfc30e75f706d08e80855e530ad8d0083
io.yupiik.alveoli	prometheus-simple	1.0.17		69d99c37f3bf806f62f33b65a14de87a6d374c94
io.yupiik.alveoli	prometheus-simple	1.0.18		7de467bb11539505319d0b5120a40997fc2f5e04
io.yupiik.alveoli	prometheus-simple	1.0.19		ccf552c02daf89b1b7d9662fe6a9971c0501fbad
io.yupiik.alveoli	prometheus-simple	1.0.2		b71d4d8f96bc9025dee3cf9a754bb09d2ac5937b
io.yupiik.alveoli	prometheus-simple	1.0.20		2208b0315b6787c5fcae32296d9a6e1d8c13a430
io.yupiik.alveoli	prometheus-simple	1.0.21		05aecd2c74039904d6456f487a09c73e7d14c80a
io.yupiik.alveoli	prometheus-simple	1.0.22		2297cc57ac5c6dc9491c8a6c3e11e3a3e6241901
io.yupiik.alveoli	prometheus-simple	1.0.23		6b729bd9900cf705eeb074cb09c037116d83e343
io.yupiik.alveoli	prometheus-simple	1.0.24		734bbf6bc27639ddcfe8b52f60cb12b6817dd43c
io.yupiik.alveoli	prometheus-simple	1.0.25		3cf19b5f2fc4cc01144241d00eb8ee7ac087858b
io.yupiik.alveoli	prometheus-simple	1.0.26		7b330855a890dce31ac38ee60673c6c67025e82f
io.yupiik.alveoli	prometheus-simple	1.0.27		39fbcd0617464d87e4355620c27af00dd4fd64f9
io.yupiik.alveoli	prometheus-simple	1.0.28		f390833f3410945153d59cf62ac3354402bb1ed9
io.yupiik.alveoli	prometheus-simple	1.0.29		4b7952fc467587bcc1a258450c37bcd0035e7343
io.yupiik.alveoli	prometheus-simple	1.0.3		7b02c1485ca8ef64d1e1f52cb018f904f72f9cb4
io.yupiik.alveoli	prometheus-simple	1.0.4		acc2323a0659d0a156ae518ae113f742443c998c
io.yupiik.alveoli	prometheus-simple	1.0.5		515e6aaae12b9b3ff606813a7e58eb191337d499
io.yupiik.alveoli	prometheus-simple	1.0.6		01b2fcbc4f25f58d68aac25b9db9bdba762b1edd
io.yupiik.alveoli	prometheus-simple	1.0.7		8d159356e508b131c9e13e2ed449f101f2d3c05c
io.yupiik.alveoli	prometheus-simple	1.0.8		97cc39f66bbfa249fb77299b7a325c801559111a
io.yupiik.alveoli	prometheus-simple	1.0.9		2fe73168f510eb8164ee121ed950230a4d38d034
org.apache.aries.application	org.apache.aries.application.runtime	0.1-incubating		ab2ba3555d05beeed2b89ba44c7ab4fbeb72e6f2
org.apache.aries.application	org.apache.aries.application.runtime	0.2-incubating		dffa670a0194c4a43dd702f74d111d02b456c299
org.apache.aries.application	org.apache.aries.application.runtime	0.2.1		55c6c034fd0ed3eb410a75b6bc20a2a5e2c2357b
org.apache.aries.application	org.apache.aries.application.runtime	0.2.2		f75dfcdb89a3a7c7dc482075c669e2dff4d9d2a6
org.apache.aries.application	org.apache.aries.application.runtime	0.3		c7da9cbceba27074d588f1ff9c175d4716789d55
org.apache.aries.application	org.apache.aries.application.runtime	1.0.0		595c1bd1b03f55fc48e473953e526b04acafbdb7
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	1.0.0		ca55a990343bc2586c16325601c3d641ae1a4591
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.18.1		fe39c5aa086355eba0ea4dc892b2c695834279b4
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.18.2		d61d0d69ae39fc1bf65f41bfa27187567bb78406
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.19.0		abb95b1625b9a558941e92afa1a0507d3c7d9cd3
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.20.0		d3673973d34aee283f131e331e29a1011e2ee7a3
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.20.3		37e70674feb45c8973dc9f4017c69703f1a637ea
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.20.6		39e010c41aab0b431a0960964eee5222e5b0e20d
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	3.21.0		f445d0fd1e347628b7de5dd19d6d8aa5c826ca97
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.0.0		d7903c377d401209ca5803efbb9976d7896a34dc
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.0.3		39236872556495205b135e639abba795dc0a0d18
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.10.2		36e3212642e0216f80d2fc1d3af83e9b038c5b32
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.10.3		109f83ce3cc6ddc61f303e24cb0d8fc38d9bce25
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.11.0		4393e5eb76fb836350e279036d93ab16a63992a4
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.4.2		7b26763a0a29712b8e9a14779b67716b7435ce42
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.4.3		c53e06049589e5177419d08b69a8f05a5610be48
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.8.0		dc0dfd13b5a2dfd4d9f37cca7f10304e170e630e
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.8.3		e218b0222bd09ae31105f241cb580b05218dcd60
org.apache.camel.kafkaconnector	camel-ftps-sink-kafka-connector	4.8.5		2267133c876c0c3be451dc4cf1f39b2f9bd3ab91
org.apache.ctakes	ctakes-dependency-parser	3.0.0-incubating		e1c5725c7be8db02d50b1facce0da4f95ec9ef63
org.apache.ctakes	ctakes-dependency-parser	3.1.0		3fa3fd2315d429a48f8aec99220fe7130c5596a3
org.apache.ctakes	ctakes-dependency-parser	3.1.1		58754677022bf842970a14b2f3b1aac6715ef9e3
org.apache.ctakes	ctakes-dependency-parser	3.2.0		1989f65e7ac3db5af7a894a975cfe57f984f2217
org.apache.ctakes	ctakes-dependency-parser	3.2.1		ed3a70b74bf629f5c1e6ea60dcda9453737e83fa
org.apache.ctakes	ctakes-dependency-parser	3.2.2		dcc90d7e92e2153e8811aac95c63459979ed147a
org.apache.ctakes	ctakes-dependency-parser	4.0.0		df8498f8578e0e13fef8cec12786d418cb838221
org.apache.ctakes	ctakes-dependency-parser	4.0.0.1		4214575c26b7a1868716252dae56de79b3d15cf7
org.apache.ctakes	ctakes-dependency-parser	5.1.0		336307430c75230a8651d9eb42e23e46e447458e
org.apache.ctakes	ctakes-dependency-parser	6.0.0		991197ac306185373939abafc98595bcdf008cdd
org.apache.geronimo.samples	jms-mdb-war	2.1.2		N/A
org.apache.geronimo.samples	jms-mdb-war	2.1.7		N/A
org.apache.geronimo.samples	jms-mdb-war	2.2		N/A
org.apache.geronimo.samples	jms-mdb-war	2.2.1		N/A
org.apache.maven.plugins	maven-checkstyle-plugin	2.0		4d233c4c66168a31112de6638f7cee311c864c53
org.apache.maven.plugins	maven-checkstyle-plugin	2.0-alpha-2		994da822da6eebf80f810415316db85125a125af
org.apache.maven.plugins	maven-checkstyle-plugin	2.0-beta-1		4a86cb03396897565e9e1eda4527fa3947537a39
org.apache.maven.plugins	maven-checkstyle-plugin	2.1		f184fe1175be9b262a822fa864fd66ade2c99de5
org.apache.maven.plugins	maven-checkstyle-plugin	2.10		cba5b17b2298ce4920b1794d775419b060aafbf0
org.apache.maven.plugins	maven-checkstyle-plugin	2.11		39be71094985250435738076d9a85eb3806db4b9
org.apache.maven.plugins	maven-checkstyle-plugin	2.12		562cf79aa7e03fba632afa2e891e38e6924bed34
org.apache.maven.plugins	maven-checkstyle-plugin	2.12.1		0b58c99511308269c63b71dc4ebb6db3e242de5f
org.apache.maven.plugins	maven-checkstyle-plugin	2.13		4bae038ce74fa09fd97c2ad307d56b5c4f5f5ced
org.apache.maven.plugins	maven-checkstyle-plugin	2.14		708a60b517e3def37b86c98630a41fd7213ce97b
org.apache.maven.plugins	maven-checkstyle-plugin	2.15		35a5cebe2e601763030b1eb83149fe2874d3706f
org.apache.maven.plugins	maven-checkstyle-plugin	2.16		273da4329d85e3d6741226a89d60c00d121bbd41
org.apache.maven.plugins	maven-checkstyle-plugin	2.17		c25336361845701a0326dded89dc49e247183f0a
org.apache.maven.plugins	maven-checkstyle-plugin	2.2		ff1b19fce94e0756c2c38321c9f62fd5c75896fe
org.apache.maven.plugins	maven-checkstyle-plugin	2.3		f8dee58bbdbd48c11f2d63bac5948cde1f35b47e
org.apache.maven.plugins	maven-checkstyle-plugin	2.4		d38a35f9d6d5a4e7c34fae28ac0e2f3171a2e112
org.apache.maven.plugins	maven-checkstyle-plugin	2.5		1a6624835cc38f28151b834af7a9dc97a8c3f4bb
org.apache.maven.plugins	maven-checkstyle-plugin	2.6		3c419b2e896ab8ba10b7805b50264112d215e4fa
org.apache.maven.plugins	maven-checkstyle-plugin	2.7		7e8f0227cb354c9f7ea2844d96eee813b943708e
org.apache.maven.plugins	maven-checkstyle-plugin	2.8		f8f3f49eec8c3e7f2076a67d4efaa358fa6310de
org.apache.maven.plugins	maven-checkstyle-plugin	2.9		d561762806b9acd439c904d3854fd7fa71fd6be9
org.apache.maven.plugins	maven-checkstyle-plugin	2.9.1		7b2a82e0b8738341f89dfa3eb3f47cf01e08c007
org.apache.maven.plugins	maven-checkstyle-plugin	3.0.0		39286d0eb85ab454d02c2338df87342952989dea
org.apache.maven.plugins	maven-checkstyle-plugin	3.1.0		4cbc5be82d92e87f8db396f8e1f8c218f6dcce0e
org.apache.maven.plugins	maven-checkstyle-plugin	3.1.1		0949b6d31b980570397aa42d794bfd821e5491f1
org.apache.maven.plugins	maven-checkstyle-plugin	3.1.2		6eadac3d1f741a36d091d8bc2433a3fd95990204
org.apache.maven.plugins	maven-checkstyle-plugin	3.2.0		32ca94e79550c7c911263417ee82c988eaad2d0a
org.apache.maven.plugins	maven-checkstyle-plugin	3.2.1		ccb6c40aec280db3e1eb4ddbb1d60b306c3c682b
org.apache.maven.plugins	maven-checkstyle-plugin	3.2.2		f5ebfaffb14d7fb3944009703c3b7ef34147da44
org.apache.maven.plugins	maven-checkstyle-plugin	3.3.0		71d69b23a7a434fb2d51e26a86559c94144046ce
org.apache.maven.plugins	maven-checkstyle-plugin	3.3.1		19946245b33f290ea68c7c82cae31fee17a14589
org.apache.maven.plugins	maven-checkstyle-plugin	3.4.0		1713171157b33c4e605c86d25f3c5c1acc112f87
org.apache.maven.plugins	maven-checkstyle-plugin	3.5.0		3fbaa0db0ea3898624248b667b662f59092016c8
org.apache.maven.plugins	maven-checkstyle-plugin	3.6.0		de1a7244e68b3ab863ec474ccccdd9cb0becfe39
org.apache.openejb	openejb-provisionning	4.0.0		4b86b2ffaefdbd2b5244e5adf86bc3aef360ece3
org.apache.openejb	openejb-provisionning	4.5.0		994c8114a9259622673644c1598aa5f02a513986
org.apache.openejb	openejb-provisionning	4.5.1		d1c2c3ab4483a9234e59120d0ae3bde48de0eb62
org.apache.openejb	openejb-provisionning	4.5.2		6112e11acd50dcdfa8ec919b3bd74095064aaf68
org.apache.openejb	openejb-provisionning	4.6.0		959a434fccd0167769896854a04f65b395e5e40f
org.apache.openejb	openejb-provisionning	4.6.0.1		5146907e22d98d21396d7c6bab5c42c472e567ab
org.apache.openejb	openejb-provisionning	4.6.0.2		17bc7e7c3d48905318820047b1d49333d31355fd
org.apache.openejb	openejb-provisionning	4.7.0		ee021fc32c4774bff64c1883b29800d9f0d9e45b
org.apache.openejb	openejb-provisionning	4.7.1		867b305b982330360ce7fa8cf96cbed64116de5f
org.apache.openejb	openejb-provisionning	4.7.2		18e40bb4d4e6ed2443c696c6d34b309cfe538d73
org.apache.openejb	openejb-provisionning	4.7.3		b4acb8a721a92c1072c53bfe4cced7df5d1662d3
org.apache.openejb	openejb-provisionning	4.7.4		040f622cfd0860c016abb665c070e4e422e69c05
org.apache.openejb	openejb-provisionning	4.7.5		a901ed062d3adffc9c053ab21174be50a575e817
org.apache.shardingsphere	shardingsphere-encrypt-core	5.0.0		6bb6ecd1561f3c8a055b71e35a4457cdc3027df4
org.apache.shardingsphere	shardingsphere-encrypt-core	5.0.0-beta		b7f1919695fe008bcf005cb1bc996c554f52d7ad
org.apache.shardingsphere	shardingsphere-encrypt-core	5.1.0		58dd8e98d19c504d90c03f1db4c95891d20584b4
org.apache.shardingsphere	shardingsphere-encrypt-core	5.1.1		555c31a58b4dd47f0fa439253324ecdb3587d99b
org.apache.shardingsphere	shardingsphere-encrypt-core	5.1.2		732983d753dbdd9d12f62b181b94b7ca2d12026c
org.apache.shardingsphere	shardingsphere-encrypt-core	5.2.0		0b9fcb4b27dd08976d89892b997db7aefd7c0fc6
org.apache.shardingsphere	shardingsphere-encrypt-core	5.2.1		2ca275de25af8aec3df24c11f71179d4356e3b91
org.apache.shardingsphere	shardingsphere-encrypt-core	5.3.0		77523f63b348378e5e48eacf06deee3232661387
org.apache.shardingsphere	shardingsphere-encrypt-core	5.3.1		a9eb37379ad5b19d35c7d71949958260b2361ec3
org.apache.shardingsphere	shardingsphere-encrypt-core	5.3.2		ed58bb2c4e377f5292720d493b2bf876ca654dd9
org.apache.shardingsphere	shardingsphere-encrypt-core	5.4.0		8e7fe3c9545e59255894eb50d8639924f6c818d6
org.apache.shardingsphere	shardingsphere-encrypt-core	5.4.1		947cc62b6970176bb9ec19de8b14d5137d1ec207
org.apache.shardingsphere	shardingsphere-encrypt-core	5.5.0		fd42263d62a3d148c32c9e81bebb323a8edb20bd
org.apache.shardingsphere	shardingsphere-encrypt-core	5.5.1		343251364cec40aba36a00aed38333815281196c
org.apache.shardingsphere	shardingsphere-encrypt-core	5.5.2		c93ef81fa041996fe011ef78ed619418bd0fa105
