at.bestsolution.eclipse	org.eclipse.jdt.annotation	2.0.100	-	52cce5b7b78b33bb9ba2752f6355305cc809c657
io.github.vigoo	zio-aws-route53_2.12	3.15.35.3	-	69c81bd7cd94a012c3e2b8511e7eb142bd500f87
io.github.vigoo	zio-aws-route53_2.12	3.15.35.4	-	adcb4edc7397d9e2b20abe487e51a0f508e4e9df
io.github.vigoo	zio-aws-route53_2.12	3.15.35.5	-	2816987a54441e5bb3ef15ca2b1b7cd6ec02384b
io.github.vigoo	zio-aws-route53_2.12	3.15.38.1	-	070fbe2b46a10be4cac37df4bf8221c1e032d743
io.github.vigoo	zio-aws-route53_2.12	3.15.40.1	-	7167592eca6fed5907a881b70acb6f6f977fa82c
io.github.vigoo	zio-aws-route53_2.12	3.15.40.2	-	85348519dea58489546c814a017bb7ab75cf528f
io.github.vigoo	zio-aws-route53_2.12	3.15.40.3	-	9e07ca8a037c1f9ded8db820a6355a57db482fc9
io.github.vigoo	zio-aws-route53_2.12	3.15.42.1	-	73ef3832cc401234340861a757965ad9efd9b9f0
io.github.vigoo	zio-aws-route53_2.12	3.15.42.12	-	5d08417c6e68b55b6ec16853b7c82a17fda738ef
io.github.vigoo	zio-aws-route53_2.12	3.15.42.2	-	cf0af12b04d99c4028d6793ba33650edd29cae23
io.github.vigoo	zio-aws-route53_2.12	3.15.42.3	-	121e2b7c7a73c475d22ee2ef5eb131995d4afbb6
io.github.vigoo	zio-aws-route53_2.12	3.15.45.1	-	311219ce8b99df3501276fa7526427396008a611
io.github.vigoo	zio-aws-route53_2.12	3.15.45.2	-	ff1361bc38ab09f216213cf4b3612b93b852f728
io.github.vigoo	zio-aws-route53_2.12	3.15.45.3	-	bec42ebd16b4545d6edc1b02e292b7a9d8e3252f
io.github.vigoo	zio-aws-route53_2.12	3.15.48.1	-	cf77427c1f1d1767e3f98f01cb753056bee2dfd3
io.github.vigoo	zio-aws-route53_2.12	3.15.48.2	-	e598838b25b3fded902a46f37fd7af85adbc4af5
io.github.vigoo	zio-aws-route53_2.12	3.15.49.1	-	3be0195a14c5cf7120b37a815cba23ff03e30fc6
io.github.vigoo	zio-aws-route53_2.12	3.15.49.2	-	2667f00708eb24c87a0f280e493ef5adce06b337
io.github.vigoo	zio-aws-route53_2.12	3.15.50.2	-	522348197d4c383410294971d04945b647d2c643
io.github.vigoo	zio-aws-route53_2.12	3.15.51.1	-	b608567af9170570ac8286ceb1bf0e4d6eaa8529
io.github.vigoo	zio-aws-route53_2.12	3.15.51.2	-	8c996baf291f95084a8f8d243271ae861b623e5a
io.github.vigoo	zio-aws-route53_2.12	3.15.53.1	-	34db014dad579583c222696b7e5e05dca30f0b3e
io.github.vigoo	zio-aws-route53_2.12	3.15.53.2	-	28f85ac0371a0f36c8672bb8c883460c2879d94e
io.github.vigoo	zio-aws-route53_2.12	3.15.53.3	-	41187e2d3ad98f6110f2ac91b1afc544a1cb2bec
io.github.vigoo	zio-aws-route53_2.12	3.15.57.1	-	a87243f8dc4b402fe30e17b14b130c18e2b53a94
io.github.vigoo	zio-aws-route53_2.12	3.15.58.1	-	12a15ff895142798cbea93be83f33953ff4c49a9
io.github.vigoo	zio-aws-route53_2.12	3.15.60.1	-	bf9defb6e3702400c542ff8a5db8c02575b89371
io.github.vigoo	zio-aws-route53_2.12	3.15.61.1	-	924014d18514cd6a7719f8576296cd0adb9b096f
io.github.vigoo	zio-aws-route53_2.12	3.15.63.1	-	d4cf95ddad4a9feac2f731d1ee314d7edb55b9a4
io.github.vigoo	zio-aws-route53_2.12	3.15.65.2	-	e19df8de8d4fea4e64b84d67602673a120eb17f6
io.github.vigoo	zio-aws-route53_2.12	3.15.65.3	-	b7a78e0dae671648c6e0d5518bbd0a19fca23d70
io.github.vigoo	zio-aws-route53_2.12	3.15.66.2	-	8b18a51d39f64c21bcfa4b659d2362ec054963f4
io.github.vigoo	zio-aws-route53_2.12	3.15.66.3	-	f5540f122e97d53d35b4be0b95f2b8dce315373d
io.github.vigoo	zio-aws-route53_2.12	3.15.67.1	-	0d182cd1435c9b41992fdcf071b9fccea7f6b1e2
io.github.vigoo	zio-aws-route53_2.12	3.15.68.2	-	ab77c241bbfd89d95724392d18d82cc4f56f5f6b
io.github.vigoo	zio-aws-route53_2.12	3.15.68.3	-	18badf2f4756ade0322002f2781d2d4838cc4126
io.github.vigoo	zio-aws-route53_2.12	3.15.69.1	-	9243d8983219f507dc6852f56a8054400cfb5237
io.github.vigoo	zio-aws-route53_2.12	3.15.69.2	-	7ad58fe8584e4ef14a715abfb97cb2eab3e726ee
io.github.vigoo	zio-aws-route53_2.12	3.15.69.3	-	918741d076bb9106a8a7fc6811ac7918f2c96985
io.github.vigoo	zio-aws-route53_2.12	3.15.70.1	-	b848e84755a6aea953f98650b86040e583dc84a4
io.github.vigoo	zio-aws-route53_2.12	3.15.71.1	-	ecd33523a44f2e7aad99eee4c1c0617b0f0fd685
io.github.vigoo	zio-aws-route53_2.12	3.15.71.2	-	62bcf2255c5a5eecd00619a373ac25a26c902213
io.github.vigoo	zio-aws-route53_2.12	3.15.71.3	-	0b193d4ea5f9785f0970470b29ab9da984f7bd59
io.github.vigoo	zio-aws-route53_2.12	3.15.73.1	-	fa8ae965be3f83af4f528a7a8c3bb0aa22caa407
io.github.vigoo	zio-aws-route53_2.12	3.15.73.2	-	3f6f30150624275eb832f347537530456da51157
io.github.vigoo	zio-aws-route53_2.12	3.15.73.3	-	a7b5d3cf0bf0382cfea26cd6349cbcdf73533f76
io.github.vigoo	zio-aws-route53_2.12	3.15.73.4	-	b2723429f628d44132b69e29388ff4833b011c87
io.github.vigoo	zio-aws-route53_2.12	3.15.74.1	-	accb47dba740ac55186da8b33e174ab64883bfc4
io.github.vigoo	zio-aws-route53_2.12	3.15.74.2	-	4eeba10e480ce9cc64080079b13d1545ca4f822b
io.github.vigoo	zio-aws-route53_2.12	3.15.77.1	-	47e0de44265d34381db18a8d3e0846e449e1b8ee
io.github.vigoo	zio-aws-route53_2.12	3.15.77.2	-	6ccb09fd6478aca658f2f89123869a4fe5637bab
io.github.vigoo	zio-aws-route53_2.12	3.15.79.1	-	d39adb32096e8c943f89219877b891ae09bfcbbb
io.github.vigoo	zio-aws-route53_2.12	3.15.80.1	-	3530fd25fe705aa3ba2321878800e6857d93f2ee
io.github.vigoo	zio-aws-route53_2.12	3.15.80.2	-	0c952a6cc41a35a6950997cf7fbc4c1b4f3ae2b0
io.github.vigoo	zio-aws-route53_2.12	3.15.81.1	-	7551729c1d520f1b4ce9a8a77c9f5fd3b9cc7f0b
io.github.vigoo	zio-aws-route53_2.12	3.15.81.2	-	e58144bcc8bbe594d9ee874e7783b886a7a71573
io.github.vigoo	zio-aws-route53_2.12	3.15.82.1	-	8e27b3dbd3aa8cba247170a646108856b1d88b2b
io.github.vigoo	zio-aws-route53_2.12	3.15.82.2	-	c78ca62ddf6752dc551f4d5324c2321b32f5a45e
io.github.vigoo	zio-aws-route53_2.12	3.15.82.3	-	c63998cba79c373d25efd993d0ebd6ebafd2afdd
io.github.vigoo	zio-aws-route53_2.12	3.16.0.1	-	502f5c9e3cdc2d85e71b60ef16cf6610cbef70c9
io.github.vigoo	zio-aws-route53_2.12	3.16.0.2	-	d369ca776dc47c0f78d14e9f1c25cc4996297847
io.github.vigoo	zio-aws-route53_2.12	3.16.1.1	-	2d3401c1fdb8674026c45ba577ccaf7e02eeff39
io.github.vigoo	zio-aws-route53_2.12	3.16.1.2	-	ddce3cafa7e0b5487bbdf3e7aad31e9022da69fa
io.github.vigoo	zio-aws-route53_2.12	3.16.100.1	-	f9a210e1c7d5efedea7015b5378a150df660243b
io.github.vigoo	zio-aws-route53_2.12	3.16.101.1	-	fe98861a3c1c4b7d9347f1796a097806bd158a70
io.github.vigoo	zio-aws-route53_2.12	3.16.102.1	-	81f68233a7d359c97eb77041ae40101cc832ddbf
io.github.vigoo	zio-aws-route53_2.12	3.16.102.2	-	4c91b7e29037c8227fe977cd716b6470f53305cb
io.github.vigoo	zio-aws-route53_2.12	3.16.104.1	-	027eb9ed070bc8911298fde8e0effd5f8f6fe26a
io.github.vigoo	zio-aws-route53_2.12	3.16.13.1	-	5a0e1b5910fe37b8324aa4937c20b150ffbf1110
io.github.vigoo	zio-aws-route53_2.12	3.16.13.2	-	22e71d076f835de3c33135d19c7b943346db50a4
io.github.vigoo	zio-aws-route53_2.12	3.16.14.1	-	fb71b8759b9ecd2a5a098147a5c913dad5a710e1
io.github.vigoo	zio-aws-route53_2.12	3.16.14.2	-	e76a8322c39a360097f758ffc82dea7aeec18efa
io.github.vigoo	zio-aws-route53_2.12	3.16.16.1	-	0733161962bb744d4f3c459d96e014fab56d1926
io.github.vigoo	zio-aws-route53_2.12	3.16.17.1	-	deec25a65d69b9714549e51fb01d97d3ad6cb8ca
io.github.vigoo	zio-aws-route53_2.12	3.16.17.2	-	43f04b25ae4899a072f1983b466af75d1e87ee7e
io.github.vigoo	zio-aws-route53_2.12	3.16.18.1	-	33a89057a5ca1a8d33dd77f6d70ec066d7a7b67c
io.github.vigoo	zio-aws-route53_2.12	3.16.18.2	-	3b422f0fb5f7c97661e3acb31cd1bced1cd35d48
io.github.vigoo	zio-aws-route53_2.12	3.16.18.3	-	8f28e36b8d54f887478c901e5596e9659d99f20e
io.github.vigoo	zio-aws-route53_2.12	3.16.20.2	-	d0575098e9462c85d0263b12a684b3afecfe350b
io.github.vigoo	zio-aws-route53_2.12	3.16.20.3	-	fc3150e8a4b33d5a2e33af056c6eb1908310fcff
io.github.vigoo	zio-aws-route53_2.12	3.16.20.4	-	442f4102690f24d52a6d8a6d2a0945398ed3a678
io.github.vigoo	zio-aws-route53_2.12	3.16.20.5	-	62c9dcca7f59733b53737de760d90d92bbc65227
io.github.vigoo	zio-aws-route53_2.12	3.16.20.6	-	e6e6542b81b08a4b6cfb4b6a5629d6008d07a159
io.github.vigoo	zio-aws-route53_2.12	3.16.20.7	-	88d3597948da5ad79d748f29860bfb615c367563
io.github.vigoo	zio-aws-route53_2.12	3.16.3.1	-	b4e8edbf8cc7b2d3421144400f74dc29863a3242
io.github.vigoo	zio-aws-route53_2.12	3.16.3.2	-	d023e0bc9eb8f4951c2cbc716d0079b041ac29bd
io.github.vigoo	zio-aws-route53_2.12	3.16.34.1	-	3d666f8f752287e33b018a61b521a490fcf3a70c
io.github.vigoo	zio-aws-route53_2.12	3.16.34.2	-	7e11b40b7491dfb167d70809487f293bd47790dd
io.github.vigoo	zio-aws-route53_2.12	3.16.35.1	-	42d91662ebc1e0c17e58db2d827939587f3d6dc4
io.github.vigoo	zio-aws-route53_2.12	3.16.36.1	-	27e51bcd9ac0b7469e6c10d69409dca343e24fad
io.github.vigoo	zio-aws-route53_2.12	3.16.36.2	-	f18e84c7e09e94a31b39f890471a9582ce338393
io.github.vigoo	zio-aws-route53_2.12	3.16.37.1	-	01a3245a645483b7388a9f16c74077a74353f673
io.github.vigoo	zio-aws-route53_2.12	3.16.37.2	-	576283345fb15cdbe89cdd8f5b3042070652b2d2
io.github.vigoo	zio-aws-route53_2.12	3.16.38.1	-	8c4b2cd2f1c8379fd144d795687b388f3f4a84fe
io.github.vigoo	zio-aws-route53_2.12	3.16.39.1	-	1e53e42b604ec85c7b978fbca2d4a7109d70a88b
io.github.vigoo	zio-aws-route53_2.12	3.16.39.2	-	d0f46d9dfe8963ffdb0a0bcb799589e31f902003
io.github.vigoo	zio-aws-route53_2.12	3.16.4.1	-	3582d70065000e7af3635729e6d6ecf2453b3310
io.github.vigoo	zio-aws-route53_2.12	3.16.4.2	-	a77f50df6e579ac275336d79c95314a6ac2da25b
io.github.vigoo	zio-aws-route53_2.12	3.16.40.1	-	bb730731f7721d89c31ed22d2a079620a43eb033
io.github.vigoo	zio-aws-route53_2.12	3.16.42.1	-	36709ca65261ff5d58aa198f939b7e15e3560dfd
io.github.vigoo	zio-aws-route53_2.12	3.16.43.1	-	14fd05280ea9d2ee860520d8516938d882365e12
io.github.vigoo	zio-aws-route53_2.12	3.16.43.2	-	b62d10755174226507a8bab65b54e009d40d4441
io.github.vigoo	zio-aws-route53_2.12	3.16.44.1	-	027555bf644a7b4cf10e32da38e2cdef894fb421
io.github.vigoo	zio-aws-route53_2.12	3.16.44.3	-	3e387d237d0dca8c4bdbc305ef5d7fce07978453
io.github.vigoo	zio-aws-route53_2.12	3.16.45.1	-	7d23b445e73facdbed99f53825fd752b1a5d9087
io.github.vigoo	zio-aws-route53_2.12	3.16.46.1	-	4d0d31e6d474aac08dbd9639e4167bf74f0084ff
io.github.vigoo	zio-aws-route53_2.12	3.16.46.2	-	a6b9efa4fe54bc5dda9dd4674edc54cc4b457cb3
io.github.vigoo	zio-aws-route53_2.12	3.16.47.1	-	4e7b0210aed64f8cd64d93d49af08981ef62eb9a
io.github.vigoo	zio-aws-route53_2.12	3.16.47.2	-	4aec8f6cc33eca7aec4cd08f56eb87e3c78c288c
io.github.vigoo	zio-aws-route53_2.12	3.16.48.1	-	d47be05edab085f7aa1342f25f9ddd0a1776aef4
io.github.vigoo	zio-aws-route53_2.12	3.16.5.1	-	c67fb12c005907b4ffdcbdceb1dfe6bb1113ad12
io.github.vigoo	zio-aws-route53_2.12	3.16.5.2	-	57b2950858082662b7dc47f4512c80bbacfb994b
io.github.vigoo	zio-aws-route53_2.12	3.16.50.1	-	610daaaf1d35baa8f842af428c9fdca5fef63e56
io.github.vigoo	zio-aws-route53_2.12	3.16.51.1	-	9be9429381c0fe900f5004898adbb191ace4c422
io.github.vigoo	zio-aws-route53_2.12	3.16.52.1	-	526a76c62ce5548ff99af2c1dc91031ac9122cb9
io.github.vigoo	zio-aws-route53_2.12	3.16.54.1	-	b8a77a48c583dda1e7be3a9b12f39de0f2121fa9
io.github.vigoo	zio-aws-route53_2.12	3.16.57.1	-	f776b3766f5b268de51844c034624eb8b110a178
io.github.vigoo	zio-aws-route53_2.12	3.16.57.2	-	464c4c9f1ee024c464476e03e69eb7a5255902ed
io.github.vigoo	zio-aws-route53_2.12	3.16.59.1	-	b3b8c4fb9d3bf0fb288805e9e787354c35c97313
io.github.vigoo	zio-aws-route53_2.12	3.16.6.1	-	445c677b3483c057e82b99b8c94a1b495f2dc6e3
io.github.vigoo	zio-aws-route53_2.12	3.16.60.1	-	dc12760350b21fdbbe5e1fec5032c03e2b453e08
io.github.vigoo	zio-aws-route53_2.12	3.16.60.2	-	587791859b0587f9b6bccafc921bb33502915737
io.github.vigoo	zio-aws-route53_2.12	3.16.61.1	-	cbebec5dd899cb952c146268d07d9a9ccf880b76
io.github.vigoo	zio-aws-route53_2.12	3.16.61.2	-	a618f82e2cda791cc06620e484aa02e2f14d1e6d
io.github.vigoo	zio-aws-route53_2.12	3.16.62.1	-	ad95c2c6212670fc2108bc19700fb923119c9d85
io.github.vigoo	zio-aws-route53_2.12	3.16.62.2	-	4bbed0f701c7b1702543b73cb1acf8c5bff8d285
io.github.vigoo	zio-aws-route53_2.12	3.16.62.3	-	16bc86bed36ce415e67f483f2c88092a45a2e238
io.github.vigoo	zio-aws-route53_2.12	3.16.66.1	-	2077903ca71e8c03997bfb5098fb3d4d777d3b61
io.github.vigoo	zio-aws-route53_2.12	3.16.68.1	-	03f9e29ae48f8a04864c9217b6beee8c80a48fea
io.github.vigoo	zio-aws-route53_2.12	3.16.69.1	-	0b2ecc8de7c68ed00c8213f68cec287bdedec4f5
io.github.vigoo	zio-aws-route53_2.12	3.16.69.3	-	5e126b09256ab6a073505cd277532880fdd4a2d3
io.github.vigoo	zio-aws-route53_2.12	3.16.7.1	-	749552b0efbc1bd6938c684ec5edf1003d05200f
io.github.vigoo	zio-aws-route53_2.12	3.16.70.1	-	79901d5f8474647851d16c784d100e790a89c3e2
io.github.vigoo	zio-aws-route53_2.12	3.16.70.2	-	ca7c6491933f8b57a66889a99f16e53498c6a09f
io.github.vigoo	zio-aws-route53_2.12	3.16.70.3	-	7317ddf42c06ed347a629a314d21732c161b85c4
io.github.vigoo	zio-aws-route53_2.12	3.16.72.1	-	0f6ef67ca6fcbe0b7dea029d3dc489b2013b640a
io.github.vigoo	zio-aws-route53_2.12	3.16.73.1	-	bf444832f12a82f78b4201c8e61843068fcb7146
io.github.vigoo	zio-aws-route53_2.12	3.16.74.1	-	ba0ccaccff3483b3b47f89f8f0a46b7dbd8a7158
io.github.vigoo	zio-aws-route53_2.12	3.16.74.2	-	f65a23ceb14a5d99df51b711a0d870ad6643197f
io.github.vigoo	zio-aws-route53_2.12	3.16.74.3	-	c8796ded8b191f7da9403286ffcb02471751a782
io.github.vigoo	zio-aws-route53_2.12	3.16.74.4	-	b50c3db72cf9e611b9be72a17ee9948a961a9bc4
io.github.vigoo	zio-aws-route53_2.12	3.16.74.5	-	59ca9a3710070814ec3663eaf7fb1a02f97bd963
io.github.vigoo	zio-aws-route53_2.12	3.16.74.6	-	a855c94f1bf79cbea8a8a824a9322153eab3c211
io.github.vigoo	zio-aws-route53_2.12	3.16.76.1	-	112f33e1b0aea9fd703cf6655f3eb34fd67ac796
io.github.vigoo	zio-aws-route53_2.12	3.16.77.1	-	468a88d7c6a6c4304e516c094482c1ceba45ca26
io.github.vigoo	zio-aws-route53_2.12	3.16.78.1	-	76d7fa2fdaa0763308effa8d63c8421d5ec2e60b
io.github.vigoo	zio-aws-route53_2.12	3.16.78.3	-	04a6021456739f841b5ea5fc35f86eab52570086
io.github.vigoo	zio-aws-route53_2.12	3.16.78.4	-	b20b539d9406827912bb98850a771faabbe62f74
io.github.vigoo	zio-aws-route53_2.12	3.16.78.5	-	63b31c3110fe6c8a5e3d2f5c7c400201a2bc1bd6
io.github.vigoo	zio-aws-route53_2.12	3.16.78.6	-	4b929b966caf71c1fa02eb079394544fb17b2227
io.github.vigoo	zio-aws-route53_2.12	3.16.79.1	-	973243740801bc17e9c1b32683119f88b6ab76f7
io.github.vigoo	zio-aws-route53_2.12	3.16.79.2	-	79e045a9c51e70f4b04a6aa1daa4a6065eae9470
io.github.vigoo	zio-aws-route53_2.12	3.16.79.3	-	0b900e00d82d1be9c1f58215baa6c11425531975
io.github.vigoo	zio-aws-route53_2.12	3.16.8.1	-	80413b2384bc21dfbcba1baaeb4bf70c80d9fc4f
io.github.vigoo	zio-aws-route53_2.12	3.16.8.2	-	9211e18c6da78186991d41cf2e4d67dea3020e85
io.github.vigoo	zio-aws-route53_2.12	3.16.87.1	-	1600971ac729f6dc98970603ddeecccf5017318e
io.github.vigoo	zio-aws-route53_2.12	3.16.88.1	-	2b6db14ae9d0cb632fbc2c1c88d3b5516463d36d
io.github.vigoo	zio-aws-route53_2.12	3.16.89.1	-	e7b8d4cd3d0820652cdd7f4ef146dd3edcdbe20e
io.github.vigoo	zio-aws-route53_2.12	3.16.90.1	-	4461497aebf0c4f45b011c4c7f50fb20710429ea
io.github.vigoo	zio-aws-route53_2.12	3.16.91.1	-	03f64cbfd982d1b6c1faac8ca325df7341f55751
io.github.vigoo	zio-aws-route53_2.12	3.16.92.1	-	7b4a16241272a98ae8c2963816089b327a131328
io.github.vigoo	zio-aws-route53_2.12	3.16.92.2	-	adf6eb507fcaa182c2fc35122a5c6ae777878231
io.github.vigoo	zio-aws-route53_2.12	3.16.94.1	-	3ceb1c3d0641c7900667d758d5b108836011896c
io.github.vigoo	zio-aws-route53_2.12	3.16.95.1	-	6c442709f66c7bd341975b4208bb0fc19d3c7bdb
io.github.vigoo	zio-aws-route53_2.12	3.16.95.2	-	fa2fd69ecafb2577124b08c226dfec15b5082698
io.github.vigoo	zio-aws-route53_2.12	3.16.96.1	-	25f25c3309764b4671b7cc27cac4088d663409e6
io.github.vigoo	zio-aws-route53_2.12	3.16.97.1	-	f1ece6c3790c6c0931fe485ae8ac1631cfce7a81
io.github.vigoo	zio-aws-route53_2.12	3.16.97.2	-	c9f091708af28c7655e4728c825678648bdcfd3f
io.github.vigoo	zio-aws-route53_2.12	3.16.97.3	-	6b6acb37ede72b83ec1cbcae31e4fac5bbc85445
io.github.vigoo	zio-aws-route53_2.12	3.16.99.1	-	95ed30319bcc235a87b107e1d2a09982a87efe6f
io.github.vigoo	zio-aws-route53_2.12	3.17.1.1	-	6643a742450069a6d2d0c640ab1325aa4248c1f9
io.github.vigoo	zio-aws-route53_2.12	3.17.100.1	-	b11163da8d300f57cc8ba24d46f3cddbaf348d05
io.github.vigoo	zio-aws-route53_2.12	3.17.100.3	-	6b4d1677adc4f831fba1f31227c2c868fa35d662
io.github.vigoo	zio-aws-route53_2.12	3.17.101.1	-	11fd6e6f499580fca4d1fc25f63dcdb918a1d1e3
io.github.vigoo	zio-aws-route53_2.12	3.17.102.4	-	083e9b70eece1862b9d522b3e643a0c0f5b60574
io.github.vigoo	zio-aws-route53_2.12	3.17.102.5	-	1fb1f278b9c4cfe9532ef85202536414804a1575
io.github.vigoo	zio-aws-route53_2.12	3.17.102.6	-	6bac8502316c36fd5a8dbcce1749228aec4ddbdc
io.github.vigoo	zio-aws-route53_2.12	3.17.103.1	-	fe4ba34e77288ef88a4c08102acc7a9e76761cef
io.github.vigoo	zio-aws-route53_2.12	3.17.104.1	-	b8fabbbe9508f15f7c77cf63b88973081e0e6b19
io.github.vigoo	zio-aws-route53_2.12	3.17.104.2	-	72579e9871b66b8d4c9c6bff75c92ef80ac2f438
io.github.vigoo	zio-aws-route53_2.12	3.17.104.3	-	3bbb9522906ec33abebe967947bd5168bc23e392
io.github.vigoo	zio-aws-route53_2.12	3.17.104.4	-	ce001d423bb4e175f01a62b933ff6048ca40c31f
io.github.vigoo	zio-aws-route53_2.12	3.17.104.5	-	69103c2ba5a7ef5771823acb7ec6c3639da3f258
io.github.vigoo	zio-aws-route53_2.12	3.17.104.7	-	1f87146fcb8ace491ceefb40c412c0df7f88359c
io.github.vigoo	zio-aws-route53_2.12	3.17.11.1	-	f2f2533cb980fe757f8a73b3e07ec3cf1987fbf2
io.github.vigoo	zio-aws-route53_2.12	3.17.12.1	-	50b785ed28ecab3b8ea2c146bff1604afd2fdbf0
io.github.vigoo	zio-aws-route53_2.12	3.17.12.2	-	c210b479c64aceee9d24e8257f0c9fbff952a557
io.github.vigoo	zio-aws-route53_2.12	3.17.12.3	-	8de02418cc9e614c9fe99e477e64066fe9dfd17f
io.github.vigoo	zio-aws-route53_2.12	3.17.19.1	-	944aa801f5fed5f66e972854e51dda58e02eb50c
io.github.vigoo	zio-aws-route53_2.12	3.17.2.1	-	b43b0ff656b0c167a4acdfd380155c3d7e918bb0
io.github.vigoo	zio-aws-route53_2.12	3.17.20.1	-	b6d70b54e2628a596ac6fc13366e1ae05497a6bb
io.github.vigoo	zio-aws-route53_2.12	3.17.21.1	-	49bb65767f731e9623546c01f268118889dc7a29
io.github.vigoo	zio-aws-route53_2.12	3.17.21.2	-	9b33bd726229a08f394d994327d1b52518ba5f7b
io.github.vigoo	zio-aws-route53_2.12	3.17.22.1	-	d800818b5d4f37cc822fad5bb242d5632222a6e6
io.github.vigoo	zio-aws-route53_2.12	3.17.23.1	-	43bea87d2698beab0df6775ed5475708df6fa37d
io.github.vigoo	zio-aws-route53_2.12	3.17.24.1	-	6ae68e96945b86778055250e0bd3ba8f206e3d79
io.github.vigoo	zio-aws-route53_2.12	3.17.24.2	-	aa0856c19f9e536f2892a2ffabca36c8a5eb7da0
io.github.vigoo	zio-aws-route53_2.12	3.17.25.1	-	b36e517f402df421195fd05fa1da39c3538bc972
io.github.vigoo	zio-aws-route53_2.12	3.17.26.1	-	295b8f75f002c135a00672ef792eda2ab96a3317
io.github.vigoo	zio-aws-route53_2.12	3.17.26.2	-	64e7f1b3933b7a3ded19ec66a1f2295f221375f8
io.github.vigoo	zio-aws-route53_2.12	3.17.27.1	-	8e289a778a62dd6bd0b1af05f3544777bef1a330
io.github.vigoo	zio-aws-route53_2.12	3.17.27.2	-	3a1a00e70f4725a133afc47d35d4534d02c3fb3b
io.github.vigoo	zio-aws-route53_2.12	3.17.29.1	-	17fd5417eaefa53f6d7288cfa251a000b34a4c70
io.github.vigoo	zio-aws-route53_2.12	3.17.30.1	-	187a9365252fda50a5e253db1485062b501b377e
io.github.vigoo	zio-aws-route53_2.12	3.17.31.1	-	7eca9f7666e544cd447a1143c16b456e693ae841
io.github.vigoo	zio-aws-route53_2.12	3.17.31.2	-	c19f403502da07cf2bf3c9a064511a42bf06bee0
io.github.vigoo	zio-aws-route53_2.12	3.17.33.1	-	50496936d8ac97f5856e26a1107d54cac1675246
io.github.vigoo	zio-aws-route53_2.12	3.17.34.1	-	05c85cf3cbcd20f2310a7eba5d9f2c6e7c776253
io.github.vigoo	zio-aws-route53_2.12	3.17.35.1	-	f3b0cdf52fb07c23c7b425ada9d754d0dae93f58
io.github.vigoo	zio-aws-route53_2.12	3.17.36.1	-	720a4a3a6addc116a73f07e43d7ef8651c62037a
io.github.vigoo	zio-aws-route53_2.12	3.17.37.1	-	c4100f1b4789a018081e3d3ea6efedee73702536
io.github.vigoo	zio-aws-route53_2.12	3.17.38.1	-	425e3107b07b9382a2fd709e96717149e77e15cf
io.github.vigoo	zio-aws-route53_2.12	3.17.39.1	-	a2548bb877c808fd8c18f8e591aee956b865d6c8
io.github.vigoo	zio-aws-route53_2.12	3.17.40.1	-	aa7397ac677f37048fad08cd8b4fea80eedb70e2
io.github.vigoo	zio-aws-route53_2.12	3.17.41.1	-	a4ca3acb7ba7f49f24212fd6cd5b040614a39d69
io.github.vigoo	zio-aws-route53_2.12	3.17.41.2	-	e9b7875e9e1e191bb71972c6d54816ee992863ff
io.github.vigoo	zio-aws-route53_2.12	3.17.42.1	-	0dbbb19956bd71d1faf325f6beaae21ff878e4ec
io.github.vigoo	zio-aws-route53_2.12	3.17.42.2	-	1bf9a3850c7f1247c724270938ce8e8f08fd156f
io.github.vigoo	zio-aws-route53_2.12	3.17.42.3	-	f844c2da4525d2b39271c6ff84276145a53068fd
io.github.vigoo	zio-aws-route53_2.12	3.17.42.4	-	5449e25b7c0fe31d9283e89cac8e2227275bde2c
io.github.vigoo	zio-aws-route53_2.12	3.17.42.5	-	5e932f7f5c4e96f19327016a53e0928fde40d9d8
io.github.vigoo	zio-aws-route53_2.12	3.17.42.6	-	b4b56a28dacc312022c20263633e16523ceb6cf1
io.github.vigoo	zio-aws-route53_2.12	3.17.42.7	-	3b5d8105a0cb762f5c9890e2a9a6d79f2752e5c6
io.github.vigoo	zio-aws-route53_2.12	3.17.42.8	-	7d1cab1eb0e108eb182297b1627ae5200fd40a21
io.github.vigoo	zio-aws-route53_2.12	3.17.42.9	-	a1f183bda4999fd58f7b47a74dd8bde5fde33f43
io.github.vigoo	zio-aws-route53_2.12	3.17.5.1	-	b09a1d4876e2ade0157b31c492ab0848762e2b6a
io.github.vigoo	zio-aws-route53_2.12	3.17.56.1	-	11657281847fe537e038ce3b404c836a9a2cc675
io.github.vigoo	zio-aws-route53_2.12	3.17.57.1	-	a78b61c7028029cae82bf2b0a345913de896c1a2
io.github.vigoo	zio-aws-route53_2.12	3.17.57.2	-	33be82a61d1facb90585649fcf5b4e90e35c2e3e
io.github.vigoo	zio-aws-route53_2.12	3.17.58.1	-	0ae16abc8a9f3bcb2a314d42d6963f55437d915a
io.github.vigoo	zio-aws-route53_2.12	3.17.59.1	-	797db2370a71ab4b84984eb6b642399ea9a27f5c
io.github.vigoo	zio-aws-route53_2.12	3.17.61.1	-	f7288960572ec4ebfd2776c9a2f519631021ea6e
io.github.vigoo	zio-aws-route53_2.12	3.17.61.2	-	58a9656b0f7dbcfd09ebc12797b541973f4ffd34
io.github.vigoo	zio-aws-route53_2.12	3.17.62.1	-	206e83ca4170d297a8f0134d6d6d11924d0f6550
io.github.vigoo	zio-aws-route53_2.12	3.17.63.1	-	c327a7d14e3059cd2e0481eeb685fcce11e28631
