br.com.devsrsouza.compose.icons	line-awesome-wasm-js	1.1.1		N/A
io.quarkus	quarkus-vertx-graphql-deployment	3.19.2		fd29dac12905a19efa6b24c8fdc7738788f51e88
io.quarkus	quarkus-vertx-graphql-deployment	3.19.3		289c7a5ed30efbb6fab7ad6b590636b10565ff49
io.quarkus	quarkus-vertx-graphql-deployment	3.19.4		83589c6cb0fb69c89e120c9c357aaadb21a1ce93
io.quarkus	quarkus-vertx-graphql-deployment	3.2.0.CR1		bfb0eb49685efda85e6ee7d8627eef13a90e0729
io.quarkus	quarkus-vertx-graphql-deployment	3.2.0.Final		bb335fcc7906329cbe4b2d121b33ab632338f61b
io.quarkus	quarkus-vertx-graphql-deployment	3.2.1.Final		9359ff38fbeb3f26b3ea266c9e328a89611e4116
io.quarkus	quarkus-vertx-graphql-deployment	3.2.10.Final		af53a4d4b2437ad3ab7e2abe15925b51e8c40826
io.quarkus	quarkus-vertx-graphql-deployment	3.2.11.Final		5c84364507e549f03dd289e8852f3989461085ea
io.quarkus	quarkus-vertx-graphql-deployment	3.2.12.Final		6ad7f22d79d4ba81535d734313a51b56b41361b3
io.quarkus	quarkus-vertx-graphql-deployment	3.2.2.Final		4b20edb1f5b1f616d9d52ad1e432959522f6ba5c
io.quarkus	quarkus-vertx-graphql-deployment	3.2.3.Final		396d7550ecf0d2d7d18cf743cb3c68d61604709d
io.quarkus	quarkus-vertx-graphql-deployment	3.2.4.Final		29c6d24c49dd7100f7e130e0a61ed0b65866618c
io.quarkus	quarkus-vertx-graphql-deployment	3.2.5.Final		7d25a31c3d584f445bbe4be48dd639515703561d
io.quarkus	quarkus-vertx-graphql-deployment	3.2.6.Final		3cd2101e9d1ea438ade2114701b3137853f206c5
io.quarkus	quarkus-vertx-graphql-deployment	3.2.7.Final		8c0c214a9ad471f2a5bd7b1cf1c0990116c8a839
io.quarkus	quarkus-vertx-graphql-deployment	3.2.8.Final		80fd733a18125564b8f2a879640621646c3d9b29
io.quarkus	quarkus-vertx-graphql-deployment	3.2.9.Final		be01567cfb3b4567a64b979b89c4216b7af18484
io.quarkus	quarkus-vertx-graphql-deployment	3.20.0		7790da2c9d5da52e919b2c08927c9b39ffb80a0b
io.quarkus	quarkus-vertx-graphql-deployment	3.20.0.CR1		81a85116986dbbe6e99e2bf48587b27f54558528
io.quarkus	quarkus-vertx-graphql-deployment	3.20.1		3a94564ee378c915b82f4b110170c4ad77bbc558
io.quarkus	quarkus-vertx-graphql-deployment	3.21.0		20a4bffdeb53767086f56bcd8aa2ce7831c4f19d
io.quarkus	quarkus-vertx-graphql-deployment	3.21.0.CR1		6dd1347be1d381e9ff7d12416669b3baaaf14a3c
io.quarkus	quarkus-vertx-graphql-deployment	3.21.1		e7592b4afaf385de84a2323eb265a39103bc6ad9
io.quarkus	quarkus-vertx-graphql-deployment	3.21.2		308622e9a1c6e04e53d4f9ab1a73545083697e27
io.quarkus	quarkus-vertx-graphql-deployment	3.21.3		1fa7f966f4137e11c7fdc2d312c65ce9b3ead458
io.quarkus	quarkus-vertx-graphql-deployment	3.21.4		84fd798c4b7851146c4b71d77e5df2672f77cfd1
io.quarkus	quarkus-vertx-graphql-deployment	3.22.0		fe7b0eee33031366bcc9c3081e520b3bf71de961
io.quarkus	quarkus-vertx-graphql-deployment	3.22.0.CR1		88a1dccac1561aed03d4ba74bf39c65b736ace4a
io.quarkus	quarkus-vertx-graphql-deployment	3.22.1		af59af1c4b13341a6633370c461af18f6252f23c
io.quarkus	quarkus-vertx-graphql-deployment	3.22.2		4f9f8b0926b594587310de17341dfa599cdf8bac
io.quarkus	quarkus-vertx-graphql-deployment	3.22.3		37533a100979dfd5479e03733c597cc9bc35477b
io.quarkus	quarkus-vertx-graphql-deployment	3.23.0.CR1		6610ca251b27033fce6f9f0d7047af78b20f8553
io.quarkus	quarkus-vertx-graphql-deployment	3.3.0		9abc5f925f2cdfe3cf102805d6abc2fb0c2c7d4e
io.quarkus	quarkus-vertx-graphql-deployment	3.3.0.CR1		117a664250103a5578af0718436f237168aa99be
io.quarkus	quarkus-vertx-graphql-deployment	3.3.1		c2b6b51210d477d5dcdee374a7a997d679b573a9
io.quarkus	quarkus-vertx-graphql-deployment	3.3.2		6f72a7b8201d303b3e81ab7bba5845dc02b47e35
io.quarkus	quarkus-vertx-graphql-deployment	3.3.3		133f6439c7bfacab3ca6a6db678662db0ce4f62b
io.quarkus	quarkus-vertx-graphql-deployment	3.4.0		7a6b456dd2f0e4dd909d73191844d70875ceebac
io.quarkus	quarkus-vertx-graphql-deployment	3.4.0.CR1		84571caf8c35eda28f931f25d808f20573430ba2
io.quarkus	quarkus-vertx-graphql-deployment	3.4.1		68e889285e55b526b70b2716e67a89481c693cc7
io.quarkus	quarkus-vertx-graphql-deployment	3.4.2		860c909dc5a0fad65747845544f50afd9ff56fb6
io.quarkus	quarkus-vertx-graphql-deployment	3.4.3		671174893a43b73dd1f422a7d308ba66709fed71
io.quarkus	quarkus-vertx-graphql-deployment	3.5.0		81f06b9b02f3e5cadc3c68fdfe0d4651a83bbf76
io.quarkus	quarkus-vertx-graphql-deployment	3.5.0.CR1		a4b993beff0738255a98c2c59674d3468181c5fc
io.quarkus	quarkus-vertx-graphql-deployment	3.5.1		aeaf49a9ab59e7d70dd6f7dd58d0d51aef01a689
io.quarkus	quarkus-vertx-graphql-deployment	3.5.2		a08bb4d6e431b9d372f3fbd855283b258abaecfd
io.quarkus	quarkus-vertx-graphql-deployment	3.5.3		25ff65570591364352e7723c6795b5b811ab80be
io.quarkus	quarkus-vertx-graphql-deployment	3.6.0		c009572ecf631539bf764074389dd99e8076b304
io.quarkus	quarkus-vertx-graphql-deployment	3.6.0.CR1		6d60a50655fe6532e4f581cfeaa8f68692123583
io.quarkus	quarkus-vertx-graphql-deployment	3.6.1		977cb75b96843e0cb3e3d9d01738c50d8fc285fe
io.quarkus	quarkus-vertx-graphql-deployment	3.6.2		dab587dd18b1a2f767600598bb80a9f99aae83c4
io.quarkus	quarkus-vertx-graphql-deployment	3.6.3		7de3955d31db739f1c0aa8d2183562db6cf4cd3b
io.quarkus	quarkus-vertx-graphql-deployment	3.6.4		bfe340dd96084a9d4d469a74bde42d03b54dcec4
io.quarkus	quarkus-vertx-graphql-deployment	3.6.5		0bc5b85c20d8f50764ef89ea3b3ee3ad984d183e
io.quarkus	quarkus-vertx-graphql-deployment	3.6.6		8ef5299718d6e42c802c032dfbb4dbc4cadf7cbe
io.quarkus	quarkus-vertx-graphql-deployment	3.6.7		dcf995fa8d72c7bb096ab1d860ec393e3f02ae2d
io.quarkus	quarkus-vertx-graphql-deployment	3.6.8		2e81ce8d896c79d4bb91abf05e68cb4cfdba0cc8
io.quarkus	quarkus-vertx-graphql-deployment	3.6.9		13f07762ced61b6199934a3db07163aa8c14f0dd
io.quarkus	quarkus-vertx-graphql-deployment	3.7.0		34f500d46be78a370e4eb35a3337cbfe7a2c4d0b
io.quarkus	quarkus-vertx-graphql-deployment	3.7.0.CR1		a5ed468b5905eddee9dcc4bd836b1b2dd9f035f9
io.quarkus	quarkus-vertx-graphql-deployment	3.7.1		5a0bfd1d76a8e85d9c2e623bf4a6e6899c86913f
io.quarkus	quarkus-vertx-graphql-deployment	3.7.2		fe6e267d130dc0949e0d6a13012a7d9535141c12
io.quarkus	quarkus-vertx-graphql-deployment	3.7.3		0f78cafd707831168a69397a3ddc33072362a8b7
io.quarkus	quarkus-vertx-graphql-deployment	3.7.4		d220691b1ab612c8da42b4fad82781879d77aad6
io.quarkus	quarkus-vertx-graphql-deployment	3.8.0		e752938647c489d0044ca154fa6572482ba46103
io.quarkus	quarkus-vertx-graphql-deployment	3.8.0.CR1		bf1b0795f4f4a4b262671b0ba6e5fca311b2a5d8
io.quarkus	quarkus-vertx-graphql-deployment	3.8.1		11be6fe95aa1be7c746b8d92e59f418c54a8c814
io.quarkus	quarkus-vertx-graphql-deployment	3.8.2		e9acab4f2a8dd1f5b46ef89f99cec6ccffe0eb09
io.quarkus	quarkus-vertx-graphql-deployment	3.8.3		4c9a567f28384fe9fc4a95be440cbeb0c30a1495
io.quarkus	quarkus-vertx-graphql-deployment	3.8.4		5e64d4a91d1dd898617024098e7e318d63c3cd08
io.quarkus	quarkus-vertx-graphql-deployment	3.8.5		c09594a6ddbc359532abc23fbe45fd2d0daa3f9e
io.quarkus	quarkus-vertx-graphql-deployment	3.8.6		75155307725bb0e4e327c0a3acd86376334580ee
io.quarkus	quarkus-vertx-graphql-deployment	3.8.6.1		91c6ef552081a307ff42617ea02073f54b834087
io.quarkus	quarkus-vertx-graphql-deployment	3.9.0		4191dcda8888e0aba67677dc22aa4c49ddf7b36d
io.quarkus	quarkus-vertx-graphql-deployment	3.9.0.CR1		4de2a487b2bcb3c6d978cdf6393d95f4690fc1e3
io.quarkus	quarkus-vertx-graphql-deployment	3.9.0.CR2		0c46095f0a067ee2334ad5e0a2cbb03f287f8221
io.quarkus	quarkus-vertx-graphql-deployment	3.9.1		21ba1aaa9c78dbade280a148607aadd639c1bb92
io.quarkus	quarkus-vertx-graphql-deployment	3.9.2		dd3e0c133607870e0af8296304fa678511787a4e
io.quarkus	quarkus-vertx-graphql-deployment	3.9.3		100c092dc95f74ebacc47765714d20a18cf86971
io.quarkus	quarkus-vertx-graphql-deployment	3.9.4		07a273e18584ca2bdc00dcf9d9c156a2eee7060d
io.quarkus	quarkus-vertx-graphql-deployment	3.9.5		226895072b1646d0aa9cfe12f0dc8eb45ecc2191
io.youi	youi-canvas_2.11	0.6.0		cad6732d8d5eff56e9b00afd81a2449e7078802c
io.youi	youi-canvas_2.11	0.6.1		487ac6078c1dd4ba32d677067a95271982d5c383
io.youi	youi-canvas_2.11	0.6.2		706747b908b31b2866d6f3b408fb861c1d760e16
io.youi	youi-canvas_2.11	0.6.3		140a53b055d5a9901cbfc1bd6ba7c56c333f8c3e
io.youi	youi-canvas_2.11	0.6.4		cd9bd4be5ad301ecfa2107445a36fa44b83362a9
io.youi	youi-canvas_2.11	0.6.5		ca0f0cab401a8778ae2570c98d1c68adb6886467
io.youi	youi-canvas_2.11	0.6.6		b46214b369bd4a556bc45b99d18d7fba444af368
io.youi	youi-canvas_2.11	0.6.7		dd561fb8270936ef4426047ed809d8e8987ade3c
io.youi	youi-canvas_2.11	0.6.8		5b8a63fa0d224716bf776e0b007a5b78e3e48cea
io.youi	youi-canvas_2.11	0.6.9		fb0e5e79ede71e86a77c10e3a0a0025442710a2c
io.youi	youi-canvas_2.11	0.7.0		999dc64bcafde2a11500ae15cc8ae5e64d324e92
io.youi	youi-canvas_2.11	0.7.1		df4b51495f79f180f8a252174e3b9d0417a17f99
io.youi	youi-canvas_2.11	0.7.2		09bb627322c211ac9694321decc063433c933ea6
io.youi	youi-canvas_2.11	0.7.3		1c7e3fd931fdb869f411b528c75845aac86913ea
io.yumemi.tart	tart-saver-persistent-android	1.4.0		N/A
me.gulya.sqldelight	compiler-env	2.0.2-wasm-web-worker-1		100de8868cae12550b0ebf9e118dc8bc948e6183
me.gulya.sqldelight	compiler-env	2.0.2-wasm-web-worker-2		100de8868cae12550b0ebf9e118dc8bc948e6183
me.gulya.sqldelight	compiler-env	2.0.2-wasm-web-worker-3		100de8868cae12550b0ebf9e118dc8bc948e6183
me.gulya.sqldelight	compiler-env	2.1.0-wasm		100de8868cae12550b0ebf9e118dc8bc948e6183
net.accelbyte.sdk	module-seasonpass	0.0.4		e6298663a5c02b2da91a9363583935342d999610
net.accelbyte.sdk	module-seasonpass	0.1.0		9ec8766cbf1d3da9b80e60265e4f151c60a46ec7
net.accelbyte.sdk	module-seasonpass	0.2.0		2ebdf14696c9090c894a73bf4b95e26a680d987a
net.accelbyte.sdk	module-seasonpass	0.3.0		e6866b3bc257ae1aed3450f5b266c8d2b02bd7f4
net.accelbyte.sdk	module-seasonpass	0.4.0		ee1e4851a8ec54aaa4f06db2be7882b047ce883b
net.accelbyte.sdk	module-seasonpass	0.5.0		d354dd80764744ce49a67442ad39aded249a89be
net.accelbyte.sdk	module-seasonpass	0.6.0		9df47fca36965b589b1e418c4681bdad2286ed3a
net.accelbyte.sdk	module-seasonpass	0.7.0		24e36e0516039d2d1a1adb11bdbe697afe9480b8
net.liftmodules	fobo-foundation_2.5_2.9.1-1	1.0		6523fa21bd3bab14fb838fe22cbee6fb52836a29
net.liftmodules	fobo-foundation_2.5_2.9.1-1	1.1		1ce7c6672a4f569be11ccc329fbc596cf53dff76
net.liftmodules	fobo-foundation_2.5_2.9.1-1	1.2		887f2c22e4fc059f8bbe43dfb696239339331190
net.liftmodules	fobo-foundation_2.5_2.9.1-1	1.3		c272917c49aa2d1e5a0e332ae4df9188bb7cea27
net.sf.uadetector	uadetector-resources	2012.04		66c3e4a81cf4a406055f851596fed0a5ee913914
net.sf.uadetector	uadetector-resources	2012.05		08d0612d4911786caaddad6af31b96f0c6898dcd
net.sf.uadetector	uadetector-resources	2012.06		d52b10b9878e82a243ee3931e54ce95fd1925fc2
net.sf.uadetector	uadetector-resources	2012.07		271d2a48a14e8856fda30aabf637c7166051fc1d
net.sf.uadetector	uadetector-resources	2012.08		b53b05922c8aa38afe22a79cb3da33585075fa67
net.sf.uadetector	uadetector-resources	2012.09		3483622703f9a9af113f501b070426d935780379
net.sf.uadetector	uadetector-resources	2012.10		a1a0d03af55c81fb68a22e4e9bdc0e22da5b4b18
net.sf.uadetector	uadetector-resources	2012.11		6e4fdec2f14fdf7f6ad7e691a9bbd01556215b1e
net.sf.uadetector	uadetector-resources	2012.12		33944bf8cb25dfe104ea579a45e3b207b191be37
net.sf.uadetector	uadetector-resources	2013.01		d61ef743f3337d7c483545fc25c9629112c1e455
net.sf.uadetector	uadetector-resources	2013.02		c557f5e35550d94b6906050604ea56ceaa34022a
net.sf.uadetector	uadetector-resources	2013.03		6518088aa37225f588d2df0b79054d9da56bc60f
net.sf.uadetector	uadetector-resources	2013.04		5b237cdb24c187f90edf82d7db0ffc5faebaa738
net.sf.uadetector	uadetector-resources	2013.05		4c6d4249a039f63de5a79de20f46ffe4580b27ae
net.sf.uadetector	uadetector-resources	2013.06		3a093f10b43b373a04a12b5362ae41b7be7c0616
net.sf.uadetector	uadetector-resources	2013.07		39c0eec5886451ed356fa43315439694857f6e8b
net.sf.uadetector	uadetector-resources	2013.08		34050a1613ed250fba9b0c0d86c0a4102c58de83
net.sf.uadetector	uadetector-resources	2013.09		2920f5c518e2a473d76ee672b60303af7f11f27a
net.sf.uadetector	uadetector-resources	2013.10		0940fd8c00ecd93ebaf05056fa1fd4652178d863
net.sf.uadetector	uadetector-resources	2013.11		50d34299653857d7e860d08beb7b650a3759d389
net.sf.uadetector	uadetector-resources	2013.12		32987d57843f88c5900409e5ece134494fa6f3d7
net.sf.uadetector	uadetector-resources	2014.01		e4dc15dfb086557531cf03bd859e42669516b284
net.sf.uadetector	uadetector-resources	2014.02		d032e39f6a62337936b9a61c571e9eb2dd408fce
net.sf.uadetector	uadetector-resources	2014.03		77f745e0fee2b93b690a651db74e58aa12661bcf
net.sf.uadetector	uadetector-resources	2014.04		0411787f2b356bd8002a96efab130c209b3200c5
net.sf.uadetector	uadetector-resources	2014.05		7f0c6f87d1f9fd829264c860d4f838cf42c3187b
net.sf.uadetector	uadetector-resources	2014.06		e2e3c205b55912bddfeef6a42cbf86db4ec7b3bb
net.sf.uadetector	uadetector-resources	2014.07		d9f340cdcbebc42896278242e58785d6e58ed2db
net.sf.uadetector	uadetector-resources	2014.08		cdec61f6cd7addca0d7f584aae86df02be46dbf2
net.sf.uadetector	uadetector-resources	2014.09		7ec6fd9b9d6f18e7c2a1d94c9094e14104b5d0aa
net.sf.uadetector	uadetector-resources	2014.10		973d8ec015a740b20cd3cdbc593315c521cb0128
net.sourceforge.owlapi	owlapi-debugging	3.3		5295d554be75f1e6b86585be52be69b3b14ae3eb
org.apache.geronimo.genesis.config	clover-config	1.0		b54ad506e9a7aeee36384259aa4ff05b001a9928
org.apache.jclouds	jclouds	1.6.1-incubating		N/A
org.apache.jclouds	jclouds	1.6.2-incubating		N/A
org.apache.jclouds	jclouds	1.6.3		N/A
org.apache.jclouds	jclouds	1.7.0		N/A
org.apache.jclouds	jclouds	1.7.1		N/A
org.apache.jclouds	jclouds	1.7.2		N/A
org.apache.jclouds	jclouds	1.7.3		N/A
org.apache.jclouds	jclouds	1.8.0		N/A
org.apache.jclouds	jclouds	1.8.1		N/A
org.apache.jclouds	jclouds	1.9.0		N/A
org.apache.jclouds	jclouds	1.9.1		N/A
org.apache.jclouds	jclouds	1.9.2		N/A
org.apache.jclouds	jclouds	1.9.3		N/A
org.apache.jclouds	jclouds	2.0.0		N/A
org.apache.jclouds	jclouds	2.0.1		N/A
org.apache.jclouds	jclouds	2.0.2		N/A
org.apache.jclouds	jclouds	2.0.3		N/A
org.apache.jclouds	jclouds	2.1.0		N/A
org.apache.jclouds	jclouds	2.1.1		N/A
org.apache.jclouds	jclouds	2.1.2		N/A
org.apache.jclouds	jclouds	2.1.3		N/A
org.apache.jclouds	jclouds	2.2.0		N/A
org.apache.jclouds	jclouds	2.2.1		N/A
org.apache.jclouds	jclouds	2.3.0		N/A
org.apache.jclouds	jclouds	2.4.0		N/A
org.apache.jclouds	jclouds	2.5.0		N/A
org.apache.jclouds	jclouds	2.6.0		N/A
org.apache.jclouds	jclouds	2.7.0		N/A
org.apache.sirona	sirona-jdbc	0.1-incubating		11b8f248a948b60ba729df0cf5a15eab64b35407
org.apache.sirona	sirona-jdbc	0.2-incubating		ce823ba100aba73b4b8e32826d2e2369aa7cf8dc
org.apache.sirona	sirona-jdbc	0.3-incubating		fe2c3d7ce2c31766d9b0dce2e29ace14d45585b3
org.codehaus.fabric3.fabric3-db-exist	xmldb	1.0		72aeb88b27fa78a548e3cb5297f0bc1f8122820a
org.dspace.oclc	oclc-srw-parallel-searching	1.0.20080317		aac1c22dbb6d91f6bb5bcc6b2adc49eaae4c8bc7
org.eclipse.jnosql.communication	jnosql-communication-driver-commons	1.0.0-b5		f5fef08d2d3b54ced31054471d9e96d7c04ce69c
org.eclipse.jnosql.communication	jnosql-communication-driver-commons	1.0.0-b6		8ca88741630d81dbf88fc09beb25d8c36dfae880
org.epics	pvmanager-file	2.2		e5be49618940a1c10431f9a5d37fd1876ac4ddf7
org.epics	pvmanager-file	2.3		6f4b7b6b3d03712b218620de7735487226d05a2c
org.epics	pvmanager-file	2.4		e372b5b9e48d8007fd09852a33652389954ba6f9
org.epics	pvmanager-file	2.5		43c1c6fbf1b542daa20ff52c994f378216048a1c
org.epics	pvmanager-file	2.6		7a237a8f9400630b735636d7ceffedf6a45c5729
org.epics	pvmanager-file	2.7.0		e20238c9a243acc54d6f250754961d01cc18f4ee
org.epics	pvmanager-file	2.7.1		f4c718f7422778c6ca19ec16c09c1b47894b25d5
org.epics	pvmanager-file	2.8.0		a4c44b37e3992c02b9bdaf85e8acfcdb7243814a
org.epics	pvmanager-file	2.9.0		909d7417f98cfc2a8ba94a132b7e01db89c5b2c4
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.15.8		568acb26315f5bf52bb72ddf96f9d4fef56368ff
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.15.9		ea2e9fc0aabbae0802974927f05ce465393bd4cd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.16.0		64caa701c6b94bd652f9c281c575338c7518bddb
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.16.1		6fcb694cb80dfb8539ef6d209d16c2058c256a93
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.17.0		ba4f0aa5be3400b43c6611173fdb450c790cfc9e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.18.2		37bb1323ac10890ebd2c6587e65741de36091d25
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.18.3		b8fc9c7c6414533ac273cf9aec0c0a5d8ea07382
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.18.4		1a22927e631c2f3b442da7a0d2e5012e9332877b
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.18.5		ac1445c5fa50794a3ddd79849f764741e803b2a5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.19.0		18dbf9a416662774527c959f437d9ef8afbbe341
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.20.3		4e1b80ea6c1bc3de61ecb9cbc569fd6373d48216
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.21.0		f101a69f7eee1840e894c3544718f891c6f28565
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.21.1		708b248d247b321ca43c17e80661b743772cc413
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.22.0		8419510a4a64f800d14214f6d3dc1cd938c12b25
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.22.1		6f7d508b8583c6a5e72ba41940b0ae428df203de
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.23.0		867d20d0588cebe6e70525207965869fcdc7b651
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.24.0		53a275375f3c9e1bb78911b5b658259ae23397aa
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.25.0		551369d4b5127c628193c13fba09ac5d7d16abc1
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.25.1		6fea4f45dcdbcd5c48df10839fe427b606905eb6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.25.2		277a02311362d31e328ee04eab3530014fdb7c14
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.26.0		38f12c816fa6213a45ff7ee5b8dd8df78d1ed1a8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.26.3		bb2f4f9b5bdb2d4d81058261035302a401ac8498
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.26.4		705074498841b092bb51649bce9a0d6b6c80f2c2
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.26.5		1667bb2ddc6fa26594007c22580a7067edf4f95d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.26.6		aa35827b9e926def0477ffb7469473f2e577d67f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.27.0		b3bab2920b539b64e96a0489ddfb0a6792a67a6e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.27.1		e174512900659b53923fdb7b1b1f293213088df5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.28.0		50077946429d33db1b9bffa36bb7e2957947b5f8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.28.1		c22f5e163950e3391e90722ce99868869fa1f864
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.28.2		f556c5c9d710508093bcd88d1e95cc749138e87a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.29.0		e69518073039587f64aab59848b48fef06dd885e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.29.1		3e58366e1f7989b3c8dfd02bcaca08cc544bb576
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.30.0		055865395f0c8cb333f93ff01ba65d6f46f2da30
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.30.1		78bb7a933ebd2023bb57bdc4e1ff7d0859f6dd7e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.30.2		a9955f79387dc08542fa2cd42a1ebc7f4421c816
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.30.3		be7e908d7da73db1e4aa7d127f3267fec4c65d57
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.31.1		9e37a082fc7f876df96254f33170f6ee265fbc61
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.31.2		501dfd7d21cda41d906f896ac9070b0479b5aab1
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.31.3		40ce869d2c445f68f40318d7b1dc0cee2df101be
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.32.0		1515ed9c5b4b58342f18cb7da2d1ebb694bab86a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.32.1		571f1b6f50113b60dab4e43aeab262922ba1a0dc
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.32.2		22b5fb01209777f17beaff92a090eda13b77caaf
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.33.0		7acf2dd881ec80d551eed151074bf2bc163d3f04
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.33.3		88c7bed054b70551e8b88a6fe9bee046dfba8e61
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.33.5		2f5afefe109b2cd29f7803e9f31ecf2b18059d70
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.33.6		25bd4438aa03c22bb2ecf294841084c809a69c6e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.34.0		55abbde4ed8075a613863a123a96cca561bc899a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.0		081cc8827608db4e672b49e6e0ecee1629ccad26
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.1		3743bb195726e3aaf81e54bfc32c256ad5ecac0f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.2		0e17c3628beefec82d1b2704e913446f51121add
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.3		be46587e3ca01b12584d30636466c9c70dd7a070
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.4		1586c372ff2390bc9e61ae9e142039a7d73306c0
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.35.5		2f7f3c96608b82eabd2a4bb445e5ee68a2302557
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.36.0		090afcdf82e0b9c2f906be3ff2828f4290ee9000
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.37.0		ad88a51a26645434e65e0f3aad107cb152dc871e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.37.1		3dc253791353b587573430d1444f648dd7f07807
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.37.2		2aeed4ca340422dd531c5acda4a7f4796cf281e2
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.37.7		d5d0c65ec04a2473295690b87aa3ed78222da31f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.37.8		fdeafc4cefb09e50aea87e118a884442b85caf63
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.38.0		72cb58f30fd41cff6738655c96090c28db8c7f5a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.38.1		dd53acee2126dde9b6a471982b894875156deecd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.38.2		c7cbb7f459f025496516873a64484042f571177c
