at.released.builder.emscripten	emscripten-plugin	0.1-alpha01		552b2da788dd5447b3949ce2f401dbe0d4b11b6a
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.1.0		404b8f8a867c1cff71f01d661b7a934461ff8352
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.2.0		28b0874a17c31871a53ec2c7ab22a0100f640477
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.3.0		398cd12a844da25f00653524914c1d391fdeee92
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.3.1		8160d59edb1efff138b7a1bfbaf7300cd50f823e
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.3.2		6703a7ffa620ec2abfb68b61de72b5029d2c4141
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.4.0		594cc73b6fec32f1a4f7776a7d8aa45a18707d55
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.5.0		79a11cb70fc307f0b0c70fd5219e83191f1dd07a
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.6.0		e1e75db2f17ee4bc199d591d206d700e93370810
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.7.0		19c22b37c233f77f7e20caf0d31770962c0a782f
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.8.0		f8a5ff835fc94a0c5731926773c21da83e6c3977
org.camunda.community.process_test_coverage	camunda-process-test-coverage-starter-platform-8	2.8.1		230851f91e9b5acefbf359bdd3085f8a6d8c6edf
org.craftsmenlabs.gareth	gareth-core	0.2.0		e9ea5a8cd8964b2a18b106b26b849ff5c5549848
org.craftsmenlabs.gareth	gareth-core	0.3.0		1c61b39e4c3a68aaaddceb5adfe4cc5f42d0eced
org.craftsmenlabs.gareth	gareth-core	0.4.0		fda926e8d1e568841ff947b1ce56a11804fe18bb
org.craftsmenlabs.gareth	gareth-core	0.5.0		f5dc6a2055c76c9cd8e3a73110848200d0992582
org.craftsmenlabs.gareth	gareth-core	0.6.0		83378b67e79ffc90ac47931e642f224b2be8ae1e
org.craftsmenlabs.gareth	gareth-core	0.7.0		71b1c7d406caec0d2748aebc844f3b8b863897fb
org.craftsmenlabs.gareth	gareth-core	0.8.0		435c1547eaec9e4ef45e05e1f22b8e7fda93c5cc
org.craftsmenlabs.gareth	gareth-core	0.8.1		bd8975fb7e271ba92fc031636552503575a314fe
org.craftsmenlabs.gareth	gareth-core	0.8.2		0faf411ae37846e095b781e31cfd590d6d95c8ca
org.craftsmenlabs.gareth	gareth-core	0.8.3		647d56b9ea0fa107d3c1a6d627b6c99015bbe859
org.craftsmenlabs.gareth	gareth-core	0.8.4		60676b04f6ef97e886bafb22312748540a7e994c
org.craftsmenlabs.gareth	gareth-core	0.8.5		aa369f43c1112441c74096db91bdad421d43d8a8
org.craftsmenlabs.gareth	gareth-core	0.8.6		7004a848759ef5db77585fd5f4b75174c00cbcbc
org.craftsmenlabs.gareth	gareth-core	0.8.7		070197cfd165878d61f5dd19d92c0499cd421245
org.eclipse.dirigible	dirigible-components-template-editor	10.6.38		6629b78e8017eac5e50da8f50032f1d767685a16
org.eclipse.dirigible	dirigible-components-template-editor	10.6.39		10767d607c87d935c65bb5c77ac81f9e6b7e51f2
org.eclipse.dirigible	dirigible-components-template-editor	10.6.41		24521bc9eee75657ae0d41d293af6c69c67a6ab7
org.eclipse.dirigible	dirigible-components-template-editor	10.6.42		11b1eccf0a1d64a6b74500d68a351536a6db5827
org.eclipse.dirigible	dirigible-components-template-editor	10.6.43		920310d5709ebdba58dd88c0ae1364e480221974
org.eclipse.dirigible	dirigible-components-template-editor	10.6.44		bca979d5ad6710c46b3a8c5414a6de5992e47209
org.eclipse.dirigible	dirigible-components-template-editor	10.6.45		e3166e0917ac39842033ae3070e59dc8b09146d4
org.eclipse.dirigible	dirigible-components-template-editor	10.6.47		70734b1f08dfa89557ad0f5472b701a06f091a80
org.eclipse.dirigible	dirigible-components-template-editor	10.6.48		a4214566bfdf716764826d8bc2eb7fb7c4763523
org.eclipse.dirigible	dirigible-components-template-editor	10.6.50		c47008fd18d53aa162eb76e2acbf8a6c93c57996
org.eclipse.dirigible	dirigible-components-template-editor	11.1.0		88836b8fcd58c5ababf72b49c4ec030d3fddb9d4
org.eclipse.dirigible	dirigible-components-template-editor	11.1.1		5e834532565aecb40cb6b9683878605dd5e71adf
org.eclipse.dirigible	dirigible-components-template-editor	11.11.0		7c1c72e6a4858db6072b194f835746ce968ccbc5
org.eclipse.dirigible	dirigible-components-template-editor	11.12.0		0657f43c2210481254892cffa254b08c90f5f5dc
org.eclipse.dirigible	dirigible-components-template-editor	11.13.0		7ea2bcf4a67e169d1894688bb3dedc5c87daede7
org.eclipse.dirigible	dirigible-components-template-editor	11.14.0		77445856819dab2f17680c1d0a6cdec6850a98b6
org.eclipse.dirigible	dirigible-components-template-editor	11.15.0		47190beb7f2b6d232e6e324b2979326a506cd647
org.eclipse.dirigible	dirigible-components-template-editor	11.16.0		1b1d727863b56cbea6370e3007d61cdff763fc7d
org.eclipse.dirigible	dirigible-components-template-editor	11.17.0		c98d9e9c667d86f4f24e3ac4ed3c7bbbb7acf022
org.eclipse.dirigible	dirigible-components-template-editor	11.18.0		dd177de0ea4c40555530533042ec3d6501a30a95
org.eclipse.dirigible	dirigible-components-template-editor	11.19.0		91be369e520bdbd63eb1e81f1c2e8d76e910a1f7
org.eclipse.dirigible	dirigible-components-template-editor	11.2.0		4e4ca6216d59d1acac3cd5b02622b6c78ec6c32a
org.eclipse.dirigible	dirigible-components-template-editor	11.2.1		9be7014e78b2217ce5e2fe92cc3aba74625d6b96
org.eclipse.dirigible	dirigible-components-template-editor	11.2.3		0e8fe6504e9125d344944a5249135538c1d8d7a2
org.eclipse.dirigible	dirigible-components-template-editor	11.2.4		c5262e1e96e381a7ff387ee6a622bd5f2d8b05fb
org.eclipse.dirigible	dirigible-components-template-editor	11.2.5		1a1814fddfc6414768b81c09869f43313d0eed98
org.eclipse.dirigible	dirigible-components-template-editor	11.2.6		9b0c8151a1f6ec454b4d4cd961b061f61189074d
org.eclipse.dirigible	dirigible-components-template-editor	11.20.0		4e552c8c2a33a27f4aa46ce4a044aadcc761f9c4
org.eclipse.dirigible	dirigible-components-template-editor	11.22.0		5a971562a9b4e109d4b53943f78e66228ffd3d14
org.eclipse.dirigible	dirigible-components-template-editor	11.23.0		a93c62b86d460b783bc9654763162bb6ab614639
org.eclipse.dirigible	dirigible-components-template-editor	11.24.0		306552eaa065e770ab3595881618c7bc08cf085b
org.eclipse.dirigible	dirigible-components-template-editor	11.25.0		36a6fd8ffc9bf49d7485abdcdd40c582623348f5
org.eclipse.dirigible	dirigible-components-template-editor	11.26.0		c211f37c22ef933b9513b91953337665ed48aaff
org.eclipse.dirigible	dirigible-components-template-editor	11.27.0		f4248e13551f79254eae033d24ee06f701a0f5c3
org.eclipse.dirigible	dirigible-components-template-editor	11.28.0		bf4a4269ffbbcd9884eb02443f7bf8ba698b015a
org.eclipse.dirigible	dirigible-components-template-editor	11.29.0		9093d90ceb03f5e6c8f9b80551bd9b60541d4d5f
org.eclipse.dirigible	dirigible-components-template-editor	11.3.0		730c2764f1e29ad8b4f97a59bf9cbb13e1ae48c1
org.eclipse.dirigible	dirigible-components-template-editor	11.30.0		1984f89d47c90d400b235d4ec4c53045174b3627
org.eclipse.dirigible	dirigible-components-template-editor	11.31.0		d4252938262520436a13a5150293a6ec5678050c
org.eclipse.dirigible	dirigible-components-template-editor	11.32.0		a92ef5c3f8c7e36ffe921a5b37acc92cce2f4b1e
org.eclipse.dirigible	dirigible-components-template-editor	11.33.0		ee0266b1522b55a727231c500f8dff15d0f73bdd
org.eclipse.dirigible	dirigible-components-template-editor	11.34.0		c288916708b08543b583d1fc1b980e8381cd3814
org.eclipse.dirigible	dirigible-components-template-editor	11.34.1		a45912ffc9cec52b37dcbae83baa3d4e679b59df
org.eclipse.dirigible	dirigible-components-template-editor	11.35.0		b71dfafb4778fcc4b4cd9e318864e5e0e65bed51
org.eclipse.dirigible	dirigible-components-template-editor	11.37.0		ca932d19a827e291332aa2ef9f51e0b88b7de2a0
org.eclipse.dirigible	dirigible-components-template-editor	11.38.0		bcf6659d7d4363604c4a9c8277e06b3e7f570b57
org.eclipse.dirigible	dirigible-components-template-editor	11.39.0		632ab40332edf7273fd2b5c4221d42d8058d4d5e
org.eclipse.dirigible	dirigible-components-template-editor	11.40.0		6ac2c5cb5d29ffdca50c9d40c91e2ba4e611df43
org.eclipse.dirigible	dirigible-components-template-editor	11.41.1		fea91450ef027fcf871cbd5318456978fac4280e
org.eclipse.dirigible	dirigible-components-template-editor	11.42.0		27d16fb76409fb615eac5c6316c09d17e7fbb87d
org.eclipse.dirigible	dirigible-components-template-editor	11.43.0		7c500829ae892aa6e34855e0ec44470e4f6797f2
org.eclipse.dirigible	dirigible-components-template-editor	11.44.0		5a33192eb9ae0acc8ae8302adef9e6220e3cd10b
org.eclipse.dirigible	dirigible-components-template-editor	11.5.0		1f72dfe0d07bbd2f2e338d45089ab156b3130ed1
org.eclipse.dirigible	dirigible-components-template-editor	11.6.0		03603093f250c01c9e2dcfd0bb7d32b1acdc7193
org.eclipse.dirigible	dirigible-components-template-editor	11.6.1		00eb5a5390285469f78127393ae6565712d11d4e
org.eclipse.dirigible	dirigible-components-template-editor	11.7.0		8be7a9cfdcafdf77170fee35be811d8f4adf50df
org.eclipse.dirigible	dirigible-components-template-editor	11.8.0		fabe089dd77d407ccaa270a5b8c86d4c5e2bff45
org.eclipse.dirigible	dirigible-components-template-editor	11.9.0		0a9d91c182cce9b92675ffe6e9b1d7517932ad5a
org.eclipse.edc	provision-obs	0.11.0		45918324269e12cee584cf8d367331f9837982af
org.eclipse.edc	provision-obs	0.11.1		c96c8cf4914ab5e32b0f8135336e90e43e7df56d
org.eclipse.edc	provision-obs	0.12.0		470871f07929c34e5f3fb05ce455c9bf5b5fa222
org.greencheek.mq	yankeedo-app	0.1.10		1b42f0ce91fe9bf36b531f9d5ed3204437a8c8ea
org.greencheek.mq	yankeedo-app	0.1.3		6ee5511714345e831acd19a814542dc3bd5bd6fb
org.greencheek.mq	yankeedo-app	0.1.4		97cdb9821fad8faf9be11efb10ab1597ce5f94e7
org.greencheek.mq	yankeedo-app	0.1.5		6b63866bc8bb5fbc479bba1932fe118da8bc28bf
org.greencheek.mq	yankeedo-app	0.1.6		69fb697644a5995f7dfdd70b37bf211a58b99972
org.greencheek.mq	yankeedo-app	0.1.7		a4c63c6b9d38af3f31dca155b9150f187ae280a3
org.greencheek.mq	yankeedo-app	0.1.8		0adb36a0ff199382ed7baf329f3de3461629cdb3
org.greencheek.mq	yankeedo-app	0.1.9		87228436ce6a95ae09d10f1a8c023ea4b9212276
org.jetbrains.androidx.core	core-uri-mingwx64	1.0.0-alpha01		N/A
org.jetbrains.androidx.core	core-uri-mingwx64	1.1.0-alpha02		N/A
org.jetbrains.androidx.core	core-uri-mingwx64	1.1.0-alpha03		N/A
org.lealone.plugins	lealone-postgresql	5.0.0		01f455ea553b5e363066ee04572db5ac74dc9cd6
org.lealone.plugins	lealone-postgresql	5.1.0		727a7cd703f99d1a35ab1bddb1bc6138b72f2005
org.lealone.plugins	lealone-postgresql	5.1.1		97d462bc7c2bb05d0c9f68c13bff80b99b72119a
org.lealone.plugins	lealone-postgresql	5.1.2		697df2eb89875c501c9aa38b5831fce8cca1450c
org.meeuw.modelmapper	json-source-annotation	0.1		7ea8c815e24cd053fac75b73a6319312178a1c74
org.mvnpm	function.prototype.name	1.1.5		007bb63b4f8d5ff9438ba0871f1be880b5fcb772
org.mvnpm	function.prototype.name	1.1.6		73c8b552cf431dcf257f159971814609bafd9b3f
org.mvnpm	function.prototype.name	1.1.8		9d77ab0ab49d783e8d5aabb2a1401ad61f11d89a
org.mybatis.maven	migrations-maven-plugin	1.1.0		b1366cf0f60185281a99ae4c50f38f297d16ae69
org.mybatis.maven	migrations-maven-plugin	1.1.1		84bcc815ed18dacc0560c52c103bdb302b98a201
org.mybatis.maven	migrations-maven-plugin	1.1.2		a2d39582fd34aeb28f3f5d86e9c4d80507b3ecd2
org.mybatis.maven	migrations-maven-plugin	1.1.3		848dc6b9b35d9f745aaf81906c85a7fb74c5cef9
org.mybatis.maven	migrations-maven-plugin	1.1.4		eff39b2a6ee16388d7049b02de9369caa39ded8d
org.mybatis.maven	migrations-maven-plugin	1.2.0		84fe6d3e6a73d9635db44f8a18ffa75d02dfb567
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.0		3e158ec3b9696374ad4194373b0a84e2e310f559
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.1		1007b21d88e6bdc27f0aa731447be0a024c591c2
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.2		d166b368c55dad52e6383c37ad8207400f3d2ac6
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.3		d2002c5efeb31e3837a4b357d5e22948f2eb72f7
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.4		fb33329470b15e2c18cec8c6edcae6cd61501e53
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.5		c2e5f1f7b94257695dc6560550780c97e71392e3
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.6		d590bc6ba64baa7dec76b7c2b23bca3b2024000c
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.7		0c12b0272ec35847d449e70cbca58679ecb88eb8
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.8		99c1bb268a8780f4ed94ede5a6d2c518100c3b25
org.opendaylight.mdsal	mdsal-eos-common-spi	10.0.9		9c7d42c3e0bf81621cc0fe44bb54b73870994751
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.0		a7dd68742cc8c55fc2cdd545fcc08b52e0cbf37f
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.1		a256a99a18260b47c60545d2db38db8173a8ee8a
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.10		d6cffc9b5ee45a03d5b8bb481feb809b63c892ab
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.11		98d694adf8ef73978db27f46cd3cfb5b6e8a7f01
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.12		4cd0e9973f7eaa41e191cc893b49c040f0eac10a
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.13		0ce8a461d1141126850df11fb096a43997a62b57
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.14		f5e4034a7a8cb83cfaaf03b1a975aca4284de89d
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.15		d6d8d0ec3f8dc4eae51f281bfc47667acacfb8ec
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.16		5e86a659dee649a38a3af47f1b59ceeb8dc1a8ff
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.2		77ddb4193f9ff98bc24393a363b92659887c857a
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.3		3f9e5e3e565277dbf9921552fe42ab8f2754d1bc
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.4		85852b6df0db89313daf3668413ac1bdb99c2f68
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.5		b0103e18e423009a5210feccef6adc254744d5cd
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.6		2c889836ed55ab0c1abd0ffeda8758cf1daa7cd5
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.7		3d0bfeaa44060f1f97d2619c33a5cb53c32ce781
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.8		6490b0ef41b1c69c02e7c79437bdd66c9370a232
org.opendaylight.mdsal	mdsal-eos-common-spi	11.0.9		e93a5f1eea989cc3ded965dd69d3c4b09b7e311a
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.0		e033cc5a9b393c897ad1def4dceec3eec1ba5b20
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.1		ab646ff94f61c2bd850d6f413eabfb44704e05c5
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.2		4a6bcd60f33852d37deab86aad29f0fabd633687
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.3		8f85247fb7bdcccc3b53b9280ccf853add56583a
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.4		0ed8429f1b5e6994c94817ecf0afe2f644aac146
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.5		cc9ddfff0e00b2ec7e7e4b94ab836650f92f9c56
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.6		450ce4ae8006761d90b87bd9eb867225e8367f63
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.7		1da0fcd87b7eae6f996dd551d7239aa2a80860ef
org.opendaylight.mdsal	mdsal-eos-common-spi	12.0.8		0b508118b766d074aecfa6420365a87145879d0c
org.opendaylight.mdsal	mdsal-eos-common-spi	2.1.0-Boron		becb301b3ad380b9b955c6653454b4ac00c2ea75
org.opendaylight.mdsal	mdsal-eos-common-spi	2.1.1-Boron-SR1		fd036b7279c3c773d03f083aad700a44ade18da2
org.opendaylight.mdsal	mdsal-eos-common-spi	2.1.2-Boron-SR2		b6e4bf3dcd172c1ab5ace0d008c7408be65bbb41
org.opendaylight.mdsal	mdsal-eos-common-spi	2.1.3-Boron-SR3		343557780a2531dc79d874f1c5bb7a3363abfdd0
org.opendaylight.mdsal	mdsal-eos-common-spi	2.1.4-Boron-SR4		298ef7b3f7927b15524d53f9fb071b5b85d8b5e6
org.opendaylight.mdsal	mdsal-eos-common-spi	2.2.0-Carbon		0d8f1b5c03f219400033bbff406d65ed13c0f6b2
org.opendaylight.mdsal	mdsal-eos-common-spi	2.2.1-Carbon		6ed3a713d1593cb71d627427b58a1417f1a88bfc
org.opendaylight.mdsal	mdsal-eos-common-spi	2.2.2-Carbon		7df29877aff84ffe733e49036c266a81b0554374
org.opendaylight.mdsal	mdsal-eos-common-spi	2.2.3-Carbon		06f0d18d07bebb7b88a37d4b11956f824a81f5cc
org.opendaylight.mdsal	mdsal-eos-common-spi	2.2.4-Carbon		c65be60cc579622f01a4c35860560de497714c3f
org.opendaylight.mdsal	mdsal-eos-common-spi	2.3.0		33f2c4a7da0f6fd9e9f4d2f0302e9591f4a55b79
org.opendaylight.mdsal	mdsal-eos-common-spi	2.3.1		dc668f575cfcde8f4faacbf074167a26ebe9c8b7
org.opendaylight.mdsal	mdsal-eos-common-spi	2.3.2		869713f5b604cebf98dbe7fa8296796bce9be572
org.opendaylight.mdsal	mdsal-eos-common-spi	2.3.3		31ab48f82dce67c69d4752cb74c17c92a0b56f95
org.opendaylight.mdsal	mdsal-eos-common-spi	2.4.0		92d992385c3a0e6311be80d3830293f038a89b04
org.opendaylight.mdsal	mdsal-eos-common-spi	2.4.1		bb88ec7eb0e8897ed096c107f069ec2b39d6b769
org.opendaylight.mdsal	mdsal-eos-common-spi	2.4.2		07b5ebe0ed441b7983f3ad9c3e1fa776a82616ad
org.opendaylight.mdsal	mdsal-eos-common-spi	2.4.3		708df6ea05290d7f506282be61149a04a498bb8b
org.opendaylight.mdsal	mdsal-eos-common-spi	2.4.4		da99c0e5234e4b015444e1f1cda4365cd27f6ba4
org.opendaylight.mdsal	mdsal-eos-common-spi	2.5.0		6a020688a9f9d73ad18f11d23cccab1ffe16f143
org.opendaylight.mdsal	mdsal-eos-common-spi	2.5.1		60f0814d104e02edb3f0928fd57d0328785e1cb4
org.opendaylight.mdsal	mdsal-eos-common-spi	2.5.2		7c597bc248874026c69b37c1937e5e564052f5c5
org.opendaylight.mdsal	mdsal-eos-common-spi	2.5.3		e204485e6eb985fc5b5d05f3ab64b115f92e0d41
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.0		5a8af92a26b2dad64cc38c83d328f0d34916df11
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.1		a0f173db5ef546f5b076f75a65e6bbef33159490
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.10		2a3883eda7554fc51f3c200f4cdf02b808185c1a
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.11		316a68bb2c383f431b4d4d5fd0c5cfe59acb1eee
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.12		368d521872076ab15ddad5ffe37428d55b0a6be8
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.13		1b6427826cc54dd7c5fe63f8890fa6dba7088cff
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.14		2b5713a4ca780dafc3097e0bf7e52ca3a5d6579a
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.15		0320fc87bd6f3b127eff41e7267261857b1d002d
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.16		add1f4221986a24178eb5c3437be9f47fc5d229c
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.2		ed4177da95f079658a152fd4f3802823418b7893
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.3		98f8e0402cc225fa51665cf3354654727a487813
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.4		eaa3146607d87909a7dfef2bf10bf09d1e9939c9
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.5		60ba02479b822ab5d4af3c484731d9e58d58500a
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.6		9127723ebaeb31e4bb90d1015d1adda90c74e8d3
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.7		217b1138c449f773da0dd1d957827dca28f5acf1
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.8		7eac3359cf003906e7e0f58d0cfc2bfb7c6f7871
org.opendaylight.mdsal	mdsal-eos-common-spi	3.0.9		e7bf878517768763f56e560a750103a2fac41919
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.0		ded89cd9a18d742ec137c54504bcf32821544c0e
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.1		0c1455ba67ad34467e1aac0a375bdd17723a961d
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.10		3d0505b15e3ce88386dbe8aae6a81e50b3046500
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.11		3d50baf44149f98155ad3154c71abe7a93810825
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.12		13226f71989ba7be6cd1b4d3c5879ada4c50ac63
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.13		35e8972e435774a6a60f84f9c3c7f9a6ee4eaa89
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.14		3069e2c9fafdf670b7c74aaa522a982f21755781
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.15		41535c210aa82686864b1f0b47549ebecbf40c2d
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.16		1331e06ba78b3beb3baf7a59ce0d4946572a9c0f
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.17		030e7fa7b7e9c0586fa536446cf6b52899ace4e8
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.2		e90b7550d301729e15674ef888f50b1c6bd4b852
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.3		d2da9b8784b8de677e0a2401cb9884b863864d54
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.4		2ef03930ba9745826e706188e1b43b4579c54d35
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.5		c7dad05c6df2761e181f6a8123ad78147bd54afa
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.6		3cf2225bc67b84c3618217cbe821ae06fa37c185
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.7		21421d3bea365352f42bc87365c635d8776603a5
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.8		6b47ec711f1334a4c57caff8d20ac17207a46d46
org.opendaylight.mdsal	mdsal-eos-common-spi	4.0.9		03065eb525a3b40295fca8338a0b377263d70cc7
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.0		6f4cd5e6f232a60f476c0ce8c48d5b2c38be366f
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.1		eb10cac32aba3fc00214dc20fd3cca4d7eb72b6e
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.10		7f90117d6c8ce4431361d05ec7130e92af862a6f
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.11		6c100838ee985ca0114b8df8cee3a60f08cb4301
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.12		174fa7b8078aa03918ae4d40b73d8ba2f511c912
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.13		892d885fda0f1f123ea44966476fbebff01bc40c
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.14		0af3fb77886cebf8630d26edf98a871a4e117e8c
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.15		9a57b964fb46d61194240baf17e63372d0c3c6fc
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.16		427bcf2071a03b26817eb5752db69f0649f1c5e4
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.17		5b5c82923a673677c7780c43fe78af05fffab831
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.2		56dce108166d4f28f24ca2d3273c5b7e9f441351
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.3		c475d77379c628aeac0b9b564b6d6999c26c9785
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.4		08ae2142ad2b625581c9fa29b8b4644e7ca0050f
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.5		4a9362d3420e1c902a63433b3ea470ffda7487b5
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.6		b7a41c9b3d09daaba5aa9fdab93987fae70ab39e
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.7		360f59b4b6550f7e6a4a443e1c94cd628089455f
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.8		b22acfd0f59bab8be25f33acf70b96a553925236
org.opendaylight.mdsal	mdsal-eos-common-spi	5.0.9		31033c793b2a5f4c64accda1d240f509d827737a
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.0		345411b27e3641bfdcc3221685d06dcfbb070e1a
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.1		18d776af2e2504ba5171ceb83998bbd14ac87d53
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.10		36fcde52e5690c55d7472474cde136ad8a193566
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.11		8964034ce68f96c4d63788a594a5248aa6225c60
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.12		818bf48613a13a11dc269530bc081eff7e134049
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.2		89ccd3483639a5b77b5b339f5743f7ba705b61db
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.3		a214e57bd5471f60d957b3a3a0b65b77f075bc4a
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.4		3ec718c5ab443d3f2cfb6a2a17d75359b40970d6
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.5		acd68023d1192e7e5b9b451d5076a8be9099208d
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.6		34f5c22de0187fb45555d9a0b783f867485bbf18
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.7		04d3b713f422d08888a1ff2ff6b7e4aac3dac541
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.8		6299271b6beac8dab7c7e1fc7c8260d8dce33e37
org.opendaylight.mdsal	mdsal-eos-common-spi	6.0.9		041a171ce3190ac17223135c73b1b0d2d0d8f200
org.opendaylight.mdsal	mdsal-eos-common-spi	7.0.0		0d34baa24f5c59e8de10a11a92c43031d705d479
org.opendaylight.mdsal	mdsal-eos-common-spi	7.0.1		eb46775749da5e684d002eeda47b43c160a9df5a
